rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience
588,0,564,0,BRONZE_III,76,17,16975,15,0,20,0,IRON,I,56,13,11374,118,0,113,0,BRONZE_III,92,15,13780,33,0,45,0,BRONZE_IV,9,15,14038,451,0,471,0,SILVER_IV,0,15,13381,69,0,92,0,BRONZE_II,0,15,13920,7,0,20,0,BRONZE_IV,9,12,9153,144,0,126,0,BRONZE_III,58,13,9986,97,0,84,0,BRONZE_III,38,12,9685,566,0,532,0,BRONZE_I,100,12,9654
87,0,82,0,BRONZE_I,7,15,13995,31,0,32,0,SILVER_IV,29,14,11948,68,0,64,0,BRONZE_III,96,13,10584,16,0,21,0,BRONZE_II,64,15,14631,38,0,44,0,SILVER_IV,0,14,12108,223,0,210,0,SILVER_III,42,16,15435,70,0,89,0,SILVER_IV,19,15,14573,5,0,5,0,IRON,I,51,13,11215,38,0,44,0,SILVER_III,87,17,16818,9,0,23,0,BRONZE_II,0,15,14661
22,0,21,0,IRON_I,22,14,11545,91,0,82,0,BRONZE_II,28,14,12752,218,0,208,0,IRON_I,0,13,11150,11,0,17,0,IRON,I,63,13,10943,288,0,333,0,BRONZE_IV,21,12,9334,132,0,138,0,BRONZE_IV,36,15,13211,218,0,221,0,BRONZE_III,8,14,11859,147,0,170,0,BRONZE_IV,27,15,13988,84,0,99,0,BRONZE_II,45,14,12381,79,0,89,0,IRON_II,60,13,9969
283,0,247,0,SILVER_IV,14,16,15261,299,0,301,0,BRONZE_IV,33,17,17235,131,0,160,0,IRON_IV,46,16,14827,11,0,17,0,IRON,I,63,15,13947,73,0,85,0,BRONZE_III,38,15,14698,770,0,889,0,IRON_IV,78,14,12887,28,0,42,0,IRON_I,51,13,10313,91,0,107,0,BRONZE_IV,10,16,15434,22,0,29,0,BRONZE_IV,0,15,13170,95,0,93,0,BRONZE_III,42,13,11312
12,0,16,0,IRON_I,25,12,8775,89,0,85,0,BRONZE_IV,69,12,9708,154,0,166,0,BRONZE_III,56,13,11336,11,0,17,0,IRON,I,63,10,7032,23,0,33,0,BRONZE_IV,50,10,7177,58,0,66,0,BRONZE_II,22,15,14140,82,0,76,0,BRONZE_IV,0,13,11015,293,0,285,0,BRONZE_IV,77,12,9919,50,0,60,0,BRONZE_IV,0,13,10020,97,0,98,0,BRONZE_IV,38,10,6559
42,0,61,0,BRONZE_IV,7,8,4438,42,0,61,0,BRONZE_IV,7,10,6148,176,0,187,0,BRONZE_II,75,9,6106,11,0,17,0,IRON,I,63,10,6977,32,0,35,0,SILVER_II,14,10,6639,94,0,100,0,IRON_I,6,12,8997,94,0,100,0,IRON_I,6,7,3586,52,0,62,0,BRONZE_III,46,11,7766,19,0,31,0,BRONZE_III,33,8,4135,26,0,114,0,IRON_II,4,6,2600
77,0,96,0,IRON_I,0,14,12676,52,0,75,0,IRON_II,4,15,13163,129,0,156,0,BRONZE_IV,29,15,14150,11,0,17,0,IRON,I,63,13,10110,29,0,38,0,BRONZE_IV,9,13,11167,85,0,107,0,IRON_IV,0,16,15209,60,0,59,0,BRONZE_III,85,16,15160,593,0,612,0,BRONZE_IV,0,16,15243,368,0,353,0,IRON_I,37,16,14991,82,0,75,0,BRONZE_III,18,14,12674
50,0,75,0,BRONZE_IV,27,17,18112,40,0,42,0,BRONZE_II,13,18,20018,39,0,43,0,IRON,I,100,18,18972,94,0,90,0,BRONZE_II,62,18,18913,77,0,95,0,BRONZE_III,19,16,15513,175,0,166,0,BRONZE_III,91,18,23851,123,0,103,0,BRONZE_II,22,18,18384,32,0,27,0,BRONZE_III,57,17,17111,466,0,487,0,BRONZE_III,55,18,18929,336,0,329,0,BRONZE_II,4,16,16096
50,0,67,0,BRONZE_IV,69,14,12560,154,0,136,0,BRONZE_II,24,14,11719,39,0,43,0,IRON,I,100,15,13063,73,0,88,0,BRONZE_IV,75,14,12016,130,0,127,0,BRONZE_I,25,13,11062,55,0,87,0,IRON_II,72,13,10386,44,0,87,0,BRONZE_IV,0,11,8403,230,0,229,0,BRONZE_II,0,13,10583,3,0,12,0,BRONZE_IV,68,12,9618,7,0,9,0,IRON_I,77,12,9751
280,0,289,0,BRONZE_I,61,17,18139,322,0,292,0,GOLD_IV,25,18,20343,39,0,43,0,IRON,I,100,17,17196,338,0,349,0,BRONZE_IV,74,15,13827,221,0,235,0,BRONZE_IV,67,16,15323,188,0,208,0,BRONZE_III,0,16,15398,31,0,43,0,BRONZE_III,48,15,13228,234,0,263,0,BRONZE_II,0,16,15328,122,0,114,0,SILVER_IV,5,15,14600,259,0,255,0,BRONZE_III,11,13,11361
211,0,226,0,BRONZE_IV,37,11,7437,76,0,80,0,IRON_II,46,9,6117,61,0,93,0,IRON_I,24,12,8610,4,0,20,0,BRONZE_IV,0,9,5633,16,0,25,0,IRON,I,15,9,5473,114,0,131,0,IRON_I,32,12,9186,60,0,67,0,BRONZE_IV,47,12,8814,144,0,136,0,BRONZE_IV,0,12,9513,142,0,156,0,BRONZE_IV,17,11,7884,38,0,43,0,IRON_I,50,10,6835
9,0,24,0,BRONZE_IV,31,3,862,9,0,29,0,IRON_II,59,3,663,140,0,157,0,IRON_I,34,3,1056,121,0,157,0,IRON_IV,79,2,639,16,0,25,0,IRON,I,15,2,639,49,0,58,0,IRON_I,100,3,965,90,0,106,0,IRON_III,34,2,620,77,0,96,0,BRONZE_IV,21,3,965,21,0,40,0,IRON_III,16,3,763,156,0,186,0,BRONZE_IV,0,1,0
390,0,387,0,BRONZE_II,21,3,965,99,0,114,0,BRONZE_I,0,3,843,172,0,147,0,BRONZE_II,6,3,1104,299,0,344,0,BRONZE_IV,95,2,602,16,0,25,0,IRON,I,15,2,602,74,0,91,0,BRONZE_IV,48,1,0,187,0,201,0,BRONZE_III,75,3,985,141,0,122,0,BRONZE_III,36,4,1198,7,0,10,0,BRONZE_IV,11,3,727,724,0,721,0,BRONZE_IV,0,2,417
198,0,227,0,BRONZE_IV,23,13,11040,9,0,27,0,BRONZE_IV,0,10,7217,69,0,78,0,BRONZE_III,76,12,8702,50,0,51,0,BRONZE_II,47,10,7215,50,0,51,0,BRONZE_II,47,10,6557,21,0,21,0,BRONZE_II,39,14,12042,274,0,298,0,BRONZE_IV,81,13,10585,6,0,7,0,BRONZE_IV,28,14,11554,5,0,7,0,IRON,I,85,12,9475,15,0,28,0,BRONZE_IV,73,12,9336
15,0,28,0,BRONZE_IV,73,11,7638,15,0,16,0,IRON_I,65,10,6986,15,0,16,0,IRON_I,65,13,9980,4,0,10,0,BRONZE_IV,60,10,6813,73,0,90,0,BRONZE_IV,41,9,5253,16,0,17,0,BRONZE_II,46,12,9770,37,0,36,0,BRONZE_I,0,13,11212,172,0,172,0,BRONZE_I,29,14,11760,5,0,7,0,IRON,I,85,12,9435,231,0,221,0,BRONZE_II,15,12,8747
11,0,14,0,BRONZE_II,7,15,14054,55,0,48,0,SILVER_I,78,18,21537,122,0,165,0,BRONZE_III,28,15,14188,59,0,95,0,BRONZE_IV,0,15,13759,4,0,16,0,IRON_II,50,15,13940,103,0,130,0,BRONZE_II,56,17,17588,23,0,32,0,BRONZE_III,50,13,11166,7,0,21,0,IRON_II,92,14,12139,5,0,7,0,IRON,I,85,16,15573,7,0,6,0,BRONZE_IV,41,13,11134
44,0,56,0,BRONZE_III,38,14,12562,80,0,64,0,SILVER_II,61,13,10072,338,0,308,0,BRONZE_III,70,14,12422,262,0,241,0,SILVER_II,73,13,10335,19,0,28,0,BRONZE_III,0,11,7421,20,0,16,0,BRONZE_II,26,15,14585,142,0,140,0,BRONZE_I,6,13,10543,63,0,69,0,BRONZE_I,0,13,10894,5,0,7,0,IRON,I,85,13,10089,37,0,54,0,BRONZE_III,52,12,9262
49,0,49,0,BRONZE_IV,0,16,16456,212,0,196,0,BRONZE_II,55,18,19521,547,0,529,0,BRONZE_II,27,18,19739,114,0,169,0,IRON_IV,26,15,13693,541,0,546,0,IRON_II,90,15,13072,83,0,109,0,IRON_II,38,14,12108,68,0,71,0,IRON_I,30,16,15873,45,0,42,0,IRON,I,25,15,13278,60,0,67,0,BRONZE_IV,78,15,13395,251,0,244,0,IRON_III,76,14,12751
157,0,174,0,IRON_IV,0,15,13595,15,0,28,0,IRON_III,73,12,9899,508,0,489,0,IRON_I,53,14,12355,82,0,102,0,BRONZE_IV,0,13,11374,135,0,129,0,BRONZE_IV,66,11,8533,114,0,169,0,IRON_IV,26,13,11146,18,0,19,0,IRON_I,20,13,10364,45,0,42,0,IRON,I,25,13,10417,206,0,237,0,BRONZE_IV,0,14,12757,540,0,502,0,SILVER_IV,50,14,11906
116,0,101,0,BRONZE_IV,0,11,8555,287,0,292,0,BRONZE_IV,0,10,6959,48,0,64,0,BRONZE_IV,0,12,8915,57,0,87,0,BRONZE_IV,12,8,4978,699,0,664,0,BRONZE_III,71,9,5516,46,0,47,0,IRON_I,25,9,5200,235,0,282,0,IRON_IV,75,9,5705,45,0,42,0,IRON,I,25,9,5546,196,0,225,0,IRON_III,67,8,4664,29,0,43,0,BRONZE_IV,3,8,4518
218,0,209,0,BRONZE_III,5,16,15198,380,0,395,0,IRON_I,1,14,11930,107,0,85,0,SILVER_III,28,15,14605,212,0,264,0,IRON_IV,75,13,10708,125,0,118,0,BRONZE_IV,14,13,11238,156,0,167,0,BRONZE_III,30,16,15869,34,0,31,0,IRON_II,76,15,14386,45,0,42,0,IRON,I,25,14,12560,435,0,435,0,BRONZE_III,10,16,15355,227,0,208,0,BRONZE_IV,0,16,15722
212,0,203,0,BRONZE_II,75,14,12584,293,0,282,0,BRONZE_III,23,13,10524,9,0,42,0,IRON_III,6,9,5972,113,0,110,0,IRON_II,20,10,7004,219,0,243,0,BRONZE_IV,11,10,6624,251,0,253,0,IRON_III,77,13,10747,223,0,223,0,BRONZE_IV,30,15,13535,45,0,42,0,IRON,I,25,12,9872,219,0,215,0,BRONZE_IV,0,12,9457,120,0,116,0,BRONZE_IV,67,11,8307
79,0,113,0,GOLD_IV,35,18,30450,49,0,65,0,IRON_II,89,18,18581,34,0,37,0,BRONZE_III,0,17,16519,70,0,87,0,BRONZE_III,56,16,15365,74,0,84,0,BRONZE_IV,78,17,17736,25,0,24,0,SILVER_II,31,18,21673,410,0,402,0,BRONZE_II,54,18,22676,155,0,180,0,SILVER_IV,63,17,18277,155,0,180,0,SILVER_IV,63,18,19083,6,0,9,0,IRON,I,73,18,21759
6,0,9,0,IRON_I,73,17,16997,6,0,9,0,IRON_I,73,16,15143,132,0,128,0,GOLD_IV,75,16,15121,193,0,184,0,GOLD_IV,0,15,14598,36,0,34,0,SILVER_IV,59,14,12631,34,0,50,0,SILVER_III,56,16,15554,67,0,53,0,SILVER_III,17,14,12617,39,0,36,0,SILVER_IV,40,16,14820,33,0,48,0,BRONZE_II,65,14,11937,6,0,9,0,IRON,I,73,11,8331
29,0,25,0,BRONZE_II,5,10,6224,124,0,107,0,SILVER_III,19,12,9774,26,0,38,0,BRONZE_II,5,12,9462,52,0,57,0,IRON_II,28,10,7217,37,0,17,0,BRONZE_II,54,13,10738,135,0,130,0,GOLD_III,55,13,11363,135,0,130,0,GOLD_III,55,12,9639,11,0,9,0,SILVER_III,62,15,14299,88,0,88,0,SILVER_IV,0,12,9122,6,0,9,0,IRON,I,73,12,8769
21,0,28,0,BRONZE_III,82,2,542,35,0,38,0,BRONZE_IV,97,3,678,179,0,174,0,SILVER_IV,63,3,812,22,0,21,0,SILVER_II,48,3,729,85,0,76,0,SILVER_IV,84,3,728,105,0,131,0,BRONZE_III,30,3,814,46,0,57,0,SILVER_IV,15,3,806,46,0,57,0,SILVER_IV,15,3,1086,110,0,136,0,SILVER_III,37,3,875,6,0,9,0,IRON,I,73,1,0
112,0,93,0,SILVER_IV,61,13,10000,2,0,10,0,BRONZE_IV,75,11,7598,17,0,29,0,BRONZE_IV,36,11,8568,17,0,29,0,BRONZE_IV,36,10,6867,17,0,29,0,BRONZE_IV,36,10,6212,64,0,73,0,BRONZE_IV,25,1,0,5,0,21,0,BRONZE_IV,4,10,6942,114,0,114,0,BRONZE_II,55,12,9054,52,0,45,0,SILVER_IV,14,11,8016,6,0,9,0,IRON,I,73,11,7359
47,0,58,0,BRONZE_III,26,13,10083,29,0,42,0,BRONZE_IV,15,13,10465,130,0,132,0,BRONZE_III,0,14,11625,90,0,101,0,BRONZE_II,34,13,10449,85,0,102,0,BRONZE_IV,75,12,9111,156,0,210,0,BRONZE_III,14,13,10222,4,0,12,0,IRON,I,3,10,6273,257,0,237,0,BRONZE_II,40,13,10149,124,0,154,0,BRONZE_IV,0,11,7423,54,0,73,0,BRONZE_IV,25,10,6429
131,0,133,0,BRONZE_IV,45,16,15903,61,0,41,0,BRONZE_III,73,18,20578,290,0,316,0,BRONZE_III,0,15,14670,290,0,316,0,BRONZE_III,0,15,13163,196,0,184,0,BRONZE_III,86,14,11848,64,0,79,0,BRONZE_IV,23,14,11488,4,0,12,0,IRON,I,3,14,12537,101,0,107,0,SILVER_IV,7,15,14554,78,0,56,0,SILVER_III,0,14,12473,180,0,183,0,BRONZE_I,4,14,11760
280,0,289,0,BRONZE_IV,29,14,11743,102,0,105,0,IRON_I,54,13,11111,154,0,179,0,BRONZE_IV,0,13,10726,52,0,38,0,GOLD_IV,0,15,13185,158,0,168,0,BRONZE_IV,33,13,10099,87,0,85,0,BRONZE_IV,72,13,11161,4,0,12,0,IRON,I,3,12,9742,138,0,160,0,IRON_I,59,13,10351,112,0,98,0,IRON_I,54,12,9697,325,0,313,0,IRON_I,46,11,7592
95,0,112,0,BRONZE_IV,11,14,12743,16,0,12,0,BRONZE_II,87,14,12536,12,0,33,0,BRONZE_IV,0,14,12341,23,0,19,0,BRONZE_I,100,13,10819,18,0,22,0,BRONZE_III,47,12,9665,9,0,3,0,BRONZE_I,61,17,17817,3,0,10,0,IRON,I,4,14,12095,59,0,61,0,BRONZE_II,64,13,11364,20,0,24,0,IRON_I,71,15,13294,17,0,23,0,BRONZE_III,15,13,10773
110,0,101,0,BRONZE_I,33,15,13579,59,0,50,0,SILVER_II,29,13,10897,110,0,103,0,SILVER_II,45,13,11408,23,0,30,0,BRONZE_I,59,12,8755,78,0,70,0,BRONZE_III,87,11,8314,74,0,73,0,BRONZE_IV,75,12,9175,3,0,10,0,IRON,I,4,11,8275,130,0,140,0,SILVER_IV,31,12,8957,145,0,138,0,BRONZE_I,39,12,9374,15,0,17,0,BRONZE_I,28,10,7146
14,0,22,0,BRONZE_III,8,16,14731,205,0,212,0,SILVER_IV,65,15,13879,219,0,187,0,SILVER_IV,88,14,11856,65,0,26,0,SILVER_I,98,13,10794,22,0,29,0,BRONZE_III,64,12,9869,35,0,51,0,BRONZE_IV,75,12,8748,3,0,10,0,IRON,I,4,12,9181,78,0,98,0,BRONZE_III,66,14,12098,12,0,12,0,BRONZE_III,31,11,8027,12,0,12,0,BRONZE_III,31,11,7551
297,0,310,0,BRONZE_II,75,12,9651,12,0,27,0,BRONZE_IV,10,10,6808,9,0,15,0,BRONZE_IV,0,12,9264,78,0,106,0,BRONZE_IV,4,9,5979,30,0,25,0,SILVER_IV,2,11,7921,158,0,156,0,BRONZE_I,1,10,6171,3,0,10,0,IRON,I,4,11,7401,10,0,14,0,BRONZE_II,64,10,7260,270,0,266,0,BRONZE_III,0,8,4976,5,0,11,0,IRON_I,51,8,4820
148,0,151,0,BRONZE_II,61,13,10210,33,0,34,0,BRONZE_I,77,12,9297,258,0,273,0,BRONZE_IV,14,13,10289,76,0,101,0,BRONZE_IV,1,11,7636,143,0,172,0,BRONZE_II,29,10,6776,10,0,5,0,BRONZE_II,16,12,8707,3,0,10,0,IRON,I,4,11,8488,11,0,22,0,BRONZE_IV,75,11,8260,3,0,10,0,IRON_I,4,10,7178,4,0,8,0,BRONZE_IV,44,9,5897
280,0,274,0,IRON_I,100,16,15469,92,0,99,0,BRONZE_IV,64,17,17112,14,0,32,0,IRON,I,69,15,14170,77,0,110,0,IRON_IV,58,14,11889,244,0,244,0,IRON_II,58,14,11821,1139,0,1153,0,IRON_II,0,18,20483,109,0,107,0,IRON_II,74,15,13553,63,0,66,0,BRONZE_IV,1,16,15440,178,0,220,0,IRON_III,34,11,7405,79,0,85,0,BRONZE_III,49,15,13048
53,0,75,0,BRONZE_IV,27,1,0,381,0,403,0,IRON_II,39,10,6632,14,0,32,0,IRON,I,69,11,7823,508,0,508,0,BRONZE_IV,20,8,4198,40,0,56,0,IRON_I,13,7,3808,40,0,56,0,IRON_I,13,10,7059,94,0,112,0,BRONZE_IV,1,9,5822,122,0,159,0,IRON_IV,54,10,6542,366,0,372,0,IRON_III,34,9,5465,144,0,173,0,IRON_I,43,8,4953
430,0,434,0,BRONZE_IV,0,16,15013,63,0,59,0,IRON_I,56,16,16371,82,0,106,0,BRONZE_IV,68,15,13895,102,0,112,0,BRONZE_IV,15,16,14865,15,0,23,0,IRON_I,62,15,13347,124,0,111,0,BRONZE_I,13,14,11680,187,0,164,0,BRONZE_II,82,14,12257,18,0,27,0,IRON,I,2,14,11497,71,0,65,0,BRONZE_IV,54,12,9374,141,0,128,0,BRONZE_III,17,13,10908
72,0,99,0,IRON_I,46,16,15269,50,0,81,0,IRON_II,17,17,16903,53,0,40,0,BRONZE_IV,66,16,16252,295,0,305,0,BRONZE_IV,33,18,18452,192,0,203,0,IRON_II,25,14,12789,33,0,55,0,BRONZE_IV,23,16,15953,9,0,24,0,BRONZE_IV,21,15,14055,18,0,27,0,IRON,I,2,14,11893,27,0,33,0,IRON_I,25,14,11649,498,0,491,0,IRON_II,65,14,11740
69,0,72,0,BRONZE_III,0,18,18404,415,0,529,0,IRON_III,71,14,12227,406,0,410,0,BRONZE_IV,0,15,13315,101,0,129,0,BRONZE_IV,10,13,10965,142,0,130,0,BRONZE_IV,50,16,14853,487,0,545,0,IRON_II,29,16,15769,1036,0,1029,0,BRONZE_II,58,15,14145,18,0,27,0,IRON,I,2,15,13628,82,0,109,0,IRON_I,60,14,11541,131,0,148,0,BRONZE_IV,32,13,11002
4,0,17,0,BRONZE_IV,0,15,13311,67,0,83,0,IRON_III,88,16,15656,287,0,279,0,BRONZE_IV,12,15,13847,75,0,48,0,BRONZE_I,64,15,14410,139,0,160,0,BRONZE_IV,62,15,13451,69,0,91,0,IRON_II,66,18,20745,86,0,94,0,IRON_I,14,17,17371,18,0,27,0,IRON,I,2,16,16278,319,0,335,0,BRONZE_IV,23,16,16124,49,0,56,0,BRONZE_IV,26,16,16286
127,0,123,0,BRONZE_IV,0,18,18927,144,0,168,0,IRON_II,11,18,19438,51,0,72,0,IRON_IV,38,17,17141,75,0,48,0,BRONZE_I,64,17,17794,23,0,32,0,BRONZE_III,70,17,16658,156,0,154,0,BRONZE_IV,24,18,18551,152,0,192,0,IRON_II,0,17,18165,18,0,27,0,IRON,I,2,17,16958,5,0,8,0,IRON_II,57,16,16253,73,0,105,0,IRON_III,56,14,12660
33,0,49,0,BRONZE_IV,49,8,4825,24,0,43,0,IRON_I,4,8,4581,13,0,42,0,IRON_III,70,9,6119,109,0,109,0,IRON_II,10,8,4666,208,0,205,0,BRONZE_IV,75,7,3758,4,0,31,0,IRON,I,17,11,7829,13,0,64,0,IRON_III,11,9,5189,196,0,200,0,BRONZE_II,25,10,6124,77,0,75,0,BRONZE_I,29,8,4679,95,0,102,0,IRON_I,35,8,4413
255,0,275,0,IRON_II,32,15,14518,196,0,220,0,BRONZE_IV,0,16,16055,79,0,94,0,BRONZE_IV,14,15,14523,201,0,212,0,BRONZE_IV,89,14,11458,606,0,671,0,IRON_IV,4,9,5815,4,0,31,0,IRON,I,17,13,10137,13,0,64,0,IRON_III,11,13,10072,312,0,279,0,BRONZE_IV,46,14,11602,115,0,73,0,SILVER_I,86,14,11859,181,0,184,0,BRONZE_IV,34,12,9398
80,0,83,0,BRONZE_IV,14,18,20260,85,0,77,0,BRONZE_II,52,18,24256,90,0,95,0,BRONZE_II,33,18,21008,126,0,100,0,SILVER_III,10,18,22217,105,0,122,0,BRONZE_II,53,17,17167,338,0,363,0,BRONZE_III,93,18,23467,44,0,59,0,BRONZE_I,7,17,17617,19,0,20,0,BRONZE_II,53,18,21385,140,0,129,0,BRONZE_II,70,18,18795,7,0,13,0,IRON,I,44,16,15978
7,0,13,0,IRON_I,44,16,16162,139,0,113,0,BRONZE_I,44,15,14410,4,0,9,0,IRON,I,38,14,13013,307,0,317,0,BRONZE_IV,1,14,12304,2,0,23,0,IRON_II,0,11,7606,277,0,285,0,IRON_I,87,15,13894,113,0,155,0,IRON_II,10,14,11864,11,0,22,0,IRON_II,92,14,11530,457,0,448,0,BRONZE_III,22,14,12082,154,0,129,0,BRONZE_II,47,13,10960
29,0,53,0,BRONZE_IV,53,15,13552,44,0,51,0,BRONZE_IV,42,12,9618,4,0,9,0,IRON,I,38,17,17775,237,0,251,0,BRONZE_I,34,15,14564,98,0,78,0,BRONZE_IV,38,15,14579,154,0,170,0,BRONZE_III,21,18,21747,349,0,334,0,SILVER_IV,10,17,17304,344,0,364,0,BRONZE_III,0,15,13847,356,0,361,0,BRONZE_II,15,14,11989,293,0,297,0,BRONZE_IV,9,14,13006
65,0,65,0,BRONZE_III,2,15,14608,5,0,17,0,IRON_II,75,13,10636,4,0,9,0,IRON,I,38,15,14079,23,0,46,0,BRONZE_IV,12,13,10482,380,0,383,0,BRONZE_II,45,13,11332,50,0,64,0,BRONZE_III,17,16,16316,318,0,317,0,BRONZE_II,56,16,16115,87,0,77,0,BRONZE_III,75,17,17680,182,0,205,0,BRONZE_III,38,16,15920,185,0,168,0,BRONZE_I,47,15,13949
98,0,67,0,SILVER_III,27,15,14135,481,0,459,0,BRONZE_II,69,15,14329,4,0,9,0,IRON,I,38,15,14379,266,0,239,0,BRONZE_IV,0,15,13070,627,0,655,0,BRONZE_III,18,14,11800,92,0,84,0,BRONZE_I,28,17,18188,101,0,111,0,BRONZE_III,61,16,15143,66,0,61,0,BRONZE_IV,0,17,18314,53,0,65,0,BRONZE_III,42,15,14022,107,0,95,0,BRONZE_II,85,15,14062
52,0,51,0,BRONZE_III,15,16,15557,270,0,260,0,BRONZE_IV,11,15,13141,4,0,9,0,IRON,I,38,14,12624,71,0,93,0,IRON_III,48,12,9937,137,0,174,0,IRON_IV,5,12,9721,273,0,235,0,BRONZE_I,100,15,13260,394,0,364,0,BRONZE_II,62,13,10992,340,0,328,0,BRONZE_II,0,13,10183,113,0,117,0,BRONZE_IV,33,12,9444,109,0,93,0,BRONZE_III,24,12,9678
3,0,10,0,BRONZE_IV,24,12,9642,8,0,10,0,BRONZE_IV,56,10,6650,8,0,10,0,BRONZE_IV,56,10,7015,5,0,12,0,IRON_I,79,9,5978,88,0,107,0,BRONZE_IV,0,9,5248,6,0,11,0,IRON,I,87,12,9206,11,0,12,0,BRONZE_II,71,12,9297,77,0,66,0,BRONZE_I,42,12,9930,83,0,91,0,BRONZE_IV,66,11,7420,83,0,91,0,BRONZE_IV,66,10,7029
137,0,146,0,BRONZE_III,0,15,14152,103,0,121,0,BRONZE_III,60,15,13712,21,0,32,0,BRONZE_IV,76,15,13956,116,0,125,0,BRONZE_III,80,15,14530,185,0,187,0,BRONZE_III,55,14,11975,6,0,11,0,IRON,I,87,14,11604,83,0,80,0,BRONZE_II,4,18,19569,12,0,15,0,BRONZE_III,41,18,18967,151,0,140,0,BRONZE_III,32,17,17768,201,0,214,0,BRONZE_IV,45,17,17005
278,0,292,0,BRONZE_IV,55,18,26861,55,0,76,0,IRON_II,42,18,19091,18,0,31,0,IRON_I,32,18,24055,753,0,776,0,BRONZE_II,47,17,16658,24,0,62,0,IRON_IV,3,14,12421,6,0,11,0,IRON,I,87,18,19085,74,0,61,0,IRON_I,65,18,21216,75,0,102,0,IRON_III,35,18,21347,54,0,68,0,BRONZE_IV,51,18,25354,85,0,108,0,IRON_III,35,18,18455
20,0,34,0,BRONZE_II,8,18,19102,200,0,199,0,BRONZE_IV,75,18,22060,170,0,173,0,BRONZE_III,1,17,17102,36,0,50,0,BRONZE_IV,61,17,17363,56,0,69,0,BRONZE_III,56,16,15699,6,0,11,0,IRON,I,87,18,18758,19,0,26,0,BRONZE_II,42,17,17867,59,0,80,0,IRON_II,18,17,17593,20,0,24,0,BRONZE_I,46,18,18520,208,0,238,0,IRON_III,45,16,14714
206,0,183,0,BRONZE_I,0,17,17489,55,0,58,0,BRONZE_I,14,17,17962,176,0,195,0,BRONZE_III,75,16,16053,319,0,333,0,BRONZE_II,2,16,15039,273,0,268,0,BRONZE_II,54,15,13538,6,0,11,0,IRON,I,87,16,16141,43,0,53,0,BRONZE_III,92,15,13533,61,0,87,0,BRONZE_III,77,15,13808,62,0,63,0,BRONZE_II,1,15,13204,11,0,23,0,BRONZE_III,59,14,11692
472,0,455,0,BRONZE_III,20,18,22749,320,0,294,0,SILVER_IV,0,18,26857,28,0,45,0,IRON_II,44,18,24075,216,0,230,0,IRON_III,74,18,19196,177,0,188,0,BRONZE_IV,38,18,21194,68,0,84,0,IRON_IV,32,16,16326,379,0,343,0,SILVER_IV,50,18,20734,433,0,421,0,SILVER_IV,44,18,25926,20,0,26,0,IRON,I,80,18,18949,287,0,260,0,BRONZE_II,91,18,18620
79,0,77,0,BRONZE_IV,35,15,13075,265,0,221,0,BRONZE_I,100,13,11344,95,0,80,0,BRONZE_II,40,15,13785,155,0,138,0,BRONZE_I,13,15,13752,155,0,138,0,BRONZE_I,13,12,8997,234,0,220,0,BRONZE_IV,15,13,10243,611,0,542,0,SILVER_I,0,12,9526,181,0,206,0,IRON_IV,35,11,7929,20,0,26,0,IRON,I,80,12,9846,57,0,82,0,IRON_III,44,11,8275
8,0,11,0,IRON_I,59,12,8629,52,0,75,0,BRONZE_IV,0,10,6955,21,0,17,0,BRONZE_III,2,12,8711,574,0,540,0,BRONZE_II,80,9,5405,85,0,114,0,BRONZE_IV,13,10,6790,120,0,110,0,BRONZE_IV,8,12,9701,39,0,31,0,BRONZE_II,30,11,8144,13,0,17,0,BRONZE_IV,15,9,5049,20,0,26,0,IRON,I,80,11,7673,664,0,675,0,BRONZE_IV,75,13,10628
