ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
169,0,169,0,BRONZE_III,59,17,17184,406,0,410,0,BRONZE_IV,0,14,12491,169,0,189,0,IRON_IV,73,16,14915,18,0,26,0,BRONZE_IV,29,14,11695,92,0,115,0,IRON,IV,75,15,13744,78,0,93,0,IRON_IV,53,18,21253,180,0,218,0,BRONZE_IV,49,16,16151,180,0,218,0,BRONZE_IV,49,16,16035,70,0,84,0,BRONZE_IV,46,16,15106,74,0,77,0,BRONZE_III,18,15,13492
16,0,36,0,BRONZE_IV,0,14,12775,51,0,80,0,IRON_I,34,12,9106,71,0,87,0,BRONZE_IV,19,13,10858,34,0,44,0,BRONZE_IV,0,13,10514,92,0,115,0,IRON,IV,75,11,8528,59,0,76,0,BRONZE_IV,28,15,13029,90,0,120,0,IRON_III,52,15,14040,24,0,27,0,BRONZE_IV,8,15,13068,72,0,94,0,IRON_III,0,13,10023,355,0,388,0,BRONZE_IV,2,13,10600
165,0,159,0,BRONZE_III,12,15,13057,104,0,117,0,BRONZE_IV,7,12,9658,192,0,168,0,SILVER_II,28,15,13402,254,0,283,0,BRONZE_IV,28,13,10956,92,0,115,0,IRON,IV,75,12,8596,76,0,91,0,IRON_I,52,15,13990,75,0,85,0,IRON_III,12,14,12397,97,0,97,0,BRONZE_II,89,15,13540,117,0,139,0,IRON_II,79,14,12041,85,0,83,0,SILVER_IV,62,13,11365
183,0,188,0,IRON_I,87,16,15306,42,0,62,0,BRONZE_IV,83,15,14057,115,0,121,0,BRONZE_III,86,13,10158,233,0,251,0,BRONZE_IV,79,13,10738,92,0,115,0,IRON,IV,75,15,13992,192,0,231,0,IRON_III,39,11,8226,27,0,52,0,IRON_I,0,12,9406,117,0,119,0,BRONZE_II,17,15,14663,53,0,58,0,BRONZE_IV,74,14,12100,197,0,189,0,BRONZE_III,40,12,8934
33,0,52,0,IRON_II,21,12,8867,19,0,17,0,BRONZE_IV,40,12,8906,92,0,129,0,IRON_I,22,13,10605,25,0,32,0,IRON_II,60,12,8994,92,0,115,0,IRON,IV,75,12,8771,24,0,35,0,BRONZE_IV,65,13,11010,72,0,67,0,BRONZE_II,54,17,17071,81,0,94,0,BRONZE_III,5,14,11775,265,0,265,0,BRONZE_II,46,14,11442,59,0,39,0,BRONZE_IV,6,12,9488
212,0,200,0,IRON_I,48,11,8517,152,0,141,0,IRON_I,69,12,9120,17,0,29,0,IRON,IV,73,13,10399,11,0,10,0,IRON_I,100,13,10118,36,0,46,0,BRONZE_III,25,11,8350,26,0,35,0,BRONZE_IV,34,12,9353,119,0,141,0,BRONZE_IV,0,12,8697,45,0,51,0,IRON_II,13,12,9042,318,0,304,0,BRONZE_IV,17,11,7398,121,0,150,0,IRON_IV,80,10,6351
196,0,193,0,BRONZE_III,49,16,16315,493,0,610,0,IRON_IV,50,16,14719,17,0,29,0,IRON,IV,73,17,16962,628,0,664,0,BRONZE_III,89,15,13407,162,0,183,0,IRON_I,0,13,11205,50,0,62,0,IRON_I,45,18,20468,35,0,61,0,IRON_II,45,17,17498,12,0,38,0,BRONZE_IV,0,17,16549,177,0,203,0,BRONZE_IV,28,15,14599,207,0,221,0,BRONZE_III,9,15,14557
184,0,189,0,SILVER_IV,27,14,12729,435,0,422,0,SILVER_IV,45,15,14226,17,0,29,0,IRON,IV,73,14,12459,136,0,130,0,SILVER_IV,43,14,11708,388,0,392,0,SILVER_II,75,13,9969,69,0,74,0,BRONZE_II,59,14,12328,431,0,400,0,BRONZE_II,0,11,7717,67,0,59,0,BRONZE_II,60,11,8316,195,0,206,0,BRONZE_III,70,10,6660,210,0,172,0,BRONZE_I,28,10,7059
107,0,109,0,IRON_II,15,14,12772,27,0,23,0,IRON_II,81,12,9931,105,0,139,0,IRON_II,59,14,11690,35,0,81,0,IRON,IV,0,12,9871,60,0,74,0,BRONZE_IV,56,9,6059,46,0,68,0,IRON_IV,87,15,13904,120,0,178,0,IRON_IV,16,13,10247,66,0,69,0,BRONZE_IV,57,15,14622,128,0,142,0,BRONZE_IV,31,13,10259,206,0,239,0,IRON_II,33,12,9087
65,0,62,0,BRONZE_IV,85,15,13821,442,0,451,0,IRON_II,42,15,14415,132,0,160,0,IRON_III,46,15,13682,262,0,266,0,BRONZE_III,44,14,12767,17,0,38,0,IRON,IV,34,13,10155,27,0,25,0,IRON_II,29,14,11993,72,0,81,0,IRON_III,95,15,13973,24,0,47,0,IRON_I,1,14,12279,65,0,51,0,IRON_III,53,14,12438,139,0,137,0,BRONZE_IV,0,12,9450
23,0,36,0,IRON_I,66,14,12808,250,0,249,0,BRONZE_IV,74,13,11267,223,0,253,0,BRONZE_IV,36,14,12624,226,0,253,0,IRON_I,59,13,11109,17,0,38,0,IRON,IV,34,11,7419,17,0,42,0,BRONZE_IV,0,13,10376,395,0,433,0,IRON_IV,77,13,10068,17,0,32,0,IRON_II,70,11,8566,82,0,110,0,IRON_I,30,11,7527,39,0,82,0,IRON_IV,0,10,6416
40,0,60,0,IRON_II,92,12,9647,191,0,190,0,BRONZE_I,100,10,6545,801,0,849,0,BRONZE_IV,29,11,8227,74,0,92,0,IRON_IV,27,10,6171,17,0,38,0,IRON,IV,34,8,4960,28,0,65,0,IRON_IV,63,14,12717,297,0,306,0,IRON_II,44,11,8239,40,0,36,0,IRON_I,66,13,11051,119,0,148,0,BRONZE_III,4,10,6914,395,0,429,0,IRON_II,32,11,7426
86,0,58,0,SILVER_III,44,18,19394,196,0,191,0,SILVER_III,46,17,17382,36,0,33,0,SILVER_III,0,18,20079,84,0,86,0,SILVER_III,76,16,16475,17,0,38,0,IRON,IV,34,18,18525,81,0,87,0,BRONZE_II,61,18,19738,328,0,327,0,BRONZE_III,0,17,17096,31,0,39,0,BRONZE_III,6,16,15832,11,0,14,0,BRONZE_I,45,16,15155,8,0,5,0,BRONZE_II,0,16,15298
57,0,84,0,BRONZE_III,1,8,4170,118,0,128,0,BRONZE_IV,70,7,3915,453,0,498,0,BRONZE_IV,42,9,5452,156,0,126,0,BRONZE_II,12,7,3925,469,0,427,0,BRONZE_I,6,7,3988,469,0,427,0,BRONZE_I,6,5,2163,159,0,217,0,IRON_IV,17,5,2119,5,0,22,0,BRONZE_III,0,5,2058,6,0,28,0,IRON,IV,37,5,2316,78,0,96,0,BRONZE_III,11,2,377
430,0,423,0,BRONZE_IV,58,13,10894,329,0,328,0,BRONZE_IV,48,12,8953,210,0,233,0,BRONZE_IV,77,11,7550,290,0,304,0,BRONZE_III,57,12,9902,361,0,335,0,BRONZE_II,23,10,7039,5,0,22,0,BRONZE_III,0,14,12926,362,0,365,0,BRONZE_III,0,8,4911,40,0,40,0,BRONZE_IV,52,12,8718,6,0,28,0,IRON,IV,37,10,6953,90,0,88,0,BRONZE_III,61,10,7213
143,0,131,0,BRONZE_IV,4,16,15485,131,0,149,0,IRON_III,90,12,9870,116,0,101,0,IRON_II,74,14,11538,114,0,94,0,SILVER_III,49,16,15428,311,0,335,0,IRON_II,10,13,11204,294,0,286,0,IRON_I,100,16,16061,64,0,70,0,IRON_II,46,13,10200,3,0,29,0,IRON_III,0,12,9434,6,0,28,0,IRON,IV,37,12,9220,120,0,138,0,IRON_III,38,13,10494
107,0,150,0,IRON_III,77,8,4990,44,0,67,0,IRON_I,39,7,4013,83,0,97,0,IRON_II,79,11,7560,432,0,444,0,BRONZE_IV,8,8,4728,159,0,202,0,BRONZE_IV,62,6,2887,77,0,76,0,BRONZE_III,61,12,9079,11,0,12,0,IRON_I,6,6,2996,85,0,96,0,BRONZE_IV,44,8,4692,6,0,28,0,IRON,IV,37,12,9019,3,0,29,0,IRON_III,0,7,3772
423,0,372,0,SILVER_III,30,13,10463,246,0,226,0,GOLD_IV,13,15,13360,267,0,241,0,BRONZE_IV,20,12,8811,82,0,60,0,BRONZE_II,4,12,9080,442,0,407,0,SILVER_I,0,11,7839,107,0,131,0,BRONZE_II,34,11,8497,285,0,289,0,BRONZE_III,36,14,11511,220,0,188,0,SILVER_III,25,14,12169,6,0,28,0,IRON,IV,37,2,400,14,0,31,0,SILVER_I,45,2,400
99,0,124,0,IRON_I,35,17,16706,5,0,13,0,IRON_II,36,17,18014,53,0,64,0,BRONZE_IV,58,18,20282,73,0,98,0,IRON_IV,73,15,13506,57,0,51,0,BRONZE_III,94,15,13153,121,0,152,0,IRON_III,72,16,16231,27,0,49,0,BRONZE_IV,61,18,24880,136,0,149,0,BRONZE_IV,13,16,15585,104,0,145,0,BRONZE_IV,75,16,15471,182,0,227,0,IRON,IV,75,14,11763
295,0,325,0,BRONZE_IV,23,17,17061,16,0,26,0,IRON_III,9,16,15370,4,0,8,0,IRON_II,97,14,12897,84,0,77,0,IRON_II,79,14,11474,178,0,216,0,IRON_I,30,13,10630,151,0,175,0,BRONZE_IV,89,15,13405,137,0,195,0,IRON_III,91,12,9909,301,0,346,0,IRON_III,44,13,10828,253,0,259,0,BRONZE_IV,21,13,10340,182,0,227,0,IRON,IV,75,12,9480
94,0,76,0,BRONZE_IV,60,14,12335,73,0,76,0,BRONZE_IV,90,13,11368,538,0,549,0,IRON_I,7,14,12330,165,0,152,0,BRONZE_IV,53,13,10740,43,0,48,0,BRONZE_IV,32,12,9363,13,0,7,0,BRONZE_IV,0,12,9254,9,0,25,0,BRONZE_IV,0,11,8367,143,0,144,0,BRONZE_IV,42,14,11550,43,0,67,0,IRON,IV,61,12,8963,12,0,14,0,IRON_I,100,10,7115
143,0,139,0,BRONZE_IV,34,17,18354,367,0,363,0,IRON_III,82,15,13211,68,0,99,0,IRON_II,75,13,11234,377,0,366,0,BRONZE_III,4,15,14614,232,0,291,0,IRON_IV,55,15,13635,208,0,224,0,IRON_I,15,15,14032,95,0,126,0,BRONZE_IV,58,16,15289,8,0,26,0,IRON_I,32,13,10199,43,0,67,0,IRON,IV,61,14,11942,25,0,51,0,IRON_III,30,11,8035
165,0,167,0,BRONZE_I,53,18,24316,108,0,94,0,SILVER_I,76,18,27750,32,0,33,0,BRONZE_II,70,18,24613,120,0,129,0,BRONZE_I,1,18,26681,60,0,60,0,BRONZE_I,68,18,18750,223,0,227,0,BRONZE_I,13,18,21107,226,0,230,0,BRONZE_I,36,16,16010,17,0,12,0,SILVER_III,75,18,24479,43,0,67,0,IRON,IV,61,18,19537,287,0,284,0,SILVER_IV,30,18,19210
59,0,76,0,BRONZE_IV,0,17,17366,212,0,237,0,BRONZE_III,32,17,16484,31,0,41,0,BRONZE_III,40,16,15230,161,0,152,0,BRONZE_III,0,13,10725,73,0,90,0,BRONZE_IV,36,14,11834,125,0,145,0,BRONZE_IV,34,13,10452,302,0,271,0,BRONZE_IV,59,13,11411,86,0,83,0,BRONZE_IV,42,14,12192,43,0,67,0,IRON,IV,61,14,12412,73,0,89,0,BRONZE_IV,2,12,9562
67,0,82,0,BRONZE_IV,0,12,9095,68,0,109,0,IRON_III,37,13,10800,75,0,137,0,IRON_IV,0,13,10539,125,0,137,0,BRONZE_IV,82,13,11164,580,0,651,0,IRON_II,24,13,10451,120,0,133,0,IRON_I,86,15,14437,220,0,204,0,BRONZE_III,61,15,14381,201,0,225,0,BRONZE_IV,0,16,14835,43,0,67,0,IRON,IV,61,16,16361,41,0,81,0,IRON_IV,0,12,8938
788,0,835,0,IRON_IV,16,14,11803,210,0,274,0,IRON_IV,47,11,8422,44,0,49,0,BRONZE_IV,22,16,15143,136,0,148,0,BRONZE_III,47,12,8879,137,0,106,0,BRONZE_IV,53,12,9948,42,0,62,0,IRON_II,90,14,12559,40,0,45,0,IRON_I,82,12,9644,10,0,15,0,IRON,IV,74,11,7843,136,0,145,0,BRONZE_III,55,12,8790,46,0,57,0,BRONZE_III,49,11,7566
187,0,184,0,IRON_II,79,10,7045,157,0,153,0,IRON_II,53,8,5033,490,0,503,0,BRONZE_III,3,9,6072,270,0,297,0,IRON_III,24,8,4352,10,0,41,0,IRON_II,40,6,2452,15,0,37,0,IRON_III,86,9,5563,197,0,158,0,BRONZE_III,84,9,6082,10,0,15,0,IRON,IV,74,11,8259,541,0,523,0,BRONZE_III,90,10,7064,73,0,84,0,BRONZE_IV,28,9,5461
64,0,64,0,BRONZE_IV,20,17,16874,477,0,483,0,IRON_II,61,17,17910,224,0,245,0,IRON_II,36,17,17996,569,0,554,0,BRONZE_IV,70,17,17767,282,0,295,0,IRON_III,69,15,13332,133,0,155,0,BRONZE_IV,0,15,13356,184,0,204,0,BRONZE_III,1,17,17183,10,0,15,0,IRON,IV,74,16,15486,138,0,150,0,BRONZE_IV,0,15,14082,210,0,194,0,IRON_I,16,14,11973
184,0,216,0,IRON_IV,71,16,15027,216,0,185,0,BRONZE_IV,76,17,16565,164,0,145,0,BRONZE_IV,23,16,15725,52,0,62,0,IRON_III,52,16,15151,639,0,638,0,BRONZE_II,17,15,13219,1171,0,1220,0,IRON_I,41,15,14562,390,0,415,0,BRONZE_IV,21,15,14105,10,0,15,0,IRON,IV,74,13,10954,30,0,41,0,SILVER_IV,0,16,15007,399,0,409,0,BRONZE_IV,54,15,13276
28,0,29,0,BRONZE_IV,67,17,17668,368,0,332,0,GOLD_IV,1,18,22719,434,0,545,0,BRONZE_IV,28,17,16909,251,0,235,0,BRONZE_III,41,15,14639,390,0,387,0,BRONZE_IV,60,16,15543,140,0,145,0,BRONZE_IV,6,17,16779,53,0,98,0,BRONZE_IV,46,14,12779,10,0,15,0,IRON,IV,74,17,16734,270,0,260,0,BRONZE_IV,23,16,15633,219,0,205,0,BRONZE_III,75,16,15047
48,0,60,0,IRON_III,81,18,18364,110,0,113,0,BRONZE_IV,38,15,13236,86,0,118,0,IRON_III,63,16,15050,76,0,110,0,BRONZE_IV,0,11,8068,405,0,434,0,IRON_III,15,13,10853,128,0,163,0,IRON_III,62,16,14716,95,0,114,0,IRON,IV,83,13,10623,179,0,185,0,BRONZE_IV,91,17,18101,193,0,193,0,IRON_I,0,17,16729,96,0,82,0,BRONZE_IV,26,16,15443
50,0,66,0,BRONZE_IV,12,18,21463,58,0,62,0,BRONZE_III,0,18,28029,77,0,76,0,BRONZE_IV,0,18,21708,67,0,99,0,IRON_III,0,18,20729,6,0,21,0,BRONZE_IV,0,18,18574,167,0,172,0,BRONZE_IV,47,18,26535,95,0,114,0,IRON,IV,83,18,22051,136,0,224,0,IRON_IV,26,18,22425,31,0,51,0,BRONZE_IV,92,18,21882,17,0,25,0,BRONZE_IV,39,18,25021
13,0,20,0,IRON_III,65,15,14299,57,0,55,0,BRONZE_IV,69,14,11572,190,0,205,0,BRONZE_III,47,15,14460,137,0,139,0,IRON_I,0,12,9725,784,0,801,0,BRONZE_IV,84,12,9294,8,0,17,0,BRONZE_II,3,15,13082,95,0,114,0,IRON,IV,83,13,11067,493,0,610,0,IRON_IV,50,10,6927,309,0,299,0,BRONZE_IV,0,13,10844,89,0,112,0,BRONZE_IV,22,10,7227
289,0,331,0,IRON_III,18,13,10560,426,0,403,0,BRONZE_III,29,12,9319,175,0,230,0,BRONZE_III,32,13,10256,300,0,320,0,BRONZE_II,0,11,8482,93,0,85,0,BRONZE_IV,1,10,7244,258,0,239,0,BRONZE_III,33,12,9811,95,0,114,0,IRON,IV,83,10,6553,271,0,269,0,BRONZE_IV,95,12,8678,126,0,123,0,BRONZE_IV,0,12,8777,22,0,61,0,IRON_IV,25,7,3704
49,0,62,0,IRON_I,100,1,0,193,0,212,0,IRON_II,3,3,985,211,0,219,0,BRONZE_III,67,4,1145,130,0,133,0,IRON_III,75,2,646,156,0,167,0,IRON_I,14,2,465,16,0,41,0,IRON_I,57,3,1116,95,0,114,0,IRON,IV,83,2,538,98,0,126,0,BRONZE_III,30,3,833,318,0,308,0,BRONZE_IV,1,4,1175,137,0,157,0,IRON_II,4,2,363
187,0,229,0,IRON_III,8,15,13257,248,0,228,0,BRONZE_III,25,14,12403,601,0,531,0,SILVER_III,37,15,14206,62,0,77,0,IRON_II,75,13,11093,589,0,578,0,IRON_I,47,13,10195,132,0,133,0,BRONZE_I,1,15,14000,74,0,101,0,IRON,IV,75,12,9124,46,0,50,0,IRON_III,87,14,12825,444,0,434,0,BRONZE_IV,69,12,9282,62,0,62,0,BRONZE_I,11,10,6278
104,0,92,0,IRON_I,99,18,24280,263,0,266,0,BRONZE_IV,20,18,19763,103,0,111,0,BRONZE_IV,69,18,20435,322,0,328,0,BRONZE_III,75,18,21427,143,0,129,0,BRONZE_IV,17,17,17684,378,0,342,0,SILVER_IV,0,18,18501,74,0,101,0,IRON,IV,75,18,19214,477,0,463,0,SILVER_IV,0,18,22862,158,0,261,0,IRON_IV,0,17,16968,6,0,4,0,IRON_I,84,17,18082
261,0,262,0,BRONZE_IV,59,16,15840,129,0,132,0,IRON_II,75,17,17560,145,0,129,0,BRONZE_II,0,15,13517,363,0,317,0,BRONZE_III,32,15,14425,96,0,110,0,BRONZE_IV,0,15,13585,120,0,135,0,IRON_II,55,17,16681,74,0,101,0,IRON,IV,75,13,10727,893,0,881,0,BRONZE_III,63,15,14607,19,0,17,0,IRON_I,77,14,12092,163,0,189,0,IRON_III,12,15,14012
115,0,155,0,IRON_III,7,18,19770,496,0,477,0,BRONZE_II,25,15,14202,167,0,160,0,BRONZE_III,17,18,19190,187,0,171,0,BRONZE_II,25,15,13121,151,0,144,0,BRONZE_IV,25,16,16380,129,0,116,0,BRONZE_II,45,16,15770,74,0,101,0,IRON,IV,75,15,13931,203,0,207,0,BRONZE_IV,0,14,13000,28,0,48,0,BRONZE_IV,14,16,15082,302,0,287,0,BRONZE_IV,75,15,14181
198,0,198,0,IRON_I,16,14,11711,369,0,370,0,BRONZE_IV,0,13,10972,65,0,89,0,BRONZE_IV,0,12,9888,21,0,26,0,IRON_III,1,14,12145,132,0,114,0,BRONZE_III,8,12,9266,249,0,260,0,BRONZE_III,31,13,10601,74,0,101,0,IRON,IV,75,12,9306,139,0,165,0,IRON_III,47,12,9340,36,0,58,0,BRONZE_IV,0,11,8516,142,0,140,0,BRONZE_IV,0,11,8224
23,0,53,0,IRON_IV,4,18,25840,9,0,39,0,IRON,IV,4,18,25839,7,0,14,0,IRON_I,32,18,20266,97,0,104,0,BRONZE_III,20,18,21046,33,0,48,0,BRONZE_IV,43,13,10147,74,0,93,0,BRONZE_IV,0,18,26856,131,0,141,0,IRON_II,83,18,26215,250,0,315,0,BRONZE_IV,55,18,19991,237,0,256,0,BRONZE_IV,24,18,19444,82,0,100,0,IRON_I,39,18,21319
23,0,53,0,IRON_IV,4,18,21137,9,0,39,0,IRON,IV,4,16,15361,68,0,81,0,BRONZE_IV,0,16,15291,57,0,51,0,BRONZE_III,94,15,14528,85,0,114,0,BRONZE_IV,13,15,14520,258,0,254,0,BRONZE_IV,91,16,16390,54,0,66,0,BRONZE_IV,73,18,22886,162,0,197,0,BRONZE_IV,37,18,18513,754,0,776,0,BRONZE_II,59,17,17411,287,0,303,0,IRON_I,73,16,15834
23,0,53,0,IRON_IV,4,18,19643,9,0,39,0,IRON,IV,4,14,11719,186,0,217,0,BRONZE_III,49,16,16288,155,0,198,0,BRONZE_I,4,18,22548,101,0,125,0,IRON_I,6,16,15368,58,0,86,0,IRON_III,24,18,19373,172,0,166,0,IRON_I,32,16,15335,140,0,193,0,BRONZE_IV,0,17,16820,461,0,509,0,IRON_IV,4,15,14457,76,0,123,0,IRON_II,0,15,14411
23,0,53,0,IRON_IV,4,17,17990,9,0,39,0,IRON,IV,4,18,20346,127,0,117,0,BRONZE_III,52,18,23527,222,0,223,0,IRON_I,7,17,18107,222,0,223,0,IRON_I,7,17,16907,319,0,335,0,BRONZE_IV,47,18,20563,95,0,98,0,IRON_III,91,18,19404,207,0,232,0,BRONZE_IV,9,18,22174,321,0,321,0,BRONZE_III,75,18,22100,492,0,507,0,BRONZE_IV,24,17,16993
23,0,53,0,IRON_IV,4,18,21965,9,0,39,0,IRON,IV,4,15,14260,335,0,343,0,BRONZE_III,30,14,11876,233,0,260,0,BRONZE_IV,39,15,13915,64,0,66,0,BRONZE_IV,15,14,11484,316,0,318,0,BRONZE_IV,19,16,16026,78,0,96,0,IRON_III,33,17,18011,94,0,123,0,IRON_II,0,18,19929,374,0,377,0,BRONZE_IV,19,15,14406,435,0,440,0,IRON_II,47,16,14821
229,0,231,0,IRON_I,25,15,13129,63,0,91,0,IRON_I,46,12,9220,512,0,524,0,IRON_III,33,15,13328,81,0,106,0,IRON_II,40,13,11155,74,0,104,0,IRON_III,78,12,9627,19,0,35,0,BRONZE_II,4,15,14107,35,0,91,0,IRON,IV,32,15,14661,98,0,91,0,IRON_II,29,15,13614,16,0,34,0,IRON_II,20,14,12774,28,0,55,0,IRON_III,87,10,6835
48,0,89,0,IRON_IV,24,18,24179,35,0,50,0,BRONZE_IV,12,18,23142,650,0,606,0,BRONZE_II,61,18,21340,162,0,179,0,IRON_II,52,18,20435,241,0,241,0,IRON_I,0,17,17871,133,0,159,0,BRONZE_IV,12,18,24790,35,0,91,0,IRON,IV,32,18,21012,112,0,130,0,BRONZE_IV,0,17,16494,16,0,34,0,IRON_II,20,17,18142,212,0,199,0,BRONZE_IV,25,16,16259
47,0,57,0,BRONZE_III,41,18,28493,127,0,117,0,BRONZE_II,36,18,31149,50,0,79,0,IRON_IV,75,18,22417,99,0,105,0,BRONZE_IV,89,18,28384,432,0,438,0,BRONZE_IV,15,18,27710,64,0,59,0,BRONZE_II,85,18,31501,35,0,91,0,IRON,IV,32,18,32974,73,0,64,0,SILVER_I,38,18,34196,16,0,34,0,IRON_II,20,18,29775,130,0,162,0,IRON_III,15,18,20545
110,0,128,0,BRONZE_III,1,7,3967,41,0,61,0,IRON_II,90,8,4746,94,0,85,0,BRONZE_IV,16,9,5730,214,0,246,0,IRON_II,0,11,7326,41,0,68,0,IRON_II,55,9,5172,62,0,52,0,IRON_II,59,9,6106,35,0,91,0,IRON,IV,32,8,4550,272,0,299,0,BRONZE_IV,12,10,7014,60,0,71,0,BRONZE_III,14,11,7821,16,0,34,0,IRON_II,20,8,4899
119,0,112,0,BRONZE_III,44,18,21678,44,0,64,0,BRONZE_IV,76,17,18216,71,0,76,0,IRON,IV,70,16,15771,287,0,279,0,BRONZE_III,7,16,15789,175,0,162,0,BRONZE_III,43,17,17554,150,0,168,0,IRON_I,75,17,18218,291,0,305,0,BRONZE_III,0,18,21814,112,0,138,0,BRONZE_III,13,17,17061,98,0,110,0,BRONZE_III,60,17,16495,194,0,178,0,IRON_I,85,16,16422
70,0,93,0,IRON_II,3,18,20721,382,0,392,0,BRONZE_IV,30,18,19680,71,0,76,0,IRON,IV,70,17,16760,98,0,110,0,IRON_II,45,16,15110,208,0,242,0,BRONZE_III,68,16,16035,54,0,70,0,BRONZE_IV,4,16,15557,38,0,60,0,IRON_I,0,16,16032,117,0,144,0,IRON_II,14,16,16149,93,0,90,0,IRON_I,34,15,14574,311,0,336,0,IRON_II,75,15,13884
6,0,24,0,IRON,IV,39,13,10308,287,0,235,0,BRONZE_III,79,13,10678,124,0,112,0,BRONZE_II,59,15,13271,389,0,383,0,BRONZE_II,16,12,9470,89,0,103,0,BRONZE_IV,41,12,9714,201,0,177,0,BRONZE_III,83,16,15980,117,0,133,0,BRONZE_IV,0,13,10398,113,0,113,0,IRON_I,78,13,10476,107,0,103,0,IRON_II,8,12,8969,285,0,282,0,BRONZE_III,0,12,9101
6,0,24,0,IRON,IV,39,15,14680,153,0,134,0,IRON_I,85,17,16581,184,0,160,0,BRONZE_III,41,17,17556,389,0,383,0,BRONZE_II,16,14,12742,146,0,139,0,BRONZE_II,6,15,13838,330,0,311,0,BRONZE_I,16,18,18759,162,0,198,0,BRONZE_IV,0,17,17660,62,0,66,0,IRON_III,73,15,14452,193,0,177,0,IRON_II,30,16,14848,225,0,227,0,IRON_I,11,14,11898
6,0,24,0,IRON,IV,39,11,8041,453,0,445,0,BRONZE_IV,21,13,11121,258,0,251,0,BRONZE_IV,0,13,10126,479,0,547,0,IRON_II,20,12,8980,85,0,98,0,IRON_II,44,11,8541,268,0,248,0,SILVER_III,0,14,12854,174,0,183,0,BRONZE_IV,23,13,10780,223,0,270,0,IRON_III,13,16,15570,34,0,44,0,IRON_II,14,14,11763,737,0,731,0,IRON_I,49,12,9635
6,0,24,0,IRON,IV,39,10,6817,376,0,380,0,BRONZE_IV,67,11,7404,102,0,124,0,IRON_II,64,11,7637,70,0,74,0,IRON_II,60,11,7506,389,0,383,0,BRONZE_II,16,10,6282,185,0,149,0,SILVER_IV,96,14,11656,63,0,93,0,IRON_III,0,13,11092,107,0,111,0,BRONZE_III,0,13,10815,228,0,273,0,IRON_IV,88,13,10251,20,0,18,0,IRON_I,78,11,7427
433,0,434,0,BRONZE_IV,60,18,19525,94,0,127,0,IRON_III,94,16,15997,25,0,15,0,BRONZE_IV,77,17,17197,57,0,70,0,IRON_III,43,14,12315,364,0,380,0,IRON_III,24,13,10985,161,0,324,0,IRON,IV,33,15,13690,330,0,318,0,BRONZE_IV,0,15,14128,38,0,63,0,IRON_III,0,15,13565,226,0,260,0,BRONZE_IV,85,16,16176,98,0,101,0,BRONZE_II,82,15,13776
24,0,23,0,IRON_I,100,10,7186,77,0,130,0,IRON,IV,93,9,5853,42,0,43,0,IRON_I,49,11,7792,422,0,433,0,IRON_II,30,10,6314,353,0,369,0,BRONZE_IV,34,9,5852,533,0,515,0,BRONZE_IV,90,11,7953,98,0,105,0,IRON_I,61,9,5058,242,0,250,0,IRON_III,0,11,7368,60,0,71,0,BRONZE_IV,6,8,4273,23,0,49,0,IRON_II,75,7,4050
80,0,88,0,BRONZE_III,4,18,22212,77,0,130,0,IRON,IV,93,17,16853,43,0,49,0,IRON_II,29,18,19595,300,0,320,0,BRONZE_II,0,17,16741,139,0,161,0,BRONZE_IV,50,14,11817,110,0,92,0,BRONZE_III,55,18,20476,42,0,65,0,BRONZE_III,19,17,16904,59,0,92,0,IRON_III,0,15,13641,70,0,92,0,BRONZE_IV,1,17,17005,4,0,21,0,IRON_I,56,14,11989
