ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
40,0,62,0,IRON_III,77,12,9566,92,0,97,0,IRON,IV,76,14,11717,55,0,51,0,IRON_II,72,13,10564,120,0,127,0,BRONZE_II,37,14,11563,182,0,213,0,BRONZE_IV,36,12,9271,23,0,37,0,BRONZE_IV,24,14,11596,19,0,30,0,IRON_II,0,11,8003,99,0,125,0,IRON_II,32,12,8801,126,0,167,0,IRON_IV,16,10,6939,79,0,83,0,BRONZE_IV,39,9,5144
68,0,96,0,IRON_IV,8,14,12779,92,0,97,0,IRON,IV,76,12,8873,18,0,36,0,BRONZE_IV,0,14,11997,6,0,18,0,BRONZE_III,31,16,15631,62,0,71,0,BRONZE_IV,14,13,10572,187,0,192,0,BRONZE_IV,16,18,18709,59,0,86,0,BRONZE_IV,0,15,14621,14,0,19,0,IRON_II,87,15,14104,15,0,24,0,IRON_I,40,15,13637,103,0,127,0,BRONZE_IV,71,13,11205
194,0,201,0,BRONZE_III,2,17,17169,92,0,97,0,IRON,IV,76,15,14249,168,0,189,0,BRONZE_III,68,18,21780,5,0,10,0,BRONZE_II,75,18,18780,323,0,337,0,BRONZE_IV,94,17,16839,6,0,15,0,BRONZE_IV,18,16,14998,112,0,106,0,BRONZE_IV,46,18,20813,385,0,375,0,BRONZE_IV,47,16,16425,156,0,166,0,BRONZE_IV,76,16,15269,473,0,488,0,BRONZE_III,0,17,17584
52,0,74,0,IRON,IV,17,13,10911,171,0,146,0,BRONZE_IV,72,12,9405,74,0,101,0,IRON_II,79,12,9157,329,0,308,0,BRONZE_III,47,11,8549,207,0,226,0,BRONZE_III,31,11,7650,125,0,128,0,BRONZE_III,69,16,14882,813,0,824,0,BRONZE_IV,95,16,14847,112,0,175,0,IRON_III,8,14,12948,94,0,125,0,BRONZE_IV,0,13,10107,178,0,194,0,BRONZE_III,59,13,10058
3,0,11,0,IRON_II,19,12,9053,236,0,278,0,IRON,IV,60,12,9416,4,0,11,0,IRON_II,63,11,8297,21,0,24,0,BRONZE_IV,0,11,7528,65,0,70,0,BRONZE_IV,13,10,6291,17,0,22,0,IRON_I,16,13,10528,485,0,509,0,BRONZE_III,6,11,8082,27,0,36,0,IRON_I,84,13,10835,308,0,308,0,IRON_II,92,11,7363,105,0,113,0,IRON_IV,79,10,6581
6,0,13,0,BRONZE_III,65,12,8802,236,0,278,0,IRON,IV,60,10,6663,236,0,278,0,IRON_IV,60,11,8372,3,0,8,0,BRONZE_III,29,9,6071,13,0,19,0,BRONZE_II,87,10,6144,105,0,113,0,IRON_IV,79,13,10491,11,0,12,0,BRONZE_II,71,12,9165,89,0,119,0,IRON_I,12,13,11177,521,0,559,0,BRONZE_III,0,11,7941,5,0,7,0,BRONZE_I,0,11,8237
152,0,168,0,BRONZE_IV,16,18,26944,236,0,278,0,IRON,IV,60,18,23459,8,0,22,0,BRONZE_IV,0,18,22448,288,0,316,0,BRONZE_IV,0,18,20891,34,0,55,0,BRONZE_IV,17,18,21911,137,0,149,0,BRONZE_IV,64,18,25814,272,0,249,0,BRONZE_IV,36,18,25010,321,0,355,0,IRON_II,75,18,24126,109,0,129,0,BRONZE_IV,48,18,21228,240,0,256,0,IRON_III,62,18,18456
21,0,24,0,BRONZE_IV,0,16,15031,236,0,278,0,IRON,IV,60,18,19877,144,0,153,0,BRONZE_IV,31,15,13809,154,0,161,0,BRONZE_IV,22,14,13018,82,0,97,0,BRONZE_IV,60,15,13067,246,0,225,0,BRONZE_IV,27,17,17877,139,0,141,0,IRON_II,63,15,13432,52,0,66,0,BRONZE_III,11,18,20361,162,0,169,0,BRONZE_IV,69,15,14406,18,0,33,0,IRON_I,44,14,11748
242,0,244,0,BRONZE_IV,62,18,23479,236,0,278,0,IRON,IV,60,18,24004,53,0,71,0,BRONZE_IV,42,18,24614,64,0,95,0,IRON_III,11,18,19518,11,0,46,0,IRON_IV,41,16,14718,128,0,145,0,IRON_II,66,18,23589,58,0,89,0,IRON_II,25,18,21475,186,0,208,0,IRON_IV,21,17,17438,83,0,93,0,IRON_I,7,18,20587,67,0,89,0,IRON_III,75,18,19085
28,0,30,0,SILVER_III,80,11,8578,23,0,21,0,SILVER_II,17,10,6961,13,0,11,0,SILVER_IV,54,10,6342,45,0,49,0,SILVER_III,41,10,6841,45,0,49,0,SILVER_III,41,9,5657,48,0,59,0,BRONZE_IV,3,11,8232,29,0,24,0,SILVER_IV,23,10,6367,14,0,18,0,BRONZE_III,86,10,7085,33,0,25,0,PLATINUM_IV,1,9,5801,7,0,23,0,IRON,IV,60,8,4408
23,0,23,0,GOLD_III,1,18,19784,19,0,20,0,SILVER_IV,29,16,15868,19,0,20,0,SILVER_IV,29,17,16572,53,0,58,0,SILVER_I,100,18,20280,125,0,121,0,GOLD_IV,43,16,15976,48,0,59,0,BRONZE_IV,3,18,21178,29,0,24,0,SILVER_IV,23,18,18698,14,0,18,0,BRONZE_III,86,18,18853,33,0,25,0,PLATINUM_IV,1,18,19262,7,0,23,0,IRON,IV,60,17,17000
108,0,155,0,IRON_IV,82,15,14148,206,0,198,0,BRONZE_III,10,15,14089,538,0,549,0,IRON_I,7,14,12594,59,0,76,0,IRON_II,37,13,10732,18,0,34,0,IRON_III,0,11,8357,38,0,73,0,IRON,IV,63,14,12023,36,0,43,0,IRON_II,75,12,9718,5,0,12,0,IRON_II,39,14,11896,98,0,81,0,IRON_I,5,13,10755,411,0,447,0,IRON_II,89,12,8695
82,0,99,0,IRON_II,50,14,12342,223,0,215,0,BRONZE_IV,7,13,11148,132,0,165,0,IRON_III,37,13,10137,102,0,135,0,IRON_III,59,12,9018,14,0,24,0,BRONZE_IV,4,12,8766,38,0,73,0,IRON,IV,63,13,11186,13,0,38,0,IRON_III,0,10,6143,97,0,122,0,IRON_I,12,11,8167,245,0,231,0,IRON_I,61,10,6887,220,0,197,0,BRONZE_IV,10,10,6587
146,0,159,0,BRONZE_IV,10,15,14462,108,0,143,0,IRON_II,73,13,10984,79,0,96,0,BRONZE_IV,2,15,14694,130,0,144,0,BRONZE_IV,72,14,11671,43,0,65,0,IRON_IV,84,13,10100,38,0,73,0,IRON,IV,63,16,15348,76,0,84,0,BRONZE_IV,85,17,16759,141,0,139,0,BRONZE_IV,14,17,17075,40,0,48,0,IRON_I,71,15,13628,60,0,64,0,IRON_II,78,13,11251
21,0,32,0,IRON_III,68,18,26311,36,0,52,0,IRON_III,35,18,23100,184,0,190,0,IRON_II,56,18,25181,9,0,16,0,BRONZE_IV,8,18,28285,48,0,56,0,IRON_I,15,18,23403,38,0,73,0,IRON,IV,63,18,23500,99,0,102,0,IRON_II,15,18,26514,670,0,726,0,IRON_IV,25,18,25189,52,0,62,0,BRONZE_IV,40,18,22706,71,0,76,0,BRONZE_III,16,18,20789
137,0,131,0,BRONZE_IV,37,17,16725,441,0,437,0,BRONZE_IV,25,15,13795,183,0,203,0,IRON_II,90,14,12351,21,0,39,0,BRONZE_IV,18,12,8747,94,0,110,0,IRON_III,56,14,12047,38,0,73,0,IRON,IV,63,13,10271,24,0,46,0,BRONZE_IV,2,13,10791,111,0,114,0,IRON_I,24,13,11331,90,0,84,0,IRON_I,61,12,9511,34,0,47,0,BRONZE_III,65,12,9869
23,0,49,0,IRON_II,75,14,12851,261,0,243,0,BRONZE_IV,83,16,15934,139,0,126,0,IRON_II,81,14,12849,694,0,771,0,IRON_IV,71,15,14103,247,0,248,0,BRONZE_IV,0,14,12676,113,0,129,0,BRONZE_IV,59,18,20615,14,0,22,0,IRON,IV,77,16,15087,386,0,415,0,BRONZE_IV,41,17,17422,383,0,391,0,IRON_II,14,16,14891,26,0,64,0,IRON_IV,65,13,11101
300,0,320,0,IRON_I,27,14,12000,317,0,306,0,BRONZE_III,46,15,13729,224,0,241,0,IRON_III,36,15,14379,182,0,172,0,BRONZE_IV,35,15,13894,85,0,91,0,IRON_I,26,14,12094,11,0,31,0,BRONZE_IV,6,14,12898,265,0,277,0,BRONZE_IV,0,12,9735,45,0,63,0,IRON,IV,26,13,10836,123,0,107,0,IRON_I,80,12,9138,37,0,48,0,BRONZE_IV,8,12,8927
323,0,323,0,IRON_I,49,18,19964,41,0,52,0,BRONZE_III,0,18,20061,33,0,70,0,IRON_II,0,16,16367,19,0,28,0,IRON_I,48,18,19401,76,0,123,0,IRON_II,0,17,17410,91,0,84,0,IRON_II,29,18,18632,109,0,113,0,IRON_II,52,15,14254,45,0,63,0,IRON,IV,26,16,14999,5,0,24,0,IRON_II,55,15,14697,113,0,126,0,BRONZE_IV,11,15,13622
80,0,92,0,BRONZE_IV,25,18,19534,159,0,209,0,IRON_III,35,15,14672,230,0,230,0,BRONZE_IV,12,16,16387,79,0,97,0,BRONZE_IV,0,14,11787,146,0,149,0,BRONZE_IV,39,14,12997,185,0,191,0,BRONZE_IV,21,15,14380,67,0,48,0,BRONZE_IV,83,14,11815,45,0,63,0,IRON,IV,26,15,14548,91,0,86,0,BRONZE_IV,23,15,13958,154,0,170,0,IRON_I,60,14,12680
277,0,284,0,BRONZE_IV,11,18,30599,42,0,66,0,BRONZE_IV,0,18,24673,30,0,53,0,IRON_I,0,16,16303,135,0,217,0,IRON_IV,26,18,25080,182,0,200,0,BRONZE_III,36,18,26090,31,0,49,0,BRONZE_IV,42,18,21394,208,0,240,0,BRONZE_III,65,18,34958,45,0,63,0,IRON,IV,26,18,21131,83,0,93,0,BRONZE_IV,0,18,18479,66,0,96,0,IRON_III,2,18,20867
49,0,73,0,BRONZE_IV,48,12,9065,78,0,114,0,IRON,IV,83,10,6464,27,0,40,0,BRONZE_III,10,11,7475,21,0,39,0,BRONZE_IV,18,10,6396,36,0,33,0,BRONZE_III,19,8,4502,165,0,159,0,BRONZE_II,55,14,12343,233,0,250,0,BRONZE_III,17,11,7317,49,0,46,0,IRON_II,61,12,9400,79,0,105,0,BRONZE_IV,32,10,6520,114,0,129,0,BRONZE_IV,76,10,6299
64,0,65,0,BRONZE_IV,31,14,11790,78,0,114,0,IRON,IV,83,11,8559,36,0,54,0,BRONZE_IV,37,11,8238,286,0,310,0,BRONZE_III,12,11,8520,84,0,116,0,BRONZE_IV,16,11,8153,302,0,338,0,IRON_III,75,12,8678,238,0,248,0,BRONZE_IV,10,12,9463,13,0,21,0,IRON_I,74,10,6730,4,0,10,0,IRON_I,18,10,6499,6,0,9,0,IRON_I,0,10,6200
20,0,34,0,BRONZE_IV,0,18,19609,78,0,114,0,IRON,IV,83,16,14804,193,0,217,0,BRONZE_III,4,18,18518,96,0,100,0,BRONZE_IV,6,16,15025,130,0,143,0,IRON_III,33,15,13467,51,0,58,0,IRON_III,75,15,14587,44,0,66,0,IRON_I,52,17,17894,94,0,113,0,IRON_IV,25,16,14970,137,0,131,0,IRON_III,42,17,16706,236,0,257,0,IRON_II,35,14,12326
153,0,178,0,BRONZE_III,44,12,9520,78,0,114,0,IRON,IV,83,10,6722,109,0,102,0,IRON_I,12,12,9714,144,0,211,0,IRON_III,39,10,6424,78,0,84,0,BRONZE_IV,61,10,6482,11,0,17,0,IRON_I,0,10,7025,155,0,168,0,BRONZE_IV,83,9,5617,31,0,56,0,IRON_I,18,12,9028,24,0,31,0,IRON_II,17,10,7230,19,0,46,0,IRON_III,0,8,4435
229,0,252,0,IRON_III,54,13,11364,78,0,114,0,IRON,IV,83,12,9380,108,0,120,0,IRON_I,43,14,12526,96,0,98,0,IRON_I,47,12,9500,155,0,150,0,BRONZE_IV,14,12,8680,50,0,75,0,IRON_III,79,15,13100,167,0,171,0,BRONZE_III,0,15,14068,305,0,336,0,IRON_II,0,15,13836,16,0,31,0,IRON_III,75,13,11379,54,0,51,0,BRONZE_IV,10,14,11649
218,0,207,0,BRONZE_III,60,11,7863,152,0,169,0,IRON_IV,75,8,4478,383,0,388,0,BRONZE_III,23,10,7115,433,0,456,0,IRON_II,0,9,5513,30,0,47,0,IRON_III,80,9,5344,0,0,50,0,IRON,IV,0,10,6438,32,0,52,0,BRONZE_III,0,6,3001,1,0,47,0,IRON_IV,0,7,3724,81,0,74,0,BRONZE_II,99,7,3944,84,0,80,0,BRONZE_I,3,7,3451
40,0,53,0,SILVER_IV,33,11,7973,41,0,65,0,IRON_IV,0,9,5326,111,0,117,0,BRONZE_II,1,11,8133,446,0,419,0,BRONZE_IV,46,10,6713,23,0,64,0,IRON_IV,32,4,1429,0,0,50,0,IRON,IV,0,7,3480,351,0,318,0,IRON_I,53,4,1699,1,0,47,0,IRON_IV,0,5,2281,237,0,255,0,BRONZE_IV,60,8,4281,228,0,219,0,BRONZE_III,45,8,4317
544,0,565,0,BRONZE_IV,43,9,6005,49,0,37,0,BRONZE_II,10,9,5079,158,0,142,0,BRONZE_IV,44,9,5727,253,0,208,0,BRONZE_II,89,8,4123,180,0,187,0,IRON_III,0,7,3258,0,0,50,0,IRON,IV,0,8,4457,0,0,50,0,IRON_IV,0,5,2092,1,0,47,0,IRON_IV,0,6,2956,10,0,14,0,BRONZE_II,1,6,2672,14,0,20,0,BRONZE_II,27,6,2405
4,0,17,0,IRON_III,90,10,6602,25,0,50,0,IRON_IV,40,8,4613,114,0,153,0,IRON_III,33,10,7212,462,0,480,0,BRONZE_IV,44,9,5689,297,0,289,0,IRON_I,4,8,4262,0,0,50,0,IRON,IV,0,6,2853,69,0,76,0,IRON_I,58,7,3585,1,0,47,0,IRON_IV,0,6,3148,283,0,244,0,BRONZE_III,79,8,4184,111,0,126,0,IRON_II,3,8,4919
195,0,194,0,BRONZE_IV,48,9,5723,156,0,164,0,BRONZE_IV,14,7,3477,402,0,407,0,BRONZE_IV,0,10,6766,302,0,298,0,IRON_III,27,8,4294,205,0,194,0,BRONZE_II,33,6,2922,0,0,50,0,IRON,IV,0,7,4033,12,0,18,0,IRON_I,14,4,1152,1,0,47,0,IRON_IV,0,6,2868,85,0,86,0,BRONZE_IV,1,8,4419,206,0,230,0,BRONZE_IV,16,6,2580
182,0,169,0,BRONZE_III,21,11,8410,451,0,450,0,BRONZE_IV,70,9,5600,29,0,62,0,IRON_III,11,12,9787,435,0,444,0,BRONZE_IV,0,9,5478,28,0,49,0,IRON_III,57,9,5250,8,0,9,0,IRON_II,59,10,7057,48,0,62,0,BRONZE_IV,0,8,5006,181,0,177,0,IRON_I,0,10,7089,314,0,337,0,IRON,IV,48,9,5222,152,0,173,0,BRONZE_IV,13,7,3809
162,0,166,0,BRONZE_IV,0,11,8017,257,0,276,0,BRONZE_IV,0,11,7433,32,0,67,0,IRON_IV,24,8,4891,94,0,108,0,BRONZE_IV,17,11,7581,526,0,577,0,IRON_IV,35,8,4151,81,0,97,0,IRON_I,71,12,9477,271,0,282,0,IRON_II,66,12,9494,239,0,242,0,BRONZE_IV,6,9,5319,314,0,337,0,IRON,IV,48,11,7619,19,0,36,0,BRONZE_IV,76,10,6566
83,0,110,0,IRON_II,38,16,15595,45,0,66,0,IRON_II,76,15,13251,95,0,118,0,BRONZE_IV,30,16,15851,73,0,104,0,IRON_III,58,15,14294,18,0,32,0,IRON_I,32,15,13882,206,0,216,0,IRON_II,5,16,15389,54,0,77,0,BRONZE_IV,32,17,17944,176,0,197,0,BRONZE_IV,40,14,11630,314,0,337,0,IRON,IV,48,13,11271,68,0,98,0,IRON_II,12,13,11161
24,0,29,0,IRON_I,83,16,16208,197,0,184,0,IRON_I,23,15,13903,191,0,210,0,IRON_I,16,15,14089,83,0,75,0,IRON_I,86,15,13289,272,0,273,0,BRONZE_IV,0,14,11564,66,0,91,0,BRONZE_III,0,17,16600,220,0,213,0,BRONZE_III,55,17,16857,160,0,192,0,IRON_II,84,16,15243,314,0,337,0,IRON,IV,48,14,12864,129,0,147,0,BRONZE_IV,62,13,11225
146,0,156,0,IRON_I,16,17,16887,27,0,50,0,BRONZE_IV,0,13,10910,18,0,32,0,IRON_III,31,12,9675,304,0,322,0,BRONZE_IV,11,14,11653,151,0,167,0,IRON_II,40,12,9362,13,0,15,0,BRONZE_IV,1,15,13885,48,0,71,0,IRON_II,46,17,18165,94,0,113,0,IRON_IV,25,13,10188,314,0,337,0,IRON,IV,48,14,12730,18,0,36,0,IRON_I,45,13,10613
38,0,69,0,IRON_III,0,18,19012,34,0,41,0,BRONZE_IV,0,12,9782,131,0,132,0,BRONZE_III,3,18,22679,1,0,72,0,IRON,IV,0,15,13394,3,0,29,0,IRON_III,0,15,13849,24,0,41,0,IRON_IV,33,16,15813,240,0,240,0,IRON_I,0,15,14267,292,0,309,0,BRONZE_IV,91,15,13942,101,0,113,0,BRONZE_IV,60,17,16950,243,0,225,0,BRONZE_IV,10,15,13574
37,0,39,0,IRON_II,31,16,15195,31,0,50,0,BRONZE_IV,42,8,4483,21,0,44,0,IRON_I,15,13,10193,1,0,72,0,IRON,IV,0,12,9731,5,0,22,0,BRONZE_III,0,11,7464,147,0,139,0,BRONZE_IV,49,15,14501,12,0,59,0,IRON_IV,40,13,10109,5,0,25,0,BRONZE_IV,54,12,8703,28,0,36,0,IRON_I,5,13,11330,137,0,157,0,IRON_II,4,13,10691
960,0,1003,0,BRONZE_III,1,9,5903,119,0,127,0,BRONZE_IV,49,10,6888,210,0,207,0,BRONZE_III,11,6,2459,1,0,72,0,IRON,IV,0,6,2531,5,0,22,0,BRONZE_III,0,8,4862,51,0,52,0,BRONZE_II,15,10,6343,194,0,174,0,BRONZE_II,39,10,6729,155,0,167,0,BRONZE_III,55,10,6702,288,0,289,0,BRONZE_III,21,10,6202,108,0,134,0,BRONZE_IV,14,9,5271
696,0,705,0,BRONZE_IV,0,13,11118,55,0,79,0,IRON_I,28,9,5949,592,0,604,0,BRONZE_II,30,7,3937,1,0,72,0,IRON,IV,0,8,4077,5,0,22,0,BRONZE_III,0,7,3775,47,0,56,0,IRON_I,15,11,7936,98,0,101,0,SILVER_II,70,12,8748,44,0,64,0,BRONZE_IV,48,12,9002,183,0,190,0,BRONZE_IV,27,9,5951,124,0,174,0,IRON_IV,0,9,6081
227,0,239,0,BRONZE_IV,19,11,7584,71,0,81,0,IRON_I,35,3,779,394,0,454,0,IRON_III,26,8,4750,1,0,72,0,IRON,IV,0,6,2875,5,0,22,0,BRONZE_III,0,9,5552,230,0,241,0,BRONZE_IV,40,11,7876,99,0,89,0,IRON_I,27,10,7274,176,0,238,0,BRONZE_III,7,11,7842,23,0,24,0,IRON_I,100,10,7002,230,0,223,0,BRONZE_III,3,9,5938
320,0,323,0,BRONZE_II,27,17,17828,115,0,166,0,IRON,IV,6,16,16405,370,0,381,0,BRONZE_III,17,18,18824,370,0,381,0,BRONZE_III,17,14,12758,29,0,47,0,IRON_III,37,13,11234,226,0,222,0,BRONZE_IV,46,18,21237,81,0,74,0,BRONZE_III,4,16,16347,105,0,107,0,BRONZE_IV,57,17,17945,76,0,97,0,BRONZE_IV,0,15,13361,27,0,50,0,BRONZE_IV,0,14,12925
85,0,77,0,BRONZE_IV,59,17,16963,115,0,166,0,IRON,IV,6,16,15504,83,0,111,0,BRONZE_IV,0,14,12625,118,0,123,0,BRONZE_III,44,17,16869,115,0,121,0,BRONZE_III,86,14,11855,180,0,187,0,IRON_I,29,15,13682,42,0,64,0,IRON_II,25,12,9192,339,0,349,0,SILVER_IV,52,14,12904,188,0,197,0,IRON_II,29,13,10060,167,0,174,0,BRONZE_IV,66,12,9188
85,0,98,0,BRONZE_III,16,18,19942,115,0,166,0,IRON,IV,6,18,19784,78,0,106,0,IRON_II,34,18,18360,11,0,32,0,IRON_I,10,17,18025,10,0,26,0,BRONZE_IV,36,16,15198,73,0,131,0,BRONZE_III,67,18,20863,15,0,34,0,IRON_III,68,15,14008,33,0,48,0,IRON_I,100,18,21953,43,0,71,0,BRONZE_IV,70,17,17961,28,0,36,0,IRON_I,100,17,17117
124,0,108,0,SILVER_IV,63,14,12102,115,0,166,0,IRON,IV,6,12,8998,224,0,224,0,SILVER_III,32,12,9896,212,0,225,0,SILVER_IV,17,12,8799,185,0,168,0,SILVER_IV,61,11,7933,141,0,138,0,SILVER_IV,35,14,12188,57,0,53,0,IRON_II,0,13,10267,364,0,334,0,SILVER_IV,49,13,11410,205,0,210,0,SILVER_IV,30,15,14520,128,0,137,0,SILVER_IV,0,13,10237
99,0,101,0,BRONZE_IV,0,12,9686,115,0,166,0,IRON,IV,6,13,10809,39,0,51,0,BRONZE_IV,56,10,7229,99,0,115,0,BRONZE_IV,44,11,7819,60,0,87,0,BRONZE_IV,32,10,6605,238,0,246,0,IRON_III,91,13,11324,21,0,69,0,IRON_IV,40,15,13383,512,0,524,0,IRON_III,33,12,9015,173,0,184,0,BRONZE_III,4,11,8334,168,0,174,0,BRONZE_IV,6,10,7259
60,0,87,0,BRONZE_IV,32,13,10674,98,0,72,0,DIAMOND_III,0,15,13478,312,0,312,0,BRONZE_I,19,11,7959,312,0,312,0,BRONZE_I,19,11,8008,70,0,62,0,GOLD_IV,15,12,9238,157,0,126,0,BRONZE_II,40,12,8976,70,0,126,0,IRON,IV,54,11,7955,24,0,32,0,BRONZE_I,100,13,10202,17,0,24,0,GOLD_IV,47,12,9104,182,0,178,0,GOLD_IV,3,10,7032
358,0,369,0,IRON_I,69,14,11846,85,0,109,0,IRON_III,14,13,10863,131,0,158,0,IRON_III,37,14,12361,99,0,95,0,BRONZE_IV,14,12,9478,280,0,309,0,BRONZE_IV,13,15,13476,1053,0,1097,0,BRONZE_IV,0,12,9609,70,0,126,0,IRON,IV,54,13,11237,161,0,178,0,IRON_III,26,13,11067,14,0,39,0,IRON_III,64,12,9008,478,0,470,0,BRONZE_IV,0,14,11931
603,0,613,0,BRONZE_IV,77,15,14302,99,0,82,0,BRONZE_IV,76,13,10247,8,0,12,0,IRON_I,31,14,12175,52,0,108,0,IRON_IV,35,13,10178,275,0,299,0,BRONZE_IV,75,13,10106,57,0,65,0,BRONZE_IV,0,16,15243,70,0,126,0,IRON,IV,54,15,13596,119,0,118,0,BRONZE_III,5,15,13968,172,0,179,0,BRONZE_III,88,16,15937,478,0,470,0,BRONZE_IV,0,14,12563
122,0,140,0,BRONZE_IV,0,14,12425,55,0,69,0,BRONZE_IV,26,15,13456,392,0,396,0,BRONZE_IV,35,14,11784,116,0,154,0,BRONZE_IV,0,13,10778,127,0,139,0,BRONZE_IV,24,11,7907,21,0,39,0,BRONZE_IV,0,11,8035,70,0,126,0,IRON,IV,54,10,6689,118,0,133,0,BRONZE_III,0,12,8675,50,0,47,0,IRON_I,47,14,11675,74,0,87,0,BRONZE_IV,30,10,6740
52,0,143,0,IRON_IV,25,11,8478,59,0,152,0,IRON_IV,35,11,7982,120,0,132,0,BRONZE_IV,26,13,10653,450,0,451,0,IRON_III,75,12,9914,89,0,109,0,BRONZE_IV,75,14,11622,24,0,42,0,BRONZE_IV,80,15,14038,70,0,126,0,IRON,IV,54,12,8989,59,0,71,0,IRON_I,47,14,11483,392,0,396,0,BRONZE_IV,35,15,13479,149,0,150,0,BRONZE_IV,69,12,9234
32,0,49,0,BRONZE_IV,36,14,12124,186,0,204,0,IRON,IV,19,14,12754,275,0,339,0,IRON_IV,16,12,9730,183,0,198,0,BRONZE_IV,15,15,13099,297,0,289,0,IRON_I,4,13,10343,51,0,57,0,BRONZE_IV,41,18,20472,62,0,77,0,BRONZE_IV,52,16,15199,49,0,57,0,IRON_IV,76,14,12698,33,0,42,0,BRONZE_IV,24,15,14517,22,0,52,0,IRON_III,8,11,7394
24,0,49,0,IRON_II,21,13,11369,186,0,204,0,IRON,IV,19,12,9715,109,0,122,0,BRONZE_IV,17,13,11414,62,0,80,0,BRONZE_IV,14,12,9225,363,0,402,0,BRONZE_IV,79,11,8381,23,0,43,0,IRON_I,0,15,14476,40,0,47,0,BRONZE_III,9,15,13040,119,0,143,0,IRON_II,79,15,13509,245,0,267,0,IRON_I,60,14,12047,206,0,238,0,BRONZE_IV,63,12,9617
342,0,324,0,IRON_IV,75,18,20487,186,0,204,0,IRON,IV,19,15,13581,172,0,171,0,BRONZE_IV,4,15,14445,13,0,27,0,IRON_II,66,15,13631,79,0,79,0,BRONZE_IV,54,14,12311,118,0,138,0,IRON_II,6,16,16022,44,0,47,0,IRON_II,75,18,21918,81,0,108,0,BRONZE_IV,31,16,16337,50,0,89,0,IRON_III,21,15,14095,36,0,23,0,IRON_II,91,15,13818
102,0,125,0,IRON_II,6,16,15755,186,0,204,0,IRON,IV,19,13,11264,106,0,128,0,BRONZE_IV,18,15,13648,15,0,23,0,BRONZE_IV,28,15,14327,75,0,107,0,IRON_II,30,13,10673,350,0,346,0,IRON_III,75,14,12012,75,0,92,0,IRON_II,36,14,11957,115,0,159,0,IRON_IV,11,15,13478,10,0,30,0,IRON_I,0,14,12962,492,0,509,0,BRONZE_III,0,15,13459
179,0,192,0,BRONZE_IV,58,15,13593,186,0,204,0,IRON,IV,19,13,10041,28,0,46,0,BRONZE_IV,8,13,10813,134,0,150,0,BRONZE_IV,54,12,9653,40,0,61,0,IRON_III,16,13,10368,104,0,100,0,IRON_IV,47,15,13325,31,0,23,0,BRONZE_IV,17,16,14829,98,0,94,0,IRON_I,86,16,15459,186,0,214,0,IRON_III,84,14,11527,60,0,100,0,BRONZE_IV,0,13,11064
184,0,230,0,IRON_IV,19,12,8855,41,0,45,0,IRON_IV,37,14,11526,81,0,96,0,BRONZE_IV,0,15,13976,82,0,94,0,BRONZE_IV,22,13,9961,307,0,354,0,IRON_II,75,12,9591,113,0,123,0,IRON_I,49,18,18601,170,0,164,0,BRONZE_II,91,16,15233,35,0,69,0,IRON_I,73,14,11478,54,0,66,0,IRON,IV,84,13,10700,261,0,253,0,BRONZE_III,28,13,10207
291,0,307,0,IRON,IV,42,17,17613,147,0,122,0,BRONZE_III,66,17,17478,15,0,11,0,BRONZE_II,57,16,14748,153,0,145,0,BRONZE_III,34,16,14842,10,0,8,0,BRONZE_I,0,15,13254,7,0,12,0,BRONZE_IV,2,14,11653,183,0,192,0,BRONZE_III,9,14,12946,6,0,9,0,IRON_I,70,15,14632,126,0,152,0,BRONZE_III,1,14,12145,10,0,19,0,BRONZE_IV,0,15,13091
