rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
91,0,91,0,PLATINUM_IV,24,16,16405,535,0,510,0,PLATINUM_IV,13,14,12682,424,0,449,0,PLATINUM_IV,12,13,10793,460,0,448,0,GOLD_I,55,14,12737,753,0,745,0,PLATINUM_IV,75,10,6613,55,0,53,0,GOLD_I,78,16,15211,65,0,56,0,GOLD_I,63,14,12819,47,0,43,0,GOLD_I,76,14,12464,351,0,348,0,PLATINUM_IV,0,17,16718,250,0,255,0,PLATINUM_IV,40,14,11647
271,0,243,0,PLATINUM_IV,89,14,11764,355,0,313,0,PLATINUM_III,24,12,8670,424,0,449,0,PLATINUM_IV,12,11,7963,353,0,362,0,PLATINUM_IV,0,11,7946,706,0,689,0,PLATINUM_IV,53,10,6406,142,0,142,0,PLATINUM_IV,63,13,10016,73,0,89,0,PLATINUM_III,28,14,11880,72,0,80,0,PLATINUM_IV,84,15,13751,106,0,103,0,PLATINUM_IV,72,12,9434,174,0,171,0,PLATINUM_IV,1,12,8622
403,0,391,0,GOLD_I,80,18,20013,95,0,84,0,GOLD_II,26,16,15420,166,0,173,0,PLATINUM_IV,0,16,15772,242,0,225,0,PLATINUM_IV,0,18,18780,80,0,75,0,GOLD_II,20,15,13306,193,0,181,0,GOLD_I,32,18,20081,110,0,100,0,GOLD_II,83,18,18425,51,0,63,0,GOLD_II,56,18,20893,79,0,75,0,GOLD_II,48,18,19825,102,0,82,0,GOLD_II,90,18,18938
273,0,273,0,PLATINUM_IV,7,13,11224,242,0,253,0,PLATINUM_IV,13,13,10975,140,0,136,0,PLATINUM_IV,35,13,10151,242,0,225,0,PLATINUM_IV,0,12,8940,162,0,139,0,PLATINUM_IV,0,11,7469,194,0,188,0,PLATINUM_IV,13,13,10223,105,0,85,0,PLATINUM_IV,56,14,11527,712,0,690,0,GOLD_I,14,14,12364,727,0,715,0,PLATINUM_IV,52,15,13724,119,0,131,0,GOLD_I,15,13,10075
345,0,335,0,GOLD_I,22,14,12977,146,0,115,0,GOLD_II,44,15,14384,220,0,204,0,PLATINUM_IV,12,15,14206,242,0,225,0,PLATINUM_IV,0,14,11570,616,0,583,0,PLATINUM_IV,0,13,10107,218,0,228,0,GOLD_I,29,17,16622,198,0,198,0,PLATINUM_IV,23,14,12636,60,0,38,0,PLATINUM_IV,0,13,9961,153,0,146,0,PLATINUM_IV,13,15,13055,134,0,135,0,GOLD_II,30,12,9781
66,0,54,0,GOLD_II,61,17,17560,192,0,192,0,GOLD_I,71,15,13281,222,0,229,0,GOLD_I,0,16,14806,242,0,225,0,PLATINUM_IV,0,15,14133,133,0,127,0,GOLD_I,23,14,11927,77,0,82,0,PLATINUM_IV,12,15,13163,50,0,46,0,GOLD_I,31,13,11362,173,0,161,0,PLATINUM_IV,0,13,11297,206,0,188,0,PLATINUM_IV,0,14,11834,284,0,269,0,PLATINUM_IV,0,12,9852
85,0,93,0,GOLD_I,30,15,13415,577,0,566,0,PLATINUM_IV,75,16,16363,105,0,85,0,GOLD_I,2,15,13614,242,0,225,0,PLATINUM_IV,0,13,10272,111,0,93,0,GOLD_I,62,15,13150,91,0,88,0,GOLD_II,59,15,13404,67,0,76,0,GOLD_I,58,15,14336,320,0,314,0,GOLD_I,72,13,10855,118,0,135,0,GOLD_II,83,12,9177,185,0,202,0,PLATINUM_IV,51,12,9059
16,0,27,0,GOLD_II,53,18,18788,216,0,150,0,PLATINUM_IV,47,16,15511,155,0,75,0,GOLD_II,57,17,17025,238,0,237,0,PLATINUM_IV,0,15,14124,57,0,71,0,PLATINUM_IV,0,15,13047,306,0,290,0,PLATINUM_IV,49,18,18365,253,0,252,0,PLATINUM_IV,52,18,19203,47,0,57,0,GOLD_I,64,18,18633,134,0,130,0,PLATINUM_III,59,18,18908,103,0,81,0,GOLD_III,43,14,12954
79,0,86,0,GOLD_I,1,15,13023,70,0,74,0,GOLD_II,53,13,10480,121,0,108,0,PLATINUM_IV,0,12,9370,155,0,140,0,PLATINUM_IV,0,11,8238,57,0,71,0,PLATINUM_IV,0,9,6069,211,0,196,0,PLATINUM_III,1,13,11298,205,0,194,0,PLATINUM_IV,58,12,9952,131,0,121,0,PLATINUM_IV,20,13,11024,590,0,567,0,PLATINUM_IV,12,12,9722,189,0,163,0,PLATINUM_III,20,11,8111
119,0,116,0,PLATINUM_IV,51,12,9291,246,0,212,0,PLATINUM_IV,3,12,9809,72,0,65,0,GOLD_I,0,12,8936,89,0,73,0,PLATINUM_IV,53,13,11086,57,0,71,0,PLATINUM_IV,0,12,8666,249,0,236,0,PLATINUM_IV,0,13,10611,103,0,80,0,PLATINUM_III,18,14,12223,120,0,93,0,PLATINUM_III,4,15,14185,260,0,237,0,PLATINUM_IV,75,14,12619,114,0,113,0,GOLD_I,10,13,10896
98,0,114,0,GOLD_I,71,18,20005,367,0,371,0,GOLD_I,100,17,17018,43,0,29,0,GOLD_I,100,16,14919,138,0,130,0,GOLD_III,75,17,17005,57,0,71,0,PLATINUM_IV,0,17,16616,145,0,126,0,PLATINUM_IV,47,18,22082,73,0,71,0,PLATINUM_II,40,18,20773,294,0,302,0,PLATINUM_III,33,17,16938,105,0,103,0,GOLD_I,22,15,13862,213,0,212,0,GOLD_IV,32,15,14229
451,0,445,0,PLATINUM_IV,75,13,11115,25,0,25,0,GOLD_I,51,11,7973,291,0,280,0,PLATINUM_III,10,11,8200,162,0,155,0,PLATINUM_IV,20,12,8882,57,0,71,0,PLATINUM_IV,0,10,6602,147,0,134,0,PLATINUM_III,56,15,13485,199,0,232,0,PLATINUM_IV,60,13,10215,417,0,410,0,PLATINUM_III,0,15,13020,211,0,190,0,PLATINUM_IV,19,13,10303,170,0,141,0,PLATINUM_III,6,10,6231
237,0,247,0,PLATINUM_IV,91,16,16407,32,0,26,0,PLATINUM_IV,48,13,11199,64,0,59,0,PLATINUM_IV,27,14,11997,226,0,225,0,PLATINUM_III,0,15,13541,107,0,105,0,PLATINUM_IV,76,13,10228,116,0,97,0,PLATINUM_I,55,18,19924,48,0,42,0,PLATINUM_IV,23,17,17616,109,0,116,0,PLATINUM_III,0,18,19735,171,0,157,0,PLATINUM_I,84,16,15839,174,0,171,0,PLATINUM_III,81,16,15667
187,0,184,0,PLATINUM_II,71,12,9823,352,0,337,0,PLATINUM_IV,38,12,9085,71,0,70,0,PLATINUM_III,63,12,9448,120,0,108,0,PLATINUM_III,85,11,8505,135,0,124,0,PLATINUM_I,1,10,7260,116,0,97,0,PLATINUM_I,55,11,8238,48,0,42,0,PLATINUM_IV,23,11,8377,587,0,569,0,PLATINUM_III,17,12,9023,691,0,676,0,PLATINUM_IV,0,10,7241,122,0,121,0,PLATINUM_IV,0,9,5992
200,0,180,0,PLATINUM_II,2,16,14834,290,0,264,0,PLATINUM_III,9,13,10817,587,0,569,0,PLATINUM_III,17,13,10706,691,0,676,0,PLATINUM_IV,0,13,11312,137,0,128,0,PLATINUM_III,70,11,8279,116,0,97,0,PLATINUM_I,55,16,15049,48,0,42,0,PLATINUM_IV,23,16,16207,218,0,216,0,PLATINUM_IV,0,14,12846,69,0,48,0,PLATINUM_II,70,15,13218,122,0,121,0,PLATINUM_IV,0,12,9885
60,0,65,0,PLATINUM_IV,0,18,19637,164,0,134,0,PLATINUM_IV,79,18,21558,154,0,147,0,GOLD_I,100,18,18911,195,0,206,0,PLATINUM_IV,24,18,21597,136,0,124,0,PLATINUM_IV,5,15,13620,439,0,441,0,PLATINUM_IV,18,18,19012,48,0,42,0,PLATINUM_IV,23,18,22924,376,0,358,0,PLATINUM_II,13,18,22510,43,0,42,0,PLATINUM_IV,60,17,17985,233,0,204,0,PLATINUM_III,65,16,15457
549,0,557,0,PLATINUM_IV,56,17,17569,117,0,134,0,PLATINUM_IV,50,13,10994,83,0,78,0,PLATINUM_IV,0,15,13948,91,0,78,0,GOLD_I,18,14,12258,136,0,124,0,PLATINUM_IV,5,13,10957,144,0,139,0,PLATINUM_IV,41,17,17264,48,0,42,0,PLATINUM_IV,23,17,18107,151,0,97,0,DIAMOND_I,41,16,15989,25,0,28,0,PLATINUM_I,18,16,15263,48,0,56,0,GOLD_II,39,15,13042
48,0,56,0,GOLD_II,39,16,15173,184,0,169,0,PLATINUM_IV,33,17,17090,16,0,21,0,BRONZE_IV,21,15,14654,16,0,21,0,BRONZE_IV,21,16,15015,7,0,4,0,GOLD_I,79,15,13489,27,0,43,0,BRONZE_II,53,18,19791,241,0,201,0,DIAMOND_I,72,18,19249,122,0,127,0,GOLD_III,17,17,18352,149,0,139,0,SILVER_I,89,15,14600,60,0,48,0,PLATINUM_IV,0,15,13102
146,0,148,0,PLATINUM_IV,48,16,15882,184,0,169,0,PLATINUM_IV,33,16,14714,323,0,313,0,GOLD_II,45,15,13896,278,0,279,0,PLATINUM_III,1,14,12695,389,0,385,0,PLATINUM_IV,76,13,10929,42,0,44,0,GOLD_I,100,17,17321,237,0,197,0,PLATINUM_II,9,17,17477,235,0,238,0,GOLD_II,41,18,18502,181,0,202,0,PLATINUM_III,1,16,14983,327,0,297,0,PLATINUM_IV,66,16,14997
220,0,242,0,PLATINUM_IV,16,1,0,184,0,169,0,PLATINUM_IV,33,3,841,151,0,137,0,GOLD_I,32,4,1152,75,0,61,0,PLATINUM_IV,35,3,707,327,0,297,0,PLATINUM_IV,66,3,702,146,0,148,0,PLATINUM_IV,48,4,1175,311,0,313,0,GOLD_III,54,3,918,25,0,30,0,PLATINUM_IV,54,4,1175,131,0,130,0,PLATINUM_IV,16,2,488,21,0,22,0,GOLD_II,54,2,488
19,0,7,0,GOLD_I,2,17,17084,17,0,12,0,PLATINUM_IV,0,17,16657,17,0,12,0,PLATINUM_IV,0,16,16186,31,0,26,0,DIAMOND_IV,0,18,18414,34,0,24,0,PLATINUM_IV,34,16,14780,49,0,38,0,PLATINUM_II,22,18,19149,31,0,12,0,PLATINUM_IV,91,18,21506,34,0,28,0,PLATINUM_I,13,17,18318,12,0,5,0,PLATINUM_II,41,18,20478,31,0,12,0,PLATINUM_II,0,16,16418
41,0,41,0,PLATINUM_III,6,18,25641,452,0,421,0,PLATINUM_II,58,18,21983,411,0,384,0,PLATINUM_IV,75,18,20409,61,0,69,0,PLATINUM_IV,26,18,21643,34,0,24,0,PLATINUM_IV,34,18,18695,60,0,56,0,PLATINUM_III,0,18,20208,91,0,80,0,PLATINUM_II,56,18,22338,204,0,183,0,PLATINUM_II,11,18,18859,267,0,230,0,DIAMOND_IV,1,18,21746,75,0,39,0,GOLD_II,77,18,20589
138,0,140,0,PLATINUM_III,30,15,13280,61,0,69,0,PLATINUM_IV,26,13,11030,337,0,321,0,PLATINUM_IV,42,14,12214,343,0,335,0,PLATINUM_III,28,11,7482,34,0,24,0,PLATINUM_IV,34,14,12685,31,0,39,0,PLATINUM_IV,62,15,14163,101,0,84,0,PLATINUM_IV,47,14,12886,166,0,163,0,PLATINUM_III,27,16,15484,19,0,18,0,GOLD_I,88,15,13552,202,0,186,0,PLATINUM_IV,21,13,10630
37,0,17,0,PLATINUM_I,15,18,18919,19,0,10,0,PLATINUM_I,100,18,18910,9,0,7,0,GOLD_I,19,17,17561,70,0,69,0,DIAMOND_III,0,16,15218,34,0,24,0,PLATINUM_IV,34,15,13853,80,0,59,0,DIAMOND_IV,1,15,14376,41,0,22,0,DIAMOND_IV,1,17,16551,78,0,66,0,PLATINUM_III,67,17,18129,6,0,6,0,PLATINUM_IV,26,15,14529,26,0,23,0,DIAMOND_IV,1,15,13132
4,0,7,0,GOLD_I,70,13,11113,50,0,51,0,PLATINUM_IV,0,12,9940,34,0,51,0,PLATINUM_I,17,11,8063,44,0,38,0,PLATINUM_IV,31,11,7842,34,0,24,0,PLATINUM_IV,34,13,11290,121,0,101,0,PLATINUM_II,60,14,12048,37,0,54,0,PLATINUM_III,15,16,14973,54,0,53,0,PLATINUM_I,44,14,12056,47,0,29,0,PLATINUM_IV,97,15,13788,62,0,40,0,DIAMOND_IV,11,13,11068
32,0,28,0,GOLD_II,16,13,11321,58,0,64,0,GOLD_II,76,13,11057,58,0,48,0,PLATINUM_IV,61,14,12488,242,0,266,0,GOLD_IV,13,13,10085,94,0,86,0,GOLD_II,57,12,9355,29,0,24,0,GOLD_II,7,15,14472,57,0,74,0,GOLD_II,59,16,15964,38,0,43,0,GOLD_II,65,16,15813,42,0,44,0,GOLD_III,14,15,14583,18,0,20,0,GOLD_II,0,14,11979
76,0,84,0,GOLD_IV,0,11,8512,173,0,151,0,GOLD_II,45,12,8905,58,0,48,0,PLATINUM_IV,61,14,11547,242,0,266,0,GOLD_IV,13,11,7510,11,0,8,0,GOLD_II,37,10,6675,262,0,241,0,GOLD_II,74,14,12566,23,0,25,0,GOLD_III,99,12,9164,24,0,31,0,GOLD_III,6,13,11114,47,0,42,0,GOLD_II,8,11,8301,108,0,108,0,GOLD_II,59,11,8031
33,0,28,0,GOLD_I,0,18,19326,128,0,108,0,SILVER_II,3,16,15882,58,0,48,0,PLATINUM_IV,61,16,15436,242,0,266,0,GOLD_IV,13,16,16090,58,0,57,0,PLATINUM_IV,35,15,14453,58,0,57,0,PLATINUM_IV,35,18,20564,58,0,57,0,PLATINUM_IV,35,17,17159,58,0,57,0,PLATINUM_IV,35,17,17906,58,0,57,0,PLATINUM_IV,35,18,21361,58,0,57,0,PLATINUM_IV,35,15,13589
141,0,157,0,GOLD_I,28,18,19137,312,0,299,0,PLATINUM_III,0,18,19579,58,0,48,0,PLATINUM_IV,61,18,24681,242,0,266,0,GOLD_IV,13,18,19130,257,0,248,0,PLATINUM_IV,92,16,16475,208,0,235,0,PLATINUM_IV,0,18,22291,75,0,79,0,PLATINUM_III,28,18,20374,93,0,102,0,GOLD_I,100,18,21284,65,0,67,0,PLATINUM_IV,28,18,18783,389,0,379,0,PLATINUM_IV,90,16,15932
155,0,141,0,PLATINUM_IV,24,13,11290,423,0,384,0,DIAMOND_IV,75,12,9008,58,0,48,0,PLATINUM_IV,61,13,11104,242,0,266,0,GOLD_IV,13,12,8590,161,0,165,0,PLATINUM_IV,33,10,6792,69,0,75,0,PLATINUM_IV,56,15,13743,207,0,191,0,PLATINUM_IV,0,14,11866,163,0,170,0,GOLD_I,39,15,13184,255,0,254,0,GOLD_II,75,14,11809,477,0,497,0,PLATINUM_IV,94,13,10427
82,0,72,0,GOLD_I,17,15,13850,65,0,65,0,PLATINUM_IV,2,16,16104,65,0,72,0,GOLD_II,0,17,16523,149,0,148,0,GOLD_III,17,13,10156,170,0,181,0,PLATINUM_IV,4,14,11904,222,0,224,0,PLATINUM_III,43,15,14135,255,0,268,0,GOLD_II,29,13,11363,60,0,64,0,PLATINUM_IV,0,15,13102,34,0,33,0,GOLD_II,68,12,8733,226,0,210,0,PLATINUM_III,56,13,11428
50,0,50,0,PLATINUM_IV,1,15,14448,268,0,240,0,DIAMOND_IV,58,13,11266,71,0,43,0,PLATINUM_IV,0,15,13767,52,0,31,0,PLATINUM_IV,0,13,11423,85,0,79,0,PLATINUM_IV,0,12,8664,292,0,333,0,SILVER_I,7,11,8280,147,0,128,0,PLATINUM_IV,0,12,8789,60,0,64,0,PLATINUM_IV,0,13,10237,87,0,71,0,PLATINUM_IV,1,11,8210,292,0,299,0,GOLD_I,45,10,6940
272,0,268,0,PLATINUM_IV,49,12,9814,278,0,268,0,PLATINUM_IV,12,10,6765,81,0,82,0,GOLD_II,75,12,9441,114,0,119,0,PLATINUM_IV,13,12,8865,34,0,34,0,GOLD_II,75,10,6921,153,0,160,0,PLATINUM_IV,0,13,10991,412,0,375,0,DIAMOND_III,0,15,14451,60,0,64,0,PLATINUM_IV,0,15,13508,204,0,214,0,GOLD_II,11,13,11194,210,0,221,0,PLATINUM_IV,44,12,9864
262,0,239,0,GOLD_II,75,17,16915,55,0,39,0,GOLD_I,0,18,18795,120,0,138,0,GOLD_III,22,17,16861,242,0,221,0,GOLD_II,75,16,15649,87,0,81,0,PLATINUM_IV,13,16,15712,60,0,75,0,GOLD_III,55,17,17036,52,0,42,0,GOLD_II,32,15,13654,77,0,64,0,GOLD_II,23,15,13577,154,0,140,0,GOLD_II,95,14,11819,135,0,135,0,GOLD_II,45,14,12049
378,0,307,0,DIAMOND_IV,52,18,19426,22,0,24,0,GOLD_III,1,18,20135,90,0,68,0,PLATINUM_III,75,18,21347,313,0,323,0,PLATINUM_I,19,18,20686,50,0,39,0,PLATINUM_IV,82,18,20156,79,0,73,0,PLATINUM_I,17,18,21994,144,0,151,0,PLATINUM_IV,73,18,21951,550,0,555,0,PLATINUM_IV,0,16,15462,109,0,110,0,DIAMOND_IV,92,17,17763,180,0,198,0,PLATINUM_IV,36,15,14377
116,0,102,0,PLATINUM_IV,11,14,12884,96,0,93,0,PLATINUM_IV,0,12,9832,82,0,47,0,GOLD_I,37,15,14678,77,0,62,0,PLATINUM_IV,84,13,10339,50,0,39,0,PLATINUM_IV,82,11,7534,176,0,169,0,GOLD_I,65,14,11709,110,0,83,0,PLATINUM_IV,54,13,10201,75,0,95,0,PLATINUM_IV,0,12,9771,175,0,161,0,PLATINUM_IV,78,12,8718,170,0,150,0,PLATINUM_III,63,11,7640
74,0,70,0,PLATINUM_IV,14,15,13991,335,0,318,0,PLATINUM_III,42,14,11540,109,0,107,0,PLATINUM_IV,40,15,13772,295,0,253,0,PLATINUM_I,64,14,12887,50,0,39,0,PLATINUM_IV,82,13,11022,552,0,551,0,PLATINUM_IV,60,16,16064,290,0,291,0,PLATINUM_III,0,15,14096,155,0,167,0,PLATINUM_IV,8,18,18545,181,0,121,0,DIAMOND_II,0,15,13377,43,0,33,0,PLATINUM_II,60,14,11543
79,0,77,0,PLATINUM_IV,94,13,10399,272,0,273,0,PLATINUM_III,74,12,9063,165,0,170,0,PLATINUM_IV,82,13,10369,229,0,231,0,GOLD_I,68,12,9755,50,0,39,0,PLATINUM_IV,82,11,7734,460,0,443,0,DIAMOND_IV,0,16,15535,306,0,306,0,PLATINUM_III,54,12,9454,137,0,144,0,PLATINUM_III,63,15,13284,280,0,293,0,PLATINUM_IV,0,11,8557,170,0,181,0,PLATINUM_IV,0,11,8038
154,0,120,0,PLATINUM_III,13,15,13258,325,0,312,0,PLATINUM_IV,52,17,16808,161,0,144,0,PLATINUM_II,7,17,16495,337,0,333,0,PLATINUM_III,84,17,17161,50,0,39,0,PLATINUM_IV,82,14,12604,251,0,211,0,PLATINUM_III,96,16,15518,186,0,199,0,GOLD_III,5,16,15270,137,0,117,0,PLATINUM_III,21,17,16907,137,0,134,0,PLATINUM_IV,49,15,14453,181,0,170,0,PLATINUM_III,95,13,10985
128,0,108,0,PLATINUM_IV,0,18,20918,86,0,75,0,PLATINUM_III,8,17,18350,195,0,207,0,PLATINUM_IV,50,18,20098,455,0,463,0,PLATINUM_III,2,18,20626,158,0,155,0,PLATINUM_IV,10,17,16753,147,0,135,0,PLATINUM_III,3,18,22973,460,0,453,0,PLATINUM_IV,0,18,18939,232,0,220,0,PLATINUM_IV,15,17,17813,225,0,213,0,PLATINUM_IV,63,16,16224,296,0,304,0,PLATINUM_III,7,15,13370
128,0,108,0,PLATINUM_IV,0,18,21462,419,0,392,0,PLATINUM_IV,87,16,15083,656,0,658,0,GOLD_I,26,17,16985,103,0,116,0,PLATINUM_IV,0,16,15620,377,0,362,0,GOLD_I,27,15,14632,163,0,147,0,PLATINUM_IV,27,18,24458,297,0,288,0,PLATINUM_IV,0,18,19665,79,0,81,0,PLATINUM_IV,26,17,17797,193,0,196,0,PLATINUM_IV,75,17,16786,389,0,379,0,PLATINUM_IV,90,14,12897
128,0,108,0,PLATINUM_IV,0,13,11436,401,0,382,0,GOLD_I,33,14,12813,54,0,40,0,PLATINUM_IV,18,14,11640,122,0,104,0,PLATINUM_IV,0,13,11015,109,0,120,0,PLATINUM_IV,75,12,8592,331,0,325,0,PLATINUM_IV,39,13,10029,131,0,117,0,PLATINUM_III,73,12,9155,113,0,108,0,PLATINUM_IV,14,12,9335,60,0,68,0,GOLD_II,90,11,8337,137,0,115,0,PLATINUM_IV,23,10,6421
128,0,108,0,PLATINUM_IV,0,17,17117,71,0,50,0,PLATINUM_II,6,17,17746,121,0,75,0,PLATINUM_III,64,17,18263,67,0,67,0,PLATINUM_IV,15,15,14444,242,0,244,0,PLATINUM_IV,30,14,11697,68,0,65,0,GOLD_I,100,16,16275,112,0,111,0,GOLD_I,6,14,12531,224,0,220,0,PLATINUM_IV,64,14,12474,46,0,54,0,PLATINUM_IV,47,16,15022,176,0,142,0,PLATINUM_IV,0,12,9030
192,0,193,0,PLATINUM_II,44,16,15185,48,0,55,0,GOLD_II,67,16,14816,33,0,37,0,PLATINUM_II,73,15,13831,147,0,120,0,PLATINUM_II,22,13,10436,186,0,175,0,PLATINUM_IV,9,14,11467,78,0,43,0,PLATINUM_II,5,16,15590,197,0,200,0,PLATINUM_IV,74,15,14226,233,0,224,0,PLATINUM_II,35,12,9750,109,0,109,0,PLATINUM_I,4,12,9341,81,0,79,0,PLATINUM_IV,91,12,8668
222,0,228,0,PLATINUM_IV,69,18,20043,92,0,91,0,GOLD_II,81,17,17534,341,0,333,0,PLATINUM_III,17,16,14924,360,0,346,0,PLATINUM_III,1,15,14000,403,0,387,0,PLATINUM_IV,0,15,13023,552,0,546,0,PLATINUM_IV,11,18,19764,197,0,200,0,PLATINUM_IV,74,18,20258,365,0,360,0,GOLD_I,65,18,20409,71,0,72,0,GOLD_I,55,16,16306,397,0,392,0,PLATINUM_IV,0,15,14671
24,0,33,0,GOLD_I,0,16,15237,110,0,95,0,PLATINUM_II,47,16,15681,209,0,197,0,PLATINUM_IV,0,17,16574,134,0,134,0,PLATINUM_IV,24,16,15574,55,0,48,0,PLATINUM_IV,21,15,14164,135,0,116,0,PLATINUM_IV,0,15,13941,209,0,204,0,PLATINUM_IV,0,15,13407,454,0,450,0,PLATINUM_IV,57,15,14345,81,0,109,0,PLATINUM_IV,79,13,11377,256,0,241,0,PLATINUM_III,8,12,9126
108,0,60,0,DIAMOND_IV,1,17,18336,84,0,81,0,PLATINUM_IV,45,14,12005,249,0,207,0,PLATINUM_I,0,15,13986,392,0,380,0,PLATINUM_IV,0,14,12542,322,0,336,0,GOLD_III,49,13,10679,135,0,116,0,PLATINUM_IV,0,15,13470,113,0,117,0,GOLD_III,0,13,10501,749,0,723,0,PLATINUM_IV,0,13,10246,79,0,73,0,GOLD_I,58,13,10181,300,0,282,0,PLATINUM_II,58,12,9045
135,0,118,0,PLATINUM_IV,23,18,18644,76,0,61,0,PLATINUM_IV,44,18,23937,257,0,231,0,PLATINUM_IV,70,18,23635,12,0,11,0,PLATINUM_II,0,18,18689,271,0,258,0,PLATINUM_IV,46,15,14342,135,0,116,0,PLATINUM_IV,0,18,24263,26,0,20,0,GOLD_I,0,18,19734,40,0,33,0,GOLD_I,26,18,20169,124,0,113,0,PLATINUM_IV,13,18,20003,237,0,230,0,PLATINUM_IV,14,16,16155
202,0,184,0,PLATINUM_IV,13,16,16159,128,0,144,0,PLATINUM_III,12,15,13825,178,0,187,0,GOLD_II,17,17,17474,95,0,85,0,PLATINUM_IV,59,15,13573,89,0,84,0,PLATINUM_IV,20,12,9702,135,0,116,0,PLATINUM_IV,0,17,17667,419,0,399,0,PLATINUM_IV,1,16,14728,195,0,161,0,PLATINUM_IV,52,18,20264,203,0,218,0,GOLD_III,80,17,16855,102,0,101,0,PLATINUM_II,0,16,15025
186,0,210,0,PLATINUM_III,0,15,13508,369,0,335,0,PLATINUM_III,13,14,12094,154,0,181,0,PLATINUM_II,20,13,11404,655,0,664,0,PLATINUM_IV,55,12,8735,107,0,116,0,GOLD_III,15,12,8586,135,0,116,0,PLATINUM_IV,0,16,15585,35,0,35,0,PLATINUM_IV,9,15,13650,162,0,170,0,PLATINUM_IV,62,15,13205,28,0,22,0,GOLD_I,34,14,11484,36,0,27,0,PLATINUM_IV,32,14,11479
167,0,158,0,PLATINUM_IV,15,18,21078,177,0,157,0,PLATINUM_IV,0,18,18843,385,0,383,0,PLATINUM_IV,0,18,21671,88,0,94,0,PLATINUM_IV,61,17,17216,85,0,69,0,PLATINUM_IV,0,16,15264,212,0,201,0,PLATINUM_III,0,18,27833,206,0,200,0,PLATINUM_II,28,18,20426,242,0,242,0,PLATINUM_IV,11,18,24052,406,0,386,0,PLATINUM_IV,43,18,21984,403,0,399,0,PLATINUM_III,58,17,17225
119,0,130,0,PLATINUM_IV,10,16,16027,487,0,481,0,PLATINUM_IV,73,16,15150,158,0,131,0,PLATINUM_III,76,16,15347,88,0,94,0,PLATINUM_IV,61,17,17908,103,0,97,0,PLATINUM_IV,44,15,13634,142,0,117,0,PLATINUM_III,66,16,14982,130,0,125,0,PLATINUM_IV,75,14,12997,105,0,106,0,PLATINUM_IV,0,16,15645,199,0,219,0,PLATINUM_IV,38,15,13073,175,0,161,0,PLATINUM_I,91,14,11746
625,0,615,0,PLATINUM_III,25,11,8158,24,0,36,0,PLATINUM_IV,23,13,10258,54,0,40,0,PLATINUM_III,38,13,10104,88,0,94,0,PLATINUM_IV,61,11,7517,38,0,59,0,GOLD_IV,52,11,7380,359,0,348,0,PLATINUM_III,66,15,14213,228,0,211,0,PLATINUM_II,14,13,10427,252,0,240,0,PLATINUM_IV,90,14,11497,212,0,181,0,PLATINUM_III,75,12,9249,94,0,87,0,PLATINUM_IV,34,11,7967
113,0,116,0,PLATINUM_IV,0,15,13227,169,0,144,0,PLATINUM_II,59,11,8404,185,0,216,0,GOLD_II,28,12,8832,88,0,94,0,PLATINUM_IV,61,11,8576,231,0,224,0,PLATINUM_IV,37,11,7319,49,0,47,0,PLATINUM_IV,84,13,11401,317,0,330,0,PLATINUM_II,63,14,12812,54,0,40,0,PLATINUM_III,38,14,11719,212,0,181,0,PLATINUM_III,75,14,11458,94,0,87,0,PLATINUM_IV,34,12,8913
