ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
63,0,54,0,SILVER_I,60,16,15169,214,0,212,0,GOLD_III,82,14,12216,44,0,34,0,GOLD_IV,34,16,15581,147,0,140,0,SILVER_II,11,13,10314,136,0,136,0,GOLD_III,17,13,10377,161,0,153,0,GOLD_III,5,14,12250,192,0,200,0,SILVER_II,47,14,11570,159,0,170,0,GOLD_III,79,15,13677,225,0,211,0,SILVER_I,30,12,9706,150,0,157,0,GOLD_IV,22,11,7647
28,0,20,0,SILVER_I,0,18,18492,194,0,187,0,GOLD_IV,90,17,17591,165,0,168,0,GOLD_IV,0,17,18333,749,0,756,0,GOLD_III,30,17,17751,100,0,96,0,SILVER_I,25,16,15146,34,0,60,0,GOLD_IV,38,17,17749,214,0,212,0,GOLD_III,82,16,15716,32,0,31,0,SILVER_II,80,17,17432,147,0,140,0,SILVER_II,11,16,15251,50,0,47,0,GOLD_IV,2,14,11552
59,0,62,0,SILVER_IV,15,15,13408,196,0,180,0,BRONZE_I,89,16,14944,83,0,83,0,BRONZE_I,58,17,17765,122,0,139,0,SILVER_IV,0,15,13777,218,0,211,0,SILVER_IV,62,13,9983,24,0,34,0,BRONZE_II,75,14,12727,236,0,237,0,SILVER_IV,12,14,11767,35,0,29,0,BRONZE_II,75,13,11027,100,0,90,0,SILVER_IV,0,13,11036,47,0,51,0,BRONZE_I,100,11,8405
59,0,62,0,SILVER_IV,15,18,21162,245,0,259,0,SILVER_IV,27,16,16377,67,0,95,0,SILVER_IV,33,17,16853,52,0,57,0,SILVER_IV,48,15,13885,127,0,155,0,SILVER_IV,32,15,13794,303,0,299,0,SILVER_IV,46,18,21236,149,0,145,0,SILVER_IV,54,17,18257,88,0,96,0,BRONZE_I,31,18,18439,561,0,573,0,SILVER_III,42,18,18436,38,0,51,0,SILVER_III,17,16,15589
