rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
171,0,173,0,DIAMOND_I,22,11,8252,162,0,156,0,DIAMOND_I,62,13,10102,119,0,90,0,DIAMOND_I,19,13,10602,435,0,438,0,DIAMOND_II,31,12,9140,58,0,76,0,DIAMOND_II,94,10,6839,76,0,57,0,DIAMOND_II,73,15,13030,93,0,80,0,DIAMOND_II,20,13,10840,43,0,44,0,DIAMOND_I,33,12,9444,251,0,247,0,MASTER_I,0,12,9140,33,0,24,0,DIAMOND_III,72,11,8049
103,0,88,0,DIAMOND_II,27,14,12968,407,0,385,0,DIAMOND_I,59,13,11136,43,0,35,0,DIAMOND_III,87,14,12146,245,0,211,0,DIAMOND_II,0,12,9534,196,0,208,0,DIAMOND_II,65,11,7585,76,0,57,0,DIAMOND_II,73,13,10459,47,0,29,0,PLATINUM_I,70,12,8944,266,0,283,0,DIAMOND_III,75,13,11133,107,0,100,0,DIAMOND_I,49,12,9804,33,0,24,0,DIAMOND_III,72,10,6556
24,0,28,0,PLATINUM_I,100,18,18742,111,0,126,0,DIAMOND_III,15,17,17290,41,0,52,0,PLATINUM_I,25,16,14920,164,0,156,0,DIAMOND_III,3,16,14957,254,0,205,0,DIAMOND_III,51,15,13095,394,0,353,0,DIAMOND_III,28,15,13549,24,0,30,0,PLATINUM_I,63,17,17849,269,0,254,0,DIAMOND_III,57,18,18642,104,0,96,0,DIAMOND_III,24,16,16303,135,0,119,0,DIAMOND_IV,20,14,12174
100,0,82,0,DIAMOND_III,0,16,15729,318,0,290,0,DIAMOND_III,65,14,11927,117,0,97,0,DIAMOND_III,33,13,10508,312,0,279,0,DIAMOND_II,16,12,9940,446,0,432,0,DIAMOND_III,0,11,7625,394,0,353,0,DIAMOND_III,28,16,15587,495,0,498,0,DIAMOND_II,40,16,14948,169,0,182,0,DIAMOND_III,62,16,15739,341,0,314,0,DIAMOND_III,53,15,14608,479,0,499,0,DIAMOND_III,23,14,11775
100,0,96,0,DIAMOND_III,38,18,20298,48,0,32,0,PLATINUM_I,92,18,19462,53,0,40,0,DIAMOND_III,2,17,17242,338,0,358,0,DIAMOND_III,86,15,14039,128,0,121,0,DIAMOND_III,44,15,14227,394,0,353,0,DIAMOND_III,28,16,16044,177,0,198,0,DIAMOND_III,67,17,17750,331,0,303,0,DIAMOND_III,39,17,16695,253,0,248,0,DIAMOND_III,45,16,15562,254,0,205,0,DIAMOND_III,51,15,13180
125,0,101,0,DIAMOND_II,44,16,15323,232,0,195,0,DIAMOND_III,18,15,14047,105,0,87,0,DIAMOND_III,41,16,14757,146,0,152,0,DIAMOND_III,1,16,15058,51,0,49,0,DIAMOND_III,4,12,9334,394,0,353,0,DIAMOND_III,28,14,12489,424,0,388,0,DIAMOND_III,4,14,12460,58,0,62,0,DIAMOND_IV,24,13,10774,402,0,352,0,DIAMOND_III,18,13,10782,350,0,304,0,DIAMOND_III,64,13,10379
170,0,163,0,DIAMOND_III,34,17,18234,626,0,626,0,DIAMOND_IV,17,15,14626,57,0,72,0,PLATINUM_II,75,15,14075,176,0,160,0,DIAMOND_III,32,15,14521,391,0,384,0,DIAMOND_IV,96,12,9353,394,0,353,0,DIAMOND_III,28,17,17716,171,0,186,0,PLATINUM_I,100,18,19165,214,0,184,0,PLATINUM_II,75,16,15057,463,0,435,0,DIAMOND_IV,74,17,16523,319,0,326,0,DIAMOND_IV,77,13,11256
301,0,277,0,DIAMOND_III,58,16,14866,135,0,143,0,DIAMOND_IV,61,17,17343,101,0,116,0,DIAMOND_III,45,16,14983,54,0,26,0,DIAMOND_II,24,15,13860,97,0,85,0,PLATINUM_II,7,14,11973,588,0,558,0,DIAMOND_I,24,15,14347,69,0,45,0,PLATINUM_I,78,18,19526,403,0,395,0,DIAMOND_II,22,17,17406,410,0,412,0,DIAMOND_I,10,15,14698,118,0,114,0,DIAMOND_II,24,15,13443
135,0,143,0,DIAMOND_IV,61,16,15188,113,0,115,0,DIAMOND_III,73,15,13188,101,0,116,0,DIAMOND_III,45,14,12681,41,0,28,0,PLATINUM_I,100,14,11546,126,0,120,0,DIAMOND_II,0,12,9512,342,0,330,0,DIAMOND_II,15,15,14154,143,0,120,0,DIAMOND_III,29,17,17277,46,0,33,0,DIAMOND_III,39,15,14632,40,0,30,0,PLATINUM_I,100,14,11765,509,0,481,0,DIAMOND_II,96,13,10112
135,0,143,0,DIAMOND_IV,61,15,14646,86,0,45,0,PLATINUM_I,15,14,12068,101,0,116,0,DIAMOND_III,45,15,13440,227,0,214,0,DIAMOND_III,17,13,10762,55,0,37,0,DIAMOND_IV,0,11,7521,104,0,88,0,DIAMOND_II,71,15,13446,50,0,36,0,DIAMOND_IV,43,14,12805,179,0,133,0,DIAMOND_II,0,15,13531,377,0,372,0,DIAMOND_III,17,15,13708,54,0,36,0,DIAMOND_IV,86,12,9394
135,0,143,0,DIAMOND_IV,61,13,11377,451,0,436,0,DIAMOND_II,91,14,11936,101,0,116,0,DIAMOND_III,45,14,11539,258,0,253,0,DIAMOND_II,49,12,8919,54,0,36,0,DIAMOND_IV,86,11,7708,125,0,105,0,DIAMOND_II,53,15,13728,49,0,56,0,DIAMOND_II,15,15,13951,84,0,87,0,DIAMOND_III,16,15,13543,179,0,133,0,DIAMOND_II,0,13,10511,475,0,443,0,DIAMOND_II,66,12,9788
180,0,140,0,DIAMOND_II,71,14,11889,141,0,145,0,MASTER_I,18,14,12431,101,0,116,0,DIAMOND_III,45,14,12460,366,0,327,0,DIAMOND_I,10,14,11552,362,0,346,0,DIAMOND_I,20,12,9807,433,0,422,0,DIAMOND_I,100,16,15258,184,0,168,0,MASTER_I,1,15,14018,108,0,99,0,DIAMOND_I,19,15,13321,222,0,168,0,DIAMOND_I,66,15,13953,1125,0,1095,0,MASTER_I,1,14,12610
151,0,151,0,DIAMOND_II,80,17,18321,82,0,58,0,DIAMOND_III,21,18,18510,638,0,626,0,DIAMOND_III,58,18,19608,548,0,500,0,DIAMOND_III,58,16,15473,205,0,189,0,DIAMOND_II,17,15,13740,421,0,378,0,DIAMOND_IV,75,17,17116,92,0,82,0,DIAMOND_III,66,17,16749,223,0,211,0,DIAMOND_III,61,17,17337,246,0,232,0,DIAMOND_II,3,15,14452,278,0,271,0,DIAMOND_III,67,13,11284
153,0,144,0,DIAMOND_II,0,8,4551,54,0,37,0,PLATINUM_I,81,9,5420,41,0,40,0,PLATINUM_II,18,10,6222,23,0,24,0,PLATINUM_I,56,8,4737,57,0,71,0,DIAMOND_III,31,8,4617,163,0,106,0,DIAMOND_IV,0,11,8057,92,0,82,0,DIAMOND_III,66,12,9754,117,0,113,0,DIAMOND_III,86,11,7858,51,0,53,0,DIAMOND_II,72,9,5159,111,0,95,0,DIAMOND_III,55,8,4964
231,0,224,0,DIAMOND_IV,73,11,7955,442,0,411,0,DIAMOND_III,16,9,5823,286,0,280,0,DIAMOND_II,59,12,8787,96,0,98,0,DIAMOND_III,12,10,7234,90,0,105,0,DIAMOND_III,46,9,5404,424,0,388,0,DIAMOND_III,4,12,9168,92,0,82,0,DIAMOND_III,66,13,10256,97,0,114,0,DIAMOND_III,18,13,10419,191,0,195,0,DIAMOND_II,28,12,9266,111,0,95,0,DIAMOND_III,55,9,5726
226,0,245,0,DIAMOND_III,65,12,9536,174,0,148,0,DIAMOND_II,17,13,10159,528,0,535,0,DIAMOND_I,100,12,9880,188,0,181,0,DIAMOND_II,0,12,9525,268,0,273,0,DIAMOND_II,51,10,6969,361,0,336,0,DIAMOND_II,59,11,8547,92,0,82,0,DIAMOND_III,66,11,7389,36,0,32,0,DIAMOND_I,2,12,8745,522,0,516,0,DIAMOND_II,60,10,6588,224,0,243,0,DIAMOND_II,65,8,4553
172,0,147,0,DIAMOND_III,43,10,6886,179,0,163,0,DIAMOND_III,97,9,5338,309,0,298,0,DIAMOND_II,85,9,5725,173,0,188,0,DIAMOND_III,7,7,3349,129,0,134,0,DIAMOND_III,70,8,4185,25,0,29,0,DIAMOND_II,25,11,7935,92,0,82,0,DIAMOND_III,66,10,6631,268,0,244,0,DIAMOND_II,74,11,8221,225,0,213,0,DIAMOND_I,18,9,5582,224,0,243,0,DIAMOND_II,65,7,3791
119,0,103,0,DIAMOND_IV,18,9,5054,345,0,321,0,DIAMOND_IV,20,6,3047,233,0,276,0,DIAMOND_IV,97,10,6983,133,0,132,0,DIAMOND_III,5,7,3966,263,0,237,0,DIAMOND_IV,48,7,3525,171,0,181,0,DIAMOND_IV,14,10,7187,83,0,74,0,DIAMOND_IV,22,9,6044,67,0,67,0,DIAMOND_IV,23,10,7226,32,0,28,0,DIAMOND_IV,20,8,4855,252,0,266,0,PLATINUM_I,48,8,4496
271,0,284,0,DIAMOND_IV,45,13,10235,371,0,369,0,DIAMOND_IV,49,11,8327,345,0,321,0,DIAMOND_IV,20,12,8965,133,0,132,0,DIAMOND_III,5,10,6829,227,0,228,0,DIAMOND_II,16,10,6424,291,0,295,0,DIAMOND_IV,75,14,11948,160,0,185,0,DIAMOND_III,18,14,11447,301,0,287,0,DIAMOND_IV,15,15,13540,209,0,202,0,DIAMOND_IV,42,12,8746,38,0,32,0,DIAMOND_III,0,11,7764
311,0,324,0,PLATINUM_I,81,14,13018,81,0,58,0,DIAMOND_III,55,14,12331,350,0,318,0,DIAMOND_III,0,13,10532,412,0,356,0,DIAMOND_IV,73,14,12802,62,0,57,0,PLATINUM_I,37,11,8574,193,0,181,0,DIAMOND_III,0,11,8481,422,0,398,0,DIAMOND_III,34,15,14622,625,0,595,0,DIAMOND_III,0,15,14038,173,0,140,0,DIAMOND_IV,80,12,9677,323,0,294,0,DIAMOND_III,53,13,11329
468,0,457,0,DIAMOND_III,76,18,28208,81,0,58,0,DIAMOND_III,55,18,22177,80,0,63,0,DIAMOND_II,39,18,31616,286,0,279,0,DIAMOND_III,79,18,18551,387,0,375,0,DIAMOND_III,47,18,20935,168,0,132,0,DIAMOND_III,0,18,21673,305,0,299,0,MASTER_I,144,18,22890,460,0,494,0,DIAMOND_III,85,18,19438,127,0,118,0,DIAMOND_I,25,18,21305,222,0,231,0,DIAMOND_III,63,18,18538
93,0,80,0,DIAMOND_II,20,17,17046,81,0,58,0,DIAMOND_III,55,16,15029,148,0,145,0,DIAMOND_III,8,15,14603,199,0,215,0,DIAMOND_I,26,14,12824,101,0,107,0,DIAMOND_I,9,14,11784,396,0,407,0,DIAMOND_II,38,15,13192,580,0,551,0,DIAMOND_III,60,13,10471,332,0,304,0,DIAMOND_II,49,15,14296,216,0,238,0,DIAMOND_IV,53,12,9592,166,0,149,0,DIAMOND_II,39,12,9909
19,0,23,0,PLATINUM_I,79,17,17859,81,0,58,0,DIAMOND_III,55,16,16143,44,0,26,0,DIAMOND_II,61,17,18069,23,0,19,0,PLATINUM_II,94,17,17561,39,0,44,0,PLATINUM_I,58,15,14549,96,0,91,0,DIAMOND_IV,44,17,18167,173,0,141,0,DIAMOND_IV,1,18,19733,59,0,70,0,DIAMOND_IV,3,18,19319,128,0,97,0,DIAMOND_I,5,18,20320,34,0,37,0,DIAMOND_IV,99,17,16483
17,0,6,0,PLATINUM_I,90,11,7793,81,0,58,0,DIAMOND_III,55,12,8981,44,0,26,0,DIAMOND_II,61,13,10390,110,0,103,0,DIAMOND_I,6,11,7561,34,0,37,0,DIAMOND_IV,99,10,6848,73,0,57,0,PLATINUM_I,100,15,13437,34,0,19,0,DIAMOND_IV,1,14,12161,13,0,9,0,DIAMOND_II,80,13,11147,20,0,18,0,PLATINUM_I,81,13,9986,145,0,140,0,MASTER_I,16,12,9484
174,0,170,0,DIAMOND_III,39,15,13749,316,0,293,0,DIAMOND_III,59,15,14241,217,0,193,0,DIAMOND_IV,37,14,12737,528,0,498,0,DIAMOND_IV,56,14,12066,179,0,162,0,DIAMOND_I,0,13,10628,456,0,420,0,DIAMOND_III,0,14,12621,169,0,133,0,DIAMOND_III,56,12,8986,460,0,453,0,DIAMOND_IV,47,15,13509,167,0,144,0,DIAMOND_III,58,11,8576,291,0,299,0,DIAMOND_IV,77,10,6445
462,0,444,0,DIAMOND_II,0,14,11612,62,0,47,0,DIAMOND_IV,21,12,8664,775,0,726,0,DIAMOND_II,77,12,9754,349,0,358,0,DIAMOND_II,37,10,7245,33,0,21,0,DIAMOND_III,54,10,7049,391,0,367,0,DIAMOND_I,0,12,9437,169,0,133,0,DIAMOND_III,56,7,3834,55,0,34,0,DIAMOND_II,3,11,7455,211,0,174,0,DIAMOND_II,0,10,6840,554,0,514,0,DIAMOND_II,74,10,6353
264,0,221,0,DIAMOND_III,43,15,14052,66,0,62,0,DIAMOND_IV,53,15,13678,352,0,353,0,DIAMOND_IV,31,16,15067,34,0,55,0,DIAMOND_IV,0,14,12836,80,0,65,0,DIAMOND_III,7,12,9487,190,0,128,0,DIAMOND_IV,83,16,16174,201,0,169,0,DIAMOND_II,12,17,16834,222,0,174,0,DIAMOND_II,0,16,15457,78,0,83,0,DIAMOND_IV,31,15,14696,114,0,109,0,DIAMOND_II,19,14,12334
139,0,129,0,DIAMOND_II,5,15,13823,370,0,377,0,DIAMOND_III,0,14,12793,135,0,118,0,DIAMOND_III,58,15,14574,129,0,111,0,DIAMOND_III,75,13,10303,134,0,114,0,DIAMOND_III,42,11,8295,30,0,19,0,PLATINUM_I,25,14,11507,364,0,356,0,DIAMOND_III,55,13,10537,282,0,263,0,DIAMOND_II,0,14,12259,267,0,261,0,DIAMOND_III,29,12,9185,654,0,636,0,DIAMOND_III,28,10,7287
90,0,60,0,DIAMOND_IV,5,16,16058,681,0,693,0,DIAMOND_III,40,16,14840,277,0,229,0,DIAMOND_II,90,15,14585,491,0,498,0,DIAMOND_II,57,14,12962,213,0,240,0,DIAMOND_II,23,14,12571,151,0,129,0,DIAMOND_II,42,17,17883,364,0,356,0,DIAMOND_III,55,17,17438,346,0,328,0,DIAMOND_II,97,17,16780,290,0,248,0,DIAMOND_II,62,17,16890,111,0,78,0,DIAMOND_II,48,15,14041
49,0,53,0,DIAMOND_IV,62,14,12874,284,0,262,0,DIAMOND_II,0,15,13097,59,0,54,0,PLATINUM_I,71,16,14987,330,0,293,0,DIAMOND_II,15,14,12772,107,0,81,0,DIAMOND_IV,37,13,10387,244,0,264,0,DIAMOND_III,0,16,15274,364,0,356,0,DIAMOND_III,55,15,13862,424,0,418,0,DIAMOND_IV,61,16,15830,346,0,342,0,DIAMOND_III,75,14,12670,254,0,224,0,DIAMOND_IV,75,14,11683
251,0,244,0,DIAMOND_III,61,17,16552,183,0,164,0,DIAMOND_III,1,16,14727,948,0,961,0,DIAMOND_IV,38,15,14633,451,0,436,0,DIAMOND_II,91,15,13982,407,0,378,0,DIAMOND_II,17,14,12731,400,0,395,0,DIAMOND_III,44,18,18377,364,0,356,0,DIAMOND_III,55,18,21812,69,0,63,0,DIAMOND_IV,41,16,15256,176,0,128,0,DIAMOND_I,52,17,16887,339,0,326,0,DIAMOND_II,17,15,14404
251,0,244,0,DIAMOND_III,61,13,10397,83,0,72,0,DIAMOND_III,0,11,8244,102,0,95,0,DIAMOND_IV,61,11,8114,191,0,173,0,DIAMOND_III,23,9,5743,108,0,110,0,DIAMOND_III,70,8,4660,170,0,163,0,DIAMOND_III,34,8,4515,364,0,356,0,DIAMOND_III,55,9,5934,424,0,435,0,DIAMOND_IV,43,10,6854,67,0,42,0,DIAMOND_III,23,10,6467,213,0,180,0,DIAMOND_II,28,8,4691
108,0,117,0,DIAMOND_IV,29,12,9035,74,0,58,0,DIAMOND_III,54,11,7747,150,0,154,0,DIAMOND_II,32,11,7995,217,0,238,0,DIAMOND_IV,72,9,5444,167,0,149,0,DIAMOND_II,55,9,5239,245,0,214,0,DIAMOND_III,43,9,5387,221,0,240,0,DIAMOND_IV,75,8,4885,43,0,32,0,PLATINUM_I,65,7,3407,181,0,161,0,DIAMOND_III,49,9,5800,331,0,354,0,DIAMOND_III,29,9,5242
351,0,332,0,DIAMOND_III,14,11,8151,632,0,616,0,DIAMOND_II,6,10,7221,264,0,244,0,DIAMOND_III,26,11,8052,195,0,166,0,DIAMOND_III,90,11,8176,191,0,187,0,DIAMOND_IV,0,10,6230,80,0,65,0,DIAMOND_II,46,14,11701,87,0,75,0,DIAMOND_IV,93,13,10271,330,0,331,0,DIAMOND_III,97,14,12281,181,0,161,0,DIAMOND_III,49,13,10409,144,0,130,0,DIAMOND_III,33,11,8417
213,0,180,0,DIAMOND_IV,62,13,11124,79,0,83,0,DIAMOND_IV,30,12,9455,211,0,189,0,DIAMOND_III,15,14,11992,203,0,213,0,PLATINUM_I,34,12,8927,338,0,318,0,DIAMOND_IV,43,11,7778,186,0,178,0,DIAMOND_III,16,16,14884,230,0,230,0,DIAMOND_IV,51,14,11622,92,0,74,0,PLATINUM_I,21,14,12600,181,0,161,0,DIAMOND_III,49,13,10590,105,0,102,0,DIAMOND_III,52,14,11861
104,0,97,0,DIAMOND_IV,3,15,14687,332,0,305,0,DIAMOND_IV,48,15,14369,466,0,439,0,DIAMOND_IV,24,14,11592,32,0,6,0,PLATINUM_II,25,14,12586,145,0,169,0,PLATINUM_III,20,13,10384,196,0,191,0,DIAMOND_III,16,18,19099,120,0,102,0,DIAMOND_III,60,17,17302,284,0,263,0,DIAMOND_III,75,16,15612,181,0,161,0,DIAMOND_III,49,15,13170,443,0,429,0,DIAMOND_III,53,13,11097
364,0,325,0,DIAMOND_II,15,16,16340,88,0,71,0,DIAMOND_II,67,17,16623,95,0,71,0,DIAMOND_III,19,16,15892,479,0,484,0,DIAMOND_II,60,15,13124,51,0,49,0,DIAMOND_III,4,15,13100,61,0,52,0,DIAMOND_III,3,15,13306,67,0,75,0,DIAMOND_III,0,14,12613,197,0,177,0,DIAMOND_III,57,14,12117,179,0,164,0,DIAMOND_II,16,15,14275,353,0,328,0,DIAMOND_III,67,13,10373
86,0,98,0,DIAMOND_IV,72,11,7743,99,0,115,0,DIAMOND_III,25,9,5650,806,0,765,0,DIAMOND_III,42,11,7537,162,0,141,0,DIAMOND_II,0,10,6785,35,0,31,0,DIAMOND_IV,0,8,4914,194,0,210,0,DIAMOND_III,30,12,9537,813,0,782,0,DIAMOND_III,60,12,8630,203,0,219,0,DIAMOND_II,73,13,10809,253,0,248,0,DIAMOND_III,45,10,7093,186,0,171,0,DIAMOND_III,52,9,5240
36,0,37,0,DIAMOND_IV,4,9,5777,18,0,24,0,DIAMOND_IV,0,9,5929,806,0,765,0,DIAMOND_III,42,9,5464,99,0,115,0,DIAMOND_III,25,8,4490,86,0,98,0,DIAMOND_IV,72,7,3941,24,0,29,0,PLATINUM_I,100,11,7898,29,0,20,0,DIAMOND_IV,22,10,7250,41,0,53,0,PLATINUM_I,12,12,8770,77,0,52,0,PLATINUM_I,100,10,6730,82,0,84,0,DIAMOND_III,52,8,5012
155,0,139,0,DIAMOND_III,83,12,8994,223,0,222,0,DIAMOND_III,18,13,11331,806,0,765,0,DIAMOND_III,42,13,10974,131,0,133,0,DIAMOND_IV,61,11,7917,56,0,61,0,DIAMOND_IV,0,9,6059,329,0,324,0,DIAMOND_III,89,14,12725,578,0,567,0,DIAMOND_III,9,14,12110,40,0,29,0,DIAMOND_IV,32,13,11168,195,0,166,0,DIAMOND_III,90,13,9998,88,0,69,0,DIAMOND_III,78,12,9887
496,0,450,0,DIAMOND_I,59,17,17789,130,0,101,0,DIAMOND_II,38,18,23092,806,0,765,0,DIAMOND_III,42,17,17219,224,0,195,0,DIAMOND_II,16,17,17937,262,0,229,0,DIAMOND_II,44,16,14818,374,0,379,0,DIAMOND_II,71,18,19150,255,0,230,0,DIAMOND_I,29,16,16271,310,0,267,0,DIAMOND_II,32,18,20085,332,0,311,0,DIAMOND_I,71,16,16422,308,0,284,0,DIAMOND_II,24,15,13519
63,0,55,0,DIAMOND_II,7,9,5943,133,0,159,0,DIAMOND_II,16,12,9535,806,0,765,0,DIAMOND_III,42,13,10587,155,0,144,0,DIAMOND_III,59,10,6824,253,0,236,0,DIAMOND_III,84,9,5105,461,0,437,0,DIAMOND_III,17,14,11453,274,0,267,0,DIAMOND_III,61,12,9099,566,0,538,0,DIAMOND_II,0,13,10085,224,0,195,0,DIAMOND_II,16,12,8991,286,0,279,0,DIAMOND_III,79,11,7731
164,0,174,0,DIAMOND_III,16,14,12683,408,0,385,0,DIAMOND_I,74,15,14299,356,0,295,0,MASTER_I,1,15,13199,94,0,99,0,DIAMOND_I,10,14,11901,116,0,94,0,DIAMOND_II,6,13,10680,40,0,27,0,DIAMOND_IV,1,14,12606,98,0,85,0,DIAMOND_III,48,11,8073,36,0,22,0,DIAMOND_IV,1,13,10644,33,0,37,0,DIAMOND_IV,62,12,9425,340,0,319,0,DIAMOND_II,67,11,7556
139,0,118,0,DIAMOND_III,60,13,10237,750,0,765,0,DIAMOND_III,0,14,11769,307,0,282,0,DIAMOND_II,9,14,11895,463,0,437,0,DIAMOND_I,26,13,11127,542,0,510,0,DIAMOND_II,11,12,9511,148,0,149,0,DIAMOND_III,78,15,14171,403,0,395,0,DIAMOND_II,19,16,14740,97,0,77,0,DIAMOND_III,80,16,15153,436,0,413,0,DIAMOND_II,56,13,10692,109,0,96,0,DIAMOND_III,82,12,8912
96,0,99,0,DIAMOND_III,27,15,14074,155,0,152,0,DIAMOND_III,11,13,11433,168,0,161,0,DIAMOND_III,53,13,10469,233,0,214,0,DIAMOND_III,75,13,10581,113,0,104,0,DIAMOND_IV,29,13,10459,111,0,107,0,DIAMOND_III,75,15,14146,253,0,274,0,DIAMOND_II,49,14,12096,185,0,180,0,DIAMOND_III,73,14,12681,122,0,111,0,DIAMOND_II,28,15,14277,671,0,648,0,DIAMOND_III,55,16,14855
96,0,99,0,DIAMOND_III,27,13,10714,269,0,252,0,DIAMOND_III,0,11,8034,168,0,161,0,DIAMOND_III,53,13,10506,28,0,21,0,DIAMOND_IV,61,12,8921,7,0,6,0,PLATINUM_I,42,9,5378,114,0,80,0,DIAMOND_IV,64,12,9504,45,0,36,0,PLATINUM_I,100,15,13241,23,0,15,0,DIAMOND_IV,0,13,10166,41,0,44,0,DIAMOND_IV,29,13,10293,128,0,101,0,DIAMOND_II,80,11,7390
544,0,524,0,DIAMOND_II,25,14,11810,1009,0,985,0,DIAMOND_III,32,12,9422,168,0,161,0,DIAMOND_III,53,11,8270,521,0,512,0,DIAMOND_III,41,11,7632,157,0,121,0,DIAMOND_I,100,10,6351,96,0,99,0,DIAMOND_III,27,12,8728,269,0,252,0,DIAMOND_III,0,11,7709,204,0,189,0,DIAMOND_III,65,12,9920,479,0,484,0,DIAMOND_II,60,11,7836,236,0,215,0,DIAMOND_IV,58,9,5838
86,0,76,0,DIAMOND_IV,75,17,17455,75,0,56,0,PLATINUM_I,88,16,16363,168,0,161,0,DIAMOND_III,53,16,15407,107,0,97,0,DIAMOND_IV,1,15,13222,102,0,105,0,DIAMOND_III,51,14,12141,46,0,30,0,PLATINUM_II,62,15,14146,46,0,37,0,PLATINUM_IV,0,14,12685,22,0,14,0,DIAMOND_IV,1,15,14618,82,0,88,0,DIAMOND_III,0,13,11044,128,0,105,0,PLATINUM_I,51,12,9361
27,0,23,0,PLATINUM_I,87,17,17051,68,0,79,0,PLATINUM_I,100,18,19151,168,0,161,0,DIAMOND_III,53,16,15067,275,0,270,0,DIAMOND_II,59,14,12834,231,0,213,0,DIAMOND_IV,77,13,10652,115,0,106,0,DIAMOND_IV,75,14,12854,168,0,141,0,DIAMOND_IV,0,18,18728,315,0,276,0,DIAMOND_III,9,18,18649,394,0,398,0,DIAMOND_IV,94,15,14228,252,0,232,0,DIAMOND_II,23,15,13269
78,0,67,0,DIAMOND_IV,62,14,12101,157,0,121,0,DIAMOND_I,100,13,10846,152,0,174,0,DIAMOND_IV,38,13,10916,127,0,140,0,DIAMOND_III,75,14,12581,74,0,93,0,PLATINUM_I,44,13,9966,135,0,110,0,DIAMOND_III,13,17,16784,232,0,220,0,DIAMOND_IV,15,16,15819,111,0,128,0,DIAMOND_IV,27,16,16065,80,0,67,0,DIAMOND_III,71,15,14302,138,0,132,0,DIAMOND_II,60,13,11250
377,0,362,0,DIAMOND_IV,99,13,10490,53,0,67,0,DIAMOND_IV,76,13,11264,716,0,732,0,DIAMOND_IV,67,12,9929,127,0,140,0,DIAMOND_III,75,11,8331,152,0,174,0,DIAMOND_IV,38,10,6785,109,0,94,0,DIAMOND_II,0,15,13463,296,0,282,0,DIAMOND_II,9,13,11278,63,0,50,0,PLATINUM_I,100,13,10986,451,0,437,0,DIAMOND_II,74,14,11813,247,0,221,0,DIAMOND_III,49,13,10512
152,0,174,0,DIAMOND_IV,38,14,12550,266,0,242,0,DIAMOND_II,16,13,10952,701,0,666,0,DIAMOND_III,98,15,13144,127,0,140,0,DIAMOND_III,75,13,10947,158,0,154,0,DIAMOND_II,76,12,9100,322,0,290,0,DIAMOND_I,1,15,13079,121,0,83,0,MASTER_I,17,17,16514,429,0,365,0,MASTER_I,1,16,15648,217,0,216,0,DIAMOND_III,75,15,14428,138,0,121,0,DIAMOND_II,23,14,12337
152,0,174,0,DIAMOND_IV,38,13,10697,69,0,85,0,PLATINUM_IV,58,12,9016,312,0,263,0,DIAMOND_II,38,12,9168,127,0,140,0,DIAMOND_III,75,13,10116,306,0,313,0,DIAMOND_III,12,10,6880,104,0,72,0,DIAMOND_I,66,15,13754,187,0,204,0,DIAMOND_IV,59,15,13152,158,0,154,0,DIAMOND_II,76,14,12276,74,0,92,0,PLATINUM_I,100,13,11229,91,0,70,0,DIAMOND_III,58,12,9270
284,0,273,0,DIAMOND_II,21,16,15994,241,0,235,0,DIAMOND_II,1,16,14888,200,0,185,0,DIAMOND_II,32,14,12505,127,0,140,0,DIAMOND_III,75,14,12461,88,0,60,0,MASTER_I,118,13,10553,128,0,114,0,DIAMOND_III,23,15,13020,142,0,124,0,MASTER_I,1,15,13566,334,0,360,0,DIAMOND_IV,78,14,12601,170,0,161,0,DIAMOND_II,80,14,12426,143,0,87,0,MASTER_I,154,11,7837
