main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
241,0,236,0,PLATINUM_IV,6,10,6952,62,0,77,0,PLATINUM_IV,43,11,8224,10,0,14,0,PLATINUM_III,63,11,8360,168,0,166,0,PLATINUM_II,31,11,7560,153,0,159,0,PLATINUM_III,3,9,5727,22,0,9,0,PLATINUM_II,26,13,10868,384,0,384,0,PLATINUM_II,58,12,8956,15,0,9,0,GOLD_II,0,13,10362,66,0,62,0,PLATINUM_III,44,11,7692,52,0,49,0,PLATINUM_III,55,11,8376
244,0,214,0,PLATINUM_II,0,15,14105,357,0,360,0,PLATINUM_IV,88,13,11420,10,0,14,0,PLATINUM_III,63,16,15026,68,0,65,0,PLATINUM_IV,0,14,12325,153,0,159,0,PLATINUM_III,3,14,12538,314,0,303,0,PLATINUM_III,49,17,18261,117,0,102,0,PLATINUM_II,36,17,17408,129,0,111,0,PLATINUM_I,28,17,16695,419,0,380,0,PLATINUM_II,0,16,15106,283,0,269,0,PLATINUM_II,44,14,12352
109,0,99,0,PLATINUM_III,15,15,14315,492,0,461,0,PLATINUM_III,18,16,14851,33,0,27,0,PLATINUM_IV,42,16,15093,91,0,79,0,PLATINUM_III,42,14,12195,92,0,81,0,PLATINUM_III,3,14,12120,27,0,17,0,GOLD_II,75,16,16284,124,0,146,0,PLATINUM_IV,61,13,10138,226,0,203,0,PLATINUM_III,0,14,12956,63,0,51,0,GOLD_I,39,12,9546,108,0,69,0,PLATINUM_IV,1,12,9150
109,0,99,0,PLATINUM_III,15,15,13910,513,0,501,0,PLATINUM_IV,72,13,11380,136,0,132,0,PLATINUM_III,39,14,11513,24,0,23,0,GOLD_I,100,13,10364,24,0,23,0,GOLD_I,22,12,9801,159,0,166,0,PLATINUM_IV,60,13,11100,26,0,22,0,GOLD_II,72,11,7360,406,0,367,0,PLATINUM_IV,57,11,8079,132,0,120,0,PLATINUM_II,74,11,7981,17,0,18,0,GOLD_IV,21,9,5969
109,0,99,0,PLATINUM_III,15,18,22003,112,0,105,0,PLATINUM_III,30,18,26348,31,0,30,0,GOLD_I,100,18,25690,24,0,17,0,GOLD_I,26,18,27022,233,0,217,0,PLATINUM_III,18,18,19988,48,0,47,0,PLATINUM_IV,18,18,25460,94,0,88,0,PLATINUM_III,0,18,27094,309,0,317,0,PLATINUM_IV,45,18,21261,221,0,225,0,PLATINUM_IV,45,18,26569,71,0,69,0,PLATINUM_IV,43,18,19341
109,0,99,0,PLATINUM_III,15,14,12261,66,0,67,0,GOLD_I,63,16,15759,234,0,209,0,PLATINUM_III,0,15,13567,179,0,162,0,PLATINUM_III,45,15,13699,189,0,163,0,PLATINUM_III,20,13,10806,74,0,58,0,GOLD_I,100,14,11686,86,0,93,0,PLATINUM_IV,0,14,12061,127,0,104,0,PLATINUM_III,4,14,12387,249,0,250,0,PLATINUM_IV,15,11,8011,99,0,82,0,PLATINUM_IV,58,11,7411
109,0,99,0,PLATINUM_III,15,15,14425,18,0,24,0,GOLD_II,20,15,14664,421,0,442,0,PLATINUM_IV,76,16,15975,80,0,80,0,PLATINUM_III,22,16,15822,90,0,76,0,PLATINUM_IV,0,13,11319,251,0,244,0,PLATINUM_III,12,16,15924,241,0,246,0,PLATINUM_IV,61,16,16350,146,0,157,0,PLATINUM_III,8,18,19304,123,0,99,0,PLATINUM_III,38,14,12096,188,0,177,0,PLATINUM_IV,61,13,11175
223,0,254,0,PLATINUM_IV,14,18,22507,76,0,62,0,PLATINUM_III,34,18,20591,220,0,204,0,PLATINUM_III,29,18,25426,360,0,354,0,PLATINUM_IV,75,18,20675,277,0,255,0,PLATINUM_II,15,16,15668,69,0,49,0,PLATINUM_III,65,18,24313,147,0,168,0,PLATINUM_IV,42,18,23116,136,0,140,0,PLATINUM_III,61,16,15726,96,0,95,0,PLATINUM_IV,45,18,19394,24,0,21,0,PLATINUM_IV,4,16,15688
450,0,416,0,PLATINUM_I,70,13,10974,387,0,374,0,PLATINUM_III,90,15,13527,482,0,476,0,PLATINUM_III,28,13,11350,192,0,188,0,PLATINUM_III,59,13,10493,108,0,117,0,PLATINUM_III,31,12,9636,264,0,250,0,PLATINUM_III,76,14,12060,354,0,354,0,PLATINUM_III,4,15,13111,136,0,140,0,PLATINUM_III,61,13,10605,301,0,296,0,PLATINUM_III,71,12,9146,276,0,269,0,PLATINUM_II,43,11,8531
28,0,31,0,PLATINUM_IV,21,18,21810,170,0,164,0,PLATINUM_II,39,18,20215,118,0,89,0,PLATINUM_II,68,18,20999,140,0,117,0,PLATINUM_II,58,16,15820,128,0,121,0,PLATINUM_II,18,14,12669,21,0,28,0,PLATINUM_II,64,18,20405,44,0,37,0,PLATINUM_III,8,17,16576,136,0,140,0,PLATINUM_III,61,16,15095,48,0,60,0,PLATINUM_IV,59,18,19723,423,0,381,0,PLATINUM_II,30,15,14157
291,0,271,0,PLATINUM_II,71,16,15539,272,0,244,0,PLATINUM_II,47,17,17314,61,0,52,0,PLATINUM_II,6,17,17421,326,0,320,0,PLATINUM_II,80,16,15850,146,0,154,0,PLATINUM_II,15,15,13710,343,0,332,0,PLATINUM_II,40,14,12956,163,0,167,0,PLATINUM_II,72,15,14222,136,0,140,0,PLATINUM_III,61,14,12916,356,0,348,0,PLATINUM_III,91,14,12904,219,0,189,0,PLATINUM_II,28,15,13269
254,0,244,0,PLATINUM_III,16,17,17053,340,0,334,0,PLATINUM_III,61,15,13211,78,0,83,0,PLATINUM_III,37,15,14346,242,0,236,0,PLATINUM_I,1,15,13274,107,0,117,0,PLATINUM_IV,19,13,10160,40,0,44,0,GOLD_I,56,13,11051,194,0,185,0,PLATINUM_III,23,12,9522,409,0,390,0,PLATINUM_II,54,15,14351,260,0,249,0,PLATINUM_IV,16,13,11295,318,0,288,0,PLATINUM_III,32,12,8990
198,0,173,0,PLATINUM_II,9,11,7528,325,0,328,0,PLATINUM_III,0,10,6438,536,0,527,0,PLATINUM_II,73,10,7020,441,0,420,0,PLATINUM_III,19,9,5754,110,0,99,0,PLATINUM_II,40,9,5638,445,0,439,0,PLATINUM_III,59,10,6397,85,0,78,0,PLATINUM_I,83,9,5240,316,0,306,0,PLATINUM_III,57,11,7482,190,0,188,0,PLATINUM_I,0,8,4491,318,0,288,0,PLATINUM_III,32,8,4173
445,0,439,0,PLATINUM_III,59,10,6744,295,0,269,0,PLATINUM_II,79,10,6747,169,0,166,0,PLATINUM_III,19,11,8307,190,0,188,0,PLATINUM_I,0,10,6816,84,0,73,0,PLATINUM_III,0,8,4309,373,0,367,0,PLATINUM_I,2,11,8430,456,0,445,0,PLATINUM_III,8,12,8822,286,0,265,0,PLATINUM_II,3,11,8189,96,0,100,0,PLATINUM_II,6,11,8007,318,0,288,0,PLATINUM_III,32,10,6652
96,0,75,0,PLATINUM_II,38,13,10013,184,0,188,0,PLATINUM_I,54,15,14428,86,0,67,0,PLATINUM_II,0,13,11010,203,0,198,0,PLATINUM_III,90,13,10504,191,0,169,0,PLATINUM_II,86,13,10022,14,0,11,0,PLATINUM_III,96,13,10318,626,0,611,0,PLATINUM_II,57,11,8143,96,0,91,0,PLATINUM_II,26,11,8039,55,0,47,0,PLATINUM_IV,3,11,7901,318,0,288,0,PLATINUM_III,32,11,7638
210,0,194,0,PLATINUM_II,0,15,13790,184,0,188,0,PLATINUM_I,54,15,13947,66,0,52,0,PLATINUM_II,74,16,16115,174,0,173,0,PLATINUM_III,31,16,15293,216,0,207,0,PLATINUM_III,91,13,11419,65,0,59,0,PLATINUM_II,75,15,14014,381,0,394,0,PLATINUM_IV,0,13,11303,164,0,160,0,PLATINUM_III,58,13,10364,255,0,220,0,PLATINUM_II,15,12,9088,318,0,288,0,PLATINUM_III,32,12,8635
173,0,172,0,PLATINUM_IV,33,18,19308,238,0,223,0,PLATINUM_IV,0,18,20085,354,0,353,0,GOLD_I,0,18,23250,52,0,61,0,GOLD_I,0,18,19813,177,0,163,0,PLATINUM_IV,12,18,19589,151,0,133,0,PLATINUM_IV,63,18,29064,24,0,16,0,PLATINUM_III,60,18,29582,132,0,129,0,GOLD_IV,23,18,24518,95,0,97,0,GOLD_III,30,18,22852,62,0,57,0,PLATINUM_I,1,18,25004
32,0,22,0,PLATINUM_II,73,18,20344,113,0,111,0,PLATINUM_I,60,17,17998,23,0,21,0,DIAMOND_IV,0,18,21015,59,0,34,0,DIAMOND_II,0,18,19583,92,0,62,0,DIAMOND_IV,75,17,17137,199,0,193,0,PLATINUM_I,98,18,19898,24,0,16,0,PLATINUM_III,60,17,16914,123,0,96,0,PLATINUM_II,17,18,18400,14,0,7,0,GOLD_I,73,18,18791,73,0,56,0,PLATINUM_I,49,15,14322
252,0,250,0,DIAMOND_IV,1,16,15488,269,0,264,0,DIAMOND_IV,15,13,10870,160,0,174,0,DIAMOND_IV,0,15,14341,177,0,184,0,DIAMOND_IV,5,15,13652,371,0,363,0,PLATINUM_III,60,13,10397,31,0,34,0,PLATINUM_II,75,11,7855,24,0,16,0,PLATINUM_III,60,16,15221,166,0,146,0,PLATINUM_II,61,13,10859,192,0,217,0,PLATINUM_II,73,13,10192,123,0,96,0,PLATINUM_II,17,13,10465
24,0,22,0,PLATINUM_I,44,14,12421,165,0,177,0,PLATINUM_I,75,14,12281,130,0,110,0,PLATINUM_I,38,13,11241,507,0,494,0,PLATINUM_III,76,13,9986,141,0,122,0,PLATINUM_III,28,11,8313,93,0,79,0,PLATINUM_I,61,13,11412,24,0,16,0,PLATINUM_III,60,16,15188,123,0,96,0,PLATINUM_II,17,14,12367,280,0,294,0,PLATINUM_II,36,14,12756,191,0,200,0,PLATINUM_II,44,12,9112
93,0,89,0,DIAMOND_IV,53,16,15706,27,0,16,0,PLATINUM_I,37,15,13680,125,0,91,0,PLATINUM_III,73,15,14507,17,0,13,0,GOLD_I,24,15,13613,52,0,78,0,PLATINUM_II,11,14,12531,259,0,222,0,PLATINUM_I,13,13,10851,24,0,16,0,PLATINUM_III,60,14,12914,123,0,96,0,PLATINUM_II,17,15,13541,115,0,113,0,PLATINUM_II,85,12,9007,35,0,23,0,PLATINUM_II,44,12,9652
25,0,13,0,GOLD_II,0,14,12338,24,0,22,0,GOLD_I,66,14,13006,59,0,50,0,PLATINUM_IV,45,15,13232,59,0,50,0,PLATINUM_IV,45,13,10304,141,0,91,0,PLATINUM_III,0,12,9280,31,0,34,0,PLATINUM_III,14,15,14342,31,0,34,0,PLATINUM_III,14,15,13343,18,0,8,0,PLATINUM_IV,71,15,14220,39,0,60,0,PLATINUM_IV,7,14,12149,415,0,412,0,GOLD_II,23,13,10123
67,0,90,0,PLATINUM_IV,3,17,16692,74,0,65,0,PLATINUM_III,31,15,13130,777,0,775,0,PLATINUM_IV,64,15,14665,564,0,509,0,PLATINUM_III,0,14,12418,141,0,91,0,PLATINUM_III,0,13,11425,209,0,176,0,PLATINUM_III,58,14,12199,85,0,91,0,PLATINUM_IV,55,12,9754,193,0,180,0,PLATINUM_I,20,14,12933,43,0,46,0,PLATINUM_II,30,15,13988,119,0,110,0,PLATINUM_III,40,12,8834
192,0,182,0,PLATINUM_III,28,18,21756,564,0,509,0,PLATINUM_III,0,17,17745,88,0,98,0,PLATINUM_IV,0,17,17712,36,0,37,0,PLATINUM_IV,0,18,21967,141,0,91,0,PLATINUM_III,0,15,13078,267,0,265,0,PLATINUM_III,0,17,17883,162,0,170,0,GOLD_I,0,17,16576,272,0,266,0,GOLD_I,41,18,20500,287,0,270,0,PLATINUM_IV,75,16,15335,223,0,229,0,PLATINUM_IV,43,15,13888
74,0,52,0,PLATINUM_II,0,18,18987,93,0,82,0,PLATINUM_I,66,17,17375,344,0,338,0,GOLD_II,75,18,18642,96,0,85,0,PLATINUM_I,0,18,19837,141,0,91,0,PLATINUM_III,0,15,14698,180,0,162,0,PLATINUM_IV,72,17,17222,149,0,142,0,PLATINUM_III,9,16,14915,170,0,150,0,PLATINUM_II,12,16,14783,267,0,282,0,PLATINUM_II,2,16,15235,135,0,133,0,PLATINUM_IV,93,15,13703
172,0,187,0,PLATINUM_IV,0,15,14195,448,0,417,0,PLATINUM_I,16,14,11747,208,0,223,0,PLATINUM_III,31,16,15432,125,0,99,0,DIAMOND_II,0,14,12931,141,0,91,0,PLATINUM_III,0,13,11259,69,0,85,0,PLATINUM_IV,55,17,17958,342,0,354,0,PLATINUM_IV,47,17,18024,114,0,113,0,PLATINUM_I,71,17,18209,78,0,54,0,PLATINUM_I,39,15,14448,350,0,339,0,DIAMOND_III,49,15,14346
104,0,98,0,PLATINUM_III,47,18,20148,457,0,449,0,PLATINUM_III,61,17,17058,87,0,74,0,PLATINUM_III,55,17,17994,403,0,405,0,PLATINUM_III,79,16,16276,101,0,99,0,PLATINUM_II,55,14,12716,387,0,377,0,PLATINUM_III,75,18,18706,44,0,37,0,PLATINUM_IV,67,15,14163,194,0,204,0,PLATINUM_III,43,17,17724,254,0,235,0,PLATINUM_II,0,15,13787,371,0,363,0,PLATINUM_III,60,12,9382
188,0,200,0,PLATINUM_II,69,17,17280,43,0,34,0,GOLD_I,89,16,14986,45,0,33,0,PLATINUM_III,70,18,19946,172,0,159,0,PLATINUM_II,10,16,15129,326,0,310,0,GOLD_II,60,16,15586,259,0,232,0,PLATINUM_II,63,17,17904,80,0,80,0,PLATINUM_III,22,17,18301,97,0,85,0,PLATINUM_III,55,18,21352,515,0,513,0,GOLD_I,42,15,13799,371,0,363,0,PLATINUM_III,60,14,12932
140,0,157,0,PLATINUM_III,55,17,16878,592,0,585,0,PLATINUM_III,71,16,15575,376,0,364,0,PLATINUM_II,27,16,15538,143,0,131,0,PLATINUM_III,6,15,14681,112,0,90,0,PLATINUM_I,3,13,10540,234,0,214,0,PLATINUM_IV,75,16,15457,125,0,97,0,PLATINUM_IV,33,15,14287,131,0,127,0,PLATINUM_III,37,14,12861,31,0,26,0,PLATINUM_III,39,15,13264,371,0,363,0,PLATINUM_III,60,14,11490
429,0,418,0,PLATINUM_II,15,15,13792,301,0,276,0,PLATINUM_II,42,14,12905,317,0,306,0,PLATINUM_II,5,15,14190,191,0,177,0,PLATINUM_III,48,13,10571,263,0,277,0,PLATINUM_II,95,12,9121,140,0,157,0,PLATINUM_III,55,12,8913,201,0,177,0,PLATINUM_III,45,13,10596,219,0,212,0,PLATINUM_III,72,12,9181,295,0,278,0,PLATINUM_II,34,11,8238,371,0,363,0,PLATINUM_III,60,10,6650
40,0,42,0,PLATINUM_III,20,12,9741,116,0,84,0,PLATINUM_I,1,13,11281,47,0,38,0,PLATINUM_III,61,12,8582,289,0,275,0,PLATINUM_II,14,10,6738,136,0,123,0,PLATINUM_II,65,9,5736,56,0,55,0,PLATINUM_II,19,12,8724,140,0,157,0,PLATINUM_III,55,8,5039,429,0,418,0,PLATINUM_II,15,10,7064,274,0,224,0,PLATINUM_II,5,9,5120,372,0,363,0,PLATINUM_III,75,7,3794
254,0,238,0,PLATINUM_III,5,13,10671,421,0,428,0,PLATINUM_IV,47,13,10015,314,0,288,0,PLATINUM_IV,6,13,10728,167,0,161,0,PLATINUM_IV,35,12,9626,257,0,242,0,PLATINUM_IV,46,11,7917,421,0,405,0,PLATINUM_IV,74,12,9204,90,0,101,0,PLATINUM_IV,41,11,7552,250,0,216,0,PLATINUM_III,9,11,8066,325,0,290,0,PLATINUM_III,39,10,6580,271,0,288,0,PLATINUM_IV,64,10,6474
294,0,284,0,PLATINUM_III,19,16,16184,380,0,386,0,PLATINUM_IV,61,16,16252,318,0,292,0,PLATINUM_III,74,17,16870,133,0,132,0,PLATINUM_II,20,16,15243,59,0,54,0,PLATINUM_I,0,14,12670,214,0,208,0,DIAMOND_IV,3,14,11843,768,0,771,0,PLATINUM_II,48,15,13863,250,0,216,0,PLATINUM_III,9,14,11531,306,0,299,0,GOLD_III,65,13,10061,369,0,382,0,GOLD_III,73,13,10064
387,0,352,0,PLATINUM_IV,13,18,19657,260,0,234,0,PLATINUM_IV,60,18,18968,598,0,558,0,PLATINUM_IV,14,18,19689,75,0,76,0,PLATINUM_III,61,18,21677,261,0,257,0,GOLD_III,35,17,16576,140,0,106,0,PLATINUM_I,15,17,17521,314,0,308,0,GOLD_IV,32,18,19945,184,0,191,0,PLATINUM_IV,0,17,16784,781,0,765,0,PLATINUM_IV,0,18,21261,296,0,281,0,PLATINUM_IV,39,14,12982
398,0,401,0,GOLD_I,3,16,14831,80,0,67,0,PLATINUM_IV,77,15,13408,104,0,112,0,PLATINUM_IV,0,14,12536,75,0,76,0,PLATINUM_III,61,15,13891,261,0,257,0,GOLD_III,35,12,9534,535,0,521,0,GOLD_III,16,16,16085,254,0,236,0,PLATINUM_IV,0,14,12979,38,0,36,0,GOLD_II,72,17,18163,265,0,243,0,PLATINUM_II,21,15,14358,19,0,6,0,GOLD_IV,78,14,12613
69,0,72,0,PLATINUM_III,81,18,19242,447,0,418,0,DIAMOND_I,12,18,18501,258,0,262,0,PLATINUM_IV,35,18,19987,75,0,76,0,PLATINUM_III,61,17,17858,144,0,131,0,PLATINUM_II,72,17,16972,128,0,120,0,DIAMOND_IV,42,18,25513,682,0,654,0,PLATINUM_III,86,18,24155,365,0,386,0,PLATINUM_IV,61,18,25836,440,0,436,0,PLATINUM_III,29,18,25287,183,0,177,0,PLATINUM_III,73,18,25397
14,0,12,0,GOLD_II,75,13,10469,53,0,54,0,PLATINUM_III,12,14,12283,53,0,54,0,PLATINUM_III,12,13,10185,75,0,76,0,PLATINUM_III,61,15,13037,261,0,257,0,GOLD_III,35,11,8507,90,0,61,0,PLATINUM_III,11,12,8676,24,0,16,0,SILVER_I,41,10,6974,43,0,36,0,PLATINUM_IV,67,13,11033,5,0,5,0,SILVER_III,17,10,6930,15,0,8,0,SILVER_I,100,10,6143
540,0,495,0,PLATINUM_II,1,14,11619,434,0,399,0,PLATINUM_III,53,12,8758,44,0,38,0,PLATINUM_III,52,14,12010,75,0,76,0,PLATINUM_III,61,12,9240,160,0,132,0,PLATINUM_III,59,12,9914,60,0,52,0,PLATINUM_II,0,15,14466,813,0,811,0,PLATINUM_III,72,15,14453,67,0,52,0,PLATINUM_III,7,15,13435,84,0,93,0,PLATINUM_IV,0,15,13640,216,0,206,0,PLATINUM_IV,15,14,12663
115,0,99,0,PLATINUM_I,27,13,10299,228,0,233,0,PLATINUM_III,12,12,9543,194,0,179,0,PLATINUM_III,0,11,7755,492,0,484,0,PLATINUM_III,48,11,8329,83,0,109,0,PLATINUM_III,0,10,6845,92,0,94,0,PLATINUM_III,14,13,10582,335,0,320,0,PLATINUM_III,62,13,10537,347,0,324,0,PLATINUM_IV,81,12,9909,415,0,379,0,PLATINUM_II,90,13,11190,204,0,176,0,PLATINUM_III,31,12,9391
44,0,30,0,PLATINUM_IV,1,14,12592,429,0,451,0,PLATINUM_III,6,15,14209,194,0,179,0,PLATINUM_III,0,15,13621,221,0,227,0,PLATINUM_II,39,16,15200,134,0,136,0,PLATINUM_IV,36,14,11952,172,0,167,0,PLATINUM_IV,61,14,11629,52,0,46,0,PLATINUM_IV,65,14,12167,336,0,341,0,PLATINUM_III,73,14,12924,89,0,91,0,PLATINUM_III,66,13,11177,259,0,265,0,PLATINUM_IV,49,13,10056
54,0,52,0,GOLD_I,81,13,10615,10,0,23,0,GOLD_IV,23,12,9866,194,0,179,0,PLATINUM_III,0,9,5656,482,0,476,0,PLATINUM_III,28,12,9866,320,0,333,0,GOLD_III,39,11,7833,199,0,212,0,PLATINUM_IV,22,14,12237,258,0,258,0,PLATINUM_IV,68,15,14102,543,0,503,0,PLATINUM_III,0,14,11924,188,0,202,0,PLATINUM_IV,53,13,10531,239,0,228,0,PLATINUM_IV,9,11,8493
66,0,62,0,GOLD_I,0,14,11464,157,0,166,0,GOLD_III,64,16,14851,194,0,179,0,PLATINUM_III,0,13,10560,10,0,23,0,GOLD_IV,23,13,10478,177,0,153,0,PLATINUM_IV,32,13,11333,52,0,63,0,GOLD_III,64,16,15152,36,0,20,0,PLATINUM_II,67,16,15593,123,0,88,0,PLATINUM_IV,89,15,14392,33,0,41,0,GOLD_II,7,13,11161,126,0,112,0,GOLD_III,75,14,11760
530,0,525,0,PLATINUM_IV,0,17,17264,144,0,159,0,PLATINUM_II,49,16,14807,97,0,85,0,PLATINUM_II,96,17,17160,379,0,361,0,PLATINUM_II,19,16,16065,245,0,239,0,PLATINUM_IV,48,15,13063,261,0,240,0,PLATINUM_III,35,17,16569,228,0,199,0,PLATINUM_II,22,18,21646,92,0,87,0,PLATINUM_III,74,18,20181,156,0,165,0,PLATINUM_III,30,17,18182,84,0,78,0,PLATINUM_I,11,16,16239
193,0,177,0,PLATINUM_IV,44,13,11011,366,0,347,0,DIAMOND_IV,49,13,11362,190,0,144,0,PLATINUM_I,100,16,14843,153,0,153,0,PLATINUM_IV,31,15,14529,332,0,331,0,PLATINUM_II,59,13,10563,117,0,110,0,PLATINUM_III,67,12,9919,306,0,288,0,DIAMOND_I,31,13,10290,92,0,87,0,PLATINUM_III,74,13,10800,501,0,453,0,DIAMOND_IV,0,13,9962,254,0,253,0,PLATINUM_I,20,11,8203
32,0,18,0,PLATINUM_IV,1,18,19793,513,0,459,0,PLATINUM_III,89,16,16263,120,0,134,0,PLATINUM_IV,95,18,18728,285,0,231,0,PLATINUM_III,13,15,14285,293,0,278,0,PLATINUM_III,93,15,14110,151,0,136,0,PLATINUM_III,45,17,16556,217,0,216,0,PLATINUM_IV,82,16,15591,233,0,215,0,PLATINUM_IV,64,16,15922,286,0,272,0,PLATINUM_II,0,15,14274,69,0,54,0,PLATINUM_II,75,14,12253
25,0,14,0,GOLD_I,89,18,20124,29,0,23,0,PLATINUM_II,0,18,21768,59,0,44,0,PLATINUM_I,85,18,22849,27,0,27,0,PLATINUM_IV,44,18,18692,293,0,278,0,PLATINUM_III,93,16,16445,27,0,18,0,PLATINUM_IV,75,18,18502,19,0,12,0,GOLD_IV,80,17,17652,18,0,13,0,GOLD_II,8,18,18940,20,0,7,0,GOLD_II,1,17,17985,46,0,34,0,GOLD_I,41,14,12339
194,0,191,0,PLATINUM_IV,61,18,25912,855,0,868,0,PLATINUM_IV,12,16,15998,230,0,215,0,PLATINUM_I,0,16,15208,45,0,66,0,PLATINUM_IV,63,17,16769,293,0,278,0,PLATINUM_III,93,15,13505,125,0,120,0,PLATINUM_III,32,18,18611,42,0,34,0,GOLD_II,75,17,16864,34,0,23,0,PLATINUM_IV,22,18,18772,112,0,93,0,PLATINUM_III,0,17,16780,323,0,313,0,PLATINUM_III,35,15,13385
420,0,417,0,PLATINUM_III,45,13,10985,208,0,235,0,PLATINUM_IV,0,13,10115,76,0,76,0,PLATINUM_I,29,13,11052,121,0,116,0,PLATINUM_III,65,12,9465,293,0,278,0,PLATINUM_III,93,11,8375,187,0,169,0,PLATINUM_III,67,15,13952,108,0,107,0,PLATINUM_II,18,14,12793,218,0,219,0,PLATINUM_IV,75,14,12911,150,0,133,0,PLATINUM_II,0,14,12051,162,0,146,0,PLATINUM_II,0,13,10470
125,0,116,0,PLATINUM_II,6,18,20476,190,0,204,0,PLATINUM_II,37,18,19201,190,0,194,0,PLATINUM_IV,76,15,14234,91,0,95,0,PLATINUM_IV,25,18,23849,293,0,278,0,PLATINUM_III,93,16,14806,389,0,383,0,PLATINUM_III,9,17,17982,154,0,150,0,PLATINUM_II,2,17,18184,269,0,256,0,PLATINUM_IV,0,17,17546,66,0,72,0,PLATINUM_IV,58,18,19732,111,0,111,0,PLATINUM_IV,26,15,14372
386,0,334,0,PLATINUM_II,1,13,10775,80,0,83,0,PLATINUM_III,53,13,10308,59,0,48,0,PLATINUM_III,34,13,11130,237,0,237,0,PLATINUM_III,17,12,9418,96,0,92,0,PLATINUM_III,31,10,6945,825,0,820,0,PLATINUM_III,57,12,9470,44,0,55,0,PLATINUM_IV,74,10,7097,259,0,245,0,PLATINUM_III,60,11,7746,133,0,118,0,PLATINUM_III,13,10,7134,108,0,87,0,PLATINUM_II,6,9,6071
363,0,363,0,PLATINUM_III,16,12,8711,60,0,43,0,PLATINUM_I,8,10,7097,59,0,48,0,PLATINUM_III,34,11,7344,178,0,159,0,PLATINUM_III,37,9,5905,354,0,344,0,PLATINUM_III,44,9,5782,96,0,82,0,PLATINUM_III,73,13,10090,190,0,204,0,PLATINUM_II,37,12,9448,185,0,157,0,PLATINUM_III,46,11,8150,96,0,82,0,PLATINUM_II,28,12,9627,187,0,140,0,PLATINUM_III,41,10,6918
110,0,95,0,PLATINUM_II,47,18,19119,135,0,123,0,PLATINUM_III,6,18,23787,59,0,48,0,PLATINUM_III,34,18,21121,384,0,379,0,PLATINUM_IV,0,18,18447,212,0,221,0,PLATINUM_II,36,16,16438,190,0,166,0,PLATINUM_II,57,17,17205,119,0,103,0,PLATINUM_III,75,17,18233,485,0,471,0,PLATINUM_III,59,16,15526,181,0,181,0,PLATINUM_III,0,17,18333,68,0,70,0,PLATINUM_IV,45,15,13954
83,0,57,0,PLATINUM_I,66,13,11274,146,0,157,0,PLATINUM_III,8,12,8926,174,0,187,0,PLATINUM_III,46,12,9637,461,0,476,0,GOLD_III,44,11,8317,152,0,124,0,PLATINUM_IV,0,10,7173,77,0,78,0,PLATINUM_III,14,13,10332,230,0,211,0,PLATINUM_IV,2,14,11712,160,0,143,0,PLATINUM_III,14,14,12734,226,0,212,0,PLATINUM_III,65,13,11354,130,0,121,0,PLATINUM_III,0,11,8480
35,0,38,0,GOLD_II,25,18,19612,174,0,156,0,GOLD_I,78,16,16419,10,0,12,0,SILVER_II,82,18,21189,67,0,82,0,GOLD_II,9,18,18838,28,0,33,0,GOLD_IV,77,16,15000,44,0,33,0,GOLD_IV,75,18,18845,192,0,212,0,GOLD_IV,42,18,20267,44,0,34,0,GOLD_I,100,17,16897,248,0,245,0,GOLD_II,50,17,17034,130,0,121,0,PLATINUM_III,0,18,28202
216,0,207,0,PLATINUM_III,0,15,13604,151,0,143,0,PLATINUM_IV,75,15,13639,82,0,65,0,PLATINUM_I,39,18,18550,145,0,133,0,PLATINUM_III,48,17,16713,248,0,258,0,GOLD_II,52,13,10330,152,0,129,0,PLATINUM_II,39,13,11386,76,0,59,0,PLATINUM_IV,64,14,12166,145,0,148,0,PLATINUM_IV,13,14,12105,222,0,207,0,PLATINUM_III,66,15,14203,130,0,121,0,PLATINUM_III,0,14,12065
