rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
140,0,128,0,GOLD_II,57,17,16654,184,0,194,0,GOLD_II,32,15,13966,309,0,271,0,PLATINUM_IV,58,15,13950,73,0,55,0,GOLD_II,23,15,14680,502,0,461,0,GOLD_III,25,13,10426,171,0,150,0,GOLD_II,30,13,10658,84,0,72,0,GOLD_II,29,13,10001,848,0,868,0,GOLD_II,4,13,10757,91,0,93,0,GOLD_II,4,15,14444,46,0,50,0,GOLD_III,16,11,8572
291,0,284,0,GOLD_III,32,18,19223,577,0,561,0,GOLD_II,45,18,18673,204,0,198,0,GOLD_II,69,15,14570,436,0,420,0,GOLD_II,0,15,13913,117,0,129,0,GOLD_II,28,14,11715,143,0,150,0,GOLD_II,5,16,16041,423,0,439,0,GOLD_III,61,16,15135,69,0,72,0,GOLD_II,0,14,12850,91,0,93,0,GOLD_II,4,16,14889,81,0,84,0,GOLD_II,50,14,11462
333,0,317,0,GOLD_II,15,14,12429,179,0,175,0,GOLD_III,75,13,10787,170,0,173,0,GOLD_II,14,14,12674,80,0,85,0,GOLD_I,11,13,11427,155,0,156,0,GOLD_III,91,12,9218,353,0,340,0,GOLD_II,6,14,12218,279,0,270,0,GOLD_III,77,14,11469,122,0,129,0,GOLD_II,29,14,11747,91,0,93,0,GOLD_II,4,16,14716,582,0,579,0,GOLD_I,100,13,11122
177,0,167,0,GOLD_II,48,17,16641,116,0,111,0,GOLD_II,3,15,14508,119,0,106,0,GOLD_II,64,16,15392,145,0,155,0,GOLD_I,38,14,12607,69,0,58,0,GOLD_II,20,14,11648,97,0,98,0,GOLD_II,14,15,14174,102,0,107,0,GOLD_II,5,13,10748,193,0,161,0,GOLD_II,44,15,13520,67,0,69,0,GOLD_II,12,13,10255,185,0,187,0,GOLD_II,30,13,10855
189,0,158,0,GOLD_III,47,13,11084,63,0,65,0,GOLD_II,37,12,9334,1249,0,1250,0,GOLD_II,0,11,8516,69,0,67,0,GOLD_II,22,11,7538,110,0,108,0,GOLD_III,75,10,6150,51,0,67,0,GOLD_II,79,16,15609,107,0,91,0,GOLD_II,29,14,11787,193,0,161,0,GOLD_II,44,14,11876,105,0,106,0,GOLD_II,31,12,8948,149,0,129,0,GOLD_I,5,11,8436
284,0,285,0,GOLD_I,40,14,11650,45,0,34,0,GOLD_II,42,14,11744,529,0,483,0,GOLD_I,25,14,12634,230,0,201,0,GOLD_I,0,13,10337,437,0,444,0,GOLD_I,5,11,8176,158,0,145,0,GOLD_II,74,13,11253,87,0,90,0,GOLD_III,65,13,10192,193,0,161,0,GOLD_II,44,13,11298,87,0,84,0,GOLD_II,74,10,7175,87,0,95,0,GOLD_II,15,10,6774
160,0,145,0,GOLD_II,18,15,13395,77,0,82,0,GOLD_II,60,13,10834,133,0,142,0,GOLD_III,16,12,8781,302,0,285,0,GOLD_II,35,13,10703,324,0,314,0,GOLD_I,17,13,10994,128,0,115,0,GOLD_II,0,16,15202,329,0,310,0,GOLD_I,5,16,16340,193,0,161,0,GOLD_II,44,16,15589,232,0,194,0,GOLD_II,69,15,13491,90,0,76,0,GOLD_I,28,13,10022
25,0,25,0,GOLD_II,24,14,12435,220,0,219,0,GOLD_II,13,14,12676,829,0,784,0,GOLD_II,75,15,13375,62,0,58,0,GOLD_I,33,12,9317,60,0,44,0,GOLD_I,20,11,8206,27,0,34,0,GOLD_III,41,14,11821,219,0,223,0,GOLD_III,84,11,7609,193,0,161,0,GOLD_II,44,10,7218,121,0,115,0,GOLD_II,37,12,9834,74,0,57,0,GOLD_II,90,9,5369
333,0,317,0,GOLD_II,15,18,21123,190,0,196,0,PLATINUM_IV,20,18,19172,135,0,175,0,PLATINUM_IV,0,18,19592,172,0,141,0,GOLD_II,72,18,20307,130,0,138,0,GOLD_I,12,17,16632,107,0,105,0,GOLD_II,0,18,18472,59,0,71,0,GOLD_I,59,17,17691,111,0,100,0,GOLD_I,0,18,18807,77,0,69,0,GOLD_I,0,18,20161,124,0,139,0,GOLD_IV,75,16,14824
557,0,564,0,GOLD_IV,45,12,9227,110,0,127,0,GOLD_II,0,14,11471,13,0,25,0,GOLD_II,17,13,11111,199,0,214,0,GOLD_III,15,13,10003,147,0,146,0,GOLD_II,22,12,9605,160,0,161,0,GOLD_II,59,13,11161,258,0,262,0,GOLD_III,75,12,9809,148,0,122,0,PLATINUM_IV,15,13,10970,125,0,134,0,GOLD_II,62,12,8584,63,0,41,0,GOLD_I,35,12,9244
81,0,62,0,PLATINUM_IV,0,15,13339,272,0,267,0,PLATINUM_IV,28,16,15879,13,0,25,0,GOLD_II,17,17,16955,191,0,198,0,PLATINUM_IV,57,15,13626,515,0,546,0,SILVER_III,61,14,11969,213,0,212,0,PLATINUM_III,0,17,17561,47,0,50,0,GOLD_I,56,17,17984,77,0,74,0,GOLD_I,60,17,17540,124,0,122,0,GOLD_III,75,17,17215,48,0,46,0,GOLD_III,35,15,14194
271,0,273,0,GOLD_II,76,15,13956,256,0,254,0,PLATINUM_IV,0,16,14831,13,0,25,0,GOLD_II,17,18,20272,95,0,60,0,PLATINUM_I,45,15,13401,134,0,141,0,PLATINUM_IV,33,13,11365,115,0,80,0,PLATINUM_IV,0,18,21165,124,0,119,0,PLATINUM_IV,0,15,14470,158,0,153,0,GOLD_III,50,17,16613,686,0,675,0,PLATINUM_III,8,17,16973,301,0,292,0,PLATINUM_IV,42,15,13741
362,0,353,0,GOLD_II,41,9,5351,203,0,191,0,PLATINUM_III,6,8,4222,13,0,25,0,GOLD_II,17,8,4801,136,0,137,0,GOLD_II,91,7,3854,306,0,300,0,GOLD_I,36,6,2890,64,0,67,0,GOLD_IV,75,2,543,97,0,94,0,GOLD_III,64,7,4014,55,0,50,0,GOLD_I,1,8,4988,579,0,584,0,PLATINUM_IV,0,7,3813,182,0,184,0,GOLD_III,31,5,1921
88,0,100,0,GOLD_IV,45,17,16733,203,0,191,0,PLATINUM_III,6,16,15733,13,0,25,0,GOLD_II,17,17,17695,89,0,87,0,GOLD_I,0,15,14183,127,0,118,0,PLATINUM_II,42,14,12276,131,0,126,0,PLATINUM_IV,42,18,22279,146,0,139,0,PLATINUM_III,0,17,17754,509,0,499,0,PLATINUM_IV,10,18,19164,225,0,210,0,PLATINUM_IV,0,17,16782,181,0,172,0,GOLD_I,9,15,13026
351,0,338,0,GOLD_I,52,15,13022,235,0,221,0,GOLD_III,77,12,9033,65,0,48,0,GOLD_I,48,14,12541,154,0,143,0,GOLD_II,23,10,6955,76,0,84,0,GOLD_III,59,13,10272,621,0,598,0,GOLD_II,59,12,9185,336,0,321,0,GOLD_II,46,13,10106,211,0,228,0,GOLD_II,30,13,10520,372,0,364,0,GOLD_II,26,11,8396,49,0,46,0,GOLD_III,68,12,8824
158,0,170,0,GOLD_I,12,15,14210,21,0,19,0,GOLD_IV,76,16,15339,89,0,97,0,GOLD_I,22,16,15827,154,0,143,0,GOLD_II,23,15,14281,42,0,38,0,GOLD_III,16,14,11516,24,0,24,0,GOLD_III,13,16,15106,142,0,108,0,GOLD_II,26,14,12935,30,0,24,0,SILVER_I,100,14,11969,12,0,11,0,SILVER_I,55,14,12705,47,0,47,0,GOLD_III,60,13,11220
243,0,230,0,PLATINUM_IV,34,16,15765,12,0,22,0,GOLD_II,35,15,14081,165,0,164,0,DIAMOND_IV,32,17,18180,111,0,105,0,PLATINUM_IV,0,16,15614,14,0,17,0,GOLD_IV,50,13,11252,14,0,17,0,GOLD_IV,50,17,17357,285,0,272,0,GOLD_II,97,18,20053,221,0,209,0,PLATINUM_IV,95,18,18530,468,0,445,0,PLATINUM_III,55,17,18167,89,0,97,0,PLATINUM_I,3,16,15053
105,0,92,0,DIAMOND_III,17,18,19700,101,0,108,0,PLATINUM_II,3,16,15741,168,0,173,0,GOLD_II,75,16,15207,4,0,6,0,GOLD_IV,76,17,17243,36,0,27,0,PLATINUM_IV,32,16,15151,89,0,97,0,PLATINUM_I,3,18,23182,285,0,272,0,GOLD_II,97,18,19677,221,0,209,0,PLATINUM_IV,95,17,16788,468,0,445,0,PLATINUM_III,55,18,19238,468,0,445,0,PLATINUM_III,55,16,15990
169,0,151,0,PLATINUM_IV,32,18,22715,242,0,238,0,GOLD_III,92,18,24179,48,0,27,0,PLATINUM_III,5,18,22882,276,0,280,0,PLATINUM_III,0,18,19751,191,0,214,0,GOLD_II,15,18,20241,122,0,117,0,PLATINUM_III,10,18,24112,56,0,53,0,PLATINUM_III,19,18,22240,144,0,132,0,PLATINUM_III,45,18,23293,135,0,120,0,PLATINUM_III,15,18,21785,117,0,108,0,GOLD_II,17,16,15281
77,0,72,0,PLATINUM_IV,3,16,15384,120,0,111,0,PLATINUM_III,40,15,14629,91,0,76,0,DIAMOND_IV,0,15,14437,63,0,63,0,GOLD_II,48,16,15337,25,0,28,0,PLATINUM_IV,71,14,12373,305,0,305,0,PLATINUM_IV,29,13,10080,387,0,388,0,PLATINUM_IV,41,14,12167,144,0,132,0,PLATINUM_III,45,16,15187,87,0,90,0,PLATINUM_IV,45,14,11511,117,0,108,0,GOLD_II,17,11,8332
255,0,254,0,PLATINUM_IV,14,17,17468,49,0,65,0,GOLD_IV,62,17,17280,99,0,111,0,GOLD_III,61,17,17816,35,0,27,0,GOLD_II,41,15,14199,147,0,158,0,GOLD_II,65,14,12260,166,0,124,0,GOLD_III,55,16,15354,412,0,395,0,GOLD_II,60,15,14604,133,0,109,0,GOLD_I,69,15,14239,250,0,233,0,GOLD_II,2,13,11134,262,0,272,0,GOLD_II,49,13,10601
172,0,172,0,GOLD_II,60,18,20433,222,0,203,0,GOLD_II,88,16,15793,131,0,132,0,GOLD_I,40,18,18761,63,0,64,0,GOLD_III,71,15,13911,22,0,26,0,GOLD_II,18,14,12656,56,0,49,0,GOLD_III,74,16,16275,203,0,179,0,PLATINUM_IV,0,15,13340,279,0,261,0,GOLD_IV,76,18,18856,250,0,233,0,GOLD_II,2,15,13270,262,0,272,0,GOLD_II,49,13,11136
72,0,57,0,GOLD_I,17,12,8939,29,0,27,0,GOLD_II,34,12,9777,11,0,13,0,GOLD_IV,23,12,8683,18,0,26,0,GOLD_II,37,10,7249,77,0,73,0,GOLD_IV,75,10,6710,11,0,9,0,GOLD_I,1,13,10920,38,0,34,0,GOLD_I,57,14,11551,26,0,23,0,GOLD_II,1,14,12561,250,0,233,0,GOLD_II,2,12,8651,262,0,272,0,GOLD_II,49,11,8002
340,0,331,0,GOLD_II,78,14,12857,156,0,127,0,GOLD_II,87,15,13719,160,0,122,0,GOLD_II,78,17,18244,189,0,186,0,PLATINUM_IV,91,16,14868,176,0,191,0,GOLD_IV,12,15,13689,444,0,450,0,GOLD_II,94,18,19440,328,0,345,0,GOLD_II,88,17,17254,192,0,197,0,GOLD_II,75,15,13582,250,0,233,0,GOLD_II,2,15,13218,262,0,272,0,GOLD_II,49,14,13010
375,0,351,0,GOLD_II,78,14,11727,152,0,134,0,GOLD_II,73,12,9187,350,0,341,0,PLATINUM_IV,11,15,13822,51,0,39,0,GOLD_I,59,12,9730,340,0,360,0,GOLD_IV,79,12,8933,147,0,142,0,GOLD_II,99,14,12080,452,0,456,0,GOLD_I,24,11,8479,149,0,138,0,GOLD_II,70,14,11459,250,0,233,0,GOLD_II,2,11,7481,262,0,272,0,GOLD_II,49,9,5724
98,0,96,0,GOLD_I,0,12,8863,118,0,113,0,GOLD_I,70,11,8406,474,0,449,0,GOLD_III,43,12,8732,197,0,186,0,GOLD_II,12,11,8394,171,0,166,0,GOLD_III,0,8,4548,56,0,45,0,GOLD_I,35,12,9201,65,0,25,0,PLATINUM_II,81,12,9714,39,0,47,0,GOLD_III,75,11,8210,83,0,72,0,GOLD_I,70,11,8417,293,0,310,0,GOLD_III,56,10,7056
468,0,463,0,GOLD_III,76,12,9770,319,0,308,0,GOLD_I,20,12,8900,136,0,140,0,GOLD_II,39,12,9770,197,0,186,0,GOLD_II,12,12,8653,322,0,324,0,PLATINUM_IV,14,9,5583,449,0,427,0,GOLD_III,64,13,11419,138,0,135,0,GOLD_II,98,12,9838,259,0,271,0,GOLD_III,18,12,9212,190,0,208,0,GOLD_II,12,12,9271,365,0,359,0,PLATINUM_IV,0,12,8739
218,0,226,0,GOLD_I,60,16,16443,333,0,316,0,GOLD_I,98,15,13611,460,0,437,0,PLATINUM_IV,0,14,12609,197,0,186,0,GOLD_II,12,15,13984,184,0,176,0,PLATINUM_IV,0,13,10397,190,0,176,0,GOLD_III,97,17,17195,261,0,263,0,GOLD_I,49,15,14418,47,0,50,0,GOLD_IV,58,15,14095,145,0,152,0,GOLD_II,39,16,15045,498,0,475,0,PLATINUM_IV,0,14,11617
125,0,149,0,GOLD_III,0,14,12948,480,0,488,0,GOLD_III,31,13,10708,55,0,57,0,GOLD_II,1,15,13164,197,0,186,0,GOLD_II,12,12,9434,173,0,150,0,GOLD_I,69,12,9283,225,0,216,0,GOLD_I,0,16,16011,185,0,174,0,GOLD_III,9,16,15430,319,0,290,0,PLATINUM_IV,0,15,13940,299,0,285,0,PLATINUM_IV,0,15,14098,199,0,195,0,GOLD_II,88,13,10533
123,0,107,0,GOLD_III,34,15,13379,167,0,141,0,GOLD_II,85,15,13246,207,0,195,0,GOLD_III,75,15,13051,247,0,230,0,GOLD_III,46,13,10925,78,0,65,0,GOLD_III,51,12,9363,200,0,198,0,GOLD_III,11,12,9645,82,0,81,0,GOLD_IV,75,13,11193,161,0,146,0,GOLD_II,49,13,11004,423,0,398,0,PLATINUM_III,58,12,9339,290,0,296,0,GOLD_III,15,10,6865
132,0,133,0,PLATINUM_III,24,18,23640,407,0,399,0,GOLD_II,48,18,22064,309,0,313,0,GOLD_IV,39,18,20816,511,0,513,0,GOLD_IV,75,18,21531,107,0,119,0,GOLD_II,54,17,18232,111,0,88,0,GOLD_II,19,18,24718,155,0,152,0,PLATINUM_III,29,18,26160,786,0,741,0,PLATINUM_III,18,18,26586,65,0,66,0,GOLD_II,32,18,24483,172,0,160,0,PLATINUM_IV,35,18,19161
91,0,75,0,PLATINUM_IV,75,13,11148,27,0,28,0,GOLD_IV,74,11,8347,63,0,56,0,GOLD_II,16,12,9493,297,0,281,0,GOLD_II,22,13,9967,107,0,119,0,GOLD_II,54,12,9241,79,0,67,0,PLATINUM_IV,0,12,8731,26,0,20,0,GOLD_II,15,12,8956,309,0,284,0,PLATINUM_I,67,10,6975,98,0,113,0,SILVER_III,60,9,5694,63,0,73,0,GOLD_I,16,10,6517
102,0,101,0,GOLD_III,87,17,17904,162,0,161,0,GOLD_III,61,17,18296,220,0,220,0,GOLD_III,47,16,15319,161,0,165,0,GOLD_IV,83,18,18382,107,0,119,0,GOLD_II,54,15,14090,51,0,59,0,GOLD_IV,26,16,15147,58,0,80,0,GOLD_III,79,16,15838,147,0,185,0,GOLD_III,60,16,16108,363,0,355,0,PLATINUM_IV,48,15,13113,175,0,144,0,PLATINUM_II,38,15,13474
101,0,101,0,PLATINUM_IV,11,16,15653,14,0,20,0,SILVER_I,63,15,14602,33,0,38,0,GOLD_III,75,17,17120,81,0,92,0,GOLD_II,24,15,14442,107,0,119,0,GOLD_II,54,14,11971,96,0,91,0,GOLD_IV,15,18,18732,42,0,33,0,GOLD_I,59,17,17075,156,0,146,0,GOLD_II,75,16,15748,399,0,392,0,GOLD_II,39,16,16030,159,0,151,0,GOLD_III,79,15,14276
157,0,143,0,PLATINUM_IV,0,15,13976,135,0,112,0,PLATINUM_III,55,16,15281,47,0,52,0,GOLD_I,23,15,13937,430,0,423,0,PLATINUM_IV,23,15,13405,107,0,119,0,GOLD_II,54,13,10504,59,0,69,0,GOLD_II,76,13,11128,148,0,163,0,GOLD_IV,61,12,9697,443,0,453,0,GOLD_II,19,14,11593,138,0,149,0,GOLD_IV,76,12,9437,122,0,124,0,GOLD_I,12,11,7704
210,0,203,0,GOLD_II,0,16,14953,184,0,167,0,GOLD_II,11,15,13289,136,0,122,0,GOLD_IV,12,16,14787,249,0,244,0,GOLD_IV,24,14,12625,172,0,142,0,GOLD_I,46,14,12282,55,0,53,0,GOLD_II,24,17,17530,81,0,76,0,GOLD_II,43,17,17967,44,0,31,0,SILVER_I,37,16,15238,30,0,22,0,SILVER_I,96,16,15400,29,0,21,0,GOLD_IV,20,15,13196
156,0,156,0,PLATINUM_IV,26,16,15970,184,0,167,0,GOLD_II,11,13,10793,272,0,279,0,GOLD_IV,91,14,11788,136,0,122,0,GOLD_IV,12,15,13273,118,0,108,0,GOLD_IV,66,14,12600,84,0,74,0,SILVER_III,39,13,10592,220,0,217,0,GOLD_IV,56,14,11581,29,0,26,0,GOLD_IV,0,13,10563,30,0,23,0,GOLD_IV,0,12,9424,138,0,110,0,GOLD_IV,0,11,7748
156,0,156,0,PLATINUM_IV,26,13,10013,184,0,167,0,GOLD_II,11,9,5852,118,0,108,0,GOLD_IV,66,11,7474,136,0,122,0,GOLD_IV,12,13,10085,272,0,279,0,GOLD_IV,91,11,7425,5,0,9,0,SILVER_III,75,13,10590,52,0,73,0,SILVER_III,47,13,10563,16,0,17,0,SILVER_III,49,12,9932,200,0,219,0,SILVER_I,69,12,9479,19,0,24,0,BRONZE_I,100,11,8029
129,0,106,0,GOLD_I,86,15,14486,184,0,167,0,GOLD_II,11,15,14079,136,0,122,0,GOLD_IV,12,16,15335,156,0,156,0,PLATINUM_IV,26,15,14536,118,0,108,0,GOLD_IV,66,14,11820,123,0,122,0,GOLD_III,24,17,18051,123,0,122,0,GOLD_III,24,16,16030,264,0,279,0,GOLD_III,5,17,17821,204,0,195,0,GOLD_II,39,17,18043,217,0,205,0,PLATINUM_IV,14,14,12173
72,0,61,0,GOLD_III,78,10,7049,256,0,260,0,GOLD_III,76,12,8788,928,0,910,0,GOLD_II,84,13,9973,356,0,340,0,GOLD_III,54,13,10280,241,0,239,0,GOLD_III,17,10,6724,73,0,68,0,GOLD_II,15,14,12077,510,0,504,0,GOLD_II,14,13,11162,113,0,119,0,GOLD_II,0,13,11207,110,0,118,0,GOLD_III,55,12,9102,91,0,97,0,GOLD_III,34,10,7253
178,0,173,0,GOLD_I,44,16,15127,28,0,24,0,GOLD_II,0,16,15365,22,0,8,0,SILVER_II,94,16,15640,47,0,31,0,GOLD_II,68,14,12521,99,0,107,0,GOLD_III,33,12,9397,73,0,68,0,GOLD_II,15,14,12660,34,0,20,0,GOLD_I,6,14,11552,55,0,51,0,GOLD_III,7,13,9965,48,0,43,0,GOLD_III,35,12,9352,380,0,392,0,SILVER_III,54,12,9608
73,0,83,0,SILVER_II,16,14,12740,38,0,47,0,BRONZE_III,58,13,10239,38,0,47,0,BRONZE_III,58,15,13129,18,0,18,0,SILVER_II,24,13,10043,31,0,37,0,SILVER_III,39,12,8807,73,0,68,0,GOLD_II,15,17,16561,26,0,28,0,GOLD_I,5,16,15079,26,0,28,0,GOLD_I,5,14,11633,16,0,15,0,SILVER_I,24,15,13044,16,0,15,0,SILVER_I,24,14,12087
79,0,47,0,PLATINUM_III,13,10,6896,79,0,47,0,PLATINUM_III,13,10,7102,36,0,44,0,GOLD_IV,27,10,6634,129,0,127,0,GOLD_IV,71,10,6283,216,0,215,0,SILVER_IV,5,7,3657,73,0,68,0,GOLD_II,15,13,10446,16,0,15,0,SILVER_I,24,9,5519,49,0,46,0,GOLD_IV,31,12,9185,26,0,28,0,GOLD_I,5,10,6138,26,0,28,0,GOLD_I,5,8,4863
8,0,11,0,GOLD_I,38,17,17696,160,0,121,0,GOLD_III,61,17,17281,41,0,39,0,GOLD_II,73,16,16202,48,0,35,0,GOLD_I,42,16,15119,20,0,18,0,GOLD_II,62,14,12637,73,0,68,0,GOLD_II,15,13,10272,329,0,314,0,PLATINUM_IV,56,14,11781,248,0,264,0,PLATINUM_IV,39,16,16303,26,0,28,0,GOLD_I,5,13,11268,36,0,19,0,GOLD_I,38,14,12058
20,0,11,0,GOLD_IV,21,18,20075,85,0,95,0,GOLD_IV,17,17,17821,231,0,217,0,PLATINUM_III,40,18,18740,231,0,217,0,PLATINUM_III,40,17,16576,98,0,86,0,GOLD_IV,53,16,15564,156,0,151,0,PLATINUM_IV,83,17,17482,52,0,75,0,BRONZE_IV,11,15,13911,8,0,6,0,GOLD_II,32,17,17780,122,0,124,0,GOLD_IV,56,16,14998,17,0,21,0,GOLD_III,40,15,13166
201,0,179,0,PLATINUM_III,54,16,15775,222,0,211,0,PLATINUM_IV,11,17,17864,186,0,157,0,PLATINUM_I,0,17,17310,103,0,82,0,PLATINUM_III,3,15,13964,580,0,561,0,PLATINUM_IV,27,14,12600,145,0,138,0,GOLD_I,72,16,15908,27,0,23,0,GOLD_III,71,15,13802,8,0,6,0,GOLD_II,32,16,15914,60,0,64,0,GOLD_III,15,15,14687,246,0,232,0,PLATINUM_III,0,14,12454
267,0,261,0,PLATINUM_IV,60,15,13657,262,0,223,0,PLATINUM_IV,15,15,13337,41,0,21,0,GOLD_II,40,15,13452,44,0,45,0,GOLD_I,20,16,15010,193,0,181,0,PLATINUM_IV,75,13,10572,67,0,67,0,PLATINUM_IV,5,16,15574,130,0,122,0,GOLD_IV,50,14,12069,8,0,6,0,GOLD_II,32,16,15680,60,0,64,0,GOLD_III,15,16,15544,138,0,142,0,GOLD_I,77,13,11393
98,0,95,0,DIAMOND_III,0,16,15775,308,0,292,0,PLATINUM_II,0,14,12671,17,0,24,0,PLATINUM_II,23,14,11576,19,0,28,0,SILVER_III,49,15,13788,105,0,115,0,GOLD_II,15,14,11446,142,0,120,0,PLATINUM_IV,16,16,15227,60,0,64,0,GOLD_III,15,15,14667,8,0,6,0,GOLD_II,32,16,16405,396,0,369,0,CHALLENGER_I,839,14,12621,17,0,34,0,SILVER_I,59,13,10662
6,0,11,0,GOLD_II,70,16,15615,277,0,266,0,PLATINUM_IV,0,15,13583,21,0,17,0,GOLD_III,94,16,15720,18,0,19,0,SILVER_II,40,14,11524,15,0,10,0,GOLD_IV,1,14,11466,29,0,27,0,GOLD_I,0,18,22944,142,0,120,0,PLATINUM_IV,16,15,14638,8,0,6,0,GOLD_II,32,17,16594,60,0,64,0,GOLD_III,15,15,13538,99,0,94,0,PLATINUM_IV,0,15,13957
148,0,125,0,GOLD_I,1,17,17512,218,0,212,0,GOLD_I,19,15,13540,101,0,94,0,GOLD_I,100,17,16496,81,0,84,0,GOLD_I,44,15,14625,108,0,105,0,PLATINUM_IV,44,14,11494,63,0,63,0,GOLD_II,45,16,15073,91,0,81,0,GOLD_I,32,16,15048,42,0,35,0,GOLD_II,28,15,14633,256,0,261,0,GOLD_II,75,16,15408,34,0,39,0,GOLD_II,33,13,10475
44,0,28,0,GOLD_II,41,18,18804,13,0,5,0,SILVER_I,53,18,22091,331,0,317,0,GOLD_I,46,18,20896,112,0,100,0,GOLD_I,12,17,16965,46,0,13,0,GOLD_III,48,18,18384,26,0,21,0,GOLD_III,86,17,18036,22,0,17,0,GOLD_III,56,17,17545,386,0,360,0,GOLD_II,3,17,16695,95,0,99,0,GOLD_IV,0,16,16270,34,0,39,0,GOLD_II,33,13,10755
281,0,274,0,PLATINUM_IV,1,3,875,130,0,130,0,PLATINUM_III,0,3,877,361,0,367,0,GOLD_I,17,4,1181,230,0,226,0,GOLD_I,5,2,594,362,0,345,0,GOLD_II,60,2,624,78,0,75,0,GOLD_I,69,3,904,230,0,232,0,PLATINUM_IV,0,3,1133,201,0,194,0,GOLD_II,0,3,722,119,0,115,0,GOLD_I,17,1,0,34,0,39,0,GOLD_II,33,2,485
343,0,321,0,GOLD_I,0,18,21944,58,0,58,0,PLATINUM_IV,28,17,17216,173,0,151,0,GOLD_II,48,15,14532,181,0,190,0,GOLD_II,1,16,15216,135,0,135,0,GOLD_I,42,15,13541,167,0,173,0,GOLD_II,61,16,16239,31,0,33,0,GOLD_I,0,18,21751,195,0,193,0,GOLD_I,66,18,20042,90,0,97,0,GOLD_IV,47,17,17571,34,0,39,0,GOLD_II,33,16,16023
588,0,579,0,GOLD_I,52,9,5886,95,0,88,0,GOLD_II,45,8,4183,15,0,8,0,GOLD_II,7,10,6645,433,0,449,0,PLATINUM_III,96,9,5865,456,0,466,0,GOLD_IV,63,7,3402,190,0,176,0,GOLD_II,83,9,5345,120,0,122,0,GOLD_I,0,9,5636,334,0,326,0,PLATINUM_IV,0,7,4006,264,0,240,0,PLATINUM_IV,11,5,2332,34,0,39,0,GOLD_II,33,7,3213
340,0,341,0,PLATINUM_IV,38,13,11057,55,0,53,0,GOLD_II,47,12,9760,83,0,60,0,GOLD_II,51,13,10976,355,0,295,0,GOLD_II,29,14,12433,64,0,81,0,PLATINUM_IV,13,12,9898,81,0,80,0,GOLD_II,19,16,15360,464,0,482,0,PLATINUM_IV,68,16,15470,54,0,45,0,PLATINUM_III,11,17,16702,179,0,175,0,PLATINUM_IV,79,14,11784,163,0,164,0,PLATINUM_IV,26,15,13318
201,0,204,0,PLATINUM_IV,0,14,12241,181,0,190,0,PLATINUM_IV,44,12,9715,83,0,60,0,GOLD_II,51,14,11704,37,0,32,0,GOLD_II,49,12,8888,103,0,104,0,PLATINUM_IV,0,10,6518,38,0,28,0,GOLD_I,44,15,13449,44,0,48,0,GOLD_IV,45,15,13265,17,0,9,0,GOLD_I,100,15,13503,268,0,232,0,GOLD_I,100,14,12712,212,0,195,0,PLATINUM_IV,0,12,9501
237,0,221,0,PLATINUM_IV,18,14,12625,24,0,34,0,PLATINUM_III,70,14,12419,83,0,60,0,GOLD_II,51,12,8762,80,0,97,0,GOLD_IV,12,13,11334,227,0,209,0,GOLD_III,0,13,11107,27,0,37,0,GOLD_II,26,14,12139,16,0,10,0,GOLD_II,44,13,10601,29,0,18,0,GOLD_IV,47,13,10113,93,0,89,0,GOLD_III,68,12,8962,67,0,76,0,GOLD_II,58,11,8505
555,0,512,0,GOLD_I,29,11,7549,367,0,329,0,PLATINUM_IV,15,9,5311,83,0,60,0,GOLD_II,51,9,5649,206,0,188,0,PLATINUM_IV,0,8,4536,54,0,56,0,GOLD_II,10,6,3118,38,0,45,0,GOLD_II,72,8,4764,239,0,232,0,PLATINUM_IV,0,6,2646,208,0,216,0,GOLD_I,1,8,4973,96,0,86,0,GOLD_I,20,7,4014,91,0,92,0,GOLD_II,38,7,3311
