ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
362,0,344,0,MASTER_I,193,15,13209,81,0,82,0,DIAMOND_I,6,15,13927,24,0,16,0,DIAMOND_II,90,16,15332,19,0,24,0,DIAMOND_II,43,15,13945,98,0,96,0,DIAMOND_I,79,13,10785,207,0,196,0,DIAMOND_II,56,14,12229,63,0,40,0,DIAMOND_III,25,15,14619,58,0,40,0,DIAMOND_I,21,16,15076,86,0,87,0,DIAMOND_I,75,14,12477,392,0,361,0,MASTER_I,144,13,10239
391,0,387,0,DIAMOND_I,40,15,13730,81,0,82,0,DIAMOND_I,6,14,11762,302,0,312,0,MASTER_I,16,14,11803,164,0,168,0,DIAMOND_I,77,14,11493,482,0,420,0,MASTER_I,231,11,7943,109,0,83,0,MASTER_I,59,16,15953,313,0,287,0,DIAMOND_I,26,15,14278,275,0,271,0,MASTER_I,31,16,15151,717,0,725,0,MASTER_I,107,15,13458,98,0,96,0,DIAMOND_I,79,13,11433
464,0,450,0,MASTER_I,263,16,15974,81,0,82,0,DIAMOND_I,6,16,15457,67,0,41,0,DIAMOND_I,24,14,11647,258,0,258,0,MASTER_I,154,14,11864,745,0,720,0,MASTER_I,328,13,10640,554,0,547,0,MASTER_I,62,16,16178,229,0,204,0,MASTER_I,380,15,14583,354,0,333,0,MASTER_I,176,17,17876,577,0,567,0,MASTER_I,223,16,15947,162,0,156,0,DIAMOND_I,75,14,12475
348,0,288,0,DIAMOND_I,75,18,19281,81,0,82,0,DIAMOND_I,6,18,19359,554,0,547,0,MASTER_I,62,18,21168,155,0,156,0,MASTER_I,98,18,21154,746,0,757,0,DIAMOND_III,65,16,15726,80,0,77,0,DIAMOND_II,64,18,24927,165,0,159,0,DIAMOND_II,23,18,22579,432,0,391,0,MASTER_I,105,18,22064,25,0,33,0,DIAMOND_IV,59,18,21866,504,0,516,0,DIAMOND_II,85,17,17222
439,0,447,0,DIAMOND_I,83,14,12759,88,0,84,0,DIAMOND_I,33,14,11945,511,0,508,0,DIAMOND_III,75,14,11665,413,0,397,0,DIAMOND_I,59,13,11027,1056,0,1032,0,DIAMOND_II,75,11,8574,316,0,307,0,DIAMOND_I,30,14,13002,744,0,711,0,DIAMOND_I,38,14,12099,301,0,287,0,DIAMOND_I,75,15,14396,125,0,131,0,DIAMOND_I,27,16,15457,62,0,36,0,DIAMOND_III,37,15,14531
71,0,47,0,DIAMOND_IV,60,16,15179,88,0,84,0,DIAMOND_I,33,15,13201,338,0,330,0,DIAMOND_I,10,16,14785,82,0,68,0,DIAMOND_I,1,12,9522,80,0,54,0,DIAMOND_II,73,12,9573,180,0,140,0,DIAMOND_II,71,13,10479,181,0,197,0,DIAMOND_II,55,13,10043,333,0,370,0,DIAMOND_III,25,13,10072,11,0,17,0,PLATINUM_I,57,11,8248,269,0,284,0,DIAMOND_I,3,10,6622
110,0,91,0,DIAMOND_I,100,12,9431,88,0,84,0,DIAMOND_I,33,13,10708,154,0,152,0,DIAMOND_I,28,13,10706,313,0,316,0,DIAMOND_II,62,11,7734,166,0,155,0,DIAMOND_I,38,10,6678,102,0,90,0,DIAMOND_I,100,11,7634,330,0,267,0,DIAMOND_II,58,10,7253,384,0,348,0,DIAMOND_II,31,11,7679,430,0,397,0,DIAMOND_II,48,9,5769,399,0,359,0,DIAMOND_I,17,9,5190
422,0,400,0,DIAMOND_II,23,14,11703,88,0,84,0,DIAMOND_I,33,13,10617,96,0,87,0,DIAMOND_II,39,13,10622,138,0,124,0,DIAMOND_III,76,12,9550,159,0,129,0,DIAMOND_II,90,12,9908,309,0,290,0,DIAMOND_III,75,12,9779,18,0,28,0,PLATINUM_I,81,12,8661,195,0,204,0,DIAMOND_II,0,13,10882,92,0,79,0,DIAMOND_IV,11,11,7402,151,0,146,0,DIAMOND_II,94,10,7077
616,0,596,0,DIAMOND_I,84,17,18229,88,0,84,0,DIAMOND_I,33,14,11702,357,0,330,0,DIAMOND_II,91,14,12641,919,0,922,0,DIAMOND_I,46,13,10412,185,0,177,0,DIAMOND_II,66,11,7620,409,0,373,0,DIAMOND_I,50,14,11666,115,0,99,0,DIAMOND_I,18,15,14396,109,0,80,0,DIAMOND_I,100,15,14199,110,0,127,0,DIAMOND_I,4,14,11645,320,0,325,0,DIAMOND_I,65,13,10777
337,0,338,0,MASTER_I,0,17,17147,512,0,500,0,DIAMOND_I,55,16,15914,457,0,457,0,DIAMOND_I,49,15,14209,117,0,116,0,DIAMOND_II,70,16,15356,97,0,83,0,DIAMOND_I,6,13,11003,549,0,550,0,DIAMOND_I,53,17,18312,67,0,82,0,PLATINUM_I,91,18,19420,59,0,34,0,DIAMOND_II,65,18,18992,304,0,301,0,MASTER_I,164,17,17913,103,0,72,0,DIAMOND_I,100,14,11603
166,0,170,0,DIAMOND_II,77,15,13816,567,0,571,0,DIAMOND_II,75,15,13365,457,0,457,0,DIAMOND_I,49,15,13567,129,0,101,0,DIAMOND_I,17,13,11070,339,0,318,0,DIAMOND_I,32,12,9449,74,0,55,0,DIAMOND_I,50,17,17161,110,0,116,0,DIAMOND_II,31,15,13052,218,0,162,0,DIAMOND_I,100,14,12826,176,0,169,0,DIAMOND_I,9,14,12138,547,0,524,0,DIAMOND_I,75,13,11155
17,0,20,0,PLATINUM_I,51,13,10176,567,0,571,0,DIAMOND_II,75,11,8150,457,0,457,0,DIAMOND_I,49,10,7202,331,0,277,0,DIAMOND_I,14,12,9289,48,0,25,0,DIAMOND_IV,51,13,10235,293,0,285,0,DIAMOND_I,59,13,11400,132,0,132,0,DIAMOND_I,50,14,12725,327,0,313,0,DIAMOND_I,59,14,11663,272,0,245,0,MASTER_I,1,13,11263,256,0,240,0,MASTER_I,27,12,9341
274,0,274,0,MASTER_I,62,16,15649,169,0,115,0,DIAMOND_I,100,17,16810,457,0,457,0,DIAMOND_I,49,16,15401,484,0,456,0,DIAMOND_I,33,15,14273,1119,0,1093,0,DIAMOND_I,63,13,10181,331,0,277,0,DIAMOND_I,14,15,13830,327,0,313,0,DIAMOND_I,59,13,11300,272,0,245,0,MASTER_I,1,16,14939,24,0,34,0,DIAMOND_IV,0,13,10994,256,0,240,0,MASTER_I,27,12,9800
295,0,256,0,DIAMOND_I,87,18,19232,126,0,123,0,DIAMOND_I,100,16,14874,457,0,457,0,DIAMOND_I,49,18,22622,134,0,100,0,DIAMOND_I,1,18,19038,144,0,128,0,DIAMOND_I,89,16,15912,293,0,285,0,DIAMOND_I,59,18,21019,307,0,308,0,DIAMOND_II,80,18,19873,304,0,294,0,DIAMOND_III,47,18,20152,167,0,158,0,MASTER_I,14,17,17969,59,0,47,0,DIAMOND_IV,75,14,11963
29,0,28,0,GOLD_I,90,15,13710,95,0,71,0,PLATINUM_I,51,17,16989,156,0,165,0,PLATINUM_IV,0,14,12275,8,0,8,0,SILVER_III,68,16,14889,8,0,8,0,SILVER_III,68,13,11373,112,0,100,0,GOLD_II,0,17,17450,84,0,74,0,DIAMOND_I,37,17,16511,139,0,136,0,PLATINUM_III,1,14,11560,97,0,87,0,SILVER_I,45,16,14863,169,0,146,0,PLATINUM_IV,1,14,11564
240,0,218,0,DIAMOND_I,78,12,9310,196,0,169,0,DIAMOND_I,51,10,6745,803,0,796,0,DIAMOND_I,14,11,8387,220,0,227,0,DIAMOND_I,37,9,5824,603,0,559,0,DIAMOND_II,59,9,5605,402,0,412,0,MASTER_I,72,14,11564,187,0,162,0,DIAMOND_I,19,11,7950,292,0,246,0,MASTER_I,53,11,7554,244,0,222,0,DIAMOND_I,79,12,8913,220,0,215,0,MASTER_I,3,11,7316
29,0,20,0,DIAMOND_I,1,13,10075,329,0,307,0,DIAMOND_I,46,13,10084,18,0,18,0,DIAMOND_II,25,13,11205,220,0,227,0,DIAMOND_I,37,13,11087,300,0,278,0,MASTER_I,113,11,7380,171,0,173,0,DIAMOND_I,22,16,14862,214,0,181,0,MASTER_I,86,13,10438,51,0,25,0,DIAMOND_I,100,15,13277,147,0,133,0,DIAMOND_I,100,13,10913,77,0,48,0,DIAMOND_I,100,13,10064
209,0,182,0,MASTER_I,36,18,19196,224,0,218,0,MASTER_I,101,18,20291,259,0,225,0,MASTER_I,21,18,24053,220,0,227,0,DIAMOND_I,37,17,18250,46,0,46,0,DIAMOND_I,5,16,16234,633,0,645,0,DIAMOND_I,100,18,21410,88,0,52,0,MASTER_I,1,18,21414,157,0,123,0,DIAMOND_I,48,18,18899,106,0,71,0,DIAMOND_I,20,17,18331,337,0,332,0,MASTER_I,1,16,15515
37,0,32,0,DIAMOND_IV,74,15,13474,116,0,122,0,DIAMOND_II,54,14,12288,88,0,82,0,MASTER_I,1,15,13661,220,0,227,0,DIAMOND_I,37,14,11625,259,0,255,0,MASTER_I,67,12,8951,110,0,117,0,DIAMOND_I,6,14,11987,18,0,6,0,PLATINUM_II,72,16,16228,18,0,4,0,PLATINUM_II,1,13,11095,33,0,29,0,DIAMOND_III,62,16,16155,167,0,152,0,MASTER_I,83,14,12418
244,0,225,0,DIAMOND_I,100,15,13723,227,0,224,0,DIAMOND_I,0,16,15690,141,0,143,0,DIAMOND_I,70,15,14296,220,0,227,0,DIAMOND_I,37,14,12148,427,0,400,0,MASTER_I,1,14,12072,385,0,367,0,DIAMOND_I,49,15,13209,132,0,103,0,DIAMOND_III,57,13,10008,60,0,56,0,DIAMOND_I,11,13,10902,97,0,99,0,DIAMOND_II,63,13,10672,161,0,152,0,DIAMOND_II,40,11,8219
59,0,53,0,MASTER_I,0,18,21659,182,0,139,0,MASTER_I,75,18,22129,380,0,377,0,MASTER_I,60,18,22727,48,0,41,0,DIAMOND_I,73,18,22930,120,0,74,0,MASTER_I,50,18,19211,258,0,252,0,MASTER_I,220,18,25885,80,0,48,0,MASTER_I,351,18,27163,239,0,232,0,MASTER_I,211,18,26266,86,0,47,0,DIAMOND_I,72,18,21673,109,0,53,0,DIAMOND_I,98,18,18599
336,0,338,0,MASTER_I,153,18,20582,288,0,253,0,MASTER_I,37,17,18019,296,0,289,0,MASTER_I,75,18,19754,272,0,232,0,DIAMOND_I,75,16,15392,191,0,164,0,MASTER_I,351,15,13906,296,0,293,0,MASTER_I,218,18,21868,826,0,796,0,GRANDMASTER_I,543,18,25897,120,0,74,0,MASTER_I,50,18,18669,86,0,47,0,DIAMOND_I,72,18,22930,465,0,448,0,MASTER_I,123,18,20757
574,0,560,0,DIAMOND_I,60,14,12503,177,0,171,0,DIAMOND_I,21,14,12993,382,0,347,0,MASTER_I,32,16,15943,215,0,182,0,DIAMOND_I,100,14,12209,152,0,137,0,DIAMOND_I,15,13,10827,180,0,133,0,DIAMOND_I,47,14,11509,91,0,76,0,DIAMOND_I,15,13,11072,246,0,208,0,MASTER_I,29,13,10438,314,0,318,0,DIAMOND_I,48,13,10246,692,0,720,0,DIAMOND_II,12,12,8609
79,0,71,0,DIAMOND_II,28,16,14836,69,0,43,0,MASTER_I,1,15,13431,95,0,106,0,DIAMOND_I,17,15,13857,72,0,52,0,DIAMOND_I,100,14,12045,608,0,578,0,DIAMOND_I,0,12,9853,439,0,447,0,DIAMOND_I,83,14,12678,79,0,58,0,DIAMOND_II,61,13,11193,177,0,169,0,DIAMOND_I,35,13,11107,314,0,318,0,DIAMOND_I,48,13,10239,402,0,369,0,DIAMOND_II,27,11,7739
380,0,377,0,MASTER_I,60,17,17819,39,0,17,0,DIAMOND_II,1,16,16303,37,0,36,0,DIAMOND_II,21,17,17227,327,0,317,0,MASTER_I,22,15,14238,39,0,17,0,DIAMOND_II,1,14,11716,188,0,164,0,DIAMOND_I,53,17,17098,219,0,200,0,MASTER_I,11,15,14619,93,0,72,0,DIAMOND_I,100,15,14445,314,0,318,0,DIAMOND_I,48,15,13109,23,0,17,0,DIAMOND_I,38,13,10709
122,0,93,0,DIAMOND_I,7,10,7148,238,0,214,0,DIAMOND_I,38,9,5040,526,0,535,0,DIAMOND_I,86,10,6824,215,0,234,0,DIAMOND_IV,94,9,5084,225,0,214,0,DIAMOND_I,24,8,4129,171,0,147,0,DIAMOND_I,46,12,9154,532,0,529,0,MASTER_I,121,10,6727,166,0,132,0,DIAMOND_I,3,10,6685,314,0,318,0,DIAMOND_I,48,11,7667,129,0,115,0,DIAMOND_I,0,9,5237
62,0,35,0,DIAMOND_I,100,18,22774,43,0,18,0,DIAMOND_IV,1,17,18283,57,0,47,0,MASTER_I,1,18,20387,282,0,300,0,DIAMOND_I,23,18,19967,339,0,298,0,DIAMOND_II,12,15,13858,314,0,287,0,DIAMOND_II,0,18,20305,345,0,317,0,MASTER_I,0,17,18036,121,0,125,0,DIAMOND_I,82,18,20109,314,0,318,0,DIAMOND_I,48,17,16951,241,0,219,0,DIAMOND_I,16,16,15488
133,0,121,0,MASTER_I,27,12,8777,50,0,44,0,DIAMOND_I,28,12,9482,188,0,189,0,DIAMOND_I,100,11,8412,168,0,171,0,MASTER_I,131,11,8027,144,0,144,0,MASTER_I,153,10,6141,72,0,44,0,MASTER_I,0,11,8449,191,0,189,0,MASTER_I,176,10,6715,78,0,86,0,DIAMOND_I,29,11,7398,52,0,37,0,DIAMOND_I,20,10,6414,29,0,23,0,DIAMOND_I,23,8,4633
160,0,155,0,DIAMOND_I,30,16,14956,210,0,216,0,DIAMOND_I,100,14,11488,312,0,269,0,MASTER_I,100,16,15790,118,0,86,0,MASTER_I,148,14,11721,483,0,464,0,DIAMOND_I,68,13,10084,299,0,282,0,MASTER_I,118,18,19482,300,0,279,0,MASTER_I,70,16,15377,56,0,59,0,DIAMOND_I,3,17,16926,292,0,299,0,MASTER_I,0,18,18473,289,0,279,0,MASTER_I,17,14,12652
160,0,155,0,DIAMOND_I,30,17,16499,155,0,150,0,DIAMOND_I,75,17,16787,314,0,285,0,MASTER_I,98,17,17654,134,0,119,0,MASTER_I,29,16,15035,474,0,485,0,DIAMOND_I,24,14,12231,299,0,282,0,MASTER_I,118,18,19343,342,0,325,0,MASTER_I,112,18,20442,515,0,446,0,MASTER_I,26,18,20922,152,0,119,0,MASTER_I,34,17,16908,249,0,248,0,MASTER_I,129,16,15515
160,0,155,0,DIAMOND_I,30,17,17971,124,0,111,0,DIAMOND_II,39,18,20557,142,0,145,0,MASTER_I,35,16,15963,591,0,549,0,DIAMOND_I,0,15,14520,338,0,317,0,MASTER_I,72,15,13394,85,0,56,0,DIAMOND_II,72,16,16169,49,0,17,0,PLATINUM_I,100,17,17850,27,0,9,0,PLATINUM_II,1,17,18351,606,0,593,0,DIAMOND_I,96,17,17886,312,0,297,0,MASTER_I,28,17,16889
160,0,155,0,DIAMOND_I,30,15,13245,111,0,96,0,MASTER_I,35,14,12390,515,0,446,0,MASTER_I,26,14,13007,167,0,137,0,MASTER_I,1,14,11613,111,0,117,0,DIAMOND_I,39,11,8567,85,0,56,0,DIAMOND_II,72,13,9960,318,0,290,0,DIAMOND_I,64,11,8485,61,0,59,0,DIAMOND_I,57,13,10812,345,0,329,0,DIAMOND_I,30,11,8174,836,0,845,0,DIAMOND_I,62,9,6000
621,0,600,0,DIAMOND_I,100,15,13624,497,0,476,0,DIAMOND_I,99,12,9844,396,0,392,0,DIAMOND_II,72,11,8335,35,0,27,0,DIAMOND_I,84,11,7530,92,0,89,0,DIAMOND_I,85,10,7174,153,0,121,0,MASTER_I,11,12,8659,278,0,274,0,DIAMOND_I,5,10,6995,345,0,313,0,DIAMOND_I,27,13,10748,267,0,263,0,MASTER_I,32,10,6860,82,0,80,0,DIAMOND_I,84,10,6730
621,0,600,0,DIAMOND_I,100,14,12804,497,0,476,0,DIAMOND_I,99,13,10875,321,0,296,0,DIAMOND_I,28,13,11393,574,0,553,0,MASTER_I,62,14,12157,345,0,313,0,DIAMOND_I,27,12,9199,175,0,167,0,DIAMOND_I,64,17,16888,178,0,185,0,DIAMOND_I,100,15,13506,353,0,324,0,MASTER_I,17,15,13836,566,0,520,0,DIAMOND_I,75,15,13117,197,0,181,0,DIAMOND_I,66,12,9867
621,0,600,0,DIAMOND_I,100,18,20588,497,0,476,0,DIAMOND_I,99,17,17831,258,0,237,0,DIAMOND_I,100,18,23783,78,0,70,0,DIAMOND_I,3,18,21210,133,0,130,0,DIAMOND_I,46,18,20291,36,0,50,0,DIAMOND_III,96,17,17303,93,0,80,0,DIAMOND_II,20,18,21501,43,0,44,0,DIAMOND_I,33,18,22268,189,0,174,0,DIAMOND_I,30,18,19434,92,0,89,0,DIAMOND_I,85,16,15798
621,0,600,0,DIAMOND_I,100,18,22403,497,0,476,0,DIAMOND_I,99,17,16992,258,0,237,0,DIAMOND_I,100,18,21966,424,0,408,0,MASTER_I,73,18,20460,349,0,340,0,MASTER_I,1,17,16863,339,0,321,0,DIAMOND_I,76,16,15442,328,0,332,0,DIAMOND_I,40,17,18029,474,0,485,0,DIAMOND_I,24,17,17317,143,0,136,0,DIAMOND_I,40,17,18143,41,0,30,0,DIAMOND_III,93,16,15248
621,0,600,0,DIAMOND_I,100,15,14553,497,0,476,0,DIAMOND_I,99,14,12955,457,0,460,0,DIAMOND_I,0,14,11527,382,0,396,0,DIAMOND_I,76,15,13723,178,0,170,0,MASTER_I,49,12,9151,162,0,143,0,DIAMOND_III,73,16,15602,122,0,92,0,DIAMOND_II,99,16,15428,161,0,138,0,MASTER_I,53,17,17913,316,0,299,0,MASTER_I,68,15,14192,212,0,167,0,MASTER_I,55,13,10298
38,0,38,0,DIAMOND_III,27,15,13922,606,0,574,0,DIAMOND_III,40,16,15817,75,0,61,0,DIAMOND_IV,0,15,13355,497,0,513,0,DIAMOND_II,7,15,14677,88,0,85,0,DIAMOND_II,5,14,12307,320,0,294,0,DIAMOND_I,1,17,17476,136,0,130,0,DIAMOND_I,4,18,22665,335,0,320,0,DIAMOND_IV,16,17,18185,201,0,162,0,DIAMOND_II,17,16,15601,252,0,252,0,DIAMOND_IV,56,15,14164
717,0,724,0,DIAMOND_III,32,10,6979,29,0,15,0,PLATINUM_IV,0,9,5189,63,0,55,0,PLATINUM_I,85,9,5986,65,0,51,0,DIAMOND_IV,95,8,4847,73,0,59,0,PLATINUM_II,16,7,3531,320,0,294,0,DIAMOND_I,1,11,7495,255,0,244,0,DIAMOND_III,47,10,6821,255,0,244,0,DIAMOND_III,47,11,7499,124,0,127,0,DIAMOND_IV,7,11,7415,47,0,48,0,PLATINUM_I,100,9,5886
393,0,344,0,DIAMOND_I,34,14,12566,1757,0,1727,0,DIAMOND_II,61,14,12253,457,0,460,0,DIAMOND_I,0,15,13990,180,0,128,0,DIAMOND_II,36,13,10806,468,0,394,0,DIAMOND_II,19,11,8546,320,0,294,0,DIAMOND_I,1,16,15147,104,0,105,0,DIAMOND_II,94,16,15278,332,0,293,0,DIAMOND_II,16,15,14315,476,0,452,0,DIAMOND_I,80,14,12879,90,0,92,0,DIAMOND_II,48,14,11883
349,0,290,0,DIAMOND_III,76,15,14211,501,0,500,0,DIAMOND_III,43,13,10988,483,0,481,0,DIAMOND_II,61,14,11740,148,0,173,0,DIAMOND_III,45,14,12362,286,0,218,0,DIAMOND_I,58,12,9404,320,0,294,0,DIAMOND_I,1,16,15786,104,0,105,0,DIAMOND_II,94,16,14875,81,0,68,0,DIAMOND_III,20,15,13452,437,0,426,0,DIAMOND_II,15,15,14526,443,0,402,0,MASTER_I,181,13,11205
952,0,949,0,DIAMOND_I,16,15,14683,97,0,83,0,DIAMOND_II,14,9,5046,579,0,558,0,MASTER_I,87,13,11230,142,0,148,0,DIAMOND_IV,46,11,8067,64,0,45,0,DIAMOND_II,7,10,6858,320,0,294,0,DIAMOND_I,1,15,13226,119,0,115,0,MASTER_I,52,13,11058,191,0,196,0,MASTER_I,7,13,10581,89,0,97,0,DIAMOND_I,75,13,10638,389,0,391,0,DIAMOND_III,42,11,8253
240,0,257,0,DIAMOND_II,30,17,16487,766,0,757,0,DIAMOND_I,49,16,16287,103,0,97,0,DIAMOND_II,61,18,21762,88,0,58,0,DIAMOND_I,60,17,16518,99,0,90,0,DIAMOND_II,94,15,14161,125,0,127,0,DIAMOND_I,17,16,15293,152,0,119,0,DIAMOND_II,48,18,20425,308,0,286,0,DIAMOND_II,58,17,18087,289,0,272,0,DIAMOND_I,19,15,13977,128,0,116,0,DIAMOND_I,16,15,13379
146,0,108,0,DIAMOND_II,57,16,14969,43,0,21,0,DIAMOND_IV,1,15,14509,233,0,213,0,DIAMOND_I,63,16,14774,430,0,416,0,DIAMOND_III,71,15,13668,415,0,354,0,DIAMOND_II,29,13,10161,125,0,127,0,DIAMOND_I,17,12,8647,251,0,220,0,DIAMOND_III,74,14,12889,172,0,141,0,DIAMOND_II,97,13,10148,417,0,429,0,DIAMOND_II,15,13,11279,95,0,79,0,DIAMOND_III,30,11,7794
109,0,83,0,DIAMOND_IV,96,10,7044,180,0,204,0,DIAMOND_II,79,12,8957,441,0,414,0,DIAMOND_II,21,10,7242,111,0,98,0,DIAMOND_II,35,10,7081,253,0,232,0,DIAMOND_II,33,9,5648,241,0,199,0,DIAMOND_I,0,9,6008,95,0,84,0,DIAMOND_II,37,8,4897,581,0,550,0,DIAMOND_II,48,9,6002,811,0,804,0,DIAMOND_II,0,8,4551,257,0,243,0,DIAMOND_II,0,7,3316
287,0,254,0,DIAMOND_II,36,17,18090,172,0,161,0,DIAMOND_II,30,15,13453,184,0,164,0,DIAMOND_II,90,15,14174,316,0,292,0,DIAMOND_I,19,17,17331,129,0,124,0,DIAMOND_I,22,14,11665,241,0,199,0,DIAMOND_I,0,17,17039,204,0,180,0,DIAMOND_I,100,17,17379,110,0,95,0,DIAMOND_I,69,18,18380,299,0,286,0,DIAMOND_II,63,16,15725,73,0,71,0,DIAMOND_I,20,15,13047
172,0,161,0,DIAMOND_II,30,16,15444,204,0,180,0,DIAMOND_I,100,14,11509,110,0,95,0,DIAMOND_I,69,15,14390,748,0,761,0,DIAMOND_I,34,14,12896,844,0,734,0,DIAMOND_I,45,13,10308,241,0,199,0,DIAMOND_I,0,14,12444,152,0,119,0,DIAMOND_II,48,13,10650,399,0,372,0,DIAMOND_II,33,13,10435,316,0,292,0,DIAMOND_I,19,12,9014,165,0,162,0,DIAMOND_II,75,11,7810
99,0,117,0,DIAMOND_II,75,16,15011,179,0,163,0,DIAMOND_I,23,14,12296,99,0,74,0,DIAMOND_II,43,15,13152,186,0,153,0,DIAMOND_I,0,14,11921,447,0,415,0,DIAMOND_I,0,11,7945,241,0,199,0,DIAMOND_I,0,17,17354,440,0,452,0,DIAMOND_I,20,16,16296,438,0,450,0,DIAMOND_I,48,17,16624,279,0,282,0,DIAMOND_II,2,14,12527,493,0,488,0,DIAMOND_I,68,14,11542
464,0,463,0,DIAMOND_III,75,14,12118,209,0,161,0,DIAMOND_I,100,13,10246,438,0,450,0,DIAMOND_I,48,14,11550,496,0,450,0,DIAMOND_I,59,13,9972,127,0,120,0,DIAMOND_I,65,10,6587,241,0,199,0,DIAMOND_I,0,12,8732,91,0,92,0,DIAMOND_II,11,11,8344,211,0,225,0,DIAMOND_I,24,12,9637,265,0,222,0,DIAMOND_I,23,10,6172,375,0,360,0,DIAMOND_I,5,9,5733
34,0,19,0,PLATINUM_I,100,11,8043,136,0,106,0,DIAMOND_I,23,11,7828,278,0,274,0,MASTER_I,79,10,6926,188,0,166,0,MASTER_I,102,10,6280,24,0,25,0,DIAMOND_IV,30,9,5394,83,0,84,0,DIAMOND_I,0,10,6791,749,0,713,0,DIAMOND_I,80,9,5056,211,0,178,0,MASTER_I,267,9,5635,361,0,333,0,DIAMOND_II,0,8,4841,21,0,21,0,DIAMOND_II,0,8,4984
323,0,302,0,DIAMOND_I,3,12,8768,136,0,106,0,DIAMOND_I,23,11,8422,440,0,337,0,DIAMOND_I,54,13,10870,236,0,204,0,DIAMOND_II,64,10,7285,235,0,225,0,DIAMOND_II,78,8,5017,249,0,201,0,MASTER_I,78,14,11550,277,0,252,0,MASTER_I,1,14,11532,185,0,167,0,DIAMOND_II,19,12,9775,306,0,278,0,DIAMOND_II,60,12,9128,74,0,69,0,DIAMOND_I,15,10,7240
253,0,217,0,DIAMOND_I,87,18,20755,136,0,106,0,DIAMOND_I,23,18,22487,360,0,345,0,DIAMOND_III,60,18,19445,710,0,708,0,DIAMOND_III,54,16,15521,95,0,70,0,DIAMOND_II,74,16,15191,70,0,69,0,DIAMOND_I,77,18,19698,100,0,117,0,DIAMOND_III,16,18,18444,876,0,881,0,DIAMOND_II,29,18,20442,217,0,218,0,DIAMOND_III,43,18,20311,138,0,121,0,DIAMOND_II,23,17,18277
116,0,64,0,DIAMOND_II,34,15,13604,136,0,106,0,DIAMOND_I,23,14,12373,263,0,233,0,DIAMOND_III,92,13,11304,93,0,73,0,DIAMOND_I,4,15,14069,182,0,114,0,DIAMOND_II,72,13,11430,40,0,26,0,DIAMOND_IV,30,13,11394,337,0,345,0,DIAMOND_II,59,13,10071,414,0,413,0,MASTER_I,39,14,11654,29,0,16,0,PLATINUM_II,46,12,9097,36,0,18,0,PLATINUM_I,14,10,7088
80,0,81,0,DIAMOND_IV,40,14,12588,136,0,106,0,DIAMOND_I,23,14,12338,558,0,534,0,DIAMOND_III,31,15,14268,300,0,290,0,DIAMOND_II,30,13,11434,231,0,218,0,DIAMOND_III,62,13,10172,361,0,312,0,DIAMOND_II,66,16,15196,515,0,501,0,DIAMOND_I,92,15,13696,239,0,216,0,DIAMOND_I,38,14,12729,450,0,411,0,DIAMOND_II,24,15,13075,88,0,94,0,DIAMOND_III,18,13,10510
541,0,556,0,DIAMOND_I,9,15,13774,490,0,489,0,MASTER_I,16,15,13605,173,0,130,0,DIAMOND_I,0,13,10060,111,0,111,0,DIAMOND_II,30,14,12317,324,0,288,0,DIAMOND_I,30,12,9556,299,0,300,0,DIAMOND_I,100,16,16181,749,0,713,0,DIAMOND_I,80,14,12605,222,0,119,0,DIAMOND_I,100,16,14929,44,0,35,0,DIAMOND_I,7,16,15123,51,0,51,0,DIAMOND_I,62,14,12795
