ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
206,0,215,0,SILVER_I,16,13,11065,33,0,33,0,SILVER_II,0,15,13321,38,0,26,0,SILVER_II,34,15,13410,55,0,50,0,SILVER_III,42,12,8602,301,0,261,0,GOLD_IV,12,12,8598,94,0,65,0,SILVER_I,100,13,11337,11,0,17,0,SILVER_III,37,11,7764,87,0,80,0,SILVER_II,76,13,9961,3,0,8,0,BRONZE_I,36,11,8181,16,0,15,0,SILVER_III,71,10,6177
206,0,215,0,SILVER_I,16,15,13193,57,0,66,0,SILVER_II,75,13,10552,38,0,26,0,SILVER_II,34,14,11719,53,0,59,0,SILVER_II,66,13,10021,319,0,346,0,SILVER_II,75,12,8929,75,0,58,0,SILVER_I,91,15,13947,10,0,19,0,BRONZE_I,100,14,12363,20,0,25,0,SILVER_I,100,14,12355,14,0,4,0,SILVER_I,82,14,12144,349,0,325,0,SILVER_IV,0,13,11134
349,0,325,0,SILVER_IV,0,18,19362,349,0,325,0,SILVER_IV,0,17,17770,6,0,7,0,SILVER_III,39,17,17785,18,0,18,0,SILVER_I,42,17,17061,12,0,14,0,SILVER_IV,35,14,12816,12,0,14,0,SILVER_IV,35,16,15294,8,0,9,0,BRONZE_I,86,16,15357,2,0,9,0,SILVER_II,0,15,14601,9,0,7,0,SILVER_I,13,15,13142,19,0,11,0,GOLD_IV,22,15,13433
36,0,39,0,GOLD_IV,80,14,11646,36,0,39,0,GOLD_IV,80,13,10317,155,0,161,0,GOLD_II,43,13,11300,53,0,63,0,GOLD_III,22,13,10733,32,0,34,0,GOLD_IV,63,12,9907,61,0,51,0,GOLD_IV,62,13,10879,44,0,28,0,GOLD_II,80,11,8310,2,0,9,0,SILVER_II,0,12,8641,36,0,37,0,GOLD_IV,50,11,7933,25,0,21,0,GOLD_IV,5,11,7730
92,0,86,0,SILVER_II,48,18,20256,214,0,232,0,SILVER_III,73,18,20057,167,0,168,0,SILVER_III,40,18,18954,268,0,292,0,SILVER_III,75,16,14904,438,0,428,0,SILVER_III,75,16,15948,289,0,300,0,SILVER_II,74,18,20512,558,0,531,0,SILVER_II,33,16,15889,306,0,287,0,SILVER_I,2,18,19392,57,0,48,0,SILVER_II,25,17,18336,337,0,345,0,SILVER_II,67,16,15126
92,0,86,0,SILVER_II,48,18,21958,237,0,228,0,SILVER_I,0,18,19813,142,0,138,0,SILVER_I,10,17,17741,105,0,120,0,SILVER_I,15,17,17576,126,0,122,0,GOLD_III,7,16,16447,153,0,164,0,GOLD_IV,0,15,14679,156,0,140,0,SILVER_II,52,16,15106,105,0,105,0,SILVER_I,14,17,16827,414,0,424,0,SILVER_II,28,16,14778,158,0,164,0,SILVER_III,30,14,11614
92,0,86,0,SILVER_II,48,15,13246,160,0,150,0,SILVER_II,24,13,10685,30,0,45,0,SILVER_III,24,12,9759,36,0,44,0,SILVER_III,9,11,8427,73,0,72,0,GOLD_IV,28,11,7448,67,0,81,0,GOLD_IV,34,16,14949,85,0,78,0,SILVER_I,100,16,16121,187,0,201,0,SILVER_IV,32,14,12641,93,0,100,0,SILVER_III,28,13,10346,175,0,176,0,SILVER_I,33,11,8196
92,0,86,0,SILVER_II,48,14,11585,119,0,128,0,SILVER_I,100,16,15495,75,0,67,0,SILVER_II,16,13,10307,85,0,104,0,SILVER_III,38,14,11631,45,0,36,0,SILVER_II,1,13,10328,401,0,393,0,SILVER_III,60,16,14803,151,0,139,0,SILVER_II,45,15,13085,245,0,249,0,GOLD_IV,0,16,14860,180,0,207,0,SILVER_II,0,16,15430,223,0,213,0,SILVER_III,61,11,8254
9,0,20,0,BRONZE_III,17,15,13055,121,0,148,0,BRONZE_IV,76,13,10674,5,0,8,0,BRONZE_I,9,14,12838,313,0,332,0,BRONZE_II,27,14,12229,289,0,272,0,SILVER_IV,0,13,10271,231,0,239,0,BRONZE_I,14,16,16028,38,0,70,0,BRONZE_IV,28,14,11824,25,0,22,0,BRONZE_III,86,14,12430,13,0,23,0,SILVER_II,39,13,10117,29,0,28,0,BRONZE_I,100,13,10369
34,0,46,0,SILVER_IV,27,18,19183,21,0,33,0,SILVER_IV,80,17,18130,123,0,122,0,SILVER_II,11,16,15002,72,0,79,0,SILVER_III,39,16,15445,29,0,26,0,SILVER_IV,38,15,13384,43,0,51,0,BRONZE_II,42,17,16495,38,0,70,0,BRONZE_IV,28,15,14291,44,0,48,0,BRONZE_I,91,16,15728,13,0,23,0,SILVER_II,39,14,12559,20,0,14,0,BRONZE_I,100,16,14981
126,0,130,0,SILVER_III,75,17,16640,795,0,818,0,GOLD_IV,0,14,12507,342,0,350,0,GOLD_IV,0,14,12715,81,0,76,0,SILVER_II,1,14,12807,190,0,210,0,SILVER_III,12,13,10540,58,0,70,0,SILVER_III,70,13,10670,177,0,172,0,SILVER_III,76,15,13182,99,0,103,0,SILVER_I,7,14,12166,83,0,65,0,SILVER_II,75,14,12090,147,0,137,0,SILVER_I,69,13,11155
131,0,130,0,GOLD_IV,35,18,28478,133,0,124,0,GOLD_III,68,18,24231,97,0,94,0,GOLD_IV,0,18,25699,370,0,397,0,GOLD_IV,5,18,21121,322,0,299,0,GOLD_III,49,18,19261,132,0,183,0,SILVER_I,57,18,25774,60,0,65,0,SILVER_II,48,18,18520,29,0,43,0,SILVER_I,7,17,17909,83,0,65,0,SILVER_II,75,18,25244,225,0,243,0,SILVER_I,50,18,19480
177,0,154,0,SILVER_I,77,18,21330,100,0,96,0,GOLD_IV,6,17,17689,175,0,174,0,SILVER_III,93,18,19643,125,0,131,0,SILVER_II,26,18,20350,116,0,107,0,SILVER_I,51,16,16000,96,0,91,0,SILVER_II,44,18,23947,143,0,158,0,SILVER_II,17,18,19788,65,0,67,0,SILVER_II,40,17,16966,83,0,65,0,SILVER_II,75,17,18158,261,0,242,0,SILVER_III,33,15,13194
80,0,84,0,SILVER_II,23,15,13986,695,0,685,0,SILVER_II,15,15,13299,387,0,407,0,SILVER_III,80,17,17647,106,0,105,0,SILVER_II,8,15,13099,107,0,97,0,GOLD_IV,40,13,10205,56,0,57,0,SILVER_II,26,17,17518,102,0,84,0,SILVER_I,32,17,16693,108,0,126,0,GOLD_IV,12,18,18391,83,0,65,0,SILVER_II,75,16,16364,432,0,407,0,SILVER_III,53,15,13927
80,0,88,0,SILVER_II,27,13,10956,466,0,444,0,SILVER_II,48,11,7958,404,0,400,0,SILVER_I,0,13,10466,90,0,110,0,SILVER_II,95,11,8296,173,0,147,0,GOLD_III,18,11,7582,154,0,136,0,SILVER_II,75,14,11992,134,0,109,0,GOLD_IV,0,16,15222,49,0,49,0,SILVER_II,47,13,11401,83,0,65,0,SILVER_II,75,13,11229,133,0,154,0,SILVER_IV,0,11,8083
46,0,51,0,GOLD_III,69,17,17926,44,0,46,0,GOLD_IV,54,17,17275,69,0,60,0,GOLD_I,22,18,19053,3,0,7,0,SILVER_II,37,16,15000,105,0,110,0,GOLD_III,75,17,16664,18,0,32,0,SILVER_I,9,18,19094,44,0,59,0,GOLD_IV,87,18,18512,13,0,14,0,SILVER_I,8,18,20498,55,0,65,0,GOLD_II,33,17,18316,11,0,14,0,GOLD_IV,1,17,17267
44,0,46,0,GOLD_IV,54,13,10449,137,0,137,0,GOLD_IV,62,12,8793,77,0,87,0,GOLD_III,24,12,9278,3,0,7,0,SILVER_II,37,14,12494,6,0,10,0,SILVER_I,0,11,8155,76,0,76,0,PLATINUM_IV,42,16,16148,95,0,115,0,SILVER_II,68,13,10187,55,0,61,0,GOLD_III,0,13,10178,24,0,25,0,GOLD_IV,59,14,11920,112,0,104,0,PLATINUM_III,4,15,13385
44,0,46,0,GOLD_IV,54,2,633,75,0,74,0,GOLD_I,28,3,985,201,0,197,0,GOLD_III,69,1,0,3,0,7,0,SILVER_II,37,4,1175,50,0,67,0,GOLD_IV,0,3,785,266,0,300,0,GOLD_IV,51,3,965,125,0,93,0,PLATINUM_IV,0,3,900,26,0,30,0,SILVER_I,63,1,0,113,0,119,0,GOLD_II,29,2,564,113,0,119,0,GOLD_III,75,2,564
44,0,46,0,GOLD_IV,54,3,965,32,0,46,0,GOLD_IV,7,3,1003,64,0,75,0,GOLD_IV,16,2,609,3,0,7,0,SILVER_II,37,4,1302,42,0,39,0,GOLD_III,50,2,488,97,0,78,0,PLATINUM_IV,0,1,0,49,0,55,0,GOLD_IV,13,3,795,120,0,115,0,GOLD_I,0,3,752,113,0,119,0,GOLD_II,29,2,564,113,0,119,0,GOLD_III,75,2,564
19,0,20,0,SILVER_I,62,18,25876,11,0,1,0,SILVER_I,68,18,22127,37,0,40,0,GOLD_III,12,16,16055,3,0,7,0,SILVER_II,37,18,21355,83,0,74,0,GOLD_I,61,15,14298,72,0,42,0,PLATINUM_IV,30,17,18289,22,0,27,0,GOLD_IV,22,18,18926,325,0,303,0,GOLD_IV,91,17,17786,44,0,31,0,GOLD_I,49,18,19044,183,0,176,0,GOLD_II,52,16,15368
539,0,517,0,SILVER_III,47,15,14555,194,0,172,0,SILVER_III,72,14,12277,215,0,202,0,SILVER_II,9,13,10725,84,0,93,0,SILVER_III,70,13,10445,258,0,261,0,SILVER_IV,0,12,9094,69,0,53,0,SILVER_III,72,15,14005,58,0,42,0,SILVER_III,48,16,15414,52,0,73,0,SILVER_III,67,15,14326,311,0,273,0,SILVER_II,15,15,14475,25,0,18,0,SILVER_IV,1,14,12889
38,0,31,0,SILVER_IV,35,16,15647,188,0,171,0,SILVER_III,90,14,12486,162,0,173,0,SILVER_I,52,16,14875,439,0,453,0,SILVER_III,84,16,15254,180,0,191,0,SILVER_III,61,14,12642,84,0,90,0,SILVER_III,76,13,11387,36,0,44,0,SILVER_III,24,14,12098,23,0,23,0,SILVER_IV,0,15,13665,311,0,273,0,SILVER_II,15,15,13405,25,0,18,0,SILVER_IV,1,13,10623
324,0,306,0,SILVER_III,72,17,16862,78,0,84,0,SILVER_I,0,15,14536,6,0,4,0,BRONZE_IV,64,17,16746,231,0,240,0,BRONZE_III,47,15,13954,13,0,12,0,SILVER_I,42,14,12050,20,0,16,0,SILVER_IV,0,18,18449,39,0,42,0,SILVER_IV,73,16,16048,170,0,167,0,SILVER_I,13,16,16444,311,0,273,0,SILVER_II,15,18,18627,25,0,18,0,SILVER_IV,1,17,17083
14,0,22,0,SILVER_IV,26,10,6988,32,0,40,0,SILVER_IV,15,10,6676,11,0,13,0,SILVER_II,19,11,7439,40,0,36,0,BRONZE_III,95,10,7043,69,0,54,0,SILVER_III,15,9,6043,107,0,108,0,SILVER_II,1,13,11370,59,0,66,0,SILVER_III,40,10,7167,240,0,237,0,SILVER_II,3,13,10067,311,0,273,0,SILVER_II,15,10,6169,25,0,18,0,SILVER_IV,1,9,5903
208,0,198,0,SILVER_II,30,12,9209,103,0,125,0,SILVER_II,22,12,8864,27,0,24,0,SILVER_IV,39,12,9715,95,0,90,0,SILVER_III,64,11,7419,98,0,90,0,SILVER_III,90,10,7069,42,0,61,0,SILVER_III,61,14,12290,425,0,426,0,SILVER_II,40,14,11911,165,0,143,0,SILVER_II,6,14,12462,311,0,273,0,SILVER_II,15,13,10334,165,0,153,0,SILVER_II,37,12,8977
203,0,166,0,SILVER_II,31,15,13788,28,0,32,0,SILVER_II,43,14,11910,40,0,34,0,SILVER_I,8,15,13473,570,0,538,0,SILVER_I,10,16,15562,392,0,354,0,SILVER_II,23,14,12274,297,0,283,0,SILVER_III,61,14,12169,320,0,325,0,SILVER_II,12,14,11486,118,0,93,0,SILVER_II,28,14,12721,213,0,214,0,SILVER_I,13,14,12677,92,0,88,0,SILVER_II,34,14,11976
149,0,148,0,SILVER_III,20,14,12207,471,0,465,0,SILVER_III,89,12,9442,188,0,188,0,SILVER_III,55,13,10824,80,0,66,0,SILVER_II,0,13,10428,41,0,51,0,SILVER_III,72,12,9714,71,0,105,0,SILVER_I,73,15,13949,105,0,92,0,SILVER_II,70,14,11664,118,0,93,0,SILVER_II,28,15,14339,35,0,40,0,SILVER_III,73,14,12633,328,0,317,0,SILVER_II,32,13,10794
154,0,166,0,SILVER_III,22,18,21871,100,0,103,0,SILVER_III,21,17,16866,209,0,217,0,SILVER_II,21,18,19820,153,0,166,0,SILVER_IV,74,17,17141,343,0,344,0,SILVER_III,18,16,15459,411,0,432,0,SILVER_II,41,17,18113,123,0,119,0,SILVER_III,28,18,23352,118,0,93,0,SILVER_II,28,17,17348,106,0,165,0,SILVER_II,45,17,17032,128,0,127,0,SILVER_II,9,17,16497
339,0,307,0,SILVER_IV,34,18,21218,81,0,102,0,SILVER_IV,75,18,20073,410,0,420,0,SILVER_III,28,18,20171,135,0,130,0,SILVER_III,45,18,19605,238,0,223,0,SILVER_II,29,17,16751,100,0,122,0,SILVER_III,66,18,25531,47,0,40,0,SILVER_III,33,18,22819,118,0,93,0,SILVER_II,28,18,21576,508,0,487,0,SILVER_III,89,17,17929,77,0,91,0,SILVER_II,0,17,17516
186,0,194,0,SILVER_II,56,18,18661,547,0,546,0,SILVER_II,43,17,16652,183,0,182,0,SILVER_II,40,16,15252,176,0,175,0,SILVER_II,57,14,12187,193,0,191,0,SILVER_II,11,14,12325,271,0,264,0,SILVER_III,41,13,10796,107,0,109,0,GOLD_IV,28,14,11941,118,0,93,0,SILVER_II,28,14,11749,396,0,382,0,SILVER_II,0,15,13158,488,0,513,0,SILVER_III,46,13,10579
140,0,101,0,GOLD_I,24,15,14169,7,0,8,0,SILVER_II,0,15,13917,19,0,20,0,SILVER_I,0,15,13030,391,0,380,0,GOLD_III,42,15,14000,131,0,125,0,GOLD_IV,14,14,12482,254,0,248,0,SILVER_I,20,17,17711,37,0,38,0,SILVER_I,39,17,17022,157,0,155,0,GOLD_III,0,16,15699,389,0,387,0,SILVER_I,28,16,16245,508,0,493,0,GOLD_II,0,13,10762
80,0,59,0,GOLD_III,61,16,15578,7,0,8,0,SILVER_II,0,16,14933,28,0,25,0,SILVER_I,5,15,14218,60,0,52,0,GOLD_IV,55,13,11128,12,0,15,0,SILVER_III,60,13,10382,18,0,18,0,SILVER_II,26,13,10729,19,0,29,0,SILVER_II,19,13,11045,83,0,81,0,GOLD_IV,45,15,13166,1,0,10,0,SILVER_III,39,13,10806,88,0,86,0,GOLD_IV,45,11,7853
27,0,18,0,SILVER_III,75,17,17619,7,0,8,0,SILVER_II,0,18,21266,41,0,45,0,SILVER_IV,17,17,17702,42,0,46,0,GOLD_IV,75,17,17561,34,0,41,0,GOLD_IV,0,16,15516,29,0,30,0,SILVER_II,31,17,17719,17,0,19,0,SILVER_III,81,17,17236,135,0,130,0,GOLD_IV,1,16,15925,13,0,5,0,BRONZE_I,61,17,17562,8,0,13,0,BRONZE_I,68,13,11404
31,0,18,0,SILVER_I,63,15,14083,7,0,8,0,SILVER_II,0,17,17029,34,0,19,0,GOLD_II,0,16,15189,139,0,119,0,PLATINUM_IV,35,16,16230,13,0,15,0,SILVER_II,80,15,13750,44,0,40,0,GOLD_IV,0,16,16257,15,0,16,0,SILVER_II,1,15,13974,129,0,159,0,SILVER_II,88,15,13923,42,0,51,0,SILVER_IV,45,14,12894,12,0,14,0,SILVER_II,7,14,12744
131,0,135,0,GOLD_III,34,17,17247,7,0,8,0,SILVER_II,0,16,16178,30,0,44,0,SILVER_III,74,15,14039,30,0,44,0,SILVER_III,74,16,15691,129,0,124,0,GOLD_IV,0,13,10672,9,0,14,0,SILVER_IV,43,15,13953,10,0,9,0,SILVER_I,0,16,15498,10,0,9,0,SILVER_I,0,16,16305,158,0,140,0,GOLD_III,75,15,13499,131,0,116,0,SILVER_II,79,13,11280
16,0,24,0,SILVER_II,52,11,7712,159,0,161,0,GOLD_IV,75,12,8906,63,0,52,0,GOLD_I,14,11,8226,92,0,77,0,GOLD_IV,5,10,6624,221,0,217,0,GOLD_IV,73,9,5708,33,0,31,0,SILVER_I,22,13,10378,31,0,28,0,GOLD_IV,40,13,10120,274,0,263,0,SILVER_III,43,12,9753,157,0,140,0,GOLD_III,57,12,9506,28,0,22,0,GOLD_I,9,11,7599
16,0,24,0,SILVER_II,52,14,12585,8,0,15,0,BRONZE_I,68,15,13215,13,0,11,0,SILVER_I,12,15,14212,27,0,22,0,GOLD_IV,1,15,14393,43,0,23,0,GOLD_IV,28,13,11273,226,0,233,0,SILVER_II,32,15,14226,21,0,16,0,GOLD_I,9,15,14350,7,0,4,0,SILVER_III,0,18,19595,64,0,53,0,GOLD_I,23,16,15830,30,0,36,0,SILVER_I,15,12,9920
16,0,24,0,SILVER_II,52,18,22734,51,0,48,0,GOLD_III,4,17,17461,367,0,347,0,GOLD_II,31,17,16810,121,0,108,0,GOLD_III,1,17,18160,96,0,107,0,GOLD_IV,0,14,12849,191,0,144,0,GOLD_IV,90,18,20238,42,0,43,0,GOLD_IV,61,18,22197,84,0,86,0,GOLD_IV,20,18,21361,38,0,43,0,SILVER_II,89,17,18173,82,0,66,0,GOLD_IV,78,18,19388
16,0,24,0,SILVER_II,52,13,11223,111,0,128,0,GOLD_IV,31,13,11363,306,0,322,0,GOLD_IV,52,14,11462,97,0,98,0,SILVER_I,75,15,13630,456,0,437,0,GOLD_III,31,14,11670,624,0,626,0,GOLD_IV,6,15,13405,145,0,162,0,GOLD_III,47,17,16957,85,0,99,0,GOLD_IV,77,15,13629,146,0,136,0,GOLD_III,45,16,16210,288,0,286,0,GOLD_IV,7,14,11519
16,0,24,0,SILVER_II,52,15,13301,21,0,25,0,SILVER_II,68,13,10335,20,0,17,0,GOLD_IV,40,15,13620,17,0,16,0,GOLD_III,75,14,11884,17,0,16,0,GOLD_III,75,12,9084,147,0,141,0,GOLD_I,26,14,11513,77,0,109,0,GOLD_IV,19,12,8858,45,0,51,0,SILVER_II,64,13,10566,38,0,33,0,SILVER_I,67,11,7500,18,0,15,0,SILVER_I,51,11,7902
37,0,28,0,SILVER_III,79,18,22410,188,0,175,0,SILVER_II,37,17,18176,404,0,399,0,SILVER_II,63,18,18602,115,0,117,0,SILVER_II,0,16,15579,59,0,56,0,SILVER_II,31,16,15036,510,0,447,0,SILVER_II,9,18,21091,155,0,158,0,SILVER_II,5,16,15620,25,0,30,0,SILVER_III,78,18,18589,204,0,192,0,SILVER_III,75,16,15552,142,0,152,0,SILVER_III,48,15,14416
67,0,66,0,SILVER_I,16,14,12891,115,0,116,0,SILVER_III,92,15,14110,19,0,19,0,SILVER_II,45,14,12464,93,0,66,0,GOLD_III,68,13,11384,389,0,393,0,GOLD_IV,19,11,8559,510,0,447,0,SILVER_II,9,15,13021,851,0,849,0,GOLD_IV,26,13,11089,198,0,211,0,SILVER_II,71,13,10100,223,0,183,0,GOLD_IV,28,12,9027,138,0,134,0,GOLD_IV,80,11,7979
86,0,86,0,GOLD_IV,53,13,9975,485,0,470,0,SILVER_II,60,12,8887,250,0,253,0,GOLD_IV,11,14,12880,48,0,42,0,GOLD_IV,5,12,9039,35,0,53,0,SILVER_IV,44,11,8015,510,0,447,0,SILVER_II,9,15,13021,168,0,175,0,GOLD_IV,12,15,13468,55,0,62,0,SILVER_I,59,15,14463,223,0,183,0,GOLD_IV,28,14,11830,182,0,201,0,GOLD_IV,6,12,9707
10,0,9,0,SILVER_I,0,18,18656,222,0,221,0,SILVER_II,0,18,19386,25,0,16,0,SILVER_III,56,16,16360,33,0,37,0,BRONZE_I,59,15,14241,20,0,32,0,SILVER_IV,52,17,16850,29,0,29,0,SILVER_IV,96,17,17301,12,0,10,0,BRONZE_II,75,16,15192,45,0,52,0,SILVER_II,22,18,18778,22,0,20,0,SILVER_IV,32,15,14354,28,0,18,0,SILVER_II,29,16,15164
28,0,18,0,SILVER_II,29,18,23070,23,0,23,0,SILVER_III,75,18,19915,31,0,30,0,SILVER_III,17,17,17027,16,0,20,0,SILVER_I,9,18,20759,7,0,12,0,SILVER_IV,68,15,13952,16,0,20,0,SILVER_II,18,17,17332,7,0,7,0,BRONZE_I,70,17,17227,45,0,52,0,SILVER_II,22,17,17559,36,0,41,0,SILVER_III,24,18,19478,12,0,11,0,SILVER_IV,0,16,14966
27,0,38,0,SILVER_III,9,18,20072,66,0,58,0,SILVER_I,59,18,19380,59,0,72,0,SILVER_III,77,18,20780,7,0,7,0,SILVER_III,20,18,20286,39,0,34,0,SILVER_II,32,18,19115,146,0,148,0,SILVER_III,48,17,17136,12,0,10,0,BRONZE_II,75,17,17355,45,0,52,0,SILVER_II,22,15,14678,29,0,29,0,SILVER_II,50,17,16572,7,0,17,0,SILVER_IV,75,14,12849
42,0,43,0,GOLD_IV,59,16,15257,69,0,70,0,SILVER_II,0,15,13435,214,0,179,0,SILVER_II,98,18,19570,133,0,122,0,GOLD_III,28,14,12486,45,0,53,0,SILVER_I,13,14,12395,458,0,475,0,GOLD_III,14,15,14377,168,0,177,0,SILVER_II,46,14,12588,45,0,52,0,SILVER_II,22,14,12930,56,0,72,0,SILVER_II,12,16,14809,69,0,80,0,GOLD_IV,0,12,9874
93,0,92,0,GOLD_I,17,14,12732,31,0,23,0,GOLD_I,33,13,10349,276,0,269,0,PLATINUM_IV,53,14,11655,14,0,17,0,GOLD_IV,1,12,9625,58,0,65,0,GOLD_IV,75,11,7926,19,0,12,0,SILVER_II,28,12,8653,10,0,6,0,SILVER_II,55,10,7163,19,0,20,0,GOLD_II,9,12,9773,7,0,10,0,SILVER_I,100,11,8032,16,0,16,0,GOLD_IV,96,10,6642
61,0,78,0,GOLD_IV,46,17,17987,129,0,118,0,PLATINUM_III,80,16,15453,60,0,77,0,GOLD_IV,47,16,15414,31,0,29,0,GOLD_II,15,16,14803,94,0,104,0,GOLD_III,5,15,13212,6,0,7,0,SILVER_II,48,16,16207,10,0,6,0,SILVER_II,55,18,21554,34,0,33,0,SILVER_I,84,18,19172,52,0,47,0,GOLD_I,15,16,16175,81,0,76,0,PLATINUM_IV,14,15,13833
200,0,213,0,GOLD_III,0,18,24171,50,0,40,0,GOLD_II,85,17,18041,36,0,45,0,GOLD_IV,0,18,19336,49,0,40,0,GOLD_III,70,16,16257,11,0,20,0,SILVER_II,72,15,14021,51,0,42,0,GOLD_II,75,17,18343,10,0,6,0,SILVER_II,55,18,21443,37,0,27,0,GOLD_III,4,15,14479,50,0,43,0,GOLD_II,23,16,16430,18,0,15,0,SILVER_II,12,16,14707
8,0,11,0,GOLD_IV,0,16,15356,27,0,18,0,PLATINUM_IV,0,14,12325,8,0,7,0,GOLD_II,23,15,13366,61,0,69,0,GOLD_III,0,13,10986,127,0,93,0,PLATINUM_I,35,12,9643,30,0,27,0,GOLD_III,60,14,12177,10,0,6,0,SILVER_II,55,13,10602,26,0,32,0,SILVER_II,27,13,10667,29,0,16,0,GOLD_II,14,13,10450,8,0,4,0,SILVER_III,11,10,6358
306,0,303,0,SILVER_II,51,14,11950,26,0,26,0,SILVER_I,38,14,11805,312,0,317,0,GOLD_IV,55,15,13618,36,0,31,0,GOLD_III,84,13,10000,35,0,44,0,SILVER_I,16,11,7897,87,0,86,0,GOLD_IV,14,13,10407,89,0,101,0,GOLD_IV,27,10,7150,320,0,312,0,GOLD_IV,3,13,11433,201,0,182,0,GOLD_IV,38,12,9547,117,0,93,0,GOLD_IV,15,11,7824
306,0,303,0,SILVER_II,51,17,17133,153,0,151,0,GOLD_III,41,15,14699,97,0,95,0,GOLD_IV,49,16,15613,36,0,31,0,GOLD_III,84,17,16674,35,0,46,0,GOLD_IV,0,15,13217,213,0,204,0,GOLD_IV,69,17,16548,339,0,341,0,GOLD_III,68,18,19272,933,0,924,0,GOLD_III,0,18,19452,150,0,157,0,GOLD_IV,63,18,18711,127,0,125,0,GOLD_III,6,16,16119
306,0,303,0,SILVER_II,51,15,14420,300,0,284,0,GOLD_IV,63,14,12397,348,0,352,0,GOLD_IV,28,16,16003,65,0,72,0,SILVER_I,1,14,12952,96,0,101,0,GOLD_IV,0,12,9390,89,0,86,0,SILVER_I,11,17,16819,201,0,214,0,SILVER_I,29,17,17730,292,0,292,0,GOLD_IV,24,18,18533,334,0,319,0,GOLD_III,27,16,16256,334,0,320,0,SILVER_III,19,15,14216
306,0,303,0,SILVER_II,51,16,15701,300,0,284,0,GOLD_IV,63,15,13761,348,0,352,0,GOLD_IV,28,16,15848,149,0,145,0,GOLD_IV,55,16,14961,27,0,31,0,SILVER_II,90,13,10855,165,0,162,0,SILVER_I,69,15,14670,34,0,23,0,SILVER_I,14,14,12000,26,0,24,0,GOLD_IV,38,14,12466,24,0,25,0,SILVER_II,42,13,10745,35,0,31,0,SILVER_IV,48,14,11839
306,0,303,0,SILVER_II,51,15,14059,300,0,284,0,GOLD_IV,63,13,10062,78,0,71,0,GOLD_IV,29,13,10652,121,0,131,0,GOLD_IV,26,13,10595,113,0,107,0,SILVER_I,31,12,8907,97,0,83,0,SILVER_I,0,13,10745,226,0,210,0,GOLD_IV,0,12,9092,54,0,64,0,SILVER_II,85,12,9927,493,0,490,0,SILVER_III,32,11,8253,233,0,227,0,GOLD_II,10,11,7759
15,0,21,0,SILVER_IV,48,11,7467,5,0,5,0,SILVER_II,25,11,8395,46,0,51,0,SILVER_II,43,12,9329,29,0,32,0,SILVER_III,78,10,6733,9,0,14,0,SILVER_II,20,9,5156,16,0,14,0,SILVER_I,34,13,10114,14,0,4,0,SILVER_I,86,13,10970,163,0,159,0,SILVER_III,39,13,10144,41,0,45,0,SILVER_I,41,11,7668,12,0,7,0,SILVER_I,15,11,7903
36,0,17,0,GOLD_IV,27,16,15730,5,0,5,0,SILVER_II,25,14,12833,15,0,21,0,SILVER_IV,48,13,10512,37,0,31,0,SILVER_I,0,13,11244,32,0,40,0,SILVER_III,80,12,9768,9,0,7,0,SILVER_III,83,17,16499,71,0,61,0,GOLD_III,45,16,14807,69,0,58,0,PLATINUM_III,75,15,14329,22,0,29,0,SILVER_I,85,13,11107,13,0,10,0,SILVER_I,0,13,10998
32,0,38,0,SILVER_II,49,11,8150,5,0,5,0,SILVER_II,25,10,6681,15,0,21,0,SILVER_IV,48,10,7082,214,0,223,0,GOLD_III,60,10,6260,9,0,11,0,SILVER_II,0,8,4374,40,0,38,0,GOLD_IV,75,14,11529,11,0,4,0,SILVER_I,9,13,10326,17,0,10,0,SILVER_IV,4,14,11763,17,0,10,0,SILVER_IV,4,11,8060,34,0,28,0,GOLD_IV,1,11,8074
