ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
13,0,31,0,IRON_III,0,16,15100,34,0,45,0,SILVER_III,37,17,16771,79,0,104,0,BRONZE_IV,0,17,18349,116,0,104,0,BRONZE_III,31,15,13962,152,0,175,0,BRONZE_III,19,15,14184,18,0,20,0,BRONZE_IV,81,17,17235,180,0,164,0,GOLD_II,0,14,12858,37,0,37,0,SILVER_IV,1,16,16415,18,0,14,0,BRONZE_II,14,15,13754,109,0,105,0,SILVER_IV,16,15,13430
534,0,515,0,BRONZE_III,4,14,12849,226,0,256,0,IRON_II,86,13,10964,36,0,70,0,IRON_III,90,17,16957,42,0,62,0,BRONZE_IV,0,12,9087,5,0,6,0,IRON_I,16,12,9790,116,0,140,0,BRONZE_IV,14,13,10918,60,0,76,0,IRON_III,0,11,8331,56,0,79,0,BRONZE_III,5,14,12384,48,0,60,0,BRONZE_IV,39,11,7365,36,0,53,0,BRONZE_II,13,10,6946
396,0,341,0,BRONZE_III,81,12,9248,117,0,126,0,IRON_II,34,11,8240,85,0,85,0,BRONZE_III,93,11,8284,108,0,120,0,IRON_I,43,10,6595,287,0,303,0,IRON_I,73,10,6607,3,0,23,0,IRON_I,37,10,6132,60,0,76,0,IRON_III,0,11,7518,207,0,228,0,BRONZE_III,1,10,6159,37,0,62,0,IRON_I,2,8,4937,28,0,36,0,IRON_I,21,9,5425
80,0,109,0,IRON_III,31,14,12409,176,0,189,0,IRON_I,86,12,9795,33,0,55,0,BRONZE_IV,24,14,12388,78,0,90,0,IRON_I,15,16,14781,188,0,201,0,BRONZE_III,9,13,10450,172,0,172,0,BRONZE_IV,0,14,12190,60,0,76,0,IRON_III,0,13,10098,333,0,336,0,BRONZE_IV,2,14,12640,10,0,28,0,BRONZE_IV,28,11,7868,21,0,67,0,IRON_III,55,11,8227
127,0,153,0,IRON_III,0,12,9590,182,0,184,0,BRONZE_IV,28,12,8849,160,0,184,0,BRONZE_III,22,13,10354,169,0,151,0,BRONZE_IV,1,11,8471,22,0,21,0,IRON_I,56,10,6993,44,0,65,0,BRONZE_IV,3,14,11723,60,0,76,0,IRON_III,0,12,9853,119,0,129,0,BRONZE_IV,59,11,7637,6,0,9,0,IRON_II,55,9,6064,188,0,201,0,BRONZE_III,9,10,6126
34,0,39,0,BRONZE_IV,9,16,15155,94,0,86,0,SILVER_IV,44,17,16660,493,0,610,0,IRON_IV,50,14,12432,595,0,599,0,IRON_II,28,15,13198,83,0,128,0,IRON_IV,84,14,12336,523,0,507,0,BRONZE_IV,41,15,14302,44,0,52,0,IRON_III,33,13,10914,133,0,165,0,IRON_II,75,15,14383,74,0,60,0,BRONZE_I,25,13,10852,78,0,91,0,IRON_I,6,13,10582
50,0,59,0,BRONZE_IV,75,13,10626,30,0,41,0,IRON_III,84,11,7842,92,0,90,0,IRON_I,74,12,9387,108,0,120,0,IRON_I,43,11,8020,209,0,258,0,IRON_III,77,10,6984,59,0,81,0,BRONZE_IV,10,12,9850,65,0,81,0,BRONZE_IV,14,9,6046,28,0,48,0,IRON_I,64,10,6306,5,0,7,0,BRONZE_IV,0,10,7120,12,0,58,0,IRON_IV,0,7,3841
9,0,17,0,IRON_I,19,10,6286,30,0,41,0,IRON_III,84,9,5787,11,0,10,0,BRONZE_II,34,9,5847,225,0,241,0,BRONZE_IV,27,9,5726,225,0,241,0,BRONZE_IV,27,9,5691,293,0,310,0,BRONZE_II,3,12,9928,242,0,251,0,GOLD_IV,14,11,8514,23,0,26,0,SILVER_IV,89,11,8523,23,0,26,0,SILVER_IV,89,10,6142,23,0,26,0,SILVER_IV,89,8,4622
9,0,17,0,IRON_I,19,16,16169,31,0,41,0,IRON_II,2,14,12905,7,0,8,0,SILVER_IV,47,15,14603,225,0,241,0,BRONZE_IV,27,15,13064,225,0,241,0,BRONZE_IV,27,14,11557,225,0,241,0,BRONZE_IV,27,14,11645,1,0,10,0,BRONZE_IV,45,12,9749,2,0,10,0,BRONZE_IV,75,15,13603,2,0,10,0,BRONZE_IV,75,13,11390,5,0,6,0,IRON_I,11,12,9842
31,0,41,0,IRON_II,2,15,13220,31,0,41,0,IRON_II,2,16,15901,11,0,10,0,BRONZE_II,34,18,19187,9,0,17,0,IRON_I,19,16,16323,225,0,241,0,BRONZE_IV,27,15,13975,10,0,19,0,BRONZE_IV,26,14,12247,8,0,21,0,GOLD_IV,0,14,12316,8,0,21,0,GOLD_IV,0,15,13757,33,0,63,0,IRON_II,9,16,14859,244,0,245,0,SILVER_III,0,17,16909
9,0,17,0,IRON_I,19,12,9841,31,0,41,0,IRON_II,2,12,8826,11,0,10,0,BRONZE_II,34,13,10484,225,0,241,0,BRONZE_IV,27,13,10580,225,0,241,0,BRONZE_IV,27,12,9402,199,0,191,0,BRONZE_II,0,15,14044,25,0,24,0,IRON_I,1,14,11652,16,0,26,0,BRONZE_IV,0,13,10855,32,0,32,0,BRONZE_I,70,14,11790,95,0,111,0,BRONZE_IV,33,14,11525
43,0,39,0,BRONZE_I,19,14,12357,220,0,221,0,BRONZE_IV,73,11,8465,62,0,86,0,BRONZE_IV,65,13,10740,155,0,145,0,BRONZE_III,69,11,8306,357,0,348,0,BRONZE_III,31,10,7091,29,0,45,0,BRONZE_III,0,11,8258,163,0,165,0,BRONZE_IV,19,11,7892,8,0,7,0,BRONZE_IV,23,12,8940,22,0,31,0,IRON_III,0,9,5817,22,0,31,0,IRON_III,0,9,5965
79,0,83,0,BRONZE_II,53,11,8167,79,0,83,0,BRONZE_II,53,9,5305,79,0,83,0,BRONZE_II,53,9,5896,79,0,83,0,BRONZE_II,53,9,5343,79,0,83,0,BRONZE_II,53,8,4890,35,0,31,0,BRONZE_II,35,11,7751,23,0,35,0,BRONZE_III,0,9,5783,23,0,35,0,BRONZE_III,0,8,4250,22,0,31,0,IRON_III,0,8,4959,79,0,83,0,BRONZE_II,53,6,3112
20,0,14,0,BRONZE_I,57,18,21407,119,0,100,0,SILVER_II,0,18,19825,119,0,100,0,SILVER_II,0,18,18675,14,0,11,0,BRONZE_II,77,18,19921,47,0,35,0,BRONZE_II,23,18,18632,13,0,16,0,IRON_II,75,18,22917,23,0,35,0,BRONZE_III,0,18,23000,45,0,37,0,BRONZE_IV,63,18,22587,22,0,31,0,IRON_III,0,18,22269,45,0,37,0,BRONZE_IV,63,16,15041
7,0,16,0,BRONZE_III,59,15,14025,1,0,9,0,BRONZE_IV,56,14,11729,1,0,9,0,BRONZE_IV,56,14,11795,32,0,42,0,BRONZE_II,16,14,11491,88,0,71,0,DIAMOND_IV,49,12,9352,23,0,35,0,BRONZE_III,0,11,8213,13,0,16,0,IRON_II,75,12,8994,96,0,93,0,BRONZE_IV,23,15,13827,22,0,31,0,IRON_III,0,9,6055,112,0,122,0,BRONZE_I,75,10,6357
193,0,203,0,BRONZE_II,1,15,14239,193,0,203,0,BRONZE_II,1,11,8335,400,0,376,0,SILVER_III,61,8,4399,4,0,20,0,BRONZE_IV,0,11,7519,184,0,200,0,BRONZE_IV,0,11,7940,23,0,35,0,BRONZE_III,0,14,11863,54,0,50,0,GOLD_IV,1,14,11920,13,0,16,0,IRON_II,75,13,10052,22,0,31,0,IRON_III,0,13,11256,43,0,47,0,IRON_III,84,12,9559
31,0,27,0,IRON_II,44,12,9387,123,0,152,0,IRON_III,83,12,9328,91,0,68,0,IRON_II,86,13,10964,133,0,151,0,BRONZE_IV,13,11,8314,473,0,584,0,IRON_IV,17,10,6518,113,0,112,0,IRON_I,100,13,11428,92,0,95,0,IRON_II,53,10,6321,26,0,49,0,IRON_II,24,10,6736,95,0,115,0,IRON_II,61,10,7165,30,0,54,0,IRON_III,66,8,4262
144,0,140,0,BRONZE_III,0,16,14748,123,0,152,0,IRON_III,83,13,10961,81,0,88,0,IRON_IV,62,14,13017,5,0,20,0,IRON_II,20,10,7224,11,0,48,0,IRON_IV,0,12,9836,37,0,54,0,BRONZE_IV,43,16,15424,37,0,62,0,IRON_III,65,14,11649,203,0,205,0,IRON_II,71,14,12973,85,0,103,0,IRON_III,54,14,12281,64,0,83,0,BRONZE_III,0,14,11499
67,0,75,0,IRON_II,49,17,17721,123,0,152,0,IRON_III,83,17,18126,147,0,138,0,BRONZE_III,0,18,21396,431,0,484,0,IRON_II,83,16,14897,50,0,35,0,BRONZE_IV,14,17,16915,251,0,229,0,BRONZE_II,17,17,16670,233,0,255,0,IRON_III,57,15,14471,141,0,176,0,IRON_III,19,15,13801,53,0,70,0,IRON_I,21,16,14752,112,0,129,0,IRON_II,0,15,14119
278,0,269,0,BRONZE_IV,24,17,18209,123,0,152,0,IRON_III,83,17,17223,179,0,152,0,BRONZE_IV,74,16,14928,370,0,369,0,BRONZE_IV,50,15,14000,329,0,345,0,IRON_II,0,15,14393,74,0,75,0,IRON_III,61,16,14957,26,0,23,0,IRON_I,61,14,12782,66,0,78,0,IRON_I,56,15,14317,160,0,175,0,IRON_II,44,15,13311,193,0,209,0,BRONZE_IV,58,14,11456
164,0,172,0,IRON_I,14,17,16719,247,0,297,0,IRON_III,20,16,15257,32,0,80,0,IRON_IV,0,15,13877,162,0,167,0,BRONZE_IV,28,17,17624,56,0,55,0,BRONZE_I,32,16,16329,251,0,269,0,BRONZE_III,35,17,17032,50,0,61,0,BRONZE_IV,47,15,14088,234,0,272,0,IRON_III,76,15,13666,127,0,138,0,IRON_III,59,14,12951,28,0,58,0,IRON_II,1,10,7283
96,0,110,0,BRONZE_IV,0,9,5663,74,0,114,0,BRONZE_IV,0,7,3872,75,0,119,0,IRON_IV,56,9,5568,15,0,24,0,BRONZE_IV,94,9,5284,319,0,311,0,BRONZE_III,34,8,4558,200,0,205,0,IRON_IV,86,12,9944,106,0,106,0,BRONZE_IV,62,10,6397,31,0,39,0,BRONZE_IV,58,11,7881,127,0,138,0,IRON_III,59,9,5868,140,0,131,0,BRONZE_II,37,8,4960
362,0,369,0,BRONZE_IV,1,16,16392,98,0,87,0,IRON_I,85,17,18052,161,0,187,0,IRON_IV,39,14,11780,108,0,117,0,BRONZE_IV,21,13,10478,40,0,60,0,IRON_II,92,10,6397,110,0,113,0,SILVER_III,49,13,10217,55,0,68,0,IRON_IV,37,12,9449,204,0,213,0,BRONZE_III,0,14,12474,127,0,138,0,IRON_III,59,13,10945,60,0,58,0,BRONZE_IV,15,15,13654
329,0,356,0,IRON_II,45,16,16153,206,0,232,0,BRONZE_IV,44,18,19892,115,0,145,0,BRONZE_IV,14,18,23301,275,0,292,0,BRONZE_III,20,18,18802,333,0,356,0,BRONZE_IV,85,17,16900,71,0,70,0,BRONZE_IV,3,17,17913,40,0,50,0,BRONZE_IV,82,18,19470,210,0,214,0,BRONZE_IV,0,16,16205,127,0,138,0,IRON_III,59,15,14283,90,0,99,0,BRONZE_III,0,17,16550
120,0,153,0,IRON_III,69,14,12648,75,0,76,0,BRONZE_III,85,14,12018,107,0,109,0,BRONZE_II,0,14,12481,112,0,109,0,BRONZE_III,66,13,10997,52,0,44,0,BRONZE_III,68,12,9579,124,0,146,0,BRONZE_IV,16,13,10526,132,0,142,0,IRON_II,0,13,10444,42,0,55,0,IRON_III,23,14,12314,17,0,23,0,IRON_I,42,11,8112,111,0,114,0,BRONZE_II,0,12,8586
344,0,345,0,BRONZE_III,0,18,18425,99,0,121,0,IRON_III,61,18,19282,24,0,28,0,IRON_I,30,16,14834,272,0,266,0,BRONZE_III,13,17,18146,98,0,105,0,BRONZE_II,11,16,15078,86,0,107,0,IRON_III,61,15,14025,78,0,102,0,BRONZE_IV,0,18,18360,42,0,55,0,IRON_III,23,16,15468,304,0,284,0,BRONZE_III,43,14,12993,27,0,61,0,IRON_IV,76,12,9513
118,0,122,0,BRONZE_IV,44,15,13210,162,0,140,0,BRONZE_III,94,14,12326,601,0,615,0,BRONZE_IV,0,14,12382,168,0,151,0,BRONZE_IV,3,13,10354,64,0,86,0,BRONZE_IV,48,13,10308,13,0,19,0,IRON_I,50,15,14601,105,0,131,0,BRONZE_III,76,14,12158,42,0,55,0,IRON_III,23,17,16677,81,0,81,0,BRONZE_II,56,15,13878,94,0,101,0,BRONZE_IV,81,16,14986
194,0,197,0,BRONZE_IV,44,17,17988,110,0,127,0,BRONZE_IV,30,16,15782,301,0,289,0,BRONZE_III,24,17,17098,89,0,110,0,IRON_III,93,14,11797,148,0,147,0,BRONZE_IV,26,15,14388,81,0,105,0,BRONZE_IV,25,17,17504,339,0,313,0,BRONZE_I,37,16,16096,42,0,55,0,IRON_III,23,16,15759,94,0,92,0,BRONZE_IV,49,16,15143,56,0,62,0,BRONZE_IV,78,16,14898
158,0,193,0,IRON_I,75,18,20590,201,0,251,0,IRON_II,37,18,18998,54,0,51,0,BRONZE_IV,0,17,16768,42,0,61,0,BRONZE_IV,10,17,18131,472,0,474,0,IRON_I,46,17,17661,45,0,61,0,IRON_I,41,18,22870,186,0,211,0,BRONZE_IV,0,18,22614,42,0,55,0,IRON_III,23,18,23632,23,0,25,0,BRONZE_IV,59,18,20787,339,0,338,0,IRON_I,81,17,17332
376,0,471,0,IRON_III,13,17,16779,177,0,172,0,IRON_I,17,16,15053,32,0,43,0,IRON_III,53,16,15952,77,0,106,0,IRON_I,10,18,18492,136,0,147,0,BRONZE_IV,13,16,15863,247,0,241,0,IRON_I,45,15,13654,523,0,518,0,IRON_II,0,17,17484,286,0,289,0,BRONZE_IV,0,14,11502,34,0,68,0,IRON_IV,28,12,8814,115,0,104,0,IRON_I,14,14,12064
94,0,119,0,BRONZE_IV,67,17,17534,124,0,133,0,BRONZE_IV,0,17,17095,32,0,43,0,IRON_III,53,18,18361,190,0,214,0,IRON_I,0,15,14158,92,0,129,0,IRON_II,78,14,12340,11,0,15,0,IRON_I,37,18,19819,102,0,120,0,IRON_I,7,16,15542,65,0,87,0,IRON_III,43,14,12600,816,0,830,0,BRONZE_IV,1,15,13679,377,0,367,0,BRONZE_IV,60,14,12112
25,0,48,0,IRON_II,98,15,14188,96,0,71,0,BRONZE_IV,0,16,14930,32,0,43,0,IRON_III,53,17,18029,258,0,272,0,BRONZE_IV,24,15,14528,141,0,139,0,BRONZE_IV,83,16,15057,21,0,38,0,BRONZE_IV,11,18,18694,45,0,62,0,IRON_III,62,14,11770,131,0,161,0,IRON_III,49,14,12400,216,0,207,0,IRON_I,55,12,9887,40,0,42,0,IRON_II,99,13,10937
160,0,133,0,BRONZE_I,70,18,19057,117,0,132,0,BRONZE_IV,12,18,18672,32,0,43,0,IRON_III,53,17,16950,221,0,237,0,IRON_II,75,17,17962,45,0,88,0,IRON_IV,0,16,14810,77,0,130,0,IRON_IV,93,15,13719,1639,0,1618,0,BRONZE_III,0,15,14538,101,0,131,0,IRON_II,11,15,14398,22,0,47,0,IRON_II,54,15,13069,66,0,104,0,IRON_III,28,14,12927
116,0,108,0,BRONZE_III,42,13,10662,29,0,34,0,IRON_I,67,12,9469,32,0,43,0,IRON_III,53,13,10824,95,0,124,0,BRONZE_IV,13,13,10139,157,0,184,0,BRONZE_III,0,11,8479,219,0,258,0,IRON_III,18,13,10666,45,0,67,0,IRON_III,94,8,4800,14,0,24,0,IRON_I,40,12,9629,219,0,243,0,BRONZE_IV,1,11,7850,5,0,18,0,BRONZE_IV,35,10,7066
32,0,28,0,IRON_I,100,15,13543,87,0,160,0,IRON_II,46,15,13509,210,0,270,0,IRON_III,50,15,13842,51,0,73,0,IRON_II,75,12,9932,324,0,329,0,BRONZE_IV,13,12,8750,9,0,18,0,IRON_IV,75,12,9444,23,0,40,0,BRONZE_II,30,13,11267,182,0,234,0,IRON_IV,6,14,12100,113,0,131,0,IRON_III,58,11,7502,99,0,103,0,IRON_II,25,11,7741
259,0,290,0,IRON_II,2,12,8860,87,0,160,0,IRON_II,46,13,10272,210,0,270,0,IRON_III,50,13,11075,233,0,242,0,BRONZE_IV,3,10,6853,160,0,199,0,BRONZE_IV,27,9,5988,10,0,27,0,BRONZE_IV,0,12,9784,60,0,98,0,IRON_III,53,7,3639,8,0,27,0,IRON_I,35,9,5423,37,0,81,0,IRON_III,75,10,6191,31,0,34,0,BRONZE_IV,33,8,4203
87,0,160,0,IRON_II,46,13,10557,316,0,276,0,BRONZE_III,1,13,11305,210,0,270,0,IRON_III,50,14,12171,424,0,441,0,BRONZE_IV,89,9,5636,93,0,114,0,IRON_II,89,11,7836,329,0,333,0,BRONZE_IV,86,11,7943,179,0,185,0,BRONZE_IV,23,10,7098,60,0,91,0,IRON_III,15,11,7365,40,0,56,0,IRON_I,28,10,6792,69,0,75,0,BRONZE_IV,33,8,4584
50,0,76,0,BRONZE_IV,90,15,14468,33,0,44,0,BRONZE_III,21,16,15048,210,0,270,0,IRON_III,50,18,21301,225,0,215,0,BRONZE_III,27,15,14285,147,0,131,0,BRONZE_IV,29,15,13492,193,0,195,0,BRONZE_IV,81,15,14675,116,0,147,0,BRONZE_IV,29,14,11794,145,0,168,0,BRONZE_IV,52,16,15766,34,0,41,0,SILVER_IV,0,16,16376,42,0,83,0,IRON_IV,38,13,11421
710,0,845,0,IRON_II,58,13,11369,103,0,116,0,BRONZE_IV,19,11,8442,210,0,270,0,IRON_III,50,13,10853,59,0,74,0,IRON_II,0,11,7355,50,0,57,0,BRONZE_IV,80,9,5851,141,0,130,0,BRONZE_I,7,10,6208,127,0,134,0,IRON_II,47,10,6125,148,0,161,0,IRON_II,51,11,7587,181,0,163,0,BRONZE_III,75,9,5750,18,0,54,0,IRON_III,30,8,4345
31,0,80,0,IRON_IV,0,15,13643,8,0,14,0,BRONZE_III,57,13,11435,17,0,27,0,IRON_IV,56,16,15433,29,0,58,0,IRON_II,0,13,10177,180,0,185,0,BRONZE_IV,3,14,12361,64,0,70,0,BRONZE_IV,95,14,12578,16,0,19,0,IRON_III,67,14,11684,72,0,85,0,IRON_II,75,15,13855,62,0,82,0,IRON_IV,93,14,12747,321,0,318,0,BRONZE_IV,44,14,11820
133,0,176,0,IRON_IV,75,13,10051,174,0,204,0,IRON_I,0,11,8078,44,0,70,0,BRONZE_IV,13,14,12824,229,0,265,0,BRONZE_IV,14,11,8176,6,0,31,0,IRON_III,75,11,7781,51,0,50,0,IRON_I,24,14,11821,16,0,19,0,IRON_III,67,13,11104,64,0,70,0,BRONZE_IV,95,13,10394,203,0,203,0,IRON_II,67,14,11708,39,0,48,0,IRON_IV,79,13,10203
133,0,157,0,BRONZE_IV,8,12,9619,8,0,24,0,IRON_II,25,11,7676,26,0,42,0,IRON_IV,75,12,9680,787,0,780,0,IRON_I,15,11,8065,90,0,83,0,IRON_I,58,11,7702,64,0,70,0,BRONZE_IV,95,14,11944,16,0,19,0,IRON_III,67,13,11125,167,0,189,0,IRON_II,14,13,10932,260,0,276,0,IRON_III,88,11,7904,233,0,251,0,BRONZE_IV,79,10,7108
60,0,84,0,IRON_I,32,18,19608,6,0,20,0,IRON_II,0,14,11872,29,0,59,0,IRON_II,77,17,16834,9,0,18,0,IRON_II,91,13,10054,113,0,97,0,IRON_II,0,13,10912,64,0,93,0,IRON_III,36,12,9505,16,0,19,0,IRON_III,67,14,11656,88,0,99,0,BRONZE_II,0,15,13930,107,0,93,0,IRON_II,39,14,12827,30,0,50,0,IRON_I,0,13,10809
60,0,84,0,IRON_I,32,18,25839,92,0,93,0,IRON_III,63,16,15377,29,0,59,0,IRON_II,77,18,23333,48,0,73,0,IRON_II,29,16,16133,162,0,158,0,IRON_I,75,15,14466,119,0,127,0,IRON_II,75,15,13185,16,0,19,0,IRON_III,67,15,14467,64,0,70,0,BRONZE_IV,95,15,13926,86,0,105,0,IRON_II,15,17,17340,450,0,496,0,IRON_II,89,16,16049
15,0,18,0,BRONZE_IV,44,17,17710,28,0,30,0,BRONZE_II,0,15,14252,151,0,139,0,GOLD_II,23,17,17956,20,0,26,0,BRONZE_IV,13,14,12230,20,0,26,0,BRONZE_IV,13,14,11588,22,0,45,0,IRON_III,67,14,11584,4,0,15,0,BRONZE_IV,35,15,14175,358,0,344,0,GOLD_IV,0,16,15023,358,0,344,0,GOLD_IV,0,14,11950,125,0,109,0,SILVER_II,0,13,10493
125,0,109,0,SILVER_II,0,16,15381,123,0,98,0,PLATINUM_IV,71,12,8926,123,0,98,0,PLATINUM_IV,71,16,14701,123,0,98,0,PLATINUM_IV,71,15,13172,108,0,91,0,GOLD_I,16,13,10356,22,0,45,0,IRON_III,67,15,13080,4,0,15,0,BRONZE_IV,35,13,10032,72,0,67,0,GOLD_IV,2,14,12624,72,0,67,0,GOLD_IV,2,13,10731,72,0,67,0,GOLD_IV,2,12,8873
25,0,32,0,IRON_IV,58,16,15276,171,0,202,0,BRONZE_IV,45,15,13944,32,0,31,0,SILVER_III,0,17,17843,14,0,20,0,IRON_II,6,13,11217,43,0,60,0,IRON_I,0,13,11385,22,0,45,0,IRON_III,67,16,16330,4,0,15,0,BRONZE_IV,35,16,15205,120,0,135,0,BRONZE_IV,29,15,14256,104,0,101,0,BRONZE_IV,26,15,13412,242,0,241,0,BRONZE_IV,34,14,12974
119,0,131,0,IRON_I,90,17,17314,99,0,127,0,BRONZE_III,7,18,18637,25,0,28,0,BRONZE_IV,23,17,17220,36,0,38,0,IRON_I,0,16,15513,61,0,54,0,BRONZE_IV,2,15,14326,22,0,45,0,IRON_III,67,18,19069,4,0,15,0,BRONZE_IV,35,16,16435,160,0,157,0,IRON_I,64,17,17959,299,0,344,0,IRON_IV,60,16,14767,85,0,127,0,IRON_IV,0,15,13946
2,0,9,0,IRON_II,73,13,10278,33,0,55,0,BRONZE_IV,15,13,10521,31,0,56,0,IRON_II,43,12,8692,82,0,111,0,IRON_I,0,13,10776,315,0,356,0,BRONZE_IV,13,11,7989,22,0,45,0,IRON_III,67,15,13645,4,0,15,0,BRONZE_IV,35,13,11311,144,0,151,0,BRONZE_IV,0,14,12380,66,0,87,0,BRONZE_IV,50,14,11644,198,0,199,0,IRON_II,41,11,8433
382,0,389,0,BRONZE_IV,49,14,12716,100,0,140,0,IRON_II,78,16,15438,36,0,73,0,BRONZE_IV,26,17,17619,57,0,67,0,BRONZE_IV,96,16,15322,115,0,152,0,IRON_I,58,14,11639,115,0,152,0,IRON_I,58,18,21066,145,0,163,0,BRONZE_IV,33,17,16616,13,0,30,0,IRON_III,11,16,15576,185,0,173,0,BRONZE_IV,40,17,17145,99,0,124,0,BRONZE_IV,0,15,14469
227,0,226,0,BRONZE_III,75,14,12305,98,0,123,0,BRONZE_IV,76,16,14793,98,0,123,0,BRONZE_IV,76,15,14096,11,0,23,0,IRON_I,70,12,9726,23,0,22,0,BRONZE_IV,72,13,11334,99,0,124,0,BRONZE_IV,0,15,13111,0,0,10,0,IRON_II,0,8,4934,13,0,30,0,IRON_III,11,15,13514,23,0,28,0,IRON_I,50,12,9733,15,0,29,0,BRONZE_IV,71,11,7854
23,0,37,0,BRONZE_IV,24,15,13392,19,0,30,0,IRON_II,0,13,10551,261,0,296,0,BRONZE_IV,83,15,14459,175,0,200,0,IRON_I,35,14,12032,133,0,136,0,IRON_II,86,13,10108,177,0,185,0,BRONZE_IV,30,14,11965,375,0,367,0,BRONZE_IV,38,15,13284,13,0,30,0,IRON_III,11,14,11509,88,0,105,0,IRON_I,65,12,8612,68,0,83,0,IRON_II,63,11,8051
144,0,147,0,BRONZE_IV,84,18,20791,290,0,315,0,IRON_III,42,17,17914,144,0,173,0,BRONZE_IV,32,18,18430,7,0,11,0,IRON_II,85,16,16333,493,0,520,0,BRONZE_IV,75,15,13524,166,0,174,0,BRONZE_IV,75,18,31643,94,0,115,0,BRONZE_IV,18,16,16397,182,0,234,0,IRON_IV,6,17,17948,15,0,28,0,BRONZE_IV,3,17,17768,97,0,127,0,IRON_II,65,15,13389
93,0,111,0,BRONZE_III,12,14,12882,290,0,315,0,IRON_III,42,14,11679,288,0,306,0,IRON_II,55,14,12213,66,0,82,0,BRONZE_III,44,14,12305,24,0,43,0,BRONZE_IV,42,13,11325,335,0,343,0,BRONZE_IV,81,14,12404,171,0,197,0,BRONZE_IV,0,11,7353,100,0,121,0,BRONZE_IV,44,13,10526,7,0,11,0,IRON_II,85,11,8251,15,0,60,0,IRON_IV,0,11,7493
36,0,50,0,IRON_II,86,17,17543,290,0,315,0,IRON_III,42,16,15686,97,0,123,0,IRON_I,0,17,16793,125,0,133,0,BRONZE_IV,32,14,11777,215,0,255,0,BRONZE_IV,63,14,11570,86,0,88,0,IRON_I,41,17,17234,115,0,136,0,BRONZE_IV,31,15,14337,222,0,244,0,IRON_III,15,16,15183,110,0,124,0,IRON_II,52,13,10178,192,0,197,0,IRON_I,32,13,11389
56,0,89,0,IRON_IV,50,13,10115,290,0,315,0,IRON_III,42,11,7420,63,0,86,0,IRON_II,31,12,9923,14,0,28,0,BRONZE_III,9,10,6842,3,0,24,0,BRONZE_IV,53,8,4149,22,0,34,0,BRONZE_IV,95,13,11038,79,0,98,0,BRONZE_III,0,13,10464,31,0,29,0,IRON_II,49,13,11063,89,0,123,0,IRON_III,7,12,8666,364,0,378,0,IRON_I,58,11,8296
60,0,72,0,BRONZE_IV,21,12,9930,290,0,315,0,IRON_III,42,11,7839,34,0,47,0,IRON_I,72,11,8349,119,0,157,0,BRONZE_IV,15,13,10073,122,0,136,0,BRONZE_IV,19,8,4370,385,0,382,0,BRONZE_III,13,11,8001,247,0,247,0,BRONZE_IV,45,9,5294,64,0,87,0,BRONZE_IV,0,10,6768,18,0,29,0,IRON_III,75,9,5244,71,0,102,0,IRON_II,1,9,5464
59,0,73,0,BRONZE_II,36,13,11234,284,0,300,0,BRONZE_I,50,12,9658,74,0,66,0,BRONZE_II,69,14,12395,102,0,93,0,BRONZE_I,60,14,12473,132,0,147,0,SILVER_III,0,12,9562,364,0,395,0,SILVER_IV,30,17,17188,162,0,159,0,SILVER_IV,52,15,14143,126,0,131,0,SILVER_IV,0,14,12726,101,0,84,0,SILVER_III,40,14,12173,91,0,103,0,IRON_III,24,12,8658
