main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_rank,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
114,0,130,0,SILVER_IV,45,17,17826,230,0,218,0,SILVER_III,63,16,15188,421,0,419,0,SILVER_IV,82,16,16254,322,0,338,0,SILVER_III,44,16,16370,80,0,65,0,SILVER_IV,0,16,15442,278,0,276,0,SILVER,III,57,17,18178,152,0,130,0,SILVER_III,42,17,16983,150,0,130,0,SILVER_III,12,18,20243,315,0,305,0,SILVER_III,5,18,20380,187,0,191,0,BRONZE_II,47,16,15642
13,0,16,0,SILVER_III,0,17,17941,291,0,282,0,SILVER_I,0,17,17434,63,0,70,0,GOLD_IV,0,17,16516,344,0,321,0,SILVER_III,53,17,16591,35,0,38,0,SILVER_IV,25,15,13278,278,0,276,0,SILVER,III,57,15,14614,84,0,90,0,SILVER_II,0,18,18488,19,0,24,0,SILVER_IV,1,14,11456,45,0,42,0,SILVER_III,24,15,14045,324,0,335,0,SILVER_I,34,15,14428
299,0,307,0,SILVER_IV,17,11,7431,65,0,39,0,SILVER_II,53,9,6105,189,0,188,0,GOLD_III,16,9,5993,105,0,90,0,SILVER_II,50,8,4945,227,0,214,0,SILVER_IV,66,8,4287,278,0,276,0,SILVER,III,57,9,6005,34,0,43,0,SILVER_III,0,9,5821,72,0,87,0,SILVER_II,18,11,7670,9,0,15,0,BRONZE_I,20,8,4988,321,0,332,0,SILVER_II,14,8,4843
378,0,370,0,SILVER_II,41,11,7352,260,0,258,0,SILVER_III,45,9,5227,216,0,245,0,SILVER_III,86,10,6542,285,0,281,0,SILVER_II,1,8,4653,365,0,366,0,SILVER_III,98,8,4650,278,0,276,0,SILVER,III,57,11,8097,146,0,147,0,SILVER_III,0,10,6949,55,0,66,0,SILVER_III,21,11,8197,52,0,52,0,SILVER_II,38,9,5859,335,0,330,0,SILVER_II,36,8,4788
70,0,70,0,SILVER_II,75,17,17299,387,0,385,0,GOLD_IV,4,14,11779,147,0,145,0,GOLD_IV,13,14,12895,99,0,107,0,SILVER_I,9,15,14040,175,0,177,0,SILVER_I,60,14,12412,316,0,320,0,SILVER_I,41,16,15330,30,0,34,0,SILVER,III,98,13,11311,182,0,164,0,GOLD_III,52,17,18087,168,0,168,0,GOLD_IV,60,16,15695,156,0,151,0,SILVER_I,32,13,11319
189,0,193,0,GOLD_IV,0,17,17057,140,0,132,0,GOLD_IV,0,16,15588,131,0,129,0,SILVER_I,52,18,18949,513,0,493,0,GOLD_IV,19,17,17131,220,0,241,0,GOLD_IV,0,13,11348,68,0,66,0,SILVER_II,77,18,18646,30,0,34,0,SILVER,III,98,17,18283,357,0,317,0,SILVER_I,45,18,19426,168,0,168,0,GOLD_IV,60,16,16234,41,0,49,0,SILVER_I,20,15,13355
224,0,197,0,SILVER_III,60,18,18550,218,0,206,0,GOLD_IV,40,18,19878,278,0,275,0,GOLD_IV,2,18,21233,378,0,358,0,GOLD_IV,24,18,19414,302,0,315,0,GOLD_IV,25,16,15153,177,0,180,0,SILVER_II,45,18,24082,30,0,34,0,SILVER,III,98,18,22137,342,0,328,0,GOLD_IV,0,18,20902,168,0,168,0,GOLD_IV,60,18,19716,544,0,525,0,SILVER_I,69,17,16667
49,0,70,0,SILVER_III,72,17,16493,18,0,21,0,BRONZE_I,80,15,13178,86,0,66,0,SILVER_II,0,14,12459,12,0,7,0,SILVER_II,91,16,15140,66,0,69,0,BRONZE_III,63,14,11507,72,0,69,0,SILVER_III,78,17,18154,30,0,34,0,SILVER,III,98,14,12056,180,0,166,0,BRONZE_I,2,16,14948,20,0,12,0,SILVER_I,8,16,15849,30,0,31,0,SILVER_III,0,17,16743
361,0,343,0,SILVER_III,62,13,11274,12,0,7,0,SILVER_II,91,15,13837,66,0,69,0,BRONZE_III,63,14,12368,5,0,9,0,BRONZE_III,82,14,12762,52,0,40,0,SILVER_II,12,13,10570,30,0,31,0,SILVER_III,0,12,9932,30,0,34,0,SILVER,III,98,13,10015,97,0,104,0,SILVER_III,0,13,10375,54,0,44,0,SILVER_II,31,13,11093,4,0,8,0,BRONZE_III,77,10,6468
186,0,167,0,SILVER_II,5,10,6617,150,0,137,0,SILVER_III,45,10,7003,33,0,28,0,SILVER_III,54,12,8652,154,0,138,0,SILVER_III,36,9,5214,13,0,11,0,SILVER_IV,1,8,4461,11,0,11,0,SILVER_III,31,12,8701,52,0,53,0,SILVER,III,0,8,4885,3,0,8,0,BRONZE_I,31,8,4131,41,0,37,0,SILVER_IV,94,8,4635,81,0,105,0,SILVER_III,88,7,3921
168,0,160,0,SILVER,III,91,18,19464,10,0,0,0,BRONZE_II,5,18,24164,300,0,299,0,SILVER_III,86,16,16463,300,0,299,0,SILVER_III,86,15,14084,6,0,12,0,GOLD_III,65,18,19743,68,0,76,0,GOLD_III,4,15,13989,54,0,57,0,PLATINUM_I,37,18,20738,75,0,70,0,PLATINUM_IV,70,16,16174,210,0,207,0,DIAMOND_II,0,18,18407,281,0,258,0,PLATINUM_III,8,17,18270
168,0,160,0,SILVER,III,91,17,17288,10,0,0,0,BRONZE_II,5,18,21090,300,0,299,0,SILVER_III,86,15,14014,300,0,299,0,SILVER_III,86,15,13081,6,0,12,0,GOLD_III,65,15,13891,52,0,35,0,PLATINUM_I,100,15,13506,231,0,211,0,PLATINUM_IV,58,16,15952,50,0,63,0,GOLD_IV,13,16,15494,81,0,85,0,GOLD_I,57,15,13715,14,0,19,0,BRONZE_I,42,16,15442
168,0,160,0,SILVER,III,91,18,21732,9,0,2,0,GOLD_II,60,18,19660,103,0,102,0,GOLD_IV,75,17,17458,73,0,80,0,GOLD_III,75,17,17869,69,0,71,0,GOLD_III,61,16,14793,83,0,94,0,GOLD_III,60,17,18052,46,0,59,0,GOLD_IV,0,16,16143,22,0,22,0,GOLD_II,70,16,16156,14,0,17,0,GOLD_IV,52,18,20733,29,0,32,0,SILVER_II,33,16,15568
148,0,149,0,SILVER_III,50,18,20443,166,0,154,0,SILVER_II,77,18,18747,126,0,122,0,SILVER_II,23,16,16339,79,0,80,0,SILVER_III,18,17,17310,143,0,134,0,SILVER_III,12,16,16090,99,0,117,0,SILVER,III,18,15,14221,261,0,241,0,SILVER_III,60,17,18343,57,0,63,0,SILVER_III,5,17,17422,101,0,89,0,SILVER_III,46,15,13807,46,0,54,0,SILVER_III,4,14,12172
117,0,104,0,SILVER_IV,21,15,14062,30,0,38,0,SILVER_IV,73,16,15869,33,0,46,0,SILVER_II,68,17,18152,519,0,486,0,SILVER_II,69,16,15086,65,0,65,0,SILVER_III,16,14,12203,99,0,117,0,SILVER,III,18,17,16485,378,0,399,0,SILVER_III,31,18,20706,66,0,60,0,SILVER_III,68,16,15445,157,0,181,0,SILVER_III,26,16,15736,159,0,169,0,SILVER_II,78,17,17358
57,0,54,0,SILVER_IV,75,18,19289,205,0,190,0,SILVER_II,7,16,16139,266,0,267,0,SILVER_III,44,17,17104,287,0,271,0,SILVER_II,44,16,16452,56,0,63,0,SILVER_III,7,16,15354,99,0,117,0,SILVER,III,18,15,13104,13,0,23,0,BRONZE_II,0,14,12182,125,0,136,0,SILVER_IV,77,18,20188,51,0,74,0,SILVER_IV,65,17,17585,57,0,60,0,SILVER_II,65,16,14810
275,0,274,0,SILVER_II,50,12,9699,109,0,124,0,SILVER_IV,80,12,8635,21,0,22,0,SILVER_IV,0,13,10192,18,0,15,0,SILVER_II,0,11,8363,109,0,98,0,SILVER_IV,62,10,7057,99,0,117,0,SILVER,III,18,11,7793,67,0,54,0,SILVER_III,58,12,8814,33,0,30,0,SILVER_IV,42,10,6699,524,0,507,0,SILVER_IV,64,11,8328,85,0,81,0,SILVER_III,62,9,5998
188,0,191,0,SILVER_IV,75,15,14659,11,0,21,0,SILVER_III,49,15,13945,134,0,125,0,SILVER_II,32,15,13610,143,0,149,0,SILVER,III,30,16,15122,117,0,124,0,SILVER_II,20,13,11130,155,0,161,0,SILVER_III,69,16,16152,67,0,60,0,SILVER_IV,75,16,16255,323,0,329,0,SILVER_II,94,17,17113,193,0,175,0,SILVER_III,86,16,14973,72,0,63,0,SILVER_II,14,14,12844
92,0,107,0,SILVER_II,9,15,13212,85,0,91,0,SILVER_IV,49,14,12126,176,0,154,0,SILVER_I,40,14,12676,143,0,149,0,SILVER,III,30,12,8641,56,0,61,0,SILVER_III,24,11,8402,52,0,67,0,SILVER_III,14,12,9273,198,0,202,0,SILVER_II,40,12,9307,212,0,204,0,SILVER_IV,75,11,8341,165,0,166,0,SILVER_IV,64,11,7670,115,0,107,0,SILVER_II,52,11,7789
11,0,8,0,BRONZE_I,80,13,10553,88,0,111,0,BRONZE_III,20,11,7855,88,0,111,0,BRONZE_III,20,10,6124,143,0,149,0,SILVER,III,30,10,6289,4,0,6,0,GOLD_IV,81,12,9607,110,0,106,0,GOLD_II,61,14,12634,179,0,191,0,GOLD_IV,77,12,9224,18,0,15,0,GOLD_IV,0,14,11853,189,0,197,0,SILVER_IV,0,13,10549,189,0,197,0,SILVER_IV,0,12,9276
88,0,111,0,BRONZE_III,20,12,9606,88,0,111,0,BRONZE_III,20,11,7601,11,0,8,0,BRONZE_I,80,11,7326,143,0,149,0,SILVER,III,30,12,9907,4,0,6,0,GOLD_IV,81,11,8091,11,0,23,0,BRONZE_IV,46,15,13201,185,0,181,0,GOLD_IV,0,13,10759,58,0,76,0,BRONZE_IV,48,13,10650,181,0,167,0,PLATINUM_III,0,14,11519,4,0,21,0,IRON_II,56,12,9944
11,0,8,0,BRONZE_I,80,17,17078,4,0,6,0,GOLD_IV,81,17,17099,88,0,111,0,BRONZE_III,20,15,13769,143,0,149,0,SILVER,III,30,16,15785,143,0,149,0,SILVER_III,30,14,12424,114,0,108,0,PLATINUM_I,54,18,21994,7,0,6,0,IRON_I,60,17,16612,7,0,6,0,IRON_I,60,16,15915,7,0,6,0,IRON_I,60,15,14402,7,0,11,0,IRON_II,63,14,12494
51,0,30,0,SILVER_I,46,17,17380,50,0,55,0,GOLD_IV,0,17,18177,10,0,9,0,GOLD_I,0,17,17116,5,0,17,0,IRON_I,33,10,7108,5,0,17,0,IRON_I,33,15,13200,127,0,123,0,SILVER_IV,10,14,11746,117,0,110,0,SILVER,III,29,14,12053,308,0,307,0,GOLD_IV,23,14,11670,160,0,145,0,GOLD_I,1,14,11616,74,0,88,0,SILVER_III,73,13,11003
352,0,356,0,SILVER_II,8,17,17325,159,0,181,0,SILVER_III,63,14,12904,161,0,161,0,GOLD_II,9,15,14574,70,0,70,0,GOLD_IV,37,13,10484,80,0,90,0,SILVER_II,35,13,10800,226,0,227,0,SILVER_III,26,13,11153,117,0,110,0,SILVER,III,29,13,11340,160,0,145,0,GOLD_I,1,13,11365,308,0,307,0,GOLD_IV,23,13,11011,74,0,88,0,SILVER_III,73,13,10603
24,0,43,0,BRONZE_IV,13,11,7441,86,0,97,0,GOLD_III,0,10,6924,7,0,12,0,BRONZE_III,86,9,5485,67,0,59,0,GOLD_III,4,10,6920,3,0,7,0,SILVER_IV,27,11,8058,226,0,227,0,SILVER_III,26,15,13034,117,0,110,0,SILVER,III,29,13,10817,160,0,145,0,GOLD_I,1,12,8664,308,0,307,0,GOLD_IV,23,11,8225,74,0,88,0,SILVER_III,73,10,6761
219,0,211,0,SILVER_III,74,15,14669,111,0,114,0,GOLD_III,41,15,13279,318,0,298,0,GOLD_IV,14,16,14934,38,0,40,0,SILVER_I,26,15,14419,116,0,121,0,SILVER_IV,82,13,11254,35,0,27,0,SILVER,III,0,16,16262,326,0,313,0,GOLD_II,18,15,14550,326,0,313,0,GOLD_II,18,14,11963,41,0,33,0,SILVER_II,46,16,14854,135,0,145,0,SILVER_IV,75,13,10269
76,0,84,0,SILVER_III,0,16,15409,111,0,125,0,SILVER_II,0,15,13813,104,0,90,0,SILVER_I,41,16,14961,231,0,236,0,SILVER_III,75,14,12079,24,0,37,0,SILVER_III,58,14,12142,35,0,27,0,SILVER,III,0,15,13219,77,0,85,0,SILVER_III,64,13,10163,70,0,89,0,SILVER_IV,39,14,12507,13,0,24,0,BRONZE_IV,67,14,11584,104,0,147,0,SILVER_IV,13,11,8166
75,0,71,0,SILVER_III,46,13,11362,270,0,261,0,GOLD_IV,25,14,11522,88,0,86,0,GOLD_III,33,14,12558,332,0,343,0,SILVER_II,7,13,11396,429,0,406,0,GOLD_IV,0,12,9415,35,0,27,0,SILVER,III,0,14,12333,194,0,177,0,SILVER_I,100,13,10868,145,0,137,0,GOLD_IV,15,12,9615,42,0,48,0,SILVER_III,60,12,8715,121,0,133,0,SILVER_II,18,12,9350
59,0,72,0,GOLD_IV,0,12,8644,59,0,72,0,GOLD_IV,0,11,7595,48,0,62,0,BRONZE_II,4,9,5957,93,0,94,0,PLATINUM_IV,10,10,6981,27,0,35,0,BRONZE_III,43,9,5918,35,0,27,0,SILVER,III,0,10,6287,62,0,67,0,SILVER_II,75,10,6778,121,0,95,0,SILVER_IV,68,9,5244,118,0,96,0,SILVER_III,2,8,4763,10,0,10,0,BRONZE_III,41,8,4286
20,0,17,0,SILVER_III,0,10,6517,66,0,61,0,BRONZE_I,25,10,6507,260,0,247,0,GOLD_IV,0,8,4351,260,0,247,0,GOLD_IV,0,8,5003,260,0,247,0,GOLD_IV,0,8,4115,35,0,27,0,SILVER,III,0,10,7029,62,0,67,0,SILVER_II,75,11,7803,11,0,20,0,BRONZE_III,0,9,5283,192,0,168,0,GOLD_IV,11,9,5439,116,0,107,0,SILVER_IV,84,8,4986
21,0,26,0,SILVER_II,29,18,18911,83,0,88,0,SILVER_II,35,15,14182,602,0,592,0,SILVER_I,14,14,12476,315,0,327,0,SILVER_III,85,13,10732,91,0,86,0,SILVER_II,61,13,11043,90,0,90,0,SILVER_III,75,13,10314,485,0,482,0,SILVER_II,85,14,12712,113,0,103,0,SILVER,III,10,13,10504,301,0,310,0,SILVER_I,25,14,12357,421,0,415,0,SILVER_II,37,12,8971
26,0,42,0,SILVER_IV,56,8,4948,122,0,153,0,SILVER_III,66,8,4984,96,0,97,0,SILVER_II,14,10,6868,152,0,120,0,SILVER_III,80,10,6220,512,0,519,0,SILVER_III,75,8,4730,281,0,268,0,SILVER_III,36,10,6372,197,0,201,0,SILVER_III,84,9,5699,113,0,103,0,SILVER,III,10,8,4952,22,0,31,0,BRONZE_I,71,8,4661,28,0,30,0,SILVER_III,59,6,2841
690,0,690,0,BRONZE_II,61,16,15579,9,0,10,0,BRONZE_I,71,17,17101,4,0,15,0,BRONZE_I,0,16,15762,21,0,13,0,SILVER_I,34,17,16940,58,0,62,0,SILVER_III,35,14,12993,27,0,26,0,SILVER_IV,0,17,17327,139,0,144,0,SILVER_II,60,16,15055,113,0,103,0,SILVER,III,10,13,11175,31,0,37,0,SILVER_IV,31,14,11722,4,0,6,0,BRONZE_II,91,13,10520
44,0,33,0,SILVER_II,71,16,15354,386,0,393,0,SILVER_III,75,16,15328,194,0,187,0,SILVER_III,75,16,16053,225,0,217,0,SILVER_II,42,14,12951,478,0,475,0,SILVER_III,87,13,10195,72,0,60,0,SILVER_II,0,13,11281,127,0,122,0,SILVER_II,66,13,11431,113,0,103,0,SILVER,III,10,12,9462,125,0,116,0,SILVER_II,99,12,9033,252,0,257,0,SILVER_II,70,12,9033
108,0,88,0,SILVER_III,79,16,16201,73,0,100,0,BRONZE_IV,81,12,9516,29,0,35,0,SILVER,III,47,15,13744,153,0,158,0,SILVER_IV,13,14,12495,136,0,147,0,SILVER_IV,16,11,8468,287,0,261,0,SILVER_III,73,18,19320,85,0,88,0,SILVER_II,33,16,15323,312,0,304,0,SILVER_IV,11,16,15198,207,0,210,0,SILVER_IV,19,15,13196,187,0,160,0,SILVER_III,32,15,13524
112,0,117,0,SILVER_IV,0,15,13404,226,0,238,0,SILVER_IV,55,14,12265,29,0,35,0,SILVER,III,47,15,13121,73,0,100,0,BRONZE_IV,81,14,12869,100,0,97,0,SILVER_IV,0,14,12570,111,0,87,0,SILVER_IV,37,17,16502,175,0,145,0,SILVER_IV,13,18,20427,62,0,56,0,SILVER_II,53,18,19491,148,0,153,0,SILVER_IV,0,15,14607,307,0,332,0,SILVER_IV,55,16,16130
156,0,156,0,SILVER_IV,0,18,25946,73,0,100,0,BRONZE_IV,81,18,18827,29,0,35,0,SILVER,III,47,18,18961,349,0,365,0,SILVER_IV,18,18,18910,18,0,30,0,BRONZE_II,85,17,17658,59,0,80,0,BRONZE_I,52,18,23065,69,0,102,0,BRONZE_II,37,18,26142,81,0,100,0,BRONZE_III,1,18,21529,109,0,105,0,SILVER_IV,35,18,23797,70,0,85,0,SILVER_IV,14,18,18605
192,0,200,0,SILVER_IV,49,9,6104,73,0,100,0,BRONZE_IV,81,7,3401,29,0,35,0,SILVER,III,47,11,7660,167,0,153,0,SILVER_III,63,10,6176,225,0,227,0,SILVER_IV,0,8,4082,76,0,73,0,BRONZE_II,75,11,8082,92,0,94,0,SILVER_IV,57,10,7130,70,0,71,0,SILVER_IV,0,12,8840,150,0,172,0,SILVER_III,61,11,7947,6,0,11,0,BRONZE_IV,98,10,7022
57,0,61,0,SILVER,III,95,15,13250,106,0,110,0,SILVER_II,0,16,16004,90,0,97,0,SILVER_II,43,15,14405,32,0,33,0,SILVER_II,26,15,14068,69,0,66,0,SILVER_II,15,14,12381,411,0,433,0,SILVER_II,25,15,14693,13,0,14,0,SILVER_IV,58,13,10280,91,0,57,0,SILVER_II,14,14,11901,34,0,39,0,SILVER_IV,86,12,9525,12,0,10,0,BRONZE_I,100,12,9348
57,0,61,0,SILVER,III,95,12,8692,137,0,153,0,SILVER_I,5,10,6144,28,0,30,0,SILVER_II,55,11,7938,102,0,95,0,SILVER_I,7,10,6205,23,0,32,0,SILVER_II,33,9,5726,86,0,78,0,SILVER_II,52,9,5554,357,0,356,0,SILVER_I,8,11,7466,35,0,40,0,SILVER_III,99,10,7172,65,0,67,0,SILVER_II,8,9,5560,359,0,362,0,SILVER_II,45,8,4371
89,0,70,0,SILVER,III,50,17,18257,156,0,129,0,SILVER_I,14,18,18645,90,0,86,0,SILVER_II,54,18,23336,74,0,63,0,SILVER_II,5,18,21856,69,0,56,0,SILVER_II,77,16,15283,406,0,397,0,SILVER_I,0,18,21505,121,0,114,0,SILVER_II,15,17,16959,149,0,189,0,SILVER_IV,43,18,19008,202,0,219,0,SILVER_II,46,18,20221,47,0,59,0,SILVER_III,71,17,18241
89,0,70,0,SILVER,III,50,14,12972,60,0,57,0,SILVER_III,15,13,10324,262,0,271,0,SILVER_IV,47,12,9346,228,0,176,0,SILVER_IV,3,12,9295,85,0,93,0,SILVER_III,24,12,8759,202,0,206,0,SILVER_IV,48,13,10907,505,0,448,0,SILVER_IV,89,12,9390,593,0,566,0,SILVER_IV,37,13,10022,204,0,207,0,SILVER_IV,44,13,11301,27,0,32,0,SILVER_IV,4,11,7780
89,0,70,0,SILVER,III,50,17,17385,214,0,226,0,SILVER_III,15,18,18462,18,0,26,0,SILVER_III,54,18,19121,104,0,92,0,SILVER_III,23,17,16953,385,0,381,0,SILVER_IV,75,15,14066,9,0,17,0,SILVER_IV,3,17,17018,239,0,235,0,SILVER_IV,37,16,15931,159,0,182,0,SILVER_IV,65,17,17097,53,0,70,0,SILVER_IV,45,18,19928,162,0,171,0,SILVER_III,21,16,15033
89,0,70,0,SILVER,III,50,17,16658,324,0,285,0,SILVER_IV,61,17,18338,319,0,310,0,BRONZE_IV,26,16,16163,56,0,65,0,SILVER_IV,1,17,16640,466,0,442,0,BRONZE_II,26,14,12527,91,0,106,0,BRONZE_II,16,16,15038,180,0,177,0,BRONZE_I,33,15,13436,129,0,117,0,BRONZE_I,15,17,16875,11,0,10,0,BRONZE_III,75,15,13549,230,0,233,0,BRONZE_II,68,14,12122
89,0,70,0,SILVER,III,50,15,13778,168,0,148,0,BRONZE_I,54,15,13513,68,0,57,0,SILVER_IV,61,13,11303,165,0,134,0,SILVER_IV,71,13,11178,38,0,26,0,SILVER_IV,75,13,11256,81,0,84,0,BRONZE_I,74,13,11093,85,0,74,0,SILVER_III,17,14,12488,208,0,236,0,SILVER_IV,74,14,11677,132,0,137,0,SILVER_IV,62,13,10369,97,0,106,0,SILVER_IV,41,12,9442
44,0,43,0,SILVER_III,16,18,18657,15,0,14,0,BRONZE_I,100,16,16332,21,0,30,0,SILVER_III,27,16,15055,108,0,105,0,SILVER,III,3,15,14007,108,0,105,0,SILVER_III,36,15,14047,12,0,15,0,BRONZE_I,0,16,14781,217,0,216,0,SILVER_III,40,17,17755,10,0,11,0,BRONZE_I,100,16,15857,38,0,35,0,SILVER_IV,46,16,16374,78,0,79,0,SILVER_III,0,14,11707
123,0,106,0,SILVER_IV,96,18,20515,323,0,311,0,SILVER_II,0,18,20240,94,0,109,0,SILVER_III,18,17,17660,108,0,105,0,SILVER,III,3,17,17211,108,0,105,0,SILVER_III,36,16,16263,310,0,294,0,SILVER_III,58,18,20382,59,0,62,0,SILVER_II,8,15,13734,47,0,40,0,SILVER_III,2,16,14798,88,0,93,0,SILVER_IV,45,16,15748,482,0,486,0,SILVER_IV,69,15,13389
452,0,433,0,SILVER_III,69,13,11324,225,0,192,0,SILVER_II,76,13,11072,93,0,97,0,SILVER_III,20,15,13417,108,0,105,0,SILVER,III,3,12,9545,108,0,105,0,SILVER_III,36,12,8730,75,0,83,0,SILVER_III,18,15,14189,91,0,88,0,SILVER_II,12,15,13237,65,0,50,0,SILVER_IV,34,15,13175,442,0,416,0,SILVER_III,70,13,10453,70,0,66,0,SILVER_III,9,14,11805
43,0,34,0,SILVER_I,13,14,11890,16,0,16,0,SILVER_III,78,14,12637,68,0,67,0,SILVER_I,90,14,11864,236,0,205,0,SILVER,III,39,14,12621,15,0,13,0,SILVER_I,9,13,10780,11,0,14,0,SILVER_I,0,13,10866,49,0,37,0,SILVER_III,0,10,7024,27,0,24,0,SILVER_II,72,12,9069,14,0,11,0,SILVER_I,88,11,8039,18,0,15,0,BRONZE_I,59,10,6465
11,0,6,0,SILVER_I,63,16,15326,169,0,184,0,SILVER_IV,82,14,12909,130,0,127,0,GOLD_IV,0,14,11835,236,0,205,0,SILVER,III,39,16,16124,21,0,23,0,SILVER_II,5,13,10058,129,0,138,0,SILVER_I,0,14,12344,607,0,590,0,SILVER_I,51,14,12062,388,0,379,0,SILVER_II,40,15,13216,370,0,388,0,SILVER_III,91,15,13606,994,0,950,0,SILVER_I,41,11,8545
721,0,728,0,GOLD_IV,18,18,21730,60,0,64,0,GOLD_IV,0,17,18078,130,0,127,0,GOLD_IV,0,15,14221,236,0,205,0,SILVER,III,39,16,15963,266,0,272,0,SILVER_II,59,14,11441,35,0,37,0,SILVER_II,47,18,19422,153,0,155,0,SILVER_I,44,17,17843,119,0,150,0,GOLD_IV,0,18,19980,82,0,69,0,SILVER_I,0,18,18998,245,0,231,0,GOLD_IV,77,16,16258
32,0,40,0,SILVER_III,75,12,9154,117,0,98,0,SILVER_II,51,10,6279,130,0,127,0,GOLD_IV,0,9,5362,236,0,205,0,SILVER,III,39,12,9367,78,0,77,0,SILVER_I,0,9,5754,166,0,155,0,SILVER_II,46,9,5869,187,0,149,0,SILVER_I,15,9,5202,125,0,120,0,SILVER_I,42,10,6662,69,0,86,0,SILVER_III,74,8,5000,129,0,129,0,SILVER_II,87,9,5133
53,0,39,0,SILVER_II,19,18,21567,63,0,67,0,SILVER_II,63,17,17851,130,0,127,0,GOLD_IV,0,17,17508,236,0,205,0,SILVER,III,39,18,19310,678,0,683,0,SILVER_I,61,15,13582,301,0,293,0,SILVER_I,73,18,18730,175,0,159,0,SILVER_I,48,15,14340,29,0,39,0,SILVER_II,15,16,15836,261,0,244,0,SILVER_I,0,15,13771,84,0,102,0,SILVER_III,90,14,12682
86,0,98,0,SILVER_III,16,11,8235,44,0,58,0,SILVER_IV,35,9,6056,10,0,8,0,BRONZE_I,100,9,5580,114,0,124,0,SILVER_II,8,11,7342,70,0,87,0,SILVER_II,0,8,4875,177,0,172,0,SILVER_IV,14,9,5471,215,0,217,0,GOLD_IV,11,9,5915,43,0,63,0,SILVER,III,0,9,5736,36,0,45,0,BRONZE_I,45,9,5270,13,0,18,0,SILVER_II,28,7,3826
213,0,217,0,SILVER_IV,95,17,17005,555,0,563,0,SILVER_III,30,18,18637,155,0,162,0,SILVER_III,64,14,12428,47,0,39,0,BRONZE_I,13,14,11463,21,0,29,0,SILVER_III,94,13,11307,110,0,139,0,SILVER_IV,75,16,15129,90,0,89,0,SILVER_II,11,13,11373,78,0,80,0,SILVER,III,0,14,12424,128,0,129,0,SILVER_III,0,14,12416,301,0,299,0,SILVER_IV,4,13,11375
78,0,72,0,SILVER_III,76,18,18717,616,0,618,0,SILVER_III,70,18,23347,398,0,385,0,SILVER_III,98,17,16971,401,0,397,0,SILVER_III,49,16,15618,15,0,27,0,BRONZE_I,24,15,13237,330,0,307,0,SILVER_III,49,17,16521,213,0,220,0,SILVER_III,13,18,18529,78,0,80,0,SILVER,III,0,16,14705,274,0,262,0,SILVER_I,20,15,14528,23,0,27,0,BRONZE_I,0,14,12505
144,0,148,0,SILVER_I,5,14,11690,168,0,165,0,SILVER_II,27,14,11642,320,0,326,0,SILVER_III,90,15,13319,535,0,527,0,SILVER_III,76,12,9525,129,0,140,0,SILVER_III,56,12,9287,32,0,23,0,BRONZE_I,86,12,8967,61,0,63,0,SILVER_III,2,13,11213,78,0,80,0,SILVER,III,0,12,8762,62,0,80,0,SILVER_IV,0,11,8135,15,0,22,0,SILVER_IV,62,11,7964
36,0,53,0,SILVER_IV,79,15,13108,129,0,111,0,SILVER_III,55,14,12167,598,0,617,0,SILVER_III,90,15,13031,181,0,197,0,SILVER_III,50,15,13386,323,0,353,0,SILVER_II,10,13,10238,84,0,88,0,SILVER_III,28,17,17244,191,0,203,0,SILVER_III,74,17,16611,78,0,80,0,SILVER,III,0,18,18466,48,0,60,0,SILVER_IV,74,14,12358,64,0,57,0,SILVER_III,45,14,12967
