rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
604,0,578,0,BRONZE_III,13,18,19173,74,0,81,0,BRONZE_IV,63,18,20775,55,0,71,0,IRON_I,40,17,16864,106,0,102,0,IRON_I,31,17,17417,249,0,259,0,BRONZE_IV,48,18,20425,122,0,115,0,BRONZE_III,0,18,24067,72,0,71,0,IRON_II,0,18,21401,253,0,263,0,BRONZE_IV,0,18,18674,300,0,288,0,IRON_III,55,16,15600,19,0,63,0,IRON_IV,0,14,11924
193,0,199,0,BRONZE_IV,0,13,10519,158,0,141,0,BRONZE_II,90,15,14646,49,0,59,0,BRONZE_IV,3,12,9658,228,0,200,0,BRONZE_IV,43,12,9940,226,0,191,0,BRONZE_I,49,11,8283,99,0,94,0,BRONZE_III,0,13,10307,254,0,250,0,BRONZE_IV,17,11,8278,11,0,11,0,IRON_II,57,11,8099,27,0,37,0,IRON_III,89,12,9372,87,0,85,0,BRONZE_III,66,11,7347
1386,0,1339,0,BRONZE_II,37,16,15133,309,0,332,0,BRONZE_IV,0,13,10205,290,0,296,0,BRONZE_IV,0,14,12882,375,0,418,0,IRON_IV,72,13,11015,57,0,71,0,IRON_III,54,12,8685,89,0,84,0,BRONZE_III,46,12,9501,189,0,188,0,BRONZE_III,1,13,10391,11,0,11,0,IRON_II,57,13,11024,202,0,170,0,BRONZE_II,70,12,9628,73,0,87,0,BRONZE_IV,11,11,8204
293,0,234,0,SILVER_I,23,16,16040,64,0,74,0,IRON_III,16,16,16242,45,0,45,0,IRON_I,36,16,15885,15,0,13,0,BRONZE_I,26,18,19417,159,0,156,0,IRON_II,34,15,14478,159,0,156,0,IRON_II,34,16,15731,60,0,51,0,SILVER_III,0,15,14158,11,0,11,0,IRON_II,57,17,16538,55,0,50,0,BRONZE_II,0,15,13899,242,0,230,0,IRON_I,61,14,12101
91,0,97,0,BRONZE_IV,31,12,9681,51,0,60,0,BRONZE_IV,0,13,11091,59,0,51,0,IRON_II,27,14,11728,208,0,198,0,BRONZE_IV,23,13,11095,130,0,109,0,BRONZE_III,32,4,1220,76,0,54,0,BRONZE_II,18,16,14804,32,0,39,0,IRON_I,49,13,10318,11,0,11,0,IRON_II,57,15,13203,116,0,115,0,BRONZE_III,24,14,12769,210,0,210,0,IRON_II,50,14,11639
139,0,128,0,BRONZE_IV,14,15,13172,41,0,52,0,IRON_II,13,13,10678,41,0,52,0,IRON_II,13,12,9255,43,0,54,0,IRON_III,0,11,7571,101,0,119,0,IRON_III,75,11,7354,195,0,185,0,BRONZE_III,56,14,12961,122,0,124,0,BRONZE_IV,77,12,9816,11,0,11,0,IRON_II,57,13,10947,256,0,232,0,BRONZE_III,21,15,14560,261,0,261,0,IRON_III,85,12,9131
4,0,9,0,IRON_II,74,18,24431,106,0,104,0,BRONZE_IV,67,18,32679,65,0,89,0,IRON_II,46,18,26648,308,0,308,0,IRON_II,92,18,27854,57,0,73,0,BRONZE_IV,10,18,22904,266,0,281,0,IRON_III,42,18,25265,133,0,146,0,IRON_I,71,18,25375,15,0,17,0,IRON_II,75,18,25543,197,0,201,0,IRON_II,33,18,28861,204,0,174,0,BRONZE_III,14,18,22688
317,0,350,0,IRON_II,58,18,22222,31,0,29,0,BRONZE_IV,44,18,23422,157,0,164,0,BRONZE_IV,3,18,19497,180,0,184,0,BRONZE_IV,75,18,22607,75,0,94,0,BRONZE_III,3,18,22610,4,0,14,0,IRON_II,0,18,20574,282,0,263,0,BRONZE_III,69,18,20167,38,0,41,0,IRON_I,16,17,17025,1,0,12,0,IRON_II,2,17,18107,3,0,18,0,IRON_II,0,18,18438
25,0,36,0,BRONZE_III,6,18,25856,59,0,71,0,BRONZE_III,48,18,25996,204,0,189,0,BRONZE_III,30,18,26760,152,0,145,0,BRONZE_III,3,18,21755,131,0,132,0,BRONZE_IV,0,18,24335,259,0,271,0,BRONZE_III,14,18,35094,184,0,176,0,BRONZE_II,66,18,27297,133,0,122,0,BRONZE_II,0,18,24743,33,0,39,0,IRON_II,88,18,26759,41,0,45,0,BRONZE_I,71,18,24450
259,0,271,0,BRONZE_III,14,14,12314,246,0,207,0,BRONZE_II,6,12,9581,49,0,51,0,BRONZE_II,32,16,14734,50,0,50,0,BRONZE_II,23,11,7822,422,0,379,0,BRONZE_III,28,11,7945,44,0,49,0,BRONZE_III,38,13,10718,11,0,17,0,IRON_I,77,11,7322,4,0,16,0,BRONZE_IV,37,11,7786,33,0,39,0,IRON_II,88,11,8150,41,0,45,0,BRONZE_I,71,11,7492
258,0,242,0,BRONZE_III,66,16,15007,59,0,82,0,BRONZE_III,36,15,14371,259,0,245,0,BRONZE_II,24,16,14827,132,0,141,0,BRONZE_III,16,13,11423,126,0,134,0,BRONZE_IV,61,13,10658,36,0,55,0,BRONZE_IV,54,17,18087,24,0,38,0,BRONZE_III,0,16,15970,75,0,57,0,BRONZE_III,0,17,16850,33,0,39,0,IRON_II,88,16,16398,41,0,45,0,BRONZE_I,71,15,13802
285,0,321,0,BRONZE_IV,61,13,11251,18,0,45,0,IRON_I,23,14,11998,412,0,421,0,BRONZE_IV,79,16,15280,412,0,421,0,BRONZE_IV,79,12,9642,122,0,106,0,BRONZE_III,33,13,11196,253,0,255,0,BRONZE_III,36,17,17252,150,0,174,0,BRONZE_IV,0,15,13847,222,0,243,0,BRONZE_III,30,15,14438,33,0,39,0,IRON_II,88,13,10606,41,0,45,0,BRONZE_I,71,15,13968
48,0,63,0,BRONZE_III,15,17,16998,14,0,20,0,BRONZE_IV,21,18,18708,9,0,20,0,BRONZE_II,12,16,15204,91,0,86,0,BRONZE_II,64,16,15605,171,0,175,0,BRONZE_II,41,14,12709,8,0,16,0,IRON_I,15,15,13693,81,0,108,0,BRONZE_IV,31,15,14307,53,0,52,0,BRONZE_III,68,16,15547,33,0,39,0,IRON_II,88,15,13837,41,0,45,0,BRONZE_I,71,15,14238
83,0,105,0,IRON_II,91,13,10919,291,0,268,0,BRONZE_III,62,14,12218,13,0,29,0,IRON_II,27,14,12369,144,0,162,0,BRONZE_IV,13,11,8199,120,0,92,0,BRONZE_IV,45,11,7997,110,0,117,0,BRONZE_IV,0,10,6640,44,0,65,0,BRONZE_IV,12,12,9331,148,0,157,0,BRONZE_III,0,12,9597,334,0,347,0,BRONZE_IV,0,12,8787,306,0,339,0,IRON_III,58,13,10583
83,0,105,0,IRON_II,91,12,9063,473,0,505,0,BRONZE_IV,9,13,10215,72,0,89,0,BRONZE_IV,14,13,11183,244,0,240,0,IRON_I,42,12,8969,9,0,42,0,IRON_I,0,10,7222,131,0,119,0,IRON_I,2,16,15192,54,0,67,0,BRONZE_IV,42,15,13477,267,0,293,0,BRONZE_IV,0,12,9770,112,0,155,0,IRON_III,12,11,8472,88,0,101,0,IRON_I,100,12,9551
83,0,105,0,IRON_II,91,16,15616,68,0,87,0,BRONZE_IV,1,17,17393,68,0,87,0,BRONZE_IV,1,15,13372,97,0,117,0,BRONZE_III,30,15,13022,81,0,126,0,IRON_III,42,15,14680,150,0,141,0,BRONZE_IV,52,17,17733,143,0,149,0,IRON_I,60,17,16615,124,0,154,0,BRONZE_IV,0,18,19977,153,0,134,0,IRON_I,85,17,18023,3,0,32,0,BRONZE_IV,0,13,10446
25,0,32,0,IRON_II,24,18,21038,44,0,20,0,BRONZE_III,64,17,17337,305,0,318,0,BRONZE_IV,35,17,17027,305,0,318,0,BRONZE_IV,35,14,11504,138,0,145,0,BRONZE_IV,41,15,13255,171,0,184,0,BRONZE_IV,0,18,18811,737,0,744,0,BRONZE_IV,43,16,15966,12,0,22,0,IRON_II,17,17,17733,568,0,574,0,BRONZE_IV,75,16,16097,522,0,508,0,BRONZE_II,17,16,16084
15,0,30,0,IRON_I,25,12,9104,16,0,18,0,IRON_I,18,10,6460,49,0,43,0,BRONZE_IV,75,11,8065,185,0,208,0,IRON_IV,34,10,6348,117,0,119,0,BRONZE_III,35,9,5599,25,0,24,0,IRON_I,100,13,10572,52,0,64,0,IRON_II,64,12,9825,12,0,22,0,IRON_II,17,14,11912,201,0,181,0,BRONZE_I,15,11,7477,41,0,44,0,BRONZE_IV,0,11,8172
94,0,87,0,SILVER_III,48,17,17642,368,0,340,0,BRONZE_IV,75,16,14884,379,0,343,0,BRONZE_III,31,16,14755,127,0,105,0,IRON_I,88,17,16664,358,0,341,0,SILVER_IV,0,14,12902,492,0,474,0,BRONZE_III,75,18,19867,212,0,223,0,BRONZE_IV,25,18,20963,12,0,22,0,IRON_II,17,18,20885,51,0,57,0,BRONZE_IV,64,17,17211,65,0,59,0,BRONZE_II,15,16,14724
250,0,235,0,BRONZE_IV,33,14,12339,40,0,45,0,IRON_I,82,13,9969,217,0,207,0,IRON_II,6,13,11095,64,0,82,0,BRONZE_IV,9,12,8663,11,0,52,0,IRON_IV,48,9,5963,104,0,129,0,IRON_III,71,11,7888,255,0,275,0,IRON_II,32,13,10002,129,0,122,0,BRONZE_IV,46,10,6933,33,0,40,0,IRON_I,0,11,7499,6,0,28,0,IRON_I,9,7,4012
295,0,296,0,BRONZE_IV,22,8,4952,212,0,259,0,IRON_IV,74,10,6574,217,0,207,0,IRON_II,6,11,8034,57,0,73,0,IRON_II,79,12,8881,262,0,264,0,BRONZE_IV,64,11,7850,694,0,771,0,IRON_IV,71,12,8862,26,0,43,0,BRONZE_IV,20,8,4955,28,0,34,0,IRON_I,65,10,6767,317,0,327,0,BRONZE_IV,0,9,5934,328,0,344,0,IRON_II,7,8,4531
31,0,57,0,IRON_III,60,12,9892,481,0,508,0,BRONZE_IV,70,13,10452,217,0,207,0,IRON_II,6,13,11238,297,0,297,0,BRONZE_IV,14,12,9067,10,0,12,0,IRON_I,54,10,6392,7,0,10,0,IRON_I,50,10,6277,340,0,370,0,IRON_III,67,10,7137,417,0,442,0,IRON_II,2,11,7714,123,0,144,0,BRONZE_IV,98,12,9294,15,0,57,0,IRON_IV,17,8,4745
90,0,84,0,BRONZE_IV,34,13,11416,27,0,41,0,IRON_I,68,13,11015,217,0,207,0,IRON_II,6,12,8637,526,0,577,0,IRON_IV,35,10,7137,492,0,508,0,BRONZE_III,6,10,7077,36,0,63,0,IRON_I,56,10,7160,31,0,45,0,BRONZE_IV,76,9,6030,53,0,63,0,IRON_III,8,10,7138,216,0,249,0,IRON_III,28,12,9260,12,0,19,0,BRONZE_IV,15,3,901
11,0,24,0,BRONZE_IV,19,17,17943,129,0,148,0,IRON_I,29,18,18781,217,0,207,0,IRON_II,6,17,17517,157,0,158,0,BRONZE_IV,65,15,14211,19,0,21,0,IRON_III,79,16,16309,70,0,110,0,IRON_III,5,18,18892,147,0,165,0,BRONZE_IV,12,18,22177,239,0,249,0,IRON_I,20,18,25030,48,0,58,0,IRON_I,24,17,18342,7,0,17,0,BRONZE_III,0,16,16256
247,0,256,0,IRON_III,86,16,16131,137,0,173,0,IRON_III,74,15,14207,16,0,31,0,IRON_II,82,14,12292,102,0,104,0,BRONZE_III,0,14,12826,90,0,91,0,BRONZE_III,7,13,11091,67,0,63,0,BRONZE_IV,85,15,13615,35,0,44,0,IRON_III,38,14,12025,9,0,14,0,IRON_II,34,12,9817,220,0,231,0,IRON_II,94,12,9184,71,0,73,0,BRONZE_IV,60,13,10135
110,0,130,0,BRONZE_IV,8,8,4974,362,0,360,0,BRONZE_III,89,7,3635,205,0,198,0,BRONZE_IV,48,8,4730,293,0,285,0,BRONZE_IV,57,7,3869,23,0,24,0,BRONZE_IV,56,5,2060,157,0,183,0,BRONZE_IV,15,8,4598,35,0,47,0,IRON_II,25,4,1444,152,0,170,0,BRONZE_IV,74,8,4900,381,0,403,0,BRONZE_III,42,7,3270,205,0,185,0,BRONZE_IV,50,5,2225
19,0,14,0,BRONZE_IV,94,14,12331,106,0,128,0,BRONZE_IV,2,13,10822,92,0,91,0,IRON_I,79,15,13819,77,0,76,0,BRONZE_III,53,14,12425,56,0,82,0,BRONZE_IV,5,13,10911,242,0,245,0,BRONZE_IV,72,13,11000,35,0,47,0,IRON_II,25,11,8247,21,0,31,0,BRONZE_IV,23,12,9269,27,0,26,0,BRONZE_IV,68,12,9709,61,0,60,0,BRONZE_II,55,11,7901
176,0,177,0,BRONZE_IV,24,18,18402,175,0,189,0,IRON_III,8,16,15506,141,0,152,0,BRONZE_IV,11,16,16174,15,0,30,0,BRONZE_IV,0,14,11962,78,0,104,0,IRON_II,0,14,11682,102,0,102,0,IRON_II,0,10,6153,52,0,78,0,IRON_III,18,17,18141,280,0,293,0,BRONZE_III,57,18,22281,103,0,131,0,BRONZE_IV,58,14,12863,104,0,118,0,BRONZE_IV,96,16,15604
519,0,548,0,BRONZE_IV,71,17,17907,3,0,11,0,IRON_II,73,14,11740,73,0,98,0,BRONZE_IV,0,14,12134,372,0,390,0,IRON_I,52,13,10199,66,0,75,0,BRONZE_IV,29,12,9252,102,0,102,0,IRON_II,0,15,13983,24,0,29,0,BRONZE_IV,53,17,17068,572,0,573,0,BRONZE_III,33,15,14635,28,0,41,0,BRONZE_IV,14,15,14049,19,0,35,0,BRONZE_IV,92,13,10245
124,0,151,0,IRON_IV,75,18,21924,5,0,22,0,BRONZE_IV,0,17,17490,25,0,38,0,BRONZE_IV,75,18,20452,15,0,23,0,IRON_II,66,18,21048,62,0,81,0,IRON_II,99,16,15288,102,0,102,0,IRON_II,0,17,18253,7,0,11,0,IRON_I,18,16,15862,200,0,199,0,IRON_II,87,18,27204,148,0,169,0,IRON_II,41,18,19421,41,0,62,0,BRONZE_IV,16,14,12937
107,0,107,0,IRON_I,56,14,12001,13,0,22,0,IRON_I,100,13,10319,33,0,27,0,IRON_I,0,15,13310,312,0,278,0,BRONZE_IV,0,13,11053,11,0,59,0,IRON_IV,22,10,6389,102,0,102,0,IRON_II,0,14,12248,92,0,104,0,IRON_I,80,16,15161,18,0,16,0,BRONZE_IV,18,15,13542,38,0,42,0,BRONZE_III,19,17,17569,27,0,68,0,IRON_IV,0,12,9436
94,0,116,0,IRON_IV,36,14,12865,196,0,207,0,BRONZE_IV,0,15,14421,17,0,24,0,IRON_I,35,15,13253,446,0,500,0,BRONZE_IV,0,14,11552,19,0,56,0,IRON_IV,0,11,8557,102,0,102,0,IRON_II,0,13,11056,50,0,63,0,IRON_III,44,13,10737,140,0,220,0,IRON_IV,68,15,14674,25,0,34,0,BRONZE_IV,39,13,10629,89,0,109,0,BRONZE_IV,75,13,11059
140,0,149,0,IRON_III,29,18,20230,7,0,26,0,BRONZE_IV,0,17,16602,8,0,49,0,IRON_III,0,14,12915,102,0,106,0,IRON_II,72,15,14213,121,0,120,0,BRONZE_IV,60,17,16719,311,0,296,0,IRON_I,38,18,22961,79,0,125,0,IRON_III,44,18,20904,246,0,255,0,IRON_II,4,3,995,364,0,377,0,IRON_I,27,18,19758,264,0,285,0,BRONZE_III,65,17,17189
263,0,289,0,BRONZE_IV,41,18,18989,316,0,355,0,IRON_III,92,14,12641,56,0,82,0,BRONZE_IV,5,18,19362,102,0,106,0,IRON_II,72,14,12842,41,0,52,0,BRONZE_IV,51,14,12459,333,0,336,0,BRONZE_IV,2,17,17736,9,0,24,0,IRON_III,31,16,15728,124,0,116,0,IRON_II,63,17,16543,260,0,297,0,IRON_IV,93,17,17063,120,0,92,0,BRONZE_IV,45,16,16242
23,0,43,0,IRON_I,0,16,14909,40,0,47,0,BRONZE_III,9,15,13958,219,0,218,0,IRON_II,75,13,10730,102,0,106,0,IRON_II,72,13,10137,157,0,142,0,BRONZE_IV,6,12,8857,93,0,120,0,IRON_II,33,13,9988,4,0,7,0,IRON_II,53,13,10569,136,0,153,0,IRON_I,73,13,11032,136,0,153,0,IRON_I,73,12,9829,68,0,76,0,BRONZE_III,11,11,8344
274,0,291,0,BRONZE_IV,18,15,14161,35,0,43,0,BRONZE_III,29,18,19474,402,0,405,0,BRONZE_IV,23,17,18135,102,0,106,0,IRON_II,72,16,15745,121,0,149,0,IRON_I,14,16,14964,74,0,72,0,BRONZE_IV,51,16,16097,60,0,67,0,BRONZE_III,11,16,16133,27,0,52,0,IRON_I,0,16,15917,192,0,231,0,IRON_III,39,16,15582,46,0,61,0,BRONZE_IV,48,15,14590
212,0,198,0,BRONZE_IV,0,15,13301,492,0,518,0,BRONZE_III,0,14,11665,137,0,151,0,BRONZE_IV,0,13,11293,102,0,106,0,IRON_II,72,12,8645,199,0,215,0,BRONZE_IV,3,12,9142,243,0,259,0,BRONZE_IV,42,16,15894,42,0,54,0,BRONZE_IV,30,16,15585,82,0,113,0,BRONZE_IV,56,16,14800,136,0,108,0,BRONZE_III,15,15,14230,512,0,545,0,IRON_III,61,14,11510
97,0,95,0,IRON_II,75,18,24792,383,0,404,0,BRONZE_III,33,18,19972,62,0,64,0,IRON_I,22,18,28367,53,0,65,0,IRON_IV,92,18,19252,24,0,17,0,IRON_I,47,18,18663,9,0,15,0,IRON_II,46,18,20349,803,0,831,0,IRON_III,55,18,25008,262,0,268,0,BRONZE_IV,13,18,19333,96,0,124,0,BRONZE_IV,52,18,18399,114,0,136,0,BRONZE_IV,7,15,14624
190,0,209,0,IRON_IV,61,18,19081,489,0,490,0,BRONZE_IV,0,18,23253,33,0,42,0,BRONZE_IV,1,18,19132,348,0,345,0,BRONZE_IV,13,17,17602,105,0,121,0,BRONZE_IV,75,18,19945,9,0,15,0,IRON_II,46,18,21232,167,0,173,0,IRON_I,18,18,20602,6,0,17,0,IRON_I,51,18,18552,13,0,29,0,IRON_III,72,18,19873,61,0,74,0,IRON_IV,61,15,13517
233,0,271,0,IRON_I,5,12,9941,141,0,156,0,IRON_III,62,10,7224,275,0,260,0,BRONZE_IV,14,12,9430,370,0,369,0,BRONZE_IV,50,11,7599,294,0,296,0,IRON_IV,12,11,7917,9,0,15,0,IRON_II,46,11,7659,82,0,79,0,IRON_I,27,11,7782,334,0,344,0,BRONZE_IV,75,10,6756,620,0,625,0,IRON_III,46,9,5825,53,0,71,0,IRON_I,16,9,5134
71,0,55,0,BRONZE_II,21,14,12508,34,0,41,0,IRON_I,0,13,10493,186,0,200,0,BRONZE_IV,10,12,9607,57,0,47,0,IRON_I,66,11,8112,27,0,61,0,IRON_IV,0,12,8893,9,0,15,0,IRON_II,46,15,14675,74,0,68,0,BRONZE_IV,12,17,17502,142,0,141,0,BRONZE_IV,0,15,13939,67,0,93,0,BRONZE_IV,14,14,12634,36,0,50,0,IRON_IV,24,13,10472
72,0,77,0,BRONZE_IV,75,10,6984,131,0,163,0,IRON_II,75,8,4943,54,0,84,0,IRON_III,0,9,5078,133,0,146,0,BRONZE_IV,52,7,4030,23,0,57,0,IRON_IV,75,6,2808,9,0,15,0,IRON_II,46,11,7453,174,0,241,0,IRON_III,61,9,5582,114,0,113,0,IRON_I,74,11,7634,495,0,447,0,BRONZE_II,38,9,5069,74,0,78,0,BRONZE_IV,17,8,4849
33,0,49,0,BRONZE_IV,95,13,10303,83,0,77,0,IRON_II,89,12,8892,147,0,148,0,BRONZE_IV,62,12,9227,93,0,97,0,BRONZE_III,24,11,8333,20,0,28,0,IRON_III,32,10,6136,21,0,35,0,IRON_II,22,12,9117,373,0,401,0,IRON_I,34,9,5870,202,0,177,0,BRONZE_IV,45,11,7749,763,0,796,0,BRONZE_IV,57,10,6364,143,0,157,0,BRONZE_IV,77,9,5786
93,0,112,0,BRONZE_IV,63,13,10976,83,0,77,0,IRON_II,89,12,9310,94,0,86,0,BRONZE_III,90,12,9635,481,0,455,0,BRONZE_II,79,13,11409,77,0,87,0,IRON_III,97,11,8187,18,0,44,0,IRON_III,6,12,9781,52,0,79,0,IRON_IV,93,10,6296,474,0,462,0,BRONZE_IV,69,12,9806,240,0,284,0,BRONZE_IV,12,11,8483,12,0,56,0,IRON_IV,77,8,4829
106,0,123,0,BRONZE_IV,1,13,10610,83,0,77,0,IRON_II,89,11,7371,93,0,108,0,IRON_IV,73,11,8246,96,0,117,0,BRONZE_IV,0,12,8836,12,0,51,0,IRON_IV,0,8,4716,28,0,28,0,IRON_II,78,14,12237,370,0,327,0,BRONZE_II,26,14,11522,33,0,51,0,IRON_III,75,12,8846,262,0,228,0,BRONZE_IV,24,13,10149,10,0,24,0,IRON_II,87,11,7334
112,0,120,0,BRONZE_IV,0,11,7687,83,0,77,0,IRON_II,89,12,8631,40,0,75,0,IRON_II,21,12,9420,56,0,59,0,BRONZE_IV,67,11,7545,224,0,255,0,BRONZE_IV,54,10,6698,26,0,34,0,BRONZE_III,42,12,9521,49,0,72,0,BRONZE_IV,24,12,9648,717,0,748,0,IRON_I,77,11,8389,121,0,136,0,SILVER_III,57,13,11016,115,0,104,0,IRON_I,14,11,8373
87,0,112,0,IRON_II,5,11,7726,83,0,77,0,IRON_II,89,14,12405,102,0,96,0,BRONZE_IV,56,12,9519,18,0,21,0,IRON_III,20,11,8244,297,0,289,0,IRON_I,4,11,8404,111,0,106,0,BRONZE_IV,0,14,11648,251,0,274,0,IRON_IV,92,14,11793,134,0,134,0,BRONZE_III,0,15,13702,17,0,23,0,IRON_I,42,13,10629,182,0,201,0,IRON_I,13,13,10038
73,0,66,0,BRONZE_III,24,18,25964,18,0,17,0,BRONZE_IV,21,18,28375,4,0,8,0,IRON_I,0,18,21799,44,0,36,0,BRONZE_IV,46,18,22442,19,0,23,0,IRON_I,37,18,20997,113,0,103,0,BRONZE_IV,49,18,25548,1,0,12,0,IRON_II,1,17,18172,127,0,141,0,IRON_I,0,18,24657,37,0,46,0,BRONZE_IV,16,18,24686,45,0,52,0,BRONZE_III,34,18,26731
70,0,101,0,IRON_II,0,17,17694,343,0,353,0,BRONZE_IV,34,18,19566,68,0,83,0,IRON_I,59,17,17984,105,0,87,0,BRONZE_IV,1,17,17977,316,0,319,0,IRON_II,12,16,16253,306,0,347,0,IRON_II,29,18,19613,1,0,12,0,IRON_II,1,14,12098,49,0,69,0,IRON_II,24,18,20287,107,0,98,0,IRON_II,52,16,16302,152,0,165,0,BRONZE_IV,12,16,14965
35,0,51,0,BRONZE_IV,15,18,19835,34,0,46,0,IRON_II,69,16,15500,33,0,43,0,BRONZE_IV,74,18,19314,231,0,218,0,BRONZE_IV,27,17,17247,32,0,35,0,BRONZE_III,99,15,14339,48,0,59,0,BRONZE_III,1,17,16926,97,0,73,0,BRONZE_IV,20,15,14078,48,0,42,0,BRONZE_III,62,15,14353,140,0,142,0,BRONZE_IV,57,17,17210,4,0,7,0,BRONZE_IV,78,13,10726
32,0,35,0,BRONZE_III,99,17,18248,34,0,46,0,IRON_II,69,18,19806,127,0,110,0,BRONZE_IV,74,18,18870,229,0,205,0,BRONZE_III,0,18,20408,276,0,273,0,BRONZE_IV,11,18,19016,144,0,129,0,BRONZE_I,14,17,17175,181,0,154,0,SILVER_IV,7,18,18755,181,0,182,0,BRONZE_IV,0,18,21034,68,0,80,0,BRONZE_III,75,17,18278,24,0,37,0,IRON_II,30,17,16526
32,0,35,0,BRONZE_III,99,11,7415,34,0,46,0,IRON_II,69,8,4839,27,0,18,0,SILVER_II,54,8,4988,19,0,23,0,BRONZE_II,39,9,5342,49,0,39,0,SILVER_IV,58,1,0,3,0,9,0,IRON_I,31,10,7150,44,0,54,0,BRONZE_IV,82,9,5551,60,0,65,0,BRONZE_III,44,11,7460,33,0,56,0,BRONZE_IV,0,9,5797,33,0,56,0,BRONZE_IV,0,7,3670
32,0,35,0,BRONZE_III,99,15,14170,34,0,46,0,IRON_II,69,16,14909,46,0,70,0,BRONZE_IV,39,14,12857,26,0,33,0,BRONZE_IV,75,16,15829,283,0,280,0,BRONZE_I,0,15,13397,200,0,175,0,BRONZE_III,58,17,16671,327,0,296,0,BRONZE_III,15,17,17969,13,0,13,0,BRONZE_IV,30,14,12964,260,0,273,0,BRONZE_III,65,14,11704,260,0,273,0,BRONZE_III,65,13,11158
32,0,35,0,BRONZE_III,99,16,15342,34,0,46,0,IRON_II,69,14,11987,382,0,367,0,IRON_II,19,16,14928,388,0,432,0,IRON_IV,93,15,13068,63,0,78,0,BRONZE_IV,73,14,12328,94,0,107,0,BRONZE_IV,14,17,16741,9,0,7,0,BRONZE_IV,41,15,13999,97,0,94,0,SILVER_IV,0,18,18379,58,0,40,0,BRONZE_III,56,16,15152,328,0,336,0,IRON_II,67,15,13656
67,0,68,0,SILVER_IV,26,10,7093,161,0,142,0,SILVER_IV,0,11,7729,47,0,52,0,BRONZE_II,17,12,8746,75,0,83,0,BRONZE_IV,88,12,8582,363,0,350,0,SILVER_III,95,13,11109,135,0,104,0,BRONZE_III,61,10,6999,2,0,12,0,IRON_II,56,12,8611,34,0,30,0,GOLD_IV,0,10,6362,122,0,100,0,GOLD_III,2,11,7855,76,0,99,0,SILVER_III,76,10,7279
33,0,43,0,BRONZE_IV,14,16,15714,120,0,123,0,SILVER_III,75,17,17127,76,0,69,0,SILVER_II,78,17,17927,2,0,10,0,BRONZE_IV,0,14,11693,671,0,643,0,GOLD_III,24,16,15206,34,0,45,0,SILVER_IV,75,14,12998,2,0,12,0,IRON_II,56,16,14798,135,0,104,0,BRONZE_III,61,15,13387,128,0,140,0,BRONZE_III,0,15,14289,34,0,30,0,GOLD_IV,0,14,12047
74,0,81,0,BRONZE_II,40,16,15756,193,0,176,0,GOLD_II,6,15,14671,146,0,130,0,SILVER_II,0,16,14796,82,0,65,0,SILVER_IV,29,16,15137,327,0,324,0,GOLD_IV,3,13,11161,76,0,99,0,SILVER_III,76,15,14140,2,0,12,0,IRON_II,56,14,11854,34,0,30,0,GOLD_IV,0,14,12526,26,0,44,0,BRONZE_III,62,14,11521,135,0,104,0,BRONZE_III,61,12,9932
81,0,95,0,SILVER_II,0,17,16825,83,0,119,0,SILVER_III,28,15,13317,36,0,36,0,SILVER_II,93,15,13036,5,0,6,0,BRONZE_II,1,14,12611,21,0,25,0,SILVER_II,81,13,10856,122,0,100,0,GOLD_III,2,14,12051,2,0,12,0,IRON_II,56,14,11450,34,0,30,0,GOLD_IV,0,14,12479,128,0,140,0,BRONZE_III,0,14,12812,76,0,99,0,SILVER_III,76,13,9998
