rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience
247,0,256,0,GOLD_IV,42,13,10743,223,0,215,0,GOLD_IV,6,10,6315,208,0,217,0,GOLD_IV,12,12,9404,511,0,510,0,GOLD_III,2,11,8410,111,0,109,0,SILVER_II,63,13,10156,143,0,129,0,GOLD_IV,34,16,14794,76,0,57,0,SILVER_I,35,15,13504,175,0,166,0,GOLD_IV,51,14,12784,116,0,143,0,GOLD_IV,7,14,11793,79,0,90,0,GOLD_III,21,12,8721
592,0,579,0,GOLD_IV,66,17,17469,329,0,321,0,GOLD_III,15,17,17375,598,0,599,0,GOLD_III,78,16,15961,469,0,480,0,SILVER_II,58,16,16101,48,0,54,0,SILVER_II,15,17,16784,143,0,129,0,GOLD_IV,34,16,16279,76,0,57,0,SILVER_I,35,16,14887,412,0,405,0,GOLD_IV,19,15,13775,35,0,42,0,GOLD_IV,0,16,15492,81,0,84,0,SILVER_III,61,13,11290
44,0,36,0,GOLD_IV,70,18,20445,809,0,827,0,GOLD_III,4,17,17647,77,0,87,0,GOLD_III,15,17,17834,47,0,32,0,GOLD_III,28,18,19019,98,0,74,0,GOLD_II,29,16,15768,171,0,171,0,GOLD_III,15,16,16119,32,0,20,0,SILVER_I,67,14,12518,55,0,42,0,GOLD_III,21,16,15895,201,0,197,0,GOLD_III,28,16,15869,161,0,175,0,GOLD_III,38,13,11337
40,0,38,0,GOLD_IV,75,2,392,13,0,11,0,SILVER_I,100,2,471,31,0,27,0,GOLD_IV,1,3,1122,201,0,197,0,GOLD_III,28,2,571,18,0,21,0,GOLD_IV,0,2,571,44,0,36,0,GOLD_IV,70,3,753,32,0,20,0,SILVER_I,67,2,645,247,0,235,0,GOLD_III,18,1,0,32,0,30,0,GOLD_IV,19,2,545,161,0,175,0,GOLD_III,38,2,545
212,0,188,0,GOLD_II,11,14,12491,30,0,30,0,SILVER_I,50,13,10342,35,0,19,0,GOLD_IV,40,12,9586,48,0,21,0,GOLD_IV,1,12,9918,386,0,401,0,GOLD_III,22,11,7664,23,0,43,0,GOLD_IV,0,12,8743,32,0,20,0,SILVER_I,67,10,7052,40,0,42,0,GOLD_IV,3,12,9223,61,0,57,0,GOLD_IV,2,11,7784,46,0,45,0,GOLD_IV,0,9,5794
17,0,15,0,GOLD_II,1,18,19806,41,0,32,0,GOLD_I,100,17,17955,30,0,26,0,GOLD_III,0,18,18783,24,0,19,0,GOLD_IV,39,18,22422,31,0,30,0,GOLD_III,44,18,18836,16,0,12,0,GOLD_IV,6,18,21130,32,0,20,0,SILVER_I,67,18,18521,25,0,26,0,GOLD_I,0,18,25002,22,0,20,0,SILVER_II,61,18,21614,8,0,10,0,SILVER_I,68,16,15649
16,0,11,0,SILVER_I,59,15,14587,43,0,44,0,GOLD_III,0,15,13591,34,0,23,0,GOLD_II,14,15,13967,125,0,131,0,GOLD_IV,0,14,11754,42,0,56,0,GOLD_III,6,13,11014,24,0,23,0,GOLD_IV,84,16,16457,32,0,20,0,SILVER_I,67,17,17061,16,0,14,0,SILVER_I,97,16,16259,233,0,240,0,GOLD_IV,14,17,17729,18,0,16,0,SILVER_I,72,15,14489
216,0,214,0,SILVER_I,2,18,20633,407,0,427,0,SILVER_II,3,18,19637,802,0,801,0,SILVER_III,2,15,14081,152,0,130,0,SILVER_II,72,16,15942,112,0,97,0,SILVER_II,20,14,12861,38,0,33,0,SILVER_I,33,18,21820,241,0,230,0,SILVER_IV,22,18,18719,583,0,591,0,GOLD_IV,67,18,19377,552,0,568,0,SILVER_III,16,18,21180,138,0,145,0,SILVER_III,0,16,15302
26,0,30,0,SILVER_III,70,14,12657,52,0,48,0,SILVER_I,0,13,10266,17,0,18,0,SILVER_IV,1,14,12770,33,0,48,0,SILVER_II,20,12,9604,47,0,48,0,SILVER_III,26,12,9638,38,0,33,0,SILVER_I,33,17,16750,241,0,230,0,SILVER_IV,22,14,11664,98,0,85,0,GOLD_IV,29,14,13007,55,0,59,0,SILVER_III,21,13,10127,89,0,70,0,GOLD_III,0,13,10595
59,0,49,0,SILVER_I,1,18,18635,138,0,112,0,SILVER_II,0,16,15655,451,0,464,0,SILVER_III,61,16,15442,353,0,337,0,GOLD_IV,0,16,14986,44,0,59,0,SILVER_III,40,15,14305,38,0,33,0,SILVER_I,33,16,15831,241,0,230,0,SILVER_IV,22,16,15031,73,0,50,0,GOLD_IV,2,16,15434,104,0,112,0,SILVER_II,0,15,13752,98,0,96,0,SILVER_II,7,13,11383
144,0,145,0,GOLD_III,0,18,22134,73,0,50,0,GOLD_IV,2,16,16083,242,0,227,0,SILVER_II,73,18,18646,205,0,198,0,GOLD_IV,25,18,22066,211,0,217,0,SILVER_IV,61,17,17569,38,0,33,0,SILVER_I,33,18,24178,241,0,230,0,SILVER_IV,22,18,23932,157,0,156,0,SILVER_III,75,18,25334,127,0,131,0,SILVER_I,38,18,23042,68,0,74,0,SILVER_III,90,17,17873
234,0,245,0,SILVER_II,27,13,11315,87,0,96,0,SILVER_III,10,11,8570,84,0,80,0,SILVER_II,23,12,9366,209,0,193,0,SILVER_II,31,13,11199,132,0,167,0,SILVER_III,38,11,7923,38,0,33,0,SILVER_I,33,14,12843,241,0,230,0,SILVER_IV,22,14,12258,68,0,73,0,SILVER_III,99,17,17431,235,0,224,0,SILVER_II,8,13,10803,137,0,188,0,BRONZE_III,72,13,10086
183,0,201,0,GOLD_III,14,15,13854,316,0,272,0,GOLD_I,57,14,12859,28,0,31,0,SILVER_I,60,16,16207,265,0,269,0,GOLD_III,0,14,12910,332,0,329,0,GOLD_IV,45,12,9736,63,0,58,0,GOLD_IV,3,17,17883,166,0,171,0,GOLD_IV,51,16,14836,238,0,199,0,PLATINUM_IV,5,18,18440,285,0,278,0,GOLD_III,63,15,13915,102,0,118,0,GOLD_IV,0,14,12651
97,0,97,0,GOLD_IV,0,15,14555,113,0,118,0,GOLD_IV,54,15,13457,28,0,31,0,SILVER_I,60,16,15700,62,0,69,0,GOLD_II,48,15,14302,127,0,122,0,SILVER_I,37,14,11807,212,0,196,0,GOLD_III,68,17,18123,490,0,451,0,PLATINUM_IV,30,17,17876,93,0,82,0,GOLD_IV,25,17,17203,69,0,64,0,SILVER_I,37,15,14693,150,0,159,0,GOLD_IV,53,16,15038
86,0,97,0,SILVER_II,75,18,21567,46,0,41,0,GOLD_IV,5,18,23422,28,0,31,0,SILVER_I,60,18,27933,31,0,27,0,SILVER_II,20,18,19811,132,0,134,0,GOLD_III,45,18,19052,99,0,79,0,GOLD_IV,64,18,19437,451,0,444,0,GOLD_IV,98,18,20039,227,0,242,0,GOLD_III,64,18,18531,184,0,205,0,SILVER_II,41,17,17008,94,0,92,0,PLATINUM_IV,1,16,15925
207,0,184,0,GOLD_III,96,17,18338,43,0,42,0,SILVER_I,8,16,16123,28,0,31,0,SILVER_I,60,18,20394,214,0,203,0,GOLD_IV,85,17,16497,42,0,48,0,SILVER_II,40,16,15415,43,0,41,0,GOLD_IV,0,17,17110,36,0,47,0,SILVER_II,76,16,14721,36,0,36,0,SILVER_I,0,16,15461,118,0,100,0,GOLD_III,61,15,13573,370,0,345,0,GOLD_IV,12,14,12025
79,0,86,0,GOLD_IV,0,12,9253,17,0,9,0,SILVER_III,75,12,9905,28,0,31,0,SILVER_I,60,12,9909,72,0,106,0,SILVER_II,27,11,8179,22,0,17,0,GOLD_IV,19,10,6403,24,0,41,0,SILVER_II,9,12,8718,254,0,251,0,GOLD_IV,51,10,7221,78,0,57,0,GOLD_II,0,11,8273,245,0,244,0,SILVER_III,57,9,6084,38,0,45,0,SILVER_II,46,9,5763
82,0,70,0,GOLD_IV,73,18,22380,48,0,59,0,GOLD_IV,38,18,19397,199,0,189,0,GOLD_IV,73,18,21769,469,0,475,0,GOLD_IV,33,18,23592,345,0,301,0,GOLD_III,44,18,18500,21,0,22,0,SILVER_I,21,18,19688,143,0,143,0,GOLD_IV,88,18,20571,148,0,140,0,GOLD_IV,0,18,18729,658,0,619,0,GOLD_IV,30,18,19192,33,0,26,0,SILVER_I,47,16,15872
5,0,5,0,GOLD_IV,16,18,22049,43,0,44,0,SILVER_I,41,17,17795,45,0,39,0,SILVER_III,39,17,17273,167,0,164,0,GOLD_IV,0,16,16078,142,0,136,0,GOLD_IV,6,12,9946,14,0,20,0,SILVER_III,75,18,18671,24,0,18,0,SILVER_I,0,18,19824,45,0,36,0,SILVER_I,37,18,22335,39,0,34,0,SILVER_I,87,17,17971,33,0,26,0,SILVER_I,47,16,14881
41,0,44,0,SILVER_I,84,14,12366,129,0,112,0,GOLD_IV,33,15,13920,503,0,491,0,GOLD_IV,57,15,13099,65,0,68,0,GOLD_IV,90,14,12411,376,0,386,0,GOLD_IV,30,12,9867,53,0,47,0,GOLD_III,20,15,14670,69,0,61,0,GOLD_IV,71,13,10288,318,0,306,0,GOLD_IV,11,13,10246,122,0,98,0,GOLD_IV,0,11,8471,33,0,26,0,SILVER_I,47,11,7428
42,0,21,0,GOLD_IV,1,18,24493,120,0,105,0,SILVER_II,39,18,21985,21,0,16,0,SILVER_I,22,18,22317,42,0,37,0,SILVER_I,28,18,25222,30,0,27,0,SILVER_I,61,17,16521,2,0,10,0,SILVER_IV,75,18,19985,44,0,71,0,GOLD_IV,15,18,23475,24,0,22,0,SILVER_I,28,18,21726,19,0,25,0,SILVER_II,48,18,21306,33,0,26,0,SILVER_I,47,18,19157
170,0,154,0,GOLD_III,13,17,18110,117,0,120,0,SILVER_I,54,18,19746,95,0,79,0,GOLD_IV,30,18,18439,88,0,79,0,GOLD_III,84,17,17471,46,0,41,0,SILVER_II,57,16,15098,94,0,91,0,SILVER_II,57,18,19326,91,0,79,0,GOLD_III,41,18,19445,276,0,246,0,GOLD_III,15,18,21521,208,0,192,0,GOLD_II,54,17,18245,141,0,124,0,SILVER_II,51,16,15500
170,0,154,0,GOLD_III,13,18,19091,117,0,120,0,SILVER_I,54,16,15060,101,0,93,0,GOLD_II,14,17,17203,135,0,124,0,SILVER_I,5,16,15006,96,0,107,0,GOLD_IV,57,14,12444,89,0,76,0,GOLD_III,76,14,12952,122,0,116,0,SILVER_II,98,14,11971,227,0,217,0,GOLD_IV,61,16,14713,257,0,263,0,GOLD_III,75,16,14979,332,0,336,0,SILVER_I,0,13,10603
170,0,154,0,GOLD_III,13,13,11183,117,0,120,0,SILVER_I,54,14,11558,188,0,183,0,GOLD_II,9,13,10901,12,0,20,0,SILVER_II,77,11,7935,148,0,156,0,GOLD_IV,19,11,7972,215,0,221,0,GOLD_III,68,14,12563,60,0,54,0,SILVER_I,29,14,11700,425,0,379,0,GOLD_IV,28,14,12153,70,0,64,0,GOLD_IV,14,12,9732,166,0,168,0,GOLD_III,29,12,9825
170,0,154,0,GOLD_III,13,14,12174,117,0,120,0,SILVER_I,54,13,11195,816,0,808,0,GOLD_IV,52,13,10818,355,0,354,0,GOLD_IV,39,13,10727,221,0,214,0,GOLD_IV,0,12,9739,63,0,71,0,SILVER_II,60,16,14755,163,0,164,0,GOLD_IV,3,17,17903,57,0,48,0,GOLD_IV,17,15,13705,202,0,192,0,GOLD_III,60,15,14185,221,0,197,0,GOLD_III,52,13,11123
15,0,15,0,SILVER_I,100,17,16724,174,0,161,0,PLATINUM_IV,23,16,15464,174,0,161,0,PLATINUM_IV,23,18,18996,83,0,84,0,PLATINUM_IV,0,16,14763,84,0,110,0,GOLD_IV,0,15,13062,6,0,8,0,SILVER_I,16,17,16491,29,0,25,0,GOLD_II,67,15,13454,6,0,5,0,SILVER_I,7,14,12776,5,0,15,0,SILVER_I,1,13,11059,20,0,10,0,GOLD_IV,74,13,10667
253,0,243,0,GOLD_II,75,12,9499,55,0,58,0,GOLD_II,3,10,7215,371,0,386,0,GOLD_II,11,12,9921,23,0,28,0,GOLD_IV,0,11,7469,29,0,27,0,GOLD_I,55,9,5770,133,0,153,0,GOLD_III,17,13,11083,454,0,481,0,GOLD_I,0,12,9780,6,0,5,0,SILVER_I,7,13,10903,29,0,14,0,PLATINUM_IV,1,11,8405,137,0,124,0,GOLD_I,0,10,7184
6,0,8,0,SILVER_I,16,13,10666,211,0,184,0,DIAMOND_II,28,11,7914,13,0,12,0,SILVER_III,68,13,10210,91,0,98,0,GOLD_IV,25,11,7456,76,0,74,0,GOLD_II,16,10,7000,16,0,8,0,GOLD_IV,1,13,11401,33,0,27,0,GOLD_I,17,12,9541,6,0,5,0,SILVER_I,7,13,11370,23,0,19,0,GOLD_IV,21,10,6838,23,0,14,0,PLATINUM_IV,35,13,10325
224,0,197,0,SILVER_III,60,13,10832,150,0,149,0,SILVER_I,43,11,8402,218,0,206,0,GOLD_IV,40,13,11415,316,0,297,0,GOLD_III,0,12,8679,298,0,279,0,GOLD_IV,16,11,7750,93,0,86,0,SILVER_I,77,15,13293,55,0,44,0,GOLD_III,21,14,12711,397,0,409,0,GOLD_III,28,15,13750,416,0,431,0,GOLD_IV,23,14,12980,42,0,37,0,SILVER_III,69,12,9244
54,0,66,0,GOLD_IV,16,16,15717,319,0,333,0,GOLD_IV,9,13,10399,187,0,173,0,SILVER_I,44,13,11081,97,0,95,0,GOLD_IV,8,11,8493,80,0,85,0,SILVER_II,58,11,7831,93,0,86,0,SILVER_I,77,16,14797,201,0,213,0,SILVER_II,31,15,14081,251,0,258,0,GOLD_IV,11,16,16044,150,0,146,0,GOLD_IV,3,14,12239,83,0,68,0,GOLD_IV,78,13,10175
80,0,68,0,GOLD_III,8,12,9593,91,0,87,0,SILVER_III,32,13,11294,254,0,273,0,GOLD_IV,9,13,10808,81,0,94,0,GOLD_IV,0,11,7976,254,0,237,0,GOLD_IV,0,10,7265,93,0,86,0,SILVER_I,77,13,10263,177,0,180,0,GOLD_IV,0,14,12781,277,0,254,0,SILVER_I,43,13,11154,87,0,108,0,GOLD_IV,31,15,14427,51,0,49,0,SILVER_I,29,13,10106
319,0,320,0,GOLD_IV,0,13,10595,442,0,447,0,GOLD_IV,18,13,10215,83,0,76,0,SILVER_I,8,14,11516,84,0,100,0,GOLD_IV,17,12,9118,413,0,424,0,GOLD_IV,0,11,7390,93,0,86,0,SILVER_I,77,11,8214,368,0,356,0,GOLD_II,56,12,9903,111,0,126,0,GOLD_IV,48,12,9636,72,0,87,0,SILVER_II,75,12,9079,60,0,76,0,SILVER_IV,94,11,8478
80,0,83,0,DIAMOND_II,75,18,21731,96,0,92,0,PLATINUM_IV,18,17,17424,45,0,55,0,GOLD_II,33,18,20339,52,0,59,0,PLATINUM_IV,0,18,21417,171,0,147,0,GOLD_I,8,16,16259,3,0,9,0,SILVER_I,20,18,19394,279,0,266,0,PLATINUM_IV,23,16,15589,14,0,9,0,SILVER_I,100,17,16506,90,0,89,0,PLATINUM_I,75,16,15987,11,0,6,0,GOLD_II,68,14,12605
3,0,9,0,SILVER_I,20,15,13453,108,0,98,0,PLATINUM_IV,13,13,10725,28,0,22,0,GOLD_IV,70,14,12811,28,0,22,0,GOLD_IV,70,13,11376,72,0,77,0,GOLD_IV,78,12,8685,3,0,9,0,SILVER_I,20,13,10870,33,0,34,0,GOLD_II,80,16,15032,279,0,266,0,PLATINUM_IV,23,15,13821,14,0,9,0,SILVER_I,100,15,14183,30,0,24,0,GOLD_III,41,15,13995
9,0,8,0,SILVER_I,74,17,17050,27,0,30,0,GOLD_IV,4,14,12880,14,0,11,0,GOLD_IV,1,17,16828,25,0,18,0,GOLD_IV,1,14,12322,70,0,89,0,SILVER_III,18,12,9383,3,0,9,0,SILVER_I,20,12,8855,14,0,17,0,SILVER_I,35,15,13617,28,0,21,0,GOLD_I,0,13,10757,24,0,23,0,GOLD_IV,59,14,12914,35,0,38,0,GOLD_IV,0,13,10252
89,0,99,0,SILVER_I,0,15,14647,98,0,103,0,SILVER_I,5,15,14550,8,0,14,0,SILVER_I,15,17,17289,65,0,60,0,SILVER_II,41,15,13143,70,0,88,0,SILVER_IV,0,14,11892,128,0,144,0,SILVER_I,0,15,13690,530,0,509,0,GOLD_IV,57,15,13136,170,0,167,0,SILVER_II,62,15,13065,278,0,256,0,GOLD_IV,29,13,10180,73,0,70,0,SILVER_I,15,12,9039
128,0,119,0,SILVER_I,0,15,14681,69,0,69,0,GOLD_III,20,17,17904,181,0,164,0,GOLD_IV,0,16,16020,129,0,135,0,GOLD_IV,30,15,14114,555,0,546,0,GOLD_IV,24,15,13851,128,0,144,0,SILVER_I,0,15,13407,103,0,108,0,SILVER_IV,17,13,11367,110,0,108,0,GOLD_IV,38,15,13981,84,0,72,0,SILVER_I,12,13,10674,351,0,357,0,GOLD_IV,21,13,10547
238,0,232,0,GOLD_IV,10,17,16920,194,0,201,0,GOLD_IV,0,15,13143,138,0,148,0,GOLD_III,12,14,12983,209,0,208,0,GOLD_IV,4,14,11976,289,0,296,0,GOLD_IV,80,13,11302,128,0,144,0,SILVER_I,0,17,18220,85,0,99,0,GOLD_IV,77,16,15445,172,0,166,0,GOLD_IV,52,16,15339,39,0,39,0,SILVER_I,20,13,10833,135,0,123,0,SILVER_I,100,13,10186
211,0,202,0,GOLD_IV,15,18,20894,205,0,208,0,GOLD_IV,33,17,17689,152,0,149,0,SILVER_I,15,17,17052,404,0,439,0,SILVER_IV,78,15,14082,112,0,107,0,GOLD_IV,92,14,13011,135,0,138,0,SILVER_II,75,16,15650,148,0,142,0,SILVER_I,0,15,13992,228,0,193,0,SILVER_I,7,14,12288,98,0,85,0,GOLD_III,36,14,12996,285,0,261,0,SILVER_IV,7,14,12173
38,0,43,0,SILVER_I,34,14,12207,31,0,45,0,SILVER_II,62,14,12626,131,0,152,0,GOLD_IV,25,15,13406,80,0,73,0,SILVER_I,37,13,11107,106,0,101,0,SILVER_I,70,13,10759,270,0,258,0,GOLD_IV,13,14,11887,148,0,142,0,SILVER_I,0,10,7241,81,0,89,0,SILVER_II,84,12,9334,85,0,92,0,SILVER_II,75,13,10673,92,0,87,0,SILVER_II,19,11,8293
8,0,11,0,IRON_I,100,12,9816,306,0,295,0,GOLD_IV,9,13,10062,306,0,295,0,GOLD_IV,9,11,7452,95,0,85,0,SILVER_IV,14,12,9023,59,0,34,0,SILVER_IV,29,13,10278,59,0,34,0,SILVER_IV,29,12,9628,148,0,142,0,SILVER_I,0,14,12593,14,0,17,0,BRONZE_II,30,15,13749,29,0,35,0,IRON_III,85,15,13521,27,0,29,0,SILVER_IV,87,12,9411
74,0,100,0,BRONZE_IV,13,16,15584,36,0,67,0,IRON_IV,16,16,15744,35,0,59,0,BRONZE_IV,0,16,15241,24,0,40,0,BRONZE_III,42,14,12777,54,0,50,0,GOLD_IV,1,17,16869,54,0,50,0,GOLD_IV,1,13,11248,148,0,142,0,SILVER_I,0,15,13793,14,0,17,0,BRONZE_II,30,14,12402,29,0,35,0,IRON_III,85,15,14296,27,0,29,0,SILVER_IV,87,14,11594
203,0,192,0,GOLD_IV,73,16,15118,109,0,112,0,GOLD_IV,26,15,14192,57,0,49,0,GOLD_IV,32,15,14547,40,0,46,0,SILVER_III,67,16,14943,181,0,162,0,SILVER_I,81,13,10838,150,0,155,0,GOLD_IV,0,15,13468,148,0,142,0,SILVER_I,0,13,10946,183,0,204,0,SILVER_II,75,15,14486,208,0,220,0,GOLD_IV,22,12,9757,184,0,190,0,GOLD_IV,26,13,11119
32,0,25,0,GOLD_IV,0,16,15143,58,0,63,0,SILVER_I,54,14,11636,277,0,268,0,SILVER_II,75,16,14997,103,0,126,0,GOLD_IV,0,16,15555,58,0,63,0,SILVER_I,47,13,10251,16,0,9,0,GOLD_I,70,17,16651,233,0,178,0,GOLD_IV,0,16,14842,291,0,268,0,SILVER_IV,43,15,13696,130,0,120,0,SILVER_I,100,15,14569,37,0,28,0,SILVER_I,83,14,12990
129,0,118,0,SILVER_I,54,16,14924,58,0,63,0,SILVER_I,54,14,11485,138,0,148,0,GOLD_III,12,14,12600,57,0,57,0,SILVER_I,70,14,12199,58,0,63,0,SILVER_I,47,14,11706,281,0,280,0,SILVER_III,18,15,14620,27,0,21,0,SILVER_II,86,16,15681,30,0,27,0,GOLD_III,19,17,17081,67,0,57,0,GOLD_IV,15,16,15372,46,0,50,0,SILVER_I,7,14,12036
222,0,216,0,GOLD_IV,35,14,12680,264,0,285,0,SILVER_III,6,13,10851,345,0,338,0,GOLD_IV,13,13,11060,84,0,80,0,SILVER_I,90,12,9139,147,0,132,0,SILVER_I,45,10,7173,208,0,206,0,SILVER_II,57,11,7675,104,0,97,0,GOLD_IV,0,11,8075,523,0,505,0,SILVER_II,60,13,10274,31,0,50,0,SILVER_III,22,11,8114,90,0,81,0,GOLD_IV,67,10,7261
286,0,263,0,GOLD_III,41,18,18608,508,0,502,0,GOLD_IV,46,17,17821,190,0,188,0,GOLD_IV,0,18,18525,84,0,80,0,SILVER_I,90,16,15463,414,0,379,0,SILVER_III,18,15,13077,90,0,108,0,SILVER_III,47,16,16023,57,0,54,0,GOLD_IV,0,14,12510,221,0,225,0,SILVER_II,59,14,12509,272,0,277,0,SILVER_II,75,15,13979,108,0,111,0,SILVER_I,56,14,11938
158,0,112,0,PLATINUM_IV,23,14,12216,196,0,167,0,SILVER_I,21,11,8054,366,0,390,0,GOLD_III,0,14,12709,84,0,80,0,SILVER_I,90,12,9604,134,0,122,0,SILVER_I,42,10,6910,184,0,188,0,SILVER_I,51,12,8644,354,0,332,0,GOLD_IV,0,11,7556,126,0,126,0,GOLD_IV,0,10,6913,73,0,62,0,SILVER_II,45,11,7513,84,0,89,0,SILVER_I,45,11,7420
220,0,208,0,GOLD_IV,87,16,15618,698,0,714,0,SILVER_I,17,15,13831,109,0,96,0,SILVER_II,57,15,14325,84,0,80,0,SILVER_I,90,16,15850,171,0,156,0,SILVER_II,15,12,9616,230,0,209,0,SILVER_III,8,15,14583,86,0,95,0,SILVER_III,71,14,11753,166,0,161,0,GOLD_IV,0,15,13668,103,0,101,0,SILVER_III,83,14,12900,230,0,192,0,GOLD_III,21,13,10275
173,0,172,0,GOLD_IV,24,15,14628,391,0,380,0,GOLD_III,42,18,18364,333,0,336,0,GOLD_IV,54,17,17536,84,0,80,0,SILVER_I,90,16,16082,23,0,32,0,SILVER_III,75,14,12692,158,0,112,0,PLATINUM_IV,23,17,16900,241,0,267,0,SILVER_III,52,13,10387,222,0,223,0,GOLD_IV,14,15,13995,200,0,219,0,SILVER_IV,63,12,8716,107,0,115,0,SILVER_II,0,14,11568
195,0,211,0,GOLD_IV,31,18,18561,13,0,14,0,SILVER_I,12,17,17855,158,0,141,0,SILVER_I,97,18,20020,556,0,521,0,GOLD_IV,84,17,18268,388,0,372,0,GOLD_III,30,15,14423,296,0,294,0,GOLD_IV,53,18,20528,93,0,79,0,GOLD_II,34,15,14442,47,0,46,0,SILVER_III,69,14,12987,47,0,38,0,GOLD_IV,3,16,16095,300,0,313,0,GOLD_IV,45,15,14390
13,0,14,0,SILVER_I,12,16,16314,137,0,130,0,GOLD_IV,34,15,14540,158,0,141,0,SILVER_I,97,16,14955,105,0,123,0,GOLD_III,14,16,15713,199,0,193,0,GOLD_IV,65,15,13893,176,0,183,0,GOLD_IV,68,15,14524,171,0,161,0,GOLD_III,0,16,15917,200,0,188,0,GOLD_IV,78,15,13553,321,0,332,0,GOLD_IV,46,15,13041,257,0,268,0,GOLD_IV,13,13,10649
114,0,105,0,GOLD_IV,0,17,17693,94,0,95,0,GOLD_IV,69,15,13211,158,0,141,0,SILVER_I,97,17,17560,214,0,190,0,GOLD_IV,60,14,12115,712,0,705,0,GOLD_IV,77,13,11043,220,0,208,0,GOLD_IV,35,14,12464,237,0,251,0,GOLD_IV,13,15,13579,120,0,119,0,GOLD_IV,39,13,10804,170,0,146,0,SILVER_I,100,14,11893,97,0,110,0,GOLD_IV,37,13,10469
34,0,33,0,SILVER_I,25,15,14119,226,0,241,0,GOLD_IV,0,16,15015,158,0,141,0,SILVER_I,97,15,14230,9,0,6,0,SILVER_II,79,16,14894,28,0,35,0,SILVER_III,45,14,12095,93,0,101,0,SILVER_II,75,14,12968,157,0,168,0,GOLD_IV,0,13,11125,568,0,548,0,SILVER_I,65,14,12305,24,0,28,0,SILVER_I,78,13,10480,109,0,108,0,SILVER_III,51,12,8623
26,0,10,0,SILVER_I,23,14,12609,489,0,502,0,BRONZE_III,0,13,10906,158,0,141,0,SILVER_I,97,14,11948,127,0,121,0,SILVER_III,26,11,8160,23,0,31,0,BRONZE_III,74,8,4283,679,0,715,0,SILVER_IV,44,9,5765,143,0,147,0,SILVER_III,35,11,8220,206,0,217,0,SILVER_IV,75,9,5805,343,0,341,0,SILVER_II,19,10,6700,117,0,117,0,SILVER_III,38,10,6501
393,0,397,0,GOLD_III,16,13,10785,235,0,211,0,GOLD_III,44,14,12036,75,0,79,0,GOLD_IV,25,15,13284,88,0,79,0,SILVER_I,38,12,9852,164,0,156,0,GOLD_IV,0,11,8138,87,0,97,0,GOLD_IV,23,13,10419,422,0,439,0,GOLD_IV,0,10,6866,227,0,255,0,SILVER_IV,19,13,10184,404,0,403,0,GOLD_IV,22,11,8577,310,0,298,0,GOLD_IV,14,11,8199
59,0,65,0,SILVER_I,25,18,20272,341,0,378,0,SILVER_IV,5,18,19032,331,0,346,0,GOLD_IV,42,17,17199,88,0,79,0,SILVER_I,38,18,19538,80,0,74,0,SILVER_II,31,16,16206,496,0,481,0,GOLD_III,21,18,23173,397,0,381,0,GOLD_III,14,18,21777,175,0,163,0,GOLD_IV,0,18,20655,189,0,182,0,GOLD_IV,35,18,20755,77,0,75,0,GOLD_IV,0,17,17633
374,0,381,0,GOLD_IV,33,13,10958,71,0,81,0,SILVER_III,32,12,8649,51,0,58,0,GOLD_IV,0,15,13357,88,0,79,0,SILVER_I,38,11,8220,243,0,250,0,SILVER_II,47,11,8226,496,0,481,0,GOLD_III,21,13,10600,154,0,162,0,GOLD_IV,19,12,8678,177,0,157,0,GOLD_IV,62,12,8801,138,0,134,0,GOLD_IV,59,13,10473,289,0,293,0,SILVER_II,62,11,8043
