rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience
216,0,222,0,GOLD_IV,71,11,8336,25,0,14,0,SILVER_I,0,10,6126,65,0,58,0,GOLD_III,2,11,7408,121,0,123,0,GOLD_IV,27,9,6038,150,0,143,0,GOLD_IV,93,9,5696,135,0,135,0,GOLD_IV,13,9,5836,68,0,75,0,GOLD_IV,0,9,5517,91,0,84,0,GOLD_II,18,10,6613,83,0,104,0,SILVER_III,81,8,4147,45,0,44,0,SILVER_II,67,7,3266
72,0,103,0,GOLD_IV,0,16,16343,31,0,19,0,SILVER_I,5,14,12254,34,0,42,0,SILVER_I,55,15,13412,63,0,51,0,GOLD_III,60,15,13141,205,0,183,0,GOLD_IV,41,13,10239,340,0,366,0,SILVER_IV,78,15,13754,153,0,163,0,GOLD_II,5,16,15006,289,0,261,0,GOLD_III,60,16,16369,94,0,83,0,GOLD_III,46,17,17176,109,0,105,0,SILVER_II,80,15,13558
125,0,138,0,GOLD_IV,49,14,12292,31,0,19,0,SILVER_I,5,14,11520,41,0,44,0,SILVER_I,21,13,10982,115,0,134,0,GOLD_IV,14,15,13155,72,0,68,0,SILVER_I,48,12,9322,197,0,166,0,GOLD_IV,92,14,11477,712,0,702,0,GOLD_IV,0,13,10542,177,0,179,0,GOLD_IV,0,13,10113,65,0,60,0,SILVER_I,21,12,9381,20,0,23,0,SILVER_I,61,10,6425
49,0,30,0,GOLD_IV,33,16,15703,31,0,19,0,SILVER_I,5,16,16475,20,0,16,0,SILVER_II,62,16,15707,14,0,26,0,SILVER_II,32,16,15529,42,0,45,0,SILVER_I,12,15,13784,151,0,150,0,GOLD_III,0,18,22649,49,0,47,0,SILVER_I,48,14,11824,37,0,35,0,SILVER_II,45,17,17643,220,0,191,0,GOLD_IV,48,15,14115,234,0,214,0,GOLD_IV,26,14,12325
214,0,184,0,GOLD_IV,0,16,15823,31,0,19,0,SILVER_I,5,18,19429,378,0,371,0,GOLD_IV,12,16,15900,82,0,76,0,GOLD_IV,11,16,16046,53,0,52,0,SILVER_II,75,14,12736,484,0,463,0,GOLD_III,18,18,18502,571,0,584,0,SILVER_I,0,17,18328,86,0,74,0,GOLD_IV,39,17,17891,163,0,155,0,PLATINUM_IV,1,17,17690,86,0,119,0,SILVER_IV,56,16,15932
39,0,56,0,GOLD_IV,33,14,12663,31,0,19,0,SILVER_I,5,17,16977,208,0,209,0,GOLD_III,0,15,13108,46,0,48,0,SILVER_I,100,13,11199,332,0,352,0,GOLD_III,0,14,11671,304,0,282,0,GOLD_IV,65,13,11372,48,0,53,0,SILVER_I,28,13,10054,303,0,296,0,GOLD_IV,18,14,11826,170,0,175,0,GOLD_IV,11,13,10099,153,0,149,0,GOLD_IV,17,11,8510
64,0,42,0,GOLD_II,81,16,16041,17,0,24,0,SILVER_I,3,18,20441,5,0,10,0,SILVER_III,87,18,19835,26,0,27,0,GOLD_III,3,16,15536,23,0,31,0,GOLD_III,39,15,14325,58,0,52,0,GOLD_II,31,18,19708,35,0,29,0,GOLD_IV,29,17,18001,28,0,26,0,GOLD_IV,81,17,16959,273,0,286,0,GOLD_IV,16,18,20210,25,0,23,0,GOLD_IV,46,15,13773
20,0,17,0,SILVER_II,60,11,8188,17,0,24,0,SILVER_I,3,10,6531,5,0,10,0,SILVER_III,87,9,5627,236,0,249,0,GOLD_IV,75,8,4190,23,0,23,0,GOLD_IV,0,7,3907,54,0,31,0,GOLD_I,73,12,8812,108,0,76,0,GOLD_III,17,10,6899,18,0,19,0,SILVER_I,18,11,7388,30,0,27,0,GOLD_IV,50,10,6595,32,0,32,0,SILVER_I,52,9,5135
6,0,6,0,SILVER_III,43,12,9843,17,0,24,0,SILVER_I,3,13,10248,5,0,10,0,SILVER_III,87,11,8494,5,0,10,0,SILVER_III,87,9,5382,9,0,7,0,SILVER_IV,23,10,6561,7,0,3,0,SILVER_III,2,13,10258,15,0,14,0,SILVER_I,39,13,10041,10,0,10,0,SILVER_I,0,13,11326,15,0,16,0,SILVER_I,86,11,8422,33,0,24,0,GOLD_IV,46,10,6945
279,0,279,0,GOLD_IV,49,18,20162,17,0,24,0,SILVER_I,3,17,17306,306,0,262,0,SILVER_III,67,18,18955,83,0,96,0,SILVER_II,45,16,16022,60,0,49,0,GOLD_III,0,15,13868,38,0,33,0,SILVER_III,2,16,15091,145,0,134,0,SILVER_II,70,15,14024,161,0,168,0,GOLD_IV,37,17,17426,18,0,21,0,SILVER_III,78,16,15858,13,0,14,0,SILVER_IV,65,15,14346
109,0,104,0,SILVER_I,13,16,16003,17,0,24,0,SILVER_I,3,14,12000,306,0,262,0,SILVER_III,67,15,13709,156,0,143,0,GOLD_IV,60,12,9653,53,0,67,0,SILVER_I,18,13,10119,482,0,456,0,SILVER_I,100,14,11873,309,0,316,0,SILVER_II,67,12,9740,30,0,39,0,SILVER_III,72,13,10655,22,0,14,0,GOLD_IV,0,13,10655,95,0,82,0,SILVER_I,0,10,7195
24,0,22,0,SILVER_II,76,18,18792,427,0,431,0,SILVER_II,62,17,17573,92,0,107,0,SILVER_II,75,18,24380,383,0,398,0,GOLD_IV,0,17,17055,218,0,214,0,SILVER_I,11,16,15506,196,0,188,0,GOLD_IV,0,15,14115,188,0,186,0,SILVER_I,41,16,16414,495,0,495,0,GOLD_IV,24,18,20331,37,0,33,0,SILVER_II,51,18,19097,229,0,231,0,SILVER_I,15,16,15999
176,0,177,0,SILVER_I,0,13,10917,566,0,537,0,SILVER_II,73,12,9702,376,0,368,0,SILVER_II,65,12,9733,40,0,46,0,SILVER_IV,48,10,6405,218,0,214,0,SILVER_I,11,11,7353,107,0,120,0,SILVER_II,90,12,9298,170,0,165,0,GOLD_IV,52,11,7809,101,0,105,0,SILVER_II,14,11,7993,64,0,69,0,SILVER_I,52,9,5938,126,0,143,0,SILVER_II,75,9,5562
109,0,111,0,SILVER_II,80,15,13763,251,0,229,0,SILVER_I,61,13,11215,569,0,579,0,SILVER_II,30,15,13577,373,0,301,0,GOLD_IV,0,15,13290,218,0,214,0,SILVER_I,11,13,9978,168,0,178,0,SILVER_II,62,12,9853,130,0,114,0,SILVER_II,0,13,11090,30,0,37,0,SILVER_III,16,14,12757,121,0,123,0,SILVER_IV,45,14,11588,34,0,32,0,GOLD_IV,1,12,9511
30,0,28,0,SILVER_I,56,18,21641,9,0,6,0,SILVER_III,53,16,15838,19,0,16,0,SILVER_I,25,17,17016,27,0,20,0,GOLD_IV,19,16,15494,218,0,214,0,SILVER_I,11,16,14870,11,0,11,0,SILVER_I,19,18,20531,33,0,38,0,SILVER_II,97,18,20276,11,0,5,0,SILVER_I,0,18,23062,19,0,26,0,SILVER_I,60,18,23051,12,0,6,0,SILVER_II,69,18,19928
22,0,12,0,SILVER_I,100,17,17448,9,0,6,0,SILVER_III,53,15,14203,44,0,54,0,SILVER_I,28,15,14642,13,0,19,0,SILVER_II,50,14,11854,218,0,214,0,SILVER_I,11,14,12691,22,0,18,0,GOLD_IV,22,14,11557,15,0,23,0,SILVER_III,0,16,15503,14,0,16,0,SILVER_II,58,15,13168,43,0,56,0,SILVER_I,10,15,14548,7,0,11,0,SILVER_IV,28,13,10315
26,0,29,0,SILVER_I,2,10,6827,7,0,3,0,SILVER_I,72,11,7400,8,0,10,0,SILVER_III,65,11,7839,8,0,3,0,SILVER_I,37,11,8007,202,0,205,0,GOLD_I,33,10,6836,29,0,41,0,GOLD_III,17,13,10779,42,0,31,0,PLATINUM_IV,41,13,10450,12,0,15,0,SILVER_II,61,13,10354,12,0,4,0,SILVER_I,29,14,12407,12,0,8,0,SILVER_I,93,9,5810
29,0,35,0,GOLD_III,75,13,10858,7,0,3,0,SILVER_I,72,13,10374,42,0,36,0,GOLD_II,30,14,11903,36,0,51,0,SILVER_II,54,11,7565,8,0,11,0,GOLD_IV,6,11,8433,61,0,55,0,GOLD_III,75,15,13099,39,0,30,0,GOLD_II,0,14,12306,14,0,14,0,SILVER_II,74,13,11068,58,0,39,0,DIAMOND_IV,0,14,12070,20,0,16,0,GOLD_IV,19,12,8806
27,0,17,0,GOLD_III,6,16,15899,7,0,3,0,SILVER_I,72,15,13290,36,0,33,0,GOLD_II,2,17,17328,10,0,12,0,SILVER_I,99,15,13981,119,0,113,0,PLATINUM_IV,73,14,11515,26,0,38,0,SILVER_III,52,13,10833,7,0,9,0,SILVER_I,25,14,12528,14,0,7,0,GOLD_IV,45,14,12819,62,0,66,0,GOLD_III,75,15,13088,14,0,16,0,SILVER_I,25,11,7883
102,0,112,0,GOLD_II,90,16,16426,7,0,3,0,SILVER_I,72,16,16105,15,0,8,0,GOLD_IV,73,17,18323,49,0,60,0,GOLD_III,78,15,13308,166,0,125,0,GOLD_II,16,14,11703,294,0,291,0,PLATINUM_IV,31,15,13447,277,0,277,0,GOLD_I,31,17,17294,277,0,277,0,GOLD_I,31,15,13724,26,0,52,0,GOLD_IV,0,15,14493,38,0,20,0,GOLD_II,0,14,12435
11,0,14,0,SILVER_I,74,13,10555,7,0,3,0,SILVER_I,72,13,10078,14,0,11,0,SILVER_I,38,14,12186,32,0,36,0,GOLD_IV,46,12,9867,33,0,27,0,GOLD_IV,1,10,6955,26,0,8,0,SILVER_I,18,15,14293,72,0,56,0,PLATINUM_IV,1,16,14939,9,0,14,0,SILVER_II,42,13,10878,18,0,15,0,SILVER_I,83,13,11144,40,0,33,0,GOLD_III,0,12,9479
83,0,102,0,SILVER_IV,6,13,10405,315,0,304,0,SILVER_II,19,12,9104,29,0,27,0,SILVER_I,6,13,10929,214,0,232,0,SILVER_III,73,13,10230,125,0,127,0,SILVER_II,10,11,8037,353,0,340,0,SILVER_IV,67,15,13544,287,0,319,0,SILVER_II,30,13,11142,228,0,221,0,SILVER_IV,29,13,10572,53,0,45,0,GOLD_IV,97,13,10161,228,0,218,0,GOLD_IV,49,11,8008
256,0,248,0,SILVER_II,15,18,23061,83,0,102,0,SILVER_IV,6,17,17408,29,0,27,0,SILVER_I,6,18,19699,152,0,136,0,SILVER_II,19,16,15894,151,0,136,0,SILVER_III,0,16,15807,70,0,86,0,SILVER_IV,56,17,17398,81,0,82,0,SILVER_III,71,16,14938,192,0,203,0,SILVER_III,1,15,14149,303,0,317,0,SILVER_II,62,16,15225,289,0,316,0,SILVER_IV,80,15,13360
83,0,102,0,SILVER_IV,6,9,6020,34,0,50,0,SILVER_IV,0,8,4908,29,0,27,0,SILVER_I,6,11,7327,45,0,45,0,SILVER_II,17,8,4390,207,0,197,0,BRONZE_I,0,9,5170,178,0,164,0,SILVER_IV,0,10,6673,81,0,80,0,SILVER_I,100,10,6657,140,0,152,0,SILVER_II,56,11,8105,73,0,89,0,SILVER_III,10,9,5419,299,0,320,0,SILVER_IV,47,9,5415
93,0,101,0,SILVER_III,75,13,11117,83,0,102,0,SILVER_IV,6,14,11845,29,0,27,0,SILVER_I,6,15,14523,135,0,144,0,SILVER_III,62,12,8802,35,0,42,0,SILVER_II,15,12,9006,48,0,51,0,SILVER_III,3,13,10017,136,0,154,0,SILVER_III,34,12,8986,25,0,28,0,BRONZE_I,88,12,8851,209,0,216,0,SILVER_III,0,12,8797,127,0,133,0,SILVER_III,49,10,6271
115,0,104,0,SILVER_I,71,16,15155,83,0,102,0,SILVER_IV,6,13,10477,29,0,27,0,SILVER_I,6,14,12769,237,0,196,0,SILVER_IV,47,12,9004,135,0,129,0,SILVER_III,72,13,10679,81,0,84,0,SILVER_III,0,13,10593,63,0,47,0,SILVER_I,9,13,10511,80,0,89,0,SILVER_III,45,13,10450,44,0,39,0,GOLD_IV,5,12,9718,148,0,169,0,SILVER_IV,35,10,6804
158,0,147,0,GOLD_IV,46,16,15710,54,0,55,0,SILVER_II,35,15,14018,42,0,44,0,SILVER_III,89,17,16973,11,0,9,0,SILVER_I,1,16,15833,223,0,216,0,GOLD_II,0,15,13725,323,0,297,0,GOLD_II,20,15,13891,76,0,82,0,GOLD_IV,74,14,12426,41,0,26,0,GOLD_IV,9,15,14029,342,0,329,0,GOLD_III,89,13,10916,61,0,75,0,SILVER_I,42,12,9501
398,0,413,0,GOLD_IV,38,12,9047,49,0,61,0,SILVER_II,33,12,9873,137,0,134,0,GOLD_IV,0,12,9780,11,0,9,0,SILVER_I,1,10,6935,107,0,105,0,GOLD_IV,90,10,7066,13,0,17,0,SILVER_I,100,12,9913,152,0,114,0,PLATINUM_IV,10,14,12906,522,0,479,0,PLATINUM_III,75,13,10378,132,0,129,0,GOLD_IV,0,12,9794,87,0,73,0,GOLD_IV,30,10,6463
44,0,31,0,GOLD_II,55,13,10297,29,0,22,0,SILVER_II,63,12,8934,103,0,90,0,GOLD_III,43,11,7463,11,0,9,0,SILVER_I,1,13,10877,21,0,20,0,SILVER_I,48,11,7379,135,0,133,0,GOLD_IV,75,11,7640,80,0,89,0,SILVER_II,47,11,7688,264,0,281,0,SILVER_IV,37,11,7650,28,0,33,0,SILVER_III,78,9,5124,37,0,34,0,SILVER_I,53,10,7080
135,0,133,0,GOLD_IV,75,15,13926,113,0,122,0,GOLD_III,71,14,12154,8,0,9,0,SILVER_III,51,14,12434,11,0,9,0,SILVER_I,1,15,14177,7,0,10,0,SILVER_II,14,12,9477,229,0,224,0,GOLD_IV,55,15,14338,47,0,39,0,GOLD_IV,86,15,13519,62,0,72,0,GOLD_IV,12,14,12711,27,0,19,0,GOLD_IV,33,14,11827,41,0,33,0,GOLD_IV,33,13,11408
10,0,6,0,SILVER_I,65,15,13670,24,0,24,0,SILVER_IV,0,12,9135,24,0,21,0,GOLD_IV,96,13,10833,11,0,9,0,SILVER_I,1,10,7189,93,0,102,0,SILVER_III,72,11,7756,68,0,74,0,SILVER_IV,0,11,7317,68,0,74,0,SILVER_IV,0,10,6126,15,0,12,0,SILVER_II,70,11,7698,11,0,5,0,GOLD_IV,82,12,8981,61,0,59,0,SILVER_III,7,10,6263
57,0,59,0,SILVER_II,32,15,13989,57,0,59,0,SILVER_II,32,13,10649,57,0,59,0,SILVER_II,32,14,12058,57,0,59,0,SILVER_II,32,13,10798,11,0,9,0,SILVER_IV,45,12,9859,18,0,10,0,IRON_I,51,16,15869,22,0,25,0,SILVER_II,59,15,13084,70,0,77,0,GOLD_I,60,17,18070,23,0,19,0,SILVER_I,100,15,13553,15,0,8,0,BRONZE_I,38,15,13098
31,0,32,0,GOLD_IV,59,13,10216,81,0,76,0,GOLD_III,33,10,6517,9,0,9,0,SILVER_II,1,12,9113,128,0,133,0,GOLD_III,54,10,6854,90,0,96,0,GOLD_III,0,8,4702,159,0,154,0,SILVER_II,0,9,5996,273,0,286,0,GOLD_IV,16,10,7036,31,0,23,0,GOLD_IV,19,9,5301,23,0,19,0,SILVER_I,100,11,7660,249,0,254,0,GOLD_IV,23,8,4696
92,0,96,0,GOLD_IV,89,18,18757,115,0,104,0,GOLD_IV,87,17,18132,146,0,149,0,GOLD_IV,34,17,17048,104,0,99,0,GOLD_III,76,16,15934,106,0,124,0,GOLD_IV,2,14,12865,159,0,154,0,SILVER_II,0,16,15170,110,0,110,0,GOLD_IV,80,18,18735,166,0,161,0,GOLD_II,15,18,18830,23,0,19,0,SILVER_I,100,17,18276,193,0,186,0,GOLD_IV,1,17,16710
32,0,36,0,SILVER_III,65,16,15802,143,0,153,0,PLATINUM_IV,39,17,17793,26,0,39,0,GOLD_II,11,18,19143,173,0,201,0,GOLD_IV,0,14,12201,186,0,166,0,GOLD_IV,23,14,12275,159,0,154,0,SILVER_II,0,16,15865,144,0,151,0,GOLD_II,1,18,20999,294,0,292,0,GOLD_III,0,16,16038,23,0,19,0,SILVER_I,100,17,17489,225,0,229,0,GOLD_II,31,16,15006
116,0,113,0,SILVER_II,60,13,10963,71,0,59,0,GOLD_III,49,14,11566,55,0,58,0,GOLD_IV,89,14,11664,142,0,142,0,GOLD_IV,48,14,11909,449,0,461,0,GOLD_III,3,12,9035,159,0,154,0,SILVER_II,0,15,14651,109,0,80,0,GOLD_II,1,16,15978,16,0,27,0,SILVER_II,39,14,12763,23,0,19,0,SILVER_I,100,16,15867,28,0,37,0,SILVER_I,9,14,11710
52,0,61,0,GOLD_IV,38,11,7985,35,0,31,0,GOLD_IV,0,11,8498,320,0,302,0,GOLD_III,0,12,8890,499,0,483,0,GOLD_I,100,11,8125,25,0,27,0,SILVER_I,46,9,6031,305,0,271,0,PLATINUM_IV,58,14,11574,426,0,418,0,GOLD_III,48,12,9571,269,0,273,0,GOLD_IV,61,12,9905,360,0,375,0,GOLD_IV,30,12,9275,279,0,271,0,GOLD_III,8,11,7961
94,0,84,0,SILVER_I,1,17,16963,57,0,42,0,GOLD_IV,1,16,15414,33,0,41,0,GOLD_II,4,15,14458,373,0,380,0,GOLD_III,77,16,14778,25,0,27,0,SILVER_I,46,14,11990,265,0,240,0,PLATINUM_IV,65,16,15488,80,0,97,0,GOLD_IV,0,14,11530,125,0,142,0,GOLD_IV,22,15,14185,100,0,106,0,GOLD_IV,29,13,11222,187,0,219,0,GOLD_IV,60,13,9969
120,0,123,0,GOLD_II,34,13,10215,55,0,60,0,GOLD_I,1,14,12009,66,0,71,0,SILVER_I,9,13,10767,26,0,18,0,GOLD_IV,37,13,10525,25,0,27,0,SILVER_I,46,15,13540,332,0,345,0,GOLD_IV,39,14,12431,62,0,54,0,GOLD_II,49,15,13318,132,0,139,0,GOLD_II,0,15,14190,160,0,164,0,GOLD_II,26,15,13404,102,0,72,0,GOLD_IV,60,12,9895
180,0,179,0,GOLD_III,36,18,20057,142,0,148,0,GOLD_IV,35,17,16804,232,0,236,0,SILVER_II,33,16,15522,126,0,121,0,GOLD_II,34,15,13761,25,0,27,0,SILVER_I,46,14,11880,239,0,275,0,GOLD_IV,0,17,17554,711,0,687,0,GOLD_II,2,15,13853,96,0,98,0,GOLD_IV,95,15,14512,106,0,105,0,GOLD_III,26,14,12323,125,0,147,0,GOLD_IV,0,14,11948
252,0,239,0,GOLD_IV,62,9,5853,45,0,50,0,SILVER_I,80,8,4982,19,0,19,0,SILVER_I,20,10,6768,37,0,44,0,SILVER_II,1,9,5365,25,0,27,0,SILVER_I,46,9,5420,26,0,22,0,GOLD_IV,17,11,7986,14,0,20,0,SILVER_II,75,10,6925,134,0,149,0,GOLD_IV,22,12,9269,26,0,24,0,GOLD_IV,0,10,7286,35,0,37,0,SILVER_II,62,8,5014
190,0,188,0,GOLD_IV,9,18,18827,67,0,86,0,GOLD_IV,0,12,9793,23,0,24,0,SILVER_I,50,13,10928,66,0,71,0,GOLD_IV,53,12,9244,324,0,316,0,GOLD_IV,60,12,9360,20,0,36,0,SILVER_I,100,15,13874,209,0,197,0,GOLD_III,70,17,16617,236,0,219,0,GOLD_II,75,15,13609,177,0,192,0,GOLD_IV,55,15,14015,400,0,412,0,GOLD_II,0,13,11043
43,0,45,0,GOLD_IV,0,18,25186,700,0,720,0,GOLD_IV,29,18,21870,23,0,24,0,SILVER_I,50,18,21860,112,0,98,0,GOLD_I,14,18,21843,382,0,376,0,GOLD_III,75,9,5843,326,0,322,0,GOLD_III,42,18,25190,195,0,211,0,GOLD_III,0,18,23010,92,0,103,0,GOLD_IV,0,16,15418,230,0,229,0,GOLD_III,0,18,23724,413,0,402,0,GOLD_II,75,17,17865
35,0,50,0,GOLD_IV,60,15,13149,303,0,316,0,GOLD_IV,0,12,9193,23,0,24,0,SILVER_I,50,12,8826,119,0,113,0,GOLD_II,6,12,9024,118,0,122,0,GOLD_IV,15,10,6143,25,0,10,0,GOLD_IV,22,12,9591,29,0,11,0,GOLD_II,27,15,14265,315,0,325,0,GOLD_III,43,12,9047,374,0,337,0,GOLD_IV,0,13,10938,246,0,239,0,GOLD_IV,0,13,11101
357,0,348,0,GOLD_III,14,16,15187,196,0,202,0,GOLD_IV,15,16,14850,23,0,24,0,SILVER_I,50,16,15641,200,0,173,0,GOLD_IV,60,15,13238,369,0,373,0,GOLD_IV,82,14,11739,919,0,928,0,GOLD_II,83,14,12811,823,0,782,0,PLATINUM_III,52,13,11311,288,0,275,0,GOLD_IV,28,13,11291,134,0,131,0,GOLD_II,16,14,12418,83,0,80,0,GOLD_IV,0,12,9622
36,0,30,0,GOLD_III,47,14,12021,38,0,29,0,GOLD_II,77,14,11511,18,0,31,0,GOLD_II,63,13,10310,48,0,74,0,GOLD_IV,4,12,9900,17,0,31,0,GOLD_III,17,13,10273,17,0,13,0,GOLD_II,25,15,14537,11,0,8,0,GOLD_IV,79,15,13668,139,0,148,0,GOLD_III,77,14,12448,20,0,9,0,PLATINUM_IV,1,15,13096,80,0,57,0,SILVER_I,100,11,8353
158,0,130,0,PLATINUM_IV,19,13,10763,447,0,413,0,GOLD_II,64,14,12190,45,0,46,0,GOLD_I,15,16,14998,53,0,39,0,GOLD_I,16,13,10910,43,0,36,0,PLATINUM_IV,82,12,9934,65,0,65,0,GOLD_I,100,16,15700,113,0,84,0,GOLD_I,53,16,15070,83,0,102,0,PLATINUM_IV,13,16,15303,20,0,9,0,PLATINUM_IV,1,15,14207,80,0,57,0,SILVER_I,100,14,12055
24,0,19,0,GOLD_III,75,16,15085,168,0,140,0,GOLD_I,34,14,12530,53,0,39,0,GOLD_I,16,14,12257,44,0,31,0,GOLD_I,30,15,13285,12,0,18,0,GOLD_II,79,13,11058,140,0,146,0,GOLD_I,39,12,9887,32,0,32,0,GOLD_II,8,13,10028,63,0,55,0,GOLD_I,45,14,11636,20,0,9,0,PLATINUM_IV,1,13,10502,80,0,57,0,SILVER_I,100,11,7996
65,0,52,0,GOLD_II,74,11,8087,52,0,64,0,GOLD_III,34,8,4525,19,0,32,0,GOLD_I,22,9,5958,33,0,49,0,GOLD_III,53,8,4474,41,0,47,0,PLATINUM_IV,8,8,4612,50,0,49,0,GOLD_I,65,11,7420,17,0,10,0,GOLD_IV,83,10,6506,31,0,8,0,GOLD_II,95,13,10253,20,0,9,0,PLATINUM_IV,1,9,5649,80,0,57,0,SILVER_I,100,9,5386
25,0,24,0,GOLD_III,62,14,11611,27,0,21,0,GOLD_III,38,13,10630,16,0,15,0,GOLD_IV,0,14,12687,19,0,8,0,PLATINUM_IV,20,12,8638,73,0,87,0,GOLD_IV,47,11,7586,22,0,29,0,GOLD_I,88,15,13249,30,0,24,0,GOLD_II,26,14,12830,15,0,23,0,GOLD_IV,78,14,11720,20,0,9,0,PLATINUM_IV,1,12,9809,80,0,57,0,SILVER_I,100,11,8034
43,0,21,0,GOLD_III,4,18,23113,184,0,192,0,GOLD_IV,0,17,18072,17,0,26,0,SILVER_I,48,18,18846,55,0,48,0,GOLD_III,0,18,20315,186,0,199,0,SILVER_I,48,17,16564,31,0,32,0,SILVER_II,98,18,24453,38,0,41,0,SILVER_III,38,17,17692,170,0,156,0,GOLD_III,56,18,22046,117,0,123,0,SILVER_I,85,17,18184,87,0,92,0,GOLD_IV,0,18,18799
121,0,141,0,GOLD_IV,11,14,12305,219,0,208,0,GOLD_IV,28,14,13003,17,0,26,0,SILVER_I,48,16,14826,55,0,48,0,GOLD_III,0,16,14939,53,0,47,0,GOLD_IV,1,13,11018,99,0,92,0,SILVER_II,40,17,18183,56,0,52,0,GOLD_IV,0,16,15752,100,0,75,0,GOLD_III,85,18,19952,743,0,734,0,GOLD_IV,74,17,16521,83,0,105,0,SILVER_IV,75,15,13300
308,0,309,0,GOLD_IV,60,14,12795,81,0,64,0,GOLD_IV,32,12,9881,17,0,26,0,SILVER_I,48,13,11083,55,0,48,0,GOLD_III,0,12,9146,28,0,28,0,SILVER_II,75,10,6597,120,0,108,0,GOLD_IV,14,11,8403,68,0,85,0,SILVER_II,63,10,6962,830,0,830,0,GOLD_IV,0,11,8386,109,0,118,0,GOLD_I,15,10,7023,53,0,53,0,SILVER_II,32,10,7079
27,0,41,0,SILVER_II,75,18,23777,5,0,8,0,SILVER_III,88,18,19795,17,0,26,0,SILVER_I,48,18,24297,55,0,48,0,GOLD_III,0,18,22338,37,0,48,0,SILVER_II,54,16,15599,279,0,274,0,GOLD_III,0,18,20685,90,0,90,0,GOLD_IV,0,17,16927,42,0,50,0,GOLD_IV,0,18,26179,42,0,55,0,SILVER_II,90,17,16848,532,0,510,0,PLATINUM_IV,94,16,15209
62,0,68,0,SILVER_I,22,18,21104,60,0,61,0,SILVER_I,0,18,18472,17,0,26,0,SILVER_I,48,18,21052,55,0,48,0,GOLD_III,0,17,17276,117,0,135,0,SILVER_I,7,15,13157,49,0,47,0,GOLD_IV,69,17,17977,15,0,24,0,SILVER_II,11,16,16351,255,0,243,0,GOLD_IV,59,17,18127,114,0,103,0,SILVER_IV,31,17,17267,71,0,77,0,SILVER_II,98,15,13727
27,0,34,0,SILVER_II,65,18,22553,261,0,258,0,GOLD_IV,13,17,17176,30,0,39,0,SILVER_II,50,18,20712,194,0,186,0,GOLD_IV,18,18,19170,108,0,91,0,SILVER_II,76,16,16418,50,0,44,0,SILVER_I,85,18,20066,76,0,57,0,SILVER_I,35,18,18443,118,0,112,0,GOLD_IV,29,18,20190,226,0,228,0,GOLD_IV,61,17,16844,181,0,185,0,GOLD_IV,8,15,14627
231,0,240,0,GOLD_IV,15,18,18603,129,0,132,0,SILVER_II,68,16,15309,31,0,32,0,SILVER_I,61,17,17941,203,0,184,0,SILVER_II,87,17,18287,164,0,151,0,GOLD_IV,39,15,13877,126,0,116,0,GOLD_IV,42,17,17255,76,0,57,0,SILVER_I,35,17,16714,17,0,23,0,SILVER_IV,14,15,14642,13,0,16,0,SILVER_II,52,17,17543,103,0,111,0,SILVER_II,38,14,12597
111,0,95,0,SILVER_III,56,16,16152,81,0,87,0,GOLD_IV,5,17,17736,180,0,184,0,GOLD_III,35,18,19670,197,0,190,0,GOLD_IV,0,16,15615,255,0,234,0,SILVER_II,75,14,12183,143,0,129,0,GOLD_IV,34,18,20947,76,0,57,0,SILVER_I,35,16,16269,130,0,126,0,GOLD_IV,53,17,17069,116,0,143,0,GOLD_IV,7,15,14467,79,0,90,0,GOLD_III,21,16,14782
