rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
83,0,77,0,PLATINUM_III,0,17,17935,137,0,133,0,PLATINUM_I,71,16,15016,236,0,259,0,PLATINUM_IV,76,17,17149,52,0,35,0,PLATINUM_II,85,17,17902,190,0,168,0,DIAMOND_I,16,15,14445,5,0,8,0,PLATINUM_I,4,16,15722,462,0,436,0,GRANDMASTER_I,492,17,17027,318,0,258,0,DIAMOND_II,4,16,14791,173,0,135,0,DIAMOND_II,61,15,14423,168,0,143,0,DIAMOND_I,1,14,11537
168,0,143,0,DIAMOND_I,1,13,11002,118,0,119,0,DIAMOND_IV,70,13,11135,225,0,211,0,GRANDMASTER_I,579,16,15286,11,0,8,0,DIAMOND_I,67,14,12757,11,0,8,0,DIAMOND_I,67,12,9647,5,0,8,0,PLATINUM_I,4,16,15586,100,0,95,0,PLATINUM_IV,23,15,14015,510,0,524,0,PLATINUM_I,17,15,14466,173,0,135,0,DIAMOND_II,61,15,14184,168,0,143,0,DIAMOND_I,1,12,9627
136,0,141,0,DIAMOND_IV,78,16,15024,61,0,47,0,DIAMOND_II,9,14,12081,240,0,193,0,PLATINUM_I,75,16,14712,12,0,19,0,PLATINUM_I,75,14,12204,120,0,96,0,DIAMOND_II,75,12,9374,5,0,8,0,PLATINUM_I,4,13,11248,67,0,56,0,MASTER_I,225,17,17099,90,0,101,0,PLATINUM_I,25,16,14809,89,0,90,0,DIAMOND_II,62,16,14997,122,0,117,0,MASTER_I,17,13,11397
28,0,35,0,PLATINUM_I,72,15,14182,69,0,42,0,DIAMOND_II,75,16,15286,67,0,56,0,MASTER_I,225,16,15822,89,0,90,0,DIAMOND_II,62,14,12759,120,0,96,0,DIAMOND_II,75,14,11938,5,0,8,0,PLATINUM_I,4,14,12649,75,0,75,0,PLATINUM_I,26,14,11673,51,0,42,0,PLATINUM_I,66,13,10681,37,0,24,0,PLATINUM_I,75,15,13206,83,0,94,0,PLATINUM_III,32,13,10873
178,0,160,0,DIAMOND_IV,57,18,18750,129,0,106,0,PLATINUM_I,42,18,19295,315,0,313,0,DIAMOND_IV,60,17,17174,228,0,251,0,PLATINUM_I,8,17,17487,143,0,126,0,DIAMOND_IV,50,14,12903,500,0,483,0,PLATINUM_I,64,17,18214,78,0,80,0,PLATINUM_I,9,16,15949,133,0,75,0,PLATINUM_I,75,18,21192,84,0,62,0,PLATINUM_I,52,18,21026,19,0,23,0,PLATINUM_I,40,17,17009
369,0,355,0,PLATINUM_II,75,12,9128,326,0,324,0,DIAMOND_IV,59,12,9840,194,0,181,0,PLATINUM_I,15,15,14072,228,0,251,0,PLATINUM_I,8,12,9354,163,0,158,0,DIAMOND_IV,21,11,7364,500,0,483,0,PLATINUM_I,64,13,10400,78,0,80,0,PLATINUM_I,9,16,14858,170,0,155,0,DIAMOND_IV,14,15,14083,23,0,15,0,PLATINUM_III,88,14,12892,103,0,124,0,PLATINUM_I,59,13,10978
160,0,150,0,PLATINUM_II,58,12,9135,74,0,54,0,PLATINUM_I,42,12,9097,28,0,21,0,GOLD_II,77,13,10070,228,0,251,0,PLATINUM_I,8,11,8066,73,0,24,0,PLATINUM_II,76,10,6759,500,0,483,0,PLATINUM_I,64,12,8697,81,0,65,0,PLATINUM_I,44,14,11663,423,0,436,0,PLATINUM_II,46,14,12525,74,0,57,0,PLATINUM_I,73,13,11189,111,0,116,0,PLATINUM_I,27,12,9546
91,0,112,0,DIAMOND_IV,0,17,17450,64,0,70,0,PLATINUM_I,12,16,16453,141,0,123,0,DIAMOND_III,31,17,17422,228,0,251,0,PLATINUM_I,8,15,14693,111,0,116,0,PLATINUM_I,27,13,10903,308,0,306,0,DIAMOND_III,8,17,17469,85,0,78,0,PLATINUM_I,83,16,15535,468,0,437,0,DIAMOND_III,75,16,15477,61,0,55,0,DIAMOND_IV,34,17,16751,34,0,22,0,PLATINUM_I,99,16,16158
250,0,224,0,PLATINUM_I,36,16,15510,87,0,99,0,DIAMOND_IV,32,18,18619,341,0,302,0,DIAMOND_IV,1,17,17789,228,0,251,0,PLATINUM_I,8,16,14745,207,0,198,0,DIAMOND_IV,0,14,12375,55,0,59,0,PLATINUM_IV,47,18,18671,112,0,112,0,DIAMOND_IV,45,16,15985,110,0,81,0,PLATINUM_I,49,15,13536,247,0,223,0,DIAMOND_IV,53,15,13925,125,0,117,0,DIAMOND_IV,44,15,13820
126,0,142,0,PLATINUM_I,75,13,10375,425,0,423,0,DIAMOND_II,47,13,10871,121,0,110,0,PLATINUM_III,75,11,7654,238,0,200,0,PLATINUM_I,75,12,8886,349,0,346,0,PLATINUM_III,40,10,6629,54,0,51,0,PLATINUM_III,44,15,13076,115,0,115,0,PLATINUM_II,4,14,12045,591,0,549,0,DIAMOND_I,0,14,11798,67,0,64,0,PLATINUM_II,41,12,9532,739,0,733,0,DIAMOND_III,1,12,9386
126,0,142,0,PLATINUM_I,75,14,12855,425,0,423,0,DIAMOND_II,47,14,11632,288,0,254,0,DIAMOND_IV,0,12,9861,67,0,64,0,PLATINUM_II,41,15,14367,97,0,74,0,PLATINUM_II,36,13,10523,252,0,226,0,DIAMOND_IV,21,15,14630,255,0,270,0,PLATINUM_IV,43,16,15014,225,0,210,0,PLATINUM_II,42,16,16340,194,0,189,0,PLATINUM_III,76,14,12419,403,0,361,0,DIAMOND_I,50,13,10104
126,0,142,0,PLATINUM_I,75,16,15237,167,0,151,0,PLATINUM_III,39,14,12965,1059,0,1020,0,DIAMOND_II,60,17,16828,386,0,344,0,DIAMOND_IV,47,15,14444,483,0,467,0,PLATINUM_II,46,13,11247,231,0,210,0,PLATINUM_II,30,16,15610,453,0,440,0,PLATINUM_I,75,14,12294,135,0,156,0,PLATINUM_III,30,14,12697,339,0,322,0,PLATINUM_III,32,12,9852,228,0,230,0,DIAMOND_IV,0,12,9299
126,0,142,0,PLATINUM_I,75,13,10510,279,0,294,0,PLATINUM_III,27,12,9732,173,0,150,0,DIAMOND_II,10,14,12678,502,0,486,0,DIAMOND_IV,0,12,9374,492,0,498,0,PLATINUM_II,88,11,7536,164,0,162,0,PLATINUM_I,81,14,13008,110,0,107,0,PLATINUM_I,75,15,14129,212,0,196,0,PLATINUM_I,61,13,11319,346,0,280,0,PLATINUM_I,75,16,14984,199,0,196,0,PLATINUM_II,44,13,11091
92,0,79,0,PLATINUM_I,7,14,11478,104,0,107,0,PLATINUM_III,0,14,12555,125,0,126,0,PLATINUM_II,43,13,10511,42,0,50,0,PLATINUM_II,34,13,10661,49,0,52,0,PLATINUM_III,35,11,7762,54,0,76,0,PLATINUM_I,59,16,14728,45,0,49,0,GOLD_I,100,14,12365,255,0,237,0,PLATINUM_II,38,16,15005,194,0,186,0,PLATINUM_II,62,13,10788,151,0,135,0,PLATINUM_II,43,12,8766
92,0,79,0,PLATINUM_I,7,17,17071,104,0,107,0,PLATINUM_III,0,15,13421,376,0,322,0,PLATINUM_II,56,14,13018,233,0,182,0,PLATINUM_II,59,13,10416,387,0,397,0,PLATINUM_I,3,12,9157,455,0,414,0,PLATINUM_I,35,16,15168,145,0,125,0,PLATINUM_II,0,16,15142,201,0,192,0,PLATINUM_II,48,17,17193,15,0,21,0,PLATINUM_IV,50,15,13481,125,0,124,0,PLATINUM_II,16,13,10815
92,0,79,0,PLATINUM_I,7,18,19228,104,0,107,0,PLATINUM_III,0,18,21498,74,0,55,0,PLATINUM_II,73,18,18711,84,0,81,0,PLATINUM_I,82,16,16376,52,0,55,0,PLATINUM_IV,26,15,13917,54,0,38,0,PLATINUM_II,59,17,17285,222,0,224,0,PLATINUM_III,43,17,16524,227,0,193,0,PLATINUM_II,4,17,17622,75,0,53,0,PLATINUM_I,17,16,15966,102,0,87,0,PLATINUM_II,53,14,12874
92,0,79,0,PLATINUM_I,7,14,11849,104,0,107,0,PLATINUM_III,0,15,13393,333,0,320,0,PLATINUM_II,0,15,14689,375,0,390,0,PLATINUM_III,83,13,10027,499,0,464,0,PLATINUM_I,0,12,9009,234,0,214,0,PLATINUM_IV,75,14,12489,420,0,397,0,PLATINUM_III,63,12,9862,273,0,263,0,PLATINUM_III,77,13,10689,158,0,131,0,PLATINUM_I,32,12,8792,194,0,208,0,PLATINUM_IV,27,10,6453
92,0,79,0,PLATINUM_I,7,15,14554,104,0,107,0,PLATINUM_III,0,17,17967,1202,0,1207,0,PLATINUM_II,29,15,13979,318,0,301,0,PLATINUM_III,11,15,13732,328,0,295,0,PLATINUM_III,0,14,11768,180,0,162,0,PLATINUM_III,19,14,12909,278,0,299,0,PLATINUM_IV,50,13,10955,23,0,17,0,GOLD_I,41,15,14447,270,0,289,0,PLATINUM_III,34,15,13463,446,0,420,0,PLATINUM_II,32,13,10594
127,0,138,0,DIAMOND_IV,11,16,15898,176,0,155,0,PLATINUM_I,40,17,17961,320,0,301,0,DIAMOND_IV,75,16,15368,246,0,242,0,DIAMOND_IV,59,16,15694,138,0,130,0,DIAMOND_IV,21,14,12905,192,0,174,0,DIAMOND_IV,34,18,22686,91,0,75,0,PLATINUM_I,76,18,21943,27,0,31,0,PLATINUM_I,73,17,17946,372,0,315,0,DIAMOND_III,66,17,17434,71,0,56,0,PLATINUM_I,100,17,16710
354,0,347,0,DIAMOND_III,67,18,24077,204,0,187,0,DIAMOND_III,70,17,17990,83,0,86,0,DIAMOND_III,0,18,18811,177,0,172,0,DIAMOND_III,76,17,18145,319,0,295,0,DIAMOND_III,51,15,13686,222,0,199,0,DIAMOND_IV,77,18,19618,393,0,366,0,DIAMOND_IV,9,16,15961,27,0,31,0,PLATINUM_I,73,15,14414,218,0,216,0,DIAMOND_III,46,17,17939,51,0,49,0,DIAMOND_III,4,14,12835
112,0,116,0,DIAMOND_IV,25,16,15296,250,0,219,0,DIAMOND_III,73,15,13425,222,0,213,0,DIAMOND_III,43,13,11372,125,0,99,0,DIAMOND_II,0,14,12108,105,0,99,0,DIAMOND_III,75,12,9133,222,0,199,0,DIAMOND_IV,77,16,15170,255,0,182,0,DIAMOND_I,17,15,13740,27,0,31,0,PLATINUM_I,73,15,13148,345,0,314,0,DIAMOND_III,37,16,15669,84,0,66,0,DIAMOND_IV,1,14,11637
35,0,17,0,PLATINUM_IV,69,13,10892,35,0,17,0,PLATINUM_IV,66,12,9012,19,0,31,0,PLATINUM_I,26,12,8977,5,0,11,0,PLATINUM_IV,77,10,6886,119,0,77,0,DIAMOND_IV,0,10,6235,222,0,199,0,DIAMOND_IV,77,10,6327,21,0,26,0,PLATINUM_I,30,10,6220,27,0,31,0,PLATINUM_I,73,8,4183,50,0,30,0,DIAMOND_IV,1,11,7353,9,0,5,0,PLATINUM_III,44,9,5578
78,0,74,0,PLATINUM_I,85,3,1116,168,0,140,0,DIAMOND_III,47,3,945,141,0,110,0,DIAMOND_IV,39,4,1175,62,0,40,0,DIAMOND_IV,3,2,626,144,0,131,0,DIAMOND_IV,18,2,626,222,0,199,0,DIAMOND_IV,77,3,904,279,0,280,0,PLATINUM_II,44,3,902,27,0,31,0,PLATINUM_I,73,1,0,88,0,79,0,DIAMOND_III,6,3,665,314,0,288,0,DIAMOND_III,28,3,725
193,0,199,0,PLATINUM_III,28,16,15379,69,0,41,0,PLATINUM_I,31,17,18010,127,0,102,0,PLATINUM_IV,59,15,13732,239,0,214,0,DIAMOND_IV,0,13,10207,34,0,24,0,GOLD_III,85,13,10514,162,0,161,0,GOLD_IV,14,14,11702,20,0,13,0,GOLD_IV,25,15,13377,76,0,76,0,GOLD_II,77,15,13338,45,0,50,0,PLATINUM_III,38,13,11218,106,0,102,0,DIAMOND_II,17,12,8761
40,0,28,0,PLATINUM_I,100,15,13032,66,0,45,0,DIAMOND_I,83,15,13453,40,0,25,0,PLATINUM_II,72,15,14585,527,0,522,0,DIAMOND_III,36,14,12219,338,0,351,0,DIAMOND_I,43,14,11449,82,0,42,0,DIAMOND_II,32,16,15459,323,0,316,0,DIAMOND_IV,23,16,16380,63,0,51,0,DIAMOND_IV,55,17,17179,135,0,115,0,MASTER_I,0,16,14978,23,0,25,0,PLATINUM_I,75,15,13323
338,0,351,0,DIAMOND_I,43,17,17982,820,0,749,0,DIAMOND_I,48,17,17545,107,0,97,0,DIAMOND_IV,3,18,20913,174,0,173,0,DIAMOND_IV,0,17,17251,297,0,268,0,DIAMOND_II,58,15,13632,370,0,349,0,DIAMOND_IV,74,18,18703,323,0,316,0,DIAMOND_IV,23,18,18923,218,0,212,0,DIAMOND_IV,29,17,18096,227,0,201,0,DIAMOND_II,60,17,18127,23,0,25,0,PLATINUM_I,75,15,13773
200,0,188,0,DIAMOND_II,0,15,14657,81,0,70,0,DIAMOND_II,43,16,14931,76,0,49,0,DIAMOND_I,84,16,15808,273,0,266,0,DIAMOND_I,63,15,14334,482,0,420,0,MASTER_I,231,14,12464,492,0,467,0,DIAMOND_I,14,13,11192,323,0,316,0,DIAMOND_IV,23,13,10763,370,0,382,0,DIAMOND_III,41,14,12470,299,0,294,0,DIAMOND_III,3,13,11099,23,0,25,0,PLATINUM_I,75,12,8888
273,0,253,0,DIAMOND_III,27,15,14698,106,0,94,0,DIAMOND_IV,75,16,16421,266,0,261,0,DIAMOND_II,84,15,13137,106,0,66,0,MASTER_I,138,15,13211,72,0,66,0,DIAMOND_IV,75,14,12069,147,0,91,0,DIAMOND_I,0,14,12601,323,0,316,0,DIAMOND_IV,23,13,11154,119,0,116,0,DIAMOND_I,30,15,13181,178,0,170,0,MASTER_I,49,14,11928,23,0,25,0,PLATINUM_I,75,13,10141
76,0,58,0,DIAMOND_II,26,14,11584,63,0,67,0,DIAMOND_III,18,16,15968,413,0,393,0,DIAMOND_III,40,13,10772,386,0,353,0,DIAMOND_II,0,13,10448,257,0,271,0,DIAMOND_III,39,13,10368,136,0,108,0,DIAMOND_III,39,16,16176,323,0,316,0,DIAMOND_IV,23,16,14870,194,0,199,0,DIAMOND_I,45,14,12190,72,0,83,0,DIAMOND_I,48,16,15943,23,0,25,0,PLATINUM_I,75,14,12599
90,0,94,0,PLATINUM_I,100,15,13708,280,0,270,0,DIAMOND_III,49,14,11764,432,0,436,0,PLATINUM_I,75,14,12527,26,0,25,0,PLATINUM_II,36,13,10336,377,0,358,0,DIAMOND_IV,66,11,8084,105,0,100,0,PLATINUM_I,19,11,8063,44,0,49,0,PLATINUM_I,0,12,9845,197,0,195,0,PLATINUM_I,75,13,10241,820,0,749,0,DIAMOND_I,48,13,10081,189,0,197,0,PLATINUM_IV,76,12,8659
252,0,250,0,DIAMOND_IV,1,16,16145,137,0,107,0,PLATINUM_I,1,15,14244,449,0,441,0,PLATINUM_II,11,15,14119,412,0,458,0,PLATINUM_III,20,14,12567,266,0,280,0,DIAMOND_IV,53,14,12082,287,0,278,0,DIAMOND_II,62,15,13904,86,0,92,0,PLATINUM_I,75,14,12359,268,0,274,0,PLATINUM_I,75,15,14407,218,0,227,0,DIAMOND_II,9,14,12426,206,0,254,0,PLATINUM_II,52,13,10964
266,0,253,0,DIAMOND_III,49,15,13323,200,0,159,0,PLATINUM_I,75,12,9670,734,0,706,0,DIAMOND_III,84,15,14039,166,0,146,0,DIAMOND_II,81,12,9367,249,0,219,0,PLATINUM_I,75,12,9939,1029,0,1010,0,PLATINUM_I,78,13,10777,86,0,92,0,PLATINUM_I,75,14,11635,108,0,95,0,DIAMOND_IV,37,12,9943,327,0,314,0,PLATINUM_II,45,12,9731,217,0,212,0,DIAMOND_II,55,11,8311
80,0,78,0,DIAMOND_II,0,12,8616,52,0,40,0,PLATINUM_II,66,11,7625,201,0,168,0,DIAMOND_III,45,11,8035,228,0,206,0,DIAMOND_III,11,11,7938,78,0,46,0,PLATINUM_I,100,8,4954,21,0,14,0,PLATINUM_II,24,9,5869,114,0,90,0,PLATINUM_I,42,7,4034,36,0,26,0,PLATINUM_I,100,9,5320,79,0,47,0,DIAMOND_IV,42,9,5196,45,0,59,0,PLATINUM_II,70,7,3637
21,0,14,0,PLATINUM_II,24,16,15332,85,0,70,0,PLATINUM_I,54,15,13638,98,0,74,0,DIAMOND_III,37,14,12370,92,0,84,0,DIAMOND_IV,2,15,13144,31,0,28,0,DIAMOND_IV,16,13,10300,125,0,120,0,PLATINUM_III,32,15,13361,114,0,90,0,PLATINUM_I,42,12,9593,36,0,26,0,PLATINUM_I,100,14,11873,69,0,65,0,DIAMOND_IV,23,12,9804,48,0,53,0,DIAMOND_IV,25,11,7436
232,0,191,0,MASTER_I,98,14,12842,88,0,96,0,DIAMOND_I,0,13,10479,32,0,21,0,DIAMOND_I,10,16,14762,433,0,401,0,GRANDMASTER_I,798,13,10202,76,0,70,0,DIAMOND_I,75,11,8342,941,0,935,0,DIAMOND_III,76,13,10698,44,0,33,0,PLATINUM_I,85,13,10334,667,0,622,0,MASTER_I,402,14,12011,58,0,25,0,PLATINUM_I,100,13,11103,45,0,20,0,PLATINUM_I,75,11,7859
802,0,784,0,MASTER_I,353,14,12544,47,0,55,0,PLATINUM_I,75,14,12689,32,0,21,0,DIAMOND_I,10,14,12751,58,0,25,0,PLATINUM_I,100,13,10964,322,0,297,0,GRANDMASTER_I,567,12,8872,155,0,132,0,DIAMOND_I,57,12,8909,44,0,33,0,PLATINUM_I,85,13,9973,244,0,247,0,MASTER_I,285,13,10269,45,0,43,0,DIAMOND_III,75,13,10542,74,0,59,0,DIAMOND_III,60,10,6814
401,0,354,0,DIAMOND_II,75,16,15825,1094,0,1072,0,DIAMOND_I,98,17,16710,385,0,370,0,MASTER_I,212,16,15391,160,0,175,0,DIAMOND_III,75,14,12705,333,0,345,0,MASTER_I,35,14,12255,108,0,104,0,DIAMOND_I,58,16,14722,44,0,33,0,PLATINUM_I,85,15,13029,510,0,509,0,DIAMOND_I,57,15,13496,270,0,265,0,MASTER_I,40,14,12538,355,0,331,0,DIAMOND_I,75,13,10469
55,0,19,0,DIAMOND_IV,25,10,7010,834,0,832,0,DIAMOND_II,75,11,8067,168,0,154,0,MASTER_I,299,12,9509,47,0,36,0,MASTER_I,350,10,6582,233,0,216,0,DIAMOND_I,25,9,6000,120,0,116,0,DIAMOND_I,75,14,12096,44,0,33,0,PLATINUM_I,85,13,10205,172,0,144,0,GRANDMASTER_I,453,13,10215,458,0,414,0,GRANDMASTER_I,477,12,9447,132,0,105,0,GRANDMASTER_I,672,9,6109
292,0,261,0,DIAMOND_I,75,18,21196,110,0,85,0,DIAMOND_II,55,16,15138,80,0,73,0,GRANDMASTER_I,516,18,23200,52,0,48,0,DIAMOND_II,61,18,22948,46,0,43,0,DIAMOND_I,5,18,19317,390,0,377,0,MASTER_I,364,18,20491,44,0,33,0,PLATINUM_I,85,17,17707,43,0,34,0,DIAMOND_II,75,18,18674,142,0,119,0,DIAMOND_II,75,18,18599,264,0,243,0,MASTER_I,273,16,15000
44,0,44,0,PLATINUM_III,51,18,20184,36,0,18,0,PLATINUM_I,100,17,17101,204,0,163,0,DIAMOND_III,2,16,15049,14,0,9,0,GOLD_I,85,14,12949,18,0,18,0,PLATINUM_I,12,16,15742,285,0,229,0,DIAMOND_III,13,16,15832,131,0,110,0,PLATINUM_I,16,15,14514,42,0,49,0,PLATINUM_IV,75,17,17895,187,0,171,0,PLATINUM_I,75,14,11648,35,0,53,0,PLATINUM_I,57,14,11518
287,0,272,0,PLATINUM_II,63,16,16311,14,0,9,0,GOLD_I,85,15,13158,146,0,134,0,PLATINUM_III,40,17,16529,213,0,177,0,DIAMOND_II,23,16,14942,18,0,18,0,PLATINUM_I,12,16,15825,388,0,369,0,DIAMOND_IV,15,16,15409,487,0,506,0,PLATINUM_IV,63,16,15439,81,0,76,0,PLATINUM_II,18,15,13133,385,0,394,0,DIAMOND_II,0,15,14388,421,0,422,0,PLATINUM_III,62,11,7743
681,0,667,0,DIAMOND_III,0,14,12841,779,0,773,0,DIAMOND_IV,69,15,13307,372,0,374,0,DIAMOND_IV,0,16,15033,14,0,9,0,GOLD_I,85,14,11657,18,0,18,0,PLATINUM_I,12,16,15145,83,0,85,0,PLATINUM_I,100,13,10818,93,0,92,0,PLATINUM_I,44,13,11100,315,0,264,0,DIAMOND_IV,0,14,11712,76,0,60,0,PLATINUM_II,75,13,10778,363,0,374,0,PLATINUM_III,0,13,10548
504,0,529,0,DIAMOND_IV,0,17,17875,26,0,51,0,PLATINUM_II,66,18,18601,485,0,450,0,PLATINUM_II,75,14,12355,377,0,376,0,PLATINUM_IV,13,13,10760,18,0,18,0,PLATINUM_I,12,16,16120,109,0,74,0,PLATINUM_I,75,18,18999,129,0,98,0,DIAMOND_III,58,17,17005,128,0,122,0,DIAMOND_IV,16,14,12964,85,0,72,0,DIAMOND_III,27,18,19120,270,0,280,0,PLATINUM_III,34,15,14109
55,0,40,0,PLATINUM_I,70,17,18047,26,0,51,0,PLATINUM_II,66,17,17103,183,0,163,0,DIAMOND_IV,0,17,16616,181,0,172,0,DIAMOND_IV,0,16,14949,18,0,18,0,PLATINUM_I,12,18,19001,52,0,51,0,DIAMOND_IV,35,18,22238,282,0,255,0,DIAMOND_III,45,18,20176,541,0,546,0,DIAMOND_IV,70,18,18616,512,0,507,0,DIAMOND_IV,59,18,22611,482,0,420,0,MASTER_I,231,17,17696
411,0,398,0,DIAMOND_III,37,14,12053,532,0,476,0,DIAMOND_III,22,13,10009,54,0,41,0,PLATINUM_I,1,14,12278,549,0,555,0,DIAMOND_IV,97,12,9522,276,0,270,0,DIAMOND_IV,0,12,8732,355,0,292,0,PLATINUM_I,60,13,9994,104,0,84,0,PLATINUM_I,66,12,8815,267,0,240,0,DIAMOND_IV,3,11,8524,102,0,103,0,PLATINUM_II,75,13,10240,197,0,179,0,DIAMOND_IV,58,11,8078
54,0,65,0,PLATINUM_I,100,13,11341,549,0,555,0,DIAMOND_IV,97,14,12245,54,0,41,0,PLATINUM_I,1,13,11205,232,0,220,0,PLATINUM_II,82,12,9870,75,0,78,0,PLATINUM_I,85,12,9076,88,0,109,0,PLATINUM_II,89,16,15481,113,0,109,0,PLATINUM_I,97,15,13288,61,0,47,0,PLATINUM_I,55,15,13934,504,0,494,0,DIAMOND_IV,93,13,10644,257,0,224,0,DIAMOND_IV,78,12,9652
147,0,126,0,BRONZE_III,61,14,12367,212,0,177,0,SILVER_III,61,15,13295,54,0,41,0,PLATINUM_I,1,17,16553,285,0,292,0,GOLD_IV,0,14,11988,124,0,141,0,SILVER_II,59,13,10971,124,0,141,0,SILVER_II,59,15,13420,27,0,31,0,GOLD_II,52,13,10256,8,0,3,0,BRONZE_II,27,13,10531,75,0,89,0,GOLD_IV,12,12,9762,117,0,130,0,BRONZE_II,91,12,9390
77,0,72,0,DIAMOND_IV,5,12,9166,549,0,555,0,DIAMOND_IV,97,13,10304,54,0,41,0,PLATINUM_I,1,12,9634,194,0,203,0,PLATINUM_I,1,13,10115,324,0,314,0,DIAMOND_IV,37,11,8159,245,0,259,0,PLATINUM_I,72,12,9650,279,0,280,0,DIAMOND_III,0,11,8300,543,0,518,0,PLATINUM_I,100,11,8251,129,0,131,0,DIAMOND_IV,15,10,6963,229,0,215,0,PLATINUM_I,75,9,5620
563,0,554,0,DIAMOND_IV,47,12,9156,549,0,555,0,DIAMOND_IV,97,11,7577,54,0,41,0,PLATINUM_I,1,10,6933,194,0,203,0,PLATINUM_I,1,10,6137,170,0,174,0,DIAMOND_IV,44,8,4614,374,0,413,0,PLATINUM_II,58,10,6560,383,0,402,0,PLATINUM_II,38,9,5211,68,0,57,0,PLATINUM_III,67,8,4990,129,0,131,0,DIAMOND_IV,15,9,5465,162,0,194,0,PLATINUM_III,34,7,3796
58,0,34,0,DIAMOND_IV,0,15,14491,180,0,144,0,DIAMOND_III,33,13,11372,251,0,266,0,DIAMOND_III,32,14,11669,383,0,372,0,PLATINUM_I,100,13,10876,198,0,190,0,DIAMOND_III,35,12,9335,72,0,64,0,DIAMOND_III,76,17,17314,197,0,175,0,DIAMOND_III,74,16,15814,966,0,921,0,DIAMOND_III,39,15,13669,313,0,320,0,DIAMOND_III,54,16,15033,481,0,499,0,DIAMOND_III,56,14,12114
59,0,61,0,DIAMOND_IV,15,16,16067,206,0,188,0,DIAMOND_IV,61,16,15990,11,0,9,0,PLATINUM_I,77,18,19514,383,0,372,0,PLATINUM_I,100,17,17476,101,0,90,0,PLATINUM_I,17,13,11131,210,0,159,0,PLATINUM_I,51,17,17569,88,0,58,0,PLATINUM_I,82,16,15616,54,0,59,0,PLATINUM_I,81,16,14720,142,0,152,0,DIAMOND_III,0,17,16644,175,0,173,0,DIAMOND_IV,0,15,13778
339,0,320,0,DIAMOND_III,74,18,21527,380,0,357,0,DIAMOND_IV,88,18,21648,436,0,416,0,DIAMOND_III,68,18,18419,383,0,372,0,PLATINUM_I,100,18,21520,118,0,123,0,DIAMOND_IV,61,18,19065,245,0,241,0,DIAMOND_III,0,18,20113,393,0,366,0,DIAMOND_IV,9,17,17973,360,0,338,0,DIAMOND_IV,74,18,20781,215,0,183,0,DIAMOND_IV,59,16,15049,364,0,356,0,DIAMOND_IV,60,16,15579
58,0,51,0,PLATINUM_I,65,16,16418,39,0,29,0,DIAMOND_IV,91,17,17001,168,0,158,0,PLATINUM_I,100,18,18785,383,0,372,0,PLATINUM_I,100,17,18083,344,0,318,0,DIAMOND_IV,77,13,11364,51,0,41,0,PLATINUM_I,100,17,17538,280,0,272,0,DIAMOND_III,34,16,15884,569,0,566,0,DIAMOND_III,37,14,12780,337,0,314,0,DIAMOND_III,53,15,13288,195,0,208,0,PLATINUM_I,25,12,9332
287,0,234,0,DIAMOND_III,59,14,11601,45,0,23,0,PLATINUM_II,94,15,13858,48,0,38,0,PLATINUM_I,7,13,10931,383,0,372,0,PLATINUM_I,100,14,12928,4,0,7,0,PLATINUM_IV,73,12,9862,51,0,41,0,PLATINUM_I,100,16,16088,165,0,152,0,DIAMOND_IV,14,16,14863,12,0,11,0,PLATINUM_II,10,16,15750,62,0,46,0,PLATINUM_I,39,14,12182,195,0,208,0,PLATINUM_I,25,14,12500
