result,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
1,32,52,SILVER_II,35,18,21488,6,5,BRONZE_II,59,16,15685,12,17,BRONZE_II,0,17,16814,24,32,BRONZE_III,57,17,16539,90,86,BRONZE_II,13,15,13804,18,23,BRONZE_II,37,16,15770,16,26,BRONZE_II,37,16,15513,20,12,BRONZE_I,34,18,20367,52,51,SILVER_IV,23,17,16885,152,159,SILVER_II,6,15,14582
0,87,107,BRONZE_IV,75,18,19091,40,38,BRONZE_II,73,16,15659,100,87,BRONZE_III,5,18,19151,187,202,BRONZE_II,14,17,17157,90,86,BRONZE_II,13,16,15972,109,105,SILVER_IV,0,18,19339,82,78,BRONZE_II,56,18,23448,337,357,BRONZE_III,0,17,17017,195,148,BRONZE_III,43,18,18558,222,219,BRONZE_I,1,16,15492
1,473,449,BRONZE_II,43,15,14263,21,27,BRONZE_II,22,15,13287,215,239,SILVER_IV,33,16,15864,46,56,SILVER_IV,0,15,13110,90,86,BRONZE_II,13,14,12420,41,46,BRONZE_II,79,15,14696,64,82,SILVER_IV,50,13,10571,404,399,SILVER_IV,58,13,9986,400,427,BRONZE_I,6,14,11772,122,128,BRONZE_II,36,13,10913
1,195,203,BRONZE_I,38,18,21794,23,27,BRONZE_III,67,18,21310,45,48,BRONZE_III,24,18,21568,149,143,BRONZE_I,9,17,17629,90,86,BRONZE_II,13,18,19950,572,602,BRONZE_III,50,17,18283,387,354,BRONZE_I,0,18,19811,162,160,BRONZE_II,58,17,16599,227,215,BRONZE_II,64,17,16884,305,303,BRONZE_II,70,14,12652
0,224,219,GOLD_IV,2,16,15981,51,84,BRONZE_II,35,14,12196,122,119,SILVER_IV,3,13,11365,4,7,BRONZE_IV,81,13,11292,8,13,BRONZE_II,13,12,9178,37,36,BRONZE_I,35,16,16267,16,15,BRONZE_I,69,15,14575,85,72,GOLD_IV,0,17,16776,27,34,BRONZE_II,28,16,14950,19,24,BRONZE_I,27,14,12122
1,11,5,SILVER_III,75,16,14845,43,63,BRONZE_III,37,16,15071,24,26,SILVER_IV,18,16,15333,4,7,BRONZE_IV,81,14,12250,8,13,BRONZE_II,13,14,12742,64,85,BRONZE_II,0,15,13385,76,84,BRONZE_II,3,13,10092,33,37,SILVER_IV,61,14,12047,50,41,SILVER_III,38,13,10754,28,25,SILVER_IV,49,11,8169
0,215,219,SILVER_IV,15,18,19217,119,123,BRONZE_I,25,17,17567,71,55,BRONZE_III,45,18,20770,65,59,BRONZE_I,65,18,18560,8,13,BRONZE_II,13,16,15400,118,113,SILVER_IV,4,18,21851,35,48,BRONZE_III,41,18,22361,50,64,BRONZE_III,87,18,19682,190,212,BRONZE_II,75,17,18150,308,300,BRONZE_I,33,16,15215
0,400,362,SILVER_III,29,14,12384,32,33,BRONZE_I,69,13,11107,28,54,BRONZE_IV,0,13,10199,4,7,BRONZE_IV,81,13,10489,8,13,BRONZE_II,13,11,8501,6,11,BRONZE_II,1,14,12606,392,368,GOLD_IV,0,16,15682,77,60,SILVER_II,0,16,14769,190,193,SILVER_III,16,15,13368,304,308,BRONZE_I,31,11,8418
0,5,8,BRONZE_II,0,10,6525,12,17,BRONZE_III,0,9,5672,12,17,BRONZE_III,0,7,4038,4,7,BRONZE_IV,81,8,4931,8,13,BRONZE_II,13,7,4054,66,60,SILVER_III,68,12,9210,44,51,BRONZE_II,79,8,4957,52,49,SILVER_III,66,10,6973,20,19,SILVER_IV,7,9,5161,18,19,SILVER_IV,0,8,4403
0,33,31,SILVER_IV,56,14,11468,10,22,BRONZE_III,25,13,10372,15,30,BRONZE_III,13,13,10708,4,7,BRONZE_IV,81,10,6821,8,13,BRONZE_II,13,10,7274,62,49,SILVER_II,27,15,14356,53,50,SILVER_III,32,14,12772,6,10,BRONZE_IV,22,13,10461,12,11,SILVER_IV,22,14,12361,23,25,SILVER_IV,14,13,10401
1,24,14,SILVER_IV,65,17,17443,24,14,SILVER_IV,65,18,19166,22,34,BRONZE_II,0,17,17535,4,7,BRONZE_IV,81,14,12370,8,13,BRONZE_II,13,15,14446,23,25,SILVER_IV,81,18,19083,23,25,SILVER_IV,81,16,15329,15,19,SILVER_IV,30,18,18415,15,19,SILVER_IV,30,15,13478,0,28,IRON_II,65,14,12200
1,327,321,BRONZE_II,0,15,13415,361,332,SILVER_IV,55,16,15930,129,153,BRONZE_II,87,16,14816,60,70,BRONZE_I,43,14,12878,8,11,BRONZE_II,36,14,12130,118,120,SILVER_IV,0,14,12729,33,42,BRONZE_IV,47,12,9677,18,19,BRONZE_I,48,15,13483,10,15,BRONZE_IV,71,14,12057,170,167,SILVER_III,42,12,8976
0,44,31,SILVER_III,81,11,8150,51,67,BRONZE_IV,21,11,7446,130,152,SILVER_II,33,12,9765,16,22,BRONZE_II,37,11,7370,8,11,BRONZE_II,36,9,5463,121,153,BRONZE_IV,28,13,10631,63,70,SILVER_III,5,14,12003,39,34,SILVER_I,36,14,12573,90,71,BRONZE_II,75,12,8703,107,100,SILVER_II,74,11,8333
0,43,62,BRONZE_III,31,18,20009,131,135,BRONZE_I,20,16,16409,23,32,SILVER_IV,66,17,16944,38,32,SILVER_II,40,17,17128,8,11,BRONZE_II,36,17,16501,32,35,SILVER_III,17,17,17482,80,78,SILVER_II,34,18,19587,72,99,BRONZE_IV,49,17,17332,62,70,SILVER_III,41,17,17887,169,204,SILVER_IV,30,17,16759
0,10,8,BRONZE_II,64,12,9331,110,106,SILVER_IV,75,12,8654,3,14,BRONZE_IV,58,12,8707,3,14,BRONZE_IV,58,12,8950,8,11,BRONZE_II,36,10,6733,18,11,SILVER_III,64,16,15030,4,6,IRON_I,79,12,8924,151,135,GOLD_IV,12,13,11167,27,28,BRONZE_I,69,12,9499,10,8,BRONZE_II,64,12,9556
0,105,121,SILVER_IV,27,14,11824,32,38,BRONZE_III,55,11,7970,37,30,GOLD_IV,24,12,9625,65,97,BRONZE_IV,3,9,6076,8,11,BRONZE_II,36,9,5756,86,93,BRONZE_II,0,13,11342,29,22,SILVER_IV,35,13,10839,142,122,GOLD_IV,22,13,9966,128,125,SILVER_II,72,13,10477,154,163,SILVER_IV,75,13,10568
0,25,27,SILVER_III,30,14,11859,43,35,SILVER_II,75,15,13231,31,31,SILVER_III,72,14,12423,120,133,SILVER_IV,41,14,11893,8,11,BRONZE_II,36,12,9550,19,14,SILVER_IV,58,15,14398,581,487,SILVER_II,75,13,11117,12,10,SILVER_I,60,14,12817,287,264,GOLD_II,30,14,12759,85,106,SILVER_IV,0,14,11528
1,63,59,SILVER_II,61,16,15556,206,208,SILVER_II,60,15,13398,105,110,SILVER_II,1,15,13880,54,84,BRONZE_I,5,13,11232,8,11,BRONZE_II,36,13,10676,36,47,SILVER_II,13,14,12697,19,29,SILVER_IV,42,16,14924,162,170,GOLD_IV,75,15,14406,120,105,SILVER_I,100,15,13320,53,67,SILVER_III,21,13,10192
0,124,125,BRONZE_II,31,15,13980,99,115,BRONZE_II,75,13,11226,127,122,BRONZE_II,28,15,13519,57,68,BRONZE_II,3,13,11247,122,130,BRONZE_I,0,12,9327,402,391,BRONZE_III,50,14,11475,246,210,BRONZE_II,0,11,7890,18,32,BRONZE_II,0,14,11530,190,182,BRONZE_II,90,10,6510,118,110,BRONZE_II,24,11,7481
0,16,16,BRONZE_II,29,13,11296,369,381,SILVER_III,36,13,10308,7,14,BRONZE_II,60,15,13486,86,90,BRONZE_I,60,12,8870,130,112,BRONZE_IV,57,11,8204,45,44,BRONZE_I,37,13,10073,85,93,BRONZE_II,87,12,9635,18,32,BRONZE_II,0,14,12536,50,47,BRONZE_II,90,11,8577,51,71,BRONZE_I,9,10,7073
0,284,281,BRONZE_III,82,15,13586,86,91,BRONZE_III,65,16,15128,197,208,SILVER_IV,39,15,14032,55,64,BRONZE_I,0,15,13526,22,29,BRONZE_II,77,13,11030,277,262,SILVER_II,24,14,12614,290,287,BRONZE_IV,15,15,14130,18,32,BRONZE_II,0,14,11845,41,52,BRONZE_II,6,14,11641,129,126,BRONZE_II,29,12,9343
1,238,261,BRONZE_II,25,18,23820,62,87,BRONZE_II,0,17,17617,283,293,BRONZE_II,35,18,21042,189,225,BRONZE_III,61,18,22770,78,89,BRONZE_III,33,18,20024,127,122,BRONZE_II,89,18,30998,727,727,BRONZE_III,53,18,24794,18,32,BRONZE_II,0,18,29274,111,103,BRONZE_II,30,18,25764,104,115,SILVER_IV,25,18,21386
1,72,91,BRONZE_IV,0,11,7670,313,358,IRON_III,65,9,6067,101,117,IRON_III,75,9,6013,250,238,BRONZE_II,24,10,6925,75,72,BRONZE_III,88,8,4554,23,27,IRON_II,44,12,9521,150,147,BRONZE_II,10,10,6266,18,32,BRONZE_II,0,12,9687,206,197,IRON_III,77,11,7918,142,126,BRONZE_I,27,10,6276
0,220,198,SILVER_I,97,12,9879,578,568,GOLD_IV,54,13,10990,225,197,SILVER_II,89,14,11709,106,120,BRONZE_II,31,11,7733,45,53,BRONZE_II,26,10,7189,411,393,SILVER_II,3,11,7928,632,567,SILVER_IV,37,12,8863,18,32,BRONZE_II,0,12,8907,47,54,BRONZE_II,34,9,5349,66,73,BRONZE_III,0,9,5718
1,199,183,SILVER_IV,11,16,16323,74,87,SILVER_IV,0,16,15544,43,34,SILVER_IV,18,16,15078,225,219,BRONZE_IV,44,16,14935,63,55,SILVER_IV,2,16,15066,24,48,IRON_II,39,17,17135,19,21,SILVER_III,73,18,19592,18,32,BRONZE_II,0,18,21124,89,96,SILVER_III,25,18,20475,62,49,BRONZE_III,41,16,16217
1,27,24,SILVER_II,80,13,10839,98,102,SILVER_III,81,11,8047,98,102,SILVER_III,81,11,7874,155,189,SILVER_IV,0,11,7639,138,162,SILVER_IV,35,11,7619,22,33,SILVER_III,46,13,10716,3,8,BRONZE_II,36,13,11290,5,15,BRONZE_IV,52,12,8853,13,17,BRONZE_I,4,12,8847,9,4,SILVER_IV,25,12,9181
1,59,44,SILVER_III,92,14,12766,82,76,DIAMOND_IV,36,16,14765,347,324,GOLD_IV,54,15,14311,106,118,BRONZE_I,37,14,12758,65,66,GOLD_II,60,13,10630,95,95,GOLD_IV,31,17,16842,3,8,BRONZE_II,36,15,13483,142,125,GOLD_III,0,16,15539,14,16,GOLD_III,69,18,18784,28,19,GOLD_I,1,14,12303
0,32,57,GOLD_II,57,17,17957,70,69,GOLD_III,0,18,21970,80,63,GOLD_IV,76,18,20523,20,17,BRONZE_I,54,18,19614,7,8,SILVER_III,56,16,15769,3,8,BRONZE_II,36,17,16849,3,8,BRONZE_II,36,16,15889,48,50,GOLD_I,33,18,19783,14,16,GOLD_III,69,18,20178,28,19,GOLD_I,1,18,19137
0,243,245,GOLD_IV,0,16,14915,14,21,SILVER_I,46,14,11502,77,91,PLATINUM_IV,72,14,12577,61,53,GOLD_I,0,15,13230,55,61,PLATINUM_I,0,12,8848,48,46,GOLD_IV,0,12,9251,3,8,BRONZE_II,36,13,10125,14,16,GOLD_III,69,15,14239,28,19,GOLD_I,1,12,9527,243,245,GOLD_IV,0,12,9716
0,14,19,GOLD_I,57,18,20900,43,46,SILVER_II,10,18,19800,136,155,GOLD_IV,3,18,21307,12,5,SILVER_I,61,17,17093,59,52,GOLD_II,14,16,16013,28,19,GOLD_I,1,15,14514,3,8,BRONZE_II,36,16,15654,14,16,GOLD_III,69,18,21107,10,9,SILVER_II,22,16,16073,85,77,SILVER_II,62,14,13016
0,31,24,SILVER_III,82,18,20447,140,138,GOLD_IV,16,15,14444,10,8,SILVER_IV,29,15,13666,23,20,SILVER_II,18,12,9276,12,9,BRONZE_I,71,13,11331,7,17,BRONZE_II,70,16,15014,3,8,BRONZE_II,36,14,11813,165,148,GOLD_III,0,13,11293,5,18,SILVER_III,20,14,12555,22,17,SILVER_III,70,12,9548
1,23,28,SILVER_IV,76,3,815,60,49,GOLD_IV,20,3,815,7,8,BRONZE_III,48,1,0,62,75,GOLD_IV,2,2,564,8,10,BRONZE_IV,46,2,564,25,28,SILVER_IV,35,3,904,3,8,BRONZE_II,36,4,1175,108,93,GOLD_III,60,3,833,5,18,SILVER_III,20,2,602,32,28,SILVER_II,18,2,602
1,72,85,BRONZE_II,62,10,6495,34,21,BRONZE_I,100,10,6200,22,18,BRONZE_II,78,12,9279,160,149,SILVER_IV,78,9,5256,68,60,BRONZE_I,27,10,6617,14,16,BRONZE_II,36,10,6991,26,34,BRONZE_II,44,9,5416,235,234,BRONZE_II,48,10,7131,130,141,SILVER_IV,0,9,5437,16,55,IRON_IV,0,7,3914
1,19,14,SILVER_IV,1,15,13893,26,21,BRONZE_I,69,18,18822,22,18,BRONZE_II,78,16,15225,55,151,IRON_IV,9,14,11707,62,160,IRON_IV,23,14,12639,107,124,IRON_I,71,14,12866,20,23,BRONZE_IV,0,13,11008,133,169,IRON_II,99,15,14259,123,148,BRONZE_IV,30,16,15104,160,173,BRONZE_III,59,14,12041
0,128,110,SILVER_II,39,15,13159,304,315,BRONZE_I,8,14,11764,22,18,BRONZE_II,78,15,14421,70,67,SILVER_IV,81,12,9831,21,19,BRONZE_IV,81,13,10463,64,76,BRONZE_I,7,16,14790,222,190,SILVER_II,0,17,16725,39,46,BRONZE_I,15,16,14898,12,9,BRONZE_IV,87,14,12446,116,113,SILVER_III,69,15,14404
1,118,114,SILVER_IV,0,13,10938,49,62,BRONZE_III,60,14,13014,22,18,BRONZE_II,78,15,13292,548,516,SILVER_IV,55,11,7904,43,46,BRONZE_III,45,11,8346,103,109,BRONZE_I,26,14,11466,179,197,BRONZE_II,50,12,9691,73,86,BRONZE_II,56,10,7272,213,217,BRONZE_III,17,11,7953,15,13,BRONZE_II,20,11,7893
0,29,29,SILVER_IV,7,15,13637,271,277,SILVER_IV,14,17,16913,22,18,BRONZE_II,78,14,12060,83,80,SILVER_IV,5,16,15465,386,372,SILVER_IV,66,16,16284,73,75,BRONZE_I,100,15,13228,313,326,BRONZE_II,74,17,18271,418,414,SILVER_IV,22,18,18914,194,183,SILVER_II,63,16,15635,60,56,SILVER_II,43,15,13678
1,14,9,BRONZE_I,30,16,15433,22,11,SILVER_IV,1,15,13109,22,18,BRONZE_II,78,12,9726,102,93,BRONZE_IV,75,13,11315,195,153,SILVER_IV,0,14,11631,141,137,BRONZE_III,75,14,12014,290,305,BRONZE_II,49,11,7628,217,205,SILVER_IV,75,14,12473,121,152,SILVER_IV,43,12,9411,7,19,BRONZE_I,9,12,9580
1,101,82,BRONZE_I,35,18,19643,64,67,SILVER_II,35,14,12371,22,18,BRONZE_II,78,13,10162,91,74,BRONZE_III,24,14,11807,428,426,BRONZE_II,57,14,12678,185,190,BRONZE_IV,29,13,11389,5,7,BRONZE_I,1,11,8228,91,62,SILVER_II,0,12,9896,17,20,BRONZE_II,41,12,9049,113,132,BRONZE_II,10,11,8418
0,375,381,BRONZE_II,15,15,14219,314,326,BRONZE_II,40,15,13316,365,390,BRONZE_IV,54,14,12018,47,43,SILVER_III,51,15,14125,146,160,BRONZE_III,29,16,14804,174,167,SILVER_IV,16,12,9936,85,86,BRONZE_II,6,16,16169,20,42,BRONZE_IV,0,11,8338,139,153,BRONZE_II,60,15,14366,151,134,BRONZE_I,5,15,13901
1,455,423,SILVER_II,59,14,12819,77,65,SILVER_III,40,13,11239,144,133,SILVER_III,1,14,11872,680,674,SILVER_III,8,13,11146,75,71,SILVER_I,3,12,9215,65,54,SILVER_II,31,16,15863,85,86,BRONZE_II,6,14,11941,155,134,SILVER_II,35,15,14300,202,198,SILVER_IV,80,14,12142,111,106,BRONZE_I,100,14,11771
0,43,44,SILVER_IV,0,18,23041,208,199,SILVER_III,42,18,19521,227,233,SILVER_IV,75,16,16237,159,170,BRONZE_I,49,18,18720,136,132,SILVER_IV,61,17,16782,65,54,SILVER_II,31,17,17188,85,86,BRONZE_II,6,15,14670,126,154,SILVER_IV,71,17,16605,123,135,SILVER_IV,28,15,14004,133,134,SILVER_IV,0,14,12214
1,115,109,BRONZE_I,84,17,16842,59,66,SILVER_II,31,17,17652,156,138,SILVER_IV,0,18,18803,455,458,SILVER_III,53,16,15980,281,302,SILVER_IV,0,15,14469,65,54,SILVER_II,31,18,20684,85,86,BRONZE_II,6,15,14576,361,353,SILVER_IV,31,18,19357,452,419,SILVER_II,99,15,13585,196,192,SILVER_II,59,14,12740
0,75,77,SILVER_IV,76,14,12794,246,215,BRONZE_II,43,14,12613,64,75,IRON_I,2,13,11248,321,321,BRONZE_I,67,14,12197,204,217,BRONZE_II,45,12,9165,282,258,SILVER_IV,28,13,10526,85,86,BRONZE_II,6,14,11944,592,561,SILVER_IV,76,12,9576,87,104,BRONZE_II,0,12,9802,248,260,BRONZE_I,19,12,8954
1,441,438,SILVER_II,21,15,13102,61,56,BRONZE_I,50,13,11430,95,129,BRONZE_IV,0,13,10709,242,233,GOLD_IV,97,14,12120,553,537,SILVER_II,89,12,8686,65,54,SILVER_II,31,16,16074,85,86,BRONZE_II,6,14,12080,103,101,SILVER_III,43,14,11935,94,100,SILVER_II,36,14,12096,400,368,SILVER_I,60,13,10326
1,45,72,SILVER_IV,6,16,15933,412,389,SILVER_IV,0,15,13105,78,79,SILVER_IV,0,17,16489,124,118,SILVER_IV,15,15,13806,323,317,SILVER_III,75,14,12806,65,54,SILVER_II,31,18,21707,85,86,BRONZE_II,6,15,13700,93,76,SILVER_IV,0,15,13157,291,303,BRONZE_I,100,14,12590,84,105,SILVER_IV,12,14,12453
0,106,106,BRONZE_III,78,15,13085,27,18,BRONZE_II,5,13,10575,171,179,BRONZE_III,63,15,13073,186,196,SILVER_IV,26,15,13739,22,40,BRONZE_III,74,13,11021,292,308,BRONZE_II,11,16,15849,148,155,SILVER_IV,0,15,14466,159,160,SILVER_IV,40,16,15878,47,41,SILVER_IV,0,14,12174,145,162,BRONZE_III,62,14,11805
0,187,131,PLATINUM_IV,10,15,13941,27,18,BRONZE_II,5,13,10914,11,23,BRONZE_IV,46,12,9717,133,94,SILVER_I,38,13,11067,74,109,BRONZE_IV,69,12,9400,41,40,BRONZE_II,75,15,14595,28,42,BRONZE_III,75,15,14159,224,233,SILVER_IV,39,17,16659,93,97,BRONZE_I,0,13,11352,102,123,BRONZE_III,37,12,9200
1,95,93,GOLD_II,71,17,16998,27,18,BRONZE_II,5,16,15743,174,165,GOLD_II,30,16,15969,140,121,PLATINUM_III,31,18,22616,91,104,SILVER_I,51,15,13655,40,46,BRONZE_I,40,15,14621,90,87,GOLD_I,16,16,14901,200,181,GOLD_IV,30,18,18559,58,57,SILVER_IV,3,16,14942,264,250,GOLD_I,37,13,10966
1,622,614,SILVER_IV,37,18,20211,27,18,BRONZE_II,5,17,16510,55,50,BRONZE_III,78,14,11928,148,153,SILVER_IV,40,15,13289,29,25,SILVER_IV,59,15,14414,165,148,SILVER_III,45,18,19618,124,117,SILVER_IV,44,15,14224,100,68,BRONZE_I,21,16,15234,173,166,SILVER_II,75,16,14927,84,103,BRONZE_IV,8,14,12815
1,327,351,BRONZE_II,0,18,25135,27,18,BRONZE_II,5,18,20741,156,137,SILVER_III,0,18,19336,329,263,PLATINUM_III,57,17,18007,248,261,SILVER_IV,59,17,17397,62,64,BRONZE_II,16,18,21523,396,372,SILVER_IV,0,17,17626,362,288,SILVER_II,26,18,19132,112,124,BRONZE_III,72,18,20634,58,57,SILVER_IV,20,16,14879
0,279,287,BRONZE_III,27,12,8766,27,18,BRONZE_II,5,10,6500,178,175,BRONZE_IV,76,11,8273,281,298,BRONZE_IV,54,10,6755,127,150,BRONZE_III,27,11,8014,177,181,SILVER_IV,0,14,11756,547,548,BRONZE_III,31,11,7660,111,113,SILVER_IV,21,14,12709,50,62,BRONZE_II,0,10,6989,137,153,BRONZE_II,57,9,5694
1,168,139,BRONZE_III,89,18,20952,27,18,BRONZE_II,5,18,20274,305,260,SILVER_II,0,18,21089,114,119,BRONZE_II,88,17,18239,390,397,BRONZE_IV,80,16,15543,378,297,GOLD_III,33,18,19903,212,193,SILVER_IV,65,17,17888,192,181,SILVER_III,7,18,20449,346,376,SILVER_IV,0,18,20046,34,41,BRONZE_II,0,15,13338
0,11,9,SILVER_IV,67,16,15859,11,9,SILVER_IV,67,14,11625,12,13,BRONZE_II,18,14,11556,191,195,GOLD_IV,31,13,10266,35,48,SILVER_IV,4,12,9022,3,14,BRONZE_IV,8,14,11671,11,4,BRONZE_I,81,16,15879,9,11,BRONZE_IV,60,15,13531,9,11,BRONZE_IV,60,16,15537,9,11,BRONZE_IV,60,15,13393
0,253,215,GOLD_IV,0,15,13593,229,224,SILVER_II,18,12,9915,12,13,BRONZE_II,18,11,8194,179,168,SILVER_III,4,12,9271,35,48,SILVER_IV,4,12,8859,345,347,GOLD_IV,13,14,12966,76,79,SILVER_IV,40,13,10325,22,22,SILVER_I,67,16,16476,63,57,SILVER_III,35,15,13065,212,236,SILVER_IV,11,12,9173
0,34,31,SILVER_I,4,12,9453,28,39,SILVER_IV,0,10,6530,12,13,BRONZE_II,18,8,4854,8,14,BRONZE_II,75,10,7168,35,48,SILVER_IV,4,9,5782,88,94,BRONZE_I,63,12,8986,27,31,BRONZE_I,39,11,8112,12,14,BRONZE_I,12,11,8093,11,13,SILVER_IV,24,11,7575,85,88,SILVER_II,20,9,5955
0,81,97,SILVER_III,75,14,12550,305,315,SILVER_III,45,13,10732,12,13,BRONZE_II,18,13,11078,138,123,SILVER_I,91,14,12148,35,48,SILVER_IV,4,12,9628,80,93,SILVER_III,18,16,15890,226,215,SILVER_II,41,17,17235,137,148,SILVER_IV,39,16,16364,140,163,SILVER_III,53,16,14940,81,88,BRONZE_II,21,14,11979
0,49,50,SILVER_III,75,15,13754,170,150,GOLD_III,46,15,13491,12,13,BRONZE_II,18,12,9684,52,52,SILVER_II,3,14,12183,35,48,SILVER_IV,4,13,10838,76,65,SILVER_II,0,17,16922,19,18,SILVER_IV,52,17,17078,18,19,SILVER_II,40,16,16123,367,341,GOLD_IV,54,15,13806,274,263,GOLD_III,1,14,11931
0,112,119,SILVER_II,64,13,10256,223,203,SILVER_I,32,17,17356,12,13,BRONZE_II,18,13,11315,57,46,SILVER_II,56,16,16144,35,48,SILVER_IV,4,15,13217,110,123,BRONZE_II,57,15,13480,39,47,SILVER_IV,21,15,13913,222,212,GOLD_IV,0,17,17864,121,120,GOLD_IV,34,15,14543,147,151,SILVER_I,40,13,10832
1,63,61,SILVER_II,0,14,12249,177,185,SILVER_II,40,13,11391,12,13,BRONZE_II,18,12,9523,232,248,SILVER_IV,75,15,13232,35,48,SILVER_IV,4,11,8292,30,25,SILVER_III,19,14,12969,100,116,SILVER_III,26,13,11116,75,83,SILVER_III,28,13,10592,18,13,GOLD_IV,1,11,8121,292,316,BRONZE_III,62,11,7525
0,112,119,BRONZE_II,75,14,11498,150,135,BRONZE_II,75,14,11700,36,32,BRONZE_I,96,14,11840,30,28,BRONZE_II,0,13,10233,22,21,BRONZE_II,42,12,9407,270,264,SILVER_IV,60,16,15487,30,26,BRONZE_II,79,16,16209,324,314,BRONZE_II,60,16,15502,30,32,BRONZE_II,69,14,12992,20,29,BRONZE_II,27,14,12871
1,8,6,BRONZE_II,0,15,13341,291,293,BRONZE_II,23,15,13088,9,5,BRONZE_III,0,16,15031,30,28,BRONZE_II,0,15,13967,25,29,BRONZE_IV,85,14,11878,8,10,BRONZE_IV,88,14,12044,7,8,BRONZE_IV,44,12,8787,4,14,IRON_I,10,12,9442,4,6,IRON_I,95,12,9220,9,12,IRON_I,83,12,9297
1,609,571,BRONZE_II,1,17,18149,53,50,BRONZE_I,59,18,19552,49,61,BRONZE_IV,85,18,19731,30,28,BRONZE_II,0,16,15340,6,6,BRONZE_II,49,14,11467,6,7,BRONZE_IV,45,17,18120,6,7,BRONZE_IV,45,15,13414,52,52,SILVER_III,0,16,14948,290,287,BRONZE_IV,0,16,15271,26,14,SILVER_IV,30,14,11905
1,85,97,SILVER_IV,0,16,15037,129,114,SILVER_IV,32,13,11272,9,5,BRONZE_I,28,15,13547,30,28,BRONZE_II,0,13,10869,8,13,BRONZE_IV,34,12,8925,39,55,BRONZE_II,37,13,11429,39,55,BRONZE_II,37,13,10384,71,72,SILVER_IV,31,14,12150,31,32,BRONZE_I,37,12,9204,71,66,BRONZE_I,21,10,6918
1,162,187,BRONZE_III,17,11,7807,112,90,SILVER_II,24,10,6319,316,309,BRONZE_II,66,11,8403,30,28,BRONZE_II,0,9,5950,50,33,BRONZE_III,75,9,5335,7,12,BRONZE_IV,19,11,7908,107,95,SILVER_III,16,9,5199,14,20,BRONZE_III,35,8,4838,7,15,IRON_II,45,8,4258,7,22,BRONZE_III,34,7,3470
0,40,42,BRONZE_II,46,18,22672,40,42,BRONZE_II,46,17,17407,87,87,SILVER_IV,17,18,20305,30,28,BRONZE_II,0,18,24088,42,32,SILVER_II,3,18,19810,7,22,BRONZE_III,34,18,24709,63,81,BRONZE_III,9,18,24777,8,16,BRONZE_II,58,18,25988,112,112,BRONZE_IV,53,18,22938,95,96,SILVER_IV,71,18,20153
0,207,222,SILVER_IV,0,9,5328,217,206,BRONZE_I,12,12,9291,168,173,BRONZE_III,19,11,7535,30,28,BRONZE_II,0,12,9114,24,40,BRONZE_III,45,10,6278,194,200,BRONZE_III,68,14,12641,193,177,SILVER_IV,81,13,10605,292,264,SILVER_III,75,13,10436,189,178,BRONZE_II,72,10,6547,99,93,BRONZE_I,0,10,6607
0,57,63,SILVER_IV,12,15,13084,59,69,BRONZE_III,77,15,13515,64,71,BRONZE_II,47,12,9589,40,54,BRONZE_II,38,2,368,33,52,BRONZE_II,0,11,8193,196,182,BRONZE_II,75,13,10512,102,109,BRONZE_I,0,15,13359,242,248,BRONZE_I,41,14,12387,16,20,BRONZE_II,75,14,12285,172,157,SILVER_IV,32,13,10923
0,73,71,BRONZE_I,44,16,15998,139,152,BRONZE_III,81,18,22557,264,285,SILVER_IV,12,16,15354,40,54,BRONZE_II,38,7,3707,97,89,BRONZE_I,24,15,14641,293,287,SILVER_IV,0,17,16774,27,34,BRONZE_I,31,17,17822,111,94,SILVER_IV,47,17,18243,60,56,BRONZE_I,100,17,17412,9,13,BRONZE_IV,23,15,13520
0,349,364,SILVER_IV,0,16,14730,120,117,BRONZE_I,20,15,13035,239,234,BRONZE_II,43,15,14245,40,54,BRONZE_II,38,16,14814,70,85,BRONZE_II,11,15,13438,622,614,SILVER_IV,37,17,17437,525,532,BRONZE_I,18,18,18719,79,77,SILVER_IV,23,18,18688,137,137,BRONZE_I,39,15,13262,424,399,SILVER_I,8,14,11976
