result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,164,183,BRONZE_IV,0,11,7546,405,413,BRONZE_II,25,8,5039,313,318,BRONZE_III,53,9,5865,5,23,BRONZE_IV,55,9,5211,42,73,IRON_IV,0,8,4554,108,113,BRONZE_IV,47,10,7154,128,138,BRONZE_III,6,10,6345,296,296,GOLD_IV,28,12,9466,1032,1046,BRONZE_IV,64,9,6013,349,322,BRONZE_III,45,10,6839
1,11,13,BRONZE_II,61,3,904,28,37,IRON_I,7,2,638,109,114,IRON_II,65,4,1164,5,23,BRONZE_IV,55,2,639,42,73,IRON_IV,0,2,639,78,103,IRON_III,57,3,1086,403,405,SILVER_IV,0,3,855,355,329,BRONZE_I,56,3,1086,69,79,BRONZE_IV,69,1,0,284,246,BRONZE_I,77,3,904
0,266,240,SILVER_IV,55,17,18000,43,36,BRONZE_III,65,16,16103,186,222,BRONZE_III,95,18,20023,5,23,BRONZE_IV,55,15,13631,42,73,IRON_IV,0,15,13469,30,43,BRONZE_III,15,17,17201,113,127,BRONZE_IV,45,18,20505,74,94,IRON_II,46,18,22641,198,182,BRONZE_II,76,18,18419,171,160,BRONZE_I,0,17,16589
1,361,381,SILVER_IV,0,16,15321,5,23,BRONZE_IV,55,11,7597,37,35,SILVER_IV,0,14,12075,33,47,SILVER_IV,77,14,11606,42,73,IRON_IV,0,12,8770,5,9,BRONZE_IV,75,12,9954,196,178,BRONZE_II,25,11,8388,11,12,BRONZE_IV,23,14,12830,13,9,BRONZE_II,4,11,8307,12,15,BRONZE_III,75,10,6742
0,285,290,BRONZE_IV,0,12,8956,5,23,BRONZE_IV,55,10,6775,246,248,BRONZE_IV,6,10,6465,84,65,IRON_I,27,10,6155,42,73,IRON_IV,0,11,7407,120,117,BRONZE_IV,45,13,10410,106,112,BRONZE_IV,29,11,7760,329,336,IRON_I,41,12,8907,74,76,BRONZE_III,39,12,9269,30,37,IRON_I,56,11,7555
0,602,585,BRONZE_IV,91,12,8586,41,73,IRON_IV,60,13,10289,122,135,IRON_I,78,12,9525,5,23,BRONZE_IV,55,10,7000,42,73,IRON_IV,0,10,7156,76,90,BRONZE_III,1,14,12781,207,192,BRONZE_III,0,14,11984,215,223,BRONZE_II,41,14,11494,282,268,BRONZE_IV,98,12,8863,294,302,BRONZE_IV,15,12,8972
1,23,33,BRONZE_III,8,18,19585,68,78,BRONZE_III,5,18,24245,20,55,IRON_IV,54,18,23451,30,47,IRON_IV,76,18,18833,394,435,BRONZE_IV,6,18,21864,7,15,IRON_I,0,18,23450,103,125,BRONZE_IV,0,17,17017,287,402,IRON_III,0,14,12932,4,9,IRON_II,87,15,14668,65,100,IRON_I,75,15,14643
0,211,204,BRONZE_IV,0,12,8814,192,201,BRONZE_IV,54,13,10404,20,55,IRON_IV,54,14,11701,23,33,BRONZE_III,8,11,8180,171,189,IRON_II,75,13,10378,126,132,BRONZE_III,0,11,8544,36,75,IRON_IV,95,17,16546,197,179,BRONZE_IV,71,13,10326,19,35,BRONZE_IV,47,16,14701,137,144,BRONZE_IV,35,13,10104
1,82,98,BRONZE_III,7,15,14534,23,33,BRONZE_III,8,14,11723,20,55,IRON_IV,54,16,15170,15,24,IRON_I,100,14,11796,24,30,IRON_III,9,12,8625,250,263,BRONZE_IV,11,15,13432,31,50,IRON_I,42,12,9086,509,507,BRONZE_IV,75,12,9307,0,10,IRON_II,0,11,7948,280,284,BRONZE_IV,0,13,10147
1,86,95,IRON_II,83,18,20069,23,33,BRONZE_III,8,18,19533,20,55,IRON_IV,54,17,17816,181,196,IRON_III,39,17,18211,186,223,BRONZE_IV,86,15,14096,43,56,IRON_II,62,16,16434,69,81,BRONZE_IV,0,14,11624,39,53,BRONZE_IV,0,17,16525,124,140,IRON_III,20,15,13741,218,236,IRON_II,25,16,16011
1,45,60,BRONZE_IV,14,12,9778,37,39,IRON_I,57,10,6317,20,55,IRON_IV,54,9,5623,14,32,BRONZE_IV,0,12,9333,23,33,BRONZE_III,8,8,4704,164,184,IRON_II,75,9,5777,1,46,IRON_IV,0,9,5234,20,24,IRON_I,29,10,6430,0,64,IRON_IV,0,9,5250,11,32,IRON_II,44,6,3070
1,102,120,IRON_I,47,18,19405,23,33,BRONZE_III,8,17,17892,20,55,IRON_IV,54,18,20641,61,85,BRONZE_IV,0,18,19183,95,130,IRON_IV,75,17,17359,62,53,IRON_II,64,18,18713,99,145,IRON_IV,9,16,16224,58,70,IRON_I,7,17,17520,616,606,IRON_I,48,15,14420,4,9,IRON_I,3,16,14852
0,183,184,BRONZE_IV,50,16,15923,23,33,BRONZE_III,8,14,12907,20,55,IRON_IV,54,15,14206,6,15,BRONZE_IV,94,12,9534,48,87,IRON_III,0,12,9507,199,256,BRONZE_IV,19,17,18017,22,47,IRON_II,49,14,11853,320,324,BRONZE_III,76,15,14319,158,165,BRONZE_IV,34,16,16412,623,631,BRONZE_IV,84,15,13030
0,71,94,IRON_III,37,17,17639,137,169,BRONZE_IV,0,18,23668,93,110,BRONZE_IV,24,18,25322,287,286,BRONZE_IV,0,18,20663,18,28,IRON_II,26,17,17839,117,138,BRONZE_IV,14,18,21611,585,588,BRONZE_III,13,18,20968,272,279,BRONZE_IV,1,17,17827,110,156,IRON_I,51,17,16633,66,88,IRON_IV,0,17,17132
0,854,859,IRON_III,82,13,11061,114,177,IRON_IV,31,14,12921,53,68,BRONZE_IV,59,14,12616,55,62,BRONZE_III,56,15,14216,38,40,IRON_I,100,14,11998,247,243,BRONZE_IV,32,15,13256,285,333,IRON_II,7,13,10960,378,362,SILVER_IV,0,15,13533,46,48,IRON_I,90,13,10594,66,88,IRON_IV,0,13,10204
0,126,130,IRON_I,33,15,13555,574,586,IRON_III,0,13,10657,167,150,BRONZE_I,64,13,11298,402,433,IRON_III,67,12,9128,246,261,IRON_III,47,10,7270,152,198,IRON_IV,65,12,9459,113,131,BRONZE_IV,53,10,6571,36,48,BRONZE_IV,43,12,9139,156,156,BRONZE_IV,0,12,9305,66,88,IRON_IV,0,12,9262
0,161,169,BRONZE_III,72,14,12181,42,34,IRON_I,46,12,9183,346,367,BRONZE_III,51,14,11919,56,82,IRON_II,15,14,11668,565,507,BRONZE_III,39,13,10855,228,226,BRONZE_IV,92,14,11765,289,340,BRONZE_IV,1,11,8085,518,557,BRONZE_IV,27,12,9833,97,116,IRON_I,86,11,8374,66,88,IRON_IV,0,11,8337
0,159,182,BRONZE_IV,56,14,12746,101,97,BRONZE_IV,75,15,13406,10,12,IRON_I,22,14,11891,121,98,BRONZE_III,39,16,16089,105,117,BRONZE_IV,39,14,12595,304,329,BRONZE_IV,0,16,14831,206,233,BRONZE_IV,35,14,12142,499,513,BRONZE_III,75,16,15229,256,241,IRON_III,91,12,9922,66,88,IRON_IV,0,11,8240
0,344,324,BRONZE_II,13,15,13249,222,188,BRONZE_IV,32,14,12884,442,453,BRONZE_III,24,16,15189,294,287,IRON_II,36,13,11254,312,334,BRONZE_IV,32,12,9801,39,34,BRONZE_IV,79,14,12208,223,269,IRON_IV,81,13,11432,124,104,BRONZE_IV,0,14,12428,33,35,BRONZE_IV,16,13,10669,66,88,IRON_IV,0,12,8817
0,10,26,IRON_II,71,16,16045,17,27,IRON_I,3,15,13570,356,359,IRON_I,10,15,13879,144,161,IRON_IV,91,14,12124,68,96,BRONZE_IV,73,13,11047,450,444,IRON_I,64,14,12178,306,318,BRONZE_III,58,12,9751,34,28,BRONZE_III,43,13,10163,18,29,IRON_I,0,13,10442,66,88,IRON_IV,0,13,10346
1,54,50,IRON_I,37,18,22792,97,99,BRONZE_II,45,18,19656,417,446,IRON_IV,24,18,20700,398,394,BRONZE_IV,25,18,18836,182,190,BRONZE_IV,46,14,12248,452,430,SILVER_IV,30,18,20504,53,55,IRON_I,39,17,17847,191,206,IRON_I,75,18,21195,35,35,IRON_IV,90,16,15112,265,248,BRONZE_III,15,16,14782
0,73,86,IRON_I,29,16,15386,24,27,BRONZE_IV,74,16,16148,221,198,BRONZE_II,35,15,14169,83,96,IRON_I,75,15,13340,395,473,IRON_III,2,13,11160,100,104,BRONZE_IV,37,14,12099,271,226,BRONZE_I,47,14,11464,78,110,BRONZE_IV,59,14,11873,35,35,IRON_IV,90,13,10883,30,49,IRON_III,75,12,8858
0,287,307,IRON_II,70,3,904,249,226,BRONZE_IV,51,3,842,473,467,BRONZE_II,15,3,789,610,618,BRONZE_III,61,3,675,401,382,BRONZE_IV,20,2,646,193,162,BRONZE_II,21,3,904,204,184,BRONZE_I,58,2,305,213,212,BRONZE_I,51,4,1175,35,35,IRON_IV,90,1,0,169,181,IRON_III,71,3,723
1,147,105,SILVER_IV,0,17,18121,334,337,BRONZE_IV,35,15,14158,27,34,IRON_II,31,17,17606,72,100,IRON_III,75,17,16799,78,75,IRON_II,87,17,16863,44,50,BRONZE_IV,0,17,17472,147,142,BRONZE_IV,10,16,16252,152,141,BRONZE_II,7,17,16701,35,35,IRON_IV,90,16,14743,228,227,IRON_III,58,15,13599
1,226,247,IRON_III,13,17,16640,132,144,IRON_III,4,16,16377,533,544,IRON_II,75,16,15206,109,127,BRONZE_IV,28,15,13529,64,74,BRONZE_IV,0,13,10315,115,165,IRON_IV,64,16,16381,342,347,BRONZE_IV,48,18,19322,150,136,BRONZE_IV,39,17,18142,35,35,IRON_IV,90,15,14048,6,5,IRON_I,83,15,14024
0,363,355,BRONZE_IV,54,18,18828,105,112,IRON_I,34,18,20298,558,557,IRON_I,50,17,16523,261,261,BRONZE_IV,75,17,18107,33,46,IRON_II,11,16,14869,97,122,IRON_II,96,16,15587,171,166,BRONZE_II,3,14,12909,272,240,BRONZE_II,26,17,16736,35,35,IRON_IV,90,13,10876,100,106,BRONZE_IV,0,14,12137
1,575,617,IRON_IV,16,12,9793,274,286,IRON_III,75,11,7522,11,21,IRON_IV,75,12,9826,465,451,BRONZE_III,25,14,11771,709,709,BRONZE_IV,49,12,9176,240,230,BRONZE_III,74,15,14642,8,14,IRON_III,17,13,11230,29,41,IRON_II,4,13,11086,35,35,IRON_IV,90,13,10313,557,564,IRON_III,48,12,9288
0,13,42,IRON_I,0,11,7808,15,48,BRONZE_I,0,7,3907,12,61,IRON_III,46,6,3148,16,34,BRONZE_IV,0,6,2962,72,129,BRONZE_IV,0,6,2959,9,61,BRONZE_IV,12,12,9930,8,77,IRON_IV,0,1,0,11,65,IRON_II,18,10,6889,7,52,BRONZE_IV,0,14,11688,11,59,BRONZE_IV,0,10,6913
0,9,58,IRON_IV,60,5,1943,12,28,SILVER_IV,0,5,2180,13,55,IRON_III,47,5,2065,16,53,BRONZE_IV,0,5,1998,13,34,IRON_III,46,5,2151,13,42,IRON_I,0,7,3833,8,77,IRON_IV,0,1,0,6,43,IRON_II,46,7,4035,59,96,SILVER_IV,1,7,3367,12,31,SILVER_IV,0,12,9052
0,13,77,IRON_IV,29,11,8049,35,74,BRONZE_IV,0,11,8274,54,79,BRONZE_IV,0,9,5079,10,47,BRONZE_IV,0,8,4927,10,51,IRON_I,50,9,6081,13,52,BRONZE_IV,0,9,5914,8,77,IRON_IV,0,1,29,9,58,IRON_IV,60,10,7161,15,74,IRON_IV,0,10,7017,13,79,BRONZE_IV,0,10,6548
0,7,66,BRONZE_IV,0,8,4770,6,70,IRON_IV,16,6,2899,10,50,IRON_III,0,6,2703,7,91,BRONZE_IV,12,5,2295,18,34,BRONZE_IV,0,6,2687,10,64,BRONZE_IV,0,9,5514,8,77,IRON_IV,0,5,1755,9,58,IRON_IV,60,10,6877,67,122,BRONZE_IV,0,9,5898,10,51,IRON_I,50,8,4754
0,8,73,BRONZE_IV,0,10,6157,48,71,BRONZE_IV,0,8,4498,12,62,IRON_II,0,9,6056,24,69,IRON_II,0,12,8924,14,49,IRON_IV,75,9,5439,12,46,IRON_II,0,10,6653,8,77,IRON_IV,0,7,3574,59,96,SILVER_IV,1,9,5999,67,122,BRONZE_IV,0,10,6889,14,61,BRONZE_IV,0,12,9317
1,8,75,IRON_III,0,8,4477,11,29,BRONZE_IV,0,11,7525,13,62,IRON_III,16,17,17856,9,44,IRON_I,10,7,3779,16,52,BRONZE_IV,0,8,4199,10,67,BRONZE_IV,26,1,0,8,77,IRON_IV,0,15,13370,11,76,IRON_IV,0,12,9723,14,43,BRONZE_IV,0,12,9204,9,31,BRONZE_III,0,11,7688
0,10,64,BRONZE_IV,0,12,9058,8,41,IRON_II,0,10,6203,8,60,IRON_IV,0,12,8803,27,76,IRON_IV,58,10,6763,14,32,SILVER_IV,0,11,8101,9,72,IRON_I,0,14,12026,8,77,IRON_IV,0,8,4596,4,70,IRON_IV,0,11,8498,12,74,BRONZE_IV,0,14,12128,11,60,IRON_III,0,10,7228
1,43,72,IRON_IV,30,17,17991,354,351,BRONZE_IV,13,16,14763,103,126,IRON_I,10,16,16147,166,168,BRONZE_III,4,17,16595,525,520,BRONZE_IV,0,16,15694,88,113,IRON_III,70,16,16070,22,34,BRONZE_IV,21,15,13763,127,145,BRONZE_IV,10,16,15950,248,277,IRON_II,85,16,15828,106,105,IRON_III,48,14,11469
0,43,72,IRON_IV,30,18,22440,259,285,BRONZE_IV,0,18,18937,363,366,BRONZE_IV,31,18,24477,21,21,IRON_II,54,17,17505,14,16,IRON_I,27,18,18537,15,25,BRONZE_IV,11,18,22729,98,127,BRONZE_IV,29,18,20385,247,261,BRONZE_III,0,18,19355,273,293,BRONZE_IV,14,18,20466,20,30,BRONZE_IV,51,18,18824
0,43,72,IRON_IV,30,14,12658,120,103,BRONZE_III,61,13,10560,296,312,IRON_II,25,11,8218,94,86,BRONZE_IV,45,12,9260,29,58,IRON_II,52,12,8726,22,24,IRON_I,48,15,13605,731,859,IRON_I,52,17,16963,190,259,IRON_II,86,14,12071,240,253,BRONZE_III,0,12,9685,177,186,BRONZE_IV,75,12,9364
0,43,72,IRON_IV,30,14,12397,60,60,BRONZE_III,60,14,11940,490,475,BRONZE_IV,75,14,12141,139,150,BRONZE_IV,55,16,15502,158,165,BRONZE_III,69,13,10577,202,204,BRONZE_IV,15,17,17907,157,164,BRONZE_III,20,15,13739,212,222,BRONZE_IV,17,15,14611,95,114,BRONZE_IV,12,15,13577,106,115,BRONZE_IV,31,13,11338
1,43,72,IRON_IV,30,16,14930,149,150,BRONZE_III,1,15,13890,520,533,IRON_II,23,16,15800,254,219,BRONZE_I,0,14,12268,310,323,BRONZE_IV,63,13,10456,258,271,IRON_II,62,14,12891,13,40,IRON_IV,76,13,10782,247,265,IRON_II,11,14,11825,272,242,BRONZE_II,4,12,8725,330,289,BRONZE_I,69,13,10070
1,43,72,IRON_IV,30,14,12617,102,124,IRON_II,43,13,11097,104,77,BRONZE_II,75,16,15320,219,179,SILVER_IV,66,15,13196,48,48,BRONZE_III,59,12,9789,28,44,IRON_II,61,14,11722,480,475,BRONZE_IV,23,14,12008,268,252,BRONZE_I,50,12,9656,268,252,BRONZE_I,50,11,8341,41,58,IRON_IV,72,11,7336
1,43,72,IRON_IV,30,18,20635,233,216,BRONZE_IV,81,18,19269,37,16,BRONZE_III,2,18,20184,148,149,BRONZE_IV,16,18,18716,56,71,BRONZE_IV,49,16,14755,73,80,IRON_II,13,18,21218,149,146,IRON_I,59,18,19355,244,235,BRONZE_IV,2,18,22176,452,416,BRONZE_III,79,18,21586,195,177,BRONZE_II,55,16,15866
1,44,61,BRONZE_III,0,16,15234,125,143,BRONZE_IV,67,14,11630,129,134,BRONZE_IV,76,15,13700,46,67,IRON_IV,72,12,9581,17,29,IRON_II,25,12,9525,54,80,BRONZE_IV,0,12,9283,32,47,BRONZE_IV,13,13,10105,28,49,IRON_I,75,14,12922,45,56,BRONZE_III,0,11,8122,10,42,IRON_III,8,9,5771
1,93,139,IRON_IV,81,18,22051,87,117,IRON_III,37,18,21107,46,45,BRONZE_IV,88,18,21089,46,67,IRON_IV,72,18,19779,25,26,BRONZE_I,100,18,21496,24,32,IRON_I,25,16,15981,385,491,IRON_III,59,18,19830,364,374,BRONZE_IV,14,16,16445,154,171,BRONZE_IV,29,16,15072,356,359,IRON_I,10,17,16732
1,164,163,BRONZE_II,9,16,15400,66,89,IRON_I,10,12,8960,107,152,BRONZE_IV,29,13,11273,46,67,IRON_IV,72,11,7904,145,167,IRON_II,34,10,6259,61,50,BRONZE_IV,57,11,7842,19,30,BRONZE_II,35,11,7607,77,113,IRON_IV,56,13,10672,95,132,IRON_III,12,11,7954,98,122,IRON_II,2,12,8819
1,29,48,IRON_II,3,14,13014,235,220,BRONZE_III,32,15,13213,108,106,BRONZE_IV,73,14,12192,46,67,IRON_IV,72,15,13584,263,276,BRONZE_IV,96,13,10747,141,144,BRONZE_IV,0,14,12398,271,300,IRON_IV,0,12,9466,279,296,IRON_II,72,12,9872,402,424,BRONZE_IV,0,13,11086,138,175,BRONZE_IV,37,12,8909
0,137,155,BRONZE_IV,18,17,17234,159,178,BRONZE_IV,36,17,17465,145,150,BRONZE_III,95,15,13352,46,67,IRON_IV,72,14,12407,117,140,IRON_III,24,15,13188,60,94,BRONZE_IV,0,18,21186,66,77,BRONZE_IV,59,18,20738,14,27,IRON_IV,58,15,13389,164,161,BRONZE_IV,0,18,18417,33,48,IRON_III,22,16,15431
0,102,138,IRON_II,0,7,3838,219,203,BRONZE_I,0,15,13989,711,692,BRONZE_IV,4,14,13007,46,67,IRON_IV,72,14,12843,165,244,IRON_IV,75,11,7892,48,89,IRON_IV,24,16,15379,28,49,BRONZE_IV,0,13,11124,171,197,IRON_II,25,14,11707,258,252,BRONZE_III,25,14,12948,130,158,IRON_IV,57,11,8299
0,274,290,IRON_III,50,16,15191,128,127,BRONZE_III,59,15,14329,23,41,IRON_III,81,13,10861,46,67,IRON_IV,72,13,10514,183,203,IRON_II,90,13,11235,353,422,IRON_IV,78,16,15066,55,73,BRONZE_IV,43,15,13622,227,231,IRON_I,15,16,14706,178,240,IRON_I,45,16,15187,26,48,IRON_II,43,14,11973
0,126,132,BRONZE_III,0,16,16139,14,30,BRONZE_IV,24,14,12160,74,99,IRON_I,39,16,14798,281,294,BRONZE_IV,12,15,13626,35,56,IRON_IV,52,13,10279,200,199,IRON_II,75,16,15594,60,56,IRON_II,19,16,14857,27,37,BRONZE_IV,0,15,14098,345,365,BRONZE_IV,2,16,15831,108,122,BRONZE_IV,4,15,13191
1,167,169,BRONZE_IV,15,17,17344,49,64,IRON_III,81,16,14877,39,65,BRONZE_IV,58,16,15209,330,339,BRONZE_III,59,15,14222,35,56,IRON_IV,52,15,14246,15,25,IRON_II,37,16,16470,20,43,IRON_I,58,16,15792,23,27,BRONZE_IV,7,15,14664,60,79,BRONZE_IV,11,13,10086,152,168,IRON_I,53,13,10236
1,9,12,IRON_II,10,14,11757,24,11,BRONZE_IV,63,12,9577,60,82,BRONZE_IV,15,13,10338,47,35,IRON_I,0,13,10476,35,56,IRON_IV,52,11,7661,6,21,BRONZE_IV,12,13,10149,134,177,IRON_IV,37,11,7532,119,131,BRONZE_IV,85,14,12020,25,46,IRON_I,66,12,8614,24,64,IRON_IV,0,8,4566
0,15,15,BRONZE_III,52,14,12102,28,43,BRONZE_IV,96,12,9444,28,43,BRONZE_IV,96,13,10183,2,11,BRONZE_IV,0,12,9154,35,56,IRON_IV,52,12,9796,5,8,IRON_I,89,12,9858,6,10,BRONZE_IV,26,14,12179,15,20,BRONZE_IV,53,15,13429,94,88,BRONZE_IV,26,15,14052,15,15,BRONZE_III,52,13,11379
1,125,134,BRONZE_IV,0,15,13512,205,213,BRONZE_IV,13,13,10334,91,106,BRONZE_III,9,13,10876,664,653,BRONZE_IV,41,12,9946,35,56,IRON_IV,52,11,8499,49,72,BRONZE_IV,64,13,11331,251,269,IRON_I,9,11,8223,481,495,BRONZE_III,4,12,9117,228,219,BRONZE_IV,0,12,9609,18,67,IRON_IV,0,10,6744
0,485,521,IRON_II,47,13,10514,143,160,IRON_II,40,11,7376,59,78,BRONZE_IV,7,12,9864,8,30,IRON_I,2,8,4518,35,56,IRON_IV,52,10,6233,29,22,IRON_I,10,14,11855,65,95,IRON_III,84,12,9362,17,19,IRON_II,75,11,7358,163,190,IRON_I,64,11,8311,179,189,IRON_I,65,11,8579
0,27,22,IRON_II,28,14,11958,75,104,BRONZE_IV,18,13,10206,43,63,BRONZE_IV,29,12,9874,120,140,BRONZE_III,3,15,13737,35,56,IRON_IV,52,12,9636,99,108,BRONZE_III,22,16,16146,23,27,BRONZE_IV,0,16,14972,233,213,BRONZE_IV,0,14,12716,153,164,BRONZE_III,45,13,11345,71,87,IRON_II,36,14,11733
0,19,26,IRON_IV,68,13,10349,114,139,BRONZE_IV,0,9,6064,60,84,IRON_II,70,11,8026,77,95,BRONZE_IV,28,11,7706,19,59,IRON_IV,5,8,4416,262,247,BRONZE_IV,28,14,12956,199,194,IRON_II,67,11,8430,97,105,IRON_I,100,13,11200,192,213,BRONZE_IV,0,12,9000,189,189,IRON_III,12,10,6180
1,19,26,IRON_IV,68,14,12168,100,121,BRONZE_IV,14,14,11855,247,246,BRONZE_IV,59,16,16409,293,290,BRONZE_III,8,16,15554,81,104,IRON_III,62,14,12698,5,23,BRONZE_IV,0,14,12264,56,70,IRON_II,44,13,10241,220,205,IRON_III,12,12,8740,365,395,BRONZE_IV,0,13,10438,527,526,IRON_II,78,12,9407
1,19,26,IRON_IV,68,13,10016,22,47,IRON_II,86,13,10361,406,417,BRONZE_IV,43,16,15781,12,18,IRON_II,44,13,11048,169,169,BRONZE_IV,53,13,10747,79,98,IRON_II,43,15,13996,236,275,IRON_IV,20,14,11627,408,394,BRONZE_III,2,14,12209,72,68,SILVER_IV,1,12,9714,69,74,BRONZE_III,94,12,9035
1,19,26,IRON_IV,68,16,15065,289,297,BRONZE_III,0,18,21520,119,125,BRONZE_IV,58,18,19117,49,51,IRON_I,17,16,15158,235,238,IRON_III,59,14,12713,49,47,BRONZE_IV,9,17,16930,51,59,BRONZE_IV,35,15,14618,325,324,BRONZE_IV,72,15,14134,271,300,IRON_IV,0,14,11785,153,135,IRON_III,66,14,12172
0,19,26,IRON_IV,68,10,7126,316,352,IRON_II,48,7,4003,27,44,BRONZE_IV,0,9,5860,63,73,BRONZE_IV,19,10,6122,45,69,IRON_I,45,9,6082,100,118,IRON_IV,83,14,11900,74,78,BRONZE_II,0,10,7103,122,142,BRONZE_IV,51,10,6731,108,117,IRON_II,40,13,10181,326,332,BRONZE_III,11,10,6510
0,19,26,IRON_IV,68,12,9063,124,137,BRONZE_IV,0,15,14052,96,94,BRONZE_IV,0,13,11017,127,108,BRONZE_IV,59,14,12702,134,177,IRON_II,60,14,12157,79,91,BRONZE_IV,57,17,16700,253,213,SILVER_II,56,13,10970,117,149,IRON_IV,19,15,13766,281,385,IRON_II,45,14,12671,113,92,BRONZE_III,63,15,13190
0,19,26,IRON_IV,68,13,10886,440,429,BRONZE_II,14,18,20702,15,18,IRON_I,30,18,18527,367,393,BRONZE_IV,0,18,21047,127,124,BRONZE_I,14,17,17206,51,49,BRONZE_I,19,18,21334,5,6,IRON_I,65,14,12765,138,148,IRON_III,95,17,17714,72,67,BRONZE_IV,0,17,16649,181,174,BRONZE_IV,60,15,14259
0,26,54,IRON_II,15,14,12963,77,92,BRONZE_IV,22,13,11106,112,147,IRON_IV,75,13,11347,44,48,BRONZE_III,0,13,11090,25,39,IRON_I,50,13,10603,38,40,IRON_I,37,15,13740,43,51,BRONZE_III,43,15,14074,77,91,BRONZE_IV,0,13,10514,520,547,IRON_III,16,14,12852,58,67,BRONZE_IV,54,14,12245
0,27,43,BRONZE_III,16,10,6576,180,182,BRONZE_IV,35,13,10272,112,147,IRON_IV,75,12,9171,105,140,IRON_III,15,10,7097,24,31,BRONZE_IV,0,10,6196,50,78,BRONZE_IV,9,14,12622,107,87,IRON_I,74,13,10098,181,195,BRONZE_III,60,14,12963,664,707,IRON_II,18,10,7058,443,498,IRON_I,39,10,6408
0,9,11,IRON_I,77,14,11499,47,59,BRONZE_IV,15,13,11255,112,147,IRON_IV,75,11,8422,90,122,BRONZE_IV,8,12,9142,21,68,IRON_IV,20,9,5950,56,68,IRON_III,10,14,12240,32,32,IRON_II,76,15,13157,54,67,IRON_II,17,13,10743,204,207,IRON_III,81,14,13012,16,11,BRONZE_III,29,13,10540
1,22,31,BRONZE_IV,74,17,17138,238,256,BRONZE_IV,81,15,13927,112,147,IRON_IV,75,15,13906,171,230,BRONZE_IV,92,16,14938,103,125,IRON_I,26,14,12059,105,129,IRON_I,41,15,13807,221,213,BRONZE_IV,42,15,13397,470,490,IRON_III,40,15,13621,148,174,BRONZE_III,33,13,11118,35,49,IRON_I,21,13,10007
0,222,244,IRON_I,92,12,9551,184,209,IRON_III,21,15,13733,112,147,IRON_IV,75,14,12086,44,50,BRONZE_IV,7,12,9690,12,53,IRON_IV,23,11,7597,35,56,IRON_I,66,17,16815,16,39,IRON_I,0,15,14551,209,216,IRON_IV,75,14,11737,154,202,IRON_III,85,13,11387,15,29,IRON_I,43,14,12277
1,298,279,BRONZE_IV,0,18,22507,98,89,BRONZE_IV,10,17,17182,112,147,IRON_IV,75,15,14643,198,317,IRON_IV,9,15,13586,15,29,BRONZE_II,65,14,12642,8,19,IRON_III,34,16,16003,53,75,IRON_III,70,18,22766,22,30,BRONZE_II,20,18,19684,64,93,IRON_II,0,17,17988,356,408,BRONZE_IV,26,17,17911
1,8,31,IRON_II,46,11,7480,136,127,BRONZE_II,10,15,13717,112,147,IRON_IV,75,12,9723,67,70,IRON_III,0,13,10692,149,152,IRON_I,100,12,8597,197,211,IRON_I,16,13,10869,291,301,IRON_III,92,11,8452,101,111,BRONZE_IV,0,13,10524,18,39,BRONZE_IV,0,12,9713,12,61,IRON_IV,0,8,4199
0,23,52,IRON_III,13,12,8849,145,183,IRON_IV,0,10,6588,50,66,IRON_III,40,12,8669,12,12,BRONZE_I,18,9,5974,86,108,IRON_IV,47,9,6031,66,93,IRON_I,0,13,10772,23,28,IRON_II,55,11,8483,177,205,BRONZE_IV,56,12,8816,86,115,IRON_III,10,11,8496,226,247,IRON_I,59,11,7814
1,264,254,BRONZE_I,9,16,16230,30,48,BRONZE_IV,16,17,17140,314,304,IRON_I,48,16,15052,94,114,IRON_IV,5,13,11025,86,108,IRON_IV,47,13,10243,330,379,IRON_IV,91,14,11954,245,255,IRON_IV,32,14,12300,34,40,IRON_I,9,14,12811,21,28,BRONZE_IV,42,14,11809,12,25,IRON_II,18,13,10549
1,44,57,BRONZE_IV,27,17,17143,80,80,IRON_I,100,17,16578,224,221,BRONZE_III,16,16,15313,58,82,IRON_IV,17,15,13898,86,108,IRON_IV,47,16,15227,24,63,IRON_IV,8,15,13565,20,29,IRON_III,40,14,13008,66,67,BRONZE_IV,15,16,16402,25,54,IRON_II,8,15,13121,147,160,BRONZE_IV,39,15,13303
