result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,231,256,IRON_I,56,17,17676,161,190,BRONZE_IV,28,16,16352,208,211,BRONZE_II,0,15,13680,13,4,BRONZE_IV,77,15,13641,176,176,BRONZE_II,65,14,12299,21,22,BRONZE_IV,8,18,19817,29,48,IRON_I,79,15,13127,80,82,BRONZE_III,67,18,18978,80,76,BRONZE_III,59,15,13359,23,19,BRONZE_III,29,15,13972
0,141,138,BRONZE_IV,7,15,14652,70,83,BRONZE_IV,49,14,12546,67,82,BRONZE_IV,14,15,13232,13,4,BRONZE_IV,77,13,10345,34,25,BRONZE_II,19,14,12079,21,17,BRONZE_III,16,16,15702,340,323,BRONZE_I,58,14,12634,375,380,BRONZE_III,36,15,13360,265,283,BRONZE_IV,15,15,13243,141,138,BRONZE_IV,7,14,12282
1,163,194,IRON_II,0,15,14385,138,157,IRON_IV,80,13,10641,189,205,IRON_III,53,15,13439,13,4,BRONZE_IV,77,12,8923,207,201,BRONZE_II,11,13,10362,85,89,BRONZE_IV,0,14,12166,40,30,BRONZE_IV,0,12,8580,403,407,BRONZE_IV,71,12,9139,88,96,IRON_I,31,11,7722,166,160,IRON_I,0,11,7763
1,105,112,BRONZE_II,22,17,18325,5,5,BRONZE_III,22,17,16865,130,131,SILVER_IV,59,17,17677,13,4,BRONZE_IV,77,15,13428,40,39,BRONZE_I,24,16,15638,54,59,SILVER_IV,8,15,14448,211,248,BRONZE_IV,54,16,14717,36,41,SILVER_IV,76,18,18822,100,104,SILVER_IV,92,15,14444,45,51,IRON_II,66,14,12462
0,128,122,BRONZE_IV,12,12,9805,231,266,IRON_III,75,15,14606,61,61,IRON_I,100,13,11283,98,150,IRON_II,40,10,7038,79,111,IRON_III,54,9,6037,109,131,BRONZE_III,12,16,16243,52,69,IRON_III,22,13,10227,52,69,IRON_III,22,12,9397,54,65,BRONZE_IV,12,14,11962,498,507,IRON_III,44,12,9104
1,128,122,BRONZE_IV,12,18,21229,417,401,BRONZE_III,83,15,13890,247,218,BRONZE_III,75,17,17934,68,82,IRON_II,7,15,13058,95,140,IRON_II,24,14,12400,59,64,BRONZE_III,16,15,14179,505,498,BRONZE_IV,75,15,13991,8,21,IRON_II,5,14,12736,113,117,IRON_II,1,16,16380,291,333,IRON_I,88,16,14711
0,128,122,BRONZE_IV,12,14,12540,113,97,BRONZE_III,39,15,13695,62,58,BRONZE_IV,15,13,11374,406,429,BRONZE_IV,0,12,9084,192,196,BRONZE_III,92,12,9328,135,164,BRONZE_IV,0,16,15756,85,98,BRONZE_IV,74,15,13774,142,138,BRONZE_IV,0,15,13072,201,208,IRON_II,0,14,11520,50,39,BRONZE_II,72,14,11478
1,128,122,BRONZE_IV,12,17,17311,214,224,BRONZE_IV,0,18,18384,67,94,BRONZE_IV,58,15,13381,166,169,BRONZE_IV,45,15,13578,181,218,IRON_II,0,14,11662,67,64,IRON_I,93,17,16655,15,32,BRONZE_IV,14,16,14760,187,165,BRONZE_IV,22,16,14787,14,21,BRONZE_III,18,14,12873,41,57,IRON_III,69,13,10706
1,128,122,BRONZE_IV,12,18,22429,115,135,IRON_IV,3,16,16477,235,222,BRONZE_III,45,18,20406,84,107,BRONZE_IV,0,18,19157,147,152,IRON_III,71,11,7871,94,116,BRONZE_IV,39,18,19802,33,63,IRON_IV,49,18,18871,246,240,BRONZE_III,1,15,13043,54,78,BRONZE_IV,0,16,15902,23,54,IRON_IV,75,13,10558
0,128,122,BRONZE_IV,12,15,13961,21,39,BRONZE_IV,87,11,7833,2,9,IRON_II,65,10,6769,148,159,BRONZE_IV,0,11,8523,14,56,IRON_IV,0,7,3947,206,211,BRONZE_IV,66,15,13858,310,323,BRONZE_IV,29,13,10569,155,151,BRONZE_III,69,15,13412,141,181,IRON_IV,41,13,10763,113,139,BRONZE_IV,13,13,10724
1,128,122,BRONZE_IV,12,12,9448,101,116,IRON_IV,83,11,7671,67,70,IRON_I,11,12,8603,57,78,BRONZE_IV,0,10,7257,88,103,BRONZE_II,35,9,5542,127,141,BRONZE_IV,29,11,8241,67,76,IRON_II,88,9,5483,430,406,BRONZE_III,19,10,6374,66,73,BRONZE_III,76,10,7139,84,102,IRON_I,8,9,5325
1,4,6,BRONZE_IV,87,16,15052,4,6,BRONZE_IV,87,15,13244,41,60,BRONZE_I,20,16,14763,73,68,SILVER_IV,1,15,13415,27,31,SILVER_III,38,14,11806,75,61,SILVER_I,0,15,14055,60,62,SILVER_III,75,14,12998,70,61,SILVER_II,47,16,16118,101,105,SILVER_IV,64,13,11347,442,429,SILVER_II,16,12,9939
0,4,6,BRONZE_IV,87,11,8517,6,23,BRONZE_I,1,11,8181,28,42,BRONZE_III,44,12,9252,14,8,SILVER_IV,1,11,7787,11,23,BRONZE_III,39,11,7405,90,74,GOLD_IV,0,14,12325,90,74,GOLD_IV,0,14,11518,35,40,BRONZE_II,52,13,10943,145,127,SILVER_I,73,14,12050,299,293,SILVER_II,12,11,8100
1,4,6,BRONZE_IV,87,15,14272,3,8,BRONZE_III,41,14,12790,31,22,SILVER_IV,70,16,15427,36,40,SILVER_IV,0,14,12851,71,69,SILVER_II,5,14,12509,128,126,SILVER_II,38,15,13291,47,37,SILVER_II,25,13,10597,96,114,SILVER_IV,0,14,12008,43,37,SILVER_III,63,14,12179,43,37,SILVER_III,63,12,9922
1,4,6,BRONZE_IV,87,13,10174,42,46,BRONZE_III,79,13,9998,19,11,BRONZE_I,71,12,9145,84,79,SILVER_IV,52,11,8557,64,75,BRONZE_IV,80,10,7215,133,99,GOLD_IV,0,11,7494,3,13,BRONZE_IV,75,10,7018,16,14,SILVER_IV,51,11,7975,173,182,SILVER_IV,45,10,6371,12,16,BRONZE_IV,0,9,5828
0,4,6,BRONZE_IV,87,17,17440,177,185,BRONZE_III,60,16,15960,177,185,BRONZE_III,60,15,14410,47,40,SILVER_III,58,15,13557,17,17,BRONZE_II,67,18,18811,49,60,BRONZE_III,67,18,20994,49,60,BRONZE_III,67,18,21438,47,52,SILVER_IV,20,17,17749,140,178,BRONZE_III,53,17,16515,56,59,BRONZE_II,21,16,15801
0,4,6,BRONZE_IV,87,10,6120,29,23,SILVER_II,34,8,4305,8,9,BRONZE_I,46,11,7454,85,96,SILVER_IV,35,8,4066,14,18,BRONZE_III,72,7,3551,89,105,SILVER_IV,32,12,9478,136,139,SILVER_III,75,10,6926,24,15,SILVER_II,1,10,6941,111,116,SILVER_III,0,9,5663,19,15,SILVER_IV,56,9,5930
0,4,6,BRONZE_IV,87,15,13794,45,49,SILVER_IV,78,13,10714,2,8,IRON_I,4,11,8483,2,8,IRON_I,4,11,8404,2,8,IRON_I,4,11,8293,4,6,BRONZE_IV,87,15,13108,2,9,BRONZE_IV,0,12,9150,23,9,SILVER_II,0,17,17737,14,14,SILVER_IV,0,13,10773,27,36,BRONZE_I,100,14,11794
0,47,56,BRONZE_III,82,16,16018,210,176,SILVER_I,55,16,16091,150,147,BRONZE_II,8,15,13731,13,17,BRONZE_IV,23,14,11447,23,47,IRON_II,24,13,10577,8,17,BRONZE_III,36,15,13679,11,23,BRONZE_IV,12,13,10951,17,10,BRONZE_III,40,16,14864,110,125,BRONZE_III,36,14,12379,305,291,SILVER_IV,1,13,10487
0,46,43,BRONZE_I,78,12,9148,1643,1622,BRONZE_IV,79,11,7413,44,58,BRONZE_III,2,11,8283,203,184,BRONZE_I,16,11,7896,47,37,BRONZE_I,44,10,6971,118,142,BRONZE_IV,44,10,7274,11,23,BRONZE_IV,12,9,5342,300,316,BRONZE_II,33,11,7487,3,8,IRON_I,31,9,5061,96,113,BRONZE_III,57,8,4139
0,108,128,BRONZE_III,0,16,16475,368,378,BRONZE_II,51,17,16902,71,61,BRONZE_II,40,17,17741,92,133,BRONZE_IV,21,16,14738,65,79,BRONZE_II,7,15,13790,384,385,BRONZE_III,27,16,15490,11,23,BRONZE_IV,12,14,12565,480,464,SILVER_III,0,15,14258,251,262,BRONZE_II,86,14,12695,42,36,BRONZE_II,37,12,9527
1,249,257,SILVER_III,13,14,12532,1,11,BRONZE_IV,38,12,9297,77,82,BRONZE_II,7,13,11150,53,67,BRONZE_III,69,12,9649,22,48,IRON_II,58,11,7836,131,124,BRONZE_II,37,16,14902,11,23,BRONZE_IV,12,15,13505,61,60,BRONZE_I,100,17,16665,65,74,BRONZE_IV,74,14,12512,76,97,BRONZE_IV,0,14,11871
1,21,42,BRONZE_IV,56,13,10476,116,126,BRONZE_IV,0,12,8708,16,30,IRON_I,4,11,7348,850,849,BRONZE_III,86,12,9057,233,240,IRON_II,0,10,6305,561,578,BRONZE_IV,40,13,10668,11,23,BRONZE_IV,12,13,10082,85,96,IRON_III,5,14,12119,28,32,BRONZE_IV,89,13,10176,31,37,SILVER_IV,0,11,8108
1,5,6,BRONZE_IV,0,16,15034,23,18,SILVER_II,26,15,13808,154,155,IRON_III,95,14,12587,71,72,IRON_I,26,14,11882,3,9,BRONZE_III,16,13,10213,15,20,BRONZE_IV,61,16,14988,11,23,BRONZE_IV,12,11,7972,23,25,BRONZE_III,62,17,17817,49,44,BRONZE_III,61,15,13935,65,94,IRON_II,58,15,14303
0,235,230,SILVER_IV,0,16,16462,167,180,BRONZE_I,33,15,14086,179,179,SILVER_IV,14,15,13980,157,144,BRONZE_I,16,15,14424,193,204,BRONZE_II,90,14,12218,39,54,BRONZE_III,56,15,13144,11,23,BRONZE_IV,12,14,12164,97,102,BRONZE_II,67,14,12053,114,107,SILVER_IV,0,13,10394,21,31,BRONZE_II,61,15,13036
1,9,26,BRONZE_IV,0,18,24878,18,30,IRON_II,20,18,21609,532,524,BRONZE_III,11,18,26658,283,263,BRONZE_III,84,18,28271,269,266,BRONZE_IV,23,18,20477,83,69,BRONZE_IV,63,18,22782,157,154,BRONZE_IV,75,18,24905,210,207,BRONZE_IV,12,18,24068,132,161,IRON_IV,16,17,17698,621,614,BRONZE_II,62,17,16654
1,161,159,BRONZE_III,36,14,12061,152,149,SILVER_III,22,13,10880,64,55,BRONZE_I,42,15,13324,154,166,BRONZE_I,52,11,7577,42,37,SILVER_IV,39,11,7698,83,69,BRONZE_IV,63,16,15714,33,30,BRONZE_II,0,14,11846,85,100,SILVER_IV,43,17,17616,273,272,SILVER_IV,71,14,12129,271,291,SILVER_IV,13,14,12283
1,87,113,IRON_III,66,16,15824,63,76,IRON_I,5,17,17661,164,198,IRON_II,93,18,19653,84,102,BRONZE_IV,0,16,14857,11,16,IRON_I,56,17,16561,83,69,BRONZE_IV,63,18,21342,211,228,BRONZE_III,14,18,20932,126,171,IRON_I,0,18,19409,31,53,IRON_III,50,17,17466,402,398,BRONZE_IV,6,17,17310
1,4,8,IRON_I,54,18,19744,32,41,IRON_II,22,16,15705,101,89,BRONZE_I,100,18,23111,134,129,BRONZE_III,86,18,18490,19,59,IRON_IV,0,13,10595,83,69,BRONZE_IV,63,18,18417,79,76,IRON_I,48,18,18909,145,154,IRON_III,0,18,18915,228,219,BRONZE_IV,0,17,16930,172,161,BRONZE_I,11,16,15188
1,171,181,BRONZE_III,0,10,6986,83,63,SILVER_II,17,16,15837,79,107,IRON_I,24,11,7401,151,190,IRON_IV,12,12,9053,347,339,BRONZE_IV,0,13,10184,83,69,BRONZE_IV,63,15,13852,341,341,IRON_I,90,15,13576,346,354,IRON_II,47,14,12737,72,103,BRONZE_IV,0,13,10141,107,131,BRONZE_IV,14,14,12890
0,161,194,IRON_III,23,16,15079,411,414,BRONZE_IV,69,17,17152,113,97,BRONZE_III,39,17,17204,63,50,BRONZE_III,72,17,17834,59,70,IRON_II,31,15,14555,83,69,BRONZE_IV,63,18,18443,178,190,BRONZE_IV,34,16,15328,230,240,IRON_I,45,14,12607,71,70,IRON_II,28,14,12925,758,745,IRON_I,76,14,11943
0,111,108,BRONZE_IV,57,14,11658,80,54,BRONZE_II,28,14,11980,46,40,BRONZE_II,95,13,11268,264,272,IRON_II,39,11,7670,267,235,BRONZE_II,15,12,9224,83,69,BRONZE_IV,63,14,12335,333,353,BRONZE_IV,7,12,9640,295,297,IRON_IV,10,11,7774,80,125,BRONZE_IV,50,11,8395,138,111,BRONZE_IV,45,11,7951
0,84,82,BRONZE_IV,28,18,24264,256,233,SILVER_IV,1,18,20345,173,187,BRONZE_I,22,18,19556,348,351,IRON_III,0,16,16377,106,140,IRON_I,77,18,20423,81,100,BRONZE_II,7,18,20796,95,106,IRON_IV,79,18,18720,111,131,IRON_II,27,16,16372,20,22,BRONZE_IV,14,18,19710,178,191,BRONZE_III,58,18,19765
0,84,82,BRONZE_IV,28,14,12047,15,31,BRONZE_IV,17,15,13798,15,31,BRONZE_IV,17,17,17412,65,61,BRONZE_II,30,14,13013,190,192,BRONZE_II,17,13,11117,23,25,IRON_II,37,17,17931,48,50,SILVER_IV,61,16,14988,50,41,SILVER_III,33,16,15503,6,11,BRONZE_IV,19,14,11756,44,58,BRONZE_III,2,13,10881
1,84,82,BRONZE_IV,28,15,14153,87,125,IRON_III,32,14,12005,223,223,BRONZE_III,24,15,13918,36,34,BRONZE_IV,19,14,12258,126,130,BRONZE_IV,31,14,12587,67,88,IRON_III,77,13,10593,558,598,BRONZE_II,16,13,11222,308,296,BRONZE_I,40,13,11072,585,571,BRONZE_IV,34,13,11387,246,230,BRONZE_II,43,12,9264
0,84,82,BRONZE_IV,28,18,20821,243,280,IRON_IV,32,15,13276,70,77,IRON_I,16,16,15633,220,260,BRONZE_IV,53,16,16443,159,160,BRONZE_II,3,16,15592,96,90,BRONZE_IV,36,18,19268,465,449,BRONZE_II,32,18,23334,621,692,IRON_IV,7,17,17692,252,239,BRONZE_III,45,18,18549,132,139,BRONZE_III,1,18,18642
1,84,82,BRONZE_IV,28,15,13482,182,170,SILVER_IV,0,14,12863,52,26,SILVER_II,1,17,16496,203,215,BRONZE_I,54,13,11286,271,285,BRONZE_II,28,13,11147,54,68,BRONZE_III,19,13,11125,189,201,BRONZE_IV,58,14,11650,40,32,BRONZE_III,12,14,12832,413,442,BRONZE_IV,77,13,10633,66,79,BRONZE_III,77,12,9781
0,84,82,BRONZE_IV,28,15,13580,81,105,BRONZE_IV,64,15,13775,303,286,SILVER_IV,0,15,14010,109,117,BRONZE_III,42,14,12801,46,67,BRONZE_IV,6,12,9590,856,883,BRONZE_III,0,14,11952,351,401,IRON_II,29,14,12586,38,32,BRONZE_III,42,16,14729,66,69,BRONZE_II,0,15,13043,93,110,BRONZE_IV,81,14,11970
1,84,82,BRONZE_IV,28,18,18937,136,172,IRON_III,51,13,11026,209,196,BRONZE_III,0,16,16084,154,153,BRONZE_IV,43,14,12148,41,47,BRONZE_IV,0,14,12687,90,93,IRON_II,30,17,17896,324,332,BRONZE_II,46,16,15272,25,46,IRON_II,15,14,12848,126,130,BRONZE_IV,21,13,10595,35,44,IRON_II,48,13,10188
0,48,40,SILVER_III,93,11,8343,73,78,SILVER_III,14,9,5304,73,78,SILVER_III,14,10,6305,3,8,IRON_I,23,8,4907,9,25,BRONZE_IV,75,7,3954,9,25,BRONZE_IV,75,10,6891,160,135,BRONZE_I,66,10,6906,20,19,SILVER_IV,23,11,8301,120,123,BRONZE_I,26,9,5680,40,47,GOLD_IV,3,9,5944
0,73,78,SILVER_III,14,11,8133,48,40,SILVER_III,93,10,6549,44,48,BRONZE_I,38,9,5537,44,48,BRONZE_I,38,8,4922,9,25,BRONZE_IV,75,11,7931,40,47,GOLD_IV,3,11,7683,40,47,GOLD_IV,3,10,6771,58,53,GOLD_IV,0,12,8917,58,53,GOLD_IV,0,9,6046,58,53,GOLD_IV,0,10,6132
1,17,16,SILVER_III,57,17,17953,73,78,SILVER_III,14,17,17844,48,40,SILVER_III,93,17,17621,44,48,BRONZE_I,38,15,13679,9,25,BRONZE_IV,75,15,13681,87,107,SILVER_II,0,17,16888,135,162,BRONZE_IV,61,15,13348,27,31,GOLD_I,0,14,12430,113,93,SILVER_II,78,15,13971,33,45,BRONZE_II,54,13,10038
0,19,27,BRONZE_III,17,13,10168,21,28,BRONZE_II,75,13,11245,27,35,BRONZE_I,4,15,13165,111,113,BRONZE_II,29,13,10422,9,25,BRONZE_IV,75,13,10357,8,5,BRONZE_I,22,15,14443,113,118,BRONZE_I,0,14,11852,42,59,BRONZE_II,0,15,13698,94,105,BRONZE_II,85,13,10721,176,161,BRONZE_III,82,13,11228
1,52,49,BRONZE_III,27,14,12311,47,63,IRON_III,36,13,11341,420,388,SILVER_III,0,14,12404,51,71,BRONZE_IV,0,11,8138,9,25,BRONZE_IV,75,16,15295,24,34,IRON_I,90,14,12610,24,34,IRON_I,90,12,9771,146,143,BRONZE_II,0,13,11248,20,32,IRON_I,50,12,9703,71,95,BRONZE_IV,42,11,8486
0,73,78,SILVER_III,14,13,11282,103,116,SILVER_IV,0,14,12753,125,118,BRONZE_II,19,14,11878,431,390,SILVER_IV,83,13,10849,9,25,BRONZE_IV,75,14,12483,24,37,BRONZE_IV,24,16,14810,37,45,SILVER_IV,34,14,12921,52,47,BRONZE_II,75,16,16277,141,161,SILVER_IV,7,15,13108,120,127,BRONZE_II,0,14,11936
0,300,290,BRONZE_II,25,12,9607,304,281,SILVER_III,0,13,10343,146,163,BRONZE_III,29,12,9724,151,178,BRONZE_IV,0,11,7553,9,25,BRONZE_IV,75,12,9896,234,215,BRONZE_II,56,15,13447,173,155,BRONZE_III,0,13,11200,184,231,BRONZE_IV,78,13,10739,777,759,BRONZE_I,18,13,10310,174,167,BRONZE_II,50,15,13076
0,151,178,BRONZE_IV,0,17,17610,333,325,SILVER_III,41,16,16017,8,14,SILVER_II,33,18,22572,68,60,SILVER_III,33,17,18119,68,60,SILVER_III,33,17,17445,68,60,SILVER_III,33,17,17634,68,60,SILVER_III,33,16,16173,68,60,SILVER_III,33,16,15561,45,62,BRONZE_IV,13,16,15061,10,13,BRONZE_IV,91,15,13307
0,11,11,BRONZE_IV,22,15,13954,11,15,BRONZE_IV,20,12,9659,11,15,BRONZE_IV,20,15,14352,93,92,SILVER_IV,10,14,11872,93,92,SILVER_IV,10,13,11346,93,92,SILVER_IV,10,12,9049,93,92,SILVER_IV,10,12,8769,8,7,BRONZE_I,0,13,11432,45,62,BRONZE_IV,13,12,8773,10,13,BRONZE_IV,91,11,7782
0,20,29,BRONZE_I,40,18,21795,62,74,BRONZE_II,45,15,14516,82,86,BRONZE_II,75,15,14373,17,21,BRONZE_II,24,15,14240,266,262,BRONZE_II,15,14,11938,185,193,BRONZE_II,5,16,15734,45,62,BRONZE_IV,13,16,15755,244,223,SILVER_IV,23,14,12152,165,151,BRONZE_II,1,15,13976,10,13,BRONZE_IV,91,14,12513
1,49,45,BRONZE_IV,0,11,7540,20,30,BRONZE_IV,91,11,8566,16,16,BRONZE_III,44,13,10536,13,14,BRONZE_II,38,11,7909,13,14,BRONZE_II,38,11,7954,13,14,BRONZE_II,38,14,12198,15,18,BRONZE_III,62,12,9624,46,37,SILVER_III,46,15,14139,45,62,BRONZE_IV,13,11,7705,10,13,BRONZE_IV,91,10,6480
1,6,16,IRON_II,75,15,13097,74,95,BRONZE_II,51,13,10378,85,94,BRONZE_II,26,14,11503,12,22,BRONZE_III,36,12,8799,12,22,BRONZE_III,36,12,9009,160,172,BRONZE_II,46,14,12953,20,18,BRONZE_III,38,14,11986,100,111,BRONZE_I,100,15,13774,45,62,BRONZE_IV,13,13,10462,10,13,BRONZE_IV,91,13,10343
0,36,51,BRONZE_IV,43,15,14200,358,367,SILVER_IV,0,17,16730,328,290,GOLD_IV,42,14,12969,173,208,BRONZE_IV,47,13,11319,60,57,BRONZE_II,29,12,9417,214,221,BRONZE_II,40,13,11302,17,24,IRON_I,0,12,8882,17,24,IRON_I,0,11,8470,45,62,BRONZE_IV,13,12,9887,10,13,BRONZE_IV,91,12,9015
1,21,24,BRONZE_III,20,14,12955,28,38,BRONZE_III,83,14,11491,146,160,SILVER_IV,68,18,18543,117,115,BRONZE_I,51,14,12929,126,117,SILVER_IV,11,15,13373,5,12,BRONZE_IV,40,17,17519,24,32,BRONZE_II,16,17,17060,54,46,SILVER_I,38,17,17064,17,13,BRONZE_II,70,14,12375,10,13,BRONZE_IV,91,17,17307
0,43,39,BRONZE_II,27,15,14098,2,8,BRONZE_IV,99,15,13642,113,105,BRONZE_II,40,16,14839,22,24,BRONZE_II,77,14,11478,27,51,BRONZE_IV,8,13,9987,60,50,SILVER_IV,88,17,16955,27,20,SILVER_II,61,17,16639,338,344,SILVER_IV,21,16,15638,14,22,BRONZE_III,92,14,11876,33,50,IRON_I,83,13,11132
1,60,75,BRONZE_II,24,16,15280,2,8,BRONZE_IV,99,16,16227,113,105,BRONZE_II,40,16,15336,220,221,SILVER_IV,12,14,12954,262,270,BRONZE_II,0,15,13436,19,33,BRONZE_III,14,14,12363,44,49,BRONZE_II,74,13,11258,61,60,BRONZE_II,59,15,13097,47,30,SILVER_IV,87,14,13011,32,20,BRONZE_III,0,15,13404
0,133,156,BRONZE_II,7,13,11063,2,8,BRONZE_IV,99,12,9880,113,105,BRONZE_II,40,12,9906,71,81,BRONZE_I,47,12,9372,427,432,BRONZE_II,30,8,4943,158,173,BRONZE_II,1,14,11931,110,134,SILVER_IV,0,15,13492,289,267,SILVER_IV,9,15,13102,250,214,SILVER_IV,54,13,11004,53,56,BRONZE_II,37,12,8673
0,439,455,SILVER_IV,41,12,9896,2,8,BRONZE_IV,99,9,5086,205,194,BRONZE_IV,0,11,7826,104,99,BRONZE_II,2,12,8592,40,43,BRONZE_IV,48,8,4972,292,289,BRONZE_II,15,12,9066,63,64,BRONZE_I,7,11,8045,56,46,SILVER_IV,0,13,11243,89,98,BRONZE_II,50,12,8746,45,48,BRONZE_I,17,11,7665
0,100,103,BRONZE_III,83,13,10145,2,8,BRONZE_IV,99,12,8928,100,120,BRONZE_I,0,10,6929,464,486,BRONZE_I,0,10,6150,40,43,BRONZE_IV,48,9,5592,152,170,SILVER_IV,4,14,11561,243,222,SILVER_III,0,12,9213,125,114,BRONZE_III,23,12,9678,168,117,SILVER_III,23,12,9603,169,116,BRONZE_I,29,10,6649
0,40,43,BRONZE_IV,48,9,5515,2,8,BRONZE_IV,99,10,6926,74,58,SILVER_III,42,8,4866,7,13,BRONZE_IV,47,9,5594,12,14,BRONZE_III,66,11,7436,40,43,BRONZE_IV,48,11,8530,12,13,BRONZE_II,75,11,7943,47,52,BRONZE_II,28,12,9495,302,304,BRONZE_I,0,12,9231,219,219,BRONZE_I,100,12,9652
0,211,208,BRONZE_II,75,12,9125,2,8,BRONZE_IV,99,10,6698,87,91,BRONZE_I,35,10,7014,181,151,SILVER_IV,55,12,9229,113,105,BRONZE_II,40,9,6037,107,118,BRONZE_III,86,13,10584,131,137,BRONZE_II,60,12,9393,18,17,SILVER_III,75,14,12016,127,148,BRONZE_IV,48,11,8444,86,101,SILVER_IV,18,12,9458
0,132,152,BRONZE_IV,22,14,12801,59,72,IRON_III,16,13,10603,12,16,BRONZE_IV,2,13,10068,335,372,IRON_IV,79,14,12018,124,178,IRON_II,46,12,8791,143,148,BRONZE_IV,0,15,13467,417,429,BRONZE_III,0,14,13015,106,124,IRON_IV,25,16,15257,246,279,BRONZE_III,61,14,11670,46,48,IRON_II,54,13,10065
1,159,166,BRONZE_IV,35,15,13716,59,39,SILVER_I,15,17,16877,12,16,BRONZE_IV,2,14,12631,200,238,IRON_III,49,15,13185,88,90,BRONZE_III,30,14,12102,62,85,IRON_II,79,14,12764,7,18,IRON_II,0,10,7203,162,147,IRON_II,65,15,14113,107,129,IRON_II,69,14,12545,13,21,IRON_I,0,14,11453
0,56,58,BRONZE_III,10,17,17608,655,721,BRONZE_IV,12,15,13864,12,16,BRONZE_IV,2,16,15754,554,527,BRONZE_II,0,16,14943,145,150,BRONZE_III,0,14,11502,33,49,BRONZE_IV,22,18,21019,22,31,IRON_III,92,10,6262,238,232,BRONZE_IV,35,18,19854,177,194,BRONZE_IV,75,18,18484,166,183,BRONZE_IV,12,17,16598
0,232,236,BRONZE_III,16,15,14107,111,153,BRONZE_IV,46,13,11047,12,16,BRONZE_IV,2,14,11974,150,134,BRONZE_IV,75,13,10522,273,265,BRONZE_III,70,12,9593,344,336,BRONZE_III,12,14,12669,134,111,BRONZE_III,0,15,13230,166,157,BRONZE_II,0,16,15303,142,119,SILVER_IV,16,17,16557,377,383,BRONZE_III,28,16,15209
0,123,134,BRONZE_III,0,16,15408,30,63,IRON_I,48,18,22018,12,16,BRONZE_IV,2,16,15193,21,60,IRON_I,0,14,11764,198,196,BRONZE_II,7,16,15044,21,28,IRON_I,100,18,26758,93,107,BRONZE_IV,41,15,13185,70,63,BRONZE_IV,75,15,13074,106,133,BRONZE_IV,12,13,11105,246,242,BRONZE_II,6,14,12206
1,66,59,BRONZE_IV,0,17,16594,74,77,BRONZE_IV,73,18,19881,12,16,BRONZE_IV,2,18,19095,47,61,IRON_IV,0,16,16400,266,289,BRONZE_III,46,17,16806,56,67,BRONZE_IV,0,15,14113,159,163,BRONZE_IV,38,15,13610,511,513,BRONZE_IV,27,14,12747,108,102,IRON_III,42,15,13785,244,260,IRON_III,6,15,13110
0,45,57,IRON_I,59,12,9020,106,144,IRON_IV,53,14,12348,12,16,BRONZE_IV,2,11,7864,116,110,BRONZE_IV,58,12,9579,139,153,BRONZE_III,42,11,8170,334,338,IRON_III,65,17,16865,83,89,BRONZE_IV,26,13,11093,124,169,IRON_II,70,13,10037,215,222,BRONZE_III,22,13,10354,62,71,BRONZE_III,4,13,10081
0,7,8,BRONZE_IV,70,13,10890,5,5,BRONZE_IV,23,11,7807,11,14,BRONZE_II,34,12,8893,159,171,BRONZE_IV,9,10,6335,8,11,BRONZE_IV,74,10,7202,9,11,BRONZE_IV,89,11,8037,9,11,BRONZE_IV,89,9,5824,15,14,BRONZE_IV,59,11,8257,6,7,BRONZE_III,7,9,5191,467,469,BRONZE_III,14,10,6485
0,59,41,BRONZE_IV,25,15,14137,35,36,BRONZE_II,75,14,11952,49,51,SILVER_II,51,15,13815,75,82,BRONZE_II,44,12,8862,14,21,BRONZE_II,30,10,6719,26,35,BRONZE_II,80,14,11672,23,34,BRONZE_II,1,10,7297,15,14,BRONZE_IV,59,13,10726,58,46,BRONZE_I,97,12,9074,351,352,BRONZE_I,0,10,6740
1,423,397,BRONZE_II,57,15,14231,76,81,SILVER_I,0,12,9030,122,120,SILVER_III,31,13,10004,51,61,BRONZE_III,20,12,9570,482,427,SILVER_IV,63,13,10710,41,56,BRONZE_II,0,14,12898,397,403,SILVER_III,16,15,14491,15,14,BRONZE_IV,59,16,14944,58,46,BRONZE_I,97,15,13056,18,16,BRONZE_II,72,13,10972
