result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
1,250,231,PLATINUM_IV,31,16,14931,62,68,PLATINUM_IV,14,15,14119,306,301,PLATINUM_III,13,14,12795,51,36,PLATINUM_II,31,16,15344,249,239,PLATINUM_II,3,13,10586,212,229,PLATINUM_III,93,16,15558,43,25,PLATINUM_III,54,17,18186,48,36,PLATINUM_IV,79,18,20560,129,161,PLATINUM_IV,61,15,14062,107,91,PLATINUM_IV,75,15,13963
0,227,218,PLATINUM_III,28,17,17335,389,407,PLATINUM_II,40,18,20962,492,512,PLATINUM_IV,18,18,19992,57,56,PLATINUM_III,0,18,20145,52,47,PLATINUM_IV,0,18,20864,144,152,PLATINUM_IV,6,18,20091,43,25,PLATINUM_III,54,18,19894,48,36,PLATINUM_IV,79,17,17701,50,79,PLATINUM_IV,0,17,17488,349,305,PLATINUM_III,35,16,15110
1,364,367,PLATINUM_II,16,14,12842,37,37,PLATINUM_IV,45,15,13898,182,160,PLATINUM_IV,75,15,13960,280,267,PLATINUM_II,20,15,13522,69,78,GOLD_I,0,13,10586,764,770,PLATINUM_III,78,17,17878,43,25,PLATINUM_III,54,18,19316,48,36,PLATINUM_IV,79,18,19833,66,62,PLATINUM_IV,67,16,16146,144,110,PLATINUM_III,32,13,10209
1,168,162,PLATINUM_IV,0,17,17036,443,426,PLATINUM_IV,67,14,12710,209,223,PLATINUM_IV,20,17,16555,240,196,PLATINUM_I,7,16,15143,283,256,PLATINUM_III,31,15,13439,227,227,PLATINUM_IV,38,18,19216,385,382,PLATINUM_III,60,18,20814,115,120,PLATINUM_III,90,16,15907,253,247,PLATINUM_IV,39,17,18098,124,122,PLATINUM_III,4,17,16601
1,140,147,PLATINUM_IV,55,15,14545,239,264,PLATINUM_III,19,14,11596,281,283,PLATINUM_IV,39,16,15969,254,276,PLATINUM_IV,16,14,11706,262,251,PLATINUM_IV,6,12,9955,212,191,PLATINUM_IV,15,18,20985,106,92,PLATINUM_III,28,15,14595,48,46,PLATINUM_IV,34,17,17403,161,134,PLATINUM_III,60,16,15596,124,122,PLATINUM_III,4,15,13616
0,315,303,PLATINUM_II,29,17,18255,151,157,PLATINUM_IV,10,16,15752,201,193,PLATINUM_IV,13,18,18708,403,403,PLATINUM_IV,90,15,14253,311,320,PLATINUM_III,0,14,12632,59,74,GOLD_I,57,16,16428,49,42,GOLD_I,30,16,14995,187,196,PLATINUM_II,26,16,15845,325,306,PLATINUM_II,58,14,12983,124,122,PLATINUM_III,4,13,11292
0,134,129,PLATINUM_IV,47,18,19090,424,410,PLATINUM_II,51,17,18193,341,336,PLATINUM_III,46,17,16552,66,53,PLATINUM_III,75,17,17948,357,354,PLATINUM_III,78,15,13367,427,399,PLATINUM_IV,78,16,15035,45,39,PLATINUM_IV,54,15,14617,523,486,PLATINUM_I,0,14,12289,124,125,PLATINUM_III,75,15,13528,124,122,PLATINUM_III,4,17,16846
0,317,308,PLATINUM_II,43,10,6991,155,162,PLATINUM_IV,37,11,7437,359,328,DIAMOND_IV,0,11,7491,252,220,PLATINUM_I,30,9,5522,168,166,PLATINUM_IV,35,8,4603,481,461,PLATINUM_III,16,7,3646,23,25,PLATINUM_IV,0,9,6083,272,273,PLATINUM_IV,0,9,5415,122,121,PLATINUM_IV,49,9,5227,124,122,PLATINUM_III,4,10,6558
1,75,62,GOLD_II,2,15,13623,50,47,PLATINUM_III,17,13,11082,133,142,PLATINUM_IV,33,15,13240,35,30,PLATINUM_III,16,14,12282,345,374,PLATINUM_IV,56,14,11520,87,93,PLATINUM_III,66,18,18653,84,73,PLATINUM_II,26,15,14217,199,200,PLATINUM_IV,0,15,13533,164,169,PLATINUM_IV,8,15,13044,124,122,PLATINUM_III,4,14,11951
0,150,127,PLATINUM_III,33,18,20693,185,184,PLATINUM_III,15,18,20388,147,141,PLATINUM_IV,67,18,20739,188,180,PLATINUM_III,39,18,21749,797,793,GOLD_I,90,17,17005,508,476,PLATINUM_IV,6,17,17162,220,211,PLATINUM_III,93,17,17638,281,271,PLATINUM_IV,46,18,18430,305,314,PLATINUM_IV,15,15,13373,124,122,PLATINUM_III,4,18,19079
1,689,681,PLATINUM_III,19,18,19183,150,123,PLATINUM_III,60,15,14352,212,211,PLATINUM_III,32,15,13538,150,143,PLATINUM_III,22,16,15446,167,155,PLATINUM_III,0,14,11692,36,18,PLATINUM_II,22,17,17113,13,7,GOLD_II,93,16,15929,225,216,PLATINUM_III,40,17,17830,193,171,PLATINUM_III,69,17,17385,56,44,PLATINUM_IV,67,16,16080
0,28,31,GOLD_I,34,18,26866,213,186,PLATINUM_IV,40,18,23007,22,21,GOLD_I,68,18,26578,403,404,PLATINUM_IV,14,18,24224,40,36,GOLD_II,4,18,20316,178,163,PLATINUM_IV,12,18,21900,184,209,GOLD_III,33,18,19304,225,216,PLATINUM_III,40,18,24335,147,127,PLATINUM_IV,0,18,19978,189,170,GOLD_I,58,18,18591
1,240,218,GOLD_I,54,16,14908,380,367,GOLD_I,75,14,12794,241,242,GOLD_I,0,15,13620,100,121,PLATINUM_IV,16,14,11580,402,373,GOLD_I,29,13,11283,283,269,GOLD_IV,45,15,13928,184,209,GOLD_III,33,15,14458,225,216,PLATINUM_III,40,15,13234,88,70,PLATINUM_IV,19,15,14637,341,322,GOLD_I,72,15,13286
1,179,183,PLATINUM_IV,0,13,10090,193,178,GOLD_III,75,12,9760,152,156,PLATINUM_IV,0,13,10301,231,241,GOLD_III,63,11,8464,79,92,PLATINUM_IV,27,12,9244,747,753,GOLD_I,100,14,12668,184,209,GOLD_III,33,15,13305,225,216,PLATINUM_III,40,15,13452,197,180,GOLD_I,46,15,13435,353,367,PLATINUM_IV,0,12,9616
0,325,326,GOLD_II,4,18,20998,439,444,PLATINUM_III,16,18,20267,95,82,GOLD_II,87,18,24046,326,296,PLATINUM_IV,7,18,20323,363,352,PLATINUM_IV,0,18,19849,467,465,PLATINUM_IV,13,18,19216,184,209,GOLD_III,33,16,15397,225,216,PLATINUM_III,40,18,20466,420,424,GOLD_I,87,17,17210,353,367,PLATINUM_IV,0,14,13015
0,73,60,PLATINUM_IV,66,15,13520,32,23,PLATINUM_IV,23,16,15660,341,309,PLATINUM_II,4,14,13004,229,214,PLATINUM_III,30,14,12440,130,79,PLATINUM_IV,77,14,12963,299,288,PLATINUM_IV,75,14,12151,203,198,PLATINUM_III,29,14,12174,225,216,PLATINUM_III,40,13,10339,245,246,PLATINUM_IV,75,15,14590,203,191,PLATINUM_III,2,13,11135
1,73,60,PLATINUM_IV,66,17,17251,266,256,PLATINUM_III,29,15,14033,66,68,PLATINUM_IV,45,13,11077,58,47,PLATINUM_III,62,17,16818,232,219,PLATINUM_III,28,14,12780,97,90,PLATINUM_IV,28,18,20604,85,93,PLATINUM_III,21,17,17817,225,216,PLATINUM_III,40,16,16391,182,160,PLATINUM_IV,75,17,16956,71,73,PLATINUM_IV,64,15,13578
0,379,406,DIAMOND_IV,0,18,21956,116,89,GOLD_I,1,18,21546,6,5,BRONZE_II,52,18,21752,211,201,GOLD_IV,0,18,18688,211,201,GOLD_IV,0,17,17508,137,124,SILVER_I,55,18,19033,105,106,GOLD_I,80,16,15545,136,110,GOLD_I,50,18,18750,91,77,PLATINUM_III,0,16,14765,90,79,GOLD_III,2,15,14353
1,287,256,GOLD_III,59,17,17169,564,528,GOLD_II,0,17,16889,400,367,GOLD_III,15,18,19976,151,145,PLATINUM_III,41,17,16485,338,336,PLATINUM_IV,23,14,12905,137,124,SILVER_I,55,18,21949,105,106,GOLD_I,80,17,16678,136,110,GOLD_I,50,18,19188,91,77,PLATINUM_III,0,16,15929,90,79,GOLD_III,2,15,14638
1,121,132,SILVER_IV,62,16,16291,91,90,GOLD_IV,72,16,15336,195,203,PLATINUM_III,14,16,16025,21,37,GOLD_IV,18,16,15225,110,114,SILVER_I,43,14,12878,137,124,SILVER_I,55,18,19976,105,106,GOLD_I,80,18,20564,136,110,GOLD_I,50,17,16485,91,77,PLATINUM_III,0,16,15077,90,79,GOLD_III,2,16,15656
0,189,193,PLATINUM_II,2,15,14269,603,573,PLATINUM_IV,13,16,15592,54,51,PLATINUM_III,46,16,15673,247,242,PLATINUM_IV,10,15,14222,137,131,PLATINUM_II,76,12,9232,267,247,PLATINUM_III,34,15,13673,195,201,PLATINUM_IV,34,14,11945,143,122,PLATINUM_III,42,16,14897,91,77,PLATINUM_III,0,13,10936,258,240,PLATINUM_IV,61,13,10143
1,130,108,PLATINUM_II,25,12,9534,224,217,PLATINUM_III,60,13,10016,68,61,PLATINUM_IV,38,14,11850,496,490,PLATINUM_IV,0,13,11418,203,201,PLATINUM_III,0,11,7925,39,38,PLATINUM_IV,0,15,14113,202,188,GOLD_I,78,16,15002,91,85,PLATINUM_IV,49,14,12295,91,77,PLATINUM_III,0,14,12222,142,140,PLATINUM_III,13,12,9935
0,33,30,SILVER_I,100,16,15830,21,11,GOLD_IV,1,17,16819,425,411,DIAMOND_IV,75,15,14441,80,59,GOLD_I,3,15,14363,80,59,GOLD_I,3,15,13852,105,106,GOLD_I,80,15,13380,28,31,GOLD_II,58,13,10023,213,197,GOLD_III,60,16,15487,91,77,PLATINUM_III,0,13,10184,90,79,GOLD_III,2,13,9980
0,38,48,GOLD_I,46,18,22162,38,48,GOLD_I,46,18,22246,29,34,GOLD_III,9,18,19491,34,27,PLATINUM_III,17,18,18651,86,91,PLATINUM_IV,18,18,23233,90,79,GOLD_III,2,18,24074,105,106,GOLD_I,80,18,23483,34,29,SILVER_I,100,18,22858,91,77,PLATINUM_III,0,18,22778,40,34,PLATINUM_IV,17,18,24802
1,394,355,PLATINUM_IV,55,18,19657,261,237,PLATINUM_IV,22,18,18968,606,566,PLATINUM_IV,31,18,19689,75,76,PLATINUM_III,61,18,21677,261,261,GOLD_IV,75,17,16576,155,120,PLATINUM_I,29,17,17521,321,314,GOLD_IV,41,18,19945,189,193,PLATINUM_IV,56,17,16784,811,785,PLATINUM_III,17,18,21261,298,286,PLATINUM_IV,0,14,12982
0,405,406,GOLD_I,19,16,14831,82,68,PLATINUM_IV,89,15,13408,104,112,PLATINUM_IV,0,14,12536,75,76,PLATINUM_III,61,15,13891,261,261,GOLD_IV,75,12,9534,545,527,GOLD_III,76,16,16085,258,236,PLATINUM_IV,58,14,12979,39,37,GOLD_II,75,17,18163,268,247,PLATINUM_II,6,15,14358,19,6,GOLD_IV,78,14,12613
0,70,72,PLATINUM_III,96,18,19242,447,420,DIAMOND_II,75,18,18501,262,265,PLATINUM_IV,50,18,19987,75,76,PLATINUM_III,61,17,17858,144,131,PLATINUM_II,72,17,16972,140,131,DIAMOND_III,0,18,25513,687,661,PLATINUM_III,57,18,24155,368,394,PLATINUM_IV,2,18,25836,442,437,PLATINUM_III,46,18,25287,183,177,PLATINUM_III,73,18,25397
1,14,12,GOLD_II,75,13,10469,53,54,PLATINUM_III,12,14,12283,53,54,PLATINUM_III,12,13,10185,75,76,PLATINUM_III,61,15,13037,261,261,GOLD_IV,75,11,8507,90,63,PLATINUM_III,0,12,8676,24,16,SILVER_I,41,10,6974,43,36,PLATINUM_IV,67,13,11033,5,5,SILVER_III,17,10,6930,15,8,SILVER_I,100,10,6143
0,552,501,PLATINUM_I,0,14,11619,438,406,PLATINUM_IV,89,12,8758,44,38,PLATINUM_III,52,14,12010,75,76,PLATINUM_III,61,12,9240,160,134,PLATINUM_III,28,12,9914,68,59,PLATINUM_II,16,15,14466,833,828,PLATINUM_II,1,15,14453,67,52,PLATINUM_III,7,15,13435,84,93,PLATINUM_IV,0,15,13640,227,215,PLATINUM_IV,66,14,12663
0,396,387,PLATINUM_III,75,10,7010,426,418,PLATINUM_IV,0,8,4879,90,84,PLATINUM_IV,7,10,6935,75,76,PLATINUM_III,61,9,5090,261,261,GOLD_IV,75,8,4529,67,67,PLATINUM_III,10,11,8127,10,5,GOLD_I,10,11,7567,79,86,PLATINUM_IV,0,11,7837,332,304,PLATINUM_IV,9,11,7513,56,59,GOLD_I,48,9,5903
0,341,310,PLATINUM_II,58,9,5473,395,390,PLATINUM_IV,0,8,4568,380,375,PLATINUM_III,18,9,5632,75,76,PLATINUM_III,61,8,4804,261,261,GOLD_IV,75,8,4174,108,100,PLATINUM_IV,0,12,9229,415,402,PLATINUM_III,44,11,7969,54,52,GOLD_II,50,11,7882,117,103,PLATINUM_III,0,9,5348,377,376,PLATINUM_IV,0,7,3712
0,552,557,PLATINUM_III,60,14,12358,318,297,PLATINUM_II,40,14,12278,41,60,PLATINUM_III,64,13,10263,239,238,PLATINUM_II,27,14,11949,86,80,PLATINUM_III,77,12,8951,78,67,PLATINUM_III,32,15,13266,44,59,PLATINUM_II,0,11,7674,194,214,PLATINUM_III,20,12,8804,426,419,PLATINUM_III,60,11,8566,455,432,DIAMOND_IV,2,10,6787
0,316,334,PLATINUM_I,15,13,10607,205,119,PLATINUM_II,22,14,11542,409,446,PLATINUM_IV,60,13,11217,220,199,PLATINUM_II,42,12,9665,438,407,DIAMOND_III,7,10,7084,423,396,PLATINUM_II,50,12,8876,44,59,PLATINUM_II,0,10,6799,194,214,PLATINUM_III,20,10,6847,143,174,PLATINUM_II,51,10,6816,479,459,PLATINUM_III,62,10,6342
0,57,57,PLATINUM_II,9,15,13747,235,180,DIAMOND_IV,84,16,16128,147,140,PLATINUM_II,74,14,12811,183,202,PLATINUM_III,70,14,11500,341,312,PLATINUM_II,19,13,10306,236,241,PLATINUM_II,0,13,11393,143,174,PLATINUM_II,51,13,10290,194,214,PLATINUM_III,20,13,10076,44,59,PLATINUM_II,0,13,10185,479,459,PLATINUM_III,62,11,7771
1,316,280,PLATINUM_II,0,16,14740,135,128,PLATINUM_IV,19,13,11336,325,313,PLATINUM_III,75,14,12690,567,575,PLATINUM_III,15,13,10844,74,76,PLATINUM_II,59,12,9091,555,521,PLATINUM_II,91,15,13973,180,162,PLATINUM_III,20,15,13896,194,214,PLATINUM_III,20,15,14273,44,59,PLATINUM_II,0,15,13706,185,172,PLATINUM_I,11,13,10259
0,233,222,PLATINUM_II,0,12,8605,368,388,PLATINUM_IV,77,11,8560,132,129,PLATINUM_I,69,11,7452,500,497,PLATINUM_II,69,8,4810,316,312,PLATINUM_III,60,9,5543,388,372,PLATINUM_I,17,9,5860,227,225,PLATINUM_II,57,10,6472,194,214,PLATINUM_III,20,8,4909,44,59,PLATINUM_II,0,9,5679,69,50,PLATINUM_II,30,8,4150
0,629,617,PLATINUM_III,44,18,19275,186,177,PLATINUM_I,49,16,16208,138,140,PLATINUM_IV,47,18,18955,522,519,PLATINUM_I,57,16,15239,375,352,PLATINUM_I,26,15,13255,10,14,PLATINUM_III,75,15,13970,594,588,PLATINUM_III,43,17,17612,194,214,PLATINUM_III,20,15,14298,482,480,PLATINUM_IV,63,15,14383,364,374,PLATINUM_III,12,13,10665
0,75,68,PLATINUM_I,100,15,13775,77,72,PLATINUM_II,7,17,17151,212,162,DIAMOND_IV,4,16,16414,62,60,DIAMOND_IV,1,14,12771,515,495,DIAMOND_IV,41,14,11684,10,14,PLATINUM_III,75,11,7655,123,92,DIAMOND_III,14,13,10071,194,214,PLATINUM_III,20,13,10896,215,186,DIAMOND_IV,0,16,15845,186,177,PLATINUM_I,49,16,14962
0,338,319,PLATINUM_III,75,16,15349,339,295,PLATINUM_II,45,14,11805,392,388,PLATINUM_III,0,15,14595,570,534,DIAMOND_III,0,13,10864,573,552,PLATINUM_II,60,15,13273,314,331,PLATINUM_III,40,17,16603,354,321,PLATINUM_III,48,16,15769,341,320,PLATINUM_II,27,17,17350,443,457,PLATINUM_III,71,16,15357,112,105,PLATINUM_II,60,15,13314
0,338,319,PLATINUM_III,75,15,14500,277,264,PLATINUM_IV,47,15,13688,129,98,PLATINUM_II,13,15,14638,421,413,PLATINUM_IV,92,15,13916,747,731,GOLD_II,66,13,10418,231,217,PLATINUM_III,71,17,18209,227,231,PLATINUM_II,75,18,20554,270,280,PLATINUM_III,76,17,17555,138,158,GOLD_I,0,17,16547,236,203,DIAMOND_IV,54,13,11082
0,338,319,PLATINUM_III,75,18,19811,310,303,PLATINUM_II,84,16,15545,281,272,PLATINUM_III,5,16,15102,355,330,DIAMOND_IV,35,17,16954,184,179,PLATINUM_IV,75,15,13756,297,298,PLATINUM_II,22,18,20349,113,103,DIAMOND_IV,98,16,15526,707,715,PLATINUM_IV,59,17,17030,376,359,PLATINUM_III,45,17,17533,210,222,PLATINUM_III,54,15,13671
0,338,319,PLATINUM_III,75,16,15274,134,125,PLATINUM_II,22,15,14480,87,71,DIAMOND_IV,0,18,20630,136,139,PLATINUM_III,21,15,14555,253,214,DIAMOND_I,26,14,12293,76,67,PLATINUM_III,1,17,17745,75,65,PLATINUM_I,75,18,24374,184,171,PLATINUM_IV,36,18,20601,163,180,PLATINUM_II,15,16,15783,114,81,DIAMOND_IV,1,18,19816
1,338,319,PLATINUM_III,75,16,15498,200,187,DIAMOND_IV,26,16,16124,351,359,DIAMOND_IV,0,18,18895,549,505,DIAMOND_III,2,16,15972,353,358,PLATINUM_III,45,14,12308,470,426,PLATINUM_I,59,15,13101,180,173,PLATINUM_II,30,14,11898,410,402,PLATINUM_II,0,15,14137,521,513,PLATINUM_II,59,15,14592,168,156,PLATINUM_II,77,13,10592
0,338,319,PLATINUM_III,75,16,15131,479,468,PLATINUM_I,19,15,13613,181,170,PLATINUM_IV,49,14,12038,133,133,PLATINUM_III,72,14,12118,68,56,PLATINUM_I,63,13,10482,380,371,PLATINUM_III,66,18,19136,169,168,PLATINUM_II,75,17,16989,214,212,PLATINUM_III,18,14,11847,549,505,DIAMOND_III,2,16,15323,226,212,PLATINUM_III,0,12,9189
0,338,319,PLATINUM_III,75,15,13535,52,44,PLATINUM_III,6,15,14453,136,107,PLATINUM_II,62,15,14355,85,95,PLATINUM_I,38,15,14535,192,171,PLATINUM_I,75,14,12905,45,62,PLATINUM_IV,40,18,18756,188,201,PLATINUM_IV,6,17,17334,135,90,DIAMOND_III,53,17,17447,217,213,DIAMOND_IV,16,17,17075,233,211,DIAMOND_IV,17,16,15025
1,179,157,DIAMOND_IV,73,18,19199,105,92,DIAMOND_IV,19,18,18847,105,81,GOLD_I,15,17,18131,105,81,GOLD_I,15,18,24591,77,66,GOLD_I,37,17,17633,7,9,GOLD_I,82,18,27673,48,52,PLATINUM_IV,0,18,21050,117,98,GOLD_I,100,18,22116,50,62,PLATINUM_III,79,17,16513,7,9,PLATINUM_III,2,17,17515
0,55,49,DIAMOND_II,90,18,25012,143,120,GOLD_II,30,18,20001,306,307,DIAMOND_II,33,18,23824,188,185,DIAMOND_II,18,18,28512,105,98,PLATINUM_IV,75,17,17784,48,52,PLATINUM_IV,0,18,21659,129,109,PLATINUM_IV,41,18,22893,60,65,PLATINUM_IV,39,18,29094,7,9,GOLD_I,82,18,23875,7,9,PLATINUM_III,2,17,17328
1,237,224,DIAMOND_IV,47,15,13184,9,22,PLATINUM_III,55,16,15349,186,180,DIAMOND_II,0,15,14311,186,180,DIAMOND_II,0,13,11399,55,55,DIAMOND_IV,12,12,9767,48,52,PLATINUM_IV,0,16,15013,129,109,PLATINUM_IV,41,15,14282,60,65,PLATINUM_IV,39,17,18230,7,9,GOLD_I,82,18,19283,7,9,PLATINUM_III,2,14,12829
1,35,40,GOLD_I,85,17,17439,61,66,GOLD_III,45,15,13865,66,63,GOLD_III,47,16,16042,454,435,DIAMOND_III,75,16,16226,57,56,PLATINUM_III,19,14,11919,79,80,DIAMOND_II,0,18,22444,7,9,GOLD_I,82,16,15172,196,167,MASTER_I,317,18,18558,48,52,PLATINUM_IV,0,16,16110,7,9,PLATINUM_III,2,13,10949
0,57,56,PLATINUM_III,19,15,13423,77,65,PLATINUM_III,20,13,10748,263,238,DIAMOND_I,72,15,13551,263,238,DIAMOND_I,72,11,8276,263,238,DIAMOND_I,72,12,9581,183,200,PLATINUM_II,32,12,9416,48,52,PLATINUM_IV,0,12,9428,7,9,GOLD_I,82,13,11240,7,9,GOLD_I,82,11,7474,7,9,PLATINUM_III,2,10,7007
1,207,204,DIAMOND_III,48,16,16470,38,25,PLATINUM_I,100,15,14187,307,294,PLATINUM_II,0,15,13035,19,16,GOLD_I,9,16,15293,30,22,GOLD_IV,0,13,10121,44,50,SILVER_II,0,16,16267,48,52,PLATINUM_IV,0,16,16062,56,65,PLATINUM_II,77,16,14817,7,9,GOLD_I,82,16,14866,7,9,PLATINUM_III,2,14,12262
0,17,17,SILVER_I,29,18,21632,53,42,PLATINUM_III,48,17,17887,44,42,PLATINUM_III,51,18,22029,40,35,DIAMOND_IV,22,18,24308,80,71,PLATINUM_IV,71,18,22599,48,52,PLATINUM_IV,0,17,17985,7,9,GOLD_I,82,18,26986,216,213,GOLD_IV,55,18,19393,113,108,GOLD_I,64,18,19327,7,9,PLATINUM_III,2,17,17136
0,278,268,PLATINUM_IV,0,11,8074,85,84,DIAMOND_IV,0,11,7891,191,202,GOLD_IV,0,11,7993,307,297,PLATINUM_IV,0,9,5981,356,369,PLATINUM_IV,26,10,6634,294,266,PLATINUM_IV,25,11,7352,84,69,GOLD_II,5,9,5344,174,162,PLATINUM_III,22,10,7138,346,338,PLATINUM_IV,0,8,4790,231,228,GOLD_III,78,8,4314
0,890,888,PLATINUM_IV,48,18,18974,56,50,GOLD_II,75,16,15886,205,209,GOLD_II,13,15,14405,280,282,PLATINUM_IV,0,14,12352,90,80,GOLD_I,87,15,13218,154,145,PLATINUM_III,0,16,14713,84,69,GOLD_II,5,15,14687,174,162,PLATINUM_III,22,16,15544,227,207,PLATINUM_II,56,14,11978,433,394,PLATINUM_II,14,13,10837
1,444,426,PLATINUM_IV,0,18,18691,177,146,GOLD_II,75,17,17538,273,287,PLATINUM_IV,0,17,16932,193,177,PLATINUM_IV,60,16,15377,279,256,PLATINUM_IV,0,14,13004,72,81,GOLD_III,19,16,14931,117,107,PLATINUM_IV,16,18,19057,174,162,PLATINUM_III,22,18,18470,121,133,PLATINUM_IV,26,18,21499,401,377,PLATINUM_III,39,17,16521
1,71,83,PLATINUM_IV,0,18,18402,72,74,GOLD_I,23,17,16864,50,48,GOLD_I,68,14,11719,209,201,GOLD_II,59,15,14285,178,166,GOLD_II,28,12,9627,72,81,GOLD_III,19,15,13514,111,80,GOLD_I,13,17,18051,174,162,PLATINUM_III,22,16,15080,238,245,PLATINUM_IV,18,16,16106,194,228,GOLD_III,77,15,13852
1,52,43,GOLD_I,59,16,15319,138,122,PLATINUM_III,36,14,11883,411,379,GOLD_III,5,13,11310,97,92,GOLD_III,0,13,10810,98,102,GOLD_I,6,12,9642,436,447,PLATINUM_IV,14,14,12521,153,160,GOLD_I,17,15,13072,174,162,PLATINUM_III,22,14,12566,86,61,PLATINUM_IV,12,15,14221,129,114,GOLD_I,65,13,10725
0,258,239,PLATINUM_III,0,13,10997,262,266,GOLD_I,0,12,8647,134,125,PLATINUM_IV,29,13,10282,89,62,GOLD_I,29,12,9556,27,31,GOLD_II,62,11,7418,58,57,GOLD_I,91,13,10974,123,109,PLATINUM_III,0,11,8048,174,162,PLATINUM_III,22,11,7660,87,81,GOLD_I,40,12,8859,129,114,GOLD_I,65,9,5242
1,63,69,GOLD_I,60,16,16040,344,323,PLATINUM_IV,73,17,16761,143,141,PLATINUM_IV,0,16,15363,191,174,GOLD_II,50,15,13193,33,40,GOLD_III,28,15,13091,69,66,PLATINUM_IV,43,18,19049,63,55,PLATINUM_IV,17,17,17782,174,162,PLATINUM_III,22,17,17375,119,107,PLATINUM_IV,15,17,17481,129,114,GOLD_I,65,15,14381
0,29,35,PLATINUM_II,39,18,19229,53,55,PLATINUM_IV,20,18,19413,102,82,PLATINUM_IV,45,17,18072,75,70,PLATINUM_IV,28,18,19133,110,98,PLATINUM_IV,75,16,16399,112,96,GOLD_I,93,18,20678,427,418,DIAMOND_II,43,18,20168,67,62,PLATINUM_I,0,18,21350,65,78,GOLD_I,2,16,16199,153,133,PLATINUM_III,60,14,11504
1,181,190,PLATINUM_III,8,11,7465,53,55,PLATINUM_IV,20,9,5836,86,81,PLATINUM_IV,25,10,7179,301,299,PLATINUM_IV,37,8,4913,110,98,PLATINUM_IV,75,7,3532,222,208,PLATINUM_II,4,9,5883,113,110,PLATINUM_III,15,11,8040,56,60,GOLD_II,16,9,5555,50,44,PLATINUM_II,16,9,5523,153,133,PLATINUM_III,60,10,7065
0,556,545,PLATINUM_I,49,18,21166,115,91,PLATINUM_I,0,18,25289,234,242,PLATINUM_III,49,18,28797,275,251,PLATINUM_III,90,18,21521,237,218,PLATINUM_IV,72,17,17648,196,199,PLATINUM_IV,41,18,28207,80,55,PLATINUM_III,5,18,23989,57,51,PLATINUM_III,61,16,16417,43,71,PLATINUM_I,24,18,20179,153,133,PLATINUM_III,60,18,22123
1,146,140,PLATINUM_II,0,18,18744,161,159,PLATINUM_I,79,17,18180,94,96,PLATINUM_IV,57,16,16436,349,337,PLATINUM_III,0,15,13750,229,174,PLATINUM_II,32,14,11972,156,132,PLATINUM_I,10,18,18833,167,156,PLATINUM_III,8,17,18312,262,241,PLATINUM_IV,20,17,17700,155,167,PLATINUM_II,27,16,15911,153,133,PLATINUM_III,60,18,19242
0,187,169,DIAMOND_IV,17,18,18651,243,214,PLATINUM_II,78,16,16380,328,336,PLATINUM_II,42,17,17511,119,115,PLATINUM_II,30,17,16581,147,134,PLATINUM_I,40,13,10937,469,465,PLATINUM_II,75,15,14079,129,126,PLATINUM_II,1,15,13713,449,473,PLATINUM_III,27,14,12871,107,75,PLATINUM_III,57,14,11567,153,133,PLATINUM_III,60,15,13268
0,492,512,PLATINUM_IV,18,18,19716,121,123,PLATINUM_I,0,18,24013,189,135,DIAMOND_II,46,18,20924,57,39,PLATINUM_II,19,17,17579,99,111,PLATINUM_III,0,16,15946,56,63,PLATINUM_III,59,14,12811,212,201,PLATINUM_IV,0,18,19898,140,143,PLATINUM_III,50,16,14929,289,232,PLATINUM_III,75,18,18731,153,133,PLATINUM_III,60,17,17745
0,181,166,PLATINUM_III,27,16,14844,59,64,PLATINUM_III,29,16,15203,474,466,PLATINUM_I,11,15,14571,69,81,PLATINUM_III,75,15,14230,132,114,PLATINUM_I,49,13,10442,283,290,PLATINUM_III,23,16,15112,219,207,PLATINUM_I,31,17,17034,164,150,PLATINUM_III,90,13,10760,105,114,PLATINUM_IV,65,12,9402,153,133,PLATINUM_III,60,14,11467
0,106,97,PLATINUM_III,4,11,8006,196,190,PLATINUM_IV,36,10,7121,54,55,PLATINUM_III,61,12,9813,230,204,PLATINUM_II,0,12,8686,78,49,PLATINUM_IV,32,10,7190,241,219,PLATINUM_III,5,12,8630,85,77,PLATINUM_III,15,10,6581,190,196,PLATINUM_IV,10,10,6290,139,140,PLATINUM_III,63,10,7155,139,140,PLATINUM_III,14,8,4476
