rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience
33,0,26,0,SILVER_I,21,15,14632,189,0,184,0,GOLD_IV,0,17,17698,189,0,184,0,SILVER_IV,61,16,15595,80,0,91,0,SILVER_IV,28,14,12575,57,0,77,0,BRONZE_IV,17,14,12334,20,0,20,0,BRONZE_IV,23,16,15135,20,0,20,0,BRONZE_IV,23,14,12470,20,0,20,0,BRONZE_IV,23,14,11547,20,0,20,0,BRONZE_IV,23,14,12889,20,0,20,0,BRONZE_IV,23,13,10647
166,0,174,0,IRON_I,89,18,22305,16,0,26,0,BRONZE_IV,1,18,20654,43,0,67,0,IRON_II,75,16,14729,189,0,201,0,BRONZE_IV,40,17,16792,226,0,236,0,BRONZE_III,6,16,15025,131,0,118,0,BRONZE_I,33,18,18438,125,0,129,0,BRONZE_II,54,18,19558,123,0,128,0,IRON_II,81,17,18291,278,0,257,0,BRONZE_III,11,18,19023,518,0,527,0,IRON_II,76,15,13065
299,0,307,0,SILVER_II,74,17,16742,16,0,26,0,BRONZE_IV,1,16,15835,250,0,247,0,SILVER_IV,84,15,13748,21,0,33,0,SILVER_IV,14,16,15073,157,0,163,0,BRONZE_I,14,16,15074,142,0,128,0,BRONZE_II,12,12,9834,54,0,61,0,BRONZE_II,75,14,11698,200,0,182,0,SILVER_IV,94,14,11943,388,0,403,0,BRONZE_II,90,13,11351,125,0,130,0,BRONZE_I,48,12,9299
184,0,206,0,BRONZE_I,14,16,14973,15,0,23,0,BRONZE_IV,36,18,19119,140,0,188,0,IRON_III,2,17,17390,189,0,204,0,IRON_III,75,18,19869,64,0,107,0,BRONZE_IV,39,16,15364,75,0,95,0,IRON_I,0,18,19542,30,0,32,0,BRONZE_IV,76,17,17538,405,0,422,0,IRON_I,45,18,18734,453,0,488,0,BRONZE_III,0,17,17309,28,0,50,0,BRONZE_IV,5,17,16615
146,0,156,0,IRON_I,16,18,20587,102,0,116,0,BRONZE_IV,38,18,22925,290,0,290,0,BRONZE_II,28,18,21294,97,0,108,0,IRON_II,86,16,15295,287,0,300,0,IRON_I,60,17,17427,75,0,95,0,IRON_I,0,18,19131,30,0,32,0,BRONZE_IV,76,16,16253,156,0,150,0,BRONZE_IV,71,17,16873,129,0,149,0,BRONZE_IV,41,17,17972,393,0,406,0,IRON_II,40,15,13262
171,0,201,0,BRONZE_IV,0,15,14607,219,0,246,0,IRON_II,97,15,14034,188,0,215,0,BRONZE_IV,14,14,12821,133,0,135,0,BRONZE_III,30,13,10596,461,0,456,0,BRONZE_IV,25,12,8693,11,0,25,0,IRON_II,80,12,9101,30,0,32,0,BRONZE_IV,76,13,10409,75,0,95,0,IRON_I,0,14,11830,210,0,251,0,BRONZE_IV,42,13,10229,35,0,44,0,IRON_II,0,10,7289
19,0,37,0,BRONZE_IV,23,17,17783,35,0,46,0,IRON_I,82,14,11930,376,0,405,0,IRON_II,51,16,15751,4,0,9,0,IRON_II,70,12,8998,4,0,9,0,IRON_II,70,12,8705,75,0,95,0,IRON_I,0,12,9207,30,0,32,0,BRONZE_IV,76,12,9868,33,0,47,0,IRON_IV,52,14,11583,381,0,382,0,BRONZE_IV,0,13,11159,273,0,277,0,BRONZE_IV,0,12,9078
3,0,21,0,BRONZE_IV,0,16,15100,2,0,18,0,BRONZE_III,36,14,12868,273,0,277,0,BRONZE_IV,0,14,11510,381,0,382,0,BRONZE_IV,0,14,12399,105,0,128,0,IRON_I,15,13,10677,75,0,95,0,IRON_I,0,17,17889,30,0,32,0,BRONZE_IV,76,16,15709,301,0,295,0,IRON_II,79,15,13176,24,0,31,0,BRONZE_IV,20,15,13784,240,0,263,0,BRONZE_I,53,14,12518
29,0,41,0,BRONZE_III,0,15,13941,8,0,19,0,BRONZE_IV,24,13,10381,11,0,15,0,IRON_I,83,15,13713,9,0,16,0,BRONZE_III,83,14,13004,8,0,5,0,BRONZE_IV,61,13,10398,118,0,147,0,BRONZE_IV,54,15,14171,68,0,77,0,BRONZE_II,0,15,14508,68,0,77,0,BRONZE_II,0,16,16250,150,0,179,0,IRON_I,0,15,14147,5,0,7,0,BRONZE_IV,1,15,13096
9,0,9,0,BRONZE_IV,90,16,16260,11,0,8,0,BRONZE_II,27,16,16426,133,0,155,0,BRONZE_III,20,16,15334,26,0,33,0,BRONZE_IV,53,14,11454,8,0,5,0,BRONZE_IV,61,14,12565,184,0,199,0,BRONZE_II,0,16,15383,17,0,25,0,BRONZE_III,11,15,13096,85,0,98,0,BRONZE_III,10,13,9995,9,0,21,0,BRONZE_III,53,13,10299,149,0,152,0,BRONZE_IV,55,13,10982
22,0,20,0,BRONZE_II,49,10,6586,115,0,134,0,BRONZE_II,87,8,4804,88,0,103,0,BRONZE_II,38,8,4799,18,0,58,0,IRON_IV,0,6,2562,8,0,5,0,BRONZE_IV,61,8,4558,405,0,417,0,BRONZE_III,28,11,7358,41,0,54,0,BRONZE_I,0,10,6961,288,0,280,0,BRONZE_II,27,9,5679,89,0,85,0,BRONZE_I,15,8,4633,29,0,34,0,BRONZE_III,41,9,5418
17,0,29,0,BRONZE_III,0,18,19272,81,0,83,0,BRONZE_III,95,16,15550,8,0,8,0,BRONZE_IV,42,18,18742,12,0,11,0,BRONZE_II,15,16,14747,8,0,5,0,BRONZE_IV,61,16,15134,63,0,81,0,BRONZE_IV,22,15,14039,38,0,32,0,SILVER_II,7,14,12666,14,0,32,0,BRONZE_IV,68,16,15714,63,0,64,0,BRONZE_II,54,14,12309,37,0,55,0,BRONZE_II,0,14,12833
65,0,94,0,BRONZE_III,23,13,10051,35,0,37,0,BRONZE_III,46,13,10538,169,0,168,0,BRONZE_II,11,12,8925,146,0,136,0,BRONZE_I,0,12,8769,8,0,5,0,BRONZE_IV,61,13,10251,248,0,245,0,BRONZE_II,75,15,13963,194,0,168,0,BRONZE_III,77,13,10302,119,0,127,0,BRONZE_III,93,15,13361,300,0,270,0,BRONZE_II,44,13,10959,557,0,539,0,BRONZE_II,39,13,9972
411,0,398,0,BRONZE_IV,42,13,11394,380,0,400,0,BRONZE_III,64,13,10376,21,0,30,0,BRONZE_II,38,13,11253,92,0,76,0,SILVER_III,71,12,9065,163,0,160,0,BRONZE_I,43,11,8536,514,0,524,0,BRONZE_I,26,14,12511,307,0,318,0,BRONZE_IV,57,11,7904,547,0,529,0,BRONZE_II,27,12,8885,61,0,77,0,BRONZE_IV,1,10,6231,327,0,316,0,BRONZE_III,11,9,6070
65,0,76,0,BRONZE_I,42,18,19186,573,0,555,0,BRONZE_III,9,15,14592,87,0,71,0,BRONZE_I,14,16,14884,201,0,245,0,IRON_III,43,13,10680,217,0,214,0,BRONZE_III,62,13,10785,411,0,398,0,BRONZE_IV,42,16,15464,307,0,318,0,BRONZE_IV,57,15,13961,552,0,573,0,BRONZE_IV,24,14,12625,236,0,211,0,BRONZE_III,55,14,11871,18,0,51,0,IRON_IV,0,12,9089
40,0,43,0,BRONZE_III,8,16,15037,188,0,215,0,BRONZE_IV,14,16,15600,119,0,128,0,BRONZE_III,59,16,15809,384,0,356,0,BRONZE_II,38,15,14598,323,0,312,0,BRONZE_III,10,14,12819,296,0,299,0,BRONZE_III,59,17,17579,307,0,318,0,BRONZE_IV,57,14,12013,140,0,137,0,BRONZE_II,38,13,9970,57,0,100,0,IRON_IV,55,14,12122,121,0,149,0,BRONZE_IV,32,13,10266
53,0,98,0,IRON_IV,65,15,13709,235,0,245,0,BRONZE_III,55,17,16541,140,0,165,0,IRON_I,25,15,13353,227,0,221,0,BRONZE_III,75,15,14055,90,0,117,0,BRONZE_IV,11,14,12588,86,0,96,0,BRONZE_IV,87,18,20333,307,0,318,0,BRONZE_IV,57,17,16672,400,0,398,0,BRONZE_IV,66,16,14856,58,0,75,0,IRON_I,74,14,12534,48,0,74,0,BRONZE_IV,0,14,12500
67,0,92,0,BRONZE_IV,0,16,15522,54,0,75,0,BRONZE_IV,10,14,11718,321,0,322,0,BRONZE_II,61,16,15268,6,0,12,0,IRON_II,8,15,13459,91,0,103,0,BRONZE_III,17,15,13779,210,0,223,0,BRONZE_IV,10,18,19060,307,0,318,0,BRONZE_IV,57,17,17646,271,0,297,0,BRONZE_IV,29,15,13582,103,0,108,0,BRONZE_IV,76,16,15746,285,0,261,0,BRONZE_III,17,15,13707
243,0,240,0,BRONZE_I,37,11,8034,32,0,53,0,BRONZE_II,75,11,7570,210,0,224,0,BRONZE_I,16,11,8128,110,0,126,0,BRONZE_I,44,9,5791,36,0,37,0,BRONZE_II,33,8,4549,411,0,429,0,BRONZE_II,66,12,9310,7,0,6,0,BRONZE_IV,71,12,9520,45,0,53,0,BRONZE_II,98,11,7443,25,0,29,0,BRONZE_I,12,10,7231,287,0,270,0,BRONZE_III,90,10,7216
11,0,13,0,BRONZE_IV,10,12,8731,190,0,196,0,BRONZE_IV,61,11,8557,593,0,610,0,BRONZE_III,43,11,8380,220,0,245,0,BRONZE_IV,55,11,7782,117,0,121,0,BRONZE_III,75,10,7020,125,0,144,0,BRONZE_IV,26,11,8320,7,0,6,0,BRONZE_IV,71,9,5957,5,0,5,0,BRONZE_IV,30,10,6750,161,0,194,0,BRONZE_IV,68,9,5714,50,0,71,0,BRONZE_IV,64,7,3875
265,0,384,0,IRON_IV,28,14,12593,158,0,151,0,BRONZE_IV,92,12,8991,92,0,129,0,IRON_I,22,12,9126,100,0,136,0,IRON_III,0,10,6318,332,0,301,0,BRONZE_I,97,11,8541,237,0,250,0,BRONZE_IV,27,11,7489,2,0,41,0,IRON_IV,0,10,6399,123,0,110,0,BRONZE_IV,16,12,9426,133,0,139,0,BRONZE_IV,75,10,7108,9,0,11,0,BRONZE_II,0,11,7899
206,0,195,0,SILVER_IV,1,14,11585,158,0,151,0,BRONZE_IV,92,13,11238,306,0,315,0,IRON_III,49,13,10852,153,0,175,0,BRONZE_IV,95,14,11654,30,0,47,0,IRON_I,58,13,10114,46,0,53,0,BRONZE_IV,0,12,9802,87,0,88,0,BRONZE_III,13,11,7544,842,0,814,0,BRONZE_III,89,13,11089,70,0,86,0,IRON_II,11,12,9172,206,0,218,0,IRON_III,2,11,7392
81,0,79,0,BRONZE_IV,0,12,9187,158,0,151,0,BRONZE_IV,92,10,6541,407,0,411,0,BRONZE_IV,0,11,8556,224,0,251,0,BRONZE_IV,56,10,6477,68,0,74,0,IRON_III,93,9,5459,154,0,154,0,BRONZE_IV,60,11,8473,222,0,230,0,BRONZE_IV,17,4,1406,251,0,261,0,BRONZE_IV,30,12,9217,100,0,95,0,IRON_I,63,8,4796,112,0,135,0,BRONZE_IV,0,9,6112
128,0,145,0,BRONZE_IV,75,14,11574,158,0,151,0,BRONZE_IV,92,13,11294,21,0,32,0,IRON_II,22,14,12398,210,0,212,0,BRONZE_III,0,12,8801,472,0,474,0,IRON_I,46,9,6106,186,0,275,0,IRON_IV,72,11,8502,52,0,47,0,BRONZE_IV,91,11,8272,172,0,178,0,BRONZE_IV,29,12,8775,543,0,540,0,BRONZE_IV,75,12,9469,170,0,182,0,BRONZE_IV,0,11,7932
56,0,73,0,BRONZE_IV,41,16,15615,158,0,151,0,BRONZE_IV,92,14,12437,452,0,473,0,IRON_III,20,15,13307,94,0,137,0,IRON_IV,81,15,13642,22,0,65,0,IRON_IV,0,11,7762,127,0,138,0,BRONZE_IV,24,16,15058,86,0,100,0,BRONZE_IV,17,15,13976,114,0,103,0,IRON_II,4,15,14080,108,0,130,0,IRON_III,31,14,12533,73,0,100,0,BRONZE_IV,66,14,12993
15,0,26,0,BRONZE_III,51,17,16555,16,0,19,0,BRONZE_IV,75,16,15816,1241,0,1235,0,SILVER_II,0,18,21433,1241,0,1235,0,SILVER_II,0,17,17301,131,0,144,0,GOLD_IV,39,16,15969,28,0,24,0,BRONZE_I,50,17,17008,46,0,40,0,GOLD_III,86,17,16534,46,0,40,0,GOLD_III,86,15,13357,113,0,104,0,GOLD_IV,16,16,15604,113,0,104,0,GOLD_IV,16,15,14043
104,0,95,0,SILVER_III,45,13,11211,16,0,19,0,BRONZE_IV,75,10,6774,35,0,25,0,SILVER_IV,0,12,9939,55,0,43,0,BRONZE_III,79,11,8484,131,0,144,0,GOLD_IV,39,11,8019,91,0,92,0,GOLD_IV,0,11,7362,63,0,63,0,BRONZE_IV,80,12,9242,22,0,20,0,GOLD_I,91,13,10071,247,0,213,0,SILVER_IV,0,11,7596,194,0,184,0,SILVER_IV,0,10,6619
3,0,10,0,IRON_I,5,13,10145,16,0,19,0,BRONZE_IV,75,13,10482,3,0,10,0,IRON_I,5,11,7819,131,0,144,0,GOLD_IV,39,14,12564,131,0,144,0,GOLD_IV,39,9,5894,5,0,10,0,BRONZE_II,75,11,7807,5,0,10,0,BRONZE_II,75,10,6443,21,0,18,0,GOLD_IV,25,12,9357,55,0,63,0,SILVER_I,0,12,8994,6,0,11,0,BRONZE_III,60,10,6393
95,0,95,0,PLATINUM_III,74,13,11053,16,0,19,0,BRONZE_IV,75,10,6686,131,0,144,0,GOLD_IV,39,8,4244,19,0,20,0,BRONZE_IV,95,10,7229,130,0,129,0,GOLD_IV,47,11,7611,68,0,62,0,PLATINUM_II,44,14,12480,88,0,97,0,GOLD_II,5,13,10082,88,0,97,0,GOLD_II,5,12,9232,314,0,297,0,SILVER_IV,30,12,9006,355,0,361,0,GOLD_IV,0,10,6670
39,0,42,0,IRON_II,44,13,11319,184,0,206,0,BRONZE_I,14,13,10875,140,0,188,0,IRON_III,2,14,12291,44,0,48,0,BRONZE_IV,91,13,10481,43,0,61,0,BRONZE_IV,0,12,9699,46,0,56,0,BRONZE_IV,12,16,15600,89,0,94,0,BRONZE_IV,0,15,14032,143,0,158,0,BRONZE_IV,1,15,13346,31,0,41,0,IRON_III,68,15,14000,77,0,68,0,BRONZE_I,48,13,11354
18,0,37,0,BRONZE_IV,9,18,18665,40,0,51,0,BRONZE_IV,6,16,15574,79,0,84,0,BRONZE_III,45,17,17703,135,0,120,0,BRONZE_IV,32,16,14984,23,0,58,0,IRON_IV,0,14,12607,46,0,56,0,BRONZE_IV,12,16,15300,145,0,145,0,BRONZE_II,16,15,13378,99,0,135,0,IRON_IV,9,13,11314,118,0,103,0,BRONZE_III,8,14,11756,221,0,232,0,BRONZE_IV,13,12,9599
45,0,41,0,SILVER_IV,84,15,14568,62,0,69,0,BRONZE_II,30,15,13346,136,0,149,0,BRONZE_II,50,16,14727,194,0,211,0,BRONZE_II,48,15,13248,117,0,123,0,BRONZE_II,39,13,11297,46,0,56,0,BRONZE_IV,12,16,14747,118,0,109,0,SILVER_IV,11,16,15887,207,0,216,0,BRONZE_II,78,17,18256,20,0,17,0,BRONZE_II,75,17,17144,51,0,56,0,SILVER_IV,20,16,16169
114,0,122,0,BRONZE_IV,0,13,10496,116,0,130,0,BRONZE_IV,13,11,8426,267,0,257,0,BRONZE_III,40,16,14829,402,0,399,0,BRONZE_III,75,12,9372,13,0,40,0,IRON_I,37,12,8969,46,0,56,0,BRONZE_IV,12,12,9888,103,0,122,0,BRONZE_III,44,11,8427,75,0,95,0,BRONZE_IV,8,12,9545,210,0,236,0,IRON_I,50,11,8070,72,0,115,0,IRON_IV,0,9,5556
180,0,207,0,BRONZE_IV,53,15,14450,348,0,345,0,BRONZE_III,82,13,10201,141,0,139,0,BRONZE_IV,83,14,12223,214,0,198,0,BRONZE_IV,0,12,9237,89,0,112,0,IRON_III,27,12,8596,46,0,56,0,BRONZE_IV,12,15,13751,44,0,48,0,IRON_II,37,14,12486,271,0,282,0,IRON_II,66,15,13355,242,0,220,0,BRONZE_IV,74,14,12795,427,0,442,0,BRONZE_III,55,12,9437
89,0,112,0,IRON_III,27,15,14141,89,0,112,0,IRON_III,27,14,12278,215,0,212,0,SILVER_IV,0,15,13289,43,0,51,0,BRONZE_II,4,14,12006,319,0,323,0,BRONZE_II,0,12,9638,8,0,13,0,BRONZE_IV,0,12,8894,12,0,18,0,IRON_II,58,14,11756,12,0,18,0,IRON_II,58,16,15225,18,0,41,0,BRONZE_IV,97,14,12635,18,0,41,0,BRONZE_IV,97,14,12271
18,0,41,0,BRONZE_IV,97,18,19393,6,0,8,0,BRONZE_II,22,17,17018,4,0,16,0,BRONZE_IV,42,16,15522,26,0,29,0,BRONZE_IV,78,18,22100,29,0,38,0,IRON_I,28,16,15449,8,0,13,0,BRONZE_IV,0,18,23031,87,0,102,0,IRON_IV,63,15,13384,10,0,18,0,SILVER_IV,52,17,18171,13,0,11,0,BRONZE_I,20,18,19606,13,0,11,0,BRONZE_I,20,15,13266
111,0,108,0,BRONZE_III,71,13,10338,114,0,88,0,SILVER_III,42,12,9136,8,0,12,0,BRONZE_I,39,12,9076,623,0,602,0,BRONZE_II,17,12,9321,91,0,96,0,BRONZE_III,69,13,10058,8,0,13,0,BRONZE_IV,0,15,13860,180,0,214,0,BRONZE_I,21,14,12907,29,0,52,0,IRON_II,75,12,9201,51,0,57,0,BRONZE_II,54,13,10738,96,0,112,0,BRONZE_III,1,11,7774
91,0,99,0,BRONZE_IV,33,16,14810,510,0,522,0,BRONZE_IV,78,17,16496,409,0,388,0,BRONZE_IV,75,14,12853,179,0,223,0,BRONZE_IV,0,14,12692,77,0,90,0,IRON_I,24,12,9511,192,0,186,0,BRONZE_IV,7,13,11296,36,0,49,0,BRONZE_IV,49,12,9457,121,0,155,0,IRON_III,93,14,11854,185,0,207,0,BRONZE_IV,34,13,10227,57,0,74,0,BRONZE_III,0,14,11570
45,0,69,0,IRON_II,62,16,15611,175,0,178,0,BRONZE_IV,0,17,16738,91,0,76,0,IRON_I,79,17,17307,46,0,62,0,BRONZE_IV,13,17,16979,43,0,83,0,IRON_IV,0,15,14343,192,0,186,0,BRONZE_IV,7,14,11558,210,0,197,0,BRONZE_IV,38,17,17807,60,0,101,0,IRON_III,13,15,14309,24,0,28,0,IRON_II,54,15,13435,71,0,91,0,BRONZE_IV,30,15,14661
154,0,149,0,BRONZE_I,0,16,15631,181,0,175,0,SILVER_IV,0,16,14845,112,0,100,0,BRONZE_IV,69,14,12624,91,0,81,0,SILVER_III,76,14,12906,314,0,302,0,BRONZE_II,75,14,12665,192,0,186,0,BRONZE_IV,7,14,12027,534,0,527,0,BRONZE_II,90,14,12543,504,0,558,0,BRONZE_I,53,14,11680,313,0,274,0,BRONZE_I,28,15,14593,198,0,201,0,SILVER_II,41,15,13339
129,0,134,0,BRONZE_I,60,13,11021,56,0,43,0,BRONZE_II,45,11,7382,96,0,81,0,BRONZE_II,75,11,7461,125,0,141,0,SILVER_IV,0,11,7963,74,0,94,0,BRONZE_II,86,11,8281,192,0,186,0,BRONZE_IV,7,11,7398,293,0,293,0,SILVER_IV,51,13,10864,185,0,194,0,SILVER_IV,0,13,10229,186,0,186,0,BRONZE_I,67,13,10994,198,0,201,0,SILVER_II,41,13,10163
449,0,424,0,SILVER_IV,0,16,15552,217,0,245,0,BRONZE_II,50,15,14476,115,0,138,0,SILVER_IV,0,14,12217,146,0,146,0,BRONZE_I,21,15,13232,317,0,325,0,SILVER_III,46,14,11719,192,0,186,0,BRONZE_IV,7,13,11134,391,0,393,0,SILVER_IV,16,16,15444,107,0,133,0,SILVER_IV,23,15,14115,143,0,155,0,SILVER_III,16,15,14049,458,0,462,0,SILVER_IV,81,14,12542
215,0,217,0,BRONZE_IV,35,18,24612,459,0,476,0,BRONZE_III,25,18,26651,98,0,98,0,BRONZE_IV,85,18,27709,111,0,138,0,IRON_III,51,18,19118,233,0,271,0,IRON_I,5,18,22733,117,0,121,0,BRONZE_III,75,18,22194,139,0,154,0,BRONZE_III,0,18,26241,722,0,681,0,BRONZE_IV,28,18,23295,156,0,174,0,BRONZE_IV,28,18,24629,200,0,219,0,BRONZE_III,46,18,22417
91,0,90,0,SILVER_II,14,15,13259,24,0,39,0,BRONZE_IV,29,14,11594,216,0,198,0,SILVER_IV,76,15,13375,188,0,209,0,SILVER_IV,0,16,15417,134,0,108,0,BRONZE_IV,5,13,10056,53,0,80,0,SILVER_IV,0,16,16033,190,0,214,0,SILVER_III,0,13,10932,89,0,88,0,SILVER_IV,10,15,14347,156,0,174,0,BRONZE_IV,28,14,11638,134,0,156,0,BRONZE_I,0,14,11950
7,0,10,0,BRONZE_II,18,11,8003,8,0,16,0,BRONZE_III,0,9,5500,4,0,17,0,BRONZE_IV,0,9,5900,54,0,69,0,BRONZE_IV,43,10,6295,9,0,18,0,BRONZE_IV,97,9,5887,92,0,82,0,BRONZE_I,0,13,10296,4,0,7,0,BRONZE_IV,63,10,7156,134,0,107,0,SILVER_IV,39,12,9473,156,0,174,0,BRONZE_IV,28,11,7600,156,0,174,0,BRONZE_IV,28,11,7338
627,0,647,0,IRON_II,24,15,13627,69,0,64,0,BRONZE_III,0,16,14700,91,0,101,0,BRONZE_III,23,15,13499,191,0,204,0,BRONZE_III,14,14,11975,119,0,117,0,BRONZE_IV,70,13,10821,957,0,1018,0,IRON_III,75,12,8650,149,0,133,0,BRONZE_III,16,12,9784,134,0,134,0,BRONZE_III,7,14,12810,156,0,174,0,BRONZE_IV,28,12,9448,64,0,68,0,BRONZE_IV,12,10,6447
125,0,122,0,BRONZE_IV,83,3,692,513,0,510,0,BRONZE_IV,15,3,815,120,0,120,0,BRONZE_IV,61,3,752,49,0,52,0,BRONZE_I,1,1,0,40,0,78,0,IRON_IV,0,1,0,120,0,132,0,BRONZE_IV,38,3,965,214,0,222,0,BRONZE_IV,32,3,830,265,0,280,0,IRON_I,38,3,965,156,0,174,0,BRONZE_IV,28,2,609,492,0,506,0,IRON_IV,66,2,488
257,0,226,0,BRONZE_II,28,12,9830,95,0,110,0,BRONZE_IV,14,12,9117,77,0,76,0,BRONZE_II,17,13,10344,215,0,222,0,BRONZE_III,22,11,7831,90,0,121,0,BRONZE_IV,59,11,8478,286,0,261,0,SILVER_III,18,15,13713,312,0,252,0,SILVER_IV,15,14,11606,512,0,509,0,BRONZE_III,75,14,11458,599,0,602,0,BRONZE_IV,16,13,10256,231,0,221,0,BRONZE_II,15,13,10310
234,0,250,0,BRONZE_IV,20,12,9645,197,0,228,0,BRONZE_IV,42,10,6907,22,0,29,0,IRON_IV,92,13,10860,351,0,399,0,BRONZE_IV,56,10,6802,90,0,121,0,BRONZE_IV,59,11,7639,133,0,131,0,BRONZE_IV,90,14,11640,119,0,122,0,BRONZE_IV,59,12,8794,73,0,76,0,BRONZE_IV,72,13,10613,301,0,283,0,BRONZE_IV,30,11,7520,105,0,128,0,IRON_I,64,12,8643
294,0,298,0,BRONZE_IV,0,17,17336,73,0,81,0,BRONZE_II,0,18,18375,137,0,161,0,IRON_II,14,17,16556,106,0,99,0,BRONZE_III,48,14,12133,90,0,121,0,BRONZE_IV,59,17,16875,73,0,91,0,BRONZE_IV,0,18,19711,101,0,133,0,IRON_III,42,17,17354,96,0,94,0,BRONZE_II,0,18,20398,115,0,138,0,BRONZE_IV,58,18,21222,617,0,594,0,SILVER_IV,10,16,14736
46,0,46,0,BRONZE_II,41,15,13936,290,0,268,0,BRONZE_II,53,14,12750,533,0,544,0,IRON_II,75,12,9721,323,0,307,0,BRONZE_IV,73,12,9854,90,0,121,0,BRONZE_IV,59,13,9988,18,0,59,0,IRON_III,9,10,7245,142,0,165,0,BRONZE_IV,44,10,6625,121,0,178,0,IRON_IV,25,11,7739,87,0,109,0,IRON_II,40,11,7511,21,0,34,0,BRONZE_III,84,10,6802
277,0,275,0,SILVER_III,19,18,18547,461,0,444,0,SILVER_II,75,17,17985,555,0,514,0,SILVER_IV,91,18,19612,134,0,145,0,SILVER_IV,63,15,14375,90,0,121,0,BRONZE_IV,59,16,15123,55,0,62,0,BRONZE_III,90,16,15353,55,0,67,0,SILVER_IV,8,18,18757,203,0,196,0,SILVER_III,35,13,11266,63,0,54,0,SILVER_IV,17,17,17381,444,0,459,0,SILVER_IV,68,14,12545
359,0,336,0,SILVER_III,0,16,16416,43,0,55,0,BRONZE_III,0,17,16841,333,0,292,0,BRONZE_III,9,15,13026,115,0,117,0,BRONZE_IV,60,15,14675,126,0,134,0,BRONZE_IV,61,15,14670,105,0,120,0,IRON_I,44,16,14741,46,0,51,0,BRONZE_IV,38,15,13169,65,0,60,0,BRONZE_I,86,13,10586,222,0,226,0,BRONZE_III,29,13,9991,161,0,177,0,BRONZE_III,77,13,10488
75,0,137,0,IRON_IV,7,11,7836,109,0,150,0,IRON_III,28,10,6917,134,0,178,0,BRONZE_IV,0,12,9409,39,0,54,0,BRONZE_IV,0,10,6413,85,0,91,0,BRONZE_III,11,10,6819,121,0,122,0,BRONZE_II,42,12,8876,46,0,51,0,BRONZE_IV,38,11,8346,54,0,54,0,BRONZE_II,14,13,10467,80,0,126,0,BRONZE_IV,13,11,8472,88,0,148,0,IRON_IV,16,10,7039
22,0,45,0,IRON_IV,81,11,8064,45,0,64,0,BRONZE_IV,34,10,6147,70,0,86,0,BRONZE_IV,8,11,8024,23,0,41,0,IRON_I,30,9,6012,271,0,277,0,BRONZE_IV,0,9,5601,501,0,512,0,BRONZE_IV,37,4,1547,225,0,222,0,BRONZE_IV,52,10,6215,213,0,215,0,IRON_III,76,11,8373,194,0,182,0,BRONZE_II,27,9,5233,17,0,26,0,BRONZE_III,42,8,4824
267,0,286,0,BRONZE_IV,23,18,19109,45,0,64,0,BRONZE_IV,34,16,14735,167,0,191,0,IRON_IV,4,17,17708,103,0,98,0,BRONZE_IV,3,15,13129,224,0,213,0,BRONZE_IV,71,14,12323,143,0,131,0,BRONZE_I,21,16,14757,284,0,294,0,IRON_I,48,17,16756,1140,0,1137,0,BRONZE_III,48,15,14201,294,0,309,0,BRONZE_I,28,16,15929,219,0,249,0,IRON_II,12,15,14189
32,0,53,0,IRON_II,48,18,24781,45,0,64,0,BRONZE_IV,34,18,26817,75,0,87,0,BRONZE_IV,26,18,22560,388,0,432,0,IRON_IV,93,18,23131,97,0,165,0,IRON_IV,34,18,19519,163,0,207,0,BRONZE_IV,13,18,24188,255,0,294,0,IRON_II,12,18,21751,336,0,340,0,BRONZE_IV,32,18,26364,374,0,391,0,IRON_II,93,18,23626,422,0,382,0,BRONZE_IV,75,18,18704
