result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,223,213,SILVER_III,28,17,17131,7,9,BRONZE_III,67,15,13969,65,59,SILVER_III,74,17,16777,292,304,SILVER_III,69,15,14198,140,151,SILVER_IV,78,15,13064,388,392,BRONZE_IV,61,17,16926,224,237,SILVER_IV,27,16,16072,141,128,GOLD_II,31,17,18037,21,25,BRONZE_II,75,16,14719,478,450,SILVER_I,53,16,16220
0,23,21,BRONZE_I,70,17,17625,7,9,BRONZE_III,67,15,14478,91,72,GOLD_III,7,15,13923,35,48,BRONZE_III,27,15,14484,40,53,SILVER_IV,16,16,16026,48,52,SILVER_III,24,18,22585,8,8,BRONZE_II,70,16,15065,169,178,SILVER_III,18,18,18694,27,26,SILVER_II,28,18,19556,7,15,BRONZE_I,16,16,16160
0,222,206,SILVER_I,27,14,11537,7,9,BRONZE_III,67,12,9500,70,44,SILVER_IV,67,14,12630,35,50,SILVER_III,42,12,9114,69,71,SILVER_IV,13,12,8735,28,47,BRONZE_IV,12,14,12633,146,139,SILVER_II,51,14,12358,42,49,SILVER_IV,88,15,14244,139,134,SILVER_III,84,15,13310,24,28,SILVER_III,17,14,12163
0,15,16,BRONZE_I,74,14,11684,7,9,BRONZE_III,67,11,7908,20,19,SILVER_I,52,12,9663,20,19,BRONZE_II,0,13,10366,115,126,SILVER_III,26,11,8519,32,40,BRONZE_I,27,13,10767,54,36,GOLD_IV,2,14,12448,80,84,SILVER_II,33,16,16003,73,80,SILVER_II,28,13,11027,126,128,BRONZE_I,81,12,9057
0,134,166,BRONZE_IV,15,12,9888,7,9,BRONZE_III,67,13,10214,20,19,SILVER_I,38,10,6164,20,19,SILVER_I,38,13,11305,5,5,BRONZE_III,25,11,8136,126,128,BRONZE_I,81,10,7154,73,52,PLATINUM_IV,15,14,12673,73,52,PLATINUM_IV,15,15,13484,67,88,SILVER_IV,0,12,8815,58,64,SILVER_IV,68,11,8577
1,103,91,SILVER_I,8,14,12863,7,9,BRONZE_III,67,13,10505,58,57,SILVER_III,71,14,11521,97,81,GOLD_IV,75,13,10294,44,34,SILVER_I,89,12,9532,26,25,SILVER_IV,0,13,10105,133,169,SILVER_IV,58,12,9385,12,18,BRONZE_II,58,13,11235,92,130,BRONZE_III,72,11,7581,1,12,BRONZE_II,0,11,8090
0,68,67,SILVER_III,60,9,6075,5,7,BRONZE_III,97,11,8340,25,26,SILVER_II,19,11,8129,260,273,SILVER_III,29,11,8376,5,7,SILVER_I,1,12,9722,310,303,PLATINUM_I,42,14,12083,50,49,GOLD_IV,30,12,9356,66,67,SILVER_II,25,13,11318,14,12,GOLD_IV,0,10,7165,14,12,GOLD_IV,0,12,9370
1,5,7,SILVER_I,1,14,11502,5,7,BRONZE_III,97,13,10829,68,67,SILVER_III,60,9,5950,25,26,SILVER_II,19,14,12149,260,273,SILVER_III,29,11,8125,260,273,SILVER_III,29,12,9188,180,167,GOLD_II,91,11,8331,180,167,GOLD_II,91,12,9575,180,167,GOLD_II,91,11,7572,180,167,GOLD_II,91,9,5956
1,5,7,SILVER_I,1,15,13072,5,7,BRONZE_III,97,15,13928,68,67,SILVER_III,60,12,8876,25,26,SILVER_II,19,14,12000,260,273,SILVER_III,29,15,14074,14,15,SILVER_II,51,15,13394,14,15,SILVER_II,51,12,9101,14,15,SILVER_II,51,12,9786,34,40,SILVER_I,43,12,8854,8,9,BRONZE_II,92,11,7882
1,58,52,SILVER_I,45,15,13655,5,7,BRONZE_III,97,15,13983,50,50,SILVER_III,66,16,15045,25,26,SILVER_II,19,15,13768,26,21,SILVER_III,34,13,10313,77,76,GOLD_IV,15,14,12746,27,31,SILVER_IV,48,11,8359,7,9,BRONZE_II,67,12,9503,18,30,SILVER_III,78,12,8805,18,30,SILVER_III,78,11,8208
0,25,26,SILVER_II,19,11,7389,5,7,BRONZE_III,97,12,8897,79,81,SILVER_I,7,11,8133,5,12,SILVER_IV,42,10,6591,14,25,SILVER_III,0,9,5329,43,35,SILVER_I,68,14,12020,36,29,SILVER_III,65,12,8753,22,18,SILVER_II,61,12,9130,44,42,SILVER_III,53,11,7320,46,54,SILVER_II,46,9,5564
1,25,26,SILVER_II,19,11,8492,5,7,BRONZE_III,97,11,7427,23,30,SILVER_II,2,10,6778,17,15,SILVER_I,57,9,5273,78,74,BRONZE_I,0,9,5235,48,51,SILVER_III,40,11,7441,16,19,SILVER_III,30,8,4553,16,7,SILVER_II,1,9,5619,53,66,SILVER_II,15,9,5268,35,47,SILVER_II,0,7,3995
0,91,110,SILVER_IV,42,12,9870,5,7,BRONZE_III,97,16,14720,96,118,SILVER_II,21,14,11989,6,6,BRONZE_II,45,14,12071,5,11,BRONZE_III,45,12,9544,89,108,SILVER_IV,14,17,17459,19,18,SILVER_III,65,16,15083,202,186,SILVER_III,75,16,15038,15,24,SILVER_III,24,14,12843,81,94,SILVER_II,19,14,12869
1,105,115,BRONZE_II,13,8,4769,79,110,IRON_II,75,6,2551,37,45,BRONZE_IV,89,9,5895,126,139,BRONZE_II,3,7,3354,493,441,BRONZE_III,87,6,2904,85,79,BRONZE_III,89,9,5487,45,45,BRONZE_III,0,7,3290,121,122,BRONZE_III,90,8,4336,113,152,BRONZE_III,0,7,3441,185,217,BRONZE_IV,19,6,3057
1,317,319,GOLD_IV,0,13,11219,120,119,GOLD_IV,54,16,14850,127,118,SILVER_II,5,15,13648,75,59,PLATINUM_IV,15,15,14460,7,17,BRONZE_III,1,13,10608,15,14,SILVER_I,0,18,18777,154,147,GOLD_IV,0,15,13520,121,122,BRONZE_III,90,15,13331,67,73,BRONZE_II,21,14,12301,317,319,GOLD_IV,0,15,13271
0,183,158,SILVER_II,60,18,23493,60,61,BRONZE_II,0,17,18174,162,155,SILVER_IV,60,18,19180,162,155,SILVER_IV,60,18,21875,70,70,GOLD_I,24,18,19206,36,28,BRONZE_IV,71,18,22367,8,10,BRONZE_III,72,17,18206,15,14,BRONZE_I,17,18,19223,9,16,IRON_I,76,16,14800,9,16,IRON_I,76,16,15128
0,17,16,GOLD_IV,0,18,20507,85,84,GOLD_III,64,18,18374,55,64,SILVER_III,5,17,16686,30,26,BRONZE_I,58,16,15204,9,16,BRONZE_III,78,15,13939,36,28,BRONZE_IV,71,16,15702,8,10,BRONZE_III,72,14,11982,8,10,BRONZE_III,72,17,16636,9,16,IRON_I,76,13,11378,9,16,IRON_I,76,14,11551
0,43,33,BRONZE_III,75,18,19911,24,23,BRONZE_II,38,17,16567,26,21,BRONZE_III,82,18,23321,300,296,SILVER_IV,34,16,16461,298,294,SILVER_IV,33,16,15040,153,134,SILVER_IV,12,18,22897,8,10,BRONZE_III,72,17,17510,631,545,SILVER_III,15,18,20460,89,99,BRONZE_III,63,18,21048,49,64,BRONZE_IV,85,18,19318
0,66,69,SILVER_IV,10,17,17317,32,45,BRONZE_I,37,16,14744,75,69,SILVER_III,69,17,17835,326,350,SILVER_IV,42,16,15357,25,17,BRONZE_I,35,15,14227,21,21,BRONZE_III,5,17,18075,222,172,SILVER_II,14,17,17030,6,9,BRONZE_I,40,15,13920,215,197,BRONZE_I,57,16,15495,106,92,SILVER_II,93,14,12031
0,55,67,SILVER_III,3,17,17924,34,26,BRONZE_I,31,18,18478,14,15,SILVER_IV,19,17,17406,244,251,SILVER_III,67,16,15769,74,92,BRONZE_III,42,17,17303,21,21,BRONZE_III,5,15,14440,6,9,BRONZE_I,40,16,16275,41,36,SILVER_IV,84,17,17763,78,78,SILVER_IV,0,16,15617,11,16,BRONZE_II,54,14,12742
0,25,36,SILVER_IV,22,17,17516,88,95,SILVER_IV,20,15,14098,42,41,SILVER_II,65,18,20314,38,33,SILVER_III,25,15,13743,37,31,SILVER_III,17,15,13575,21,21,BRONZE_III,5,17,17632,6,9,BRONZE_I,40,17,16957,55,57,SILVER_IV,0,16,15240,48,56,SILVER_IV,1,16,15322,9,15,BRONZE_III,73,15,13103
0,15,14,SILVER_IV,1,15,13791,75,64,SILVER_I,35,11,8043,75,64,SILVER_I,35,16,15017,113,105,SILVER_IV,0,15,13133,56,53,SILVER_II,28,14,12013,21,21,BRONZE_III,5,14,12086,6,9,BRONZE_I,40,15,13060,11,11,BRONZE_II,49,15,13191,20,31,SILVER_IV,0,13,10952,82,85,SILVER_IV,75,11,7745
1,34,38,SILVER_III,67,17,17841,8,6,BRONZE_II,11,18,18709,102,112,BRONZE_I,20,17,17005,19,22,BRONZE_III,91,16,15031,10,12,SILVER_I,24,15,14268,21,21,BRONZE_III,5,17,18318,6,9,BRONZE_I,40,18,20276,28,43,BRONZE_II,60,16,16017,20,31,SILVER_IV,0,18,19510,82,85,SILVER_IV,75,16,15748
1,59,69,BRONZE_II,75,10,6272,37,38,SILVER_IV,17,9,5286,129,145,SILVER_IV,13,11,7404,61,69,BRONZE_III,44,8,4779,52,49,BRONZE_I,10,7,3615,21,21,BRONZE_III,5,10,7028,6,9,BRONZE_I,40,11,8448,398,416,BRONZE_II,56,10,7034,99,88,SILVER_IV,0,8,4825,63,74,IRON_II,50,9,5438
0,26,42,BRONZE_I,100,17,17136,415,413,BRONZE_III,18,16,15706,57,66,SILVER_IV,16,18,18531,8,5,SILVER_IV,21,16,14932,9,13,BRONZE_I,27,14,12374,21,21,BRONZE_III,5,16,15409,6,9,BRONZE_I,40,16,16250,86,96,SILVER_III,43,16,14957,78,76,SILVER_I,0,14,12490,70,71,SILVER_IV,48,14,12514
1,82,117,BRONZE_III,77,17,18256,104,110,BRONZE_II,75,14,12649,48,51,BRONZE_III,13,16,15139,48,54,BRONZE_III,53,14,11655,41,38,BRONZE_IV,62,13,10420,62,74,BRONZE_IV,1,14,11988,47,53,BRONZE_II,5,14,12262,18,13,BRONZE_III,1,15,13342,189,210,BRONZE_IV,0,14,11793,126,166,BRONZE_IV,21,12,9150
1,82,117,BRONZE_III,77,12,9914,341,329,BRONZE_II,24,15,14316,24,31,BRONZE_III,84,15,13489,593,609,BRONZE_II,4,15,13371,90,75,BRONZE_I,13,13,11088,19,32,BRONZE_II,12,14,11568,128,162,BRONZE_IV,18,13,10717,35,56,BRONZE_IV,75,13,10224,25,36,BRONZE_II,19,14,11598,25,38,BRONZE_III,4,12,9794
1,242,347,IRON_IV,38,17,17002,179,190,BRONZE_III,20,14,12014,43,48,BRONZE_III,36,14,12293,120,113,IRON_I,87,15,13607,115,129,BRONZE_III,43,13,10794,158,166,BRONZE_IV,30,17,17456,185,176,BRONZE_III,61,15,14534,126,154,BRONZE_IV,11,14,11842,154,185,BRONZE_IV,43,12,9661,121,129,IRON_II,76,12,9275
1,154,169,BRONZE_IV,75,9,5166,179,190,BRONZE_III,20,7,3449,292,281,BRONZE_IV,72,8,4189,78,108,BRONZE_IV,45,6,2881,95,126,BRONZE_IV,25,6,2937,32,35,BRONZE_IV,83,9,5144,289,306,IRON_II,22,1,0,32,32,IRON_I,51,7,3748,72,92,BRONZE_IV,18,7,3699,1,25,BRONZE_IV,0,4,1604
1,526,554,IRON_III,8,18,19944,179,190,BRONZE_III,20,18,21671,20,41,IRON_I,85,18,19819,53,60,BRONZE_IV,89,17,17079,193,207,IRON_III,33,18,18538,63,65,IRON_I,73,18,19435,44,76,BRONZE_IV,0,17,18160,622,629,IRON_III,66,17,17434,289,306,IRON_II,22,17,16519,352,398,IRON_III,64,15,14104
1,464,478,BRONZE_IV,0,16,14883,179,190,BRONZE_III,20,18,18593,347,350,IRON_I,38,15,13964,78,91,BRONZE_IV,55,16,15577,256,256,IRON_I,17,16,15434,19,35,BRONZE_IV,60,17,18315,257,271,IRON_II,61,16,15849,164,153,IRON_II,74,15,14193,20,32,IRON_II,21,15,14398,90,100,SILVER_IV,0,14,11511
1,294,334,IRON_IV,45,17,16696,179,190,BRONZE_III,20,18,28691,97,109,IRON_I,100,18,19189,109,124,IRON_I,30,18,18685,245,222,BRONZE_IV,14,18,19003,1,15,IRON_I,3,18,21205,3,11,IRON_II,65,18,24106,15,41,IRON_I,56,18,21312,17,46,IRON_III,75,18,21686,28,39,BRONZE_IV,0,17,17466
1,140,132,BRONZE_IV,53,14,11645,179,190,BRONZE_III,20,13,10776,104,110,BRONZE_III,7,15,13545,328,341,BRONZE_III,1,12,9084,337,348,BRONZE_IV,1,11,8491,9,21,BRONZE_IV,57,13,10622,19,22,IRON_II,4,12,9321,197,210,IRON_II,42,12,9306,62,85,BRONZE_IV,49,12,9291,374,338,BRONZE_IV,55,11,8402
1,70,78,BRONZE_IV,75,18,19869,179,190,BRONZE_III,20,18,19324,194,247,IRON_III,38,15,13229,197,185,BRONZE_IV,9,18,21702,32,73,IRON_IV,50,15,14000,86,107,IRON_II,0,17,17784,2,36,IRON_IV,26,17,16784,116,137,BRONZE_IV,0,16,16392,48,56,BRONZE_IV,15,16,14969,151,184,IRON_III,27,15,13651
0,32,73,IRON_IV,50,13,10054,6,6,BRONZE_III,53,10,7139,10,19,BRONZE_II,61,12,9209,6,9,BRONZE_IV,31,11,8523,13,8,BRONZE_II,50,11,7788,43,40,SILVER_IV,92,14,11737,21,38,BRONZE_III,46,11,7824,21,38,BRONZE_III,46,15,13567,22,28,BRONZE_I,24,10,6967,102,103,SILVER_IV,0,10,6567
0,102,116,SILVER_I,12,15,13550,6,6,BRONZE_III,53,12,9876,25,21,GOLD_IV,0,14,11688,99,74,SILVER_IV,26,14,12090,59,55,SILVER_II,31,12,9802,34,35,SILVER_I,100,15,13933,6,6,BRONZE_III,59,14,11844,14,20,SILVER_III,23,15,14032,55,37,GOLD_IV,48,13,10981,72,76,SILVER_III,96,13,10701
0,261,295,BRONZE_IV,0,14,12827,7,20,BRONZE_IV,0,12,8658,10,12,BRONZE_III,76,13,10820,9,16,BRONZE_IV,28,12,8851,11,20,BRONZE_III,97,11,8335,31,42,BRONZE_III,63,15,13064,20,33,BRONZE_IV,57,14,12009,15,13,BRONZE_II,52,15,13710,78,75,BRONZE_I,100,13,11232,23,35,BRONZE_IV,71,13,10149
0,33,38,SILVER_IV,0,17,17035,24,30,BRONZE_II,4,14,12856,10,12,BRONZE_III,76,13,11155,61,81,SILVER_III,45,14,11973,293,310,SILVER_IV,0,14,11947,163,155,SILVER_I,100,17,17329,112,125,SILVER_IV,5,16,16115,201,215,BRONZE_I,20,17,16702,52,47,SILVER_IV,79,18,18460,89,65,SILVER_IV,8,15,14653
1,1369,1375,SILVER_IV,75,17,16596,177,145,GOLD_I,18,16,15276,10,12,BRONZE_III,76,15,14652,75,73,SILVER_IV,25,15,13737,95,84,SILVER_IV,75,14,12356,60,56,SILVER_IV,77,14,12537,209,208,SILVER_III,40,15,13416,403,407,SILVER_III,0,16,15180,494,491,SILVER_III,31,14,11547,44,39,SILVER_III,1,13,10561
0,9,11,BRONZE_III,73,13,10049,18,32,BRONZE_II,52,14,12335,10,12,BRONZE_III,76,15,13137,77,88,BRONZE_II,68,12,9360,57,58,BRONZE_III,32,12,9451,774,730,SILVER_III,78,17,16683,31,27,BRONZE_II,0,14,11925,354,359,SILVER_IV,75,15,14378,17,26,BRONZE_I,26,14,11869,658,657,SILVER_II,15,13,11076
1,45,51,BRONZE_II,48,18,23139,111,99,SILVER_IV,75,18,22924,10,12,BRONZE_III,76,16,15241,95,91,BRONZE_I,19,16,14972,160,138,SILVER_III,0,15,13985,22,25,BRONZE_II,74,17,18213,39,44,BRONZE_III,27,16,15671,151,161,BRONZE_I,25,16,15146,109,126,IRON_I,34,15,14021,86,84,SILVER_III,0,16,15377
0,156,138,SILVER_IV,0,18,19382,89,83,SILVER_III,5,17,17267,10,12,BRONZE_III,76,15,13403,235,228,SILVER_IV,4,16,15820,220,227,SILVER_IV,18,15,14305,198,206,SILVER_IV,37,18,18526,96,101,SILVER_IV,14,17,17666,273,268,BRONZE_II,98,18,18367,251,244,SILVER_III,41,17,17427,186,228,SILVER_IV,0,15,13980
0,241,227,BRONZE_I,9,13,10054,18,20,BRONZE_I,80,13,10857,10,12,BRONZE_III,76,13,11219,60,54,SILVER_IV,1,12,9792,49,60,BRONZE_III,40,11,8306,39,42,BRONZE_II,62,16,14928,143,145,BRONZE_IV,75,14,12017,11,7,SILVER_IV,46,15,14490,11,7,SILVER_IV,46,13,10313,198,161,SILVER_IV,0,12,9496
0,45,66,SILVER_IV,5,18,19115,60,63,SILVER_I,10,18,19537,59,50,GOLD_IV,94,18,24327,26,29,SILVER_I,18,17,17102,8,11,BRONZE_III,54,17,17536,6,4,BRONZE_I,65,18,21145,37,46,SILVER_III,4,17,18336,40,37,GOLD_IV,13,18,22660,195,186,GOLD_III,44,18,20253,82,69,GOLD_III,60,18,21461
1,12,8,SILVER_II,0,9,5903,25,29,SILVER_IV,76,8,4434,16,23,BRONZE_I,34,7,3975,26,29,SILVER_I,18,7,3569,8,11,BRONZE_III,54,6,3072,14,20,SILVER_IV,18,8,4201,6,9,SILVER_IV,16,3,800,47,59,SILVER_II,16,9,5482,6,9,SILVER_II,15,6,2417,13,7,BRONZE_I,0,5,1752
1,72,75,BRONZE_I,56,14,11732,74,98,SILVER_IV,0,12,9799,131,144,SILVER_IV,31,15,13606,437,388,GOLD_IV,0,13,11432,107,114,SILVER_IV,43,12,8707,346,337,SILVER_IV,47,17,16862,69,60,SILVER_II,52,15,14037,9,14,BRONZE_III,79,15,14631,132,140,SILVER_IV,0,13,11396,190,250,SILVER_IV,8,13,10308
0,211,197,GOLD_IV,1,12,9861,157,147,SILVER_IV,15,11,8084,176,161,GOLD_IV,55,13,10410,98,94,GOLD_IV,39,12,8944,98,94,GOLD_IV,39,10,6816,32,24,SILVER_IV,47,11,8003,69,60,SILVER_II,52,10,6552,9,14,BRONZE_III,79,10,6314,54,63,BRONZE_II,9,10,7076,20,15,SILVER_IV,78,9,5366
0,252,283,BRONZE_II,35,18,18873,15,17,SILVER_II,51,17,17571,81,69,SILVER_IV,0,18,19611,65,92,BRONZE_II,2,17,17072,35,31,SILVER_III,36,17,17029,216,210,SILVER_II,29,17,17430,83,78,SILVER_IV,0,16,15248,9,14,BRONZE_III,79,15,14300,90,83,SILVER_IV,15,16,15647,20,15,SILVER_IV,78,15,14080
0,344,367,SILVER_IV,12,17,17570,344,367,SILVER_IV,12,18,21136,20,18,SILVER_IV,58,18,18484,75,60,SILVER_III,60,16,15430,11,11,BRONZE_I,27,16,15014,202,181,BRONZE_I,58,16,15010,20,15,SILVER_IV,78,15,13678,9,14,BRONZE_III,79,17,16901,100,122,BRONZE_IV,0,16,16091,70,65,SILVER_III,84,15,13721
0,56,60,SILVER_III,16,18,24744,40,43,BRONZE_I,46,18,23018,727,720,SILVER_IV,87,17,16849,26,20,SILVER_IV,17,18,20687,11,8,BRONZE_II,4,18,19643,91,72,SILVER_III,10,18,18586,59,60,SILVER_IV,46,17,17588,9,14,BRONZE_III,79,16,16291,258,244,SILVER_IV,29,17,17942,54,63,BRONZE_II,9,18,18443
1,392,370,SILVER_III,16,13,10105,30,45,BRONZE_III,5,11,8170,61,76,BRONZE_IV,68,9,6088,167,146,GOLD_IV,12,13,11317,209,199,BRONZE_I,73,12,9150,193,180,SILVER_III,37,13,11383,306,265,SILVER_II,54,13,10218,9,14,BRONZE_III,79,11,7359,152,130,SILVER_IV,77,14,12807,54,63,BRONZE_II,9,11,8337
0,367,338,SILVER_II,82,13,11099,446,433,SILVER_IV,11,12,8915,97,89,BRONZE_I,43,12,9284,133,128,SILVER_IV,2,12,8855,59,52,SILVER_IV,55,11,7758,10,19,BRONZE_III,55,11,8013,12,7,BRONZE_I,47,12,8608,9,14,BRONZE_III,79,10,6671,12,9,BRONZE_IV,72,11,7509,54,63,BRONZE_II,9,10,6691
1,36,32,SILVER_IV,60,18,19507,76,86,SILVER_IV,14,17,17313,220,246,SILVER_II,56,17,17609,87,88,BRONZE_I,60,16,16333,184,170,BRONZE_III,32,15,13625,173,187,SILVER_IV,43,16,16021,289,279,SILVER_IV,12,15,14044,89,110,SILVER_IV,52,15,14546,271,269,SILVER_IV,67,15,14375,272,270,BRONZE_II,90,15,14655
1,12,10,BRONZE_I,36,18,18907,18,4,BRONZE_I,100,18,22125,18,4,SILVER_I,88,15,14511,485,504,BRONZE_IV,2,14,11974,184,170,BRONZE_III,32,15,14525,22,23,BRONZE_I,48,17,16729,103,97,BRONZE_I,75,14,12903,158,193,IRON_III,40,13,10502,45,51,BRONZE_I,14,13,11028,7,15,IRON_I,65,13,10180
0,12,18,BRONZE_III,53,15,14453,12,18,BRONZE_III,53,15,13370,12,18,BRONZE_III,53,16,15491,88,104,BRONZE_IV,46,14,11620,8,7,BRONZE_IV,82,14,12381,52,60,BRONZE_II,69,18,19967,48,34,BRONZE_III,59,17,16564,48,34,BRONZE_III,59,14,11769,11,8,BRONZE_II,46,17,17436,193,191,BRONZE_I,53,15,13918
1,12,18,BRONZE_III,53,11,7648,72,66,SILVER_IV,75,11,7362,70,78,SILVER_IV,57,11,7806,314,260,SILVER_IV,21,13,10815,30,37,BRONZE_IV,88,10,6374,403,395,SILVER_IV,0,12,9648,314,351,SILVER_IV,0,10,7130,84,106,SILVER_IV,15,10,6952,25,23,BRONZE_II,54,9,5883,360,343,BRONZE_I,17,8,4260
0,12,18,BRONZE_III,53,15,13314,17,20,BRONZE_II,50,14,12241,17,20,BRONZE_II,50,15,14587,55,70,BRONZE_III,46,12,8861,3,20,BRONZE_IV,67,11,7499,7,7,BRONZE_II,72,14,12210,242,223,BRONZE_IV,66,16,15230,6,6,BRONZE_IV,57,14,12684,196,223,BRONZE_I,15,14,12176,8,10,BRONZE_II,51,14,11556
1,12,18,BRONZE_III,53,16,14736,227,214,SILVER_IV,67,17,17990,5,7,BRONZE_IV,0,17,17818,85,112,BRONZE_II,61,16,16420,43,52,BRONZE_III,75,15,13856,57,80,BRONZE_IV,0,16,15497,54,64,SILVER_IV,0,16,16056,25,30,SILVER_IV,0,18,19206,36,46,BRONZE_I,73,15,13057,18,25,BRONZE_IV,21,13,11328
1,12,18,BRONZE_III,53,14,12873,14,14,SILVER_II,59,16,15060,8,4,SILVER_IV,1,14,12885,17,17,SILVER_IV,0,15,13548,202,196,SILVER_I,13,12,9108,274,265,SILVER_II,42,15,13737,309,336,SILVER_II,46,14,11980,127,120,SILVER_II,42,14,12934,66,56,SILVER_III,21,14,11659,108,109,SILVER_III,60,12,8840
1,12,18,BRONZE_III,53,11,8027,14,14,SILVER_II,59,13,11007,56,53,SILVER_III,1,12,9589,24,24,SILVER_IV,78,11,7453,22,26,SILVER_III,56,8,4607,22,27,SILVER_II,0,11,8364,16,24,BRONZE_I,0,9,5627,14,16,BRONZE_I,90,12,8663,14,16,BRONZE_I,90,9,5230,75,90,SILVER_IV,0,9,5521
1,12,18,BRONZE_III,53,15,13144,18,25,BRONZE_III,19,16,15285,185,207,BRONZE_IV,54,16,15424,23,36,BRONZE_III,9,13,11248,2,20,IRON_I,75,11,7591,47,68,BRONZE_III,3,14,12055,290,287,BRONZE_III,18,14,11815,10,15,IRON_I,47,12,9207,23,26,BRONZE_II,0,13,10759,23,26,BRONZE_II,0,12,8769
1,49,56,SILVER_IV,34,18,21829,49,56,SILVER_IV,34,18,20262,19,12,SILVER_IV,5,18,28538,19,12,SILVER_IV,5,18,22129,36,39,BRONZE_III,60,18,19684,142,140,SILVER_II,18,18,26158,12,17,BRONZE_II,68,18,21688,16,11,BRONZE_I,32,18,22933,16,11,BRONZE_I,32,18,19454,118,112,SILVER_II,34,17,16608
0,355,398,BRONZE_IV,33,15,13884,108,116,BRONZE_II,49,15,13171,90,106,BRONZE_II,28,14,11713,227,210,BRONZE_II,61,12,8675,36,39,BRONZE_III,60,13,11113,48,73,BRONZE_IV,0,16,15518,83,84,BRONZE_II,6,15,14345,111,121,BRONZE_II,5,15,13839,52,59,BRONZE_II,62,15,14633,70,73,BRONZE_II,7,14,12472
1,13,17,BRONZE_II,80,14,12823,13,17,BRONZE_II,80,14,11507,35,29,BRONZE_IV,23,15,13720,14,12,BRONZE_I,100,13,10438,141,129,SILVER_III,31,12,9663,22,16,BRONZE_III,98,16,15540,6,10,BRONZE_III,83,15,14237,262,187,SILVER_IV,21,17,17019,513,474,SILVER_IV,89,14,11481,312,318,SILVER_IV,0,14,11681
1,17,25,BRONZE_II,30,10,6694,11,20,BRONZE_III,13,9,5695,19,19,BRONZE_I,0,7,3319,4,19,BRONZE_IV,13,9,5442,70,79,BRONZE_III,6,9,5062,53,64,BRONZE_II,6,10,7044,6,10,BRONZE_III,83,8,4952,21,17,SILVER_IV,3,11,7788,16,24,BRONZE_II,54,9,5474,15,12,BRONZE_II,32,8,4369
0,12,20,BRONZE_II,34,18,21434,80,92,BRONZE_III,10,16,15628,6,13,BRONZE_III,66,17,16880,21,24,BRONZE_I,46,15,14093,6,7,BRONZE_III,29,15,14296,24,34,BRONZE_III,75,16,16298,6,10,BRONZE_III,83,15,13288,8,12,BRONZE_IV,70,17,17602,11,13,BRONZE_IV,88,15,13158,275,293,BRONZE_III,45,15,13693
0,9,6,BRONZE_II,25,15,14483,68,73,BRONZE_I,3,16,15444,20,21,BRONZE_I,47,14,12876,26,22,BRONZE_I,62,14,12514,13,13,BRONZE_I,30,14,12252,6,12,BRONZE_III,42,13,10751,6,10,BRONZE_III,83,15,14049,14,17,BRONZE_III,93,15,13987,81,86,BRONZE_III,44,13,10763,18,16,BRONZE_I,66,13,10783
1,182,177,BRONZE_III,92,16,16250,182,177,BRONZE_III,92,14,12304,298,308,BRONZE_I,59,16,16325,65,70,BRONZE_III,50,15,14289,77,82,BRONZE_III,35,14,12058,51,61,BRONZE_IV,14,16,16071,6,10,BRONZE_III,83,12,8951,60,60,BRONZE_II,36,17,17928,389,329,SILVER_III,40,18,21475,317,323,SILVER_IV,0,15,13853
1,45,35,SILVER_IV,30,9,6097,16,29,BRONZE_II,42,9,5492,7,26,BRONZE_III,10,8,4925,10,23,BRONZE_IV,58,7,3851,50,56,BRONZE_II,0,8,4484,61,79,IRON_I,14,9,5074,6,10,BRONZE_III,83,8,4583,19,31,BRONZE_III,70,9,6002,8,3,SILVER_III,31,11,7558,27,44,BRONZE_II,35,10,6900
0,37,60,IRON_I,30,14,11590,12,15,BRONZE_I,24,13,10399,371,321,SILVER_II,9,16,14995,89,94,SILVER_IV,35,13,10518,145,152,SILVER_III,89,11,7984,12,27,BRONZE_IV,5,13,10390,6,10,BRONZE_III,83,10,6949,52,68,BRONZE_III,0,12,9864,211,234,BRONZE_II,75,11,8553,5,9,BRONZE_II,67,11,8136
