main_player_win,main_player_miniseries_wins,main_player_losses,main_player_miniseries_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_miniseries_wins,ally_0_losses,ally_0_miniseries_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_miniseries_wins,ally_1_losses,ally_1_miniseries_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_miniseries_wins,ally_2_losses,ally_2_miniseries_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_miniseries_wins,ally_3_losses,ally_3_miniseries_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_miniseries_wins,rival_0_losses,rival_0_miniseries_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_miniseries_wins,rival_1_losses,rival_1_miniseries_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_miniseries_wins,rival_2_losses,rival_2_miniseries_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_miniseries_wins,rival_3_losses,rival_3_miniseries_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_miniseries_wins,rival_4_losses,rival_4_miniseries_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
532,0,524,0,PLATINUM_III,20,15,13501,191,0,187,0,PLATINUM_II,43,14,12244,167,0,173,0,GOLD_IV,29,12,8988,75,0,87,0,GOLD_III,50,13,10270,88,0,94,0,GOLD_III,41,12,9449,54,0,61,0,PLATINUM_IV,21,12,9785,54,0,61,0,PLATINUM_IV,21,16,15700,11,0,11,0,SILVER_II,33,14,12003,101,0,112,0,DIAMOND_II,2,15,14560,6,0,9,0,SILVER_IV,20,12,9471
129,0,140,0,DIAMOND_I,12,12,8837,122,0,92,0,DIAMOND_II,99,12,9377,141,0,143,0,DIAMOND_I,70,11,7854,762,0,777,0,DIAMOND_I,59,11,8034,150,0,154,0,MASTER_I,30,10,6322,51,0,45,0,DIAMOND_I,86,11,7836,98,0,107,0,DIAMOND_I,49,9,6011,62,0,60,0,DIAMOND_II,59,10,6499,131,0,115,0,DIAMOND_I,16,8,4800,81,0,55,0,DIAMOND_III,18,8,4684
158,0,141,0,MASTER_I,1,18,20485,18,0,19,0,DIAMOND_II,0,18,22084,725,0,708,0,MASTER_I,38,18,19545,160,0,117,0,DIAMOND_I,63,16,14990,87,0,77,0,MASTER_I,2,15,13332,401,0,405,0,MASTER_I,2,15,13632,110,0,121,0,DIAMOND_I,54,17,18241,62,0,60,0,DIAMOND_II,59,16,15678,207,0,182,0,DIAMOND_I,7,16,16266,19,0,17,0,DIAMOND_II,67,15,13157
186,0,168,0,DIAMOND_II,75,12,9650,475,0,477,0,DIAMOND_I,11,12,8696,326,0,301,0,DIAMOND_II,79,11,8406,92,0,59,0,DIAMOND_I,6,12,8711,177,0,140,0,DIAMOND_I,66,11,8132,49,0,28,0,DIAMOND_I,12,10,6999,151,0,178,0,DIAMOND_II,43,12,9463,62,0,60,0,DIAMOND_II,59,12,9199,651,0,623,0,DIAMOND_I,72,10,6398,1125,0,1095,0,MASTER_I,1,9,5802
66,0,69,0,DIAMOND_II,79,16,15238,422,0,418,0,DIAMOND_I,5,13,11000,157,0,134,0,DIAMOND_II,58,13,10465,160,0,159,0,DIAMOND_IV,64,13,10280,1089,0,1047,0,DIAMOND_II,78,11,7389,210,0,207,0,DIAMOND_III,65,16,15313,329,0,337,0,DIAMOND_III,67,15,13392,62,0,60,0,DIAMOND_II,59,13,10575,199,0,157,0,MASTER_I,1,17,18288,491,0,490,0,DIAMOND_I,39,14,12862
657,0,614,0,DIAMOND_II,87,17,16510,108,0,131,0,DIAMOND_II,62,17,17570,157,0,166,0,DIAMOND_I,0,16,15491,169,0,174,0,DIAMOND_II,44,15,13552,258,0,241,0,MASTER_I,40,15,13173,201,0,226,0,DIAMOND_II,62,14,12672,512,0,500,0,DIAMOND_III,67,15,14654,453,0,411,0,DIAMOND_II,75,15,13685,131,0,137,0,DIAMOND_II,5,14,12256,201,0,206,0,DIAMOND_I,1,12,8810
657,0,614,0,DIAMOND_II,87,17,18123,191,0,198,0,PLATINUM_II,5,16,15421,11,0,10,0,GOLD_I,62,17,17167,249,0,222,0,PLATINUM_IV,0,16,16198,262,0,222,0,DIAMOND_III,25,16,14967,36,0,38,0,SILVER_I,99,17,18070,44,0,53,0,PLATINUM_II,75,18,18502,112,0,94,0,DIAMOND_I,82,17,17941,5,0,6,0,GOLD_I,14,17,17028,90,0,90,0,DIAMOND_I,35,14,12894
657,0,614,0,DIAMOND_II,87,17,18029,191,0,198,0,PLATINUM_II,5,15,13638,11,0,10,0,GOLD_I,62,15,13140,249,0,222,0,PLATINUM_IV,0,14,11518,126,0,133,0,SILVER_IV,35,13,10327,24,0,32,0,SILVER_II,98,16,15895,42,0,34,0,GOLD_I,29,17,17812,189,0,187,0,GOLD_II,47,17,16888,15,0,14,0,PLATINUM_II,11,18,19216,52,0,50,0,SILVER_I,15,15,13038
657,0,614,0,DIAMOND_II,87,18,20321,191,0,198,0,PLATINUM_II,5,18,18389,11,0,10,0,GOLD_I,62,18,18956,249,0,222,0,PLATINUM_IV,0,17,17492,126,0,133,0,SILVER_IV,35,15,14611,41,0,33,0,PLATINUM_I,78,18,18984,141,0,140,0,GOLD_II,43,17,16659,221,0,204,0,PLATINUM_IV,0,17,17974,55,0,69,0,PLATINUM_IV,1,16,16154,18,0,15,0,SILVER_III,90,15,14001
657,0,614,0,DIAMOND_II,87,14,11478,191,0,198,0,PLATINUM_II,5,14,12209,11,0,10,0,GOLD_I,62,15,14379,249,0,222,0,PLATINUM_IV,0,14,11593,126,0,133,0,SILVER_IV,35,13,10221,72,0,52,0,DIAMOND_I,81,18,19757,190,0,208,0,PLATINUM_IV,14,15,13865,38,0,50,0,GOLD_I,42,14,12590,218,0,206,0,GOLD_III,0,15,13608,39,0,52,0,GOLD_IV,68,12,9620
59,0,58,0,DIAMOND_I,0,17,16634,122,0,92,0,DIAMOND_II,99,16,15508,198,0,186,0,DIAMOND_I,27,16,16106,82,0,95,0,DIAMOND_I,2,15,14249,159,0,156,0,DIAMOND_I,0,14,12406,463,0,422,0,DIAMOND_I,18,16,16294,134,0,116,0,DIAMOND_II,31,14,13009,331,0,336,0,DIAMOND_II,47,15,14207,280,0,304,0,DIAMOND_III,43,16,15119,112,0,77,0,DIAMOND_I,18,14,12055
112,0,77,0,DIAMOND_I,18,12,8811,112,0,77,0,DIAMOND_I,18,10,7036,61,0,46,0,PLATINUM_III,43,11,8531,147,0,158,0,PLATINUM_II,0,11,8218,141,0,128,0,PLATINUM_I,78,10,6370,368,0,355,0,MASTER_I,272,10,7007,134,0,116,0,DIAMOND_II,31,9,5880,134,0,116,0,DIAMOND_II,31,11,7751,72,0,87,0,PLATINUM_III,66,9,5923,72,0,87,0,PLATINUM_III,66,8,4234
250,0,237,0,MASTER_I,312,14,12169,603,0,590,0,MASTER_I,284,13,11003,684,0,672,0,DIAMOND_I,75,14,12777,348,0,306,0,MASTER_I,293,12,9410,75,0,74,0,DIAMOND_II,75,10,6253,67,0,51,0,MASTER_I,243,12,9236,70,0,56,0,DIAMOND_II,75,13,10263,107,0,91,0,MASTER_I,216,12,9527,259,0,241,0,MASTER_I,228,11,7760,153,0,155,0,MASTER_I,143,10,6147
390,0,377,0,MASTER_I,364,15,13690,166,0,174,0,MASTER_I,105,13,10510,684,0,672,0,DIAMOND_I,75,14,12248,757,0,727,0,GRANDMASTER_I,511,12,9405,27,0,14,0,DIAMOND_I,100,11,7498,99,0,85,0,DIAMOND_I,75,13,10405,70,0,56,0,DIAMOND_II,75,13,10367,533,0,534,0,DIAMOND_I,75,11,7926,348,0,306,0,MASTER_I,293,11,7891,287,0,284,0,MASTER_I,210,10,7027
