result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience
0,46,75,BRONZE_IV,21,11,8329,81,108,BRONZE_IV,13,10,6682,422,420,BRONZE_IV,75,12,8967,12,25,IRON_III,53,10,7145,197,204,BRONZE_IV,36,9,5989,153,146,BRONZE_II,53,14,11982,157,172,BRONZE_IV,25,12,9809,44,44,IRON_II,57,13,11205,94,117,IRON_III,68,12,9378,34,54,BRONZE_IV,9,11,8037
1,279,300,BRONZE_IV,28,16,15204,105,118,BRONZE_IV,0,16,16039,215,222,BRONZE_IV,55,14,12729,12,25,IRON_III,53,12,9604,197,204,BRONZE_IV,36,13,10089,96,109,BRONZE_IV,14,14,12052,166,196,IRON_IV,0,12,8649,252,243,BRONZE_IV,0,14,12554,120,122,IRON_II,18,12,8692,7,10,IRON_I,2,12,9764
0,95,105,IRON_I,0,10,7201,314,324,BRONZE_IV,0,10,7189,197,204,BRONZE_IV,36,9,5079,12,25,IRON_III,53,10,6574,22,69,IRON_IV,30,7,3315,186,216,BRONZE_IV,0,13,10300,49,60,IRON_II,93,10,6629,187,201,IRON_III,42,10,7142,108,141,BRONZE_IV,58,12,8710,70,94,IRON_II,3,9,5856
0,304,287,BRONZE_II,10,11,8550,304,325,BRONZE_III,75,13,10742,304,325,BRONZE_III,75,10,7287,12,25,IRON_III,53,11,8488,273,290,BRONZE_II,20,11,7862,59,59,IRON_I,82,14,12658,99,125,BRONZE_III,0,12,9072,60,59,BRONZE_III,65,14,11476,288,299,BRONZE_III,4,11,8029,35,21,BRONZE_III,44,12,9071
1,29,45,BRONZE_IV,43,18,20849,306,327,IRON_IV,1,17,17139,197,204,BRONZE_IV,36,16,16418,12,25,IRON_III,53,16,16062,23,69,IRON_IV,0,12,9829,447,425,BRONZE_IV,42,17,16974,1,51,IRON_IV,0,16,15820,8,51,IRON_III,0,16,15252,237,280,IRON_II,21,15,13425,17,19,IRON_II,75,15,13117
0,112,136,IRON_III,60,15,13511,8,14,IRON_I,10,17,16577,401,431,IRON_II,81,15,14141,283,250,BRONZE_III,75,15,13774,881,1010,IRON_IV,71,14,12826,522,579,IRON_I,4,15,14205,233,262,IRON_I,4,14,11660,162,147,IRON_II,65,14,11962,102,113,IRON_III,0,12,9819,8,23,IRON_I,7,13,9987
0,253,265,BRONZE_IV,62,17,18248,200,222,BRONZE_IV,89,18,20027,509,507,BRONZE_IV,75,16,15704,119,130,BRONZE_III,39,17,16826,217,217,IRON_IV,56,16,16312,15,39,IRON_IV,34,16,16039,15,19,IRON_I,100,15,13419,31,51,IRON_IV,45,15,14475,102,113,IRON_III,0,16,15880,147,180,BRONZE_IV,0,14,12531
1,86,114,BRONZE_IV,6,16,15832,50,72,IRON_III,50,9,5215,297,282,BRONZE_IV,88,15,14171,5,6,IRON_I,76,15,13264,15,53,IRON_IV,0,10,6133,231,222,BRONZE_III,64,15,14321,800,812,BRONZE_IV,0,15,14349,703,785,IRON_IV,20,14,11676,102,113,IRON_III,0,14,12596,802,843,IRON_II,14,12,8755
1,6,19,BRONZE_II,60,18,23328,14,17,BRONZE_II,45,17,17979,36,40,BRONZE_II,0,18,21335,168,199,SILVER_IV,0,18,21086,183,230,IRON_II,52,16,16189,122,122,SILVER_III,6,18,22623,241,268,BRONZE_II,59,18,23685,325,281,SILVER_III,18,18,24186,102,113,IRON_III,0,18,20890,28,32,SILVER_IV,1,18,19570
1,55,48,BRONZE_IV,65,14,12089,55,48,BRONZE_IV,65,13,10387,211,221,BRONZE_IV,75,16,15535,264,272,IRON_II,39,15,13259,223,199,BRONZE_II,40,15,13279,776,776,BRONZE_III,0,15,14597,243,287,IRON_I,0,16,16161,350,354,BRONZE_III,77,16,14875,102,113,IRON_III,0,15,13194,75,84,BRONZE_IV,62,14,12367
0,136,128,BRONZE_II,0,12,9951,171,178,BRONZE_IV,66,14,11932,450,490,BRONZE_IV,67,12,8871,251,234,BRONZE_II,12,12,9308,101,125,BRONZE_IV,83,11,8063,391,304,SILVER_I,15,12,9032,165,153,BRONZE_IV,66,10,7207,199,213,BRONZE_IV,0,10,6900,102,113,IRON_III,0,11,7802,305,267,BRONZE_III,75,11,7698
0,220,250,BRONZE_IV,61,16,16098,137,112,BRONZE_II,64,14,11727,294,286,BRONZE_III,81,14,11759,47,49,IRON_II,78,14,11605,153,151,BRONZE_III,0,13,11136,203,208,BRONZE_IV,44,12,9855,184,205,BRONZE_IV,0,12,9006,333,327,BRONZE_II,5,13,11016,102,113,IRON_III,0,12,9231,39,58,BRONZE_IV,0,12,8889
1,90,75,BRONZE_III,14,14,11838,48,74,BRONZE_IV,0,11,7440,17,29,IRON_II,0,14,12437,107,131,IRON_II,17,11,8522,179,280,IRON_IV,54,7,3312,31,33,IRON_III,88,13,10216,20,30,BRONZE_III,34,14,12708,153,191,BRONZE_IV,1,13,10187,62,96,IRON_III,97,13,11160,99,101,BRONZE_III,0,12,9750
0,29,59,IRON_III,49,14,12364,160,187,BRONZE_IV,75,12,9803,288,268,BRONZE_IV,11,12,9717,256,241,IRON_III,91,11,8482,125,112,BRONZE_III,50,11,7403,31,33,IRON_III,88,10,6768,41,60,BRONZE_IV,0,9,5626,424,402,BRONZE_IV,96,11,8348,39,59,BRONZE_IV,33,10,6970,237,240,IRON_IV,14,9,5587
0,37,60,IRON_IV,79,14,11523,19,31,SILVER_IV,0,14,12634,18,56,IRON_II,24,15,13992,32,65,IRON_II,18,11,7581,137,153,BRONZE_III,11,14,11659,31,33,IRON_III,88,15,13699,46,66,BRONZE_IV,55,13,10763,20,31,IRON_I,21,14,12632,78,103,IRON_III,15,11,8068,190,209,BRONZE_IV,13,11,7785
1,79,116,BRONZE_IV,13,16,15202,64,100,IRON_II,44,13,11252,121,114,BRONZE_IV,90,14,11807,138,172,IRON_III,67,14,12807,350,345,IRON_I,48,14,11589,31,33,IRON_III,88,16,15239,26,34,IRON_II,49,15,14160,21,17,IRON_I,100,16,16022,625,599,BRONZE_IV,75,15,14128,165,184,IRON_I,21,14,12964
1,163,167,BRONZE_IV,53,16,15607,20,50,IRON_III,36,16,14924,118,144,IRON_II,27,16,16048,34,54,IRON_I,13,17,17630,117,180,IRON_IV,36,15,14090,31,33,IRON_III,88,16,15487,77,84,IRON_III,51,16,15407,92,95,IRON_I,99,18,26126,274,315,IRON_III,13,17,17413,184,199,BRONZE_IV,93,15,13054
0,142,160,BRONZE_IV,43,16,15656,147,149,IRON_III,55,15,13700,7,16,BRONZE_IV,39,15,14404,10,19,IRON_II,93,15,13344,235,353,IRON_IV,37,12,9722,31,33,IRON_III,88,13,11229,381,403,BRONZE_III,79,16,14837,12,21,IRON_II,48,14,11564,411,408,BRONZE_IV,0,14,11808,10,35,IRON_I,4,10,6540
0,42,40,IRON_I,83,18,25086,69,91,BRONZE_IV,28,18,46309,364,397,IRON_I,62,18,20216,23,13,BRONZE_IV,58,18,28138,334,345,BRONZE_IV,12,15,13819,31,33,IRON_III,88,18,18874,69,62,BRONZE_III,25,17,17616,106,109,BRONZE_IV,0,18,29013,376,364,BRONZE_IV,5,18,20507,402,397,BRONZE_IV,22,17,17934
0,200,245,BRONZE_II,0,17,18157,79,82,IRON_II,34,16,15400,127,142,BRONZE_IV,46,16,15522,99,93,BRONZE_IV,51,18,19303,53,62,IRON_III,10,17,17239,106,115,IRON_I,23,17,17388,115,109,BRONZE_IV,18,16,16042,66,67,BRONZE_III,48,16,15907,348,356,BRONZE_III,50,17,17173,86,102,IRON_III,33,16,15947
1,199,240,BRONZE_III,27,15,13463,22,36,IRON_I,53,13,10001,101,126,IRON_II,0,11,7814,325,320,BRONZE_III,71,11,7892,53,62,IRON_III,10,12,9075,39,47,IRON_I,33,12,9579,66,61,IRON_I,74,11,8455,93,125,IRON_III,9,13,10663,55,68,IRON_I,29,11,7431,109,131,BRONZE_IV,12,12,8909
1,301,289,BRONZE_III,24,13,10308,113,104,BRONZE_IV,74,9,5246,50,68,BRONZE_IV,44,11,7528,49,51,BRONZE_IV,66,9,6041,53,62,IRON_III,10,10,6159,100,151,IRON_IV,48,9,5604,41,71,IRON_II,5,8,4326,297,296,BRONZE_III,63,9,6029,8,10,IRON_I,70,8,4268,27,42,IRON_III,17,7,3990
1,103,116,BRONZE_IV,48,14,12808,63,76,IRON_I,35,14,12879,352,347,BRONZE_IV,11,14,12578,296,276,BRONZE_II,53,15,14000,53,62,IRON_III,10,14,12355,47,69,IRON_II,91,13,10592,179,201,BRONZE_IV,18,14,11620,267,274,IRON_II,63,14,11517,154,202,IRON_III,85,14,11712,242,249,BRONZE_IV,25,12,8920
0,247,241,IRON_I,45,18,18424,41,66,IRON_II,38,10,6786,86,133,IRON_IV,6,15,13639,532,574,BRONZE_IV,8,16,15394,53,62,IRON_III,10,14,12591,245,257,BRONZE_IV,66,16,15144,67,106,IRON_IV,43,16,15090,43,57,BRONZE_IV,19,16,15692,264,269,BRONZE_IV,97,16,15400,242,249,BRONZE_IV,25,17,16989
0,71,96,BRONZE_IV,22,14,11896,187,243,IRON_III,18,10,6996,222,225,IRON_II,0,12,9557,58,71,IRON_III,45,10,6127,53,62,IRON_III,10,10,6948,23,49,IRON_III,13,14,11898,123,141,IRON_II,90,14,12278,140,110,BRONZE_III,36,14,12585,29,46,IRON_I,0,14,12161,71,72,BRONZE_IV,24,13,10212
1,27,42,BRONZE_IV,23,14,12901,38,44,BRONZE_IV,96,13,10699,23,30,IRON_I,63,14,11470,89,114,BRONZE_IV,0,13,10982,53,62,IRON_III,10,12,9515,150,188,BRONZE_IV,26,13,10297,93,91,BRONZE_IV,50,12,8799,92,101,IRON_I,26,13,11270,178,175,IRON_I,13,11,8024,21,26,IRON_I,20,10,7009
1,286,286,BRONZE_III,39,15,13954,142,143,BRONZE_IV,57,16,16025,238,248,BRONZE_IV,26,17,17925,56,63,IRON_III,32,14,11877,66,72,BRONZE_III,19,14,12151,359,373,BRONZE_III,29,16,15969,29,40,BRONZE_III,34,15,14292,79,80,IRON_II,49,16,15906,129,149,BRONZE_IV,11,11,8369,135,157,BRONZE_IV,11,14,11803
0,124,149,BRONZE_IV,0,18,19665,244,263,IRON_I,0,18,18427,87,86,BRONZE_III,26,18,20705,56,63,IRON_III,32,17,16873,66,72,BRONZE_III,19,16,16023,101,104,BRONZE_IV,80,18,24426,23,28,IRON_I,42,18,25251,38,49,BRONZE_IV,11,18,23892,637,642,IRON_II,57,17,17295,234,195,BRONZE_III,75,17,17928
1,141,172,IRON_II,66,16,16086,47,48,BRONZE_IV,0,15,13627,77,94,BRONZE_IV,0,17,17304,56,63,IRON_III,32,16,15233,66,72,BRONZE_III,19,16,15416,28,33,IRON_II,9,17,17166,155,203,IRON_III,25,18,18520,538,504,SILVER_III,14,18,20819,116,156,IRON_II,8,16,14821,56,61,IRON_II,75,16,15261
1,289,348,IRON_IV,93,18,19470,87,108,BRONZE_IV,0,15,13292,381,377,BRONZE_II,41,15,14000,56,63,IRON_III,32,16,15536,66,72,BRONZE_III,19,15,14626,211,237,IRON_III,60,15,14064,155,180,BRONZE_IV,21,15,13431,69,58,BRONZE_IV,42,16,14800,197,234,BRONZE_IV,41,12,9672,185,238,IRON_IV,74,13,11381
0,336,342,BRONZE_III,50,13,10338,317,319,IRON_I,100,14,11768,113,134,BRONZE_IV,15,14,11938,56,63,IRON_III,32,14,12400,66,72,BRONZE_III,19,14,11491,72,88,IRON_II,42,17,16895,87,109,IRON_III,34,16,16455,28,37,IRON_II,0,15,14101,54,53,BRONZE_I,29,15,13411,160,161,BRONZE_IV,91,15,13794
1,46,51,BRONZE_IV,29,16,15130,168,194,BRONZE_IV,0,16,14739,204,209,IRON_III,50,14,11501,56,63,IRON_III,32,14,11696,66,72,BRONZE_III,19,15,14065,135,153,BRONZE_IV,10,16,15194,12,34,IRON_IV,0,14,12334,54,93,IRON_I,13,15,13251,191,194,BRONZE_III,13,13,10876,344,326,BRONZE_III,75,13,11152
0,84,123,IRON_I,0,5,1821,74,86,BRONZE_III,2,13,10500,252,319,BRONZE_III,0,11,7446,56,63,IRON_III,32,12,9721,66,72,BRONZE_III,19,11,7921,87,95,IRON_I,51,13,11006,103,109,IRON_III,26,13,10709,138,141,BRONZE_IV,44,13,11321,221,190,BRONZE_IV,0,13,10417,351,359,BRONZE_II,54,13,10529
0,71,93,IRON_II,22,17,16922,117,140,IRON_III,47,18,19942,146,177,BRONZE_IV,54,16,16061,398,354,BRONZE_III,0,16,16011,206,233,BRONZE_IV,35,17,16779,431,438,BRONZE_IV,45,18,19291,9,17,IRON_III,37,14,12179,177,176,BRONZE_IV,3,17,17387,41,50,IRON_I,75,14,11854,168,186,BRONZE_IV,87,14,12035
0,564,552,IRON_II,54,14,11582,13,33,BRONZE_IV,0,13,9992,83,115,IRON_IV,26,14,12128,192,250,IRON_IV,96,12,9689,117,131,BRONZE_IV,32,12,9015,54,70,IRON_II,15,12,9508,9,17,IRON_III,37,10,6765,80,103,IRON_II,6,11,8055,659,641,BRONZE_III,37,12,9587,128,167,BRONZE_III,44,11,8207
0,90,82,BRONZE_IV,7,15,13272,225,242,IRON_II,0,13,11203,140,155,BRONZE_II,87,15,13726,51,52,BRONZE_III,50,14,11725,28,32,IRON_II,75,12,9198,272,281,BRONZE_IV,0,14,12605,9,17,IRON_III,37,12,9443,85,81,BRONZE_II,31,13,10158,151,157,BRONZE_II,28,12,9214,163,168,BRONZE_I,8,11,8191
0,137,162,BRONZE_IV,85,16,15627,432,460,BRONZE_IV,0,14,12656,198,317,IRON_IV,9,15,13624,232,212,BRONZE_IV,9,15,13141,197,203,IRON_II,13,14,12046,163,128,BRONZE_IV,20,13,11253,9,17,IRON_III,37,13,10211,247,255,BRONZE_IV,53,16,14822,41,36,BRONZE_IV,39,13,9995,11,26,IRON_I,7,12,9812
1,139,170,IRON_II,25,16,15512,163,128,BRONZE_IV,20,14,12763,200,224,BRONZE_IV,0,15,14025,337,338,BRONZE_II,5,16,15695,113,124,BRONZE_III,64,14,12580,245,225,BRONZE_II,23,15,14409,9,17,IRON_III,37,15,14426,77,95,BRONZE_IV,0,17,17362,106,109,BRONZE_IV,29,16,14895,216,207,BRONZE_III,40,16,14813
1,166,178,BRONZE_IV,35,10,7269,217,209,BRONZE_III,60,11,7449,43,45,BRONZE_IV,3,7,3189,214,199,BRONZE_III,50,8,4957,167,160,BRONZE_III,55,9,5069,274,291,IRON_II,27,10,6223,9,17,IRON_III,37,11,8442,86,97,BRONZE_IV,45,12,9284,356,384,BRONZE_IV,55,9,6045,619,614,IRON_I,55,9,5773
1,125,125,IRON_I,60,13,10650,802,843,IRON_II,14,9,5990,83,86,BRONZE_II,59,12,9427,125,129,IRON_I,0,11,7363,70,67,IRON_I,6,9,5928,341,287,SILVER_III,53,13,10865,9,17,IRON_III,37,11,8523,223,212,BRONZE_IV,0,12,8906,133,114,BRONZE_III,14,12,9766,380,369,BRONZE_III,26,10,7275
1,431,429,IRON_I,100,18,19169,284,311,IRON_II,14,18,21169,175,198,IRON_IV,83,15,14420,70,98,IRON_III,77,16,15794,29,30,BRONZE_IV,33,17,18089,48,93,IRON_IV,32,15,13100,228,240,BRONZE_IV,13,18,18573,757,765,BRONZE_IV,6,18,19115,46,74,IRON_II,76,16,16102,303,319,IRON_I,91,15,13504
0,132,139,BRONZE_IV,86,13,11132,143,147,BRONZE_III,74,12,8841,182,201,IRON_II,15,13,9973,70,98,IRON_III,77,11,7494,369,391,IRON_IV,42,9,6093,61,79,BRONZE_IV,68,13,9970,59,73,IRON_IV,90,12,9623,100,107,BRONZE_IV,44,14,12539,204,209,IRON_III,50,12,9682,39,44,IRON_I,0,11,7933
0,59,73,IRON_IV,90,18,20112,61,79,BRONZE_IV,68,15,14188,28,40,BRONZE_III,15,18,21730,70,98,IRON_III,77,16,14970,19,43,BRONZE_IV,15,15,13623,151,192,IRON_IV,55,17,17854,207,198,BRONZE_IV,41,18,18526,136,155,IRON_I,47,18,18785,256,239,BRONZE_III,31,17,17179,361,379,IRON_IV,91,17,16819
0,63,85,IRON_III,16,17,17593,277,279,BRONZE_IV,18,17,16956,188,220,IRON_III,58,16,14768,70,98,IRON_III,77,15,13423,34,54,BRONZE_IV,79,14,12479,55,80,IRON_III,71,17,16551,15,27,IRON_I,74,18,18763,78,110,IRON_III,56,16,16213,178,175,IRON_I,13,18,18899,181,202,BRONZE_IV,39,17,17288
1,63,85,IRON_III,16,18,21132,139,170,BRONZE_IV,30,18,22186,64,89,BRONZE_IV,34,18,24693,70,98,IRON_III,77,18,20889,132,141,BRONZE_IV,14,17,16702,41,61,BRONZE_IV,16,18,23089,20,83,IRON_IV,0,17,18117,85,105,BRONZE_IV,4,17,18153,11,75,IRON_IV,8,18,21300,142,109,BRONZE_IV,74,16,15353
0,48,79,IRON_II,15,18,23432,175,181,BRONZE_IV,80,18,22104,126,145,IRON_I,0,18,20068,70,98,IRON_III,77,18,18379,166,194,BRONZE_IV,0,17,17894,284,276,BRONZE_IV,0,18,21049,255,272,BRONZE_IV,44,18,22475,107,129,BRONZE_IV,0,18,18476,56,55,IRON_I,100,17,16514,11,48,IRON_IV,39,16,14997
0,127,141,BRONZE_IV,37,12,8931,30,52,BRONZE_IV,0,11,8225,77,85,IRON_I,0,13,11371,70,98,IRON_III,77,10,6640,98,141,IRON_III,17,10,7002,178,228,BRONZE_IV,16,13,10852,103,164,IRON_III,54,16,14844,25,38,IRON_II,75,13,10964,423,416,BRONZE_I,17,12,9195,103,111,IRON_I,46,12,8808
1,74,68,IRON_III,94,12,9732,360,353,BRONZE_IV,58,13,11439,178,155,BRONZE_III,44,14,12287,215,180,BRONZE_II,28,13,10603,348,351,IRON_III,0,11,7606,378,390,BRONZE_III,0,14,12325,328,332,BRONZE_II,14,11,7987,123,126,IRON_I,47,12,9307,106,103,IRON_IV,40,11,7651,6,15,BRONZE_IV,0,10,6330
0,74,68,IRON_III,94,13,11300,178,155,BRONZE_III,44,12,9157,179,178,SILVER_IV,55,14,12320,130,157,BRONZE_III,0,12,9553,105,112,SILVER_IV,70,11,8210,194,210,BRONZE_I,0,15,13657,524,500,SILVER_III,15,15,13146,147,156,BRONZE_II,0,15,13185,195,207,BRONZE_II,0,14,13010,278,279,SILVER_IV,43,14,12911
1,74,68,IRON_III,94,11,7634,27,28,IRON_III,18,9,5223,178,155,BRONZE_III,44,13,10446,75,131,IRON_III,0,8,4988,58,81,IRON_III,1,8,4145,136,162,BRONZE_IV,23,9,5749,73,97,IRON_IV,72,8,4777,143,164,IRON_III,70,9,5438,193,195,IRON_II,51,9,5843,99,87,BRONZE_IV,66,9,5917
0,74,68,IRON_III,94,1,0,317,346,IRON_IV,0,2,635,178,155,BRONZE_III,44,4,1361,503,451,BRONZE_II,34,2,508,210,202,BRONZE_II,24,2,568,122,149,IRON_II,14,3,1091,147,142,BRONZE_IV,10,3,903,108,135,BRONZE_IV,22,3,818,191,203,IRON_II,40,3,761,210,213,SILVER_IV,18,3,701
0,74,68,IRON_III,94,16,16004,11,23,BRONZE_III,56,16,14798,43,68,IRON_III,0,15,13477,178,155,BRONZE_III,44,14,12877,80,106,IRON_III,26,14,12463,87,109,BRONZE_IV,0,14,12406,28,38,IRON_III,59,16,15276,61,71,IRON_II,20,17,16635,39,51,BRONZE_IV,73,18,18752,154,157,BRONZE_IV,28,15,14035
0,74,68,IRON_III,94,14,12148,352,386,IRON_I,17,15,14479,178,155,BRONZE_III,44,16,15374,354,377,IRON_II,1,15,13754,79,86,BRONZE_IV,75,13,10099,218,236,IRON_II,56,13,10516,433,442,IRON_II,7,18,20046,135,138,BRONZE_IV,5,15,14670,519,508,BRONZE_II,22,15,13220,241,202,IRON_I,23,14,12425
1,74,68,IRON_III,94,18,29206,178,155,BRONZE_III,44,18,23906,554,557,BRONZE_II,15,18,20401,54,84,IRON_III,0,18,20256,148,143,BRONZE_III,17,16,15700,106,116,BRONZE_IV,3,17,17504,99,116,BRONZE_IV,6,17,16905,197,188,BRONZE_II,1,17,17958,181,211,BRONZE_IV,5,16,14928,91,100,BRONZE_III,7,16,14767
0,174,181,BRONZE_IV,98,14,13019,133,109,BRONZE_I,52,9,5848,149,119,BRONZE_II,20,11,7979,242,226,SILVER_IV,0,9,6036,66,68,BRONZE_IV,39,8,4943,63,75,IRON_III,16,10,6587,116,126,BRONZE_III,53,9,5826,487,432,BRONZE_II,15,11,8509,777,775,SILVER_IV,0,9,5098,201,214,BRONZE_II,19,8,4875
0,260,241,BRONZE_I,100,18,20783,41,47,BRONZE_IV,46,18,19327,39,42,BRONZE_III,17,18,20348,372,384,BRONZE_IV,91,17,17365,282,317,BRONZE_IV,23,15,14237,63,75,IRON_III,16,10,6214,568,569,BRONZE_IV,82,18,24119,437,428,BRONZE_II,9,18,23306,225,242,IRON_II,0,18,19111,177,143,SILVER_III,35,18,19778
1,43,60,BRONZE_IV,0,2,390,236,226,BRONZE_II,86,3,942,437,428,BRONZE_II,9,3,807,221,252,BRONZE_IV,0,2,541,49,69,BRONZE_IV,58,1,0,63,75,IRON_III,16,3,904,117,192,BRONZE_IV,12,2,549,636,607,BRONZE_IV,74,3,920,316,300,BRONZE_II,28,2,564,475,443,BRONZE_II,52,2,564
1,241,242,BRONZE_II,75,14,12921,332,327,IRON_III,75,12,8685,97,99,SILVER_IV,0,12,9845,53,53,SILVER_IV,0,12,8808,48,56,SILVER_IV,0,11,7424,63,75,IRON_III,16,14,11449,371,367,SILVER_IV,2,14,11892,97,99,SILVER_III,43,16,15109,98,92,SILVER_II,28,13,10478,34,36,BRONZE_III,81,13,10027
0,284,258,BRONZE_I,30,18,20070,103,79,BRONZE_III,18,18,18495,260,226,BRONZE_II,14,17,17585,158,261,IRON_IV,50,15,13182,170,177,BRONZE_IV,0,17,17265,63,75,IRON_III,16,17,17718,32,36,IRON_II,47,17,16641,122,112,BRONZE_II,90,17,17823,193,194,BRONZE_IV,17,18,20372,78,92,IRON_II,46,18,19288
0,35,41,BRONZE_IV,75,18,24381,494,537,IRON_I,19,17,17634,244,263,IRON_I,0,18,18370,282,309,BRONZE_IV,1,17,17457,664,655,BRONZE_IV,10,18,18987,63,75,IRON_III,16,16,15050,252,268,BRONZE_III,6,18,23035,169,191,IRON_I,99,18,18419,167,168,BRONZE_II,62,18,21123,243,229,BRONZE_IV,33,17,17175
0,439,411,BRONZE_III,27,14,12990,97,119,IRON_III,75,11,8505,422,397,BRONZE_IV,15,13,10151,168,149,BRONZE_I,61,12,9519,128,115,BRONZE_III,16,12,8873,63,75,IRON_III,16,13,11099,285,285,BRONZE_IV,74,12,9019,225,234,BRONZE_IV,48,12,9088,305,327,BRONZE_IV,12,11,8157,621,637,BRONZE_IV,11,10,7295
0,258,284,IRON_IV,1,17,17432,71,97,IRON_II,41,15,13831,68,80,BRONZE_IV,0,16,15051,228,229,IRON_III,4,14,11493,72,100,IRON_III,75,14,11824,309,312,BRONZE_IV,3,17,16989,175,233,IRON_III,21,15,14414,17,23,IRON_I,51,14,12526,95,95,BRONZE_II,71,16,15165,229,238,IRON_I,0,16,15990
0,130,140,BRONZE_III,63,13,10322,13,33,BRONZE_IV,75,13,10685,72,62,BRONZE_III,74,14,12586,183,168,BRONZE_II,27,12,9902,72,100,IRON_III,75,12,9576,151,141,BRONZE_II,18,15,13455,148,109,SILVER_IV,75,15,14636,94,82,BRONZE_III,60,16,14747,122,133,BRONZE_IV,75,13,11178,236,195,SILVER_II,15,13,11365
0,226,246,BRONZE_IV,28,12,8823,156,168,IRON_II,24,14,12930,542,542,BRONZE_IV,44,15,13524,199,213,BRONZE_IV,0,13,10051,72,100,IRON_III,75,12,9468,236,232,BRONZE_IV,56,17,17258,85,82,BRONZE_IV,26,14,11734,346,400,BRONZE_IV,3,15,14523,269,276,BRONZE_IV,0,15,13722,50,55,BRONZE_III,50,13,10732
0,32,57,IRON_IV,45,14,11832,43,49,BRONZE_IV,18,12,9432,43,49,BRONZE_IV,18,13,10073,13,15,BRONZE_III,12,13,10131,72,100,IRON_III,75,11,7866,182,197,IRON_IV,46,12,9436,67,101,IRON_III,29,14,12245,102,97,SILVER_IV,25,15,14186,5,7,BRONZE_III,98,14,11898,117,130,BRONZE_III,6,14,12859
0,612,593,BRONZE_II,9,10,6844,68,132,IRON_IV,0,10,6245,302,299,BRONZE_III,17,12,9310,142,143,BRONZE_IV,55,10,7243,72,100,IRON_III,75,10,6973,216,220,BRONZE_IV,35,13,11231,194,188,BRONZE_IV,26,12,9040,282,248,SILVER_IV,0,12,8957,189,210,IRON_I,40,11,7385,331,325,BRONZE_IV,14,10,6831
1,203,213,BRONZE_IV,30,16,15844,193,195,BRONZE_IV,81,17,17912,151,157,BRONZE_III,24,17,18115,161,161,IRON_I,41,15,14322,72,100,IRON_III,75,15,14236,189,190,BRONZE_IV,7,16,15753,64,75,IRON_IV,87,15,13511,163,140,BRONZE_III,0,18,19358,80,106,BRONZE_IV,38,15,14198,235,277,IRON_III,16,14,12987
1,122,125,BRONZE_III,46,18,24182,15,12,IRON_I,100,18,19116,401,392,BRONZE_IV,51,17,17788,191,178,BRONZE_III,43,18,18426,72,100,IRON_III,75,18,19805,38,58,IRON_III,75,18,23835,208,243,IRON_III,79,16,15770,103,112,BRONZE_IV,54,16,14704,265,237,BRONZE_II,70,15,14679,67,56,BRONZE_III,17,15,14523
1,271,297,IRON_III,66,18,25092,174,198,BRONZE_III,0,18,18603,81,95,IRON_III,17,18,19443,311,283,BRONZE_II,45,18,20757,575,524,SILVER_III,61,15,13840,422,407,SILVER_IV,37,18,23637,239,219,BRONZE_II,0,18,24165,430,415,BRONZE_IV,52,18,24774,1062,1057,BRONZE_II,9,17,17883,102,134,IRON_IV,34,16,16427
0,92,86,BRONZE_II,74,18,19519,128,81,BRONZE_I,19,18,20024,81,95,IRON_III,17,15,14560,92,85,BRONZE_I,100,17,18323,174,198,BRONZE_III,0,15,14140,43,58,BRONZE_IV,28,18,19482,293,278,BRONZE_III,0,18,19032,79,76,BRONZE_III,31,18,20026,223,219,BRONZE_IV,17,18,18605,137,109,BRONZE_II,26,17,18038
1,325,274,BRONZE_II,6,16,16400,268,241,BRONZE_II,0,17,17359,81,95,IRON_III,17,15,13350,92,80,BRONZE_IV,14,17,16542,174,198,BRONZE_III,0,17,16955,40,55,BRONZE_IV,8,15,14348,124,161,BRONZE_IV,86,15,14237,312,301,BRONZE_IV,0,15,13103,433,418,SILVER_IV,21,16,16425,134,131,BRONZE_IV,95,15,13112
0,56,46,BRONZE_IV,92,17,17416,103,123,BRONZE_IV,12,13,9964,81,95,IRON_III,17,16,16003,96,113,IRON_II,75,15,14699,174,198,BRONZE_III,0,16,16437,147,126,BRONZE_III,7,18,20671,465,545,IRON_II,0,16,14850,7,10,IRON_I,58,18,21014,178,156,BRONZE_III,22,16,15540,318,298,BRONZE_II,40,16,15768
