result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,79,94,BRONZE_III,31,14,11500,503,497,BRONZE_III,2,15,13212,5,13,BRONZE_IV,57,13,10348,28,34,BRONZE_II,68,13,10342,28,34,BRONZE_II,68,11,8405,25,46,BRONZE_IV,49,14,11517,2,9,BRONZE_III,0,10,6369,2,8,IRON_I,1,12,9040,23,32,BRONZE_III,61,12,9797,2,8,BRONZE_III,2,11,7334
0,6,6,BRONZE_IV,49,15,14314,35,42,BRONZE_III,73,15,14668,58,36,SILVER_II,0,15,14369,5,8,BRONZE_IV,0,13,10790,150,146,BRONZE_II,0,13,10664,21,33,BRONZE_III,73,13,10913,122,151,BRONZE_IV,23,11,8191,2,8,IRON_I,1,13,11024,22,28,BRONZE_IV,0,13,10152,46,51,SILVER_IV,90,12,9411
0,195,197,BRONZE_I,89,18,19373,4,11,IRON_I,42,18,19945,4,11,IRON_I,42,17,17360,151,142,SILVER_IV,16,17,16572,145,152,BRONZE_IV,45,17,16513,8,16,BRONZE_IV,24,17,16523,9,19,BRONZE_IV,66,15,13472,2,8,IRON_I,1,16,15146,246,242,BRONZE_II,0,16,15895,31,34,BRONZE_I,18,14,12160
1,78,103,IRON_III,57,11,8304,13,20,BRONZE_III,0,11,7952,13,20,BRONZE_III,0,11,8040,2,8,BRONZE_IV,96,11,7876,23,23,BRONZE_II,49,10,6758,171,170,SILVER_IV,28,13,11345,124,117,SILVER_IV,34,14,11805,2,8,IRON_I,1,10,6844,26,35,BRONZE_II,19,10,6138,75,79,BRONZE_II,7,9,5152
1,5,16,IRON_I,48,14,12963,234,266,BRONZE_IV,30,11,8526,4,7,BRONZE_IV,60,12,9534,6,11,BRONZE_IV,28,12,8939,8,5,BRONZE_I,19,12,9662,32,28,SILVER_III,16,16,15334,2,11,BRONZE_IV,74,15,13790,2,8,IRON_I,1,14,12657,20,19,BRONZE_II,86,14,12095,7,8,BRONZE_I,24,13,10028
1,42,32,GOLD_IV,0,12,9245,292,312,PLATINUM_IV,0,13,10097,57,46,GOLD_III,60,13,10596,16,23,BRONZE_II,82,7,3796,6,19,BRONZE_IV,62,10,7129,34,27,SILVER_I,30,13,11414,49,37,SILVER_II,53,12,9818,5,9,IRON_I,88,14,11976,60,51,GOLD_IV,28,12,9252,10,6,SILVER_III,57,11,8536
0,9,7,SILVER_II,91,17,18274,20,18,GOLD_IV,64,16,15428,20,18,GOLD_IV,64,16,16333,144,135,GOLD_IV,41,18,18749,25,21,GOLD_IV,1,18,18421,381,383,GOLD_IV,76,17,16714,60,51,GOLD_IV,28,16,16045,5,9,IRON_I,88,16,16281,10,6,SILVER_III,57,15,14103,136,123,GOLD_III,14,14,12470
1,136,123,GOLD_III,14,14,11480,22,45,SILVER_III,34,12,9593,239,232,PLATINUM_IV,11,12,9320,49,61,GOLD_IV,69,16,15023,17,34,GOLD_IV,28,13,10255,381,383,GOLD_IV,76,16,15265,60,51,GOLD_IV,28,15,13728,5,9,IRON_I,88,14,12581,10,6,SILVER_III,57,14,11802,136,123,GOLD_III,14,15,13873
0,115,114,PLATINUM_III,0,13,11198,168,163,GOLD_II,31,14,12362,176,154,PLATINUM_IV,0,15,14683,16,17,BRONZE_II,83,12,9816,217,245,SILVER_IV,43,12,9304,381,383,GOLD_IV,76,11,7983,60,51,GOLD_IV,28,12,8604,5,9,IRON_I,88,14,11883,10,6,SILVER_III,57,10,6997,136,123,GOLD_III,14,12,8952
1,33,32,BRONZE_II,53,12,9399,498,473,BRONZE_II,41,11,7525,73,98,BRONZE_II,48,12,9457,47,63,BRONZE_II,46,10,6993,23,30,BRONZE_II,75,10,6550,19,22,BRONZE_II,55,15,13118,62,48,SILVER_III,21,12,9363,5,9,IRON_I,88,13,10663,46,54,BRONZE_II,47,11,8056,33,32,BRONZE_II,53,12,8629
1,23,36,BRONZE_IV,78,18,19207,48,68,BRONZE_IV,72,15,14266,193,181,SILVER_IV,68,18,19534,48,60,BRONZE_II,62,15,14608,31,44,BRONZE_IV,0,15,13559,8,5,BRONZE_IV,89,18,21241,92,84,SILVER_IV,21,18,21278,5,9,IRON_I,88,18,18629,12,9,BRONZE_III,59,18,19738,12,9,BRONZE_III,59,16,15458
0,388,364,SILVER_III,15,16,15510,168,145,BRONZE_I,100,16,15938,412,425,BRONZE_II,30,18,19812,245,235,SILVER_IV,0,16,16114,36,66,IRON_I,47,15,13578,265,260,BRONZE_III,24,18,19491,169,182,BRONZE_II,10,15,13853,5,9,IRON_I,88,17,18007,52,62,BRONZE_III,30,15,13211,206,179,BRONZE_I,49,14,13006
0,90,96,BRONZE_I,75,14,12099,21,31,BRONZE_III,57,13,10033,132,107,SILVER_IV,1,14,11699,43,44,SILVER_IV,63,10,7032,23,19,SILVER_I,18,10,6911,23,46,IRON_II,57,13,10031,78,104,IRON_I,0,11,7918,33,53,BRONZE_III,75,12,8580,78,70,SILVER_I,68,12,8640,7,5,IRON_I,100,10,7027
1,81,80,SILVER_IV,4,15,14030,56,48,SILVER_IV,62,15,13360,16,21,BRONZE_III,75,15,14063,232,219,SILVER_III,86,13,10289,28,23,SILVER_IV,1,15,13084,180,176,BRONZE_I,0,14,12526,95,78,SILVER_II,62,16,15118,78,70,SILVER_I,68,16,16345,219,214,SILVER_III,23,15,13661,7,5,IRON_I,100,16,14860
1,43,46,BRONZE_II,64,15,13281,229,233,SILVER_IV,75,13,10403,147,144,BRONZE_II,74,12,9649,90,93,SILVER_IV,76,14,11464,234,234,SILVER_IV,0,13,10827,33,30,BRONZE_I,15,16,15150,99,137,BRONZE_IV,91,14,12824,47,38,SILVER_IV,59,15,13968,78,70,SILVER_I,68,14,12185,7,5,IRON_I,100,13,10217
0,358,336,SILVER_IV,52,13,10960,189,183,BRONZE_I,94,12,8924,67,51,SILVER_III,32,14,12184,163,155,SILVER_III,27,11,8375,95,87,SILVER_III,28,11,8360,59,49,SILVER_IV,25,12,9060,260,255,SILVER_IV,62,11,8361,70,63,SILVER_III,32,12,9138,78,70,SILVER_I,68,10,6670,7,5,IRON_I,100,10,6512
1,130,151,BRONZE_IV,43,11,7582,71,58,SILVER_II,50,9,5730,12,14,BRONZE_IV,23,12,8916,178,174,SILVER_IV,1,10,6457,78,88,SILVER_IV,76,9,5376,11,6,BRONZE_II,1,12,9521,36,36,BRONZE_I,31,12,9624,78,70,SILVER_I,68,13,10383,30,23,BRONZE_I,53,11,7867,7,5,IRON_I,100,11,7739
1,50,41,SILVER_IV,34,14,12990,80,88,BRONZE_I,0,14,12522,9,15,BRONZE_III,57,14,11853,112,108,GOLD_IV,13,15,13947,97,92,BRONZE_I,75,15,13276,75,74,SILVER_IV,0,15,13836,26,27,BRONZE_II,68,15,13423,210,197,SILVER_IV,80,14,12204,78,70,SILVER_I,68,17,18087,7,5,IRON_I,100,15,13359
0,173,140,SILVER_III,60,13,10846,143,130,SILVER_IV,17,12,9000,296,286,SILVER_IV,15,13,10614,274,253,SILVER_III,28,11,7620,171,143,SILVER_IV,73,9,6094,127,108,BRONZE_IV,59,10,6803,127,108,BRONZE_IV,59,11,7322,109,97,SILVER_IV,45,10,6757,33,38,BRONZE_II,27,9,5581,7,5,IRON_I,100,10,7088
0,79,60,GOLD_III,16,14,12746,7,6,BRONZE_II,82,13,10254,69,52,GOLD_I,35,13,11363,158,155,GOLD_III,0,12,9934,4,8,IRON_I,71,11,7642,21,24,BRONZE_II,63,15,14526,59,60,GOLD_III,30,16,14928,118,85,GOLD_II,1,15,13853,73,64,SILVER_II,43,14,12050,22,21,GOLD_IV,15,13,10905
0,79,60,GOLD_III,16,14,11852,7,6,BRONZE_II,82,12,9040,69,52,GOLD_I,35,12,9197,158,155,GOLD_III,0,11,7477,4,8,IRON_I,71,10,7142,165,144,GOLD_II,54,13,11121,97,96,GOLD_III,75,14,11480,12,12,BRONZE_IV,39,13,10521,82,93,SILVER_IV,16,12,9934,44,31,SILVER_I,100,12,8795
0,16,20,BRONZE_IV,77,13,11080,97,88,BRONZE_III,61,11,7871,11,9,BRONZE_II,63,12,9224,78,69,BRONZE_I,3,12,8940,4,8,IRON_I,71,11,7374,27,31,BRONZE_II,77,15,13036,33,46,BRONZE_III,75,13,10803,5,6,BRONZE_IV,1,15,14119,5,6,BRONZE_IV,1,13,10926,15,20,IRON_II,34,11,7328
1,79,60,GOLD_III,16,17,16573,7,6,BRONZE_II,82,15,14358,69,52,GOLD_I,35,16,15669,158,155,GOLD_III,0,15,13597,4,8,IRON_I,71,13,10982,94,61,GOLD_II,15,16,14897,94,61,GOLD_II,15,13,11394,113,115,GOLD_IV,14,14,11566,27,27,SILVER_II,1,14,12431,105,103,SILVER_II,15,13,10273
1,79,60,GOLD_III,16,16,15589,7,6,BRONZE_II,82,15,13216,69,52,GOLD_I,35,15,13170,158,155,GOLD_III,0,15,13463,4,8,IRON_I,71,13,10614,5,10,BRONZE_IV,0,14,12642,16,24,BRONZE_I,14,11,8434,9,9,SILVER_IV,0,14,11823,89,95,SILVER_III,95,12,9723,19,20,BRONZE_IV,83,11,7839
0,279,271,BRONZE_III,78,16,15923,6,7,BRONZE_IV,32,15,13035,164,173,BRONZE_I,57,15,14103,41,59,BRONZE_III,17,15,13201,4,8,IRON_I,71,15,14377,3,9,BRONZE_IV,19,17,18265,9,8,BRONZE_IV,95,18,20219,18,15,BRONZE_II,43,16,15421,49,47,BRONZE_II,44,16,15761,153,179,BRONZE_IV,31,14,12576
0,75,85,BRONZE_II,66,18,18393,108,117,SILVER_IV,18,18,18567,181,179,SILVER_IV,8,17,17959,219,219,SILVER_IV,21,15,13760,4,8,IRON_I,71,14,12164,53,59,BRONZE_I,29,18,20244,223,221,IRON_I,26,16,14925,136,116,SILVER_IV,25,16,16354,50,55,SILVER_III,0,17,17235,75,85,BRONZE_II,66,16,15788
0,62,59,BRONZE_II,29,14,11570,96,107,BRONZE_II,2,12,9570,49,101,GOLD_IV,0,15,14346,210,213,BRONZE_IV,33,12,9569,20,30,IRON_I,51,12,9473,20,30,IRON_I,51,15,14296,136,113,SILVER_I,28,15,14596,136,113,SILVER_I,28,15,14479,136,113,SILVER_I,28,13,11317,42,47,SILVER_II,45,13,10709
0,442,468,BRONZE_III,10,16,15536,330,368,BRONZE_III,22,13,11310,372,384,BRONZE_IV,91,14,12599,210,213,BRONZE_IV,33,14,11942,20,30,IRON_I,51,12,8918,228,234,BRONZE_IV,92,14,11909,117,113,BRONZE_II,15,16,14871,122,102,BRONZE_II,0,15,13161,168,161,BRONZE_IV,65,15,13109,137,119,BRONZE_III,58,14,11440
1,63,57,BRONZE_II,1,15,13816,274,257,BRONZE_II,1,14,12471,111,145,BRONZE_III,14,15,13060,210,213,BRONZE_IV,33,15,14353,20,30,IRON_I,51,12,9123,65,51,IRON_I,21,14,12366,87,94,BRONZE_II,22,13,10316,194,226,BRONZE_IV,2,13,11316,375,363,BRONZE_IV,0,12,9552,8,3,BRONZE_IV,17,11,8050
1,295,311,BRONZE_IV,31,13,11075,66,77,BRONZE_III,0,13,10656,68,70,BRONZE_IV,82,13,10893,210,213,BRONZE_IV,33,14,11550,20,30,IRON_I,51,12,8803,472,455,BRONZE_III,20,12,9669,129,139,BRONZE_II,26,12,9281,179,160,BRONZE_IV,11,12,8927,928,932,BRONZE_IV,34,11,8468,19,70,IRON_IV,0,9,6065
1,159,189,BRONZE_IV,51,15,14260,178,193,IRON_II,13,17,17189,305,296,IRON_I,10,14,12965,210,213,BRONZE_IV,33,13,11392,20,30,IRON_I,51,12,9684,44,72,BRONZE_IV,31,16,14761,49,58,BRONZE_IV,0,12,9761,22,43,BRONZE_IV,6,13,11415,76,68,IRON_I,35,13,10138,30,77,IRON_IV,12,11,8390
0,160,202,BRONZE_IV,0,8,4770,890,868,BRONZE_III,60,6,2402,36,59,IRON_II,80,6,3109,210,213,BRONZE_IV,33,10,7036,20,30,IRON_I,51,8,4481,446,449,BRONZE_IV,39,11,7800,66,64,BRONZE_III,18,10,6910,1059,1034,BRONZE_II,24,10,7248,31,37,IRON_I,53,8,5015,27,43,BRONZE_III,57,9,5410
0,51,57,BRONZE_III,0,18,21803,322,321,BRONZE_III,1,18,23263,61,75,BRONZE_IV,60,18,20898,210,213,BRONZE_IV,33,17,18082,20,30,IRON_I,51,15,14070,109,143,BRONZE_III,2,18,26106,110,106,BRONZE_III,67,18,24100,110,106,BRONZE_III,67,18,20889,153,171,BRONZE_IV,1,18,22924,36,59,IRON_II,80,16,15149
0,19,37,IRON_I,26,15,14179,183,178,BRONZE_II,6,16,15306,13,8,SILVER_II,27,18,19340,9,6,SILVER_I,20,16,15300,117,115,GOLD_IV,1,13,10824,380,370,GOLD_III,15,18,23034,244,248,GOLD_IV,12,17,18237,244,248,GOLD_IV,12,17,18095,18,24,SILVER_III,64,15,14678,201,211,SILVER_I,43,13,11336
1,19,37,IRON_I,26,17,18205,183,178,BRONZE_II,6,18,18562,13,8,SILVER_II,27,18,18420,10,20,BRONZE_II,75,16,15950,117,115,GOLD_IV,1,17,16721,199,154,BRONZE_II,36,14,12940,132,127,GOLD_I,42,16,14945,144,123,SILVER_IV,78,17,16488,144,123,SILVER_IV,78,14,12007,144,123,SILVER_IV,78,15,14639
1,19,37,IRON_I,26,15,13615,10,20,BRONZE_II,75,15,14661,13,8,SILVER_II,27,18,18972,183,178,BRONZE_II,6,15,13432,117,115,GOLD_IV,1,14,12664,71,83,BRONZE_III,0,14,12943,71,83,BRONZE_III,0,15,13342,96,85,SILVER_II,5,15,13148,12,14,BRONZE_I,16,14,11732,28,32,BRONZE_III,66,14,11805
0,19,37,IRON_I,26,16,15334,183,178,BRONZE_II,6,17,17003,13,8,SILVER_II,27,17,18146,117,115,GOLD_IV,1,14,12100,10,20,BRONZE_II,75,17,17657,13,7,SILVER_II,51,16,14907,127,111,IRON_I,34,17,17256,162,136,PLATINUM_IV,57,17,17917,23,24,GOLD_IV,11,15,14648,80,78,PLATINUM_III,3,18,19602
1,19,37,IRON_I,26,17,17654,10,20,BRONZE_II,75,18,21033,183,178,BRONZE_II,6,17,17311,13,8,SILVER_II,27,18,18576,117,115,GOLD_IV,1,17,17760,67,88,IRON_II,8,16,16474,7,6,BRONZE_III,73,16,16101,48,43,GOLD_IV,17,18,21362,157,155,BRONZE_III,42,18,19299,407,363,BRONZE_I,42,17,18356
0,19,37,IRON_I,26,14,12257,5,10,IRON_I,13,15,13222,34,36,IRON_II,9,16,15571,128,165,BRONZE_IV,14,15,13192,259,255,IRON_III,79,13,10464,83,92,BRONZE_III,1,15,14240,729,857,IRON_I,55,17,16689,188,257,IRON_II,90,16,15497,261,289,BRONZE_IV,14,15,14527,19,58,IRON_IV,61,13,9966
0,19,37,IRON_I,26,13,10627,18,10,SILVER_II,37,11,8500,9,12,SILVER_IV,81,12,9775,117,115,GOLD_IV,1,10,6821,10,20,BRONZE_II,75,12,9051,54,57,GOLD_III,18,15,13873,54,57,GOLD_III,18,10,6592,56,58,BRONZE_II,1,14,11803,70,79,GOLD_IV,64,14,11784,34,44,BRONZE_IV,75,15,13777
0,72,91,IRON_II,61,12,9356,32,32,IRON_I,34,9,5414,227,203,BRONZE_II,6,13,10706,401,377,BRONZE_II,61,12,9225,619,614,IRON_I,55,10,7152,102,138,BRONZE_IV,13,16,15494,64,54,BRONZE_II,0,14,12479,49,46,BRONZE_IV,0,13,11385,51,98,IRON_IV,13,12,8802,329,324,BRONZE_IV,10,12,9933
0,92,123,BRONZE_IV,0,18,21565,32,32,IRON_I,34,16,16428,18,17,IRON_I,62,15,14151,122,136,IRON_I,88,17,16884,136,169,IRON_II,0,16,14786,103,100,BRONZE_III,70,16,16037,341,372,BRONZE_IV,56,18,19680,111,116,IRON_II,53,16,15078,113,104,BRONZE_III,0,15,14247,315,261,BRONZE_III,27,18,18473
1,287,295,BRONZE_IV,61,18,20208,32,32,IRON_I,34,17,17649,142,152,BRONZE_IV,23,18,21528,88,116,IRON_II,52,16,16220,297,317,BRONZE_IV,17,15,14281,101,106,BRONZE_IV,0,18,19000,191,201,BRONZE_IV,34,17,18044,28,48,BRONZE_IV,0,18,18632,217,208,BRONZE_IV,71,17,17582,221,272,IRON_I,19,17,17599
0,216,218,IRON_I,6,11,8389,32,32,IRON_I,34,11,8488,53,65,BRONZE_IV,63,10,7119,140,141,BRONZE_III,31,12,9594,37,53,IRON_I,56,10,7131,58,77,BRONZE_III,0,14,12105,58,87,IRON_II,48,12,9640,224,265,IRON_IV,46,14,12923,78,74,BRONZE_II,25,13,10553,102,84,BRONZE_II,0,12,8764
1,245,262,BRONZE_IV,15,12,9727,32,32,IRON_I,34,11,7639,138,131,BRONZE_III,49,12,9543,38,46,BRONZE_III,74,13,10016,319,363,BRONZE_III,75,11,8367,102,138,BRONZE_IV,13,13,10800,110,116,IRON_I,89,9,6025,407,412,BRONZE_IV,9,10,6601,387,355,BRONZE_II,72,10,7166,189,158,BRONZE_I,1,9,5644
1,131,125,SILVER_IV,16,15,14551,32,32,IRON_I,34,16,16197,148,170,BRONZE_IV,53,18,18537,138,136,BRONZE_IV,13,16,14813,150,170,BRONZE_IV,23,14,12427,12,31,BRONZE_IV,11,18,18707,122,125,BRONZE_IV,16,18,18436,60,81,BRONZE_III,3,18,20116,48,41,IRON_I,16,17,16813,324,340,IRON_II,29,16,15346
0,23,20,IRON_I,23,14,12527,32,32,IRON_I,34,15,13209,69,72,BRONZE_III,2,14,11620,89,83,IRON_I,70,13,11358,471,425,SILVER_IV,28,13,10063,275,291,BRONZE_III,22,17,18176,417,404,BRONZE_II,75,15,14539,37,60,IRON_III,39,16,15846,554,559,BRONZE_I,8,15,14587,114,131,BRONZE_IV,30,14,11523
0,51,71,IRON_I,75,18,18987,99,135,IRON_III,61,16,15097,16,11,IRON_I,100,18,19555,262,279,BRONZE_IV,22,15,14141,66,74,BRONZE_IV,3,14,12626,92,123,IRON_II,59,18,20657,39,61,BRONZE_III,52,18,18794,61,63,BRONZE_II,4,18,18801,72,82,IRON_III,84,18,20491,44,80,IRON_IV,0,17,16826
1,59,83,BRONZE_IV,76,18,24034,42,53,BRONZE_III,0,16,16075,16,11,IRON_I,100,15,13163,109,93,IRON_II,15,14,12458,26,40,BRONZE_III,38,15,14256,28,31,SILVER_IV,31,17,16710,44,62,BRONZE_IV,0,16,15128,32,63,IRON_IV,28,17,17161,213,207,BRONZE_IV,31,16,14784,82,125,IRON_IV,17,13,10726
1,310,323,BRONZE_IV,29,14,12722,298,314,BRONZE_IV,38,14,12956,16,11,IRON_I,100,16,15790,72,74,IRON_II,89,13,10577,469,464,BRONZE_IV,0,15,13189,99,118,BRONZE_IV,46,14,11837,125,122,IRON_I,72,13,11382,78,94,BRONZE_IV,79,13,10426,177,175,IRON_I,0,13,10379,149,153,BRONZE_III,73,12,9921
1,156,173,BRONZE_II,57,17,16532,71,96,SILVER_III,86,15,14375,16,11,IRON_I,100,14,12760,90,86,SILVER_I,36,17,18109,74,83,BRONZE_II,11,15,13295,292,293,BRONZE_II,18,15,14326,598,545,SILVER_IV,0,16,16265,106,113,SILVER_IV,12,14,12726,113,102,SILVER_IV,50,15,13744,210,209,SILVER_III,14,12,9712
0,53,53,IRON_III,9,15,13715,180,167,BRONZE_II,18,16,15490,16,11,IRON_I,100,15,13877,47,100,IRON_IV,80,12,9571,48,102,IRON_IV,91,13,10042,54,67,BRONZE_IV,25,16,14853,17,53,IRON_IV,20,13,10586,544,523,BRONZE_IV,72,16,15163,49,56,IRON_II,31,17,17089,168,138,BRONZE_III,55,15,13420
1,295,295,BRONZE_III,61,15,14659,124,115,IRON_I,6,15,14107,16,11,IRON_I,100,16,15132,356,400,BRONZE_IV,0,14,12888,269,275,BRONZE_III,0,15,13637,64,63,BRONZE_III,53,16,15432,337,344,IRON_I,0,16,15477,171,166,BRONZE_I,0,16,15586,251,283,BRONZE_IV,43,14,12694,134,121,BRONZE_III,0,12,9172
1,104,128,BRONZE_IV,15,6,3016,27,38,IRON_III,64,9,5164,16,11,IRON_I,100,9,5272,479,474,BRONZE_III,59,7,3391,120,138,IRON_III,38,5,2016,132,151,BRONZE_IV,0,7,3741,279,304,IRON_II,28,1,0,393,372,BRONZE_IV,79,8,4067,204,197,BRONZE_II,73,7,3671,239,262,BRONZE_III,29,6,2552
0,69,87,BRONZE_II,75,13,11331,200,213,BRONZE_II,33,12,9126,390,361,SILVER_IV,25,14,12172,83,94,SILVER_III,46,12,9265,77,111,SILVER_IV,63,10,7250,330,325,SILVER_IV,21,12,9403,5,13,IRON_I,33,10,7123,476,453,SILVER_IV,73,10,6642,64,66,BRONZE_I,51,6,3081,10,18,SILVER_IV,25,12,8753
0,25,35,BRONZE_II,48,18,18648,195,168,BRONZE_III,33,18,20582,49,63,SILVER_IV,0,18,19116,11,9,BRONZE_I,5,16,16416,32,37,BRONZE_I,42,16,15263,166,158,SILVER_III,51,16,15207,5,13,IRON_I,33,14,12541,101,108,BRONZE_IV,15,15,13818,36,48,SILVER_IV,0,17,17203,10,18,SILVER_IV,25,15,13532
0,28,37,BRONZE_II,24,15,13987,100,116,BRONZE_II,45,15,13065,135,143,SILVER_IV,37,16,14738,33,35,SILVER_IV,24,15,13754,33,38,BRONZE_III,64,12,9487,20,20,BRONZE_II,36,14,12975,5,13,IRON_I,33,15,14585,20,20,BRONZE_II,36,10,6686,204,187,SILVER_IV,0,15,13866,10,18,SILVER_IV,25,15,13181
0,192,200,IRON_II,85,15,13404,38,34,SILVER_IV,18,15,14355,94,111,BRONZE_II,44,15,14033,41,48,SILVER_IV,56,15,13644,33,37,BRONZE_I,100,14,12837,58,47,SILVER_IV,0,13,11365,5,13,IRON_I,33,14,11485,42,55,BRONZE_III,23,13,10853,330,332,SILVER_IV,0,12,8876,232,223,BRONZE_II,26,12,8715
1,53,70,BRONZE_IV,64,12,9546,35,54,SILVER_IV,0,12,9658,35,54,SILVER_IV,0,15,13249,12,26,SILVER_II,40,12,9427,15,12,BRONZE_I,90,11,8539,72,71,SILVER_I,31,15,13646,5,13,IRON_I,33,13,10778,72,71,SILVER_I,31,13,11229,100,91,SILVER_I,37,15,13948,127,108,BRONZE_III,44,11,8184
0,13,11,BRONZE_I,92,11,7307,535,564,BRONZE_IV,14,10,6608,19,28,SILVER_I,15,12,8873,27,28,BRONZE_I,12,9,6086,36,33,SILVER_III,31,9,5965,72,71,SILVER_I,31,11,7489,5,13,IRON_I,33,9,5442,72,71,SILVER_I,31,9,5478,100,91,SILVER_I,37,9,5405,127,108,BRONZE_III,44,8,4565
1,54,73,BRONZE_IV,75,12,9818,132,139,BRONZE_III,26,11,7673,58,75,BRONZE_IV,16,13,10499,61,87,BRONZE_IV,22,11,8409,83,88,BRONZE_IV,19,10,6684,46,74,IRON_I,10,14,12058,5,13,IRON_I,33,13,10733,195,190,BRONZE_IV,64,13,10747,318,315,BRONZE_II,67,12,9874,42,54,BRONZE_III,12,11,8415
0,182,165,BRONZE_IV,51,15,14681,312,319,IRON_II,83,16,15565,72,100,IRON_II,39,16,15030,23,45,IRON_II,45,15,13694,362,328,BRONZE_III,75,14,12826,395,384,BRONZE_IV,40,15,13867,12,31,IRON_III,51,14,12448,10,28,IRON_III,34,13,11124,101,136,BRONZE_IV,59,13,10820,7,10,IRON_I,27,11,8013
0,21,8,SILVER_IV,0,15,13696,247,256,IRON_II,15,13,10549,8,16,BRONZE_IV,0,13,10531,6,12,BRONZE_II,75,13,11141,10,20,BRONZE_IV,24,12,9205,12,23,BRONZE_IV,38,12,9886,331,283,SILVER_II,6,13,11116,331,283,SILVER_II,6,14,12286,8,15,BRONZE_IV,33,11,8265,7,10,IRON_I,27,11,8022
1,35,43,BRONZE_II,75,13,10987,94,89,BRONZE_III,3,12,8921,103,95,BRONZE_III,36,13,10313,8,13,BRONZE_II,2,11,7844,13,7,BRONZE_I,55,10,6959,8,15,BRONZE_IV,40,13,10252,13,18,BRONZE_II,0,13,10991,13,18,BRONZE_II,0,13,10603,51,46,SILVER_IV,10,14,12557,7,10,IRON_I,27,12,9078
1,183,215,IRON_III,5,13,10208,350,337,BRONZE_II,0,13,11123,29,23,BRONZE_III,39,14,11888,228,229,IRON_III,4,13,11265,235,218,BRONZE_I,39,11,8472,44,58,BRONZE_IV,0,15,13099,260,256,BRONZE_IV,26,14,12709,61,47,BRONZE_IV,0,14,12851,474,489,BRONZE_III,33,16,14797,7,10,IRON_I,27,13,10756
0,244,263,IRON_IV,0,18,20249,67,71,BRONZE_III,18,17,16787,578,543,BRONZE_II,75,18,19317,41,47,IRON_I,14,17,16619,164,167,BRONZE_III,19,14,11849,481,505,BRONZE_IV,14,18,29133,51,45,BRONZE_I,28,11,8124,129,107,SILVER_III,1,18,21228,102,95,BRONZE_III,27,18,19298,7,10,IRON_I,27,15,13152
1,334,277,BRONZE_III,83,10,6599,91,127,IRON_I,16,11,7301,30,52,BRONZE_IV,18,11,8499,178,161,BRONZE_II,26,10,7295,409,372,BRONZE_I,100,9,5969,286,300,BRONZE_I,49,13,10398,90,106,BRONZE_III,0,11,8496,287,300,BRONZE_III,22,12,8774,68,113,BRONZE_II,89,10,6702,7,10,IRON_I,27,11,7332
1,47,65,IRON_I,12,10,6801,247,232,SILVER_III,74,10,6372,166,166,IRON_II,21,10,7249,601,585,BRONZE_II,69,9,6006,240,221,BRONZE_III,77,8,4334,404,395,SILVER_IV,22,13,10428,313,333,BRONZE_IV,0,11,8338,141,121,BRONZE_IV,35,12,9496,21,44,IRON_I,21,10,7144,7,10,IRON_I,27,8,4998
0,82,81,BRONZE_IV,14,15,14382,16,39,IRON_I,0,15,13210,6,6,IRON_I,0,13,11067,190,167,SILVER_IV,57,14,12286,324,313,BRONZE_II,44,13,10785,115,135,BRONZE_III,36,16,16465,131,176,BRONZE_IV,0,16,14864,153,166,BRONZE_III,40,15,14602,198,164,BRONZE_IV,0,15,13915,84,91,BRONZE_III,82,15,13574
1,545,538,BRONZE_II,56,18,19622,257,243,BRONZE_IV,36,18,21032,6,6,IRON_I,0,18,28108,127,117,BRONZE_IV,16,18,19306,254,268,BRONZE_IV,17,18,18991,77,75,BRONZE_II,57,18,28747,94,88,BRONZE_II,22,18,20687,45,56,BRONZE_IV,30,18,20539,394,411,BRONZE_IV,65,18,21637,25,27,IRON_II,77,18,18534
1,148,186,BRONZE_IV,47,18,24312,65,90,BRONZE_IV,15,18,19623,6,6,IRON_I,0,18,18894,146,179,IRON_II,74,18,21189,152,152,BRONZE_IV,48,18,18473,31,40,IRON_I,14,18,22283,48,64,BRONZE_IV,45,18,23567,129,122,BRONZE_II,34,18,22596,365,354,BRONZE_IV,74,18,23625,269,258,BRONZE_IV,26,18,22107
