result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
1,71,86,IRON_I,25,15,13835,85,74,BRONZE_II,29,17,17780,6,6,IRON_I,0,16,15692,68,78,IRON_IV,21,14,12759,228,199,BRONZE_IV,21,15,14161,49,73,IRON_I,11,16,16118,70,67,BRONZE_II,3,13,10594,502,534,BRONZE_IV,62,15,13912,566,562,IRON_III,96,14,11566,32,79,IRON_IV,0,12,8780
1,299,277,SILVER_IV,13,13,11260,80,64,SILVER_IV,19,14,11637,6,6,IRON_I,0,11,7631,323,334,BRONZE_I,0,11,8538,158,147,BRONZE_IV,54,10,6156,79,41,BRONZE_III,58,12,9843,52,82,IRON_I,63,11,8223,202,150,BRONZE_II,55,12,9762,99,107,BRONZE_IV,61,11,8322,31,76,IRON_III,0,10,6203
0,47,70,BRONZE_IV,29,15,13045,218,231,BRONZE_IV,0,16,14845,6,6,IRON_I,0,16,16394,90,112,BRONZE_IV,46,16,15216,18,24,IRON_I,52,12,9738,173,247,IRON_I,35,18,22394,211,248,BRONZE_IV,54,16,14920,155,242,IRON_I,18,17,17121,323,334,BRONZE_I,0,16,15250,131,177,BRONZE_IV,0,13,10505
1,115,105,BRONZE_IV,15,17,17478,66,84,BRONZE_IV,42,16,15854,6,6,IRON_I,0,15,13103,606,586,BRONZE_I,17,16,15013,133,132,IRON_II,32,14,12203,30,58,IRON_II,4,14,12885,209,179,BRONZE_III,54,13,10476,101,111,IRON_II,61,13,10865,233,230,BRONZE_III,10,15,14377,100,93,BRONZE_II,1,12,9552
0,4,7,IRON_I,73,18,21095,163,187,BRONZE_IV,63,17,16908,7,21,IRON_II,75,17,16864,449,427,SILVER_IV,0,17,16999,3,13,IRON_I,63,16,16102,413,360,SILVER_III,46,13,11098,269,272,BRONZE_III,67,18,20473,296,280,SILVER_IV,11,18,21095,256,263,BRONZE_II,37,18,19006,92,111,BRONZE_III,35,17,16989
0,4,7,IRON_I,73,15,13549,728,690,SILVER_IV,21,13,11300,361,324,SILVER_III,55,15,13759,138,161,IRON_II,29,14,12351,45,47,IRON_I,25,14,12435,193,163,BRONZE_II,27,16,15509,80,98,BRONZE_IV,40,15,13920,267,311,BRONZE_IV,0,16,16288,123,133,BRONZE_IV,0,14,11655,110,106,BRONZE_IV,16,13,11191
0,4,7,IRON_I,73,18,18962,179,191,BRONZE_III,73,16,15234,117,119,BRONZE_IV,65,18,18506,193,163,BRONZE_II,27,16,16025,45,47,IRON_I,25,16,14862,182,177,BRONZE_II,32,18,22718,344,326,BRONZE_IV,26,18,18723,15,21,BRONZE_III,75,18,18894,85,98,BRONZE_IV,30,18,18504,179,169,BRONZE_III,57,17,17453
0,4,7,IRON_I,73,13,10564,31,37,BRONZE_IV,42,14,11870,223,214,BRONZE_IV,24,11,8183,194,213,BRONZE_IV,31,13,10939,45,47,IRON_I,25,13,10058,185,132,BRONZE_II,30,15,13313,157,136,BRONZE_III,41,13,10561,373,390,BRONZE_IV,83,13,10785,196,220,BRONZE_IV,31,11,8513,232,234,BRONZE_IV,68,11,8535
1,4,7,IRON_I,73,12,9706,22,10,SILVER_IV,70,16,16449,24,22,BRONZE_I,40,13,11046,4,9,IRON_I,63,11,8278,45,47,IRON_I,25,11,7697,82,93,BRONZE_IV,90,14,11575,26,24,BRONZE_II,4,1,0,7,4,BRONZE_III,0,14,11690,105,96,SILVER_III,0,13,10868,135,131,SILVER_IV,14,12,9790
1,4,7,IRON_I,73,12,9771,242,247,BRONZE_IV,79,15,13527,758,717,SILVER_IV,32,15,13902,82,99,IRON_II,29,14,12056,45,47,IRON_I,25,12,8753,1196,1178,BRONZE_IV,53,12,9959,116,140,IRON_IV,26,11,8052,126,159,BRONZE_IV,27,13,11348,212,198,BRONZE_IV,62,11,7762,17,21,BRONZE_III,54,11,7339
0,4,7,IRON_I,73,11,7988,45,47,IRON_I,25,11,8304,101,105,BRONZE_II,93,11,7647,203,199,BRONZE_II,23,10,6431,97,92,BRONZE_II,44,9,5692,250,228,SILVER_IV,13,12,9872,26,49,BRONZE_IV,20,12,9367,378,329,BRONZE_I,21,13,10296,129,99,SILVER_III,12,11,8165,766,787,IRON_I,25,11,8042
1,162,184,BRONZE_III,15,18,19935,200,263,IRON_IV,22,16,14766,212,202,BRONZE_IV,56,16,15566,33,40,IRON_I,0,17,17409,18,27,IRON_I,100,16,15729,161,166,BRONZE_IV,48,18,18955,201,208,BRONZE_IV,2,18,19013,37,50,IRON_II,49,16,15142,243,197,BRONZE_I,2,17,16932,38,53,IRON_II,52,16,15291
1,221,213,BRONZE_IV,41,17,17353,44,37,BRONZE_II,9,16,15889,39,57,BRONZE_IV,6,14,12864,33,40,IRON_I,0,15,13937,18,27,IRON_I,100,12,9167,139,165,IRON_II,48,15,13367,253,236,BRONZE_II,38,13,10545,137,165,IRON_II,48,13,10795,31,43,BRONZE_IV,29,13,10247,99,107,BRONZE_III,32,13,10110
1,107,122,IRON_I,63,18,27775,65,60,BRONZE_I,10,18,34831,33,40,IRON_I,0,18,30067,98,76,BRONZE_III,30,18,26846,18,27,IRON_I,100,18,29417,72,77,BRONZE_II,16,18,28279,17,47,IRON_I,0,18,19546,13,39,IRON_I,55,18,27472,890,872,BRONZE_III,0,18,22677,364,385,IRON_I,19,18,19191
0,51,57,BRONZE_IV,22,13,10287,50,60,BRONZE_II,9,14,11597,33,40,IRON_I,0,11,8376,164,206,BRONZE_IV,48,12,9133,18,27,IRON_I,100,14,12349,144,150,BRONZE_III,14,15,14090,144,174,IRON_III,14,12,9491,149,158,BRONZE_IV,66,15,13549,141,148,SILVER_IV,26,13,10833,136,151,IRON_II,41,12,9189
0,853,836,BRONZE_IV,25,15,14263,675,700,IRON_II,23,13,11167,33,40,IRON_I,0,16,15928,114,119,BRONZE_III,11,13,11078,18,27,IRON_I,100,15,13571,53,64,BRONZE_III,0,16,15405,353,281,GOLD_IV,32,17,16508,167,198,BRONZE_IV,0,17,18028,406,382,SILVER_IV,0,15,13743,141,124,BRONZE_II,8,14,12744
0,33,40,IRON_I,0,11,7931,366,375,IRON_II,67,12,9621,54,99,IRON_IV,68,12,8981,80,60,BRONZE_II,24,9,5466,18,27,IRON_I,100,11,8329,67,68,BRONZE_III,29,13,10464,22,34,IRON_I,44,12,9787,63,52,BRONZE_I,30,13,10679,300,304,BRONZE_III,31,12,9783,223,235,IRON_III,7,13,10104
0,33,40,IRON_I,0,14,12859,583,636,IRON_III,50,11,8401,123,100,BRONZE_II,41,14,12783,186,222,IRON_III,64,14,11705,18,27,IRON_I,100,12,9723,67,85,BRONZE_IV,33,16,14951,184,166,BRONZE_III,29,15,14657,157,156,BRONZE_IV,13,15,13821,183,154,BRONZE_II,68,14,12022,159,143,BRONZE_III,10,13,10456
0,18,9,BRONZE_I,41,14,12321,184,196,BRONZE_III,75,13,11313,9,12,BRONZE_I,37,15,13880,10,18,IRON_I,6,12,9464,122,126,BRONZE_II,58,13,11089,65,68,BRONZE_II,70,15,14640,117,114,BRONZE_I,13,14,11459,17,18,BRONZE_I,80,15,14411,17,16,BRONZE_II,75,16,15898,58,73,BRONZE_IV,53,15,14095
0,26,41,BRONZE_III,2,11,7914,14,11,BRONZE_III,22,5,2314,54,77,BRONZE_III,11,11,7494,10,18,IRON_I,6,8,4230,9,12,BRONZE_I,37,7,3635,329,308,SILVER_III,11,10,6551,592,619,BRONZE_I,58,9,5989,220,205,SILVER_III,57,11,8277,654,612,SILVER_IV,12,9,5773,723,713,BRONZE_II,37,7,3594
1,61,70,BRONZE_IV,94,16,15367,430,411,BRONZE_III,0,16,15404,129,138,BRONZE_IV,0,14,12409,10,18,IRON_I,6,18,20197,409,417,BRONZE_IV,0,14,12869,198,204,BRONZE_IV,0,16,15923,409,446,IRON_III,38,13,11261,80,93,BRONZE_IV,0,15,14329,90,121,BRONZE_IV,59,16,15728,129,129,BRONZE_III,74,17,17287
0,11,15,IRON_I,3,18,28497,133,149,IRON_IV,93,18,20861,14,44,IRON_III,47,18,22138,10,18,IRON_I,6,18,27326,57,51,BRONZE_IV,58,18,22609,124,105,BRONZE_IV,0,18,31420,82,72,BRONZE_III,28,18,26063,384,409,IRON_I,4,18,33602,68,68,IRON_II,51,18,23514,292,310,BRONZE_IV,0,18,24997
1,93,101,BRONZE_III,11,17,17361,6,13,IRON_II,63,14,12513,173,160,SILVER_IV,19,15,13063,10,18,IRON_I,6,16,14779,551,540,BRONZE_IV,35,14,12904,259,218,BRONZE_III,71,14,12929,37,36,BRONZE_IV,18,14,11593,527,526,IRON_II,78,14,11792,88,66,SILVER_IV,11,14,11900,223,243,BRONZE_IV,70,13,10866
1,162,159,IRON_III,50,17,17955,113,117,BRONZE_IV,43,17,17658,249,241,BRONZE_III,35,15,13104,10,18,IRON_I,6,17,17363,203,202,BRONZE_III,48,12,9158,312,278,SILVER_III,0,16,16082,78,50,BRONZE_III,26,14,11794,753,759,BRONZE_IV,42,16,15944,151,158,IRON_I,14,14,12511,108,108,IRON_III,45,15,13149
1,202,190,BRONZE_IV,0,16,15152,420,423,BRONZE_IV,60,15,13275,599,590,BRONZE_IV,61,14,11937,10,18,IRON_I,6,17,16801,17,37,BRONZE_IV,0,14,11927,316,307,BRONZE_III,36,14,12934,135,152,BRONZE_II,0,14,11485,82,113,IRON_II,41,14,11991,25,39,BRONZE_IV,12,14,11471,399,450,IRON_IV,59,12,8979
1,7,9,BRONZE_IV,57,18,20220,92,99,BRONZE_III,35,18,19418,40,44,BRONZE_IV,70,18,23001,27,32,BRONZE_IV,24,17,17449,6,8,BRONZE_IV,23,17,16970,6,8,BRONZE_IV,23,18,19292,36,27,SILVER_IV,2,18,26825,52,71,BRONZE_IV,28,18,22646,12,10,BRONZE_II,0,18,20567,4,12,IRON_I,49,16,14903
0,25,32,BRONZE_I,34,15,13730,156,136,BRONZE_II,0,16,16423,340,318,BRONZE_II,8,15,13574,4,9,BRONZE_IV,68,15,13769,3,10,BRONZE_IV,26,14,12138,60,75,SILVER_IV,0,16,15710,114,95,SILVER_IV,12,15,13282,81,107,IRON_III,68,15,13303,37,44,BRONZE_I,17,13,10964,4,12,IRON_I,49,12,9588
0,364,320,SILVER_II,52,8,4922,238,234,SILVER_IV,15,7,3243,11,11,BRONZE_III,60,8,4228,27,19,BRONZE_I,18,6,2478,289,296,BRONZE_II,18,6,3087,61,71,BRONZE_I,29,7,4000,221,215,SILVER_III,23,7,3872,17,21,BRONZE_II,84,7,3708,105,101,BRONZE_IV,0,4,1639,4,12,IRON_I,49,6,3088
0,175,159,SILVER_II,53,17,18151,94,93,SILVER_IV,25,17,16597,32,48,BRONZE_IV,76,17,18170,45,51,BRONZE_IV,89,16,16287,6,12,BRONZE_IV,85,15,14559,38,34,BRONZE_I,69,16,15033,15,17,BRONZE_II,75,14,12701,319,328,BRONZE_IV,38,15,13858,23,22,SILVER_IV,0,14,11641,4,12,IRON_I,49,14,12537
0,7,3,BRONZE_III,8,16,15669,23,27,SILVER_IV,65,16,16253,18,21,BRONZE_I,32,15,14561,4,14,BRONZE_IV,81,16,14839,391,450,IRON_IV,91,14,12303,5,15,BRONZE_IV,36,15,14044,17,28,BRONZE_III,58,13,11116,17,28,BRONZE_III,58,14,12053,19,24,BRONZE_I,19,14,12294,4,12,IRON_I,49,11,8542
0,119,99,SILVER_IV,0,14,12923,21,17,GOLD_IV,67,14,11612,338,314,SILVER_IV,59,13,11015,12,31,BRONZE_IV,79,11,8286,19,24,BRONZE_III,50,12,9258,22,27,BRONZE_II,26,13,10554,336,311,SILVER_IV,0,12,8722,3,8,IRON_I,50,11,7391,3,8,IRON_I,50,11,8285,4,12,IRON_I,49,10,7038
0,16,12,SILVER_IV,0,15,13707,22,11,SILVER_IV,4,13,11110,22,11,SILVER_IV,4,13,11317,48,58,SILVER_IV,25,12,9496,9,10,BRONZE_II,85,10,6486,191,180,SILVER_I,78,13,10704,11,11,BRONZE_I,24,12,8709,203,193,GOLD_III,1,12,9753,19,15,SILVER_IV,11,11,7497,4,12,IRON_I,49,9,5666
0,249,239,BRONZE_II,31,17,16903,144,144,BRONZE_II,90,18,18477,129,127,BRONZE_II,42,16,15921,46,49,BRONZE_III,21,14,11527,114,123,BRONZE_I,21,13,11063,47,63,BRONZE_IV,46,18,18850,272,265,BRONZE_III,68,15,14168,6,7,BRONZE_IV,46,15,14015,2,9,IRON_I,0,14,11991,195,195,BRONZE_II,45,15,13834
1,12,13,BRONZE_II,5,9,6057,7,10,BRONZE_IV,40,13,10739,7,18,BRONZE_III,14,10,7186,26,33,BRONZE_III,10,10,6369,40,48,BRONZE_I,0,12,9214,8,10,BRONZE_IV,87,13,10050,34,24,BRONZE_I,26,12,9790,6,7,BRONZE_IV,46,14,11758,2,9,IRON_I,0,12,9629,163,155,BRONZE_III,74,12,9778
0,12,1,BRONZE_II,62,17,16551,5,10,BRONZE_III,74,13,10557,26,28,BRONZE_I,0,14,12118,8,11,BRONZE_IV,22,10,6904,14,54,IRON_IV,0,9,6083,20,19,BRONZE_I,13,13,11260,200,220,SILVER_IV,12,13,10247,6,7,BRONZE_IV,46,13,10230,2,9,IRON_I,0,11,8434,7,10,BRONZE_IV,41,11,7969
0,5,5,BRONZE_III,37,18,19059,10,13,BRONZE_II,1,18,18868,190,216,BRONZE_II,16,18,19064,14,15,BRONZE_II,0,15,13435,15,19,BRONZE_II,39,16,15965,13,14,BRONZE_II,35,16,15736,204,200,BRONZE_II,0,17,18145,6,7,BRONZE_IV,46,17,17100,2,9,IRON_I,0,14,13015,12,41,IRON_III,35,14,11778
0,5,5,BRONZE_III,37,14,12051,10,13,BRONZE_II,1,13,10503,279,293,BRONZE_I,64,14,12503,279,293,BRONZE_I,64,12,8744,279,293,BRONZE_I,64,11,8015,6,13,BRONZE_III,68,12,9113,6,13,BRONZE_III,68,12,9914,6,7,BRONZE_IV,46,13,11349,2,9,IRON_I,0,13,10749,29,23,BRONZE_I,94,11,8563
1,6,6,BRONZE_IV,53,2,605,7,7,BRONZE_IV,43,1,0,7,7,BRONZE_III,59,3,1025,142,142,BRONZE_II,62,2,568,142,142,BRONZE_II,62,2,508,5,5,BRONZE_III,37,3,965,10,13,BRONZE_II,1,3,816,6,7,BRONZE_IV,46,3,1025,2,9,IRON_I,0,2,564,29,23,BRONZE_I,94,2,564
1,29,23,BRONZE_I,94,15,13189,11,11,SILVER_IV,47,15,13567,11,11,SILVER_IV,53,16,15837,15,8,SILVER_IV,88,17,18250,5,21,BRONZE_IV,16,15,13068,5,21,BRONZE_IV,16,18,19897,6,7,BRONZE_IV,46,14,12284,211,170,PLATINUM_III,1,17,17099,2,9,IRON_I,0,14,12821,2,9,IRON_I,0,14,11740
1,435,424,BRONZE_I,100,12,9324,94,125,IRON_III,5,10,6427,63,65,BRONZE_III,55,11,8399,35,46,IRON_IV,59,11,7422,168,146,BRONZE_III,4,9,6082,12,12,IRON_I,100,12,8843,170,199,IRON_IV,7,13,10339,163,193,IRON_III,75,13,11226,195,236,IRON_II,59,12,9567,91,94,BRONZE_III,62,10,6620
1,76,82,BRONZE_II,44,1,0,304,310,BRONZE_II,60,3,858,139,150,BRONZE_I,52,3,935,622,592,GOLD_IV,0,2,489,186,168,SILVER_III,22,2,609,12,12,IRON_I,100,3,965,66,79,BRONZE_III,5,3,840,83,78,SILVER_IV,0,3,1116,216,193,BRONZE_I,46,2,525,56,54,SILVER_II,75,2,525
1,457,428,BRONZE_I,76,13,11436,142,151,BRONZE_IV,32,13,10642,254,207,SILVER_III,38,15,13291,119,130,IRON_III,39,13,10976,129,128,BRONZE_IV,57,13,10052,12,12,IRON_I,100,15,13062,37,33,IRON_I,0,17,16615,44,44,IRON_I,49,10,6311,162,181,IRON_II,96,14,11868,250,237,IRON_I,48,12,9804
1,58,80,IRON_III,53,17,17300,248,216,BRONZE_III,71,16,16328,48,54,BRONZE_IV,46,16,15236,26,43,BRONZE_IV,23,16,15160,20,36,IRON_II,41,15,14457,12,12,IRON_I,100,16,16219,83,81,BRONZE_III,7,17,17815,755,756,BRONZE_III,10,17,17526,121,129,IRON_III,16,18,19283,194,167,BRONZE_IV,8,15,14164
0,67,55,IRON_I,78,12,9172,92,83,BRONZE_III,18,15,14653,387,337,BRONZE_I,31,15,13970,213,179,BRONZE_I,24,15,13104,197,187,BRONZE_IV,90,11,8348,12,12,IRON_I,100,14,12450,93,95,BRONZE_IV,13,12,8702,93,95,BRONZE_IV,13,13,10412,293,281,SILVER_IV,30,12,8956,80,76,BRONZE_IV,93,12,8725
0,350,375,IRON_II,72,17,17808,107,90,BRONZE_I,91,18,20685,179,161,IRON_II,72,18,22904,158,160,BRONZE_IV,18,18,18486,232,216,BRONZE_II,36,17,18213,12,12,IRON_I,100,18,23187,45,54,BRONZE_IV,47,18,21849,434,347,SILVER_III,75,17,17782,34,57,IRON_IV,0,18,19236,162,161,BRONZE_IV,45,15,14446
1,182,157,SILVER_IV,24,18,20974,124,110,BRONZE_II,3,17,17960,53,57,BRONZE_III,77,18,22218,566,509,SILVER_III,10,17,17372,96,74,SILVER_IV,0,15,13561,12,12,IRON_I,100,18,21482,207,212,BRONZE_IV,19,18,19965,98,95,BRONZE_IV,24,18,21333,10,6,IRON_I,100,18,20185,516,523,BRONZE_IV,66,18,19978
0,51,55,IRON_I,54,15,13800,179,170,SILVER_IV,75,15,14610,275,278,SILVER_IV,17,16,15432,3,8,IRON_I,32,13,11106,547,551,SILVER_IV,28,14,11958,57,62,BRONZE_IV,52,17,16582,188,205,BRONZE_II,38,15,14389,46,57,BRONZE_I,25,15,13231,6,6,BRONZE_III,48,17,17463,53,73,BRONZE_IV,41,13,9994
0,226,208,BRONZE_III,79,12,9737,365,355,BRONZE_I,3,10,6471,235,238,BRONZE_II,17,11,7427,3,8,IRON_I,32,10,7148,58,65,BRONZE_IV,30,9,5363,223,204,SILVER_III,27,14,11791,1282,1243,SILVER_II,75,11,8325,66,55,SILVER_IV,39,12,9526,109,100,BRONZE_II,60,11,8150,201,191,SILVER_IV,39,9,5812
0,274,246,BRONZE_II,70,11,8335,294,322,BRONZE_IV,50,12,8650,58,65,BRONZE_III,37,9,6073,3,8,IRON_I,32,9,5380,81,79,BRONZE_III,51,9,5902,16,7,BRONZE_I,25,13,11094,88,88,BRONZE_I,0,12,8899,205,229,IRON_III,94,11,8435,248,249,BRONZE_III,15,12,9358,27,18,SILVER_II,26,11,7493
0,31,31,BRONZE_I,72,18,25043,851,820,GOLD_IV,14,17,17220,60,49,SILVER_IV,92,18,18731,3,8,IRON_I,32,16,14943,116,140,BRONZE_III,15,15,13243,17,13,BRONZE_I,100,18,25678,185,199,BRONZE_IV,33,16,16239,214,183,SILVER_I,40,18,18586,261,254,SILVER_IV,72,18,20118,63,59,BRONZE_I,37,17,18191
1,18,17,BRONZE_II,61,18,22161,234,218,BRONZE_II,96,16,15311,51,41,SILVER_IV,1,16,15037,3,8,IRON_I,32,15,13512,248,240,SILVER_IV,24,15,14280,99,88,BRONZE_II,22,15,14613,24,29,BRONZE_III,54,15,14422,150,153,BRONZE_II,12,16,15262,1273,1194,SILVER_II,85,15,14667,70,83,BRONZE_III,81,14,12451
1,43,31,BRONZE_II,42,15,14151,203,210,SILVER_IV,0,16,16397,43,53,BRONZE_II,47,17,16668,3,8,IRON_I,32,16,14793,57,70,BRONZE_IV,22,16,14980,34,23,SILVER_IV,68,16,15016,139,115,SILVER_I,22,14,12302,3,15,IRON_III,11,15,14537,135,160,BRONZE_III,0,13,10772,19,28,BRONZE_II,2,14,12015
0,10,17,BRONZE_IV,29,13,10478,60,62,BRONZE_III,8,12,9952,111,102,SILVER_IV,52,13,10067,3,8,IRON_I,32,12,9029,5,10,IRON_I,47,11,7578,69,71,BRONZE_IV,5,14,11807,48,46,SILVER_IV,67,12,8796,75,67,BRONZE_I,75,14,11643,322,312,SILVER_IV,0,12,9546,5,8,IRON_I,100,11,7895
0,33,34,BRONZE_IV,75,17,18108,202,213,BRONZE_IV,64,16,14874,44,57,BRONZE_IV,44,16,15000,196,190,BRONZE_III,30,13,11233,154,149,BRONZE_III,46,13,11205,5,7,IRON_I,71,13,11262,200,189,BRONZE_IV,76,13,10881,238,192,BRONZE_II,24,15,13209,68,86,BRONZE_II,44,14,11567,11,26,IRON_I,100,14,11742
1,158,188,BRONZE_IV,54,15,13479,154,170,IRON_II,43,16,15557,108,132,BRONZE_II,14,16,15036,19,41,IRON_III,7,16,16316,5,38,IRON_I,30,12,8889,13,19,BRONZE_IV,64,18,19956,55,82,IRON_II,0,15,13987,86,80,BRONZE_IV,49,14,12708,68,86,BRONZE_II,44,18,19470,11,26,IRON_I,100,17,17121
1,65,59,BRONZE_III,63,12,9730,69,89,BRONZE_IV,0,13,10173,150,156,BRONZE_III,13,14,12082,121,149,IRON_II,0,12,8587,73,67,BRONZE_III,11,10,6497,139,179,IRON_I,54,14,12620,110,122,BRONZE_III,27,11,8190,146,165,BRONZE_III,0,11,7339,68,86,BRONZE_II,44,13,11049,11,26,IRON_I,100,13,10785
1,280,282,BRONZE_IV,7,12,8596,9,23,BRONZE_IV,24,11,7376,8,22,IRON_II,71,13,11377,304,351,IRON_III,14,12,9217,132,130,BRONZE_IV,95,12,9569,181,217,BRONZE_IV,22,15,13196,199,212,IRON_III,45,14,11604,396,422,IRON_II,0,14,12320,68,86,BRONZE_II,44,13,10992,11,26,IRON_I,100,14,11593
1,17,38,IRON_II,72,11,8103,244,291,IRON_I,1,11,7519,446,481,BRONZE_IV,4,12,8799,370,356,BRONZE_IV,11,9,5742,91,99,IRON_III,61,9,6081,327,349,IRON_I,34,13,10606,29,55,IRON_I,93,12,9098,260,242,IRON_I,15,12,9123,68,86,BRONZE_II,44,12,8629,11,26,IRON_I,100,11,8475
1,75,73,BRONZE_II,15,14,12331,113,142,BRONZE_IV,24,13,11181,88,101,BRONZE_IV,35,14,12534,315,343,BRONZE_II,97,15,13086,103,112,BRONZE_IV,5,13,11052,18,34,BRONZE_I,85,16,15253,215,233,BRONZE_III,1,17,16970,151,168,IRON_I,23,14,12314,68,86,BRONZE_II,44,14,12851,11,26,IRON_I,100,14,12932
0,163,141,BRONZE_II,5,13,10879,31,31,IRON_III,89,11,8479,47,52,BRONZE_III,78,14,12119,57,53,BRONZE_I,33,14,11475,305,296,IRON_I,10,11,8133,305,296,IRON_I,10,11,8129,31,66,IRON_III,10,13,10555,68,86,BRONZE_II,44,11,8137,161,166,BRONZE_IV,48,10,6610,11,26,IRON_I,100,10,6854
0,30,25,IRON_I,0,15,14434,17,25,BRONZE_IV,42,13,11344,120,151,BRONZE_IV,4,15,14181,80,78,BRONZE_IV,10,14,12407,198,199,BRONZE_II,12,12,9471,13,20,BRONZE_III,21,17,16484,257,272,BRONZE_IV,75,14,12799,24,35,BRONZE_III,1,15,14691,75,79,BRONZE_IV,66,14,12979,681,628,SILVER_IV,0,14,12460
1,30,25,IRON_I,0,11,8179,176,180,BRONZE_III,85,10,6151,14,30,BRONZE_IV,15,10,6461,25,53,IRON_III,35,9,5107,75,91,BRONZE_III,47,7,3651,567,596,IRON_IV,91,10,6448,18,20,IRON_I,30,2,533,448,464,IRON_III,0,10,6234,194,188,BRONZE_IV,94,8,4469,114,103,IRON_I,100,8,4098
1,30,25,IRON_I,0,14,12768,53,38,BRONZE_II,59,14,12069,151,151,BRONZE_III,73,14,12252,65,80,BRONZE_IV,48,13,11121,38,43,IRON_III,48,12,9926,147,171,BRONZE_IV,47,14,12855,208,204,SILVER_III,13,14,12124,484,507,BRONZE_IV,0,13,11246,239,227,BRONZE_IV,37,13,10086,18,52,IRON_IV,0,12,9151
1,30,25,IRON_I,0,14,12533,157,173,IRON_III,6,13,10638,99,111,BRONZE_III,64,14,12421,252,264,BRONZE_III,70,13,11376,288,304,IRON_I,22,13,10193,251,269,IRON_II,75,11,8285,55,71,BRONZE_IV,64,13,10134,349,385,IRON_IV,82,12,9560,65,102,BRONZE_IV,26,13,10206,149,163,BRONZE_IV,4,11,7982
1,30,25,IRON_I,0,17,16533,20,23,IRON_I,0,17,17957,185,163,BRONZE_II,54,18,22675,79,106,IRON_I,30,16,15724,78,86,BRONZE_IV,25,16,15063,215,257,BRONZE_IV,18,14,12248,61,66,BRONZE_IV,59,16,14822,511,482,BRONZE_I,15,15,14162,261,286,BRONZE_III,75,14,12860,567,596,IRON_IV,91,13,11055
0,30,25,IRON_I,0,18,20941,106,130,IRON_II,0,18,20122,18,11,BRONZE_I,75,18,23901,186,201,IRON_III,27,18,20421,81,95,BRONZE_IV,36,17,16799,27,26,IRON_I,81,18,24635,59,72,BRONZE_III,5,18,23111,24,15,BRONZE_IV,61,18,21573,48,61,BRONZE_IV,0,18,19243,26,33,BRONZE_IV,1,17,17724
0,30,25,IRON_I,0,16,16445,103,135,BRONZE_IV,3,15,14533,102,110,IRON_II,14,17,18035,72,84,BRONZE_III,90,17,16943,255,240,BRONZE_II,8,17,17084,31,24,BRONZE_IV,19,18,22892,29,34,IRON_II,2,16,16023,53,51,BRONZE_IV,0,16,16319,454,464,IRON_IV,75,15,14473,195,177,BRONZE_II,55,15,13742
0,270,273,BRONZE_IV,36,16,14896,267,279,BRONZE_IV,90,15,13245,20,28,IRON_I,97,17,17782,171,157,IRON_I,36,15,14379,95,126,BRONZE_IV,13,14,12345,8,7,IRON_I,63,16,15256,43,55,BRONZE_III,0,13,10522,13,19,BRONZE_III,59,16,15111,372,364,BRONZE_III,75,13,10047,227,264,IRON_III,31,13,10145
0,84,86,IRON_I,55,18,21511,250,245,BRONZE_IV,63,17,16829,175,158,BRONZE_IV,55,17,16574,332,368,IRON_III,0,16,15878,233,241,BRONZE_IV,28,15,13970,8,7,IRON_I,63,14,12409,1158,1170,IRON_II,3,17,16648,62,62,BRONZE_IV,44,16,14866,59,76,BRONZE_II,15,16,14881,124,123,BRONZE_III,9,17,16993
1,476,457,BRONZE_I,75,12,9671,194,191,BRONZE_IV,0,11,8269,136,128,BRONZE_IV,58,11,8429,380,340,BRONZE_III,37,12,8787,127,131,BRONZE_IV,26,11,7333,8,7,IRON_I,63,11,7816,210,217,BRONZE_IV,0,14,11515,42,69,BRONZE_IV,0,12,9462,162,161,BRONZE_III,12,14,12936,81,70,BRONZE_II,53,12,9355
0,153,155,BRONZE_III,11,14,11737,109,140,IRON_III,46,13,10864,7,10,BRONZE_II,35,14,12577,336,337,BRONZE_III,43,13,10698,226,219,BRONZE_III,25,12,8778,8,7,IRON_I,63,13,10528,352,289,BRONZE_I,77,14,12499,302,297,BRONZE_IV,40,12,9738,248,252,IRON_II,0,11,7459,158,174,BRONZE_IV,52,12,8591
