result,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,110,96,DIAMOND_III,23,10,6626,543,527,DIAMOND_III,0,9,5366,184,174,DIAMOND_I,16,9,6013,347,330,MASTER_I,14,9,5518,126,129,MASTER_I,1,7,3530,549,523,MASTER_I,80,11,8266,508,520,DIAMOND_I,22,11,8115,62,65,DIAMOND_III,80,11,8481,427,423,DIAMOND_III,82,10,6450,241,223,DIAMOND_I,93,9,5115
0,110,96,DIAMOND_III,23,12,9807,543,527,DIAMOND_III,0,11,8215,166,154,MASTER_I,103,13,10008,462,443,DIAMOND_I,27,11,8510,219,214,DIAMOND_III,16,11,7421,59,35,DIAMOND_II,82,15,13969,307,311,DIAMOND_II,0,15,14605,442,404,DIAMOND_I,67,15,13207,83,77,DIAMOND_III,43,13,10191,280,269,DIAMOND_III,75,11,8047
1,110,96,DIAMOND_III,23,13,10181,543,527,DIAMOND_III,0,11,8168,512,500,DIAMOND_III,67,11,8239,151,136,DIAMOND_II,23,10,6151,120,131,DIAMOND_II,59,8,4385,450,415,DIAMOND_I,43,10,6332,177,149,DIAMOND_III,12,9,5497,346,312,DIAMOND_I,0,9,6105,141,129,DIAMOND_II,0,9,5622,803,753,DIAMOND_IV,60,9,5118
1,110,96,DIAMOND_III,23,16,16410,543,527,DIAMOND_III,0,17,17268,467,430,DIAMOND_II,44,17,16923,258,233,DIAMOND_II,37,15,13959,69,53,DIAMOND_II,19,15,14309,35,30,DIAMOND_III,55,18,19212,644,622,DIAMOND_I,11,17,16543,199,157,MASTER_I,1,17,16489,331,278,MASTER_I,12,15,13441,1144,1108,MASTER_I,93,15,14236
1,61,64,DIAMOND_IV,21,13,10552,83,76,PLATINUM_I,67,13,11384,59,54,DIAMOND_IV,0,12,9595,337,351,DIAMOND_III,0,12,9449,207,207,PLATINUM_II,75,10,6689,118,102,DIAMOND_II,41,13,11197,56,47,DIAMOND_III,30,15,13234,117,95,DIAMOND_III,55,14,12286,55,47,DIAMOND_III,18,14,11919,136,121,DIAMOND_III,50,12,9800
0,32,30,DIAMOND_I,33,14,11547,119,107,DIAMOND_I,55,14,12379,99,73,DIAMOND_I,40,15,14109,140,123,MASTER_I,35,13,10570,321,297,MASTER_I,29,11,8446,501,447,MASTER_I,16,13,10962,56,47,DIAMOND_III,30,12,9263,62,66,DIAMOND_II,37,13,10137,97,73,DIAMOND_I,67,10,6862,88,89,DIAMOND_I,19,9,6071
0,124,98,DIAMOND_III,64,16,15425,81,75,DIAMOND_III,47,16,15391,376,373,DIAMOND_IV,87,15,14152,283,261,DIAMOND_II,0,14,11988,269,229,DIAMOND_IV,49,12,8643,538,528,DIAMOND_III,60,13,10189,489,462,DIAMOND_IV,10,13,10468,140,120,DIAMOND_III,0,15,13883,348,331,DIAMOND_IV,48,13,11175,89,96,DIAMOND_IV,46,11,8505
0,78,70,DIAMOND_III,41,15,14509,148,133,DIAMOND_IV,1,14,12055,195,216,DIAMOND_IV,96,15,14673,220,203,DIAMOND_IV,60,14,11728,315,311,DIAMOND_III,72,12,9741,431,405,PLATINUM_I,66,14,11572,57,73,DIAMOND_IV,0,13,10963,140,120,DIAMOND_III,0,13,10382,43,25,PLATINUM_I,100,13,10352,154,151,DIAMOND_IV,86,10,7056
1,48,45,PLATINUM_I,100,14,12726,83,85,PLATINUM_I,48,16,16354,1024,1010,DIAMOND_IV,0,15,14128,46,41,PLATINUM_II,17,14,12391,50,52,DIAMOND_IV,18,13,10740,507,512,DIAMOND_II,30,17,18089,309,281,PLATINUM_I,70,16,15457,140,120,DIAMOND_III,0,18,19125,52,42,DIAMOND_II,1,16,15793,90,91,DIAMOND_IV,92,15,13720
1,32,30,DIAMOND_II,53,13,10464,11,12,SILVER_II,38,10,6770,61,59,GOLD_II,0,10,7106,7,7,SILVER_I,72,11,8159,14,18,GOLD_II,36,13,10838,57,60,SILVER_II,8,11,7793,96,93,GOLD_III,29,13,10532,140,120,DIAMOND_III,0,15,13525,96,93,GOLD_III,29,14,12327,249,246,DIAMOND_II,30,14,12908
1,28,29,SILVER_I,27,14,12318,67,54,PLATINUM_II,48,14,12953,60,47,PLATINUM_IV,48,16,15156,204,208,PLATINUM_IV,31,16,14983,204,208,PLATINUM_IV,31,13,10042,57,60,SILVER_II,8,14,12843,96,93,GOLD_III,29,16,14722,140,120,DIAMOND_III,0,17,17789,96,93,GOLD_III,29,18,19200,249,246,DIAMOND_II,30,16,16158
1,306,309,PLATINUM_III,0,14,12450,288,283,PLATINUM_IV,16,14,11734,228,234,GOLD_III,74,11,7612,301,284,PLATINUM_III,49,13,10670,25,23,GOLD_III,0,12,9852,57,60,SILVER_II,8,12,9689,96,93,GOLD_III,29,13,9999,140,120,DIAMOND_III,0,16,16167,96,93,GOLD_III,29,14,11724,249,246,DIAMOND_II,30,16,15667
1,135,134,DIAMOND_III,0,15,13840,393,362,DIAMOND_III,38,12,9025,134,105,DIAMOND_III,28,14,11811,319,326,DIAMOND_IV,77,13,10158,216,214,DIAMOND_IV,97,11,8092,180,167,DIAMOND_III,15,14,11450,274,250,DIAMOND_IV,60,15,14416,140,120,DIAMOND_III,0,17,17605,120,109,DIAMOND_III,69,13,11031,362,346,DIAMOND_II,5,13,10426
0,119,143,DIAMOND_IV,79,13,10280,270,271,DIAMOND_III,0,12,9716,261,225,DIAMOND_III,25,12,9611,309,289,DIAMOND_IV,75,13,10850,110,102,DIAMOND_III,40,10,6702,538,528,DIAMOND_III,60,14,11467,376,332,DIAMOND_IV,67,14,12988,96,115,DIAMOND_III,19,13,10836,113,120,DIAMOND_IV,21,14,12983,220,189,DIAMOND_III,87,13,10132
1,227,236,DIAMOND_III,21,15,14629,70,74,PLATINUM_I,80,16,14729,261,225,DIAMOND_III,25,15,14595,850,807,DIAMOND_IV,79,13,10635,198,202,DIAMOND_IV,98,13,10773,508,495,DIAMOND_III,18,14,12216,204,210,PLATINUM_I,100,13,9974,215,161,DIAMOND_III,19,13,11414,371,330,DIAMOND_IV,7,13,11438,88,70,DIAMOND_IV,14,11,7521
0,80,57,PLATINUM_I,35,17,18164,543,524,DIAMOND_IV,40,14,12449,352,333,DIAMOND_III,18,16,15027,213,191,DIAMOND_III,8,13,10874,97,68,PLATINUM_I,21,10,6957,251,217,DIAMOND_III,21,13,10693,343,346,DIAMOND_IV,50,13,10896,494,500,DIAMOND_IV,59,13,10754,107,99,PLATINUM_I,41,13,10584,461,460,PLATINUM_I,47,11,8386
1,247,242,DIAMOND_IV,18,14,12204,46,57,DIAMOND_IV,8,14,11462,494,500,DIAMOND_IV,59,15,14185,495,468,DIAMOND_II,5,14,11496,371,346,DIAMOND_III,72,12,9286,251,217,DIAMOND_III,21,15,14631,586,574,DIAMOND_III,40,14,12076,89,58,DIAMOND_IV,58,16,16302,204,208,DIAMOND_III,61,13,11357,287,269,DIAMOND_II,6,15,14331
1,508,495,DIAMOND_III,18,13,10927,154,161,DIAMOND_III,34,14,11965,494,500,DIAMOND_IV,59,15,13055,521,516,DIAMOND_III,29,13,10420,331,296,DIAMOND_III,39,12,8671,251,217,DIAMOND_III,21,14,12432,393,362,DIAMOND_III,38,14,11835,651,664,DIAMOND_II,28,15,14116,68,51,DIAMOND_IV,58,14,13000,231,224,DIAMOND_IV,1,13,10305
1,27,24,PLATINUM_II,62,10,6966,390,383,DIAMOND_IV,16,11,7622,90,71,PLATINUM_I,0,8,4851,82,95,PLATINUM_I,38,8,4964,130,133,DIAMOND_IV,89,8,4847,251,217,DIAMOND_III,21,11,7379,147,140,DIAMOND_IV,18,11,8215,498,522,PLATINUM_I,28,12,8806,79,78,PLATINUM_I,33,10,7036,443,444,DIAMOND_III,0,9,5510
1,170,157,DIAMOND_III,31,13,10998,256,224,DIAMOND_III,61,13,10359,856,755,DIAMOND_III,92,12,9515,14,20,PLATINUM_I,4,14,11695,87,85,PLATINUM_I,78,14,12662,251,217,DIAMOND_III,21,16,15715,46,57,DIAMOND_IV,8,15,14592,118,107,DIAMOND_III,19,16,15672,130,140,DIAMOND_III,60,14,12247,496,475,DIAMOND_II,20,14,12063
1,831,835,DIAMOND_IV,75,18,19526,370,379,DIAMOND_IV,57,17,17569,623,647,DIAMOND_IV,57,16,15191,379,362,PLATINUM_I,33,16,15216,92,62,PLATINUM_I,86,14,12100,251,217,DIAMOND_III,21,17,18217,171,177,DIAMOND_III,6,18,20513,71,70,PLATINUM_I,87,17,18099,180,151,PLATINUM_I,100,18,21048,77,95,PLATINUM_I,66,17,16750
0,158,133,DIAMOND_III,33,15,13250,689,702,DIAMOND_III,26,15,14164,405,369,DIAMOND_II,0,13,10014,850,807,DIAMOND_IV,79,14,11760,229,198,DIAMOND_II,40,14,12719,251,217,DIAMOND_III,21,14,11853,493,438,DIAMOND_IV,97,12,8723,90,79,DIAMOND_IV,0,14,11567,75,52,PLATINUM_I,82,11,8085,299,328,DIAMOND_III,19,10,6596
0,153,111,DIAMOND_I,21,17,16799,253,241,DIAMOND_II,39,15,13391,345,361,DIAMOND_I,100,16,15916,89,92,DIAMOND_II,8,14,12981,172,149,DIAMOND_I,11,14,11579,257,241,DIAMOND_III,26,14,11839,537,540,DIAMOND_II,75,15,13286,217,228,DIAMOND_I,27,15,14335,176,166,DIAMOND_II,78,15,14325,427,425,DIAMOND_II,41,12,8976
0,300,240,DIAMOND_I,100,17,17292,171,158,DIAMOND_II,46,18,19023,314,280,MASTER_I,1,16,15427,343,318,DIAMOND_I,100,18,18728,249,233,DIAMOND_I,23,14,12219,257,241,DIAMOND_III,26,17,16659,217,228,DIAMOND_I,27,16,14722,410,381,DIAMOND_II,78,16,15903,154,127,DIAMOND_I,32,16,15136,5,11,PLATINUM_II,70,13,10846
1,373,324,DIAMOND_III,48,18,20296,236,214,DIAMOND_III,27,17,18352,172,170,PLATINUM_I,39,16,16274,570,556,DIAMOND_III,24,15,14190,225,216,PLATINUM_I,34,15,14654,494,503,DIAMOND_III,59,16,16222,176,169,DIAMOND_III,21,16,14961,342,341,DIAMOND_III,0,15,13219,139,117,DIAMOND_IV,18,15,14449,198,192,DIAMOND_III,43,13,10390
1,373,324,DIAMOND_III,48,16,15184,222,199,DIAMOND_IV,25,15,13372,54,52,DIAMOND_IV,64,16,15130,1057,1006,DIAMOND_II,69,14,12714,95,87,PLATINUM_I,35,13,10924,294,249,DIAMOND_II,0,14,11718,268,246,DIAMOND_II,53,13,11209,349,343,DIAMOND_III,58,15,13952,164,138,DIAMOND_II,59,14,12951,296,304,DIAMOND_II,13,13,10959
1,373,324,DIAMOND_III,48,17,17529,1036,1018,PLATINUM_I,60,15,14437,177,184,DIAMOND_II,2,17,17823,127,123,PLATINUM_I,55,14,12601,215,179,DIAMOND_II,21,15,13130,409,407,DIAMOND_III,30,15,13918,57,60,DIAMOND_IV,18,15,13471,264,213,DIAMOND_III,50,15,13634,224,202,DIAMOND_II,49,14,12602,356,295,MASTER_I,1,12,9598
0,373,324,DIAMOND_III,48,12,9580,175,193,DIAMOND_III,34,12,9196,223,176,DIAMOND_II,29,12,9716,531,543,DIAMOND_II,61,10,6938,263,269,DIAMOND_III,34,10,6270,154,143,DIAMOND_II,43,15,13660,89,101,DIAMOND_IV,75,14,12584,1036,1018,PLATINUM_I,60,15,13408,409,407,DIAMOND_III,30,13,11103,215,179,DIAMOND_II,21,11,8542
0,373,324,DIAMOND_III,48,10,7161,364,309,DIAMOND_I,48,9,5643,187,157,DIAMOND_II,14,10,6240,369,359,DIAMOND_IV,75,8,4890,335,325,DIAMOND_III,0,7,3317,240,277,DIAMOND_IV,42,12,9285,90,104,DIAMOND_III,31,10,7006,339,316,DIAMOND_III,1,11,8009,72,77,PLATINUM_I,37,9,5355,204,182,DIAMOND_IV,58,9,5382
0,373,324,DIAMOND_III,48,12,9201,490,494,DIAMOND_II,54,10,6813,544,541,DIAMOND_III,19,9,5703,379,351,DIAMOND_II,75,10,6999,54,39,PLATINUM_I,55,8,5011,251,250,DIAMOND_III,57,13,10288,52,40,PLATINUM_I,81,11,8333,125,113,DIAMOND_III,0,13,10646,522,490,MASTER_I,18,12,9061,103,106,DIAMOND_IV,75,9,5204
1,373,324,DIAMOND_III,48,11,8220,241,234,DIAMOND_II,75,10,6778,81,87,DIAMOND_III,56,12,8683,224,208,DIAMOND_III,9,9,5906,206,182,DIAMOND_III,56,8,4465,591,588,DIAMOND_III,66,11,8286,66,42,DIAMOND_III,2,9,5491,353,348,DIAMOND_IV,50,9,5376,412,360,DIAMOND_III,42,8,4712,118,101,DIAMOND_III,37,8,4580
0,367,326,DIAMOND_II,45,16,16340,100,76,DIAMOND_I,58,17,16623,106,72,DIAMOND_II,99,16,15892,490,494,DIAMOND_II,54,15,13124,58,54,DIAMOND_III,75,15,13100,61,52,DIAMOND_III,3,15,13306,69,77,DIAMOND_IV,95,14,12613,200,183,DIAMOND_III,25,14,12117,180,165,DIAMOND_II,15,15,14275,354,330,DIAMOND_III,53,13,10373
0,354,330,DIAMOND_III,53,18,22553,43,50,GOLD_IV,27,18,19640,68,64,GOLD_IV,0,18,18887,30,30,PLATINUM_IV,75,18,19730,15,19,SILVER_II,0,18,20599,61,52,DIAMOND_III,3,18,20695,101,113,GOLD_IV,0,17,18078,204,200,PLATINUM_IV,36,18,23719,52,48,GOLD_II,88,18,18813,23,18,SILVER_I,52,16,15449
1,68,59,DIAMOND_III,32,14,12716,226,216,DIAMOND_II,30,15,13524,344,325,DIAMOND_II,25,13,10955,110,87,DIAMOND_III,89,15,14123,158,164,DIAMOND_II,48,11,7490,650,635,DIAMOND_II,29,12,9046,338,326,DIAMOND_III,88,10,6749,351,329,DIAMOND_III,90,12,9450,218,212,DIAMOND_II,2,11,8498,69,58,DIAMOND_II,5,9,5487
0,68,59,DIAMOND_III,32,16,14924,57,56,DIAMOND_IV,1,16,16445,320,318,PLATINUM_I,28,15,13286,153,134,DIAMOND_III,35,14,11908,426,414,DIAMOND_I,3,14,11610,355,349,DIAMOND_III,47,17,16707,233,249,PLATINUM_I,75,16,14865,257,226,DIAMOND_IV,4,16,15799,94,100,DIAMOND_IV,75,17,16545,293,305,DIAMOND_IV,16,14,12875
0,68,59,DIAMOND_III,32,15,13378,320,318,PLATINUM_I,28,14,12749,444,420,DIAMOND_III,15,15,13169,381,353,DIAMOND_IV,0,16,15410,293,305,DIAMOND_IV,16,13,11168,423,394,DIAMOND_III,0,16,15899,115,120,PLATINUM_II,15,16,15693,135,132,DIAMOND_IV,0,16,16446,405,379,DIAMOND_IV,16,15,14630,91,90,PLATINUM_I,0,15,13051
1,68,59,DIAMOND_III,32,13,10675,355,349,DIAMOND_III,47,13,11007,320,318,PLATINUM_I,28,11,8317,94,100,DIAMOND_IV,75,11,7656,102,99,PLATINUM_I,29,9,5950,95,90,PLATINUM_III,72,10,7049,115,117,DIAMOND_IV,0,10,7229,764,734,DIAMOND_II,9,9,5332,262,276,DIAMOND_IV,7,9,5389,245,254,PLATINUM_I,36,9,5664
1,68,59,DIAMOND_III,32,16,15348,184,163,DIAMOND_III,53,15,13494,320,318,PLATINUM_I,28,15,14579,245,236,DIAMOND_III,7,15,13047,248,235,DIAMOND_III,57,15,13075,386,369,DIAMOND_III,33,16,15556,320,296,DIAMOND_III,4,13,10813,123,101,DIAMOND_IV,48,13,10532,101,109,DIAMOND_IV,0,13,10159,494,493,DIAMOND_III,12,9,5691
0,68,59,DIAMOND_III,32,16,14816,320,318,PLATINUM_I,28,15,13200,494,500,DIAMOND_IV,59,16,15980,93,104,DIAMOND_IV,17,16,15899,100,71,DIAMOND_IV,0,14,11747,271,232,DIAMOND_II,54,16,15455,316,283,DIAMOND_III,40,18,20109,307,302,PLATINUM_I,39,17,17034,415,362,DIAMOND_III,32,17,17024,358,357,DIAMOND_IV,16,15,13593
0,68,59,DIAMOND_III,32,18,19353,320,318,PLATINUM_I,28,14,12832,191,137,DIAMOND_I,100,17,16534,593,625,PLATINUM_IV,30,14,12813,186,185,PLATINUM_I,75,13,11039,804,794,DIAMOND_III,9,17,17298,123,100,DIAMOND_I,61,17,18233,424,383,DIAMOND_III,72,17,17057,206,193,DIAMOND_II,74,18,18410,328,297,DIAMOND_II,1,14,12501
0,557,559,DIAMOND_III,76,12,9880,264,245,DIAMOND_III,76,11,7787,269,282,DIAMOND_III,69,11,7748,354,374,DIAMOND_III,20,10,7113,212,197,DIAMOND_II,57,9,5796,140,129,DIAMOND_III,74,14,12387,178,142,DIAMOND_II,8,15,13543,344,319,DIAMOND_I,82,14,11794,260,240,DIAMOND_I,7,13,10533,124,112,DIAMOND_II,68,10,7088
1,557,559,DIAMOND_III,76,17,17652,390,365,DIAMOND_I,0,15,13871,503,466,DIAMOND_I,0,17,17756,498,489,DIAMOND_III,42,18,20179,477,458,DIAMOND_II,0,15,13413,96,115,DIAMOND_III,19,14,11853,307,294,DIAMOND_III,91,15,14191,256,234,DIAMOND_III,75,16,15083,138,127,DIAMOND_II,15,15,13101,139,111,DIAMOND_II,31,12,8880
0,289,311,DIAMOND_III,25,12,9530,914,879,DIAMOND_III,75,13,10531,282,281,DIAMOND_III,18,14,11741,185,164,DIAMOND_III,55,12,9291,489,462,DIAMOND_III,23,12,8763,108,105,DIAMOND_IV,53,15,13539,22,20,PLATINUM_I,46,14,12963,424,407,DIAMOND_III,25,13,11411,250,204,DIAMOND_II,57,15,13319,214,186,DIAMOND_IV,19,13,10281
0,236,218,DIAMOND_III,43,17,17657,577,572,DIAMOND_III,27,17,17178,125,106,DIAMOND_II,31,16,15916,185,164,DIAMOND_III,55,15,13235,362,346,DIAMOND_II,5,13,11139,507,512,DIAMOND_II,30,18,20741,410,390,DIAMOND_III,64,16,15395,82,60,DIAMOND_II,32,16,15831,715,712,DIAMOND_III,77,16,16099,67,56,DIAMOND_II,5,15,14379
0,169,159,DIAMOND_II,0,17,17199,139,91,DIAMOND_IV,79,16,15279,120,129,DIAMOND_III,1,17,16540,185,164,DIAMOND_III,55,15,14325,102,74,DIAMOND_III,62,14,12076,57,57,DIAMOND_IV,19,18,21133,110,96,DIAMOND_III,23,16,15878,75,105,DIAMOND_III,59,17,16482,322,306,DIAMOND_II,5,18,18833,412,404,DIAMOND_II,49,14,11772
1,171,161,DIAMOND_III,0,12,9617,271,256,PLATINUM_I,31,14,12065,261,218,DIAMOND_III,14,12,9481,185,164,DIAMOND_III,55,14,11589,390,377,DIAMOND_IV,91,11,8444,187,167,DIAMOND_IV,17,11,8379,553,557,DIAMOND_III,29,12,8781,362,361,DIAMOND_III,45,13,10646,149,93,DIAMOND_II,0,11,7765,359,313,PLATINUM_I,100,10,6696
1,177,171,DIAMOND_III,6,11,7760,93,79,DIAMOND_IV,1,11,8275,196,189,DIAMOND_IV,63,11,7893,185,164,DIAMOND_III,55,10,7235,427,394,DIAMOND_IV,60,9,5558,56,36,PLATINUM_I,65,11,8548,38,27,PLATINUM_II,52,10,6163,255,236,DIAMOND_IV,19,10,7203,186,193,PLATINUM_II,75,8,4982,87,87,DIAMOND_IV,0,6,2749
1,46,44,PLATINUM_I,22,16,15657,204,235,DIAMOND_IV,26,16,15154,207,219,DIAMOND_IV,6,15,14059,185,164,DIAMOND_III,55,15,14183,93,83,DIAMOND_IV,43,14,11773,27,37,PLATINUM_I,97,16,15323,41,58,PLATINUM_II,27,14,11606,213,218,DIAMOND_IV,80,14,11985,960,928,DIAMOND_III,26,14,11951,644,620,DIAMOND_III,67,11,7330
1,377,368,DIAMOND_III,17,15,13651,204,216,PLATINUM_I,23,15,14311,116,125,DIAMOND_III,29,15,13714,185,164,DIAMOND_III,55,14,11650,115,121,DIAMOND_IV,17,13,10263,560,535,DIAMOND_III,16,13,10808,105,92,PLATINUM_I,35,12,9450,48,45,PLATINUM_I,100,12,9679,86,68,DIAMOND_IV,18,12,9876,143,124,DIAMOND_III,48,12,8672
0,84,83,DIAMOND_III,13,17,17064,381,352,DIAMOND_III,4,14,12073,65,80,PLATINUM_II,75,14,12185,429,437,PLATINUM_I,42,14,12939,345,329,DIAMOND_IV,14,12,9363,243,227,DIAMOND_IV,71,14,12142,136,113,DIAMOND_III,0,12,9118,141,114,DIAMOND_IV,0,13,11264,491,437,DIAMOND_IV,94,13,11289,239,208,DIAMOND_III,9,11,7749
0,703,723,DIAMOND_I,0,18,18497,87,93,DIAMOND_IV,16,15,14423,59,56,PLATINUM_I,45,15,13900,157,133,DIAMOND_IV,1,15,13899,312,307,DIAMOND_IV,38,14,11766,377,347,DIAMOND_II,0,15,14118,136,113,DIAMOND_III,0,14,13016,426,404,DIAMOND_IV,15,15,13896,77,51,PLATINUM_I,66,16,15417,28,18,DIAMOND_IV,0,13,10731
1,62,50,GOLD_IV,34,13,10941,9,3,GOLD_II,19,14,12232,9,3,GOLD_II,19,14,12354,109,93,DIAMOND_III,63,15,13247,69,63,GOLD_IV,38,13,10109,76,83,PLATINUM_IV,0,11,8558,48,49,GOLD_IV,55,13,11176,107,103,GOLD_III,67,12,9546,107,103,GOLD_III,67,12,9146,110,94,GOLD_III,14,10,6323
0,62,50,GOLD_IV,34,14,12271,9,3,GOLD_II,19,14,11935,9,3,GOLD_II,19,14,12104,109,93,DIAMOND_III,63,14,12726,69,63,GOLD_IV,38,13,10176,86,72,PLATINUM_II,30,16,15905,115,95,DIAMOND_III,49,15,14332,79,77,GOLD_III,73,16,14708,63,48,PLATINUM_III,32,13,10733,57,64,SILVER_II,24,12,9416
0,62,50,GOLD_IV,34,14,12099,9,3,GOLD_II,19,11,8154,9,3,GOLD_II,19,14,11780,109,93,DIAMOND_III,63,13,10405,69,63,GOLD_IV,38,12,8662,69,63,GOLD_IV,38,14,12587,171,155,PLATINUM_III,66,16,16338,171,155,PLATINUM_III,66,14,12950,115,92,PLATINUM_IV,62,13,11030,41,30,GOLD_III,88,13,11053
1,204,120,DIAMOND_I,45,18,20378,125,95,DIAMOND_III,96,18,21250,108,103,DIAMOND_II,91,18,19878,109,93,DIAMOND_III,63,16,15574,403,393,DIAMOND_I,25,16,15467,546,527,DIAMOND_II,12,17,17532,400,408,DIAMOND_II,88,17,16540,311,290,DIAMOND_III,57,17,16817,360,376,DIAMOND_II,38,15,14021,556,527,DIAMOND_III,59,15,13814
0,391,385,DIAMOND_II,62,15,13610,830,768,DIAMOND_II,18,16,15305,556,527,DIAMOND_III,59,16,15018,109,93,DIAMOND_III,63,15,13806,403,393,DIAMOND_I,25,14,11622,93,67,DIAMOND_II,79,18,18508,546,527,DIAMOND_II,12,16,16435,685,678,DIAMOND_I,19,15,13221,349,331,DIAMOND_IV,64,15,13479,348,324,DIAMOND_IV,0,14,12394
0,185,136,DIAMOND_II,71,15,13778,391,385,DIAMOND_II,62,14,11968,127,102,DIAMOND_I,16,15,14479,109,93,DIAMOND_III,63,15,14631,403,393,DIAMOND_I,25,12,9853,219,170,DIAMOND_I,44,16,15081,118,97,DIAMOND_I,20,17,17098,482,465,DIAMOND_II,66,16,15379,513,483,MASTER_I,0,15,14175,136,130,DIAMOND_I,91,14,12825
1,227,212,DIAMOND_III,90,17,18049,467,430,DIAMOND_II,44,17,17656,665,655,DIAMOND_II,0,18,21078,109,93,DIAMOND_III,63,18,19378,403,393,DIAMOND_I,25,16,16109,1775,1752,DIAMOND_III,64,16,16436,167,154,MASTER_I,119,16,15349,215,221,DIAMOND_I,5,17,17541,379,351,DIAMOND_II,75,15,13899,684,690,DIAMOND_IV,45,15,13751
1,479,465,DIAMOND_II,23,16,16066,434,426,DIAMOND_III,6,16,16205,52,28,DIAMOND_III,58,16,14945,250,204,DIAMOND_II,57,15,14396,513,483,MASTER_I,0,13,10623,175,137,DIAMOND_III,34,18,18368,222,174,DIAMOND_II,0,17,17562,713,676,DIAMOND_I,0,17,18107,136,121,DIAMOND_III,50,18,18452,252,269,DIAMOND_I,73,15,13440
1,551,523,DIAMOND_IV,33,12,8643,434,426,DIAMOND_III,6,12,8860,583,584,DIAMOND_IV,0,12,9871,193,182,DIAMOND_IV,75,11,7665,173,140,DIAMOND_IV,80,9,5744,175,137,DIAMOND_III,34,14,12981,258,247,DIAMOND_IV,0,12,9779,69,113,DIAMOND_IV,0,13,11346,250,204,DIAMOND_II,57,12,8726,537,501,DIAMOND_II,54,10,7240
1,35,31,DIAMOND_IV,1,14,11772,407,388,DIAMOND_IV,29,12,9462,202,190,DIAMOND_III,15,14,11768,155,154,DIAMOND_III,11,11,8341,229,203,DIAMOND_III,42,10,6705,175,137,DIAMOND_III,34,15,13556,570,556,DIAMOND_III,24,14,12509,58,73,DIAMOND_IV,17,14,12085,947,960,DIAMOND_IV,77,15,13144,60,53,DIAMOND_IV,0,12,8893
1,117,97,PLATINUM_I,60,16,14839,43,52,PLATINUM_I,24,16,15817,115,101,PLATINUM_II,79,17,16823,784,782,DIAMOND_II,6,15,14062,93,84,DIAMOND_IV,4,14,12593,175,137,DIAMOND_III,34,18,18619,126,116,PLATINUM_I,77,18,20919,370,364,DIAMOND_III,40,18,19391,98,90,DIAMOND_IV,0,16,15911,252,238,DIAMOND_III,75,14,12636
1,279,258,DIAMOND_III,7,10,6586,166,142,PLATINUM_II,75,10,6182,232,247,DIAMOND_IV,75,13,10955,193,182,DIAMOND_IV,75,12,8803,173,140,DIAMOND_IV,80,11,7584,175,137,DIAMOND_III,34,14,11653,115,78,PLATINUM_II,90,13,11305,370,364,DIAMOND_III,40,15,13098,64,54,DIAMOND_III,30,13,10270,180,172,DIAMOND_IV,28,11,7521
0,171,135,DIAMOND_IV,0,16,15329,345,316,DIAMOND_IV,0,14,11866,92,95,PLATINUM_I,69,15,14013,172,147,DIAMOND_II,54,14,11967,156,135,DIAMOND_IV,0,12,9451,175,137,DIAMOND_III,34,13,10583,330,327,DIAMOND_III,54,14,12337,92,69,DIAMOND_IV,1,14,11755,249,237,PLATINUM_II,44,12,9849,90,106,PLATINUM_III,0,11,7512
0,330,327,DIAMOND_III,54,14,12862,44,35,PLATINUM_I,71,14,12876,136,159,DIAMOND_II,59,15,14592,432,410,DIAMOND_III,66,13,10753,60,48,PLATINUM_I,24,13,11421,175,137,DIAMOND_III,34,14,11654,80,65,DIAMOND_III,18,14,11702,10,7,PLATINUM_II,10,13,10261,77,69,DIAMOND_IV,28,13,10024,218,197,PLATINUM_I,40,10,7217
0,213,195,DIAMOND_III,22,10,7256,64,42,DIAMOND_IV,95,12,8602,148,149,DIAMOND_III,8,11,8473,495,468,DIAMOND_II,5,9,6091,230,235,DIAMOND_III,3,9,5153,99,76,DIAMOND_IV,21,11,7314,434,426,DIAMOND_III,6,9,5715,527,515,DIAMOND_IV,33,10,7255,273,258,DIAMOND_III,55,7,3444,226,229,DIAMOND_II,0,6,3091
