result,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,423,381,DIAMOND_IV,15,17,17532,375,373,DIAMOND_III,23,17,17835,256,249,DIAMOND_II,16,18,22128,83,95,DIAMOND_IV,0,18,18552,104,106,DIAMOND_III,68,17,16751,913,915,DIAMOND_IV,59,16,15567,156,125,DIAMOND_IV,75,17,16755,93,69,PLATINUM_I,86,18,19378,360,356,DIAMOND_IV,10,17,16992,440,440,DIAMOND_IV,75,15,14046
1,15,14,PLATINUM_II,0,8,4854,423,381,DIAMOND_IV,15,9,5800,66,48,PLATINUM_II,37,9,5778,95,74,PLATINUM_I,77,10,6473,684,690,DIAMOND_IV,45,8,4646,913,915,DIAMOND_IV,59,11,8480,159,162,DIAMOND_IV,1,11,7919,47,50,PLATINUM_I,100,11,7850,371,330,DIAMOND_IV,7,10,6371,18,24,PLATINUM_II,68,9,5054
1,108,95,DIAMOND_III,0,13,10861,237,202,DIAMOND_IV,93,12,9446,66,48,PLATINUM_II,37,13,10063,371,330,DIAMOND_IV,7,13,10026,181,167,PLATINUM_I,45,12,8624,913,915,DIAMOND_IV,59,14,11881,159,162,DIAMOND_IV,1,15,13269,87,71,PLATINUM_I,66,13,11112,52,51,PLATINUM_I,76,12,9363,80,55,PLATINUM_I,69,11,8518
0,287,262,PLATINUM_I,34,18,21094,539,515,DIAMOND_IV,16,18,21820,115,102,PLATINUM_I,98,18,22114,148,139,DIAMOND_IV,1,18,22241,106,88,PLATINUM_I,57,15,14665,913,915,DIAMOND_IV,59,16,16222,129,131,DIAMOND_IV,41,18,20653,200,195,PLATINUM_I,5,16,16422,332,326,PLATINUM_I,14,17,17893,142,125,PLATINUM_I,0,17,17276
0,113,90,PLATINUM_I,100,18,19590,57,47,DIAMOND_III,15,17,17438,272,283,DIAMOND_IV,67,17,18181,133,114,DIAMOND_III,3,17,18190,69,77,PLATINUM_II,79,17,16960,913,915,DIAMOND_IV,59,13,11242,419,403,DIAMOND_III,0,17,17518,110,52,PLATINUM_II,79,17,18004,229,186,DIAMOND_IV,83,15,13296,159,152,DIAMOND_III,2,15,14078
0,136,94,DIAMOND_II,76,17,16700,268,266,DIAMOND_II,6,14,12185,79,95,DIAMOND_III,40,13,11211,289,287,DIAMOND_I,45,15,13560,127,148,DIAMOND_III,32,14,11729,236,231,DIAMOND_I,2,18,18844,49,32,DIAMOND_IV,74,16,16435,345,361,DIAMOND_I,100,16,14994,178,155,DIAMOND_III,3,15,13342,325,342,DIAMOND_II,80,13,10121
1,250,227,DIAMOND_IV,0,11,8233,192,170,DIAMOND_IV,4,13,10193,79,95,DIAMOND_III,40,14,12059,286,273,DIAMOND_II,33,10,6126,703,687,DIAMOND_II,2,12,9041,285,271,PLATINUM_I,100,13,10500,388,388,DIAMOND_III,0,11,8252,201,200,DIAMOND_III,74,12,9073,64,57,PLATINUM_I,69,10,6969,294,292,PLATINUM_II,75,9,5887
0,165,172,DIAMOND_III,40,14,12341,82,67,DIAMOND_III,93,16,15524,79,95,DIAMOND_III,40,13,10857,367,330,DIAMOND_IV,78,14,12656,262,249,DIAMOND_IV,75,13,10911,591,575,DIAMOND_III,59,17,16485,69,50,DIAMOND_III,11,15,13907,190,169,DIAMOND_II,20,16,16455,353,346,DIAMOND_III,12,15,13577,131,75,DIAMOND_IV,96,13,11415
0,43,52,PLATINUM_I,21,9,5539,322,300,DIAMOND_II,90,9,5203,79,95,DIAMOND_III,40,10,6572,227,244,DIAMOND_III,28,8,4518,231,215,DIAMOND_IV,44,7,3410,527,486,DIAMOND_IV,20,11,7777,263,249,DIAMOND_II,21,10,7272,63,65,DIAMOND_III,4,10,6346,456,452,DIAMOND_III,8,11,7589,189,182,DIAMOND_IV,19,9,5103
1,289,297,DIAMOND_III,57,16,14815,338,370,DIAMOND_IV,0,15,13448,79,95,DIAMOND_III,40,16,14943,253,236,DIAMOND_III,47,16,16351,77,67,DIAMOND_II,49,15,13642,188,177,DIAMOND_III,36,15,14284,114,84,DIAMOND_III,78,14,12854,113,125,DIAMOND_IV,30,15,14478,64,59,DIAMOND_III,63,14,12870,466,424,DIAMOND_II,25,12,9632
1,192,156,DIAMOND_I,16,11,7902,133,126,DIAMOND_II,87,11,7887,79,95,DIAMOND_III,40,11,7969,57,42,DIAMOND_I,6,9,5737,52,31,DIAMOND_I,6,8,4848,126,85,DIAMOND_I,25,9,5971,719,687,DIAMOND_III,49,9,5539,96,81,DIAMOND_II,1,9,5439,91,74,DIAMOND_III,22,8,4466,287,294,DIAMOND_II,75,7,3739
1,620,617,DIAMOND_III,17,17,16672,522,519,PLATINUM_I,57,17,17134,79,95,DIAMOND_III,40,16,15355,236,237,DIAMOND_IV,75,15,13919,189,164,DIAMOND_IV,30,13,11149,101,104,DIAMOND_IV,43,15,13048,190,161,DIAMOND_IV,80,15,13259,390,387,DIAMOND_IV,0,14,12530,338,313,DIAMOND_III,32,13,11171,325,281,DIAMOND_I,62,13,10007
0,189,164,DIAMOND_IV,30,15,14374,42,34,DIAMOND_IV,77,14,12700,55,54,GOLD_IV,54,15,13986,113,121,PLATINUM_IV,0,13,11143,61,69,GOLD_III,56,13,10139,8,9,GOLD_II,87,12,9111,69,51,DIAMOND_III,77,13,10571,135,107,PLATINUM_I,75,14,12179,79,75,DIAMOND_IV,67,13,11066,14,9,GOLD_I,36,13,11262
0,275,268,PLATINUM_IV,0,15,14131,197,201,PLATINUM_IV,25,15,14610,71,45,DIAMOND_I,33,16,16397,29,18,DIAMOND_IV,1,15,14000,160,168,PLATINUM_IV,57,14,11732,8,9,GOLD_II,87,15,13070,69,51,DIAMOND_III,77,14,11861,135,107,PLATINUM_I,75,12,9084,79,75,DIAMOND_IV,67,12,9317,14,9,GOLD_I,36,12,9622
1,159,156,GOLD_III,35,15,13566,39,34,GOLD_III,0,17,17181,77,79,GOLD_II,53,16,15531,25,16,GOLD_III,49,18,20925,59,63,GOLD_IV,14,14,12840,79,83,PLATINUM_IV,1,15,14480,69,51,DIAMOND_III,77,18,20350,38,32,PLATINUM_I,81,17,17720,38,32,PLATINUM_I,81,16,15541,79,75,DIAMOND_IV,67,14,12487
0,79,75,DIAMOND_IV,67,15,14494,78,88,GOLD_I,10,14,12383,20,30,PLATINUM_IV,0,17,17254,20,30,PLATINUM_IV,0,14,12353,72,73,PLATINUM_IV,0,14,11982,79,83,PLATINUM_IV,1,14,12625,69,51,DIAMOND_III,77,15,14258,38,32,PLATINUM_I,81,13,11250,79,75,DIAMOND_IV,67,13,10473,79,75,DIAMOND_IV,67,12,9413
0,219,170,DIAMOND_I,44,16,15022,199,199,DIAMOND_II,7,14,12608,483,465,DIAMOND_II,82,14,12998,196,180,DIAMOND_II,26,14,12545,79,79,DIAMOND_I,13,12,9436,454,435,DIAMOND_III,75,14,13008,69,51,DIAMOND_III,77,12,9800,351,305,DIAMOND_I,24,13,10085,79,75,DIAMOND_IV,67,12,9438,115,90,DIAMOND_III,47,11,8472
1,29,31,DIAMOND_IV,24,10,7122,454,435,DIAMOND_III,75,9,5582,351,305,DIAMOND_I,24,10,6586,115,107,DIAMOND_IV,43,9,5765,68,51,DIAMOND_II,25,7,3587,79,79,DIAMOND_I,13,11,8501,69,51,DIAMOND_III,77,11,7606,218,181,DIAMOND_II,86,12,8580,79,75,DIAMOND_IV,67,10,7200,296,283,DIAMOND_II,39,8,4912
1,29,31,DIAMOND_IV,24,16,16213,63,58,DIAMOND_II,0,15,14559,418,423,DIAMOND_II,44,16,15581,115,107,DIAMOND_IV,43,16,15314,126,118,DIAMOND_III,48,14,12231,137,122,DIAMOND_III,32,18,19884,69,51,DIAMOND_III,77,17,17615,90,78,DIAMOND_IV,1,17,16886,79,75,DIAMOND_IV,67,17,17775,107,100,DIAMOND_III,64,16,14948
0,46,61,DIAMOND_IV,0,10,7088,242,219,DIAMOND_III,58,9,5412,279,259,DIAMOND_III,0,10,6585,737,711,DIAMOND_III,75,9,5559,175,175,DIAMOND_IV,78,8,4583,538,529,DIAMOND_III,44,11,7791,164,91,DIAMOND_II,7,11,8068,374,347,DIAMOND_I,1,11,8230,345,315,DIAMOND_II,15,11,7657,343,318,DIAMOND_I,100,9,5539
0,193,178,DIAMOND_IV,31,14,12792,316,313,DIAMOND_II,58,15,14116,199,181,DIAMOND_II,96,14,12830,737,711,DIAMOND_III,75,15,13417,143,150,DIAMOND_IV,48,12,9147,111,109,DIAMOND_IV,5,16,16232,90,98,DIAMOND_II,16,17,16896,328,305,DIAMOND_III,88,16,15419,351,331,DIAMOND_I,59,17,17390,264,247,DIAMOND_IV,0,16,14927
1,140,133,DIAMOND_III,36,15,13612,230,212,MASTER_I,1,14,12625,71,73,DIAMOND_III,68,14,12414,737,711,DIAMOND_III,75,14,13019,264,247,DIAMOND_IV,0,13,10892,157,128,DIAMOND_III,6,13,10427,406,406,DIAMOND_III,27,11,8276,79,64,DIAMOND_III,92,12,9576,174,159,DIAMOND_III,83,12,9776,234,185,DIAMOND_I,27,10,6581
1,771,753,DIAMOND_II,69,16,16410,56,67,DIAMOND_IV,41,15,14632,337,373,DIAMOND_IV,14,15,14635,737,711,DIAMOND_III,75,16,15936,189,168,DIAMOND_II,7,14,12700,425,399,DIAMOND_II,16,15,13682,323,308,PLATINUM_II,75,14,12044,517,494,DIAMOND_I,80,14,11577,262,276,DIAMOND_IV,7,13,10632,150,162,DIAMOND_I,12,13,10838
0,217,174,DIAMOND_II,97,12,9358,759,734,DIAMOND_II,75,11,8416,502,429,DIAMOND_I,0,12,9238,737,711,DIAMOND_III,75,10,6911,128,109,DIAMOND_II,0,9,5486,286,261,DIAMOND_I,81,13,11423,548,552,DIAMOND_II,9,11,8364,319,317,DIAMOND_IV,64,12,9761,186,180,DIAMOND_II,0,13,10873,69,58,DIAMOND_II,93,10,7040
1,466,452,DIAMOND_III,30,15,13045,497,469,DIAMOND_IV,59,14,12878,88,56,DIAMOND_I,48,14,12423,737,711,DIAMOND_III,75,14,12070,14,16,PLATINUM_I,7,12,9782,90,93,DIAMOND_IV,78,13,10410,131,141,DIAMOND_III,0,14,12305,90,83,DIAMOND_IV,0,12,9499,64,33,PLATINUM_I,27,12,9945,52,46,DIAMOND_IV,6,10,7030
1,106,80,DIAMOND_I,10,16,15223,239,185,DIAMOND_I,0,15,13947,189,174,DIAMOND_III,32,16,16170,737,711,DIAMOND_III,75,15,13350,289,272,DIAMOND_I,72,14,11700,179,199,DIAMOND_III,84,16,15029,43,39,DIAMOND_III,43,15,13466,70,51,PLATINUM_I,56,17,16965,70,51,PLATINUM_I,56,14,12751,396,393,DIAMOND_IV,71,15,13547
0,58,51,DIAMOND_IV,75,12,9381,148,143,DIAMOND_II,37,10,6808,386,313,DIAMOND_II,92,11,7713,47,62,DIAMOND_III,59,9,5278,91,85,DIAMOND_II,73,9,5317,88,97,DIAMOND_II,72,9,5729,34,30,DIAMOND_III,42,9,5068,153,111,DIAMOND_II,70,10,6207,73,62,DIAMOND_I,15,8,4398,323,301,DIAMOND_IV,75,8,4173
0,145,123,DIAMOND_I,61,16,14945,429,422,DIAMOND_I,67,15,14054,172,153,DIAMOND_II,53,17,16578,259,235,DIAMOND_III,1,16,14773,260,233,MASTER_I,15,14,11998,416,394,DIAMOND_III,93,13,11101,73,62,DIAMOND_I,15,15,13814,296,310,DIAMOND_II,32,14,12681,104,77,DIAMOND_II,33,11,8565,323,301,DIAMOND_IV,75,14,12524
0,277,270,DIAMOND_III,32,17,16649,759,728,DIAMOND_I,0,14,12810,249,210,DIAMOND_I,0,17,17532,192,197,DIAMOND_III,96,16,15072,705,733,DIAMOND_II,34,13,10835,274,254,DIAMOND_II,3,15,14062,73,62,DIAMOND_I,15,14,12782,170,164,DIAMOND_III,44,14,12534,270,293,DIAMOND_III,17,12,8809,323,301,DIAMOND_IV,75,14,12091
1,569,548,DIAMOND_II,75,12,9284,41,25,DIAMOND_II,1,14,11743,206,187,DIAMOND_III,32,14,12550,31,18,DIAMOND_III,76,15,13505,170,92,DIAMOND_I,24,11,8339,244,232,DIAMOND_III,75,15,14651,73,62,DIAMOND_I,15,15,13417,315,311,DIAMOND_III,75,14,11967,513,482,DIAMOND_I,38,12,9620,323,301,DIAMOND_IV,75,14,12477
1,300,265,DIAMOND_III,68,14,11868,97,83,DIAMOND_II,14,12,9616,56,59,DIAMOND_IV,0,12,8828,293,264,DIAMOND_I,37,12,9616,721,706,DIAMOND_II,44,9,5738,277,266,DIAMOND_II,40,14,11509,888,896,DIAMOND_III,75,13,10835,50,34,PLATINUM_I,100,12,9660,48,49,DIAMOND_IV,55,12,8788,323,301,DIAMOND_IV,75,13,10286
1,44,37,DIAMOND_IV,18,15,14167,22,34,PLATINUM_II,70,9,5819,163,132,PLATINUM_II,50,18,18405,336,346,DIAMOND_III,32,16,15859,125,144,DIAMOND_IV,75,14,11980,42,38,PLATINUM_I,89,18,19670,50,34,PLATINUM_I,100,17,17061,59,56,PLATINUM_I,45,15,13678,149,108,DIAMOND_III,19,16,16065,323,301,DIAMOND_IV,75,16,16463
0,470,464,DIAMOND_I,41,17,16649,151,136,DIAMOND_III,16,16,15966,92,97,PLATINUM_II,48,15,14146,55,58,DIAMOND_III,98,15,14660,358,359,DIAMOND_I,0,14,12850,44,37,DIAMOND_IV,18,13,10206,50,34,PLATINUM_I,100,15,14479,59,56,PLATINUM_I,45,14,12731,27,23,DIAMOND_IV,1,15,13677,323,301,DIAMOND_IV,75,13,11429
1,639,646,GOLD_III,47,13,11343,24,21,PLATINUM_II,0,16,15486,11,21,GOLD_I,0,15,14334,264,276,DIAMOND_I,45,17,16761,66,58,PLATINUM_IV,0,17,17509,43,45,PLATINUM_I,25,16,16181,68,61,PLATINUM_III,49,14,12589,130,104,DIAMOND_IV,61,15,13513,115,82,PLATINUM_II,0,18,18641,75,64,DIAMOND_III,58,17,17096
0,223,228,DIAMOND_II,37,15,13564,612,569,DIAMOND_II,27,14,12167,61,61,PLATINUM_III,58,14,12127,138,132,DIAMOND_II,60,12,9328,354,354,DIAMOND_IV,65,14,12872,43,45,PLATINUM_I,25,13,10026,68,61,PLATINUM_III,49,13,10856,130,104,DIAMOND_IV,61,10,6450,115,82,PLATINUM_II,0,12,9829,75,64,DIAMOND_III,58,12,9117
1,17,13,GOLD_I,95,15,14481,314,326,PLATINUM_IV,6,14,11663,14,16,GOLD_II,52,11,8243,36,33,GOLD_III,44,14,12846,88,99,PLATINUM_III,59,17,16503,43,45,PLATINUM_I,25,16,14811,68,61,PLATINUM_III,49,14,12544,115,82,PLATINUM_II,0,17,16934,79,57,SILVER_II,30,18,18645,75,64,DIAMOND_III,58,16,14724
0,28,29,PLATINUM_III,89,17,17392,13,18,GOLD_IV,45,17,17390,316,342,PLATINUM_I,41,16,16170,34,37,PLATINUM_IV,82,16,15170,50,44,DIAMOND_II,46,14,12942,43,45,PLATINUM_I,25,15,13762,68,61,PLATINUM_III,49,13,11002,115,82,PLATINUM_II,0,15,13261,79,57,SILVER_II,30,15,13485,75,64,DIAMOND_III,58,16,16247
1,92,96,PLATINUM_III,19,15,13718,163,159,PLATINUM_IV,0,13,11101,19,10,PLATINUM_III,64,17,17335,86,87,GOLD_I,67,14,11533,63,69,PLATINUM_IV,26,13,11047,43,45,PLATINUM_I,25,16,15210,68,61,PLATINUM_III,49,13,10723,115,82,PLATINUM_II,0,16,15378,79,57,SILVER_II,30,16,15817,75,64,DIAMOND_III,58,16,14787
0,43,32,DIAMOND_II,2,16,16037,95,99,DIAMOND_I,57,14,12809,553,555,DIAMOND_I,37,15,14376,298,293,DIAMOND_II,6,14,12164,111,94,DIAMOND_IV,1,12,9542,390,380,DIAMOND_III,41,13,11066,208,209,DIAMOND_II,41,14,12659,162,119,DIAMOND_III,52,14,11906,41,27,DIAMOND_IV,1,11,8407,75,64,DIAMOND_III,58,13,10516
0,599,580,DIAMOND_III,64,14,12136,154,135,DIAMOND_II,77,16,14717,405,396,DIAMOND_I,53,15,13090,463,444,DIAMOND_I,25,12,9677,490,466,DIAMOND_I,13,11,8249,856,825,DIAMOND_II,0,14,11970,230,233,DIAMOND_IV,52,13,11228,167,161,DIAMOND_I,91,11,8313,147,135,DIAMOND_II,64,11,7571,75,64,DIAMOND_III,58,14,12126
1,33,46,DIAMOND_III,76,15,14464,101,101,DIAMOND_II,35,14,11999,344,323,DIAMOND_III,62,13,10967,182,187,DIAMOND_II,18,13,10172,252,269,DIAMOND_I,73,12,9716,360,376,DIAMOND_II,38,12,9347,168,175,DIAMOND_II,0,12,9707,339,335,DIAMOND_II,15,13,10694,187,171,DIAMOND_II,91,11,7554,283,266,DIAMOND_II,0,11,7970
1,33,46,DIAMOND_III,76,17,17361,548,552,DIAMOND_II,9,17,17454,154,147,DIAMOND_IV,75,17,17601,433,412,DIAMOND_II,18,18,19063,323,302,DIAMOND_II,52,14,12931,124,116,DIAMOND_III,75,17,17223,269,277,DIAMOND_IV,43,16,16060,521,488,DIAMOND_II,6,16,15393,703,687,DIAMOND_II,2,16,15251,171,152,DIAMOND_II,41,15,13427
1,33,46,DIAMOND_III,76,12,8903,143,126,DIAMOND_I,100,11,7463,390,380,DIAMOND_III,41,12,9520,336,334,DIAMOND_II,37,10,6832,514,484,DIAMOND_I,90,9,5763,22,18,DIAMOND_IV,1,9,5067,52,61,DIAMOND_III,75,12,9662,149,124,DIAMOND_II,0,11,8238,719,687,DIAMOND_III,49,7,3744,190,169,DIAMOND_II,20,6,2485
0,33,46,DIAMOND_III,76,10,6647,193,215,DIAMOND_IV,48,10,7083,365,345,MASTER_I,72,8,4763,278,241,DIAMOND_III,5,9,5769,187,174,DIAMOND_II,64,8,4736,191,165,DIAMOND_I,55,11,8343,86,48,MASTER_I,253,12,9516,138,123,DIAMOND_II,36,13,10289,15,29,PLATINUM_I,19,10,6981,1077,1048,DIAMOND_I,52,8,4736
1,33,46,DIAMOND_III,76,15,13525,95,73,DIAMOND_I,11,15,13090,64,57,DIAMOND_I,34,14,12255,253,227,DIAMOND_II,43,13,10804,66,50,DIAMOND_II,71,12,8645,26,13,DIAMOND_I,1,13,10793,31,37,DIAMOND_II,10,11,7373,96,78,DIAMOND_IV,37,12,9882,19,21,PLATINUM_I,100,11,7884,289,270,DIAMOND_I,56,11,7612
0,33,46,DIAMOND_III,76,12,9466,84,105,DIAMOND_IV,69,13,11108,22,14,DIAMOND_IV,21,13,10632,94,89,DIAMOND_IV,35,12,8771,528,515,DIAMOND_IV,50,11,7328,108,94,DIAMOND_I,65,15,13372,66,57,DIAMOND_IV,24,15,13827,171,172,DIAMOND_III,93,16,15152,49,36,DIAMOND_III,21,13,10985,47,34,DIAMOND_IV,67,12,9737
1,33,46,DIAMOND_III,76,13,11140,379,358,DIAMOND_I,0,11,8191,42,27,DIAMOND_II,60,14,12417,353,358,DIAMOND_I,100,11,7863,751,743,MASTER_I,91,11,7760,595,550,DIAMOND_III,55,12,9939,49,35,DIAMOND_IV,2,10,6593,237,217,DIAMOND_III,58,11,8154,766,744,DIAMOND_III,45,10,7091,155,199,DIAMOND_IV,1,9,5526
0,26,43,SILVER_III,48,17,17093,154,147,PLATINUM_II,6,18,19349,82,70,DIAMOND_III,65,18,18462,12,8,PLATINUM_II,30,18,20377,42,33,BRONZE_II,59,16,15463,30,30,PLATINUM_IV,40,17,17626,30,30,PLATINUM_IV,40,18,23758,50,56,GOLD_I,16,18,20534,22,32,GOLD_III,62,18,21865,33,39,GOLD_II,50,16,15857
1,26,43,SILVER_III,48,13,11025,154,147,PLATINUM_II,6,18,19773,82,70,DIAMOND_III,65,18,18505,44,57,DIAMOND_IV,25,18,19590,42,33,BRONZE_II,59,16,15010,51,54,PLATINUM_IV,17,15,13972,79,100,SILVER_II,11,14,11493,136,116,GOLD_IV,1,14,12799,187,174,GOLD_IV,51,15,14429,48,41,PLATINUM_IV,1,14,12858
0,42,33,BRONZE_II,59,12,8740,154,147,PLATINUM_II,6,10,7270,82,70,DIAMOND_III,65,12,9329,154,147,PLATINUM_II,6,10,6891,44,57,DIAMOND_IV,25,13,10883,187,151,MASTER_I,68,12,9080,90,60,PLATINUM_III,67,12,8671,134,144,GOLD_IV,46,12,9702,528,524,MASTER_I,266,14,11502,14,17,SILVER_I,56,10,6843
1,42,33,BRONZE_II,59,13,10566,154,147,PLATINUM_II,6,17,16607,82,70,DIAMOND_III,65,16,15276,154,147,PLATINUM_II,6,12,9060,44,57,DIAMOND_IV,25,17,16487,44,54,PLATINUM_II,13,16,15273,44,54,PLATINUM_II,13,15,14531,18,25,PLATINUM_III,0,14,11886,21,13,GOLD_IV,75,13,11369,21,13,GOLD_IV,75,13,11157
0,42,33,BRONZE_II,59,16,15673,154,147,PLATINUM_II,6,17,16549,82,70,DIAMOND_III,65,17,16533,44,57,DIAMOND_IV,25,15,14137,44,57,DIAMOND_IV,25,13,10287,59,53,SILVER_I,32,15,14495,80,60,PLATINUM_III,61,16,16239,66,76,GOLD_II,81,16,15682,66,76,GOLD_II,81,17,17643,66,76,GOLD_II,81,15,13672
1,42,33,BRONZE_II,59,18,23714,154,147,PLATINUM_II,6,18,24047,82,70,DIAMOND_III,65,18,26439,44,57,DIAMOND_IV,25,18,20820,44,57,DIAMOND_IV,25,17,17356,12,6,SILVER_II,75,18,20563,47,24,GOLD_I,2,15,13248,42,40,GOLD_III,75,18,19585,49,38,PLATINUM_III,2,17,18140,72,76,GOLD_II,61,18,20535
0,81,100,DIAMOND_III,97,15,13993,180,183,DIAMOND_II,77,16,15920,82,70,DIAMOND_III,65,14,12314,336,334,DIAMOND_II,37,13,11002,166,124,DIAMOND_I,21,13,10132,154,143,DIAMOND_II,43,15,14221,506,516,DIAMOND_I,45,14,11876,77,78,DIAMOND_III,66,15,14140,69,72,DIAMOND_III,81,16,15074,78,75,DIAMOND_I,0,16,16005
0,57,51,PLATINUM_II,25,16,15741,39,33,PLATINUM_III,5,15,13367,37,42,PLATINUM_IV,26,16,15410,20,21,PLATINUM_I,34,15,14551,67,86,PLATINUM_II,0,13,11290,127,120,PLATINUM_III,42,17,17126,75,62,DIAMOND_I,19,15,14349,147,141,DIAMOND_III,39,17,17191,125,117,DIAMOND_IV,48,15,14177,111,101,PLATINUM_II,15,14,12135
0,109,103,MASTER_I,72,15,13589,120,128,GOLD_IV,39,11,7699,134,111,MASTER_I,0,13,10696,170,168,PLATINUM_II,31,13,10718,10,8,BRONZE_I,54,13,10683,127,120,PLATINUM_III,42,12,8841,75,62,DIAMOND_I,19,11,7931,147,141,DIAMOND_III,39,12,9343,125,117,DIAMOND_IV,48,11,8277,111,101,PLATINUM_II,15,10,6220
1,52,63,GOLD_I,5,14,11993,211,211,PLATINUM_IV,68,13,10359,73,70,GOLD_III,0,12,9256,63,48,PLATINUM_III,31,11,8271,45,40,GOLD_II,51,10,6593,127,120,PLATINUM_III,42,15,13056,75,62,DIAMOND_I,19,13,10703,147,141,DIAMOND_III,39,14,12481,125,117,DIAMOND_IV,48,13,10392,111,101,PLATINUM_II,15,11,8473
0,59,69,PLATINUM_II,55,12,8992,75,78,DIAMOND_III,23,10,6352,223,162,MASTER_I,9,10,7008,86,77,PLATINUM_II,68,9,5679,137,125,DIAMOND_III,60,9,5201,127,120,PLATINUM_III,42,9,5893,75,62,DIAMOND_I,19,9,5893,147,141,DIAMOND_III,39,10,6139,125,117,DIAMOND_IV,48,8,4632,111,101,PLATINUM_II,15,7,3977
1,9,12,PLATINUM_III,37,12,9554,9,12,PLATINUM_III,37,12,9511,207,230,PLATINUM_IV,0,11,8370,28,28,SILVER_I,68,11,7765,7,12,PLATINUM_IV,11,11,7313,49,47,DIAMOND_I,45,14,12239,156,132,PLATINUM_I,10,14,12303,147,141,DIAMOND_III,39,13,11416,11,21,PLATINUM_III,50,13,10126,16,19,GOLD_I,71,11,7420
1,182,170,PLATINUM_II,61,16,15715,199,168,DIAMOND_III,37,15,14068,340,321,DIAMOND_IV,0,16,15807,186,193,DIAMOND_IV,52,15,14201,201,195,PLATINUM_II,81,14,11670,105,94,DIAMOND_III,18,17,17036,248,235,DIAMOND_III,34,16,16155,291,274,DIAMOND_IV,42,17,16883,291,278,PLATINUM_I,70,16,15874,85,57,DIAMOND_II,42,15,13630
1,218,215,DIAMOND_IV,72,13,10234,98,106,DIAMOND_IV,0,13,10122,295,294,DIAMOND_III,22,13,10460,256,263,DIAMOND_IV,45,14,12726,268,266,DIAMOND_III,2,10,7056,105,94,DIAMOND_III,18,14,12387,25,29,PLATINUM_I,43,13,10883,291,274,DIAMOND_IV,42,15,13467,39,43,DIAMOND_IV,8,14,11840,155,157,PLATINUM_II,62,12,9670
0,385,325,DIAMOND_III,16,13,10229,131,105,DIAMOND_IV,27,11,8164,223,229,DIAMOND_IV,81,13,10951,740,741,DIAMOND_II,21,12,9167,264,249,DIAMOND_III,8,11,7313,105,94,DIAMOND_III,18,12,8598,249,236,DIAMOND_IV,67,9,5792,370,345,DIAMOND_IV,52,11,7544,291,274,DIAMOND_IV,42,12,8842,297,289,DIAMOND_III,0,11,7521
1,126,68,PLATINUM_I,88,18,20240,21,26,PLATINUM_II,77,17,16535,384,327,DIAMOND_IV,18,17,17261,297,289,DIAMOND_III,0,16,15939,282,258,DIAMOND_IV,58,16,15987,105,94,DIAMOND_III,18,18,22133,259,244,DIAMOND_IV,75,18,20504,291,274,DIAMOND_IV,42,18,25525,43,44,PLATINUM_I,80,18,21223,68,73,PLATINUM_I,80,18,18680
1,163,144,DIAMOND_IV,60,16,16072,362,359,PLATINUM_II,30,16,15412,180,170,DIAMOND_IV,57,16,15675,771,760,DIAMOND_IV,62,15,13822,119,90,PLATINUM_I,74,13,10510,105,94,DIAMOND_III,18,18,19487,219,228,PLATINUM_I,45,16,15246,291,274,DIAMOND_IV,42,17,17669,57,68,DIAMOND_IV,0,15,13729,237,230,DIAMOND_III,41,14,11763
1,9,15,PLATINUM_II,0,13,10521,33,27,PLATINUM_I,77,12,9051,55,44,PLATINUM_I,10,12,9448,72,77,DIAMOND_IV,92,11,8055,8,5,PLATINUM_III,87,10,6300,105,94,DIAMOND_III,18,15,14150,331,294,DIAMOND_IV,41,13,10049,32,27,PLATINUM_II,61,14,12886,41,29,DIAMOND_IV,21,14,11754,49,60,DIAMOND_IV,1,12,9624
0,66,61,PLATINUM_I,31,16,16368,120,107,DIAMOND_II,57,16,15818,131,104,DIAMOND_II,27,16,15949,371,361,DIAMOND_II,0,16,14956,177,145,DIAMOND_II,55,15,13750,105,94,DIAMOND_III,18,17,16940,139,137,DIAMOND_III,16,15,13417,244,257,PLATINUM_II,6,15,13656,450,444,PLATINUM_II,23,15,13103,186,176,DIAMOND_III,60,14,11555
