result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,357,371,SILVER_IV,11,18,19939,77,81,SILVER_IV,68,16,16045,209,205,SILVER_IV,86,16,15537,206,181,GOLD_IV,27,16,16428,190,200,SILVER_IV,7,15,14107,149,128,SILVER_IV,18,15,14662,140,118,SILVER_II,34,14,12605,55,60,BRONZE_I,2,14,12630,211,192,SILVER_IV,0,16,15169,175,191,SILVER_III,13,14,12716
1,51,56,BRONZE_I,44,17,16699,230,235,SILVER_IV,48,14,12116,257,251,SILVER_III,42,14,12086,541,506,BRONZE_I,84,13,10573,559,567,SILVER_IV,24,13,10563,66,61,SILVER_IV,40,14,12428,115,105,SILVER_II,4,15,13396,55,60,BRONZE_I,2,16,15550,229,257,SILVER_IV,52,15,14532,140,149,BRONZE_III,73,15,14439
1,39,47,BRONZE_I,10,15,14284,62,62,BRONZE_I,43,17,17786,103,104,BRONZE_II,62,16,14896,85,94,BRONZE_I,70,15,13313,22,23,BRONZE_I,13,13,11141,395,406,BRONZE_IV,75,14,11657,9,6,BRONZE_III,33,14,12881,134,126,SILVER_IV,26,15,13145,19,24,BRONZE_I,78,16,15412,100,109,BRONZE_I,37,13,11247
1,134,108,SILVER_II,7,15,14449,159,153,SILVER_IV,0,15,13250,283,298,SILVER_IV,16,15,14088,204,201,BRONZE_I,45,15,13976,22,23,BRONZE_I,13,13,11286,499,487,SILVER_IV,0,16,15096,169,165,SILVER_IV,27,14,12065,102,79,SILVER_II,16,14,11943,174,198,BRONZE_I,4,13,11141,133,131,SILVER_III,23,12,9475
0,34,40,BRONZE_I,22,7,3285,147,150,BRONZE_I,8,6,2848,4,7,BRONZE_IV,75,7,3879,243,240,BRONZE_IV,0,5,2032,22,23,BRONZE_I,13,5,2007,59,54,BRONZE_I,39,8,4982,29,35,BRONZE_I,1,6,2561,22,32,BRONZE_III,37,8,4089,604,561,GOLD_IV,0,7,3407,95,112,BRONZE_II,67,5,2069
0,198,201,SILVER_II,38,15,14220,136,142,BRONZE_II,68,14,12216,111,117,SILVER_IV,34,13,11280,305,314,BRONZE_IV,76,13,11118,22,23,BRONZE_I,13,15,14317,145,141,SILVER_IV,0,15,14106,82,70,SILVER_IV,0,14,12526,313,314,SILVER_IV,63,16,15798,153,149,GOLD_IV,0,17,17597,67,52,BRONZE_I,84,13,10678
0,246,242,SILVER_III,5,16,15724,236,244,SILVER_IV,15,15,13552,141,129,SILVER_IV,30,16,16338,226,229,SILVER_IV,43,14,11953,22,23,BRONZE_I,13,13,10017,203,198,SILVER_IV,18,16,15864,623,602,GOLD_IV,0,17,16585,143,144,SILVER_IV,49,16,16309,65,77,BRONZE_II,83,16,16030,302,298,SILVER_III,84,16,14734
0,9,10,BRONZE_II,82,14,12539,20,37,IRON_I,26,13,10821,16,9,SILVER_I,0,17,17341,32,48,BRONZE_II,51,15,13022,88,76,GOLD_IV,48,14,12748,77,62,SILVER_III,65,15,14516,46,39,SILVER_II,67,14,12887,14,30,BRONZE_III,50,10,6744,5,7,BRONZE_I,20,14,11545,10,14,BRONZE_III,72,14,11868
0,12,14,BRONZE_I,64,17,17007,25,28,SILVER_IV,66,16,14843,16,15,SILVER_II,83,16,15751,213,212,GOLD_IV,0,15,13494,213,212,GOLD_IV,0,13,10940,10,9,BRONZE_II,43,15,13480,99,89,GOLD_IV,0,15,14448,62,69,SILVER_III,55,14,12088,5,7,BRONZE_I,20,14,12601,10,14,BRONZE_III,72,13,10830
0,54,57,PLATINUM_III,63,14,12262,54,57,PLATINUM_III,63,12,8951,12,12,GOLD_I,70,14,11457,382,359,GOLD_III,0,15,14158,382,359,GOLD_III,0,12,9819,239,238,GOLD_III,74,11,8243,201,189,GOLD_IV,56,11,7763,201,189,GOLD_IV,56,13,10638,5,7,BRONZE_I,20,11,8034,92,94,SILVER_I,57,13,10739
0,76,74,GOLD_I,11,15,14250,76,74,GOLD_I,11,16,15679,104,114,PLATINUM_IV,0,14,13011,438,408,GOLD_I,25,14,12833,373,349,SILVER_I,10,13,11325,239,238,GOLD_III,74,14,12479,201,189,GOLD_IV,56,11,7414,201,189,GOLD_IV,56,13,10612,5,7,BRONZE_I,20,11,7955,92,94,SILVER_I,57,14,12905
0,27,24,SILVER_III,96,15,13375,17,24,SILVER_IV,19,15,14306,7,9,BRONZE_III,61,14,12906,47,41,GOLD_IV,16,15,13414,123,96,GOLD_IV,11,13,10154,6,7,BRONZE_I,43,15,13086,41,50,SILVER_IV,76,15,13269,10,14,BRONZE_III,72,13,11416,5,7,BRONZE_I,20,14,11516,91,92,BRONZE_I,43,12,9861
0,14,15,SILVER_I,26,13,11015,45,43,SILVER_I,7,13,10841,45,43,SILVER_I,7,13,10569,18,14,GOLD_II,29,11,7809,71,73,BRONZE_I,10,9,5218,7,8,BRONZE_II,71,12,9726,7,10,BRONZE_II,50,12,8800,10,14,BRONZE_III,72,10,7277,5,7,BRONZE_I,20,12,8645,83,80,SILVER_I,22,10,6795
1,64,70,BRONZE_I,0,16,15228,8,4,SILVER_IV,28,15,14418,14,21,BRONZE_I,0,14,12356,7,17,BRONZE_III,48,11,8555,17,16,SILVER_IV,25,13,10801,40,53,SILVER_III,21,16,15922,40,53,SILVER_III,21,16,14757,10,14,BRONZE_III,72,16,15795,5,7,BRONZE_I,20,17,16499,19,27,SILVER_III,0,16,16442
1,341,298,GOLD_IV,63,17,17104,620,613,SILVER_III,0,14,12146,547,473,SILVER_II,45,16,16021,559,582,SILVER_IV,0,16,14860,136,133,SILVER_III,21,14,12857,365,348,SILVER_III,62,18,20934,48,51,BRONZE_I,91,17,17291,167,168,SILVER_IV,78,17,18175,216,199,SILVER_II,0,17,16726,354,349,SILVER_IV,89,15,13199
1,261,254,SILVER_II,1,14,12856,76,74,BRONZE_II,34,12,9912,110,100,SILVER_IV,56,13,10059,277,256,SILVER_III,79,13,11240,285,253,SILVER_II,67,13,10801,93,70,SILVER_II,10,14,11857,48,51,BRONZE_I,91,13,10502,188,218,BRONZE_III,26,14,12108,8,10,SILVER_IV,38,16,16401,474,489,BRONZE_II,40,13,11390
0,67,77,SILVER_IV,38,14,12740,39,56,PLATINUM_III,35,16,15287,33,38,BRONZE_I,100,15,13396,133,120,GOLD_III,77,16,15896,73,80,GOLD_IV,26,17,16536,113,135,GOLD_II,2,17,17581,132,102,GOLD_II,39,16,16322,238,212,PLATINUM_IV,65,18,20241,9,21,BRONZE_III,50,16,16152,141,141,GOLD_IV,2,15,13944
1,133,120,GOLD_III,77,18,19570,67,77,SILVER_IV,38,17,18124,33,38,BRONZE_I,100,17,18017,39,56,PLATINUM_III,35,16,15107,73,80,GOLD_IV,26,17,17530,297,304,SILVER_I,40,18,18731,15,9,GOLD_II,13,17,16573,15,9,GOLD_II,13,13,11329,199,205,GOLD_III,0,16,15484,186,156,SILVER_III,3,15,13379
1,73,80,GOLD_IV,26,17,17431,9,13,SILVER_I,20,16,16347,33,38,BRONZE_I,100,12,9837,133,120,GOLD_III,77,17,18015,40,55,BRONZE_III,64,14,12243,74,66,PLATINUM_IV,95,14,11593,29,25,BRONZE_I,32,14,11813,334,321,SILVER_III,60,13,11247,50,60,SILVER_III,3,12,9603,92,68,SILVER_II,87,13,11379
0,186,158,SILVER_IV,0,14,12657,166,186,SILVER_IV,73,13,10220,33,38,BRONZE_I,100,12,8899,27,30,BRONZE_I,0,13,11243,20,27,BRONZE_II,55,12,9053,176,169,SILVER_IV,60,15,13594,146,112,SILVER_II,22,16,15261,109,110,SILVER_IV,37,16,15246,393,412,SILVER_IV,12,12,9843,577,548,BRONZE_I,14,13,10987
1,542,487,SILVER_IV,5,13,10040,271,280,SILVER_II,8,13,10950,33,38,BRONZE_I,100,11,7664,548,553,SILVER_IV,27,10,6401,40,54,SILVER_III,0,12,9242,417,380,SILVER_III,0,12,9738,262,271,SILVER_III,58,12,9435,245,253,SILVER_IV,58,10,7277,509,501,SILVER_III,43,11,7369,308,305,SILVER_III,61,10,6166
1,173,178,SILVER_IV,23,15,14036,10,18,BRONZE_I,25,15,14521,33,38,BRONZE_I,100,15,13117,82,87,BRONZE_II,75,12,9781,21,26,SILVER_IV,66,12,9271,49,45,SILVER_III,1,14,12823,35,37,SILVER_IV,39,13,10908,22,21,BRONZE_III,47,14,12094,73,78,BRONZE_I,25,13,10703,266,262,SILVER_IV,61,13,10233
0,67,77,SILVER_IV,38,15,13243,33,38,BRONZE_I,100,13,11316,33,38,BRONZE_I,100,13,10891,39,56,PLATINUM_III,35,15,13706,133,120,GOLD_III,77,16,14762,456,448,GOLD_II,58,18,19903,456,448,GOLD_II,58,14,11705,142,159,GOLD_IV,18,15,14508,62,66,SILVER_III,91,17,18039,240,236,PLATINUM_IV,0,16,14855
1,10,4,BRONZE_I,54,15,13055,14,8,SILVER_I,32,13,10796,42,53,GOLD_IV,29,14,12142,45,47,GOLD_III,2,13,10375,45,47,GOLD_III,2,13,10373,52,42,PLATINUM_IV,1,14,12135,46,62,GOLD_IV,32,11,7894,92,98,GOLD_IV,92,13,10438,92,98,GOLD_IV,92,10,6979,47,26,GOLD_IV,1,10,6861
0,10,4,BRONZE_I,54,14,11489,7,8,SILVER_IV,67,13,10356,14,8,SILVER_I,32,14,11603,33,43,SILVER_III,75,12,9313,25,36,SILVER_I,8,12,9130,29,23,SILVER_I,7,15,13903,49,38,GOLD_I,73,15,14406,9,10,SILVER_III,64,15,13144,13,13,SILVER_I,53,13,11361,28,8,GOLD_II,1,12,8617
1,13,12,BRONZE_II,21,14,11519,13,12,BRONZE_II,21,18,18490,13,12,BRONZE_II,21,13,11425,9,8,SILVER_III,75,14,12812,12,21,SILVER_II,87,15,13087,31,30,SILVER_IV,73,17,16586,23,19,BRONZE_I,66,16,16192,14,10,BRONZE_I,76,15,14398,197,193,SILVER_I,20,18,18416,103,88,GOLD_IV,13,16,15332
1,118,101,GOLD_IV,0,17,17500,118,101,GOLD_IV,0,17,16603,30,18,SILVER_IV,0,15,14231,5,13,BRONZE_III,68,14,12747,37,32,GOLD_IV,6,14,12713,31,30,SILVER_IV,73,16,16025,23,19,BRONZE_I,66,15,13774,14,10,BRONZE_I,76,15,14039,197,193,SILVER_I,20,16,15590,103,88,GOLD_IV,13,14,12257
0,30,19,GOLD_IV,1,16,16244,15,9,SILVER_IV,98,17,18324,37,48,SILVER_II,54,16,16343,10,1,BRONZE_I,1,13,10969,12,21,BRONZE_I,58,17,17815,197,193,SILVER_I,20,16,15120,103,88,GOLD_IV,13,14,12829,14,10,BRONZE_I,76,15,13424,31,30,SILVER_IV,73,15,13237,23,19,BRONZE_I,66,15,13256
1,542,519,SILVER_III,45,15,13971,14,26,BRONZE_IV,63,13,10408,33,46,SILVER_IV,36,15,13743,33,46,SILVER_IV,36,11,7764,13,27,BRONZE_III,0,10,7270,23,19,BRONZE_I,66,15,13212,197,193,SILVER_I,20,15,13520,14,10,BRONZE_I,76,16,16083,67,54,GOLD_I,100,15,13179,130,142,BRONZE_II,28,14,12065
0,6,7,SILVER_IV,47,15,13724,12,8,BRONZE_II,92,15,13604,22,16,SILVER_II,47,14,12959,15,13,SILVER_IV,66,15,13200,79,81,SILVER_IV,80,13,11306,13,27,BRONZE_III,0,14,12854,13,27,BRONZE_III,0,13,11159,14,10,BRONZE_I,76,10,7251,10,12,SILVER_II,38,13,10395,197,193,SILVER_I,20,10,6437
1,203,229,BRONZE_II,23,13,11137,113,114,BRONZE_II,31,13,10070,66,73,SILVER_II,0,13,10226,66,73,SILVER_II,0,13,10439,19,17,SILVER_II,1,11,8105,79,81,SILVER_IV,80,13,11023,79,81,SILVER_IV,80,14,12173,14,10,BRONZE_I,76,13,10019,10,12,SILVER_II,38,13,11431,197,193,SILVER_I,20,14,11628
1,205,200,SILVER_III,74,14,12389,79,64,SILVER_IV,0,12,9744,31,17,SILVER_IV,76,13,10334,120,113,GOLD_IV,1,11,8021,134,125,SILVER_II,25,12,9387,23,30,BRONZE_I,51,17,16485,63,81,SILVER_IV,65,14,12127,14,10,BRONZE_I,76,14,11593,197,193,SILVER_I,20,12,9779,558,556,SILVER_III,75,13,10527
0,287,308,BRONZE_II,0,17,16631,42,49,BRONZE_I,24,16,15433,57,66,BRONZE_I,74,15,13782,155,172,SILVER_IV,92,14,12091,197,190,SILVER_IV,50,14,12052,34,49,BRONZE_I,75,14,12325,153,153,BRONZE_I,3,15,13419,44,56,BRONZE_I,0,15,14100,329,337,SILVER_IV,63,15,14209,103,110,SILVER_IV,25,13,10402
1,10,16,SILVER_IV,22,16,16232,41,59,SILVER_III,24,14,11899,19,16,SILVER_IV,2,16,15493,84,98,SILVER_III,0,14,12154,60,57,SILVER_III,56,14,11668,202,192,SILVER_III,74,18,18852,13,9,SILVER_IV,29,17,17016,44,56,BRONZE_I,0,14,12353,17,19,SILVER_IV,63,15,13189,8,8,BRONZE_I,91,13,10508
0,389,405,SILVER_IV,36,14,11511,359,334,SILVER_IV,77,14,11866,219,215,SILVER_IV,40,15,13310,142,129,SILVER_III,51,13,10088,133,132,SILVER_IV,93,12,9044,28,38,BRONZE_I,35,13,10519,167,178,SILVER_IV,60,12,9511,168,187,SILVER_IV,21,12,9087,223,258,SILVER_IV,0,12,8629,83,93,SILVER_IV,0,11,7311
1,21,28,BRONZE_I,18,18,23870,358,375,SILVER_IV,14,18,21874,83,95,SILVER_IV,32,18,19469,78,66,BRONZE_I,0,18,20477,300,301,SILVER_II,11,18,18900,28,38,BRONZE_I,35,18,18782,136,182,SILVER_IV,67,18,21861,39,39,SILVER_IV,56,18,23577,344,338,SILVER_IV,75,18,21006,409,372,SILVER_III,12,18,20123
0,144,155,SILVER_IV,18,8,4368,13,18,BRONZE_I,79,7,3682,97,99,SILVER_IV,28,8,4160,20,16,BRONZE_I,99,7,3386,261,232,SILVER_III,31,6,2786,28,38,BRONZE_I,35,6,2487,80,95,SILVER_IV,32,2,320,95,92,SILVER_IV,65,9,5257,175,168,SILVER_IV,12,8,4430,71,57,SILVER_IV,13,6,3138
0,222,187,GOLD_I,13,17,17281,76,52,PLATINUM_II,58,17,16517,16,18,GOLD_IV,52,16,16336,16,18,GOLD_IV,52,18,19826,71,55,SILVER_II,26,14,12284,28,38,BRONZE_I,35,15,13745,261,232,SILVER_III,31,17,18125,146,138,GOLD_II,75,16,15728,18,17,GOLD_II,68,15,14663,11,7,GOLD_III,68,12,9114
1,106,110,GOLD_I,49,16,16173,135,100,GOLD_III,70,14,12805,197,195,PLATINUM_IV,49,16,16195,155,124,GOLD_I,50,16,15346,277,274,GOLD_IV,0,14,12610,28,38,BRONZE_I,35,16,15812,277,274,GOLD_IV,0,17,17393,146,138,GOLD_II,75,16,16118,11,7,GOLD_III,68,14,12792,162,147,GOLD_IV,57,15,14351
1,75,68,PLATINUM_II,48,16,14865,51,49,GOLD_IV,0,13,11249,19,16,BRONZE_I,75,15,14660,78,90,SILVER_I,12,14,11609,111,111,SILVER_IV,54,14,11460,28,38,BRONZE_I,35,16,15632,52,47,PLATINUM_IV,65,17,16609,210,193,GOLD_III,68,16,14719,30,19,GOLD_II,31,16,15675,69,36,GOLD_III,48,15,13127
1,69,36,GOLD_III,48,11,7994,141,145,BRONZE_I,56,10,6853,20,15,SILVER_I,36,11,8486,93,85,SILVER_I,55,8,4457,117,115,SILVER_I,28,8,4100,28,38,BRONZE_I,35,13,10426,52,47,PLATINUM_IV,65,12,8764,210,193,GOLD_III,68,12,8598,30,19,GOLD_II,31,11,8372,69,36,GOLD_III,48,8,4492
1,44,55,BRONZE_IV,18,14,12919,566,525,SILVER_IV,12,13,10034,115,136,BRONZE_I,15,14,11960,49,40,SILVER_I,29,14,11464,161,186,SILVER_IV,0,13,11401,121,131,SILVER_IV,10,17,17384,50,55,BRONZE_I,54,15,14310,336,369,SILVER_IV,12,16,15080,383,386,SILVER_IV,60,15,14347,118,139,SILVER_IV,62,14,12912
0,8,17,BRONZE_I,36,12,8602,64,49,BRONZE_I,64,10,6491,146,135,SILVER_IV,21,10,6936,134,143,BRONZE_I,30,8,4765,41,37,BRONZE_I,17,10,6444,75,83,BRONZE_II,9,6,3052,50,55,BRONZE_I,54,7,3920,21,30,BRONZE_I,19,10,6977,38,39,SILVER_IV,18,8,4619,9,13,BRONZE_IV,56,7,3795
1,11,12,BRONZE_I,45,12,9589,12,20,SILVER_IV,60,13,10665,9,11,BRONZE_I,81,12,9310,11,11,BRONZE_I,56,11,8066,11,11,BRONZE_I,56,10,6810,7,7,BRONZE_II,70,12,9410,9,11,BRONZE_I,66,10,6168,9,11,BRONZE_I,66,10,6356,7,3,BRONZE_III,98,9,6017,18,23,BRONZE_I,62,9,5952
1,9,4,BRONZE_I,49,18,18460,23,31,SILVER_II,73,17,16918,9,11,BRONZE_I,81,16,15440,53,57,SILVER_I,1,17,17492,176,165,PLATINUM_I,49,15,14038,336,309,PLATINUM_IV,50,16,16153,628,637,GOLD_IV,44,16,14942,79,77,GOLD_III,19,15,13977,126,88,DIAMOND_IV,8,15,13085,126,88,DIAMOND_IV,8,13,10175
1,9,4,BRONZE_I,49,17,16711,23,31,SILVER_II,73,15,13358,9,11,BRONZE_I,81,15,14478,176,165,PLATINUM_I,49,16,15399,53,57,SILVER_I,1,14,11800,316,303,GOLD_I,0,15,13802,178,155,GOLD_IV,0,12,9404,258,278,GOLD_III,30,15,13332,40,46,GOLD_I,8,15,14026,67,78,GOLD_III,39,12,9161
1,9,4,BRONZE_I,49,17,18324,23,31,SILVER_II,73,16,14711,9,11,BRONZE_I,81,16,15506,176,165,PLATINUM_I,49,18,19115,53,57,SILVER_I,1,16,15279,64,56,SILVER_III,25,13,10699,35,36,SILVER_II,27,13,11051,45,51,GOLD_IV,0,15,14212,270,239,GOLD_I,0,16,15205,225,217,PLATINUM_IV,0,14,12384
1,77,68,DIAMOND_III,17,14,12123,59,46,GOLD_III,12,14,11789,9,11,BRONZE_I,81,15,13475,9,4,BRONZE_I,49,13,11155,53,57,SILVER_I,1,12,9345,548,521,SILVER_II,46,12,9241,171,179,GOLD_IV,39,11,8430,51,47,GOLD_IV,58,13,11171,44,38,GOLD_IV,17,12,8849,80,91,GOLD_III,80,11,7826
1,38,31,SILVER_II,83,13,10632,36,32,SILVER_I,77,13,10787,9,11,BRONZE_I,81,12,9230,40,45,SILVER_III,79,11,7679,20,25,SILVER_II,0,10,6525,42,47,SILVER_IV,63,12,9742,22,16,SILVER_IV,14,10,6555,46,44,SILVER_III,78,12,8722,49,65,SILVER_II,71,10,6144,308,311,SILVER_II,76,9,5615
1,14,18,BRONZE_I,29,15,13304,8,6,BRONZE_I,81,13,11426,9,11,BRONZE_I,81,12,8888,9,11,BRONZE_I,81,11,7912,12,6,BRONZE_II,91,11,7681,6,26,IRON_I,84,12,8743,2,8,BRONZE_II,98,12,9819,24,16,SILVER_IV,40,13,11107,8,9,BRONZE_I,67,13,10545,9,13,BRONZE_II,76,11,8313
0,80,93,BRONZE_I,56,17,16612,402,388,SILVER_III,47,14,11766,15,21,BRONZE_I,18,16,15729,240,238,BRONZE_III,34,15,14044,110,113,SILVER_II,4,13,10403,44,46,SILVER_I,75,18,19396,472,455,SILVER_III,0,16,15781,91,101,BRONZE_II,30,15,14232,31,33,BRONZE_II,66,15,13589,44,46,SILVER_II,73,13,11265
0,80,93,BRONZE_I,56,14,11641,122,138,SILVER_IV,63,13,10004,450,412,SILVER_III,14,13,10605,77,83,BRONZE_I,43,12,9799,170,141,BRONZE_I,25,11,8233,23,32,SILVER_IV,48,15,13642,143,157,SILVER_IV,70,15,14445,188,193,SILVER_III,13,15,14532,277,249,SILVER_III,97,12,9303,85,86,SILVER_IV,12,13,10951
0,32,21,BRONZE_I,19,11,7819,100,85,BRONZE_I,30,10,7175,106,93,SILVER_IV,14,11,7390,36,35,BRONZE_II,28,9,5465,69,68,BRONZE_I,0,9,5273,421,473,BRONZE_III,61,11,8248,57,66,BRONZE_II,2,11,8008,322,310,SILVER_IV,18,13,11078,371,352,GOLD_IV,2,12,9718,64,59,BRONZE_III,11,12,9368
1,32,21,BRONZE_I,19,16,16179,32,33,SILVER_IV,0,14,12772,78,97,SILVER_IV,0,17,16665,56,42,SILVER_IV,43,16,14885,341,393,BRONZE_II,7,15,14343,297,283,SILVER_III,62,15,14028,6,22,BRONZE_II,6,13,9993,586,580,GOLD_IV,1,15,13071,118,124,SILVER_III,0,16,15028,62,78,BRONZE_II,55,12,9279
1,32,21,BRONZE_I,19,13,10622,103,112,SILVER_III,0,12,8721,97,88,SILVER_III,15,13,10050,78,85,SILVER_IV,20,11,7402,216,225,SILVER_IV,16,10,6211,201,188,GOLD_IV,0,13,10847,124,134,SILVER_IV,24,12,8908,51,62,SILVER_IV,2,13,10897,50,61,SILVER_IV,28,10,6455,373,379,SILVER_III,50,10,7076
0,32,21,BRONZE_I,19,18,18773,45,65,BRONZE_II,19,15,14183,113,112,SILVER_IV,0,15,14479,71,70,SILVER_IV,14,13,11300,125,132,BRONZE_II,77,14,11528,92,103,SILVER_IV,0,18,20028,93,101,BRONZE_II,9,16,16377,79,68,SILVER_III,56,16,15825,26,24,BRONZE_I,41,14,13010,66,65,BRONZE_II,43,14,13013
1,32,21,BRONZE_I,19,16,15481,14,25,BRONZE_IV,0,13,11363,341,311,GOLD_IV,0,16,15028,106,140,SILVER_IV,0,15,14174,276,250,GOLD_IV,0,14,12235,101,113,BRONZE_IV,0,15,13954,217,201,SILVER_IV,32,12,9393,68,78,SILVER_IV,0,12,9804,58,47,BRONZE_I,20,11,7643,195,214,SILVER_IV,14,12,9003
0,32,21,BRONZE_I,19,11,7740,86,77,SILVER_IV,33,12,8901,542,518,SILVER_IV,75,12,9800,68,55,SILVER_III,42,12,8914,81,65,SILVER_IV,50,10,7176,429,439,SILVER_IV,6,13,10336,128,145,BRONZE_III,34,12,9236,140,139,SILVER_III,1,13,11135,326,331,SILVER_III,13,12,9932,139,128,SILVER_III,43,11,8069
0,32,21,BRONZE_I,19,18,18656,259,242,BRONZE_II,46,16,15701,103,107,BRONZE_I,66,18,18747,82,75,BRONZE_II,75,16,15718,327,318,SILVER_III,59,15,13803,421,418,SILVER_IV,0,18,18950,450,417,GOLD_IV,57,18,19476,333,355,SILVER_IV,0,17,18325,73,62,SILVER_III,0,16,15583,29,45,BRONZE_III,75,15,13429
0,945,962,SILVER_IV,95,14,11699,117,112,BRONZE_I,48,13,10110,361,356,SILVER_IV,90,14,12665,208,218,SILVER_IV,0,11,8305,177,167,SILVER_III,73,11,7317,88,79,SILVER_III,68,15,13986,133,154,SILVER_IV,19,13,11271,49,65,SILVER_IV,97,13,11330,161,153,SILVER_IV,65,12,8846,160,141,SILVER_III,20,11,8566
1,145,147,SILVER_IV,0,18,19776,117,112,BRONZE_I,48,16,15628,209,223,BRONZE_II,60,16,15693,99,123,SILVER_III,7,18,18938,159,190,SILVER_III,27,16,15552,119,131,SILVER_IV,1,17,17888,113,110,SILVER_IV,58,17,16794,130,108,BRONZE_III,0,14,12727,122,118,SILVER_III,22,15,14655,135,125,SILVER_III,28,14,12830
0,31,44,BRONZE_I,28,18,20706,8,9,SILVER_II,55,18,29618,11,8,BRONZE_III,92,15,13748,52,60,SILVER_I,67,18,20047,81,79,PLATINUM_I,46,18,26964,8,12,BRONZE_IV,48,18,25960,14,16,GOLD_I,61,18,28146,36,22,GOLD_IV,1,18,29595,35,28,GOLD_III,37,18,30608,72,52,BRONZE_III,81,18,25450
0,31,44,BRONZE_I,28,11,8234,8,9,SILVER_II,55,11,8558,11,8,BRONZE_III,92,9,6019,52,60,SILVER_I,67,10,6695,81,79,PLATINUM_I,46,10,7026,106,126,SILVER_III,0,13,11240,237,231,PLATINUM_III,16,12,8593,237,231,PLATINUM_III,16,14,11975,101,91,SILVER_I,1,13,10134,23,27,BRONZE_II,28,11,8156
1,31,44,BRONZE_I,28,18,20626,48,41,SILVER_IV,65,17,18331,178,179,SILVER_IV,72,18,18545,95,104,SILVER_III,0,18,19320,14,15,SILVER_IV,81,16,14722,109,120,SILVER_IV,89,15,14619,248,243,SILVER_III,86,15,14693,52,62,SILVER_IV,40,16,15498,198,188,SILVER_IV,63,15,14171,219,216,SILVER_IV,75,13,11051
1,31,44,BRONZE_I,28,16,15667,65,62,BRONZE_I,32,18,19126,10,8,SILVER_III,61,17,17015,144,157,SILVER_IV,0,17,18052,14,15,SILVER_IV,81,16,14775,165,173,BRONZE_II,71,14,11839,137,139,BRONZE_I,47,16,16169,249,262,SILVER_IV,78,15,14457,83,87,SILVER_IV,0,16,14794,123,129,SILVER_III,38,14,12961
0,31,44,BRONZE_I,28,17,18299,176,170,SILVER_IV,16,18,19203,52,60,SILVER_I,67,18,19370,206,217,SILVER_IV,75,18,19286,105,119,SILVER_II,0,16,14709,170,155,SILVER_II,36,18,21571,245,234,SILVER_III,58,18,21535,268,277,SILVER_III,31,18,20175,138,136,SILVER_III,65,17,18089,289,280,SILVER_IV,0,18,19977
1,31,44,BRONZE_I,28,15,14323,130,128,SILVER_IV,77,7,3559,52,60,SILVER_I,67,12,8645,281,278,SILVER_III,91,12,9809,62,57,SILVER_III,38,11,7675,264,253,SILVER_III,20,14,12219,433,450,SILVER_IV,33,14,11754,226,255,SILVER_IV,16,12,8762,171,178,SILVER_III,17,10,6708,13,19,BRONZE_I,17,10,6672
1,31,44,BRONZE_I,28,12,9957,50,72,SILVER_IV,12,10,7068,52,60,SILVER_I,67,13,11225,152,144,SILVER_II,36,11,8408,95,101,SILVER_II,17,9,6028,249,266,SILVER_IV,51,13,10061,131,149,SILVER_IV,0,10,6642,318,291,SILVER_III,26,11,7876,93,107,SILVER_IV,75,10,6775,139,161,SILVER_IV,19,10,6804
1,19,22,BRONZE_III,62,15,13596,59,63,SILVER_IV,44,13,11080,36,47,SILVER_III,44,14,12413,110,98,SILVER_IV,75,15,13631,72,62,SILVER_IV,1,12,9798,615,603,SILVER_IV,0,17,16842,49,50,SILVER_IV,48,16,15233,21,15,BRONZE_I,90,17,16918,281,301,SILVER_III,55,15,14127,33,35,BRONZE_II,93,15,13212
1,4,7,BRONZE_II,72,15,14213,165,176,BRONZE_II,63,13,10847,33,52,BRONZE_IV,22,15,13032,13,22,BRONZE_II,48,14,12956,8,18,BRONZE_III,90,11,7931,23,23,SILVER_III,63,15,13744,328,345,BRONZE_II,46,16,15850,21,15,BRONZE_I,90,18,20337,43,61,BRONZE_II,16,14,13005,33,35,BRONZE_II,93,14,11977
0,102,131,SILVER_IV,90,18,19925,58,69,SILVER_IV,59,16,14955,20,20,BRONZE_I,100,18,18914,18,16,BRONZE_I,56,16,16010,19,23,BRONZE_I,63,16,14895,74,97,SILVER_IV,27,18,25416,137,127,SILVER_III,47,18,18533,185,196,SILVER_II,83,18,19624,189,204,SILVER_III,18,17,17810,777,769,SILVER_IV,65,16,16271
