result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,82,87,SILVER_IV,91,15,13166,160,177,SILVER_IV,17,14,12014,74,82,SILVER_II,15,15,14007,223,199,SILVER_III,41,9,5156,19,23,BRONZE_I,63,13,10015,680,691,SILVER_III,3,15,13631,48,62,SILVER_III,44,15,13417,90,87,SILVER_III,13,17,16572,189,181,SILVER_III,0,13,10563,84,101,SILVER_III,47,13,10438
1,57,77,SILVER_IV,35,15,13824,196,187,SILVER_III,23,15,13443,38,56,SILVER_IV,75,15,13386,35,34,SILVER_IV,22,15,13547,19,23,BRONZE_I,63,13,10243,26,25,SILVER_IV,0,13,11159,32,44,SILVER_IV,1,13,10600,120,143,SILVER_III,2,13,10989,15,15,BRONZE_I,12,12,9924,36,48,SILVER_III,1,11,8298
0,121,111,SILVER_III,74,14,12001,51,42,SILVER_III,82,15,14511,375,381,SILVER_IV,15,15,13441,77,76,SILVER_III,17,14,11797,19,23,BRONZE_I,63,13,10945,409,421,SILVER_III,16,17,16836,462,442,SILVER_II,46,16,15857,84,73,SILVER_II,50,14,12821,238,246,SILVER_IV,58,14,11979,328,362,SILVER_IV,0,14,12719
0,80,109,SILVER_IV,0,14,12014,221,213,SILVER_III,17,12,9859,399,404,SILVER_III,53,14,12700,9,11,SILVER_III,16,14,12532,19,23,BRONZE_I,63,11,8361,264,244,SILVER_I,26,15,13594,143,153,SILVER_IV,75,14,12845,146,133,SILVER_III,54,15,14196,104,103,SILVER_III,0,13,11038,421,415,SILVER_II,16,13,10457
1,31,43,SILVER_IV,2,18,25163,16,14,SILVER_IV,19,18,27991,139,127,SILVER_II,71,18,23653,214,195,BRONZE_II,90,18,28004,19,23,BRONZE_I,63,18,21405,242,283,BRONZE_IV,0,18,18638,242,283,BRONZE_IV,0,18,21386,10,14,BRONZE_I,77,18,23383,61,88,BRONZE_III,62,18,23184,513,499,SILVER_II,10,17,16858
1,12,13,BRONZE_I,78,11,7505,33,39,BRONZE_I,0,9,5349,37,28,SILVER_IV,27,11,7478,15,20,BRONZE_I,15,8,4578,19,23,BRONZE_I,63,8,4591,15,24,BRONZE_II,22,8,4996,37,63,IRON_I,58,8,4331,14,9,BRONZE_II,72,7,4031,169,165,SILVER_IV,0,7,3948,9,15,BRONZE_III,21,7,3307
0,167,174,BRONZE_IV,95,13,10319,361,360,BRONZE_II,36,13,10478,62,71,BRONZE_III,57,12,9805,186,172,BRONZE_I,29,14,12175,24,21,IRON_I,17,11,8306,278,275,BRONZE_III,38,15,13644,362,359,BRONZE_II,37,15,14070,98,95,BRONZE_III,30,15,13962,10,30,BRONZE_IV,0,13,10489,3,10,BRONZE_IV,30,13,10194
0,67,59,BRONZE_II,66,10,7287,288,299,BRONZE_III,28,8,4974,32,33,BRONZE_IV,83,8,4863,186,172,BRONZE_I,29,8,4688,24,21,IRON_I,17,8,4091,51,52,BRONZE_I,77,12,9738,60,63,BRONZE_II,67,10,6508,374,330,BRONZE_I,12,12,9670,302,270,SILVER_IV,13,10,7088,37,34,BRONZE_IV,86,8,4758
1,29,25,BRONZE_III,16,13,10717,23,47,BRONZE_II,9,13,10753,33,26,SILVER_III,4,13,11139,186,172,BRONZE_I,29,13,11375,316,311,BRONZE_II,75,13,9992,254,264,SILVER_IV,22,14,12421,205,166,SILVER_III,0,12,9080,63,69,SILVER_III,20,11,8234,236,258,SILVER_IV,28,12,8871,538,567,SILVER_IV,3,11,7388
1,177,171,BRONZE_I,47,16,15551,20,24,BRONZE_II,50,15,13961,50,81,BRONZE_IV,25,16,15911,186,172,BRONZE_I,29,15,13774,396,391,SILVER_IV,17,15,14006,106,112,BRONZE_I,24,16,15540,381,395,BRONZE_I,28,14,12692,204,194,BRONZE_II,12,13,11165,56,58,SILVER_IV,70,14,11819,257,267,SILVER_IV,12,12,9166
0,248,274,SILVER_III,90,11,7362,137,162,SILVER_III,0,9,5606,26,59,BRONZE_I,75,10,6892,186,172,BRONZE_I,29,6,2877,59,69,SILVER_III,30,9,5185,32,29,SILVER_III,61,12,9574,147,153,SILVER_III,75,12,8975,38,50,BRONZE_II,75,11,8305,270,278,SILVER_III,37,10,6600,130,121,SILVER_II,7,8,4565
0,311,269,SILVER_IV,14,16,15749,334,324,SILVER_IV,0,14,12637,322,277,SILVER_IV,49,15,14261,186,172,BRONZE_I,29,12,9312,335,341,SILVER_III,2,15,14564,72,100,BRONZE_III,80,16,15870,124,112,BRONZE_I,34,16,15174,50,57,BRONZE_I,21,16,15055,190,167,SILVER_IV,57,16,15373,155,186,SILVER_IV,0,15,13843
0,281,272,SILVER_IV,15,18,21667,182,193,BRONZE_I,52,18,22382,99,67,SILVER_IV,72,18,22788,186,172,BRONZE_I,29,17,18195,26,17,BRONZE_II,66,18,20324,175,162,SILVER_IV,0,18,22146,47,88,BRONZE_IV,0,18,29326,12,22,BRONZE_III,95,18,25165,29,34,SILVER_III,20,18,22030,146,179,BRONZE_III,25,18,18464
1,13,24,BRONZE_IV,35,15,13267,13,24,BRONZE_II,49,15,13733,294,274,BRONZE_I,38,17,17863,74,93,BRONZE_II,71,15,14053,109,111,BRONZE_III,65,15,13577,138,111,BRONZE_IV,38,17,17546,37,42,SILVER_IV,0,17,17496,125,137,BRONZE_II,75,17,17013,10,10,BRONZE_III,49,15,14564,16,13,BRONZE_I,47,15,13936
1,46,58,SILVER_IV,22,17,18325,18,22,SILVER_II,19,17,16840,90,89,SILVER_III,44,18,19509,19,21,SILVER_IV,33,17,16746,13,19,BRONZE_II,62,16,15302,609,611,SILVER_III,91,18,20527,21,24,BRONZE_I,62,17,17458,224,221,SILVER_IV,0,18,19542,28,31,SILVER_III,75,16,16120,16,13,BRONZE_I,47,15,14531
0,14,13,GOLD_IV,1,14,12670,8,14,BRONZE_II,77,12,9167,61,77,BRONZE_IV,1,12,9759,52,61,SILVER_IV,14,10,7238,47,53,BRONZE_I,16,10,6267,41,55,BRONZE_I,80,6,2590,37,65,IRON_I,57,10,6242,32,56,BRONZE_I,31,13,10990,31,26,SILVER_III,60,9,5240,16,13,BRONZE_I,47,9,5426
0,20,19,SILVER_I,1,15,13245,85,68,SILVER_I,93,14,12510,26,21,SILVER_II,67,13,10823,20,19,BRONZE_II,80,13,10398,20,31,BRONZE_I,71,12,8886,14,13,GOLD_IV,1,16,15946,37,65,IRON_I,57,10,6328,25,26,BRONZE_II,62,13,11273,61,77,BRONZE_IV,1,11,8575,16,13,BRONZE_I,47,11,8268
0,116,104,SILVER_II,36,14,12924,42,46,SILVER_III,90,13,10775,20,12,SILVER_II,46,13,11397,129,147,SILVER_III,2,12,8995,54,45,GOLD_IV,1,12,9492,40,49,SILVER_IV,8,12,9841,53,51,SILVER_II,38,10,7190,19,13,SILVER_IV,57,11,7521,32,30,SILVER_II,32,11,7415,16,13,BRONZE_I,47,10,6338
1,135,145,BRONZE_IV,15,12,9392,21,42,BRONZE_IV,88,11,7771,7,5,BRONZE_III,89,13,10293,7,5,BRONZE_III,89,12,9634,80,68,SILVER_IV,57,11,8446,15,18,SILVER_II,44,15,13532,14,9,BRONZE_I,30,16,15304,17,24,BRONZE_I,1,15,14592,52,59,SILVER_IV,48,13,11046,16,13,BRONZE_I,47,13,10079
1,8,9,BRONZE_II,52,11,7816,74,54,SILVER_I,55,9,5668,43,43,SILVER_II,29,10,6574,109,125,SILVER_IV,43,6,2412,18,26,SILVER_IV,0,8,4896,28,40,BRONZE_II,16,10,7176,115,105,GOLD_IV,0,9,5490,93,101,SILVER_II,16,11,7690,18,28,BRONZE_II,57,8,4724,16,13,BRONZE_I,47,8,4344
0,323,366,BRONZE_II,59,15,14148,116,89,BRONZE_I,41,13,10903,20,28,BRONZE_I,50,15,13253,124,105,SILVER_II,35,14,12771,136,150,SILVER_III,17,15,14481,27,37,SILVER_IV,12,16,15028,272,257,SILVER_IV,50,17,16942,118,120,BRONZE_I,16,16,14920,46,64,BRONZE_II,66,15,13118,115,134,SILVER_IV,56,15,13352
1,310,312,BRONZE_I,41,13,11064,19,26,BRONZE_II,94,14,12451,20,28,BRONZE_I,50,15,13477,36,38,BRONZE_II,65,12,9846,4,11,BRONZE_IV,39,10,7037,53,57,SILVER_II,21,14,11477,19,23,BRONZE_IV,85,11,8049,219,204,IRON_III,9,10,6627,46,45,SILVER_IV,46,11,8325,17,16,BRONZE_I,85,11,8070
0,232,199,SILVER_IV,75,15,13649,15,25,BRONZE_II,6,12,9933,20,28,BRONZE_I,50,12,9173,66,75,BRONZE_I,85,14,12564,196,179,SILVER_IV,0,13,10667,206,217,SILVER_IV,16,14,12369,216,239,SILVER_IV,0,12,9169,75,90,SILVER_II,9,16,15034,414,430,SILVER_IV,17,14,11698,287,285,SILVER_IV,11,13,10065
0,38,32,GOLD_IV,76,17,17094,168,150,GOLD_III,27,16,14829,20,28,BRONZE_I,50,14,12167,320,323,SILVER_IV,14,17,16529,214,223,SILVER_II,17,16,15367,211,188,PLATINUM_IV,13,18,20149,218,226,SILVER_III,57,17,17967,566,545,SILVER_III,56,15,14334,175,161,GOLD_IV,16,17,17357,46,56,SILVER_II,28,17,17711
1,72,79,GOLD_IV,11,18,22089,132,110,SILVER_IV,75,18,23957,20,28,BRONZE_I,50,17,17159,127,114,SILVER_I,18,18,21782,38,32,GOLD_IV,76,18,21990,658,659,GOLD_II,13,18,28304,826,815,GOLD_IV,50,18,19852,213,233,SILVER_IV,50,18,21426,288,307,GOLD_IV,17,18,18501,161,175,SILVER_II,75,17,16526
0,38,32,GOLD_IV,76,12,9869,329,339,SILVER_III,34,11,8109,20,28,BRONZE_I,50,11,7495,366,382,SILVER_II,2,12,9913,145,156,SILVER_IV,8,10,6500,185,174,GOLD_IV,7,14,12694,52,41,SILVER_III,63,13,10794,211,200,GOLD_IV,66,13,10171,43,51,SILVER_III,22,11,8468,438,437,GOLD_IV,35,13,10231
0,44,48,SILVER_II,10,11,8251,320,326,SILVER_III,0,14,11654,20,28,BRONZE_I,50,12,8672,334,315,GOLD_IV,12,14,11615,38,32,GOLD_IV,76,11,8294,42,32,SILVER_II,42,15,13034,82,72,SILVER_II,94,13,10620,69,66,SILVER_II,0,14,11893,306,262,SILVER_III,45,13,10199,172,163,SILVER_II,82,12,8616
1,172,163,SILVER_II,82,11,7943,172,163,SILVER_II,82,10,6693,20,15,GOLD_IV,1,9,6030,148,124,GOLD_IV,0,13,11288,8,3,BRONZE_III,33,12,8733,53,54,GOLD_IV,45,13,10461,35,39,GOLD_IV,0,12,9915,38,46,SILVER_II,0,12,9121,141,142,SILVER_II,8,12,8604,47,42,BRONZE_I,52,10,6636
0,83,89,SILVER_I,3,9,5175,65,80,SILVER_IV,0,8,4539,314,317,GOLD_IV,0,11,8046,111,113,PLATINUM_IV,58,10,6496,16,16,SILVER_II,90,10,7024,53,54,GOLD_IV,45,10,6410,35,39,GOLD_IV,0,10,6888,38,46,SILVER_II,0,9,5244,141,142,SILVER_II,8,9,5316,47,42,BRONZE_I,52,7,3580
1,281,287,GOLD_III,1,13,10654,72,64,SILVER_III,36,15,14427,158,153,PLATINUM_IV,19,15,14019,68,69,SILVER_III,19,12,9900,100,105,SILVER_II,87,15,13477,53,54,GOLD_IV,45,16,14877,35,39,GOLD_IV,0,17,17968,38,46,SILVER_II,0,15,13847,141,142,SILVER_II,8,17,16553,47,42,BRONZE_I,52,13,11290
1,5,6,GOLD_IV,1,15,13465,23,14,GOLD_IV,21,14,11870,30,39,GOLD_IV,49,13,10813,59,55,GOLD_IV,0,13,10721,13,11,SILVER_IV,39,11,7746,53,54,GOLD_IV,45,15,13531,35,39,GOLD_IV,0,16,16323,38,46,SILVER_II,0,14,12935,141,142,SILVER_II,8,14,11797,47,42,BRONZE_I,52,13,10352
1,13,11,SILVER_IV,39,15,13751,27,18,PLATINUM_IV,1,13,10898,89,78,GOLD_IV,39,13,11214,32,31,SILVER_I,27,15,13079,45,68,BRONZE_IV,0,11,7841,53,54,GOLD_IV,45,14,12505,35,39,GOLD_IV,0,18,18795,38,46,SILVER_II,0,14,12199,141,142,SILVER_II,8,14,12667,47,42,BRONZE_I,52,12,9539
1,67,48,SILVER_II,75,12,8961,36,25,PLATINUM_III,16,13,11433,52,57,BRONZE_II,72,13,10554,88,70,SILVER_I,43,11,8518,22,16,SILVER_I,7,10,6845,53,54,GOLD_IV,45,15,13169,35,39,GOLD_IV,0,14,12388,281,289,SILVER_III,0,14,12400,141,142,SILVER_II,8,14,11746,47,42,BRONZE_I,52,12,8717
1,296,293,SILVER_IV,0,15,14082,136,142,SILVER_IV,75,15,13607,48,41,GOLD_III,75,16,15941,71,56,GOLD_III,0,16,15748,225,230,IRON_I,1,15,13601,53,54,GOLD_IV,45,16,15927,35,39,GOLD_IV,0,18,18706,141,142,SILVER_II,8,17,17533,281,289,SILVER_III,0,16,15092,47,42,BRONZE_I,52,14,12601
1,157,161,SILVER_I,16,15,13589,21,18,SILVER_IV,0,14,11608,93,96,SILVER_I,43,15,14418,321,314,GOLD_IV,31,15,14390,148,159,SILVER_II,75,13,11272,78,77,SILVER_I,69,17,18128,20,18,SILVER_I,100,16,14952,12,18,BRONZE_I,24,14,12369,57,58,GOLD_IV,18,14,12085,224,236,SILVER_IV,60,12,9179
0,243,219,SILVER_I,83,17,16805,248,254,GOLD_IV,0,15,13253,252,253,SILVER_I,71,15,13295,43,38,SILVER_I,18,16,15265,36,49,SILVER_II,17,13,10704,65,67,SILVER_II,87,14,11716,20,18,SILVER_I,100,16,16243,12,18,BRONZE_I,24,15,13361,76,81,SILVER_I,40,14,12938,126,125,SILVER_I,29,13,11167
1,4,6,BRONZE_II,91,18,20481,35,79,SILVER_IV,77,15,13991,16,14,BRONZE_I,40,18,19342,41,49,SILVER_IV,12,18,22045,10,10,BRONZE_II,61,15,13133,177,171,BRONZE_I,10,18,20935,20,18,SILVER_I,100,18,22455,12,18,BRONZE_I,24,18,20068,11,7,SILVER_II,75,18,18368,23,26,SILVER_III,33,16,14736
0,166,166,GOLD_IV,0,13,10034,279,252,SILVER_II,10,12,9935,88,77,GOLD_III,1,12,8892,100,83,SILVER_III,59,12,9438,55,43,GOLD_III,75,11,7591,147,148,GOLD_III,30,12,8604,62,75,SILVER_II,49,12,9401,12,18,BRONZE_I,24,10,6498,164,167,SILVER_III,80,10,6993,20,18,SILVER_I,100,10,6158
0,30,36,SILVER_III,34,14,12592,32,29,GOLD_IV,4,15,14397,82,75,GOLD_IV,5,16,14972,56,59,GOLD_IV,45,14,12122,14,9,SILVER_II,1,14,11904,101,113,GOLD_IV,0,15,13130,15,20,SILVER_III,0,13,10012,12,18,BRONZE_I,24,12,8740,32,40,SILVER_II,0,15,13650,20,18,SILVER_I,100,13,10287
1,131,128,SILVER_I,36,16,15061,27,24,SILVER_IV,17,15,13507,25,24,SILVER_IV,57,15,13270,84,74,GOLD_IV,47,14,12660,48,59,SILVER_II,31,13,10149,129,128,SILVER_I,10,17,17833,20,22,SILVER_I,0,15,13567,12,18,BRONZE_I,24,15,13984,98,112,GOLD_IV,0,18,20721,20,18,SILVER_I,100,14,12315
1,814,804,GOLD_IV,52,18,19369,344,349,SILVER_II,4,16,16428,67,64,SILVER_I,38,18,19422,18,26,SILVER_III,59,17,16570,20,28,SILVER_III,0,16,16008,73,88,SILVER_II,59,18,22059,139,124,GOLD_III,77,18,24145,12,18,BRONZE_I,24,14,12849,55,68,SILVER_II,56,17,17690,20,18,SILVER_I,100,18,20656
1,119,103,BRONZE_I,41,18,21982,39,24,BRONZE_III,51,18,19058,94,56,GOLD_IV,64,18,24939,181,185,SILVER_III,21,18,21596,146,144,BRONZE_I,0,17,17417,88,109,SILVER_IV,11,18,25090,100,110,SILVER_IV,39,18,28711,51,48,BRONZE_I,57,18,22207,97,96,SILVER_IV,0,18,23594,42,40,SILVER_I,8,18,20442
1,247,250,BRONZE_I,7,13,10570,279,312,SILVER_IV,90,12,8633,177,180,SILVER_IV,74,12,9549,84,82,SILVER_III,26,11,7801,17,27,SILVER_IV,15,9,5822,223,206,SILVER_IV,15,12,9869,100,110,SILVER_IV,39,13,10533,51,48,BRONZE_I,57,12,9796,152,155,SILVER_III,26,11,7684,87,107,BRONZE_II,48,10,6447
0,114,105,SILVER_IV,61,14,11975,336,350,SILVER_IV,0,11,7833,299,300,SILVER_II,36,15,13344,40,37,BRONZE_II,13,10,6380,93,89,SILVER_IV,14,9,5211,100,110,SILVER_IV,39,10,6982,131,143,BRONZE_III,46,10,6421,51,48,BRONZE_I,57,11,7961,263,249,SILVER_IV,0,10,6707,150,164,SILVER_IV,27,11,8293
1,255,260,SILVER_IV,14,16,16014,68,72,BRONZE_I,12,16,14966,223,245,BRONZE_II,24,15,13804,232,207,SILVER_IV,46,14,12560,777,769,SILVER_IV,65,14,11657,100,110,SILVER_IV,39,18,19414,230,208,SILVER_IV,0,18,18761,51,48,BRONZE_I,57,17,16658,229,225,SILVER_III,32,15,13192,141,137,SILVER_IV,43,15,13284
1,95,109,SILVER_IV,0,17,16602,85,84,BRONZE_I,8,16,15648,198,196,SILVER_IV,0,16,14901,139,149,SILVER_IV,4,15,13075,155,175,BRONZE_I,17,14,12472,220,221,SILVER_IV,50,18,20834,31,46,BRONZE_II,41,16,15401,51,48,BRONZE_I,57,16,16044,489,487,GOLD_IV,71,15,14108,226,222,BRONZE_III,62,14,12823
1,119,135,SILVER_IV,14,12,9538,236,249,BRONZE_II,62,10,6807,227,236,SILVER_IV,0,11,7796,194,208,BRONZE_I,75,10,6426,246,244,SILVER_IV,0,9,5440,138,134,SILVER_IV,33,13,10413,110,124,BRONZE_I,15,11,8269,51,48,BRONZE_I,57,13,10976,489,487,GOLD_IV,71,12,9063,226,222,BRONZE_III,62,10,6482
1,164,155,BRONZE_I,49,17,16632,313,313,BRONZE_I,37,14,12505,75,89,BRONZE_II,48,15,13518,128,133,BRONZE_I,1,13,11221,54,69,BRONZE_III,29,13,11173,592,532,SILVER_III,27,18,19275,181,175,SILVER_III,11,16,16194,51,48,BRONZE_I,57,17,16959,61,56,SILVER_III,66,14,11815,80,66,SILVER_III,93,13,11177
1,55,82,SILVER_IV,0,17,17987,367,364,SILVER_IV,22,15,13499,189,191,SILVER_IV,17,16,16105,329,337,SILVER_IV,63,15,13559,20,25,BRONZE_I,73,14,11744,23,27,BRONZE_I,61,17,17664,60,32,SILVER_IV,74,16,15136,17,29,BRONZE_I,39,16,15360,39,41,BRONZE_I,74,16,16342,402,386,SILVER_III,54,16,14874
0,186,192,SILVER_III,12,18,22015,32,47,SILVER_IV,18,17,16534,290,289,SILVER_III,13,18,26288,43,29,SILVER_IV,55,18,21640,186,198,SILVER_IV,47,16,16181,23,27,BRONZE_I,61,17,16896,75,86,SILVER_IV,44,16,15622,72,66,SILVER_IV,1,17,16558,264,269,SILVER_IV,31,16,15806,301,308,SILVER_IV,75,15,13621
0,152,154,SILVER_IV,12,16,14706,265,260,BRONZE_II,71,16,15226,282,270,SILVER_IV,90,17,16603,166,167,SILVER_IV,52,14,12243,67,63,SILVER_IV,88,14,12265,23,27,BRONZE_I,61,14,12089,34,51,SILVER_IV,10,15,14167,46,45,BRONZE_I,38,13,11048,34,39,BRONZE_II,90,12,9255,70,82,BRONZE_I,25,12,9530
1,198,158,SILVER_IV,0,10,6802,269,251,BRONZE_I,2,18,20098,76,75,SILVER_IV,75,18,19613,153,165,SILVER_III,0,18,19838,168,166,SILVER_IV,84,18,20980,23,27,BRONZE_I,61,18,20464,176,156,SILVER_IV,0,18,20542,50,57,BRONZE_I,3,18,18956,152,153,BRONZE_I,76,18,19453,83,95,SILVER_II,30,18,25693
0,45,51,SILVER_IV,20,15,14094,474,458,SILVER_IV,0,13,10792,133,159,SILVER_IV,13,14,12642,15,6,BRONZE_II,59,12,8926,23,28,BRONZE_I,86,12,8813,23,27,BRONZE_I,61,12,8776,198,203,SILVER_IV,7,11,7661,10,21,BRONZE_II,26,12,9593,323,315,BRONZE_I,65,10,6397,20,22,BRONZE_II,84,10,6857
0,87,104,SILVER_IV,64,17,17908,85,90,SILVER_IV,33,15,13541,297,312,BRONZE_III,34,15,13582,21,30,BRONZE_II,69,14,12363,56,55,SILVER_IV,16,14,12340,23,27,BRONZE_I,61,13,10094,117,148,SILVER_IV,0,14,12158,74,69,BRONZE_III,43,15,14116,280,284,SILVER_III,28,15,13809,202,179,BRONZE_III,46,14,12237
0,39,47,SILVER_IV,14,18,20757,86,91,SILVER_III,16,18,18501,215,211,SILVER_III,43,18,21895,401,413,SILVER_III,52,18,23493,467,433,SILVER_IV,38,16,16398,23,27,BRONZE_I,61,16,15772,162,177,SILVER_IV,39,17,17315,108,138,SILVER_IV,36,18,19103,85,80,SILVER_IV,47,17,17313,461,469,SILVER_II,41,15,13742
0,14,29,SILVER_IV,52,18,24553,82,70,SILVER_III,31,18,20002,42,49,SILVER_III,64,18,23044,47,66,BRONZE_II,62,18,27973,9,14,BRONZE_IV,81,17,17753,6,12,BRONZE_I,87,18,25474,19,19,SILVER_I,100,18,20911,14,11,BRONZE_IV,0,17,17962,72,82,GOLD_IV,0,18,23751,3,7,BRONZE_III,50,18,19792
0,88,96,SILVER_II,50,18,18402,106,117,SILVER_II,97,18,21513,17,27,BRONZE_I,67,17,16912,8,12,BRONZE_II,21,17,17490,22,35,GOLD_IV,0,17,16880,6,12,BRONZE_I,87,18,19465,72,82,GOLD_IV,0,18,18546,19,19,SILVER_I,100,17,18286,3,7,BRONZE_III,50,16,14788,14,11,BRONZE_IV,0,17,17969
1,7,14,IRON_II,96,15,14093,25,27,IRON_I,14,14,11648,316,300,BRONZE_IV,84,15,13141,86,112,PLATINUM_IV,27,15,14040,72,90,PLATINUM_IV,43,13,10417,6,12,BRONZE_I,87,17,17205,146,165,BRONZE_IV,23,16,15109,19,19,SILVER_I,100,17,18066,41,45,BRONZE_I,69,14,12623,3,7,BRONZE_III,50,14,11465
1,133,132,SILVER_IV,60,17,16670,6,4,SILVER_II,64,16,16463,31,53,BRONZE_IV,52,18,20415,349,367,BRONZE_III,21,16,15942,138,123,BRONZE_III,0,15,13684,6,12,BRONZE_I,87,18,22727,208,205,GOLD_IV,47,18,19893,14,11,BRONZE_IV,0,15,14363,71,89,SILVER_IV,0,18,20379,72,82,GOLD_IV,0,18,20647
1,193,198,PLATINUM_IV,0,17,18047,193,198,PLATINUM_IV,0,14,12863,20,25,BRONZE_I,75,17,17042,108,140,GOLD_IV,24,15,13878,108,140,GOLD_IV,24,14,12570,6,12,BRONZE_I,87,18,19761,208,205,GOLD_IV,47,17,17395,14,11,BRONZE_IV,0,17,17256,71,89,SILVER_IV,0,17,16755,72,82,GOLD_IV,0,14,12879
0,91,99,SILVER_II,31,17,17590,203,236,BRONZE_IV,0,15,14248,42,40,BRONZE_III,75,16,16386,82,68,PLATINUM_IV,61,16,16068,17,34,IRON_II,75,15,13294,6,12,BRONZE_I,87,16,15638,19,19,SILVER_I,100,14,11873,41,45,BRONZE_I,69,15,14101,14,11,BRONZE_IV,0,13,11053,3,7,BRONZE_III,50,13,10611
1,17,33,SILVER_IV,33,18,18874,56,59,GOLD_IV,53,17,17554,5,5,BRONZE_I,25,17,18126,62,73,BRONZE_I,0,17,17611,15,22,SILVER_IV,40,15,13478,6,12,BRONZE_I,87,18,20015,41,44,SILVER_II,56,17,18245,19,19,SILVER_I,100,17,18036,120,134,SILVER_I,53,17,18061,22,27,SILVER_III,65,16,15754
0,24,28,BRONZE_I,100,18,20016,11,19,BRONZE_II,71,15,13449,23,36,BRONZE_II,69,14,12197,34,17,SILVER_IV,13,14,11909,7,14,BRONZE_I,36,12,9672,7,14,BRONZE_I,36,16,15331,42,40,SILVER_I,0,16,16246,27,39,BRONZE_I,49,16,15230,12,13,BRONZE_I,82,15,13625,9,9,BRONZE_I,93,14,12106
0,81,71,BRONZE_III,54,12,9111,8,7,BRONZE_IV,47,11,7949,9,13,BRONZE_II,54,10,6226,13,16,BRONZE_II,97,10,6530,7,14,BRONZE_I,36,9,6032,5,8,BRONZE_II,90,13,10989,4,6,BRONZE_III,87,12,8731,75,67,SILVER_IV,80,12,9292,262,246,SILVER_IV,37,12,9001,143,175,SILVER_IV,0,11,7508
1,290,291,BRONZE_II,37,17,18203,8,7,BRONZE_IV,47,18,22759,10,1,BRONZE_II,74,18,23618,20,57,IRON_IV,0,15,14592,7,14,BRONZE_I,36,18,22015,422,392,BRONZE_I,19,18,20884,51,58,SILVER_III,75,17,17912,68,95,BRONZE_III,24,17,16907,31,51,IRON_II,0,16,16387,148,166,BRONZE_III,0,17,16728
1,23,19,BRONZE_I,68,15,14411,8,7,BRONZE_IV,47,12,9668,8,7,BRONZE_IV,47,11,8414,294,258,BRONZE_II,0,11,7692,7,14,BRONZE_I,36,12,8828,32,40,BRONZE_II,33,11,8262,12,10,BRONZE_I,16,11,8575,19,26,BRONZE_III,27,13,10869,6,11,BRONZE_II,5,10,7128,39,54,BRONZE_III,49,12,8894
1,47,56,BRONZE_II,86,15,14296,8,7,BRONZE_IV,47,16,15140,112,105,BRONZE_I,97,15,14006,27,23,BRONZE_II,63,14,12512,7,14,BRONZE_I,36,12,9122,22,19,BRONZE_III,27,14,11837,54,62,BRONZE_III,63,12,8806,4,14,BRONZE_II,25,14,11727,44,49,BRONZE_I,6,13,10340,112,111,SILVER_IV,0,13,11202
0,206,229,SILVER_IV,74,12,9888,64,69,BRONZE_II,48,13,11376,7,14,BRONZE_I,36,12,9141,31,35,BRONZE_IV,44,11,7335,7,14,BRONZE_I,36,13,10924,90,88,BRONZE_II,21,15,14364,193,145,PLATINUM_II,32,14,12856,166,166,BRONZE_III,66,14,11519,231,229,IRON_I,40,14,12454,7,20,BRONZE_IV,9,15,13490
0,206,229,SILVER_IV,74,16,14973,64,69,BRONZE_II,48,17,17165,7,14,BRONZE_I,36,16,15501,31,35,BRONZE_IV,44,14,11964,7,14,BRONZE_I,36,16,14908,23,39,BRONZE_III,72,17,17997,4,10,BRONZE_III,33,15,13689,225,227,SILVER_II,16,15,14520,31,41,BRONZE_II,49,14,13011,28,19,GOLD_III,75,15,14540
0,184,185,BRONZE_II,44,16,14782,298,324,SILVER_IV,23,15,14012,181,147,SILVER_IV,32,15,13542,75,58,BRONZE_III,93,13,11283,83,79,SILVER_II,11,13,10720,356,370,BRONZE_I,41,13,10997,36,36,BRONZE_II,92,14,11643,310,294,SILVER_IV,12,13,10110,421,400,BRONZE_I,24,12,9311,25,28,BRONZE_II,19,12,9000
